table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
10067,r168,World -> Belgium -> Total articles -> With multiple institutions,World,Belgium,Total articles,With multiple institutions,4,64,65,81,108,145,185,201,177,229,203,214,229,238,264,260,345,352,367,432,448
10067,r169,World -> Belgium -> Total articles -> With domestic institutions only,World,Belgium,Total articles,With domestic institutions only,4,65,62,99,117,117,168,152,137,161,156,145,161,136,137,140,171,218,205,291,224
10067,r170,World -> Belgium -> Total articles -> With international institutions,World,Belgium,Total articles,With international institutions,4,44,46,55,87,114,130,152,137,177,158,168,173,196,225,215,274,263,306,311,353
10067,r171,World -> Bulgaria,World,Bulgaria,,,2,,,,,,,,,,,,,,,,,,,,
10067,r172,World -> Bulgaria -> Total articles,World,Bulgaria,Total articles,,3,9,12,23,31,22,73,43,42,51,62,55,31,44,95,74,83,108,369,295,433
10067,r173,World -> Bulgaria -> Total articles -> With multiple institutions,World,Bulgaria,Total articles,With multiple institutions,4,2,7,14,20,15,49,28,30,29,40,29,16,23,52,45,53,66,150,154,204
10067,r174,World -> Bulgaria -> Total articles -> With domestic institutions only,World,Bulgaria,Total articles,With domestic institutions only,4,7,6,17,15,9,41,21,24,31,37,38,19,23,59,44,44,81,301,248,367
10067,r175,World -> Bulgaria -> Total articles -> With international institutions,World,Bulgaria,Total articles,With international institutions,4,2,6,6,16,13,32,22,18,20,25,17,12,21,36,30,39,27,66,47,66
10067,r176,World -> Croatia,World,Croatia,,,2,,,,,,,,,,,,,,,,,,,,
10067,r177,World -> Croatia -> Total articles,World,Croatia,Total articles,,3,7,7,29,42,63,57,103,35,33,56,46,39,34,67,100,157,144,158,122,343
10067,r178,World -> Croatia -> Total articles -> With multiple institutions,World,Croatia,Total articles,With multiple institutions,4,5,5,9,16,23,21,47,16,11,16,23,19,20,36,59,74,85,101,74,162
10067,r179,World -> Croatia -> Total articles -> With domestic institutions only,World,Croatia,Total articles,With domestic institutions only,4,4,3,24,39,57,48,87,26,27,47,29,25,19,50,63,111,99,101,76,276
10067,r180,World -> Croatia -> Total articles -> With international institutions,World,Croatia,Total articles,With international institutions,4,3,4,5,3,5,9,15,9,6,8,17,14,15,17,37,46,45,56,46,65
10067,r181,World -> Cyprus,World,Cyprus,,,2,,,,,,,,,,,,,,,,,,,,
10067,r182,World -> Cyprus -> Total articles,World,Cyprus,Total articles,,3,4,6,12,26,13,31,25,34,31,30,43,31,37,46,31,73,93,111,155,160
10067,r183,World -> Cyprus -> Total articles -> With multiple institutions,World,Cyprus,Total articles,With multiple institutions,4,4,5,9,18,9,19,15,20,18,19,30,18,22,29,20,51,63,75,124,129
10067,r184,World -> Cyprus -> Total articles -> With domestic institutions only,World,Cyprus,Total articles,With domestic institutions only,4,2,1,4,12,6,15,13,15,17,16,22,19,19,20,17,35,40,52,52,53
10067,r185,World -> Cyprus -> Total articles -> With international institutions,World,Cyprus,Total articles,With international institutions,4,2,5,8,14,7,16,12,19,14,14,21,12,18,26,14,38,52,58,102,107
10067,r186,World -> Czechia,World,Czechia,,,2,,,,,,,,,,,,,,,,,,,,
10067,r187,World -> Czechia -> Total articles,World,Czechia,Total articles,,3,68,110,94,183,174,246,311,298,333,283,327,404,466,394,538,486,552,435,441,461
10067,r188,World -> Czechia -> Total articles -> With multiple institutions,World,Czechia,Total articles,With multiple institutions,4,31,50,33,71,74,102,135,146,124,112,150,213,227,207,231,254,241,240,272,305
10067,r189,World -> Czechia -> Total articles -> With domestic institutions only,World,Czechia,Total articles,With domestic institutions only,4,47,77,72,147,126,180,219,205,255,209,247,252,319,252,393,309,389,252,221,227
10067,r190,World -> Czechia -> Total articles -> With international institutions,World,Czechia,Total articles,With international institutions,4,21,33,22,36,46,66,90,93,77,74,79,152,147,142,145,177,163,182,218,234
10067,r191,World -> Denmark,World,Denmark,,,2,,,,,,,,,,,,,,,,,,,,
10067,r192,World -> Denmark -> Total articles,World,Denmark,Total articles,,3,45,41,53,79,90,93,168,130,139,123,152,206,188,229,213,307,377,420,482,460
10067,r193,World -> Denmark -> Total articles -> With multiple institutions,World,Denmark,Total articles,With multiple institutions,4,22,26,19,45,43,51,96,70,82,87,105,129,132,169,132,217,247,304,335,349
10067,r194,World -> Denmark -> Total articles -> With domestic institutions only,World,Denmark,Total articles,With domestic institutions only,4,29,20,37,41,56,56,98,70,71,48,65,118,76,80,101,121,183,176,207,162
10067,r195,World -> Denmark -> Total articles -> With international institutions,World,Denmark,Total articles,With international institutions,4,16,21,16,38,32,36,70,60,68,74,87,88,112,149,112,186,194,244,275,293
10067,r196,World -> Estonia,World,Estonia,,,2,,,,,,,,,,,,,,,,,,,,
10067,r197,World -> Estonia -> Total articles,World,Estonia,Total articles,,3,5,6,11,20,20,29,31,36,51,48,33,36,25,43,36,56,90,109,100,106
10067,r198,World -> Estonia -> Total articles -> With multiple institutions,World,Estonia,Total articles,With multiple institutions,4,2,1,0,8,8,11,16,19,31,19,16,16,15,23,22,31,64,76,70,76
10067,r199,World -> Estonia -> Total articles -> With domestic institutions only,World,Estonia,Total articles,With domestic institutions only,4,4,5,11,16,16,24,22,27,36,37,26,29,16,24,18,32,33,43,40,42
10067,r200,World -> Estonia -> Total articles -> With international institutions,World,Estonia,Total articles,With international institutions,4,1,1,0,4,2,5,9,9,15,11,7,7,9,19,18,24,57,66,60,64
10067,r201,World -> Finland,World,Finland,,,2,,,,,,,,,,,,,,,,,,,,
10067,r202,World -> Finland -> Total articles,World,Finland,Total articles,,3,83,125,86,206,181,249,269,199,193,163,226,257,283,272,313,337,461,516,534,497
10067,r203,World -> Finland -> Total articles -> With multiple institutions,World,Finland,Total articles,With multiple institutions,4,39,55,44,98,84,109,145,114,108,98,134,156,193,175,222,226,317,371,421,375
10067,r204,World -> Finland -> Total articles -> With domestic institutions only,World,Finland,Total articles,With domestic institutions only,4,60,98,61,146,131,176,182,113,118,92,129,142,144,127,138,168,218,203,194,184
10067,r205,World -> Finland -> Total articles -> With international institutions,World,Finland,Total articles,With international institutions,4,22,27,25,60,47,72,86,86,75,71,96,115,139,145,175,169,240,312,338,313
10067,r206,World -> France,World,France,,,2,,,,,,,,,,,,,,,,,,,,
10067,r207,World -> France -> Total articles,World,France,Total articles,,3,473,528,691,907,1036,1358,1368,1379,1253,1328,1349,1436,1452,1662,1897,1952,2157,2192,2398,2474
10067,r208,World -> France -> Total articles -> With multiple institutions,World,France,Total articles,With multiple institutions,4,252,282,360,522,621,834,875,915,822,905,967,1063,1103,1276,1433,1519,1713,1719,1926,1986
10067,r209,World -> France -> Total articles -> With domestic institutions only,World,France,Total articles,With domestic institutions only,4,350,368,480,611,685,873,846,832,746,779,762,784,726,820,939,905,939,939,1090,1065
10067,r210,World -> France -> Total articles -> With international institutions,World,France,Total articles,With international institutions,4,123,160,208,295,346,474,518,539,507,545,585,652,725,842,958,1045,1207,1238,1284,1396
10067,r211,World -> Germany,World,Germany,,,2,,,,,,,,,,,,,,,,,,,,
10067,r212,World -> Germany -> Total articles,World,Germany,Total articles,,3,469,462,620,895,1217,1468,1910,1730,1550,1693,1839,1909,1887,2204,2578,2609,3380,3478,3837,3744
10067,r213,World -> Germany -> Total articles -> With multiple institutions,World,Germany,Total articles,With multiple institutions,4,246,253,290,490,665,711,984,898,858,940,1085,1082,1131,1262,1521,1576,2074,2227,2458,2516
10067,r214,World -> Germany -> Total articles -> With domestic institutions only,World,Germany,Total articles,With domestic institutions only,4,292,293,426,568,811,1023,1290,1184,975,1108,1128,1200,1152,1388,1590,1589,2080,2053,2286,2149
10067,r215,World -> Germany -> Total articles -> With international institutions,World,Germany,Total articles,With international institutions,4,174,169,194,325,393,436,613,543,571,582,710,708,729,815,986,1018,1285,1402,1522,1561
10067,r216,World -> Greece,World,Greece,,,2,,,,,,,,,,,,,,,,,,,,
10067,r217,World -> Greece -> Total articles,World,Greece,Total articles,,3,98,95,163,200,269,394,391,316,279,326,368,368,331,436,287,448,555,637,793,838
10067,r218,World -> Greece -> Total articles -> With multiple institutions,World,Greece,Total articles,With multiple institutions,4,47,49,96,108,143,220,214,173,143,173,203,197,218,265,182,252,341,385,477,535
10067,r219,World -> Greece -> Total articles -> With domestic institutions only,World,Greece,Total articles,With domestic institutions only,4,73,69,115,143,207,284,269,220,198,221,235,248,190,275,165,272,350,395,492,566
10067,r220,World -> Greece -> Total articles -> With international institutions,World,Greece,Total articles,With international institutions,4,25,26,48,57,55,100,121,96,81,104,133,120,141,160,122,176,205,240,298,270
10067,r221,World -> Hungary,World,Hungary,,,2,,,,,,,,,,,,,,,,,,,,
10067,r222,World -> Hungary -> Total articles,World,Hungary,Total articles,,3,44,42,43,109,160,176,285,239,241,222,271,260,158,229,284,250,459,376,303,531
10067,r223,World -> Hungary -> Total articles -> With multiple institutions,World,Hungary,Total articles,With multiple institutions,4,31,28,23,61,85,96,144,131,126,118,142,149,83,123,168,139,206,229,173,302
10067,r224,World -> Hungary -> Total articles -> With domestic institutions only,World,Hungary,Total articles,With domestic institutions only,4,17,20,24,67,112,122,205,167,177,169,215,194,107,166,205,172,358,252,209,392
10067,r225,World -> Hungary -> Total articles -> With international institutions,World,Hungary,Total articles,With international institutions,4,27,22,19,41,48,53,80,71,64,53,55,64,50,62,78,77,98,121,93,133
10067,r226,World -> Ireland,World,Ireland,,,2,,,,,,,,,,,,,,,,,,,,
10067,r227,World -> Ireland -> Total articles,World,Ireland,Total articles,,3,50,60,108,128,140,160,158,160,132,122,127,163,189,200,240,210,311,412,387,360
10067,r228,World -> Ireland -> Total articles -> With multiple institutions,World,Ireland,Total articles,With multiple institutions,4,26,23,54,58,60,83,80,79,72,76,76,95,120,122,166,124,192,277,287,281
10067,r229,World -> Ireland -> Total articles -> With domestic institutions only,World,Ireland,Total articles,With domestic institutions only,4,36,46,63,94,99,93,98,106,78,56,64,87,86,94,101,109,151,196,162,130
10067,r230,World -> Ireland -> Total articles -> With international institutions,World,Ireland,Total articles,With international institutions,4,14,14,45,34,39,66,60,54,54,66,63,76,102,106,138,101,160,214,223,230
10067,r231,World -> Italy,World,Italy,,,2,,,,,,,,,,,,,,,,,,,,
10067,r232,World -> Italy -> Total articles,World,Italy,Total articles,,3,469,431,527,749,809,1045,1371,1180,1080,1108,1217,1317,1520,1552,1612,1818,2042,2581,2716,2843
10067,r233,World -> Italy -> Total articles -> With multiple institutions,World,Italy,Total articles,With multiple institutions,4,263,248,274,366,460,550,728,659,629,637,691,797,987,996,1077,1199,1417,1778,1884,2036
10067,r234,World -> Italy -> Total articles -> With domestic institutions only,World,Italy,Total articles,With domestic institutions only,4,326,285,379,553,517,728,980,776,700,715,782,829,908,888,926,1044,1103,1511,1574,1613
10067,r235,World -> Italy -> Total articles -> With international institutions,World,Italy,Total articles,With international institutions,4,142,146,145,195,282,314,388,403,380,393,434,488,612,663,686,772,934,1053,1128,1219
10067,r236,World -> Latvia,World,Latvia,,,2,,,,,,,,,,,,,,,,,,,,
10067,r237,World -> Latvia -> Total articles,World,Latvia,Total articles,,3,7,2,9,11,10,22,21,32,52,49,41,50,23,46,57,53,55,88,88,110
10067,r238,World -> Latvia -> Total articles -> With multiple institutions,World,Latvia,Total articles,With multiple institutions,4,0,0,2,1,0,7,4,18,11,17,14,23,10,18,24,16,23,38,42,46
10067,r239,World -> Latvia -> Total articles -> With domestic institutions only,World,Latvia,Total articles,With domestic institutions only,4,7,2,9,10,10,21,20,24,47,39,38,39,15,37,43,45,40,66,68,82
10067,r240,World -> Latvia -> Total articles -> With international institutions,World,Latvia,Total articles,With international institutions,4,0,0,0,1,0,1,0,8,5,10,3,11,8,9,14,8,15,21,20,28
10067,r241,World -> Lithuania,World,Lithuania,,,2,,,,,,,,,,,,,,,,,,,,
10067,r242,World -> Lithuania -> Total articles,World,Lithuania,Total articles,,3,13,11,20,31,25,76,64,41,50,53,57,64,65,28,37,61,46,105,48,70
10067,r243,World -> Lithuania -> Total articles -> With multiple institutions,World,Lithuania,Total articles,With multiple institutions,4,5,8,12,12,11,33,29,20,32,28,25,28,37,14,25,32,23,65,35,43
10067,r244,World -> Lithuania -> Total articles -> With domestic institutions only,World,Lithuania,Total articles,With domestic institutions only,4,9,5,13,24,20,67,52,32,33,36,46,55,51,22,17,44,26,69,18,36
10067,r245,World -> Lithuania -> Total articles -> With international institutions,World,Lithuania,Total articles,With international institutions,4,4,6,7,7,5,8,12,9,17,17,11,9,14,6,20,17,20,36,30,33
10067,r246,World -> Luxembourg,World,Luxembourg,,,2,,,,,,,,,,,,,,,,,,,,
10067,r247,World -> Luxembourg -> Total articles,World,Luxembourg,Total articles,,3,2,1,2,14,20,31,24,27,45,44,31,47,39,47,61,57,96,71,81,110
10067,r248,World -> Luxembourg -> Total articles -> With multiple institutions,World,Luxembourg,Total articles,With multiple institutions,4,2,1,2,11,15,21,16,17,34,38,22,35,32,39,47,43,76,50,58,85
10067,r249,World -> Luxembourg -> Total articles -> With domestic institutions only,World,Luxembourg,Total articles,With domestic institutions only,4,0,0,0,3,5,11,10,10,12,8,12,15,9,8,19,18,31,27,30,34
10067,r250,World -> Luxembourg -> Total articles -> With international institutions,World,Luxembourg,Total articles,With international institutions,4,2,1,2,11,15,19,14,17,33,36,19,32,30,39,42,39,65,44,51,76
10067,r251,World -> Malta,World,Malta,,,2,,,,,,,,,,,,,,,,,,,,
10067,r252,World -> Malta -> Total articles,World,Malta,Total articles,,3,0,0,0,3,4,4,4,1,8,7,23,9,16,16,25,30,32,26,39,40
10067,r253,World -> Malta -> Total articles -> With multiple institutions,World,Malta,Total articles,With multiple institutions,4,0,0,0,2,1,1,0,0,6,6,18,6,7,10,16,18,14,15,17,25
10067,r254,World -> Malta -> Total articles -> With domestic institutions only,World,Malta,Total articles,With domestic institutions only,4,0,0,0,1,3,3,4,1,3,1,6,3,9,9,12,13,22,11,26,20
10067,r255,World -> Malta -> Total articles -> With international institutions,World,Malta,Total articles,With international institutions,4,0,0,0,2,1,1,0,0,5,6,17,6,7,7,13,17,9,15,13,20
10067,r256,World -> Netherlands,World,Netherlands,,,2,,,,,,,,,,,,,,,,,,,,
10067,r257,World -> Netherlands -> Total articles,World,Netherlands,Total articles,,3,189,192,332,415,400,510,641,530,538,495,626,564,514,621,639,747,895,1022,1152,1195
10067,r258,World -> Netherlands -> Total articles -> With multiple institutions,World,Netherlands,Total articles,With multiple institutions,4,115,108,151,233,218,303,398,327,331,305,400,353,348,432,457,545,649,777,870,911
10067,r259,World -> Netherlands -> Total articles -> With domestic institutions only,World,Netherlands,Total articles,With domestic institutions only,4,98,108,233,269,249,318,411,306,308,294,344,321,267,290,269,314,390,407,461,480
10067,r260,World -> Netherlands -> Total articles -> With international institutions,World,Netherlands,Total articles,With international institutions,4,90,84,98,145,149,188,229,222,229,201,280,243,247,330,369,433,503,611,687,709
10067,r261,World -> Poland,World,Poland,,,2,,,,,,,,,,,,,,,,,,,,
10067,r262,World -> Poland -> Total articles,World,Poland,Total articles,,3,71,143,138,235,237,481,377,421,455,493,680,675,911,840,916,813,958,855,873,885
10067,r263,World -> Poland -> Total articles -> With multiple institutions,World,Poland,Total articles,With multiple institutions,4,36,75,67,109,108,204,171,182,178,205,277,287,414,372,394,399,484,490,563,566
10067,r264,World -> Poland -> Total articles -> With domestic institutions only,World,Poland,Total articles,With domestic institutions only,4,42,94,101,173,162,355,268,301,352,367,512,486,666,609,658,557,639,523,480,497
10067,r265,World -> Poland -> Total articles -> With international institutions,World,Poland,Total articles,With international institutions,4,29,49,37,60,74,126,106,119,103,125,168,189,245,231,257,255,318,327,389,382
10067,r266,World -> Portugal,World,Portugal,,,2,,,,,,,,,,,,,,,,,,,,
10067,r267,World -> Portugal -> Total articles,World,Portugal,Total articles,,3,75,71,94,155,188,287,286,367,223,355,379,492,475,351,525,600,667,645,669,602
10067,r268,World -> Portugal -> Total articles -> With multiple institutions,World,Portugal,Total articles,With multiple institutions,4,48,49,62,117,135,198,195,217,155,239,269,335,328,273,368,470,502,491,500,484
10067,r269,World -> Portugal -> Total articles -> With domestic institutions only,World,Portugal,Total articles,With domestic institutions only,4,56,44,55,103,128,172,180,234,124,216,220,297,314,178,293,322,371,352,377,312
10067,r270,World -> Portugal -> Total articles -> With international institutions,World,Portugal,Total articles,With international institutions,4,19,27,39,52,57,113,106,133,99,139,158,195,161,173,232,277,296,289,290,287
10067,r271,World -> Romania,World,Romania,,,2,,,,,,,,,,,,,,,,,,,,
10067,r272,World -> Romania -> Total articles,World,Romania,Total articles,,3,19,30,35,234,170,436,373,560,375,414,319,371,507,348,727,678,967,977,949,630
10067,r273,World -> Romania -> Total articles -> With multiple institutions,World,Romania,Total articles,With multiple institutions,4,11,20,18,109,59,188,155,241,163,158,149,168,243,174,322,307,437,453,478,335
10067,r274,World -> Romania -> Total articles -> With domestic institutions only,World,Romania,Total articles,With domestic institutions only,4,9,15,22,184,139,336,291,457,289,333,237,287,410,252,575,541,807,811,790,467
10067,r275,World -> Romania -> Total articles -> With international institutions,World,Romania,Total articles,With international institutions,4,10,15,13,42,30,84,81,101,83,81,82,84,97,96,151,136,160,166,153,163
10067,r276,World -> Slovakia,World,Slovakia,,,2,,,,,,,,,,,,,,,,,,,,
10067,r277,World -> Slovakia -> Total articles,World,Slovakia,Total articles,,3,27,40,34,39,56,120,113,160,141,155,157,160,193,236,192,236,268,228,183,351
10067,r278,World -> Slovakia -> Total articles -> With multiple institutions,World,Slovakia,Total articles,With multiple institutions,4,15,23,12,14,30,42,57,83,60,59,63,72,92,91,82,123,115,119,112,154
10067,r279,World -> Slovakia -> Total articles -> With domestic institutions only,World,Slovakia,Total articles,With domestic institutions only,4,14,19,25,30,36,97,69,102,100,126,120,107,125,171,131,150,186,132,96,232
10067,r280,World -> Slovakia -> Total articles -> With international institutions,World,Slovakia,Total articles,With international institutions,4,13,21,9,9,20,22,43,56,41,29,37,53,68,65,61,86,81,96,87,119
10067,r281,World -> Slovenia,World,Slovenia,,,2,,,,,,,,,,,,,,,,,,,,
10067,r282,World -> Slovenia -> Total articles,World,Slovenia,Total articles,,3,40,46,45,68,59,91,89,96,83,79,115,98,109,90,129,130,124,108,119,136
10067,r283,World -> Slovenia -> Total articles -> With multiple institutions,World,Slovenia,Total articles,With multiple institutions,4,16,18,23,29,35,49,45,42,39,50,56,54,63,51,71,87,79,72,85,91
10067,r284,World -> Slovenia -> Total articles -> With domestic institutions only,World,Slovenia,Total articles,With domestic institutions only,4,33,36,29,53,38,61,59,65,58,49,80,64,67,51,81,69,58,59,64,87
10067,r285,World -> Slovenia -> Total articles -> With international institutions,World,Slovenia,Total articles,With international institutions,4,7,10,16,15,21,30,29,31,25,30,35,34,42,39,47,61,66,49,55,49
10067,r286,World -> Spain,World,Spain,,,2,,,,,,,,,,,,,,,,,,,,
10067,r287,World -> Spain -> Total articles,World,Spain,Total articles,,3,360,439,538,712,968,1261,1344,1430,1363,1414,1419,1407,1349,1201,1592,1472,1603,1723,1751,1805
10067,r288,World -> Spain -> Total articles -> With multiple institutions,World,Spain,Total articles,With multiple institutions,4,175,236,282,373,521,666,750,825,818,843,899,883,895,827,1110,1082,1173,1275,1312,1387
10067,r289,World -> Spain -> Total articles -> With domestic institutions only,World,Spain,Total articles,With domestic institutions only,4,280,338,392,527,701,934,954,970,893,939,871,836,753,638,872,677,747,814,845,809
10067,r290,World -> Spain -> Total articles -> With international institutions,World,Spain,Total articles,With international institutions,4,80,101,145,181,259,320,386,456,468,473,544,571,596,563,718,794,851,908,897,990
10067,r291,World -> Sweden,World,Sweden,,,2,,,,,,,,,,,,,,,,,,,,
10067,r292,World -> Sweden -> Total articles,World,Sweden,Total articles,,3,91,115,123,196,158,267,466,249,226,225,322,341,307,423,396,500,587,636,752,763
10067,r293,World -> Sweden -> Total articles -> With multiple institutions,World,Sweden,Total articles,With multiple institutions,4,43,60,70,102,91,138,245,146,129,135,199,207,206,273,275,355,402,459,522,569
10067,r294,World -> Sweden -> Total articles -> With domestic institutions only,World,Sweden,Total articles,With domestic institutions only,4,59,73,68,131,96,180,339,152,130,116,157,183,146,204,181,249,286,263,343,307
10067,r295,World -> Sweden -> Total articles -> With international institutions,World,Sweden,Total articles,With international institutions,4,32,42,54,65,60,84,126,95,96,109,164,157,160,219,215,248,301,371,406,450
10067,r296,World -> Albania,World,Albania,,,2,,,,,,,,,,,,,,,,,,,,
10067,r297,World -> Albania -> Total articles,World,Albania,Total articles,,3,0,0,0,0,1,1,0,4,5,12,6,5,9,5,9,13,9,16,14,20
10067,r298,World -> Albania -> Total articles -> With multiple institutions,World,Albania,Total articles,With multiple institutions,4,0,0,0,0,1,1,0,4,4,10,6,5,7,5,7,12,8,11,11,12
10067,r299,World -> Albania -> Total articles -> With domestic institutions only,World,Albania,Total articles,With domestic institutions only,4,0,0,0,0,0,0,0,1,2,2,0,0,3,0,3,2,1,6,4,11
10067,r300,World -> Albania -> Total articles -> With international institutions,World,Albania,Total articles,With international institutions,4,0,0,0,0,1,1,0,3,3,10,6,5,6,5,6,11,8,10,10,6
10067,r301,World -> Andorra,World,Andorra,,,2,,,,,,,,,,,,,,,,,,,,
10067,r302,World -> Andorra -> Total articles,World,Andorra,Total articles,,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10067,r303,World -> Andorra -> Total articles -> With multiple institutions,World,Andorra,Total articles,With multiple institutions,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10067,r304,World -> Andorra -> Total articles -> With domestic institutions only,World,Andorra,Total articles,With domestic institutions only,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10067,r305,World -> Andorra -> Total articles -> With international institutions,World,Andorra,Total articles,With international institutions,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10067,r306,World -> Belarus,World,Belarus,,,2,,,,,,,,,,,,,,,,,,,,
10067,r307,World -> Belarus -> Total articles,World,Belarus,Total articles,,3,11,2,12,0,14,4,5,4,7,9,10,8,19,15,12,14,26,23,14,27
10067,r308,World -> Belarus -> Total articles -> With multiple institutions,World,Belarus,Total articles,With multiple institutions,4,6,2,5,0,9,3,3,1,4,6,8,4,13,9,10,5,17,18,12,21
10067,r309,World -> Belarus -> Total articles -> With domestic institutions only,World,Belarus,Total articles,With domestic institutions only,4,7,0,10,0,9,1,4,4,3,4,4,4,6,6,3,9,10,9,3,6
10067,r310,World -> Belarus -> Total articles -> With international institutions,World,Belarus,Total articles,With international institutions,4,4,2,2,0,5,3,1,0,4,5,6,4,13,9,9,5,16,14,11,21
10067,r311,World -> Bosnia and Herzegovina,World,Bosnia and Herzegovina,,,2,,,,,,,,,,,,,,,,,,,,
10067,r312,World -> Bosnia and Herzegovina -> Total articles,World,Bosnia and Herzegovina,Total articles,,3,0,0,3,5,6,7,7,4,24,11,9,16,7,17,52,47,40,67,41,90
10067,r313,World -> Bosnia and Herzegovina -> Total articles -> With multiple institutions,World,Bosnia and Herzegovina,Total articles,With multiple institutions,4,0,0,1,4,3,4,4,2,12,6,5,11,6,8,28,33,29,42,18,47
10067,r314,World -> Bosnia and Herzegovina -> Total articles -> With domestic institutions only,World,Bosnia and Herzegovina,Total articles,With domestic institutions only,4,0,0,2,1,3,4,3,2,15,7,5,7,1,12,35,20,22,38,28,53
10067,r315,World -> Bosnia and Herzegovina -> Total articles -> With international institutions,World,Bosnia and Herzegovina,Total articles,With international institutions,4,0,0,1,4,1,3,4,2,9,4,4,9,6,5,17,27,18,29,13,36
10067,r316,World -> Iceland,World,Iceland,,,2,,,,,,,,,,,,,,,,,,,,
10067,r317,World -> Iceland -> Total articles,World,Iceland,Total articles,,3,1,1,4,9,5,10,15,14,19,14,9,13,8,10,8,14,16,10,13,36
10067,r318,World -> Iceland -> Total articles -> With multiple institutions,World,Iceland,Total articles,With multiple institutions,4,1,1,3,6,2,8,10,11,12,12,8,10,6,7,7,9,9,8,8,31
10067,r319,World -> Iceland -> Total articles -> With domestic institutions only,World,Iceland,Total articles,With domestic institutions only,4,0,0,1,4,3,5,5,3,7,2,2,4,2,4,1,5,9,2,6,8
10067,r320,World -> Iceland -> Total articles -> With international institutions,World,Iceland,Total articles,With international institutions,4,1,1,3,5,2,5,10,11,12,12,7,9,6,6,7,9,7,8,7,28
10067,r321,World -> Kosovo,World,Kosovo,,,2,,,,,,,,,,,,,,,,,,,,
10067,r322,World -> Kosovo -> Total articles,World,Kosovo,Total articles,,3,0,0,0,0,0,0,0,0,1,4,1,3,1,6,9,10,4,6,9,19
10067,r323,World -> Kosovo -> Total articles -> With multiple institutions,World,Kosovo,Total articles,With multiple institutions,4,0,0,0,0,0,0,0,0,1,4,1,2,1,5,8,5,4,5,6,11
10067,r324,World -> Kosovo -> Total articles -> With domestic institutions only,World,Kosovo,Total articles,With domestic institutions only,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,5,0,1,3,9
10067,r325,World -> Kosovo -> Total articles -> With international institutions,World,Kosovo,Total articles,With international institutions,4,0,0,0,0,0,0,0,0,0,4,1,2,1,5,5,5,4,5,6,9
10067,r326,World -> Liechtenstein,World,Liechtenstein,,,2,,,,,,,,,,,,,,,,,,,,
10067,r327,World -> Liechtenstein -> Total articles,World,Liechtenstein,Total articles,,3,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,3,3,2,5,8
10067,r328,World -> Liechtenstein -> Total articles -> With multiple institutions,World,Liechtenstein,Total articles,With multiple institutions,4,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,2,2,2,5,4
10067,r329,World -> Liechtenstein -> Total articles -> With domestic institutions only,World,Liechtenstein,Total articles,With domestic institutions only,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,4
10067,r330,World -> Liechtenstein -> Total articles -> With international institutions,World,Liechtenstein,Total articles,With international institutions,4,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,2,2,2,5,4
10067,r331,World -> Moldova,World,Moldova,,,2,,,,,,,,,,,,,,,,,,,,
10067,r332,World -> Moldova -> Total articles,World,Moldova,Total articles,,3,0,0,0,0,2,5,2,0,4,0,3,1,3,2,5,1,9,13,9,5
10067,r333,World -> Moldova -> Total articles -> With multiple institutions,World,Moldova,Total articles,With multiple institutions,4,0,0,0,0,0,4,2,0,3,0,3,0,2,1,5,0,5,5,6,3
10067,r334,World -> Moldova -> Total articles -> With domestic institutions only,World,Moldova,Total articles,With domestic institutions only,4,0,0,0,0,2,2,0,0,1,0,0,1,1,1,1,1,6,9,5,2
10067,r335,World -> Moldova -> Total articles -> With international institutions,World,Moldova,Total articles,With international institutions,4,0,0,0,0,0,3,2,0,3,0,3,0,2,1,4,0,3,4,4,3
10067,r336,World -> Monaco,World,Monaco,,,2,,,,,,,,,,,,,,,,,,,,
10067,r337,World -> Monaco -> Total articles,World,Monaco,Total articles,,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10067,r338,World -> Monaco -> Total articles -> With multiple institutions,World,Monaco,Total articles,With multiple institutions,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10067,r339,World -> Monaco -> Total articles -> With domestic institutions only,World,Monaco,Total articles,With domestic institutions only,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10067,r340,World -> Monaco -> Total articles -> With international institutions,World,Monaco,Total articles,With international institutions,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
