table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_dod_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
8006,r113,All institutions -> Oregon Health and Science U.,All institutions,Oregon Health and Science U.,2,112,"['10,623', '']","['0', '']","['0', '']","['10,621', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2', '']","['0', '']"
8006,r114,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,113,"['10,454', '']","['0', '']","['0', '']","['10,339', '']","['32', '']","['0', '']","['0', '']","['83', '']","['0', '']","['0', '']","['0', '']"
8006,r115,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,114,"['10,229', '']","['29', '']","['0', '']","['8,624', '']","['35', '']","['248', '']","['100', '']","['13', '']","['0', '']","['1,154', '']","['26', '']"
8006,r116,All institutions -> U. South Florida<sup>d</sup>,All institutions,U. South Florida<sup>d</sup>,2,115,"['9,933', '']","['815', '']","['33', '']","['2,332', '']","['75', '']","['151', '']","['81', '']","['51', '']","['0', '']","['6,132', '']","['263', '']"
8006,r117,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,116,"['9,831', '']","['2,235', '']","['0', '']","['2,070', '']","['717', '']","['412', '']","['600', '']","['22', '']","['0', '']","['3,775', '']","['0', '']"
8006,r118,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,117,"['9,802', '']","['1,135', '']","['0', '']","['0', '']","['176', '']","['2,234', '']","['18', '']","['0', '']","['0', '']","['6,239', '']","['0', '']"
8006,r119,All institutions -> George Washington U.,All institutions,George Washington U.,2,118,"['9,612', '']","['490', '']","['0', '']","['2,360', '']","['165', '']","['277', '']","['175', '']","['930', '']","['17', '']","['5,148', '']","['50', '']"
8006,r120,All institutions -> U.S. Naval Academy,All institutions,U.S. Naval Academy,2,119,"['9,593', '']","['620', '']","['579', '']","['0', '']","['823', '']","['1,084', '']","['0', '']","['0', '']","['0', '']","['6,487', '']","['0', '']"
8006,r121,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,120,"['9,589', '']","['1,343', '']","['0', '']","['7,755', '']","['0', '']","['0', '']","['0', '']","['491', '']","['0', '']","['0', '']","['0', '']"
8006,r122,All institutions -> Emory U.,All institutions,Emory U.,2,121,"['9,227', '']","['118', '']","['69', '']","['6,137', '']","['240', '']","['2,225', '']","['0', '']","['22', '']","['0', '']","['351', '']","['65', '']"
8006,r123,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,122,"['9,113', '']","['0', '']","['610', '']","['2,284', '']","['0', '']","['587', '']","['0', '']","['347', '']","['0', '']","['5,285', '']","['0', '']"
8006,r124,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,123,"['9,075', '']","['0', '']","['0', '']","['9,075', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8006,r125,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,124,"['8,786', '']","['0', '']","['0', '']","['148', '']","['0', '']","['1,747', '']","['153', '']","['0', '']","['0', '']","['6,738', '']","['0', '']"
8006,r126,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,125,"['8,665', '']","['0', '']","['0', '']","['4,973', '']","['0', '']","['48', '']","['181', '']","['0', '']","['0', '']","['3,463', '']","['0', '']"
8006,r127,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,126,"['8,461', '']","['2,861', '']","['88', '']","['1,534', '']","['621', '']","['1,153', '']","['0', '']","['0', '']","['88', '']","['2,116', '']","['0', '']"
8006,r128,All institutions -> Worcester Polytechnic Institute,All institutions,Worcester Polytechnic Institute,2,127,"['8,391', '']","['987', '']","['0', '']","['0', '']","['407', '']","['52', '']","['0', '']","['0', '']","['0', '']","['6,945', '']","['0', '']"
8006,r129,All institutions -> Tufts U.,All institutions,Tufts U.,2,128,"['8,350', '']","['288', '']","['0', '']","['2,938', '']","['3,042', '']","['130', '']","['84', '']","['0', '']","['384', '']","['1,484', '']","['0', '']"
8006,r130,All institutions -> Clemson U.,All institutions,Clemson U.,2,129,"['8,213', '']","['327', '']","['0', '']","['490', '']","['374', '']","['17', '']","['0', '']","['0', '']","['0', '']","['7,005', '']","['0', '']"
8006,r131,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,130,"['8,186', '']","['674', '']","['6', '']","['4,640', '']","['0', '']","['147', '']","['103', '']","['0', '']","['0', '']","['2,233', '']","['383', '']"
8006,r132,All institutions -> Washington State U.,All institutions,Washington State U.,2,131,"['8,013', '']","['795', '']","['503', '']","['2,198', '']","['266', '']","['1,600', '']","['267', '']","['59', '']","['0', '']","['2,325', '']","['0', '']"
8006,r133,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,132,"['7,868', '']","['0', '']","['0', '']","['7,868', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8006,r134,All institutions -> Drexel U.,All institutions,Drexel U.,2,133,"['7,806', '']","['448', '']","['0', '']","['1,464', '']","['0', '']","['0', '']","['20', '']","['0', '']","['0', '']","['5,874', '']","['0', '']"
8006,r135,"All institutions -> U. Texas Health Science Center, San Antonio",All institutions,"U. Texas Health Science Center, San Antonio",2,134,"['7,457', '']","['0', '']","['0', '']","['7,457', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8006,r136,All institutions -> New Mexico Institute of Mining and Technology,All institutions,New Mexico Institute of Mining and Technology,2,135,"['7,389', '']","['5,398', '']","['1', '']","['0', '']","['0', '']","['157', '']","['0', '']","['0', '']","['0', '']","['1,743', '']","['90', '']"
8006,r137,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,136,"['7,238', '']","['174', '']","['51', '']","['0', '']","['0', '']","['179', '']","['99', '']","['63', '']","['0', '']","['6,420', '']","['252', '']"
8006,r138,"All institutions -> U. Missouri, Kansas City",All institutions,"U. Missouri, Kansas City",2,137,"['7,061', '']","['101', '']","['0', '']","['167', '']","['0', '']","['332', '']","['0', '']","['0', '']","['0', '']","['6,461', '']","['0', '']"
8006,r139,All institutions -> U. Kansas,All institutions,U. Kansas,2,138,"['7,043', '']","['778', '']","['516', '']","['1,975', '']","['175', '']","['20', '']","['584', '']","['246', '']","['0', '']","['2,344', '']","['405', '']"
8006,r140,All institutions -> Missouri State U.,All institutions,Missouri State U.,2,139,"['7,034', '']","['6', '']","['0', '']","['89', '']","['0', '']","['0', '']","['0', '']","['105', '']","['0', '']","['6,834', '']","['0', '']"
8006,r141,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,140,"['7,009', '']","['1,218', '']","['24', '']","['4,282', '']","['60', '']","['258', '']","['0', '']","['116', '']","['0', '']","['970', '']","['81', '']"
8006,r142,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,141,"['7,006', '']","['818', '']","['0', '']","['1,421', '']","['0', '']","['502', '']","['321', '']","['0', '']","['0', '']","['3,944', '']","['0', '']"
8006,r143,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,142,"['6,963', '']","['40', '']","['247', '']","['1,127', '']","['331', '']","['0', '']","['0', '']","['259', '']","['0', '']","['4,888', '']","['71', '']"
8006,r144,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,143,"['6,907', '']","['591', '']","['149', '']","['36', '']","['4', '']","['2,927', '']","['88', '']","['5', '']","['0', '']","['3,107', '']","['0', '']"
8006,r145,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,144,"['6,843', '']","['0', '']","['0', '']","['1,230', '']","['0', '']","['3,345', '']","['0', '']","['0', '']","['0', '']","['2,213', '']","['55', '']"
8006,r146,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,145,"['6,609', '']","['127', '']","['25', '']","['692', '']","['10', '']","['144', '']","['0', '']","['117', '']","['0', '']","['5,158', '']","['336', '']"
8006,r147,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,146,"['6,600', '']","['0', '']","['283', '']","['507', '']","['33', '']","['304', '']","['56', '']","['0', '']","['0', '']","['5,148', '']","['269', '']"
8006,r148,All institutions -> Temple U.,All institutions,Temple U.,2,147,"['6,587', '']","['62', '']","['0', '']","['3,649', '']","['0', '']","['1,350', '']","['0', '']","['65', '']","['0', '']","['923', '']","['538', '']"
8006,r149,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,148,"['6,546', '']","['0', '']","['1,957', '']","['80', '']","['0', '']","['65', '']","['0', '']","['106', '']","['440', '']","['3,898', '']","['0', '']"
8006,r150,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,149,"['6,445', '']","['350', '']","['82', '']","['413', '']","['2', '']","['56', '']","['0', '']","['0', '']","['0', '']","['5,542', '']","['0', '']"
8006,r151,All institutions -> U. Texas Medical Branch,All institutions,U. Texas Medical Branch,2,150,"['6,352', '']","['0', '']","['0', '']","['6,352', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8006,r152,"All institutions -> U. Nebraska, Medical Center",All institutions,"U. Nebraska, Medical Center",2,151,"['6,314', '']","['0', '']","['0', '']","['6,314', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8006,r153,All institutions -> Missouri U. of Science and Technology,All institutions,Missouri U. of Science and Technology,2,152,"['6,147', '']","['113', '']","['0', '']","['46', '']","['0', '']","['401', '']","['91', '']","['0', '']","['0', '']","['5,496', '']","['0', '']"
8006,r154,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,153,"['5,985', '']","['105', '']","['77', '']","['678', '']","['257', '']","['248', '']","['14', '']","['0', '']","['0', '']","['4,601', '']","['5', '']"
8006,r155,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,154,"['5,945', '']","['796', '']","['0', '']","['3,318', '']","['0', '']","['0', '']","['0', '']","['327', '']","['0', '']","['1,304', '']","['200', '']"
8006,r156,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,155,"['5,925', '']","['183', '']","['1,671', '']","['0', '']","['0', '']","['57', '']","['0', '']","['0', '']","['0', '']","['4,014', '']","['0', '']"
8006,r157,All institutions -> Medical C. Wisconsin,All institutions,Medical C. Wisconsin,2,156,"['5,700', '']","['0', '']","['0', '']","['5,226', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['474', '']","['0', '']"
8006,r158,All institutions -> U. Houston,All institutions,U. Houston,2,157,"['5,634', '']","['209', '']","['0', '']","['188', '']","['92', '']","['600', '']","['639', '']","['0', '']","['138', '']","['3,737', '']","['31', '']"
8006,r159,All institutions -> Naval War C.,All institutions,Naval War C.,2,158,"['5,542', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['794', '']","['0', '']","['0', '']","['4,748', '']"
8006,r160,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,159,"['5,459', '']","['527', '']","['0', '']","['0', '']","['14', '']","['124', '']","['0', '']","['45', '']","['0', '']","['4,727', '']","['22', '']"
8006,r161,All institutions -> Boston C.,All institutions,Boston C.,2,160,"['5,438', '']","['0', '']","['4,602', '']","['2', '']","['0', '']","['834', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8006,r162,All institutions -> Albert Einstein C. of Medicine,All institutions,Albert Einstein C. of Medicine,2,161,"['5,391', '']","['0', '']","['0', '']","['5,391', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8006,r163,"All institutions -> Brigham Young U., Provo",All institutions,"Brigham Young U., Provo",2,162,"['5,306', '']","['552', '']","['18', '']","['110', '']","['0', '']","['536', '']","['0', '']","['0', '']","['0', '']","['3,183', '']","['907', '']"
8006,r164,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,163,"['5,252', '']","['1,273', '']","['235', '']","['796', '']","['0', '']","['856', '']","['213', '']","['163', '']","['0', '']","['1,716', '']","['0', '']"
8006,r165,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,164,"['5,241', '']","['708', '']","['0', '']","['104', '']","['0', '']","['366', '']","['164', '']","['0', '']","['0', '']","['3,848', '']","['51', '']"
8006,r166,All institutions -> Tulane U.,All institutions,Tulane U.,2,165,"['5,196', '']","['1,142', '']","['97', '']","['3,533', '']","['0', '']","['424', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8006,r167,"All institutions -> U. Massachusetts, Medical School",All institutions,"U. Massachusetts, Medical School",2,166,"['5,195', '']","['0', '']","['0', '']","['5,195', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8006,r168,All institutions -> U. Toledo,All institutions,U. Toledo,2,167,"['5,014', '']","['0', '']","['0', '']","['510', '']","['0', '']","['2,954', '']","['0', '']","['0', '']","['0', '']","['1,550', '']","['0', '']"
8006,r169,All institutions -> U. Georgia,All institutions,U. Georgia,2,168,"['4,879', '']","['199', '']","['73', '']","['2,053', '']","['0', '']","['170', '']","['186', '']","['537', '']","['0', '']","['1,474', '']","['187', '']"
8006,r170,All institutions -> Rowan U.,All institutions,Rowan U.,2,169,"['4,843', '']","['50', '']","['0', '']","['0', '']","['27', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4,717', '']","['49', '']"
8006,r171,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,170,"['4,757', '']","['0', '']","['0', '']","['3,113', '']","['0', '']","['599', '']","['0', '']","['0', '']","['0', '']","['1,036', '']","['9', '']"
8006,r172,All institutions -> Desert Research Institute,All institutions,Desert Research Institute,2,171,"['4,626', '']","['0', '']","['4,626', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8006,r173,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,172,"['4,605', '']","['0', '']","['0', '']","['32', '']","['0', '']","['3,656', '']","['0', '']","['0', '']","['0', '']","['856', '']","['61', '']"
8006,r174,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,173,"['4,583', '']","['604', '']","['31', '']","['282', '']","['0', '']","['879', '']","['6', '']","['0', '']","['0', '']","['2,781', '']","['0', '']"
8006,r175,"All institutions -> CUNY, Advanced Science Research Center",All institutions,"CUNY, Advanced Science Research Center",2,174,"['4,569', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4,137', '']","['0', '']","['0', '']","['0', '']","['432', '']","['0', '']"
8006,r176,All institutions -> Southern Methodist U.,All institutions,Southern Methodist U.,2,175,"['4,366', '']","['0', '']","['2,909', '']","['0', '']","['130', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,286', '']","['41', '']"
8006,r177,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,176,"['4,250', '']","['1,131', '']","['0', '']","['739', '']","['0', '']","['153', '']","['283', '']","['287', '']","['0', '']","['1,635', '']","['22', '']"
8006,r178,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,177,"['4,199', '']","['0', '']","['0', '']","['808', '']","['0', '']","['357', '']","['0', '']","['0', '']","['0', '']","['3,034', '']","['0', '']"
8006,r179,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,178,"['4,150', '']","['182', '']","['291', '']","['766', '']","['121', '']","['224', '']","['0', '']","['76', '']","['0', '']","['2,327', '']","['163', '']"
8006,r180,All institutions -> U. Louisville,All institutions,U. Louisville,2,179,"['4,112', '']","['0', '']","['0', '']","['2,735', '']","['0', '']","['0', '']","['27', '']","['0', '']","['0', '']","['1,350', '']","['0', '']"
8006,r181,All institutions -> Nova Southeastern U.,All institutions,Nova Southeastern U.,2,180,"['4,057', '']","['0', '']","['2,388', '']","['1,562', '']","['0', '']","['0', '']","['107', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8006,r182,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,181,"['4,042', '']","['0', '']","['2,349', '']","['104', '']","['17', '']","['89', '']","['124', '']","['0', '']","['0', '']","['1,301', '']","['58', '']"
8006,r183,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,182,"['4,037', '']","['0', '']","['0', '']","['4,014', '']","['0', '']","['23', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8006,r184,All institutions -> Montana Technological U.,All institutions,Montana Technological U.,2,183,"['4,012', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4,012', '']","['0', '']"
8006,r185,All institutions -> National Defense U.,All institutions,National Defense U.,2,184,"['3,786', '']","['0', '']","['0', '']","['400', '']","['0', '']","['0', '']","['0', '']","['2,186', '']","['0', '']","['0', '']","['1,200', '']"
8006,r186,All institutions -> Florida Institute of Technology,All institutions,Florida Institute of Technology,2,185,"['3,776', '']","['1,252', '']","['120', '']","['191', '']","['0', '']","['154', '']","['305', '']","['0', '']","['0', '']","['1,754', '']","['0', '']"
8006,r187,All institutions -> Cleveland State U.,All institutions,Cleveland State U.,2,186,"['3,769', '']","['0', '']","['0', '']","['1,902', '']","['0', '']","['186', '']","['0', '']","['0', '']","['0', '']","['1,681', '']","['0', '']"
8006,r188,All institutions -> Texas State U.,All institutions,Texas State U.,2,187,"['3,690', '']","['70', '']","['886', '']","['1,350', '']","['45', '']","['797', '']","['0', '']","['300', '']","['0', '']","['222', '']","['20', '']"
8006,r189,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,188,"['3,678', '']","['1,857', '']","['0', '']","['121', '']","['0', '']","['524', '']","['0', '']","['0', '']","['0', '']","['1,152', '']","['24', '']"
8006,r190,"All institutions -> U. North Carolina, Charlotte",All institutions,"U. North Carolina, Charlotte",2,189,"['3,599', '']","['166', '']","['0', '']","['324', '']","['196', '']","['482', '']","['273', '']","['298', '']","['0', '']","['1,844', '']","['16', '']"
8006,r191,"All institutions -> U. Arkansas, Little Rock",All institutions,"U. Arkansas, Little Rock",2,190,"['3,589', '']","['1,812', '']","['0', '']","['1,704', '']","['0', '']","['0', '']","['0', '']","['73', '']","['0', '']","['0', '']","['0', '']"
8006,r192,All institutions -> Lehigh U.,All institutions,Lehigh U.,2,191,"['3,372', '']","['348', '']","['0', '']","['158', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,842', '']","['24', '']"
8006,r193,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,192,"['3,257', '']","['44', '']","['0', '']","['238', '']","['0', '']","['981', '']","['0', '']","['0', '']","['0', '']","['1,449', '']","['545', '']"
8006,r194,All institutions -> Rockefeller U.,All institutions,Rockefeller U.,2,193,"['3,185', '']","['0', '']","['328', '']","['2,857', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8006,r195,All institutions -> Thomas Jefferson U.,All institutions,Thomas Jefferson U.,2,194,"['3,110', '']","['0', '']","['0', '']","['3,055', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['55', '']","['0', '']"
8006,r196,All institutions -> Boise State U.,All institutions,Boise State U.,2,195,"['2,926', '']","['143', '']","['0', '']","['311', '']","['97', '']","['1,481', '']","['0', '']","['83', '']","['0', '']","['811', '']","['0', '']"
8006,r197,All institutions -> Scripps Research Institute,All institutions,Scripps Research Institute,2,196,"['2,871', '']","['0', '']","['0', '']","['2,871', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8006,r198,"All institutions -> U. Tennessee, Health Science Center",All institutions,"U. Tennessee, Health Science Center",2,197,"['2,837', '']","['0', '']","['0', '']","['2,837', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8006,r199,All institutions -> U. Oregon,All institutions,U. Oregon,2,198,"['2,699', '']","['573', '']","['0', '']","['372', '']","['0', '']","['1,391', '']","['199', '']","['89', '']","['0', '']","['0', '']","['75', '']"
8006,r200,All institutions -> U. Vermont,All institutions,U. Vermont,2,199,"['2,653', '']","['497', '']","['0', '']","['1,524', '']","['176', '']","['73', '']","['0', '']","['0', '']","['0', '']","['383', '']","['0', '']"
8006,r201,All institutions -> Howard U.,All institutions,Howard U.,2,200,"['2,624', '']","['124', '']","['0', '']","['491', '']","['0', '']","['118', '']","['56', '']","['0', '']","['0', '']","['1,835', '']","['0', '']"
8006,r202,All institutions -> North Carolina Agricultural and Technical State U.,All institutions,North Carolina Agricultural and Technical State U.,2,201,"['2,554', '']","['272', '']","['0', '']","['0', '']","['98', '']","['15', '']","['0', '']","['0', '']","['0', '']","['2,090', '']","['79', '']"
8006,r203,All institutions -> U. West Florida,All institutions,U. West Florida,2,202,"['2,443', '']","['1,229', '']","['0', '']","['69', '']","['0', '']","['0', '']","['78', '']","['0', '']","['0', '']","['61', '']","['1,006', '']"
8006,r204,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,203,"['2,436', '']","['97', '']","['0', '']","['2,267', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['35', '']","['37', '']"
8006,r205,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,204,"['2,424', '']","['515', '']","['408', '']","['347', '']","['0', '']","['0', '']","['129', '']","['0', '']","['0', '']","['1,025', '']","['0', '']"
8006,r206,"All institutions -> U. Massachusetts, Dartmouth",All institutions,"U. Massachusetts, Dartmouth",2,205,"['2,344', '']","['0', '']","['1,376', '']","['49', '']","['90', '']","['0', '']","['0', '']","['0', '']","['0', '']","['829', '']","['0', '']"
8006,r207,All institutions -> Portland State U.,All institutions,Portland State U.,2,206,"['2,333', '']","['190', '']","['109', '']","['121', '']","['213', '']","['0', '']","['203', '']","['0', '']","['0', '']","['1,377', '']","['120', '']"
8006,r208,All institutions -> Louisiana Tech U.,All institutions,Louisiana Tech U.,2,207,"['2,323', '']","['359', '']","['0', '']","['17', '']","['10', '']","['3', '']","['171', '']","['0', '']","['0', '']","['1,753', '']","['10', '']"
8006,r209,"All institutions -> Rutgers, State U. New Jersey, Newark",All institutions,"Rutgers, State U. New Jersey, Newark",2,208,"['2,290', '']","['1,610', '']","['641', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['39', '']"
8006,r210,All institutions -> U. Guam,All institutions,U. Guam,2,209,"['2,241', '']","['0', '']","['166', '']","['2,075', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8006,r211,All institutions -> South Dakota School of Mines and Technology,All institutions,South Dakota School of Mines and Technology,2,210,"['2,202', '']","['0', '']","['0', '']","['0', '']","['82', '']","['215', '']","['0', '']","['0', '']","['0', '']","['1,905', '']","['0', '']"
8006,r212,All institutions -> Medical U. South Carolina,All institutions,Medical U. South Carolina,2,211,"['2,091', '']","['0', '']","['0', '']","['2,091', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8006,r213,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,212,"['2,087', '']","['363', '']","['4', '']","['1,350', '']","['0', '']","['0', '']","['0', '']","['9', '']","['4', '']","['346', '']","['11', '']"
8006,r214,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,213,"['1,993', '']","['98', '']","['0', '']","['425', '']","['0', '']","['555', '']","['0', '']","['0', '']","['0', '']","['883', '']","['32', '']"
8006,r215,"All institutions -> SUNY, Upstate Medical U.",All institutions,"SUNY, Upstate Medical U.",2,214,"['1,914', '']","['0', '']","['0', '']","['1,914', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8006,r216,All institutions -> Augusta U.,All institutions,Augusta U.,2,215,"['1,910', '']","['36', '']","['0', '']","['1,874', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8006,r217,"All institutions -> U. Alaska, Anchorage",All institutions,"U. Alaska, Anchorage",2,215,"['1,910', '']","['17', '']","['283', '']","['443', '']","['0', '']","['440', '']","['0', '']","['501', '']","['0', '']","['221', '']","['5', '']"
8006,r218,"All institutions -> California Polytechnic State U., San Luis Obispo",All institutions,"California Polytechnic State U., San Luis Obispo",2,217,"['1,865', '']","['137', '']","['115', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,613', '']","['0', '']"
8006,r219,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,218,"['1,767', '']","['469', '']","['704', '']","['20', '']","['0', '']","['63', '']","['164', '']","['319', '']","['0', '']","['14', '']","['14', '']"
8006,r220,All institutions -> U. Texas Rio Grande Valley,All institutions,U. Texas Rio Grande Valley,2,219,"['1,762', '']","['14', '']","['0', '']","['15', '']","['0', '']","['459', '']","['0', '']","['0', '']","['0', '']","['1,274', '']","['0', '']"
8006,r221,All institutions -> William & Mary,All institutions,William & Mary,2,220,"['1,729', '']","['0', '']","['192', '']","['213', '']","['237', '']","['488', '']","['0', '']","['11', '']","['0', '']","['0', '']","['588', '']"
8006,r222,All institutions -> Dakota State U.,All institutions,Dakota State U.,2,221,"['1,691', '']","['1,691', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8006,r223,"All institutions -> California State U., Long Beach",All institutions,"California State U., Long Beach",2,222,"['1,686', '']","['0', '']","['10', '']","['64', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,495', '']","['117', '']"
8006,r224,"All institutions -> U. California, Merced",All institutions,"U. California, Merced",2,223,"['1,636', '']","['0', '']","['0', '']","['531', '']","['180', '']","['410', '']","['0', '']","['109', '']","['29', '']","['171', '']","['206', '']"
8006,r225,All institutions -> Embry-Riddle Aeronautical U.,All institutions,Embry-Riddle Aeronautical U.,2,224,"['1,602', '']","['68', '']","['111', '']","['0', '']","['0', '']","['774', '']","['0', '']","['0', '']","['0', '']","['519', '']","['130', '']"
8006,r226,All institutions -> Ohio U.,All institutions,Ohio U.,2,225,"['1,600', '']","['0', '']","['0', '']","['158', '']","['0', '']","['154', '']","['0', '']","['0', '']","['0', '']","['1,285', '']","['3', '']"
8006,r227,All institutions -> Saint Louis U.,All institutions,Saint Louis U.,2,226,"['1,577', '']","['0', '']","['0', '']","['1,181', '']","['0', '']","['0', '']","['89', '']","['0', '']","['0', '']","['307', '']","['0', '']"
8006,r228,All institutions -> Morgan State U.,All institutions,Morgan State U.,2,227,"['1,533', '']","['40', '']","['35', '']","['0', '']","['0', '']","['367', '']","['0', '']","['0', '']","['0', '']","['1,091', '']","['0', '']"
8006,r229,All institutions -> Haverford C.,All institutions,Haverford C.,2,228,"['1,520', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,520', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8006,r230,All institutions -> Clarkson U.,All institutions,Clarkson U.,2,229,"['1,449', '']","['200', '']","['0', '']","['278', '']","['316', '']","['0', '']","['0', '']","['0', '']","['0', '']","['655', '']","['0', '']"
8006,r231,All institutions -> Baylor U.,All institutions,Baylor U.,2,230,"['1,429', '']","['10', '']","['0', '']","['278', '']","['0', '']","['257', '']","['0', '']","['0', '']","['0', '']","['884', '']","['0', '']"
