table_id,row_id,_b_department_b_full_path,_b_department_b_level_1,_b_department_b_level_2,_b_department_b_level_3,_b_department_b_hierarchy_depth,field_explanatory_information
3995,r126,Department of the Interior -> Office of the Secretary of the Interior,Department of the Interior,Office of the Secretary of the Interior,,2,The Department of the Interior's Office of the Secretary has not funded any R&D activities since FY 1995.
3995,r127,Department of the Interior -> Office of Water Research and Technology,Department of the Interior,Office of Water Research and Technology,,2,The Office of Water Research and Technology has been combined with the U.S. Geological Survey since 1985.
3995,r128,Department of the Interior -> U.S. Fish and Wildlife Service,Department of the Interior,U.S. Fish and Wildlife Service,,2,"The name of the National Biological Survey changed to the National Biological Service (NBS) on 5 January 1995. Since FY 1994, the NBS has performed all biological research activities formerly funded by the U.S. Fish and Wildlife Service (FWS) and the National Park Service."
3995,r129,Department of the Interior -> ,Department of the Interior,,,2,"FWS, which did not report data between FY 1999 and FY 2014, resumed reporting for volume 65 (FYs 2015–17)."
3995,r130,Department of the Interior -> U.S. Geological Survey,Department of the Interior,U.S. Geological Survey,,2,The Office of Water Research and Technology has been combined with the U.S. Geological Survey (USGS) since 1985.
3995,r131,Department of the Interior -> ,Department of the Interior,,,2,"Funding for the National Biological Service (NBS) comes from the USGS congressional appropriation. Since FY 1996, data for NBS have been included with the USGS submission."
3995,r132,Department of the Interior -> ,Department of the Interior,,,2,"In January 1996, the Bureau of Mines was abolished, and some of its activities were transferred to the Bureau of Land Management, the USGS, and the Department of Energy."
3995,r133,Department of Justice,Department of Justice,,,1,
3995,r134,Department of Justice -> Drug Enforcement Administration,Department of Justice,Drug Enforcement Administration,,2,Large differences exist between the Drug Enforcement Administration's R&D funding amounts for FYs 1996 and 1997 due to changes in the agency's R&D programs.
3995,r135,Department of Justice -> Immigration and Naturalization Service,Department of Justice,Immigration and Naturalization Service,,2,"On 1 March 2003, service and benefit functions of Immigration and Naturalization Service were transferred to the Department of Homeland Security as the U.S. Citizenship and Immigration Services."
3995,r136,Department of Labor,Department of Labor,,,1,
3995,r137,Department of Labor -> Labor-Management Relations and Cooperative Programs,Department of Labor,Labor-Management Relations and Cooperative Programs,,2,"In 1984, Labor-Management Relations and Cooperative Programs replaced the Labor-Management Services Administration."
3995,r138,Department of Labor -> Labor-Management Services Administration,Department of Labor,Labor-Management Services Administration,,2,"In 1984, the Labor-Management Services Administration was replaced by the Labor-Management Relations and Cooperative Programs."
3995,r139,Department of State,Department of State,,,1,The Agency for International Development (USAID) transferred from the Department of State (DOS) to the International Development Cooperation Agency on 1 October 1979.
3995,r140,,,,,1,Increases in outlays and obligations reported by DOS during the volume 44 (FYs 1994–96) survey cycle reflect reporting of moneys received through interagency agreements with USAID. DOS transfers these outlays and obligations to other R&D performers.
3995,r141,,,,,1,"Effective 1 April 1999, all functions and authorities of the U.S. Arms Control and Disarmament Agency were transferred to DOS."
3995,r142,,,,,1,"On 1 October 1999, the U.S. Information Agency was integrated into DOS."
3995,r143,,,,,1,DOS data for FY 2014 were excluded due to their poor quality.
3995,r144,,,,,1,"As of volume 68 (FYs 2018–19), DOS added the Global Health Programs R&D funding."
3995,r145, -> Agency for International Development,,Agency for International Development,,2,The Agency for International Development (USAID) transferred from the Department of State (DOS) to the International Development Cooperation Agency on 1 October 1979.
3995,r146, -> ,,,,2,Increases in outlays and obligations reported by DOS during the volume 44 (FYs 1994–96) survey cycle reflect reporting of moneys received through interagency agreements with USAID. DOS transfers these outlays and obligations to other R&D performers.
3995,r147,Department of Transportation,Department of Transportation,,,1,"The Department of Transportation (DOT) did not become operational until 1967. Prior to 1966, similar obligations appear under DOT’s organizational predecessors: the Federal Aviation Agency, the U.S. Coast Guard (formerly part of the Department of the Treasury and transferred to the Department of Homeland Security in 2003), the Bureau of Public Roads, the Office of Transportation Research and Development, and other components of the Department of Commerce vested with transportation functions."
3995,r148,Department of Transportation -> Federal Highway Administration,Department of Transportation,Federal Highway Administration,,2,"The Federal Motor Carrier Safety Administration, formerly a part of the Federal Highway Administration, was established within the Department of Transportation on 1 January 2000, as stated in the Motor Carrier Safety Improvement Act of 1999 (Public Law No. 106-159, 113 Stat. 1748 [9 December 1999])."
3995,r149,Department of Transportation -> Federal Motor Carrier Safety Administration,Department of Transportation,Federal Motor Carrier Safety Administration,,2,"The Federal Motor Carrier Safety Administration, formerly a part of the Federal Highway Administration, was established within the Department of Transportation on 1 January 2000, as stated in the Motor Carrier Safety Improvement Act of 1999 (Public Law No. 106-159, 113 Stat. 1748 [9 December 1999])."
3995,r150,Department of Transportation -> Federal Transit Administration,Department of Transportation,Federal Transit Administration,,2,The name of this agency changed from the Urban Mass Transit Administration to the Federal Transit Administration on 18 December 1991.
3995,r151,Department of Transportation -> Maritime Administration,Department of Transportation,Maritime Administration,,2,"In 1981, the Maritime Administration moved from the Department of Commerce to the Department of Transportation."
3995,r152,Department of Transportation -> Research and Innovative Technology Administration,Department of Transportation,Research and Innovative Technology Administration,,2,"In January 2014, all Research and Innovative Technology Administration programs were transferred into the Office of the Assistant Secretary for Research and Technology in the Office of the Secretary of Transportation."
3995,r153,Department of Transportation -> U.S. Coast Guard,Department of Transportation,U.S. Coast Guard,,2,"On 25 November 2002, the president signed the Homeland Security Act of 2002, establishing the Department of Homeland Security (DHS). DHS includes the R&D activities previously reported by the U.S. Coast Guard."
3995,r154,Department of the Treasury,Department of the Treasury,,,1,
3995,r155,Department of the Treasury -> Internal Revenue Service,Department of the Treasury,Internal Revenue Service,,2,"Due to the reorganization of the Internal Revenue Service (IRS) and subsequent unavailability of data, FY 1992 figures are taken from estimates made in the volume 41 (FYs 1991–93) submission."
3995,r156,Department of the Treasury -> ,Department of the Treasury,,,2,Large changes in obligations reported by IRS for volume 44 (FYs 1994–96) are due to shifts in research funding.
3995,r157,Department of the Treasury -> ,Department of the Treasury,,,2,"The IRS performed a detailed evaluation and assessment of its programs and determined that none of its functions can be defined as an R&D activity as defined in Office of Management and Budget (OMB) Circular A-11. Despite not having any R&D obligations, the IRS still sponsors a Federally Funded Research and Development Center, the Center for Enterprise Modernization."
3995,r158,Department of the Treasury -> Office of Thrift Supervision,Department of the Treasury,Office of Thrift Supervision,,2,"In 1989, the Federal Home Loan Bank Board was replaced by the Office of Thrift Supervision (OTS). In 1990, OTS became part of the Department of the Treasury."
3995,r159,Department of the Treasury -> ,Department of the Treasury,,,2,"As of 21 July 2011, OTS merged with the Office of the Comptroller of the Currency; it ceased to exist on 19 October 2011."
3995,r160,Department of the Treasury -> U.S. Customs Service,Department of the Treasury,U.S. Customs Service,,2,"Beginning in FY 2003, the U.S. Customs Service Research and Development program was transferred to other subagencies of the Department of Homeland Security."
3995,r161,Department of the Treasury -> U.S. Secret Service,Department of the Treasury,U.S. Secret Service,,2,"On 25 November 2002, the president signed the Homeland Security Act of 2002, establishing the Department of Homeland Security (DHS). DHS includes the R&D activities previously reported by the U.S. Secret Service (USSS)."
3995,r162,Department of Veterans Affairs,Department of Veterans Affairs,,,1,"During volume 68 (FYs 2018–19), the Department of Veterans Affairs added funds for the Medical Services Support to the existing R&D funding to fully report the total cost of intramural R&D. Although the Medical Services Support do not directly fund specific R&D activities, they do cover the additional expense of hosting intramural research programs that were not previously reported. "
3995,r163,Other agencies,Other agencies,,,1,
3995,r164,Other agencies -> Administrative Office of the U.S. Courts,Other agencies,Administrative Office of the U.S. Courts,,2,The Administrative Office of the U.S. Courts began reporting as of volume 66 (FYs 2016–17).
3995,r165,Other agencies -> Agency for International Development,Other agencies,Agency for International Development,,2,Increases in outlays and obligations reported by the Department of State (DOS) during the volume 44 (FYs 1994–96) survey cycle reflect reporting of moneys received through interagency agreements with the Agency for International Development (USAID). DOS transfers these outlays and obligations to other R&D performers.
3995,r166,Other agencies -> ,Other agencies,,,2,USAID's new integrated system for budget and accounting records used to report data for volume 48 (FYs 1998–2000) did not contain codes for determining either fields of science and engineering or performer data. The National Science Foundation estimated these data based on USAID's Budget Authority (FYs 2000–02) and USAID's Federal Funds Survey submission to volume 44 (FYs 1994–96).
3995,r167,Other agencies -> ,Other agencies,,,2,USAID transferred from DOS to the International Development Cooperation Agency on 1 October 1979.
3995,r168,Other agencies -> Broadcasting Board of Governors,Other agencies,Broadcasting Board of Governors,,2,"The Broadcasting Board of Governors (BBG) became an independent federal entity on 1 October 1999, as mandated by the Foreign Affairs Reform and Restructuring Act (Public Law 105-277), signed by the president on 21 October 1998."
3995,r169,Other agencies -> ,Other agencies,,,2,"On 22 August 2018, as part of a modernization effort, the BBG changed its name to the U.S. Agency for Global Media."
3995,r170,Other agencies -> Consumer Product Safety Commission,Other agencies,Consumer Product Safety Commission,,2,The Consumer Product Safety Commission did not submit data from FY 2004 through FY 2011 but began reporting again for volume 62 (FYs 2012–14).
3995,r171,Other agencies -> Environmental Protection Agency,Other agencies,Environmental Protection Agency,,2,"Before FY 2000, data reported for the Environmental Protection Agency (EPA) included R&D data for the Agency for Toxic Substances and Disease Registry."
3995,r172,Other agencies -> ,Other agencies,,,2,"In FY 2010, EPA was unable to report R&D or R&D plant by performer or by location. Percentage distributions calculated from EPA's data submission for FY 2009 were used to estimate its FY 2010 R&D by performer and its location."
3995,r173,Other agencies -> Federal Emergency Management Agency,Other agencies,Federal Emergency Management Agency,,2,"The Federal Emergency Management Agency (FEMA) was activated 1 April 1979, by Executive Order 12127. FEMA merged many of the separate disaster-related responsibilities, including the National Fire Prevention and Control Administration, whose 1978 funds are reported under FEMA."
3995,r174,Other agencies -> ,Other agencies,,,2,Functions for the Defense Civil Preparedness Agency transferred from the Department of Defense to FEMA on 20 July 1979.
3995,r175,Other agencies -> ,Other agencies,,,2,Functions for the National Fire Prevention and Control Administration transferred from the Department of Commerce to FEMA on 1 April 1979.
3995,r176,Other agencies -> ,Other agencies,,,2,Functions were transferred to the Department of Homeland Security (DHS) by act of 25 Nov. 2002 (116 Stat. 2213) and absorbed into DHS effective 1 March 2003.
3995,r177,Other agencies -> General Services Administration,Other agencies,General Services Administration,,2,"Since 1985, the National Archives and Records Administration has been separate from the General Services Administration."
3995,r178,Other agencies -> International Development Cooperation Agency,Other agencies,International Development Cooperation Agency,,2,The Agency for International Development transferred from the Department of State to the International Development Cooperation Agency on 1 October 1979.
3995,r179,Other agencies -> National Aeronautics and Space Administration,Other agencies,National Aeronautics and Space Administration,,2,"During the volume 45 (FYs 1995–97) survey cycle, the National Aeronautics and Space Administration (NASA) made a statistical adjustment to the 1994 and 1995 field of science and engineering values to diminish a computational error introduced by its software."
3995,r180,Other agencies -> ,Other agencies,,,2,"In FY 2000, NASA reclassified the International Space Station (ISS) as a physical asset, reclassified ISS Research as equipment, and transferred funding for the program from R&D to R&D plant."
3995,r181,Other agencies -> ,Other agencies,,,2,"FYs 2004–06. NASA implemented a full-cost budget approach, which includes all of the direct and indirect costs for procurement, personnel, travel, and other infrastructure-related expenses relative to a particular program and project. NASA’s data for FY 2004 and later years may not be directly comparable with its data for FY 2003 and earlier years."
3995,r182,Other agencies -> ,Other agencies,,,2,"In FY 2006, NASA reclassified funding for the following items as operational costs: Space Operations, the Hubble Space Telescope, the Stratospheric Observatory for Infrared Astronomy, and the James Webb Space Telescope. This funding was previously reported as R&D plant."
3995,r183,Other agencies -> ,Other agencies,,,2,"Between FYs 2006 and 2007, NASA's R&D obligations decreased by $1 billion. Of this amount, $850 million was accounted for by obligations for operational projects that NASA excluded in FY 2007 but reported in FY 2006. The remainder was from an overall decrease in obligations between FYs 2006 and 2007."
3995,r184,Other agencies -> ,Other agencies,,,2,"In FY 2010, NASA resumed reporting ISS obligations as R&D plant."
3995,r185,Other agencies -> ,Other agencies,,,2,"In FY 2012, NASA began reporting ISS obligations as research rather than R&D plant."
3995,r186,Other agencies -> ,Other agencies,,,2,"In FY 2013, NASA revamped its reporting process so that the data for FY 2012 forward are not directly comparable with totals reported in previous years."
3995,r187,Other agencies -> ,Other agencies,,,2,"NASA estimated that the revised Office of Management and Budget definition for ""experimental development"" reduced its reported R&D total by about $2.7 billion in FY 2017 and $2.9 billion in FY 2018 from what would have been reported under the previous definition prior to volume 66 (FYs 2016–17)."
3995,r188,Other agencies -> National Archives and Records Administration,Other agencies,National Archives and Records Administration,,2,"Since 1985, the National Archives and Records Administration has been separate from the General Services Administration."
3995,r189,Other agencies -> National Science Foundation,Other agencies,National Science Foundation,,2,"The National Science Foundation made changes to its field of science and engineering coding system, producing changes to some of the FY 1996 field of science data (such as mechanical engineering). These changes are reflected in the historical data tables."
3995,r190,Other agencies -> Patient-Centered Outcomes Research Trust Fund,Other agencies,Patient-Centered Outcomes Research Trust Fund,,2,"The Patient-Centered Outcomes Research Trust Fund (PCORTF) was established by Congress through the Patient Protection and Affordable Care Act of 2010, signed by the president on 23 March 2010. PCORTF began reporting for volume 67 (FYs 2017–18), but it also submitted data for FYs 2011–16."
3995,r191,Other agencies -> Office of Thrift Supervision,Other agencies,Office of Thrift Supervision,,2,"In 1989, the Federal Home Loan Bank Board was replaced by the Office of Thrift Supervision (OTS). In 1990, OTS became part of the Department of the Treasury."
3995,r192,Other agencies -> Social Security Administration,Other agencies,Social Security Administration,,2,"Effective 31 March 1995, the Social Security Administration became an independent agency; it is no longer part of the Department of Health and Human Services."
3995,r193,Other agencies -> Tennessee Valley Authority,Other agencies,Tennessee Valley Authority,,2,"During the volume 47 (FYs 1997–99) survey cycle, the Tennessee Valley Authority (TVA) made adjustments to its FY 1996 R&D values to correct reporting errors. TVA reported that in recent years, most of the funds TVA had reported had been those invested by TVA's Office of Power rather than congressionally appropriated funds. In addition, a substantial amount of congressionally appropriated funds earmarked for environmental compliance and site restoration was erroneously reported as R&D in past years. TVA determined that these funds did not meet the criteria for classification as R&D spending. Some trend shifts are related to these adjustments because TVA could only make revisions as far back as 1996."
3995,r194,Other agencies -> ,Other agencies,,,2,"TVA, which did not report data between FY 1999 and FY 2016, resumed reporting for volume 67 (FYs 2017–18)."
3995,r195,Other agencies -> U.S. Agency for Global Media,Other agencies,U.S. Agency for Global Media,,2,"On 22 August 2018, as part of a modernization effort, the Broadcasting Board of Governors changed its name to the U.S. Agency for Global Media (USAGM)."
3995,r196,Other agencies -> ,Other agencies,,,2,USAGM did not submit data from FY 2008 through FY 2018 but began reporting again for volume 69 (FYs 2019–20).
3995,r197,Other agencies -> U.S. Arms Control and Disarmament Agency,Other agencies,U.S. Arms Control and Disarmament Agency,,2,FY 1994 figures for the U.S. Arms Control and Disarmament Agency (ACDA) are based on the agency's volume 43 submission for FY 1993.
3995,r198,Other agencies -> ,Other agencies,,,2,"Effective 1 April 1999, all functions and authorities of ACDA were transferred to the Department of State."
3995,r199,Other agencies -> U.S. Information Agency,Other agencies,U.S. Information Agency,,2,Data reported for the U.S. Information Agency (USIA) include funds for the former International Communication Agency for FYs 1977–81.
3995,r200,Other agencies -> ,Other agencies,,,2,"On 1 October 1999, USIA was integrated into the Department of State."
3995,r201,Other agencies -> U.S. International Trade Commission,Other agencies,U.S. International Trade Commission,,2,"In 2000, the U.S. International Trade Commission stopped classifying any of its activities as R&D."
3995,r202,Other agencies -> U.S. Postal Service,Other agencies,U.S. Postal Service,,2,"The U.S. Postal Service, which did not report data between FY 1999 and FY 2016, resumed reporting for volume 67 (FYs 2017–18) and submitted data for FYs 2015–16."
