table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
3194,r108,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,107,"['154,888', '']","['163,494', '']","['169,863', '']","['177,525', '']","['178,304', '']","['180,082', '']","['181,933', '']","['183,513', '']","['201,866', '']","['202,244', '']"
3194,r109,All institutions -> U. Delaware,All institutions,U. Delaware,2,108,"['147,204', '']","['160,503', '']","['161,327', '']","['170,470', '']","['169,641', '']","['167,904', '']","['169,384', '']","['176,455', '']","['179,560', '']","['200,935', '']"
3194,r110,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,109,"['143,874', '']","['161,785', '']","['130,222', '']","['143,545', '']","['140,110', '']","['132,970', '']","['149,411', '']","['167,352', '']","['184,650', '']","['199,851', '']"
3194,r111,All institutions -> Tufts U.,All institutions,Tufts U.,2,110,"['153,113', '']","['154,760', '']","['159,140', '']","['154,694', '']","['156,411', '']","['162,510', '']","['181,011', '']","['216,895', '']","['197,478', '']","['196,559', '']"
3194,r112,"All institutions -> U. Nebraska, Medical Center",All institutions,"U. Nebraska, Medical Center",2,111,"['138,219', '']","['133,036', '']","['141,619', '']","['137,485', '']","['139,126', '']","['145,009', '']","['150,694', '']","['171,491', '']","['177,245', '']","['194,455', '']"
3194,r113,All institutions -> Florida International U.,All institutions,Florida International U.,2,112,"['92,250', '']","['97,804', '']","['83,639', '']","['92,463', '']","['107,487', '']","['124,631', '']","['133,831', '']","['146,431', '']","['165,748', '']","['191,754', '']"
3194,r114,"All institutions -> U. Texas Health Science Center, San Antonio",All institutions,"U. Texas Health Science Center, San Antonio",2,113,"['207,115', '']","['198,655', '']","['184,298', '']","['175,983', '']","['172,716', '']","['170,277', '']","['194,885', '']","['169,200', '']","['179,219', '']","['188,483', '']"
3194,r115,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,114,"['108,662', '']","['97,309', '']","['102,562', '']","['108,560', '']","['143,063', '']","['169,770', '']","['166,000', '']","['168,630', '']","['176,094', '']","['185,873', '']"
3194,r116,All institutions -> Tulane U.,All institutions,Tulane U.,2,115,"['151,686', '']","['154,530', '']","['154,196', '']","['151,314', '']","['148,784', '']","['140,118', '']","['153,298', '']","['167,338', '']","['179,813', '']","['182,444', '']"
3194,r117,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,116,"['146,944', '']","['159,206', '']","['161,961', '']","['159,865', '']","['156,946', '']","['160,560', '']","['164,501', '']","['175,403', '']","['176,082', '']","['178,575', '']"
3194,r118,All institutions -> Rice U.,All institutions,Rice U.,2,117,"['97,288', '']","['109,197', '']","['115,235', '']","['128,621', '']","['136,419', '']","['141,935', '']","['151,855', '']","['163,312', '']","['157,352', '']","['177,126', '']"
3194,r119,All institutions -> U. Texas Medical Branch,All institutions,U. Texas Medical Branch,2,118,"['188,399', '']","['193,555', '']","['180,888', '']","['180,198', '']","['178,014', '']","['173,506', '']","['179,541', '']","['185,106', '']","['181,831', '']","['175,372', '']"
3194,r120,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,119,"['74,998', '']","['81,230', '']","['102,911', '']","['111,134', '']","['111,779', '']","['115,664', '']","['121,574', '']","['134,827', '']","['156,546', '']","['174,485', '']"
3194,r121,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,120,"['121,541', '']","['125,902', '']","['129,609', '']","['126,916', '']","['128,506', '']","['136,493', '']","['147,268', '']","['159,305', '']","['162,054', '']","['172,146', '']"
3194,r122,All institutions -> Thomas Jefferson U.,All institutions,Thomas Jefferson U.,2,121,"['103,064', '']","['104,923', '']","['100,506', '']","['89,273', '']","['118,378', '']","['119,631', '']","['122,396', '']","['142,569', '']","['148,573', '']","['170,458', '']"
3194,r123,All institutions -> U. Houston,All institutions,U. Houston,2,122,"['106,646', '']","['98,231', '']","['105,844', '']","['112,469', '']","['122,163', '']","['125,973', '']","['142,081', '']","['149,795', '']","['158,543', '']","['168,909', '']"
3194,r124,All institutions -> Clemson U.,All institutions,Clemson U.,2,123,"['144,562', '']","['135,681', '']","['110,493', '']","['116,138', '']","['116,871', '']","['120,858', '']","['133,342', '']","['144,728', '']","['160,361', '']","['165,227', '']"
3194,r125,All institutions -> George Mason U.,All institutions,George Mason U.,2,124,"['77,966', '']","['80,284', '']","['79,913', '']","['82,849', '']","['85,493', '']","['89,845', '']","['92,649', '']","['98,488', '']","['125,416', '']","['164,053', '']"
3194,r126,All institutions -> U. Dayton,All institutions,U. Dayton,2,125,"['91,943', '']","['89,037', '']","['79,877', '']","['82,349', '']","['83,409', '']","['93,319', '']","['111,363', '']","['127,207', '']","['143,636', '']","['163,924', '']"
3194,r127,All institutions -> U. Louisville,All institutions,U. Louisville,2,126,"['162,447', '']","['166,918', '']","['165,319', '']","['160,338', '']","['163,199', '']","['154,598', '']","['164,371', '']","['168,906', '']","['168,433', '']","['161,722', '']"
3194,r128,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,127,"['356,517', '']","['146,987', '']","['135,673', '']","['135,879', '']","['129,434', '']","['110,284', '']","['105,605', '']","['140,392', '']","['151,303', '']","['161,613', '']"
3194,r129,All institutions -> U. Arkansas for Medical Sciences,All institutions,U. Arkansas for Medical Sciences,2,128,"['119,518', '']","['122,066', '']","['129,056', '']","['133,677', '']","['131,438', '']","['132,451', '']","['125,378', '']","['128,508', '']","['139,187', '']","['153,135', '']"
3194,r130,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,129,"['147,094', '']","['162,786', '']","['166,523', '']","['134,500', '']","['126,543', '']","['126,607', '']","['150,167', '']","['152,605', '']","['154,418', '']","['150,021', '']"
3194,r131,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,130,"['104,336', '']","['110,310', '']","['111,502', '']","['112,296', '']","['111,703', '']","['120,679', '']","['132,648', '']","['135,925', '']","['146,029', '']","['148,960', '']"
3194,r132,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,131,"['106,220', '']","['114,648', '']","['105,147', '']","['114,506', '']","['125,126', '']","['128,554', '']","['132,766', '']","['144,898', '']","['139,500', '']","['147,317', '']"
3194,r133,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,132,"['125,294', '']","['132,717', '']","['133,874', '']","['144,069', '']","['148,352', '']","['148,934', '']","['152,106', '']","['149,230', '']","['140,507', '']","['145,723', '']"
3194,r134,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,133,"['127,808', '']","['126,691', '']","['121,640', '']","['118,907', '']","['152,352', '']","['139,605', '']","['141,976', '']","['150,064', '']","['138,989', '']","['142,307', '']"
3194,r135,All institutions -> Drexel U.,All institutions,Drexel U.,2,134,"['115,458', '']","['109,729', '']","['112,390', '']","['118,754', '']","['124,464', '']","['122,366', '']","['120,789', '']","['132,507', '']","['148,107', '']","['140,907', '']"
3194,r136,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,135,"['124,227', '']","['114,244', '']","['113,235', '']","['103,144', '']","['104,646', '']","['98,467', '']","['102,179', '']","['118,221', '']","['114,496', '']","['140,359', '']"
3194,r137,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,136,"['136,964', '']","['149,702', '']","['149,824', '']","['145,092', '']","['147,536', '']","['147,518', '']","['146,237', '']","['119,990', '']","['123,221', '']","['138,455', '']"
3194,r138,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,137,"['103,801', '']","['128,348', '']","['152,276', '']","['134,535', '']","['130,951', '']","['130,700', '']","['136,006', '']","['133,592', '']","['133,378', '']","['137,626', '']"
3194,r139,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,138,"['100,712', '']","['113,281', '']","['109,897', '']","['98,354', '']","['97,286', '']","['89,707', '']","['102,660', '']","['114,674', '']","['117,390', '']","['137,475', '']"
3194,r140,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,139,"['81,240', '']","['89,250', '']","['91,407', '']","['97,088', '']","['94,371', '']","['96,386', '']","['95,235', '']","['101,334', '']","['124,565', '']","['136,801', '']"
3194,r141,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,140,"['94,420', '']","['86,372', '']","['83,137', '']","['85,085', '']","['81,028', '']","['83,385', '']","['90,673', '']","['99,156', '']","['127,049', '']","['136,707', '']"
3194,r142,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,141,"['218,771', '']","['196,820', '']","['186,559', '']","['178,800', '']","['181,363', '']","['181,742', '']","['183,478', '']","['180,127', '']","['145,739', '']","['136,433', '']"
3194,r143,All institutions -> U. Vermont,All institutions,U. Vermont,2,142,"['129,612', '']","['132,107', '']","['115,569', '']","['115,055', '']","['109,343', '']","['114,090', '']","['115,230', '']","['117,433', '']","['128,179', '']","['135,673', '']"
3194,r144,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,143,"['57,333', '']","['56,313', '']","['51,873', '']","['52,089', '']","['59,068', '']","['55,250', '']","['58,984', '']","['78,780', '']","['102,812', '']","['131,601', '']"
3194,r145,All institutions -> Cold Spring Harbor Laboratory,All institutions,Cold Spring Harbor Laboratory,2,144,"['ne', '']","['89,913', '']","['84,072', '']","['78,236', '']","['76,733', '']","['84,653', '']","['88,943', '']","['97,288', '']","['115,870', '']","['126,773', '']"
3194,r146,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,145,"['61,971', '']","['54,221', '']","['62,188', '']","['79,235', '']","['80,955', 'i']","['79,813', '']","['103,731', '']","['133,242', '']","['133,302', '']","['126,225', '']"
3194,r147,All institutions -> U. Maine,All institutions,U. Maine,2,146,"['106,238', '']","['111,129', '']","['91,673', '']","['77,169', '']","['100,493', '']","['78,608', '']","['78,576', '']","['98,748', '']","['105,810', '']","['121,621', '']"
3194,r148,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,147,"['51,068', '']","['51,862', '']","['50,108', '']","['52,831', '']","['53,614', '']","['49,902', '']","['53,092', '']","['65,491', '']","['66,916', '']","['113,618', '']"
3194,r149,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,148,"['75,236', '']","['89,767', '']","['83,124', '']","['93,582', '']","['94,961', '']","['92,374', '']","['99,328', '']","['105,140', '']","['100,950', '']","['113,560', '']"
3194,r150,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,149,"['84,523', '']","['101,202', '']","['97,845', '']","['94,381', '']","['84,393', '']","['86,139', '']","['90,562', '']","['95,197', '']","['98,271', '']","['107,429', '']"
3194,r151,All institutions -> U. Idaho,All institutions,U. Idaho,2,150,"['85,475', '']","['94,345', '']","['95,327', '']","['93,941', '']","['92,512', '']","['95,459', '']","['99,354', '']","['105,475', '']","['105,578', '']","['107,351', '']"
3194,r152,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,151,"['73,266', '']","['72,988', '']","['83,076', '']","['96,932', '']","['85,994', '']","['84,745', '']","['91,549', '']","['89,392', '']","['94,519', '']","['104,824', '']"
3194,r153,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,152,"['76,262', '']","['74,636', '']","['79,792', '']","['68,636', '']","['67,199', '']","['63,590', '']","['69,145', '']","['91,958', '']","['100,061', '']","['100,841', '']"
3194,r154,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,153,"['62,410', '']","['60,003', '']","['64,684', '']","['72,571', '']","['74,261', '']","['74,702', '']","['82,355', '']","['82,065', '']","['87,257', '']","['100,213', '']"
3194,r155,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,154,"['146,364', '']","['137,301', '']","['135,214', '']","['136,254', '']","['129,124', '']","['127,000', '']","['103,871', '']","['99,975', '']","['93,993', '']","['100,033', '']"
3194,r156,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,155,"['83,601', '']","['84,346', '']","['92,348', '']","['92,365', '']","['104,844', '']","['102,122', '']","['93,907', '']","['96,533', '']","['94,221', '']","['99,326', '']"
3194,r157,"All institutions -> U. Tennessee, Health Science Center",All institutions,"U. Tennessee, Health Science Center",2,156,"['81,900', 'i']","['81,216', '']","['77,749', '']","['71,897', '']","['67,841', '']","['65,771', '']","['71,547', '']","['73,393', '']","['79,460', '']","['96,979', '']"
3194,r158,All institutions -> Augusta U.,All institutions,Augusta U.,2,157,"['na', '']","['na', '']","['na', '']","['64,033', '']","['64,116', '']","['67,736', '']","['71,338', '']","['99,637', '']","['99,043', '']","['96,396', '']"
3194,r159,All institutions -> Rush U.,All institutions,Rush U.,2,158,"['73,398', '']","['79,212', '']","['80,300', '']","['81,770', '']","['80,551', '']","['79,048', '']","['73,351', '']","['74,062', '']","['89,101', '']","['96,267', '']"
3194,r160,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,159,"['62,814', '']","['59,617', '']","['58,735', '']","['59,809', '']","['54,808', '']","['60,282', '']","['69,994', '']","['84,109', '']","['86,096', '']","['96,246', '']"
3194,r161,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,160,"['66,512', '']","['65,816', '']","['73,098', '']","['67,892', '']","['63,960', '']","['70,367', '']","['75,332', '']","['88,735', '']","['105,017', '']","['93,446', '']"
3194,r162,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,161,"['64,134', '']","['67,576', '']","['72,033', '']","['73,005', '']","['70,475', '']","['77,515', '']","['80,981', '']","['83,892', '']","['80,824', '']","['92,205', '']"
3194,r163,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,162,"['76,808', '']","['56,598', '']","['56,192', '']","['48,195', '']","['48,034', '']","['49,384', '']","['53,864', '']","['78,329', '']","['78,642', '']","['83,679', '']"
3194,r164,All institutions -> U. Oregon,All institutions,U. Oregon,2,163,"['83,545', '']","['87,161', '']","['87,656', '']","['78,654', '']","['77,655', '']","['65,226', '']","['68,631', '']","['72,517', '']","['83,132', '']","['82,231', '']"
3194,r165,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,164,"['53,957', '']","['55,320', '']","['63,812', '']","['63,149', '']","['48,736', '']","['54,928', '']","['108,552', '']","['121,927', '']","['112,857', '']","['79,928', '']"
3194,r166,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,165,"['81,894', '']","['83,155', '']","['65,628', '']","['62,887', '']","['64,329', '']","['67,944', '']","['69,404', '']","['69,926', '']","['70,358', '']","['76,918', '']"
3194,r167,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,166,"['60,183', '']","['66,812', '']","['67,977', '']","['66,192', '']","['64,791', '']","['66,135', '']","['68,863', '']","['68,681', '']","['75,194', '']","['76,853', '']"
3194,r168,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,167,"['55,120', '']","['55,257', '']","['53,980', '']","['51,465', '']","['52,595', '']","['57,435', '']","['58,437', '']","['60,735', '']","['65,060', '']","['76,770', '']"
3194,r169,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,168,"['51,480', '']","['50,496', '']","['48,700', '']","['48,599', '']","['42,318', '']","['50,012', '']","['49,383', '']","['64,143', '']","['66,192', '']","['75,719', '']"
3194,r170,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,169,"['95,064', '']","['91,789', '']","['75,670', '']","['69,338', '']","['77,474', '']","['76,131', '']","['74,504', '']","['70,862', '']","['69,858', '']","['74,733', '']"
3194,r171,All institutions -> Cleveland State U.,All institutions,Cleveland State U.,2,170,"['33,857', '']","['55,044', '']","['60,481', '']","['67,137', '']","['61,291', '']","['56,683', 'i']","['70,665', '']","['77,518', '']","['77,203', '']","['73,854', '']"
3194,r172,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,171,"['42,202', '']","['37,711', '']","['33,130', '']","['34,299', '']","['38,229', '']","['39,564', '']","['49,405', '']","['53,073', '']","['62,711', '']","['73,777', '']"
3194,r173,"All institutions -> U. Tennessee, Knoxville, Institute of Agriculture",All institutions,"U. Tennessee, Knoxville, Institute of Agriculture",2,172,"['59,212', 'i']","['62,786', '']","['68,480', '']","['67,887', '']","['67,171', '']","['67,059', '']","['69,136', '']","['70,192', '']","['70,246', '']","['71,351', '']"
3194,r174,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,173,"['39,992', '']","['52,601', '']","['52,021', '']","['49,728', '']","['47,920', '']","['51,555', '']","['53,395', '']","['52,151', '']","['59,911', '']","['68,032', '']"
3194,r175,"All institutions -> U. California, Office of the President",All institutions,"U. California, Office of the President",2,174,"['72,542', '']","['63,420', '']","['65,627', '']","['67,447', '']","['50,103', '']","['48,233', '']","['39,051', '']","['46,399', '']","['55,676', '']","['67,702', '']"
3194,r176,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,175,"['43,403', '']","['45,816', '']","['55,925', '']","['57,778', '']","['58,498', '']","['57,425', '']","['59,576', '']","['58,175', '']","['58,288', '']","['67,310', '']"
3194,r177,All institutions -> South Dakota State U.,All institutions,South Dakota State U.,2,176,"['67,269', '']","['69,646', '']","['68,554', '']","['63,751', '']","['58,199', '']","['57,433', '']","['60,582', '']","['63,328', '']","['63,287', '']","['66,462', '']"
3194,r178,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,177,"['41,480', '']","['45,207', '']","['54,151', '']","['44,912', '']","['45,127', '']","['41,432', '']","['47,195', '']","['49,769', '']","['49,785', '']","['65,249', '']"
3194,r179,All institutions -> Wright State U.,All institutions,Wright State U.,2,178,"['48,396', '']","['47,795', '']","['45,901', '']","['49,760', '']","['54,456', '']","['53,881', '']","['55,241', '']","['59,263', '']","['67,615', '']","['63,779', '']"
3194,r180,All institutions -> Saint Louis U.,All institutions,Saint Louis U.,2,179,"['46,589', '']","['52,134', '']","['48,303', '']","['47,174', '']","['42,316', '']","['40,831', '']","['40,426', '']","['53,643', '']","['55,913', '']","['61,907', '']"
3194,r181,All institutions -> Van Andel Research Institute,All institutions,Van Andel Research Institute,2,180,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['40,502', 'i']","['40,040', 'i']","['44,578', 'i']","['55,171', '']","['61,738', '']"
3194,r182,All institutions -> Naval Postgraduate School,All institutions,Naval Postgraduate School,2,181,"['96,067', '']","['95,153', '']","['124,531', '']","['89,616', '']","['91,400', '']","['74,293', '']","['54,558', '']","['52,404', '']","['52,551', '']","['60,522', '']"
3194,r183,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,182,"['76,710', '']","['80,696', '']","['79,305', '']","['76,187', '']","['52,832', '']","['48,418', '']","['53,097', '']","['54,635', '']","['51,747', '']","['59,858', '']"
3194,r184,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,183,"['290,490', '']","['314,004', '']","['308,101', '']","['325,562', '']","['316,650', '']","['51,479', '']","['52,050', '']","['51,783', '']","['54,270', '']","['58,150', '']"
3194,r185,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,184,"['27,281', '']","['28,581', '']","['27,078', '']","['30,134', '']","['30,903', '']","['34,731', '']","['38,800', '']","['45,572', '']","['52,105', '']","['57,763', '']"
3194,r186,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,185,"['67,672', '']","['71,638', '']","['69,489', '']","['69,398', '']","['67,048', 'i']","['68,690', 'i']","['56,871', '']","['62,745', 'i']","['56,750', '']","['56,738', '']"
3194,r187,All institutions -> William & Mary,All institutions,William & Mary,2,186,"['51,453', '']","['48,835', '']","['46,547', '']","['48,183', '']","['49,428', '']","['52,642', '']","['54,491', '']","['54,197', '']","['54,508', '']","['55,687', '']"
3194,r188,All institutions -> U. Maryland Center for Environmental Science,All institutions,U. Maryland Center for Environmental Science,2,187,"['42,670', '']","['50,007', '']","['48,224', '']","['53,683', '']","['50,814', '']","['49,341', '']","['52,861', '']","['54,491', '']","['53,398', '']","['55,121', '']"
3194,r189,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,188,"['22,762', '']","['34,421', '']","['40,796', '']","['43,342', '']","['39,453', '']","['38,001', '']","['30,858', '']","['35,443', '']","['37,731', '']","['54,523', '']"
3194,r190,All institutions -> U. Toledo,All institutions,U. Toledo,2,189,"['66,839', '']","['70,164', '']","['63,348', '']","['63,119', '']","['56,710', '']","['48,391', '']","['45,687', '']","['46,697', '']","['48,184', '']","['52,655', '']"
3194,r191,All institutions -> U. South Alabama,All institutions,U. South Alabama,2,190,"['30,012', '']","['36,975', '']","['34,194', '']","['34,737', '']","['33,994', '']","['38,245', '']","['42,466', '']","['40,629', '']","['40,519', '']","['51,968', '']"
3194,r192,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,191,"['45,050', '']","['56,734', '']","['56,618', '']","['54,316', '']","['52,072', '']","['51,905', '']","['61,354', '']","['53,738', '']","['53,132', '']","['51,305', '']"
3194,r193,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,192,"['58,417', '']","['56,845', '']","['52,271', '']","['47,568', '']","['51,316', '']","['55,883', '']","['50,661', '']","['48,017', '']","['53,585', '']","['50,950', '']"
3194,r194,"All institutions -> U. North Texas, Health Science Center",All institutions,"U. North Texas, Health Science Center",2,193,"['38,862', '']","['45,943', '']","['46,865', '']","['44,904', '']","['47,002', '']","['46,335', '']","['50,567', '']","['48,476', '']","['49,503', '']","['50,124', '']"
3194,r195,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,194,"['33,537', '']","['29,709', '']","['31,893', '']","['32,199', '']","['31,471', '']","['36,030', '']","['39,952', '']","['45,563', '']","['43,679', '']","['49,949', '']"
3194,r196,All institutions -> East Carolina U.,All institutions,East Carolina U.,2,195,"['23,370', '']","['25,727', '']","['29,468', '']","['36,425', '']","['29,169', '']","['26,248', '']","['25,251', '']","['25,551', '']","['36,066', '']","['47,612', '']"
3194,r197,All institutions -> U. Memphis,All institutions,U. Memphis,2,196,"['40,589', '']","['39,315', '']","['41,841', '']","['39,306', '']","['44,351', '']","['37,539', '']","['40,374', '']","['41,192', '']","['50,819', '']","['47,225', '']"
3194,r198,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,197,"['41,896', '']","['47,027', '']","['46,782', '']","['22,594', '']","['21,760', '']","['19,718', '']","['25,158', '']","['42,918', '']","['44,634', '']","['46,399', '']"
3194,r199,All institutions -> Ohio U.,All institutions,Ohio U.,2,198,"['44,428', '']","['43,399', '']","['42,798', '']","['44,746', '']","['58,238', 'i']","['57,786', 'i']","['55,828', 'i']","['57,321', 'i']","['49,518', 'i']","['45,581', '']"
3194,r200,"All institutions -> U. Puerto Rico, Medical Sciences Campus",All institutions,"U. Puerto Rico, Medical Sciences Campus",2,199,"['39,134', '']","['64,017', '']","['45,649', '']","['43,374', '']","['40,444', '']","['43,316', '']","['46,232', '']","['42,423', '']","['41,216', '']","['45,014', '']"
3194,r201,All institutions -> Boston C.,All institutions,Boston C.,2,200,"['36,960', 'i']","['30,446', '']","['30,436', '']","['30,700', '']","['28,326', '']","['26,123', '']","['40,724', '']","['43,825', '']","['42,801', '']","['44,768', '']"
3194,r202,All institutions -> Mercer U.,All institutions,Mercer U.,2,201,"['26,862', '']","['28,998', '']","['31,352', '']","['28,876', '']","['30,162', '']","['32,771', '']","['31,653', '']","['29,366', '']","['34,098', '']","['44,037', '']"
3194,r203,All institutions -> Howard U.,All institutions,Howard U.,2,202,"['38,626', '']","['41,471', '']","['44,587', '']","['41,351', '']","['38,366', '']","['45,764', '']","['40,412', '']","['44,613', '']","['44,592', '']","['43,227', '']"
3194,r204,"All institutions -> Texas Tech U., Health Sciences Center",All institutions,"Texas Tech U., Health Sciences Center",2,203,"['51,282', '']","['58,774', '']","['61,219', '']","['61,309', '']","['36,932', '']","['39,261', '']","['38,717', '']","['38,657', '']","['36,784', '']","['42,959', '']"
3194,r205,All institutions -> U. Texas Rio Grande Valley,All institutions,U. Texas Rio Grande Valley,2,204,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['27,400', '']","['28,547', '']","['25,623', '']","['42,714', '']"
3194,r206,"All institutions -> U. North Carolina, Charlotte",All institutions,"U. North Carolina, Charlotte",2,205,"['28,216', '']","['24,323', '']","['22,504', '']","['21,744', '']","['20,646', '']","['21,836', '']","['23,610', '']","['24,190', '']","['34,870', '']","['42,697', '']"
3194,r207,"All institutions -> U. California, Merced",All institutions,"U. California, Merced",2,206,"['20,730', '']","['20,307', '']","['21,826', '']","['21,730', '']","['22,612', '']","['28,278', '']","['27,185', '']","['32,448', '']","['35,753', '']","['42,611', '']"
3194,r208,"All institutions -> Southern Illinois U., Carbondale",All institutions,"Southern Illinois U., Carbondale",2,207,"['69,924', '']","['71,130', '']","['71,097', '']","['70,854', '']","['65,256', '']","['57,509', '']","['53,172', '']","['48,416', '']","['49,636', '']","['41,729', '']"
3194,r209,All institutions -> Missouri U. of Science and Technology,All institutions,Missouri U. of Science and Technology,2,208,"['37,259', '']","['36,325', '']","['33,797', '']","['35,400', '']","['38,509', '']","['35,144', '']","['35,531', '']","['37,958', '']","['42,657', '']","['41,700', '']"
3194,r210,"All institutions -> Louisiana State U., Health Sciences Center, New Orleans",All institutions,"Louisiana State U., Health Sciences Center, New Orleans",2,209,"['59,776', '']","['57,007', '']","['53,712', '']","['49,443', '']","['45,486', '']","['46,840', '']","['43,067', '']","['40,785', '']","['38,989', '']","['40,914', '']"
3194,r211,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,210,"['32,947', '']","['34,075', '']","['29,554', '']","['32,100', '']","['36,354', '']","['39,833', '']","['38,326', '']","['36,594', '']","['38,252', '']","['39,818', '']"
3194,r212,All institutions -> American U.,All institutions,American U.,2,211,"['16,809', '']","['18,212', '']","['18,404', '']","['23,794', '']","['38,038', '']","['25,350', '']","['28,170', '']","['26,551', '']","['31,906', '']","['39,531', '']"
3194,r213,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,212,"['39,387', '']","['31,864', '']","['28,869', '']","['29,875', '']","['30,021', '']","['30,305', '']","['35,220', '']","['37,929', '']","['33,865', '']","['38,998', '']"
3194,r214,All institutions -> Portland State U.,All institutions,Portland State U.,2,213,"['40,203', '']","['41,692', '']","['40,939', '']","['38,785', '']","['39,134', '']","['36,355', '']","['38,717', '']","['36,595', '']","['36,526', '']","['38,726', '']"
3194,r215,"All institutions -> SUNY, Upstate Medical U.",All institutions,"SUNY, Upstate Medical U.",2,214,"['43,824', '']","['39,988', '']","['35,897', '']","['34,286', '']","['33,460', '']","['32,453', '']","['31,892', '']","['35,551', '']","['36,674', '']","['38,091', '']"
3194,r216,All institutions -> Worcester Polytechnic Institute,All institutions,Worcester Polytechnic Institute,2,215,"['17,154', '']","['20,647', '']","['18,558', '']","['23,780', '']","['26,544', '']","['33,910', '']","['34,921', '']","['31,662', '']","['31,477', '']","['37,822', '']"
3194,r217,"All institutions -> Loyola U., Chicago",All institutions,"Loyola U., Chicago",2,216,"['42,120', '']","['40,994', '']","['44,785', '']","['50,150', '']","['48,996', '']","['47,000', '']","['41,152', '']","['38,070', '']","['37,049', '']","['37,210', '']"
