table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_nsf_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
5445,r108,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,107,"['11,350', '']","['4,579', '']","['394', '']","['978', '']","['354', '']","['1,245', '']","['0', '']","['102', '']","['1,129', '']","['1,856', '']","['713', '']"
5445,r109,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,108,"['11,316', '']","['3,644', '']","['1,081', '']","['1,484', '']","['122', '']","['1,419', '']","['35', '']","['123', '']","['0', '']","['2,688', '']","['720', '']"
5445,r110,All institutions -> George Mason U.,All institutions,George Mason U.,2,109,"['11,173', '']","['2,653', '']","['1,795', '']","['257', '']","['386', '']","['763', '']","['253', '']","['517', '']","['0', '']","['2,110', '']","['2,439', '']"
5445,r111,"All institutions -> U. North Carolina, Charlotte",All institutions,"U. North Carolina, Charlotte",2,110,"['11,143', '']","['5,425', '']","['378', '']","['277', '']","['460', '']","['934', '']","['23', '']","['1,279', '']","['0', '']","['1,868', '']","['499', '']"
5445,r112,All institutions -> Temple U.,All institutions,Temple U.,2,111,"['11,136', '']","['1,759', '']","['321', '']","['1,466', '']","['493', '']","['3,059', '']","['1,814', '']","['478', '']","['0', '']","['681', '']","['1,065', '']"
5445,r113,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,112,"['10,997', '']","['1,159', '']","['1,712', '']","['2,528', '']","['667', '']","['1,705', '']","['331', '']","['247', '']","['49', '']","['2,305', '']","['294', '']"
5445,r114,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,113,"['10,792', '']","['3,535', '']","['0', '']","['181', '']","['979', '']","['2,199', '']","['0', '']","['125', '']","['0', '']","['1,730', '']","['2,043', '']"
5445,r115,All institutions -> U. Vermont,All institutions,U. Vermont,2,114,"['10,774', '']","['358', '']","['347', '']","['3,106', '']","['129', '']","['2,018', '']","['0', '']","['208', '']","['3,819', '']","['789', '']","['0', '']"
5445,r116,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,115,"['10,698', '']","['1,181', '']","['650', '']","['1,241', '']","['226', '']","['1,597', '']","['305', '']","['529', '']","['0', '']","['3,824', '']","['1,145', '']"
5445,r117,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,116,"['10,599', '']","['482', '']","['209', '']","['1,369', '']","['296', '']","['4,888', '']","['26', '']","['238', '']","['196', '']","['2,051', '']","['844', '']"
5445,r118,All institutions -> Worcester Polytechnic Institute,All institutions,Worcester Polytechnic Institute,2,117,"['10,551', '']","['4,390', '']","['0', '']","['476', '']","['380', '']","['580', '']","['0', '']","['952', '']","['0', '']","['3,292', '']","['481', '']"
5445,r119,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,118,"['10,529', '']","['0', '']","['603', '']","['658', '']","['3,170', '']","['4,237', '']","['49', '']","['109', '']","['0', '']","['1,392', '']","['311', '']"
5445,r120,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,119,"['10,527', '']","['4,804', '']","['757', '']","['1,146', '']","['174', '']","['774', '']","['319', '']","['181', '']","['0', '']","['2,038', '']","['334', '']"
5445,r121,All institutions -> U. Miami,All institutions,U. Miami,2,120,"['10,214', '']","['0', '']","['7,132', '']","['1,097', '']","['301', '']","['597', '']","['845', '']","['11', '']","['0', '']","['147', '']","['84', '']"
5445,r122,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,121,"['10,122', '']","['477', '']","['248', '']","['643', '']","['273', '']","['3,876', '']","['0', '']","['0', '']","['0', '']","['4,590', '']","['15', '']"
5445,r123,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,122,"['9,986', '']","['969', '']","['54', '']","['1,185', '']","['172', '']","['1,093', '']","['0', '']","['12', '']","['0', '']","['6,026', '']","['475', '']"
5445,r124,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,123,"['9,925', '']","['1,981', '']","['0', '']","['449', '']","['1,204', '']","['3,528', '']","['0', '']","['0', '']","['0', '']","['2,570', '']","['193', '']"
5445,r125,All institutions -> Boise State U.,All institutions,Boise State U.,2,124,"['9,894', '']","['953', '']","['1,895', '']","['2,959', '']","['699', '']","['364', '']","['0', '']","['13', '']","['253', '']","['1,716', '']","['1,042', '']"
5445,r126,All institutions -> U. Iowa,All institutions,U. Iowa,2,125,"['9,691', '']","['986', '']","['443', '']","['963', '']","['245', '']","['2,926', '']","['254', '']","['606', '']","['86', '']","['1,921', '']","['1,261', '']"
5445,r127,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,126,"['9,435', '']","['608', '']","['435', '']","['1,883', '']","['332', '']","['2,201', '']","['38', '']","['27', '']","['286', '']","['3,380', '']","['245', '']"
5445,r128,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,127,"['9,101', '']","['587', '']","['2,650', '']","['3,172', '']","['0', '']","['577', '']","['52', '']","['45', '']","['121', '']","['1,094', '']","['803', '']"
5445,r129,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,128,"['9,097', '']","['0', '']","['84', '']","['1,208', '']","['228', '']","['1,913', '']","['0', '']","['293', '']","['0', '']","['4,876', '']","['495', '']"
5445,r130,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,129,"['9,087', '']","['2,518', '']","['72', '']","['1,141', '']","['648', '']","['1,928', '']","['0', '']","['0', '']","['0', '']","['2,491', '']","['289', '']"
5445,r131,All institutions -> North Carolina Agricultural and Technical State U.,All institutions,North Carolina Agricultural and Technical State U.,2,130,"['8,725', '']","['585', '']","['0', '']","['1,292', '']","['635', '']","['889', '']","['0', '']","['0', '']","['0', '']","['4,244', '']","['1,080', '']"
5445,r132,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,131,"['8,620', '']","['985', '']","['149', '']","['517', '']","['478', '']","['3,559', '']","['1,078', '']","['550', '']","['0', '']","['0', '']","['1,304', '']"
5445,r133,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,132,"['8,569', '']","['863', '']","['3,614', '']","['1,681', '']","['193', '']","['755', '']","['17', '']","['186', '']","['0', '']","['731', '']","['529', '']"
5445,r134,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,133,"['8,358', '']","['1,060', '']","['115', '']","['1,011', '']","['1,018', '']","['2,904', '']","['1', '']","['152', '']","['0', '']","['1,829', '']","['268', '']"
5445,r135,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,134,"['8,336', '']","['277', '']","['55', '']","['1,994', '']","['545', '']","['1,085', '']","['193', '']","['81', '']","['764', '']","['2,968', '']","['374', '']"
5445,r136,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,135,"['8,210', '']","['544', '']","['932', '']","['188', '']","['0', '']","['4,228', '']","['0', '']","['10', '']","['0', '']","['2,293', '']","['15', '']"
5445,r137,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,136,"['8,151', '']","['0', '']","['0', '']","['3,962', '']","['0', '']","['4,189', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5445,r138,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,137,"['7,959', '']","['123', '']","['171', '']","['1,538', '']","['321', '']","['2,189', '']","['21', '']","['251', '']","['0', '']","['2,536', '']","['809', '']"
5445,r139,All institutions -> Utah State U.,All institutions,Utah State U.,2,138,"['7,940', '']","['1,407', '']","['0', '']","['2,072', '']","['215', '']","['1,280', '']","['8', '']","['63', '']","['0', '']","['2,530', '']","['365', '']"
5445,r140,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,139,"['7,778', '']","['1,107', '']","['761', '']","['813', '']","['231', '']","['829', '']","['181', '']","['24', '']","['0', '']","['3,362', '']","['470', '']"
5445,r141,All institutions -> Jackson State U.,All institutions,Jackson State U.,2,140,"['7,733', '']","['287', '']","['0', '']","['118', '']","['0', '']","['6,771', '']","['0', '']","['31', '']","['0', '']","['424', '']","['102', '']"
5445,r142,All institutions -> U. Louisville,All institutions,U. Louisville,2,141,"['7,586', '']","['0', '']","['165', '']","['1,266', '']","['11', '']","['604', '']","['260', '']","['98', '']","['0', '']","['5,182', '']","['0', '']"
5445,r143,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,141,"['7,586', '']","['1,153', '']","['193', '']","['1,321', '']","['435', '']","['872', '']","['139', '']","['128', '']","['0', '']","['2,810', '']","['535', '']"
5445,r144,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,143,"['7,577', '']","['1,554', '']","['196', '']","['401', '']","['85', '']","['2,984', '']","['0', '']","['316', '']","['0', '']","['1,819', '']","['222', '']"
5445,r145,"All institutions -> Brigham Young U., Provo",All institutions,"Brigham Young U., Provo",2,144,"['7,547', '']","['461', '']","['15', '']","['751', '']","['325', '']","['1,339', '']","['40', '']","['60', '']","['0', '']","['4,483', '']","['73', '']"
5445,r146,"All institutions -> U. California, Merced",All institutions,"U. California, Merced",2,145,"['7,204', '']","['0', '']","['1,337', '']","['287', '']","['1,104', '']","['1,646', '']","['189', '']","['22', '']","['0', '']","['2,209', '']","['410', '']"
5445,r147,All institutions -> William & Mary,All institutions,William & Mary,2,146,"['7,153', '']","['1,295', '']","['2,920', '']","['722', '']","['96', '']","['1,564', '']","['161', '']","['124', '']","['0', '']","['0', '']","['271', '']"
5445,r148,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,147,"['7,132', '']","['290', '']","['183', '']","['1,472', '']","['856', '']","['1,150', '']","['778', '']","['574', '']","['34', '']","['1,157', '']","['638', '']"
5445,r149,All institutions -> Missouri U. of Science and Technology,All institutions,Missouri U. of Science and Technology,2,148,"['7,046', '']","['762', '']","['0', '']","['28', '']","['218', '']","['3,161', '']","['0', '']","['32', '']","['0', '']","['2,838', '']","['7', '']"
5445,r150,All institutions -> New Mexico Institute of Mining and Technology,All institutions,New Mexico Institute of Mining and Technology,2,149,"['7,040', '']","['718', '']","['5,333', '']","['28', '']","['0', '']","['818', '']","['0', '']","['0', '']","['0', '']","['143', '']","['0', '']"
5445,r151,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,150,"['6,952', '']","['1,926', '']","['0', '']","['1,679', '']","['0', '']","['1,821', '']","['493', '']","['180', '']","['626', '']","['0', '']","['227', '']"
5445,r152,All institutions -> Portland State U.,All institutions,Portland State U.,2,151,"['6,868', '']","['636', '']","['734', '']","['1,582', '']","['401', '']","['378', '']","['0', '']","['443', '']","['477', '']","['1,355', '']","['862', '']"
5445,r153,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,152,"['6,840', '']","['2,424', '']","['560', '']","['342', '']","['460', '']","['576', '']","['0', '']","['599', '']","['447', '']","['1,424', '']","['8', '']"
5445,r154,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,153,"['6,758', '']","['463', '']","['99', '']","['1,754', '']","['150', '']","['1,453', '']","['271', '']","['72', '']","['1,478', '']","['583', '']","['435', '']"
5445,r155,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,154,"['6,680', '']","['950', '']","['0', '']","['2,043', '']","['875', '']","['1,787', '']","['0', '']","['0', '']","['0', '']","['389', '']","['636', '']"
5445,r156,All institutions -> Cold Spring Harbor Laboratory,All institutions,Cold Spring Harbor Laboratory,2,155,"['6,631', '']","['0', '']","['0', '']","['6,631', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5445,r157,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,156,"['6,511', '']","['918', '']","['12', '']","['995', '']","['375', '']","['3,988', '']","['74', '']","['75', '']","['0', '']","['0', '']","['74', '']"
5445,r158,All institutions -> Boston C.,All institutions,Boston C.,2,157,"['6,491', '']","['248', '']","['617', '']","['213', '']","['1,064', '']","['1,641', '']","['597', '']","['346', '']","['0', '']","['0', '']","['1,765', '']"
5445,r159,All institutions -> Illinois Institute of Technology,All institutions,Illinois Institute of Technology,2,158,"['6,490', '']","['2,218', '']","['232', '']","['62', '']","['389', '']","['604', '']","['0', '']","['88', '']","['42', '']","['2,855', '']","['0', '']"
5445,r160,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,159,"['6,456', '']","['2,913', '']","['330', '']","['377', '']","['115', '']","['996', '']","['12', '']","['350', '']","['0', '']","['1,253', '']","['110', '']"
5445,r161,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,160,"['6,007', '']","['1,027', '']","['1,631', '']","['340', '']","['143', '']","['559', '']","['0', '']","['304', '']","['0', '']","['1,928', '']","['75', '']"
5445,r162,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,161,"['5,985', '']","['457', '']","['1,649', '']","['846', '']","['156', '']","['660', '']","['69', '']","['8', '']","['0', '']","['1,556', '']","['584', '']"
5445,r163,"All institutions -> U. Puerto Rico, Rio Piedras",All institutions,"U. Puerto Rico, Rio Piedras",2,162,"['5,862', '']","['75', '']","['1,385', '']","['1,095', '']","['0', '']","['1,895', '']","['0', '']","['38', '']","['1,022', '']","['270', '']","['82', '']"
5445,r164,"All institutions -> U. Puerto Rico, Mayaguez",All institutions,"U. Puerto Rico, Mayaguez",2,163,"['5,805', '']","['0', '']","['77', '']","['377', '']","['25', '']","['356', '']","['0', '']","['3', '']","['0', '']","['4,967', '']","['0', '']"
5445,r165,All institutions -> U. Colorado Denver and Anschutz Medical Campus,All institutions,U. Colorado Denver and Anschutz Medical Campus,2,164,"['5,745', '']","['0', '']","['139', '']","['2,819', '']","['419', '']","['593', '']","['0', '']","['53', '']","['0', '']","['1,044', '']","['678', '']"
5445,r166,All institutions -> Tuskegee U.,All institutions,Tuskegee U.,2,165,"['5,718', '']","['388', '']","['0', '']","['32', '']","['1,140', '']","['149', '']","['0', '']","['0', '']","['184', '']","['3,825', '']","['0', '']"
5445,r167,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,166,"['5,669', '']","['760', '']","['571', '']","['80', '']","['0', '']","['275', '']","['892', '']","['0', '']","['0', '']","['2,752', '']","['339', '']"
5445,r168,All institutions -> Tulane U.,All institutions,Tulane U.,2,167,"['5,614', '']","['408', '']","['1,147', '']","['373', '']","['259', '']","['1,795', '']","['0', '']","['79', '']","['0', '']","['1,479', '']","['74', '']"
5445,r169,All institutions -> Stevens Institute of Technology,All institutions,Stevens Institute of Technology,2,168,"['5,515', '']","['1,018', '']","['150', '']","['3', '']","['0', '']","['675', '']","['0', '']","['0', '']","['284', '']","['3,169', '']","['216', '']"
5445,r170,"All institutions -> Rutgers, State U. New Jersey, Newark",All institutions,"Rutgers, State U. New Jersey, Newark",2,169,"['5,446', '']","['599', '']","['716', '']","['1,643', '']","['0', '']","['793', '']","['633', '']","['281', '']","['100', '']","['0', '']","['681', '']"
5445,r171,"All institutions -> California State U., Northridge",All institutions,"California State U., Northridge",2,170,"['5,291', '']","['201', '']","['986', '']","['1,201', '']","['548', '']","['2,075', '']","['74', '']","['0', '']","['0', '']","['103', '']","['103', '']"
5445,r172,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,171,"['5,024', '']","['903', '']","['69', '']","['739', '']","['92', '']","['897', '']","['0', '']","['143', '']","['0', '']","['1,721', '']","['460', '']"
5445,r173,All institutions -> Howard U.,All institutions,Howard U.,2,172,"['4,974', '']","['540', '']","['0', '']","['697', '']","['0', '']","['279', '']","['318', '']","['114', '']","['0', '']","['3,026', '']","['0', '']"
5445,r174,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,173,"['4,897', '']","['303', '']","['1,092', '']","['834', '']","['15', '']","['469', '']","['0', '']","['131', '']","['0', '']","['1,321', '']","['732', '']"
5445,r175,All institutions -> U. Akron,All institutions,U. Akron,2,174,"['4,671', '']","['0', '']","['173', '']","['237', '']","['49', '']","['2,077', '']","['45', '']","['19', '']","['0', '']","['2,007', '']","['64', '']"
5445,r176,All institutions -> Southern Methodist U.,All institutions,Southern Methodist U.,2,175,"['4,626', '']","['95', '']","['719', '']","['0', '']","['565', '']","['793', '']","['0', '']","['65', '']","['0', '']","['1,334', '']","['1,055', '']"
5445,r177,All institutions -> U. of the Virgin Islands,All institutions,U. of the Virgin Islands,2,176,"['4,492', '']","['44', '']","['2,809', '']","['9', '']","['694', '']","['749', '']","['0', '']","['143', '']","['0', '']","['44', '']","['0', '']"
5445,r178,All institutions -> St. Edward's U.,All institutions,St. Edward's U.,2,177,"['4,490', '']","['600', '']","['300', '']","['1,000', '']","['600', '']","['490', '']","['0', '']","['250', '']","['0', '']","['0', '']","['1,250', '']"
5445,r179,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,178,"['4,426', '']","['101', '']","['7', '']","['1,125', '']","['47', '']","['2,162', '']","['0', '']","['28', '']","['0', '']","['685', '']","['271', '']"
5445,r180,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,179,"['4,408', '']","['371', '']","['541', '']","['323', '']","['12', '']","['1,514', '']","['85', '']","['872', '']","['0', '']","['320', '']","['370', '']"
5445,r181,All institutions -> South Dakota School of Mines and Technology,All institutions,South Dakota School of Mines and Technology,2,180,"['4,404', '']","['0', '']","['0', '']","['0', '']","['237', '']","['186', '']","['0', '']","['0', '']","['0', '']","['3,981', '']","['0', '']"
5445,r182,"All institutions -> California Polytechnic State U., San Luis Obispo",All institutions,"California Polytechnic State U., San Luis Obispo",2,181,"['4,232', '']","['136', '']","['264', '']","['524', '']","['1,838', '']","['764', '']","['0', '']","['32', '']","['0', '']","['365', '']","['309', '']"
5445,r183,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,182,"['4,231', '']","['38', '']","['892', '']","['384', '']","['8', '']","['2,868', '']","['0', '']","['29', '']","['0', '']","['12', '']","['0', '']"
5445,r184,All institutions -> San Francisco State U.,All institutions,San Francisco State U.,2,183,"['4,221', 'i']","['52', 'i']","['784', 'i']","['1,903', 'i']","['322', 'i']","['811', 'i']","['0', 'i']","['44', 'i']","['169', 'i']","['136', 'i']","['0', 'i']"
5445,r185,All institutions -> Saint Louis U.,All institutions,Saint Louis U.,2,184,"['4,139', '']","['460', '']","['237', '']","['2,000', '']","['65', '']","['435', '']","['1', '']","['183', '']","['0', '']","['722', '']","['36', '']"
5445,r186,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,185,"['4,130', '']","['710', '']","['89', '']","['767', '']","['177', '']","['544', '']","['93', '']","['0', '']","['0', '']","['1,415', '']","['335', '']"
5445,r187,All institutions -> U. South Dakota,All institutions,U. South Dakota,2,186,"['4,124', '']","['665', '']","['0', '']","['1,509', '']","['0', '']","['1,562', '']","['0', '']","['12', '']","['0', '']","['376', '']","['0', '']"
5445,r188,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,187,"['4,114', '']","['36', '']","['544', '']","['1,513', '']","['0', '']","['48', '']","['70', '']","['0', '']","['0', '']","['1,844', '']","['59', '']"
5445,r189,All institutions -> Kent State U.,All institutions,Kent State U.,2,188,"['4,082', '']","['452', '']","['124', '']","['455', '']","['286', '']","['1,509', '']","['157', '']","['150', '']","['2', '']","['379', '']","['568', '']"
5445,r190,All institutions -> U. Maryland Center for Environmental Science,All institutions,U. Maryland Center for Environmental Science,2,189,"['4,079', '']","['0', '']","['1,934', '']","['1,376', '']","['0', '']","['72', '']","['0', '']","['0', '']","['3', '']","['0', '']","['694', '']"
5445,r191,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,190,"['3,889', '']","['263', '']","['782', '']","['920', '']","['0', '']","['528', '']","['0', '']","['41', '']","['598', '']","['496', '']","['261', '']"
5445,r192,"All institutions -> U. Minnesota, Duluth",All institutions,"U. Minnesota, Duluth",2,191,"['3,867', '']","['163', '']","['1,547', '']","['1,741', '']","['66', '']","['263', '']","['0', '']","['7', '']","['0', '']","['24', '']","['56', '']"
5445,r193,All institutions -> East Carolina U.,All institutions,East Carolina U.,2,192,"['3,850', '']","['213', '']","['612', '']","['691', '']","['0', '']","['514', '']","['210', '']","['457', '']","['0', '']","['162', '']","['991', '']"
5445,r194,All institutions -> Miami U.,All institutions,Miami U.,2,193,"['3,820', '']","['235', '']","['862', '']","['1,745', '']","['139', '']","['116', '']","['56', '']","['0', '']","['0', '']","['65', '']","['602', '']"
5445,r195,All institutions -> U. Toledo,All institutions,U. Toledo,2,194,"['3,814', '']","['0', '']","['287', '']","['680', '']","['36', '']","['447', '']","['7', '']","['0', '']","['0', '']","['2,148', '']","['209', '']"
5445,r196,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,195,"['3,670', '']","['704', '']","['392', '']","['664', '']","['91', '']","['114', '']","['0', '']","['0', '']","['3', '']","['1,225', '']","['477', '']"
5445,r197,All institutions -> U. Memphis,All institutions,U. Memphis,2,196,"['3,627', '']","['1,893', '']","['107', '']","['190', '']","['493', '']","['529', '']","['0', '']","['0', '']","['0', '']","['408', '']","['7', '']"
5445,r198,All institutions -> Scripps Research Institute,All institutions,Scripps Research Institute,2,197,"['3,550', '']","['0', '']","['0', '']","['3,550', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5445,r199,All institutions -> U. South Alabama,All institutions,U. South Alabama,2,198,"['3,510', '']","['1,085', '']","['1,087', '']","['307', '']","['47', '']","['102', '']","['0', '']","['20', '']","['0', '']","['492', '']","['370', '']"
5445,r200,"All institutions -> CUNY, Hunter C.",All institutions,"CUNY, Hunter C.",2,199,"['3,483', '']","['116', '']","['11', '']","['868', '']","['70', '']","['804', '']","['28', '']","['509', '']","['0', '']","['0', '']","['1,077', '']"
5445,r201,All institutions -> Clarkson U.,All institutions,Clarkson U.,2,200,"['3,433', '']","['274', '']","['21', '']","['83', '']","['222', '']","['712', '']","['0', '']","['16', '']","['0', '']","['1,980', '']","['125', '']"
5445,r202,All institutions -> Louisiana Tech U.,All institutions,Louisiana Tech U.,2,201,"['3,431', '']","['0', '']","['0', '']","['30', '']","['195', '']","['288', '']","['92', '']","['0', '']","['0', '']","['2,826', '']","['0', '']"
5445,r203,All institutions -> North Carolina Central U.,All institutions,North Carolina Central U.,2,202,"['3,329', '']","['12', '']","['252', '']","['42', '']","['0', '']","['2,436', '']","['0', '']","['0', '']","['0', '']","['464', '']","['123', '']"
5445,r204,All institutions -> Marquette U.,All institutions,Marquette U.,2,203,"['3,318', '']","['131', '']","['0', '']","['801', '']","['878', '']","['616', '']","['0', '']","['0', '']","['0', '']","['841', '']","['51', '']"
5445,r205,All institutions -> Texas State U.,All institutions,Texas State U.,2,204,"['3,232', '']","['541', '']","['347', '']","['296', '']","['799', '']","['406', '']","['0', '']","['237', '']","['32', '']","['168', '']","['406', '']"
5445,r206,All institutions -> U. Texas Rio Grande Valley,All institutions,U. Texas Rio Grande Valley,2,205,"['3,117', '']","['180', '']","['60', '']","['100', '']","['196', '']","['1,067', '']","['0', '']","['10', '']","['0', '']","['1,159', '']","['345', '']"
5445,r207,All institutions -> U. Denver,All institutions,U. Denver,2,206,"['3,099', '']","['99', '']","['103', '']","['243', '']","['68', '']","['1,217', '']","['82', '']","['320', '']","['0', '']","['870', '']","['97', '']"
5445,r208,All institutions -> Western Michigan U. and Homer Stryker M.D. School of Medicine,All institutions,Western Michigan U. and Homer Stryker M.D. School of Medicine,2,207,"['3,071', '']","['52', '']","['79', '']","['319', '']","['9', '']","['502', '']","['0', '']","['78', '']","['2', '']","['354', '']","['1,676', '']"
5445,r209,All institutions -> Fisk U.,All institutions,Fisk U.,2,208,"['3,013', '']","['0', '']","['0', '']","['2,802', '']","['9', '']","['200', '']","['0', '']","['2', '']","['0', '']","['0', '']","['0', '']"
5445,r210,All institutions -> Villanova U.,All institutions,Villanova U.,2,209,"['2,965', '']","['106', '']","['349', '']","['333', '']","['0', '']","['834', '']","['317', '']","['0', '']","['0', '']","['581', '']","['445', '']"
5445,r211,All institutions -> Idaho State U.,All institutions,Idaho State U.,2,210,"['2,935', '']","['627', '']","['538', '']","['1,075', '']","['0', '']","['384', '']","['166', '']","['0', '']","['0', '']","['85', '']","['60', '']"
5445,r212,"All institutions -> California State Polytechnic U., Pomona",All institutions,"California State Polytechnic U., Pomona",2,211,"['2,908', '']","['607', '']","['8', '']","['451', '']","['0', '']","['1,379', '']","['0', '']","['0', '']","['327', '']","['115', '']","['21', '']"
5445,r213,All institutions -> Hampton U.,All institutions,Hampton U.,2,212,"['2,892', '']","['699', '']","['774', '']","['211', '']","['0', '']","['350', '']","['0', '']","['0', '']","['0', '']","['639', '']","['219', '']"
5445,r214,All institutions -> Baylor U.,All institutions,Baylor U.,2,213,"['2,841', '']","['97', '']","['66', '']","['630', '']","['284', '']","['785', '']","['0', '']","['0', '']","['597', '']","['382', '']","['0', '']"
5445,r215,All institutions -> Morehouse C.,All institutions,Morehouse C.,2,214,"['2,776', '']","['782', '']","['0', '']","['120', '']","['24', '']","['639', '']","['42', '']","['3', '']","['1,166', '']","['0', '']","['0', '']"
5445,r216,All institutions -> Bowling Green State U.,All institutions,Bowling Green State U.,2,215,"['2,745', '']","['67', '']","['547', '']","['139', '']","['140', '']","['625', '']","['0', '']","['20', '']","['0', '']","['0', '']","['1,207', '']"
5445,r217,"All institutions -> U. Nebraska, Omaha",All institutions,"U. Nebraska, Omaha",2,216,"['2,739', '']","['1,473', '']","['0', '']","['357', '']","['138', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['771', '']"
5445,r218,"All institutions -> California State U., San Marcos",All institutions,"California State U., San Marcos",2,217,"['2,728', '']","['913', '']","['0', '']","['338', '']","['1', '']","['601', '']","['359', '']","['5', '']","['486', '']","['0', '']","['25', '']"
5445,r219,"All institutions -> U. Alaska, Anchorage",All institutions,"U. Alaska, Anchorage",2,218,"['2,726', '']","['81', '']","['634', '']","['755', '']","['0', '']","['0', '']","['0', '']","['193', '']","['670', '']","['345', '']","['48', '']"
5445,r220,"All institutions -> U. Tennessee, Chattanooga",All institutions,"U. Tennessee, Chattanooga",2,219,"['2,719', '']","['755', '']","['0', '']","['547', '']","['78', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,339', '']","['0', '']"
5445,r221,"All institutions -> California State U., Los Angeles",All institutions,"California State U., Los Angeles",2,220,"['2,673', '']","['0', '']","['0', '']","['846', '']","['10', '']","['1,151', '']","['25', '']","['247', '']","['0', '']","['394', '']","['0', '']"
5445,r222,All institutions -> South Dakota State U.,All institutions,South Dakota State U.,2,221,"['2,635', '']","['0', '']","['0', '']","['1,840', '']","['61', '']","['149', '']","['0', '']","['274', '']","['0', '']","['269', '']","['42', '']"
5445,r223,"All institutions -> U. Hawaii, Hilo",All institutions,"U. Hawaii, Hilo",2,222,"['2,498', '']","['1', '']","['0', '']","['1,345', '']","['863', '']","['188', '']","['0', '']","['101', '']","['0', '']","['0', '']","['0', '']"
5445,r224,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,223,"['2,484', '']","['44', '']","['0', '']","['1,371', '']","['71', '']","['760', '']","['53', '']","['12', '']","['0', '']","['135', '']","['38', '']"
