table_id,row_id,_b_state_and_department_or_agency_b_full_path,_b_state_and_department_or_agency_b_level_1,_b_state_and_department_or_agency_b_level_2,_b_state_and_department_or_agency_b_level_3,_b_state_and_department_or_agency_b_hierarchy_depth,field_r_d_personnel_headcount_total_,field_r_d_personnel_headcount_researchersa,field_r_d_personnel_headcount_technicians,field_r_d_personnel_headcount_support_staff,field_r_d_personnel_full_time_equivalents_total_,field_r_d_personnel_full_time_equivalents_researchersa,field_r_d_personnel_full_time_equivalents_technicians,field_r_d_personnel_full_time_equivalents_support_staff
7802,r153,"United States<sup>b</sup> -> North Dakota -> Transportation, Department of",United States<sup>b</sup>,North Dakota,"Transportation, Department of",3,6,5,1,0,2.8,2.5,0.3,0.0
7802,r154,United States<sup>b</sup> -> Ohio,United States<sup>b</sup>,Ohio,,2,51,20,23,8,33.9,19.9,10.7,3.3
7802,r155,"United States<sup>b</sup> -> Ohio -> Education, Department of",United States<sup>b</sup>,Ohio,"Education, Department of",3,1,1,0,0,0.1,0.1,0.0,0.0
7802,r156,"United States<sup>b</sup> -> Ohio -> Mental Health and Addictions Services, Department of",United States<sup>b</sup>,Ohio,"Mental Health and Addictions Services, Department of",3,21,13,8,0,21.0,13.0,8.0,0.0
7802,r157,"United States<sup>b</sup> -> Ohio -> Natural Resources, Department of",United States<sup>b</sup>,Ohio,"Natural Resources, Department of",3,29,6,15,8,12.8,6.8,2.7,3.3
7802,r158,United States<sup>b</sup> -> Oklahoma,United States<sup>b</sup>,Oklahoma,,2,54,36,13,5,20.2,12.1,5.5,2.6
7802,r159,"United States<sup>b</sup> -> Oklahoma -> Environmental Quality, Department of",United States<sup>b</sup>,Oklahoma,"Environmental Quality, Department of",3,20,20,0,0,1.5,1.5,0.0,0.0
7802,r160,United States<sup>b</sup> -> Oklahoma -> Grand River Dam Authority,United States<sup>b</sup>,Oklahoma,Grand River Dam Authority,3,9,4,4,1,3.3,2.3,1.0,0.0
7802,r161,"United States<sup>b</sup> -> Oklahoma -> Health, Department of",United States<sup>b</sup>,Oklahoma,"Health, Department of",3,16,7,7,2,7.4,3.3,3.5,0.6
7802,r162,"United States<sup>b</sup> -> Oklahoma -> Human Services, Department of",United States<sup>b</sup>,Oklahoma,"Human Services, Department of",3,2,0,1,1,1.0,0.0,0.0,1.0
7802,r163,"United States<sup>b</sup> -> Oklahoma -> Transportation, Department of",United States<sup>b</sup>,Oklahoma,"Transportation, Department of",3,6,4,1,1,6.0,4.0,1.0,1.0
7802,r164,"United States<sup>b</sup> -> Oklahoma -> Wildlife Conservation, Department of",United States<sup>b</sup>,Oklahoma,"Wildlife Conservation, Department of",3,1,1,0,0,1.0,1.0,0.0,0.0
7802,r165,United States<sup>b</sup> -> Oregon,United States<sup>b</sup>,Oregon,,2,252,85,142,25,146.5,68.6,67.3,10.6
7802,r166,"United States<sup>b</sup> -> Oregon -> Fish and Wildlife, Department of",United States<sup>b</sup>,Oregon,"Fish and Wildlife, Department of",3,175,42,123,10,92.5,30.5,57.8,4.2
7802,r167,"United States<sup>b</sup> -> Oregon -> Forestry, Department of",United States<sup>b</sup>,Oregon,"Forestry, Department of",3,20,5,10,5,8.5,5.0,2.5,1.0
7802,r168,"United States<sup>b</sup> -> Oregon -> Geology and Mineral Industries, Department of",United States<sup>b</sup>,Oregon,"Geology and Mineral Industries, Department of",3,16,11,2,3,6.4,6.1,0.0,0.3
7802,r169,"United States<sup>b</sup> -> Oregon -> Human Services, Department of",United States<sup>b</sup>,Oregon,"Human Services, Department of",3,21,11,7,3,21.0,11.0,7.0,3.0
7802,r170,"United States<sup>b</sup> -> Oregon -> Transportation, Department of",United States<sup>b</sup>,Oregon,"Transportation, Department of",3,10,8,0,2,10.0,8.0,0.0,2.0
7802,r171,United States<sup>b</sup> -> Oregon -> Water Resources Department,United States<sup>b</sup>,Oregon,Water Resources Department,3,8,8,0,0,8.0,8.0,0.0,0.0
7802,r172,United States<sup>b</sup> -> Oregon -> Watershed Enhancement Board,United States<sup>b</sup>,Oregon,Watershed Enhancement Board,3,2,0,0,2,0.1,0.0,0.0,0.1
7802,r173,United States<sup>b</sup> -> Pennsylvania,United States<sup>b</sup>,Pennsylvania,,2,202,95,96,11,125.2,44.9,75.9,4.4
7802,r174,"United States<sup>b</sup> -> Pennsylvania -> Conservation and Natural Resources, Department of",United States<sup>b</sup>,Pennsylvania,"Conservation and Natural Resources, Department of",3,6,4,1,1,2.8,1.1,0.7,1.0
7802,r175,"United States<sup>b</sup> -> Pennsylvania -> Environmental Protection, Department of",United States<sup>b</sup>,Pennsylvania,"Environmental Protection, Department of",3,3,3,0,0,0.2,0.0,0.0,0.2
7802,r176,United States<sup>b</sup> -> Pennsylvania -> Fish and Boat Commission,United States<sup>b</sup>,Pennsylvania,Fish and Boat Commission,3,39,33,6,0,2.0,1.3,0.7,0.0
7802,r177,United States<sup>b</sup> -> Pennsylvania -> Game Commission,United States<sup>b</sup>,Pennsylvania,Game Commission,3,135,47,85,3,118.0,41.0,74.0,3.0
7802,r178,United States<sup>b</sup> -> Pennsylvania -> Susquehanna River Basin Commission,United States<sup>b</sup>,Pennsylvania,Susquehanna River Basin Commission,3,19,8,4,7,2.2,1.5,0.5,0.2
7802,r179,United States<sup>b</sup> -> Rhode Island,United States<sup>b</sup>,Rhode Island,,2,79,59,10,10,57.5,45.0,4.5,8.0
7802,r180,"United States<sup>b</sup> -> Rhode Island -> Fish and Wildlife; Environmental Management, Department of",United States<sup>b</sup>,Rhode Island,"Fish and Wildlife; Environmental Management, Department of",3,48,36,5,7,31.0,26.0,0.0,5.0
7802,r181,"United States<sup>b</sup> -> Rhode Island -> Marine Fisheries; Environmental Management, Department of",United States<sup>b</sup>,Rhode Island,"Marine Fisheries; Environmental Management, Department of",3,26,21,2,3,22.0,17.0,2.0,3.0
7802,r182,"United States<sup>b</sup> -> Rhode Island -> Narragansett Bay National Estuarine Research Reserve; Environmental Management, Department of",United States<sup>b</sup>,Rhode Island,"Narragansett Bay National Estuarine Research Reserve; Environmental Management, Department of",3,3,1,2,0,2.5,1.0,1.5,0.0
7802,r183,United States<sup>b</sup> -> Rhode Island -> Water Resources Board,United States<sup>b</sup>,Rhode Island,Water Resources Board,3,2,1,1,0,2.0,1.0,1.0,0.0
7802,r184,United States<sup>b</sup> -> South Carolina,United States<sup>b</sup>,South Carolina,,2,365,190,138,37,286.2,170.2,85.6,30.4
7802,r185,"United States<sup>b</sup> -> South Carolina -> Health and Environmental Control, Department of",United States<sup>b</sup>,South Carolina,"Health and Environmental Control, Department of",3,14,11,2,1,7.7,7.0,0.6,0.1
7802,r186,"United States<sup>b</sup> -> South Carolina -> Mental Health, Department of",United States<sup>b</sup>,South Carolina,"Mental Health, Department of",3,2,1,0,1,2.0,1.0,0.0,1.0
7802,r187,"United States<sup>b</sup> -> South Carolina -> Natural Resources, Department of",United States<sup>b</sup>,South Carolina,"Natural Resources, Department of",3,311,154,131,26,255.0,149.0,85.0,21.0
7802,r188,United States<sup>b</sup> -> South Carolina -> Sea Grant Consortium,United States<sup>b</sup>,South Carolina,Sea Grant Consortium,3,24,12,5,7,19.0,12.0,0.0,7.0
7802,r189,"United States<sup>b</sup> -> South Carolina -> Transportation, Department of",United States<sup>b</sup>,South Carolina,"Transportation, Department of",3,14,12,0,2,2.5,1.2,0.0,1.3
7802,r190,United States<sup>b</sup> -> South Dakota,United States<sup>b</sup>,South Dakota,,2,14,7,0,7,8.5,7.0,0.0,1.5
7802,r191,United States<sup>b</sup> -> South Dakota -> Soybean Research and Promotion Council,United States<sup>b</sup>,South Dakota,Soybean Research and Promotion Council,3,6,0,0,6,0.5,0.0,0.0,0.5
7802,r192,"United States<sup>b</sup> -> South Dakota -> Transportation, Department of",United States<sup>b</sup>,South Dakota,"Transportation, Department of",3,8,7,0,1,8.0,7.0,0.0,1.0
7802,r193,United States<sup>b</sup> -> Tennessee,United States<sup>b</sup>,Tennessee,,2,19,15,0,4,16.3,14.3,0.0,2.0
7802,r194,"United States<sup>b</sup> -> Tennessee -> Education, Department of",United States<sup>b</sup>,Tennessee,"Education, Department of",3,8,7,0,1,8.0,7.0,0.0,1.0
7802,r195,"United States<sup>b</sup> -> Tennessee -> Environment and Conservation, Department of",United States<sup>b</sup>,Tennessee,"Environment and Conservation, Department of",3,11,8,0,3,8.3,7.3,0.0,1.0
7802,r196,United States<sup>b</sup> -> Texas,United States<sup>b</sup>,Texas,,2,59,40,5,14,36.3,23.7,6.0,6.6
7802,r197,"United States<sup>b</sup> -> Texas -> Environmental Quality, Commission on",United States<sup>b</sup>,Texas,"Environmental Quality, Commission on",3,2,0,0,2,0.5,0.0,0.0,0.5
7802,r198,United States<sup>b</sup> -> Texas -> Parks and Wildlife Department,United States<sup>b</sup>,Texas,Parks and Wildlife Department,3,32,22,5,5,24.3,15.5,5.0,3.8
7802,r199,"United States<sup>b</sup> -> Texas -> State Health Services, Department of ",United States<sup>b</sup>,Texas,"State Health Services, Department of ",3,25,18,0,7,11.5,8.2,1.0,2.3
7802,r200,United States<sup>b</sup> -> Utah,United States<sup>b</sup>,Utah,,2,72,49,12,11,40.8,31.8,7.0,2.0
7802,r201,"United States<sup>b</sup> -> Utah -> Environmental Quality, Department of",United States<sup>b</sup>,Utah,"Environmental Quality, Department of",3,3,3,0,0,0.8,0.8,0.0,0.0
7802,r202,"United States<sup>b</sup> -> Utah -> Health, Department of",United States<sup>b</sup>,Utah,"Health, Department of",3,2,2,0,0,2.0,2.0,0.0,0.0
7802,r203,"United States<sup>b</sup> -> Utah -> Natural Resources, Department of",United States<sup>b</sup>,Utah,"Natural Resources, Department of",3,60,40,10,10,31.0,25.0,5.0,1.0
7802,r204,"United States<sup>b</sup> -> Utah -> Transportation, Department of ",United States<sup>b</sup>,Utah,"Transportation, Department of ",3,7,4,2,1,7.0,4.0,2.0,1.0
7802,r205,United States<sup>b</sup> -> Vermont,United States<sup>b</sup>,Vermont,,2,9,3,5,1,3.2,2.4,0.7,0.1
7802,r206,"United States<sup>b</sup> -> Vermont -> Human Services, Agency of",United States<sup>b</sup>,Vermont,"Human Services, Agency of",3,4,1,3,0,1.3,0.7,0.6,0.0
7802,r207,"United States<sup>b</sup> -> Vermont -> Transportation, Agency of",United States<sup>b</sup>,Vermont,"Transportation, Agency of",3,5,2,2,1,1.9,1.7,0.1,0.1
7802,r208,United States<sup>b</sup> -> Virginia,United States<sup>b</sup>,Virginia,,2,182,103,46,33,131.6,85.5,31.1,15.0
7802,r209,"United States<sup>b</sup> -> Virginia -> Conservation and Recreation, Department of",United States<sup>b</sup>,Virginia,"Conservation and Recreation, Department of",3,33,20,13,0,24.8,15.0,9.8,0.0
7802,r210,"United States<sup>b</sup> -> Virginia -> Education, Department of",United States<sup>b</sup>,Virginia,"Education, Department of",3,5,3,1,1,2.2,1.6,0.3,0.3
7802,r211,"United States<sup>b</sup> -> Virginia -> Energy, Department of",United States<sup>b</sup>,Virginia,"Energy, Department of",3,18,14,3,1,18.0,14.0,3.0,1.0
7802,r212,"United States<sup>b</sup> -> Virginia -> Environmental Quality, Department of",United States<sup>b</sup>,Virginia,"Environmental Quality, Department of",3,3,3,0,0,0.1,0.1,0.0,0.0
7802,r213,"United States<sup>b</sup> -> Virginia -> Forensic Science, Department of",United States<sup>b</sup>,Virginia,"Forensic Science, Department of",3,9,7,2,0,7.0,6.0,1.0,0.0
7802,r214,"United States<sup>b</sup> -> Virginia -> Forestry, Department of",United States<sup>b</sup>,Virginia,"Forestry, Department of",3,7,1,6,0,7.0,1.0,6.0,0.0
7802,r215,"United States<sup>b</sup> -> Virginia -> Innovative Technology, Center for",United States<sup>b</sup>,Virginia,"Innovative Technology, Center for",3,10,2,0,8,7.2,1.0,0.0,6.2
7802,r216,United States<sup>b</sup> -> Virginia -> Institute for Advanced Learning and Research,United States<sup>b</sup>,Virginia,Institute for Advanced Learning and Research,3,2,2,0,0,1.0,1.0,0.0,0.0
7802,r217,United States<sup>b</sup> -> Virginia -> Marine Resources Commission,United States<sup>b</sup>,Virginia,Marine Resources Commission,3,2,1,1,0,2.0,1.0,1.0,0.0
7802,r218,"United States<sup>b</sup> -> Virginia -> Natural History, Museum of",United States<sup>b</sup>,Virginia,"Natural History, Museum of",3,9,5,3,1,8.5,6.0,2.0,0.5
7802,r219,"United States<sup>b</sup> -> Virginia -> Social Services, Department of",United States<sup>b</sup>,Virginia,"Social Services, Department of",3,13,10,3,0,10.0,7.0,3.0,0.0
7802,r220,"United States<sup>b</sup> -> Virginia -> Transportation, Department of",United States<sup>b</sup>,Virginia,"Transportation, Department of",3,71,35,14,22,43.8,31.8,5.0,7.0
7802,r221,United States<sup>b</sup> -> Washington,United States<sup>b</sup>,Washington,,2,629,372,147,110,233.5,143.0,58.0,32.5
7802,r222,"United States<sup>b</sup> -> Washington -> Ecology, Department of",United States<sup>b</sup>,Washington,"Ecology, Department of",3,40,19,20,1,10.0,5.3,4.2,0.5
7802,r223,"United States<sup>b</sup> -> Washington -> Fish and Wildlife, Department of",United States<sup>b</sup>,Washington,"Fish and Wildlife, Department of",3,449,276,87,86,124.3,78.8,32.9,12.6
7802,r224,"United States<sup>b</sup> -> Washington -> Health, Department of",United States<sup>b</sup>,Washington,"Health, Department of",3,14,10,2,2,8.1,5.6,1.1,1.4
7802,r225,"United States<sup>b</sup> -> Washington -> Labor and Industries, Department of",United States<sup>b</sup>,Washington,"Labor and Industries, Department of",3,28,24,0,4,28.0,24.0,0.0,4.0
7802,r226,"United States<sup>b</sup> -> Washington -> Natural Resources, Department of",United States<sup>b</sup>,Washington,"Natural Resources, Department of",3,71,37,25,9,42.1,23.3,12.8,6.0
7802,r227,"United States<sup>b</sup> -> Washington -> Transportation, Department of",United States<sup>b</sup>,Washington,"Transportation, Department of",3,15,3,7,5,11.0,3.0,3.0,5.0
7802,r228,United States<sup>b</sup> -> Washington -> Tree Fruit Research Commission,United States<sup>b</sup>,Washington,Tree Fruit Research Commission,3,12,3,6,3,10.0,3.0,4.0,3.0
7802,r229,United States<sup>b</sup> -> West Virginia,United States<sup>b</sup>,West Virginia,,2,122,44,55,23,84.0,44.0,30.0,10.0
7802,r230,"United States<sup>b</sup> -> West Virginia -> Agriculture, Department of",United States<sup>b</sup>,West Virginia,"Agriculture, Department of",3,5,2,0,3,2.8,2.0,0.0,0.8
7802,r231,United States<sup>b</sup> -> West Virginia -> Geological and Economic Survey,United States<sup>b</sup>,West Virginia,Geological and Economic Survey,3,34,24,5,5,34.0,24.0,5.0,5.0
7802,r232,United States<sup>b</sup> -> West Virginia -> Higher Education Policy Commission,United States<sup>b</sup>,West Virginia,Higher Education Policy Commission,3,3,0,0,3,1.2,0.0,0.0,1.2
7802,r233,"United States<sup>b</sup> -> West Virginia -> Natural Resources, Department of",United States<sup>b</sup>,West Virginia,"Natural Resources, Department of",3,80,18,50,12,46.0,18.0,25.0,3.0
7802,r234,United States<sup>b</sup> -> Wisconsin,United States<sup>b</sup>,Wisconsin,,2,92,26,62,4,24.1,18.5,1.6,4.0
7802,r235,"United States<sup>b</sup> -> Wisconsin -> Natural Resources, Department of",United States<sup>b</sup>,Wisconsin,"Natural Resources, Department of",3,33,26,7,0,18.9,18.5,0.4,0.0
7802,r236,"United States<sup>b</sup> -> Wisconsin -> Transportation, Department of",United States<sup>b</sup>,Wisconsin,"Transportation, Department of",3,59,0,55,4,5.2,0.0,1.2,4.0
7802,r237,United States<sup>b</sup> -> Wyoming,United States<sup>b</sup>,Wyoming,,2,222,74,113,35,157.8,15.5,135.8,6.5
7802,r238,"United States<sup>b</sup> -> Wyoming -> Corrections, Department of",United States<sup>b</sup>,Wyoming,"Corrections, Department of",3,1,1,0,0,0.5,0.5,0.0,0.0
7802,r239,United States<sup>b</sup> -> Wyoming -> Energy Authority,United States<sup>b</sup>,Wyoming,Energy Authority,3,3,0,0,3,3.0,0.0,0.0,3.0
7802,r240,United States<sup>b</sup> -> Wyoming -> Enhanced Oil Recovery Institute,United States<sup>b</sup>,Wyoming,Enhanced Oil Recovery Institute,3,13,7,3,3,5.5,3.0,1.0,1.5
7802,r241,United States<sup>b</sup> -> Wyoming -> Game and Fish Department,United States<sup>b</sup>,Wyoming,Game and Fish Department,3,175,54,94,27,128.0,0.0,128.0,0.0
7802,r242,United States<sup>b</sup> -> Wyoming -> State Geological Survey,United States<sup>b</sup>,Wyoming,State Geological Survey,3,20,12,6,2,20.0,12.0,6.0,2.0
7802,r243,"United States<sup>b</sup> -> Wyoming -> Transportation, Department of",United States<sup>b</sup>,Wyoming,"Transportation, Department of",3,10,0,10,0,0.8,0.0,0.8,0.0
