table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_2016,field_2017,field_2018,field_2019
3198,r214,New Mexico -> Public -> New Mexico Highlands U.,New Mexico,Public,New Mexico Highlands U.,3,"['1,111', '']","['1,023', '']","['952', '']","['1,333', '']"
3198,r215,New Mexico -> Public -> Northern New Mexico C.,New Mexico,Public,Northern New Mexico C.,3,"['ne', '']","['ne', '']","['844', '']","['581', '']"
3198,r216,New York,New York,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r217,New York -> Public,New York,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r218,"New York -> Public -> SUNY, C. Cortland",New York,Public,"SUNY, C. Cortland",3,"['868', '']","['611', '']","['463', '']","['527', '']"
3198,r219,"New York -> Public -> SUNY, Delhi",New York,Public,"SUNY, Delhi",3,"['ne', '']","['169', '']","['280', '']","['634', '']"
3198,r220,"New York -> Public -> SUNY, New Paltz",New York,Public,"SUNY, New Paltz",3,"['400', '']","['578', '']","['668', '']","['494', '']"
3198,r221,"New York -> Public -> SUNY, Oneonta",New York,Public,"SUNY, Oneonta",3,"['ne', '']","['397', '']","['834', '']","['623', '']"
3198,r222,"New York -> Public -> SUNY, Potsdam",New York,Public,"SUNY, Potsdam",3,"['210', '']","['ne', '']","['ne', '']","['235', '']"
3198,r223,New York -> Private,New York,Private,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r224,New York -> Private -> Adelphi U.,New York,Private,Adelphi U.,3,"['360', '']","['347', '']","['330', '']","['359', '']"
3198,r225,New York -> Private -> Bard C.,New York,Private,Bard C.,3,"['221', '']","['228', '']","['234', '']","['235', '']"
3198,r226,New York -> Private -> Cooper Union for the Advancement of Science and Art,New York,Private,Cooper Union for the Advancement of Science and Art,3,"['399', '']","['341', '']","['418', '']","['710', '']"
3198,r227,New York -> Private -> D'Youville C.,New York,Private,D'Youville C.,3,"['ne', '']","['ne', '']","['ne', '']","['383', '']"
3198,r228,New York -> Private -> Ithaca C.,New York,Private,Ithaca C.,3,"['711', '']","['887', '']","['945', '']","['1,678', '']"
3198,r229,New York -> Private -> Le Moyne C.,New York,Private,Le Moyne C.,3,"['ne', '']","['ne', '']","['ne', '']","['163', '']"
3198,r230,New York -> Private -> Marist C.,New York,Private,Marist C.,3,"['473', '']","['692', '']","['613', '']","['320', '']"
3198,r231,New York -> Private -> New York Chiropractic C.,New York,Private,New York Chiropractic C.,3,"['379', '']","['348', '']","['395', '']","['334', '']"
3198,r232,New York -> Private -> New York Law School,New York,Private,New York Law School,3,"['453', '']","['233', '']","['257', '']","['173', '']"
3198,r233,New York -> Private -> Sarah Lawrence C.,New York,Private,Sarah Lawrence C.,3,"['ne', '']","['ne', '']","['269', '']","['532', '']"
3198,r234,New York -> Private -> Siena C.,New York,Private,Siena C.,3,"['1,721', '']","['1,425', '']","['941', '']","['944', '']"
3198,r235,New York -> Private -> St. Bonaventure U.,New York,Private,St. Bonaventure U.,3,"['731', '']","['651', '']","['519', '']","['1,049', '']"
3198,r236,New York -> Private -> St. Lawrence U.,New York,Private,St. Lawrence U.,3,"['277', '']","['639', '']","['280', '']","['194', '']"
3198,r237,New York -> Private -> Touro C.,New York,Private,Touro C.,3,"['561', '']","['679', '']","['546', '']","['470', '']"
3198,r238,New York -> Private -> Utica C.,New York,Private,Utica C.,3,"['349', '']","['370', '']","['420', '']","['598', '']"
3198,r239,North Carolina,North Carolina,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r240,North Carolina -> Public,North Carolina,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r241,North Carolina -> Public -> Elizabeth City State U.,North Carolina,Public,Elizabeth City State U.,3,"['1,889', '']","['1,340', '']","['978', '']","['1,189', '']"
3198,r242,"North Carolina -> Public -> U. North Carolina, Pembroke",North Carolina,Public,"U. North Carolina, Pembroke",3,"['423', '']","['554', '']","['814', '']","['620', '']"
3198,r243,North Dakota,North Dakota,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r244,North Dakota -> Public,North Dakota,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r245,North Dakota -> Public -> Mayville State U.,North Dakota,Public,Mayville State U.,3,"['267', '']","['262', '']","['267', '']","['292', '']"
3198,r246,North Dakota -> Public -> Minot State U.,North Dakota,Public,Minot State U.,3,"['407', '']","['436', '']","['418', '']","['251', '']"
3198,r247,North Dakota -> Private,North Dakota,Private,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r248,North Dakota -> Private -> United Tribes Technical C.,North Dakota,Private,United Tribes Technical C.,3,"['ne', '']","['ne', '']","['ne', '']","['379', '']"
3198,r249,Ohio,Ohio,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r250,Ohio -> Private,Ohio,Private,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r251,Ohio -> Private -> Baldwin Wallace U.,Ohio,Private,Baldwin Wallace U.,3,"['ne', '']","['ne', '']","['392', '']","['221', '']"
3198,r252,Ohio -> Private -> Denison U.,Ohio,Private,Denison U.,3,"['ne', '']","['ne', '']","['585', 'i']","['577', '']"
3198,r253,Ohio -> Private -> John Carroll U.,Ohio,Private,John Carroll U.,3,"['348', '']","['367', '']","['370', '']","['658', '']"
3198,r254,Ohio -> Private -> Ohio Northern U.,Ohio,Private,Ohio Northern U.,3,"['ne', '']","['399', '']","['405', '']","['316', '']"
3198,r255,Ohio -> Private -> Ohio Wesleyan U.,Ohio,Private,Ohio Wesleyan U.,3,"['251', '']","['405', '']","['509', '']","['325', '']"
3198,r256,Ohio -> Private -> Wittenberg U.,Ohio,Private,Wittenberg U.,3,"['336', '']","['270', '']","['273', '']","['267', '']"
3198,r257,Oklahoma,Oklahoma,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r258,Oklahoma -> Public,Oklahoma,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r259,Oklahoma -> Public -> East Central U.,Oklahoma,Public,East Central U.,3,"['452', '']","['493', '']","['368', '']","['394', 'i']"
3198,r260,Oklahoma -> Public -> Northeastern State U.,Oklahoma,Public,Northeastern State U.,3,"['568', '']","['475', '']","['245', '']","['432', '']"
3198,r261,Oklahoma -> Public -> Southwestern Oklahoma State U.,Oklahoma,Public,Southwestern Oklahoma State U.,3,"['272', '']","['274', '']","['527', '']","['504', '']"
3198,r262,Oregon,Oregon,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r263,Oregon -> Public,Oregon,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r264,Oregon -> Public -> Eastern Oregon U.,Oregon,Public,Eastern Oregon U.,3,"['388', '']","['493', '']","['562', '']","['472', '']"
3198,r265,Oregon -> Public -> Southern Oregon U.,Oregon,Public,Southern Oregon U.,3,"['568', '']","['776', '']","['660', '']","['424', '']"
3198,r266,Oregon -> Private,Oregon,Private,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r267,Oregon -> Private -> Linfield C.,Oregon,Private,Linfield C.,3,"['347', '']","['249', '']","['326', '']","['464', '']"
3198,r268,Pennsylvania,Pennsylvania,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r269,Pennsylvania -> Public,Pennsylvania,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r270,Pennsylvania -> Public -> Bloomsburg U. Pennsylvania,Pennsylvania,Public,Bloomsburg U. Pennsylvania,3,"['701', '']","['797', '']","['727', '']","['734', '']"
3198,r271,Pennsylvania -> Public -> East Stroudsburg U. Pennsylvania,Pennsylvania,Public,East Stroudsburg U. Pennsylvania,3,"['459', '']","['324', '']","['813', '']","['677', '']"
3198,r272,Pennsylvania -> Public -> Kutztown U. Pennsylvania,Pennsylvania,Public,Kutztown U. Pennsylvania,3,"['374', '']","['463', '']","['415', '']","['464', '']"
3198,r273,Pennsylvania -> Public -> Millersville U. Pennsylvania,Pennsylvania,Public,Millersville U. Pennsylvania,3,"['678', '']","['673', '']","['862', '']","['782', '']"
3198,r274,"Pennsylvania -> Public -> Pennsylvania State U., Altoona",Pennsylvania,Public,"Pennsylvania State U., Altoona",3,"['761', '']","['870', '']","['708', '']","['680', '']"
3198,r275,"Pennsylvania -> Public -> Pennsylvania State U., Beaver",Pennsylvania,Public,"Pennsylvania State U., Beaver",3,"['326', '']","['718', '']","['365', '']","['271', '']"
3198,r276,"Pennsylvania -> Public -> Pennsylvania State U., Berks",Pennsylvania,Public,"Pennsylvania State U., Berks",3,"['270', '']","['342', '']","['562', '']","['273', '']"
3198,r277,"Pennsylvania -> Public -> Pennsylvania State U., Brandywine",Pennsylvania,Public,"Pennsylvania State U., Brandywine",3,"['ne', '']","['ne', '']","['300', '']","['228', '']"
3198,r278,"Pennsylvania -> Public -> Pennsylvania State U., Great Valley School of Graduate Professional Studies",Pennsylvania,Public,"Pennsylvania State U., Great Valley School of Graduate Professional Studies",3,"['177', '']","['232', '']","['370', '']","['419', '']"
3198,r279,Pennsylvania -> Public -> Shippensburg U. Pennsylvania,Pennsylvania,Public,Shippensburg U. Pennsylvania,3,"['557', '']","['727', '']","['315', '']","['347', '']"
3198,r280,Pennsylvania -> Public -> Slippery Rock U. Pennsylvania,Pennsylvania,Public,Slippery Rock U. Pennsylvania,3,"['ne', '']","['ne', '']","['218', '']","['213', '']"
3198,r281,Pennsylvania -> Private,Pennsylvania,Private,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r282,Pennsylvania -> Private -> Arcadia U.,Pennsylvania,Private,Arcadia U.,3,"['732', '']","['566', '']","['430', '']","['522', '']"
3198,r283,Pennsylvania -> Private -> Bryn Athyn C.,Pennsylvania,Private,Bryn Athyn C.,3,"['211', '']","['255', '']","['420', '']","['305', '']"
3198,r284,Pennsylvania -> Private -> Gannon U.,Pennsylvania,Private,Gannon U.,3,"['248', '']","['424', '']","['409', '']","['555', '']"
3198,r285,Pennsylvania -> Private -> Juniata C.,Pennsylvania,Private,Juniata C.,3,"['366', '']","['421', '']","['605', '']","['560', '']"
3198,r286,Pennsylvania -> Private -> La Salle U.,Pennsylvania,Private,La Salle U.,3,"['989', 'i']","['898', '']","['886', '']","['1,135', '']"
3198,r287,Pennsylvania -> Private -> Lake Erie C. of Osteopathic Medicine,Pennsylvania,Private,Lake Erie C. of Osteopathic Medicine,3,"['248', '']","['639', '']","['704', '']","['565', '']"
3198,r288,Pennsylvania -> Private -> Messiah C.,Pennsylvania,Private,Messiah C.,3,"['690', '']","['267', '']","['200', '']","['165', '']"
3198,r289,Pennsylvania -> Private -> Moravian C.,Pennsylvania,Private,Moravian C.,3,"['286', '']","['184', '']","['271', '']","['273', '']"
3198,r290,Pennsylvania -> Private -> Muhlenberg C.,Pennsylvania,Private,Muhlenberg C.,3,"['532', '']","['721', '']","['472', '']","['539', '']"
3198,r291,Pennsylvania -> Private -> Saint Francis U.,Pennsylvania,Private,Saint Francis U.,3,"['ne', '']","['ne', '']","['650', '']","['829', '']"
3198,r292,Pennsylvania -> Private -> Susquehanna U.,Pennsylvania,Private,Susquehanna U.,3,"['753', '']","['971', '']","['511', '']","['368', '']"
3198,r293,Pennsylvania -> Private -> U. Scranton,Pennsylvania,Private,U. Scranton,3,"['251', '']","['314', '']","['290', '']","['450', '']"
3198,r294,Pennsylvania -> Private -> Ursinus C.,Pennsylvania,Private,Ursinus C.,3,"['737', '']","['982', '']","['925', '']","['768', '']"
3198,r295,"Pennsylvania -> Private -> Widener U., Chester",Pennsylvania,Private,"Widener U., Chester",3,"['384', '']","['541', '']","['534', '']","['764', '']"
3198,r296,Pennsylvania -> Private -> Wilkes U.,Pennsylvania,Private,Wilkes U.,3,"['248', '']","['598', '']","['653', '']","['549', '']"
3198,r297,Rhode Island,Rhode Island,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r298,Rhode Island -> Private,Rhode Island,Private,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r299,Rhode Island -> Private -> Bryant U.,Rhode Island,Private,Bryant U.,3,"['191', '']","['316', '']","['347', '']","['353', '']"
3198,r300,Rhode Island -> Private -> Salve Regina U.,Rhode Island,Private,Salve Regina U.,3,"['507', '']","['283', '']","['419', '']","['495', '']"
3198,r301,South Carolina,South Carolina,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r302,South Carolina -> Public,South Carolina,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r303,South Carolina -> Public -> Citadel Military C. South Carolina,South Carolina,Public,Citadel Military C. South Carolina,3,"['535', '']","['848', '']","['739', '']","['1,120', '']"
3198,r304,South Carolina -> Public -> Francis Marion U.,South Carolina,Public,Francis Marion U.,3,"['250', '']","['202', '']","['258', '']","['362', '']"
3198,r305,South Carolina -> Public -> U. South Carolina Upstate,South Carolina,Public,U. South Carolina Upstate,3,"['327', '']","['203', '']","['ne', '']","['257', '']"
3198,r306,"South Carolina -> Public -> U. South Carolina, Beaufort",South Carolina,Public,"U. South Carolina, Beaufort",3,"['804', '']","['555', '']","['497', '']","['532', '']"
3198,r307,South Carolina -> Private,South Carolina,Private,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r308,South Carolina -> Private -> Coker C.,South Carolina,Private,Coker C.,3,"['ne', '']","['ne', '']","['ne', '']","['434', '']"
3198,r309,South Carolina -> Private -> Converse C.,South Carolina,Private,Converse C.,3,"['ne', '']","['175', '']","['235', '']","['317', '']"
3198,r310,South Dakota,South Dakota,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r311,South Dakota -> Public,South Dakota,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r312,South Dakota -> Public -> Northern State U.,South Dakota,Public,Northern State U.,3,"['ne', '']","['ne', '']","['248', '']","['225', '']"
3198,r313,South Dakota -> Public -> Oglala Lakota C.,South Dakota,Public,Oglala Lakota C.,3,"['659', '']","['659', '']","['692', '']","['683', '']"
3198,r314,South Dakota -> Private,South Dakota,Private,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r315,South Dakota -> Private -> Dakota Wesleyan U.,South Dakota,Private,Dakota Wesleyan U.,3,"['154', '']","['240', '']","['259', '']","['187', '']"
3198,r316,Tennessee,Tennessee,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r317,Tennessee -> Public,Tennessee,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r318,"Tennessee -> Public -> U. Tennessee, Martin",Tennessee,Public,"U. Tennessee, Martin",3,"['598', '']","['347', '']","['338', '']","['363', '']"
3198,r319,Tennessee -> Private,Tennessee,Private,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r320,Tennessee -> Private -> Sewanee: U. of the South,Tennessee,Private,Sewanee: U. of the South,3,"['701', '']","['714', '']","['676', '']","['867', '']"
3198,r321,Tennessee -> Private -> Southern C. of Optometry,Tennessee,Private,Southern C. of Optometry,3,"['212', '']","['272', '']","['231', '']","['212', '']"
3198,r322,Texas,Texas,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r323,Texas -> Public,Texas,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r324,Texas -> Public -> Angelo State U.,Texas,Public,Angelo State U.,3,"['1,057', '']","['807', '']","['774', '']","['815', '']"
3198,r325,Texas -> Public -> Midwestern State U.,Texas,Public,Midwestern State U.,3,"['822', '']","['874', '']","['868', '']","['1,100', '']"
3198,r326,Texas -> Public -> Texas A&M U.-San Antonio,Texas,Public,Texas A&M U.-San Antonio,3,"['380', '']","['426', '']","['333', '']","['308', '']"
3198,r327,Texas -> Public -> U. Houston system administration,Texas,Public,U. Houston system administration,3,"['1,070', '']","['1,099', '']","['971', '']","['965', '']"
3198,r328,Texas -> Public -> U. Texas of the Permian Basin,Texas,Public,U. Texas of the Permian Basin,3,"['1,561', '']","['1,152', '']","['668', '']","['1,642', '']"
3198,r329,Texas -> Private,Texas,Private,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r330,Texas -> Private -> Abilene Christian U.,Texas,Private,Abilene Christian U.,3,"['507', '']","['634', '']","['581', '']","['979', '']"
3198,r331,Texas -> Private -> Austin C.,Texas,Private,Austin C.,3,"['327', '']","['365', '']","['384', '']","['376', '']"
3198,r332,Texas -> Private -> LeTourneau U.,Texas,Private,LeTourneau U.,3,"['939', '']","['805', '']","['737', '']","['239', '']"
3198,r333,Texas -> Private -> Southwestern U.,Texas,Private,Southwestern U.,3,"['650', '']","['446', '']","['386', '']","['334', '']"
3198,r334,"Texas -> Private -> St. Mary's U., San Antonio",Texas,Private,"St. Mary's U., San Antonio",3,"['794', '']","['692', '']","['622', '']","['865', '']"
3198,r335,Texas -> Private -> Texas Chiropractic C.,Texas,Private,Texas Chiropractic C.,3,"['221', 'i']","['224', 'i']","['215', 'i']","['212', 'i']"
3198,r336,Utah,Utah,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r337,Utah -> Public,Utah,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r338,Utah -> Public -> Southern Utah U.,Utah,Public,Southern Utah U.,3,"['376', '']","['657', '']","['763', '']","['812', '']"
3198,r339,Utah -> Public -> Utah Valley U.,Utah,Public,Utah Valley U.,3,"['330', '']","['348', '']","['281', '']","['151', '']"
3198,r340,Utah -> Public -> Weber State U.,Utah,Public,Weber State U.,3,"['796', '']","['907', '']","['721', '']","['1,081', '']"
3198,r341,Vermont,Vermont,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r342,Vermont -> Private,Vermont,Private,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r343,Vermont -> Private -> Norwich U.,Vermont,Private,Norwich U.,3,"['1,249', '']","['878', '']","['867', '']","['992', '']"
3198,r344,Virginia,Virginia,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r345,Virginia -> Public,Virginia,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r346,Virginia -> Public -> Longwood U.,Virginia,Public,Longwood U.,3,"['ne', '']","['ne', '']","['388', '']","['353', '']"
3198,r347,Virginia -> Public -> Radford U.,Virginia,Public,Radford U.,3,"['685', '']","['653', '']","['604', '']","['879', '']"
3198,r348,Virginia -> Public -> Virginia Military Institute,Virginia,Public,Virginia Military Institute,3,"['550', '']","['534', '']","['499', '']","['727', '']"
3198,r349,Virginia -> Private,Virginia,Private,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r350,Virginia -> Private -> Eastern Mennonite U.,Virginia,Private,Eastern Mennonite U.,3,"['ne', '']","['257', '']","['299', '']","['209', '']"
3198,r351,Virginia -> Private -> Ferrum C.,Virginia,Private,Ferrum C.,3,"['227', '']","['ne', '']","['ne', '']","['184', '']"
3198,r352,Virginia -> Private -> Roanoke C.,Virginia,Private,Roanoke C.,3,"['550', '']","['539', '']","['954', '']","['826', '']"
3198,r353,Virginia -> Private -> Washington and Lee U.,Virginia,Private,Washington and Lee U.,3,"['227', '']","['ne', '']","['ne', '']","['241', '']"
3198,r354,Washington,Washington,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r355,Washington -> Public,Washington,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r356,Washington -> Public -> Evergreen State C.,Washington,Public,Evergreen State C.,3,"['407', '']","['409', '']","['486', 'i']","['563', '']"
3198,r357,Washington -> Private,Washington,Private,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r358,Washington -> Private -> Bastyr U.,Washington,Private,Bastyr U.,3,"['832', '']","['464', '']","['232', '']","['389', '']"
3198,r359,Washington -> Private -> Gonzaga U.,Washington,Private,Gonzaga U.,3,"['959', '']","['618', '']","['396', '']","['187', '']"
3198,r360,Washington -> Private -> Pacific Lutheran U.,Washington,Private,Pacific Lutheran U.,3,"['392', '']","['238', '']","['257', '']","['342', '']"
3198,r361,Washington -> Private -> Pacific Northwest U. of Health Sciences,Washington,Private,Pacific Northwest U. of Health Sciences,3,"['482', '']","['427', '']","['829', '']","['833', '']"
3198,r362,Washington -> Private -> Seattle Pacific U.,Washington,Private,Seattle Pacific U.,3,"['1,016', '']","['996', '']","['870', '']","['724', '']"
3198,r363,Washington -> Private -> U. Puget Sound,Washington,Private,U. Puget Sound,3,"['1,072', '']","['902', '']","['900', '']","['1,039', '']"
3198,r364,Washington -> Private -> Whitworth U.,Washington,Private,Whitworth U.,3,"['523', '']","['792', '']","['806', '']","['421', '']"
3198,r365,West Virginia,West Virginia,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r366,West Virginia -> Public,West Virginia,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r367,West Virginia -> Public -> Bluefield State C.,West Virginia,Public,Bluefield State C.,3,"['310', '']","['458', '']","['443', '']","['595', '']"
3198,r368,West Virginia -> Public -> West Liberty U.,West Virginia,Public,West Liberty U.,3,"['ne', '']","['ne', '']","['688', '']","['908', '']"
3198,r369,West Virginia -> Public -> West Virginia School of Osteopathic Medicine,West Virginia,Public,West Virginia School of Osteopathic Medicine,3,"['407', '']","['369', '']","['428', '']","['1,951', '']"
3198,r370,West Virginia -> Private,West Virginia,Private,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r371,West Virginia -> Private -> Future Generations U.,West Virginia,Private,Future Generations U.,3,"['ne', '']","['ne', '']","['ne', '']","['286', '']"
3198,r372,West Virginia -> Private -> Wheeling Jesuit U.,West Virginia,Private,Wheeling Jesuit U.,3,"['776', '']","['400', '']","['431', '']","['328', '']"
3198,r373,Wisconsin,Wisconsin,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r374,Wisconsin -> Public,Wisconsin,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r375,Wisconsin -> Public -> U. Wisconsin-Parkside,Wisconsin,Public,U. Wisconsin-Parkside,3,"['ne', '']","['ne', '']","['168', '']","['213', '']"
3198,r376,Wisconsin -> Public -> U. Wisconsin-River Falls,Wisconsin,Public,U. Wisconsin-River Falls,3,"['1,104', '']","['1,072', '']","['923', '']","['1,130', '']"
3198,r377,Wisconsin -> Public -> U. Wisconsin-Stout,Wisconsin,Public,U. Wisconsin-Stout,3,"['516', '']","['821', '']","['902', '']","['668', '']"
3198,r378,Wisconsin -> Public -> U. Wisconsin-Whitewater,Wisconsin,Public,U. Wisconsin-Whitewater,3,"['698', '']","['782', '']","['685', '']","['757', '']"
3198,r379,Wisconsin -> Private,Wisconsin,Private,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r380,Wisconsin -> Private -> Alverno C.,Wisconsin,Private,Alverno C.,3,"['412', '']","['213', '']","['219', '']","['216', '']"
3198,r381,Wisconsin -> Private -> Beloit C.,Wisconsin,Private,Beloit C.,3,"['234', '']","['289', '']","['224', '']","['201', '']"
3198,r382,"Wisconsin -> Private -> Concordia U., Wisconsin",Wisconsin,Private,"Concordia U., Wisconsin",3,"['594', '']","['493', '']","['352', '']","['248', '']"
3198,r383,Wisconsin -> Private -> Lawrence U.,Wisconsin,Private,Lawrence U.,3,"['503', '']","['378', '']","['439', '']","['508', '']"
3198,r384,Wisconsin -> Private -> St. Norbert C.,Wisconsin,Private,St. Norbert C.,3,"['380', '']","['281', '']","['411', '']","['354', '']"
3198,r385,Puerto Rico,Puerto Rico,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r386,Puerto Rico -> Public,Puerto Rico,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r387,"Puerto Rico -> Public -> U. Puerto Rico, Aguadilla",Puerto Rico,Public,"U. Puerto Rico, Aguadilla",3,"['ne', '']","['ne', '']","['512', '']","['465', '']"
3198,r388,"Puerto Rico -> Public -> U. Puerto Rico, Ponce",Puerto Rico,Public,"U. Puerto Rico, Ponce",3,"['629', '']","['744', '']","['698', 'i']","['651', '']"
3198,r389,Puerto Rico -> Private,Puerto Rico,Private,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r390,"Puerto Rico -> Private -> Pontifical Catholic U. Puerto Rico, Ponce",Puerto Rico,Private,"Pontifical Catholic U. Puerto Rico, Ponce",3,"['186', '']","['206', '']","['150', '']","['287', '']"
3198,r391,Puerto Rico -> Private -> San Juan Bautista School of Medicine,Puerto Rico,Private,San Juan Bautista School of Medicine,3,"['866', '']","['570', '']","['754', '']","['896', '']"
3198,r392,"Puerto Rico -> Private -> U. Ana G. Mendez, Carolina",Puerto Rico,Private,"U. Ana G. Mendez, Carolina",3,"['1,207', '']","['1,359', '']","['865', '']","['1,099', '']"
