table_id,row_id,_b_state_or_territory_control_and_institution_b_full_path,_b_state_or_territory_control_and_institution_b_level_1,_b_state_or_territory_control_and_institution_b_level_2,_b_state_or_territory_control_and_institution_b_level_3,_b_state_or_territory_control_and_institution_b_hierarchy_depth,field_started_in_fy_2006_or_fy_2007,field_started_in_fy_2008_or_fy_2009,field_started_in_fy_2010_or_fy_2011,field_started_in_fy_2012_or_fy_2013,field_started_in_fy_2014_or_fy_2015,field_started_in_fy_2016_or_fy_2017,field_started_in_fy_2018_or_fy_2019,field_started_in_fy_2020_or_fy_2021,field_planned_to_start_in_fy_2022_or_fy_2023,field_deferred_projects_included_in_institutional_plan,field_deferred_projects_not_included_in_institutional_plan
7862,r117,Connecticut -> Private -> Wesleyan U.,Connecticut,Private,Wesleyan U.,3,"['580', '']","['1,050', '']","['3,257', '']","['2,745', '']","['4,097', '']","['3,006', '']","['2,201', '']","['1,801', '']","['900', '']","['5,922', '']","['15,967', '']"
7862,r118,Connecticut -> Private -> Yale U.,Connecticut,Private,Yale U.,3,"['187,441', '']","['141,291', '']","['113,456', '']","['201,349', '']","['265,364', '']","['102,058', '']","['114,062', '']","['378,885', '']","['465,399', '']","['255,909', '']","['0', '']"
7862,r119,Delaware,Delaware,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r120,Delaware -> Public,Delaware,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r121,Delaware -> Public -> Delaware State U.,Delaware,Public,Delaware State U.,3,"['1,763', '']","['0', '']","['500', '']","['600', '']","['1,590', '']","['350', '']","['426', '']","['677', '']","['4,630', '']","['8,500', '']","['2,050', '']"
7862,r122,Delaware -> Public -> U. Delaware,Delaware,Public,U. Delaware,3,"['32,183', '']","['7,968', '']","['0', '']","['6,817', '']","['14,103', '']","['10,939', '']","['4,856', '']","['10,008', '']","['10,634', '']","['36,533', '']","['0', '']"
7862,r123,District of Columbia,District of Columbia,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r124,District of Columbia -> Public,District of Columbia,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r125,District of Columbia -> Public -> U. of the District of Columbia,District of Columbia,Public,U. of the District of Columbia,3,"['0', '']","['0', '']","['260', '']","['4,500', '']","['10,500', '']","['800', '']","['2,000', '']","['0', '']","['4,000', '']","['250', '']","['0', '']"
7862,r126,District of Columbia -> Private,District of Columbia,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r127,District of Columbia -> Private -> American U.,District of Columbia,Private,American U.,3,"['0', '']","['3,100', '']","['0', '']","['1,400', 'i']","['0', '']","['1,155', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,000', '']"
7862,r128,District of Columbia -> Private -> Catholic U. of America,District of Columbia,Private,Catholic U. of America,3,"['0', '']","['NA', '']","['NA', '']","['0', '']","['2,430', '']","['1,001', '']","['800', '']","['3,143', '']","['0', '']","['0', '']","['0', '']"
7862,r129,District of Columbia -> Private -> Gallaudet U.,District of Columbia,Private,Gallaudet U.,3,"['NA', '']","['NA', '']","['520', '']","['657', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r130,District of Columbia -> Private -> George Washington U.,District of Columbia,Private,George Washington U.,3,"['67,600', '']","['345', '']","['40,535', '']","['52,235', '']","['25,909', '']","['36,518', '']","['15,550', '']","['6,550', '']","['9,756', 'i']","['0', 'i']","['0', 'i']"
7862,r131,District of Columbia -> Private -> Georgetown U.,District of Columbia,Private,Georgetown U.,3,"['16,505', '']","['1,940', '']","['17,408', '']","['10,407', '']","['12,315', '']","['0', '']","['3,300', '']","['10,795', '']","['18,180', '']","['109,142', '']","['0', '']"
7862,r132,District of Columbia -> Private -> Howard U.,District of Columbia,Private,Howard U.,3,"['550', '']","['1,385', '']","['9,529', '']","['14,450', '']","['2,000', '']","['6,000', '']","['10,351', '']","['7,277', '']","['4,540', '']","['12,373', '']","['0', '']"
7862,r133,Florida,Florida,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r134,Florida -> Public,Florida,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r135,Florida -> Public -> Florida A&M U.,Florida,Public,Florida A&M U.,3,"['3,000', '']","['1,400', '']","['7,600', '']","['2,400', '']","['3,032', '']","['545', '']","['514', '']","['2,580', '']","['0', '']","['0', '']","['0', '']"
7862,r136,Florida -> Public -> Florida Atlantic U.,Florida,Public,Florida Atlantic U.,3,"['0', '']","['0', '']","['3,318', '']","['1,262', '']","['0', '']","['700', '']","['582', '']","['716', '']","['1,167', '']","['0', '']","['0', '']"
7862,r137,Florida -> Public -> Florida Gulf Coast U.,Florida,Public,Florida Gulf Coast U.,3,"['251', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r138,Florida -> Public -> Florida International U.,Florida,Public,Florida International U.,3,"['2,607', '']","['1,317', '']","['9,003', '']","['6,631', '']","['1,534', '']","['4,051', '']","['2,273', '']","['4,171', '']","['1,681', '']","['0', '']","['0', '']"
7862,r139,Florida -> Public -> Florida Polytechnic U.,Florida,Public,Florida Polytechnic U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r140,Florida -> Public -> Florida State U.,Florida,Public,Florida State U.,3,"['0', '']","['0', '']","['0', '']","['1,619', '']","['3,459', '']","['5,468', '']","['39,538', '']","['8,476', '']","['7,730', '']","['0', '']","['0', '']"
7862,r141,Florida -> Public -> U. Central Florida,Florida,Public,U. Central Florida,3,"['0', '']","['0', '']","['0', '']","['320', '']","['7,171', '']","['12,100', '']","['647', '']","['5,183', '']","['10,000', '']","['0', '']","['27,248', '']"
7862,r142,Florida -> Public -> U. Florida,Florida,Public,U. Florida,3,"['4,100', '']","['390', '']","['8,236', '']","['7,031', '']","['67,659', '']","['12,640', 'i']","['4,796', '']","['14,222', '']","['16,103', '']","['372,578', '']","['0', '']"
7862,r143,Florida -> Public -> U. North Florida,Florida,Public,U. North Florida,3,"['NA', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['6,840', 'i']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r144,Florida -> Public -> U. South Florida<sup>b</sup>,Florida,Public,U. South Florida<sup>b</sup>,3,"['4,349', '']","['4,985', '']","['6,342', '']","['5,731', '']","['6,218', '']","['2,361', '']","['14,177', '']","['7,794', '']","['400', '']","['98,780', '']","['0', '']"
7862,r145,Florida -> Public -> U. West Florida,Florida,Public,U. West Florida,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r146,Florida -> Private,Florida,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r147,Florida -> Private -> Embry-Riddle Aeronautical U.,Florida,Private,Embry-Riddle Aeronautical U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['700', '']","['252', '']","['0', '']","['0', '']"
7862,r148,Florida -> Private -> Florida Institute of Technology,Florida,Private,Florida Institute of Technology,3,"['0', '']","['0', '']","['0', '']","['2,099', '']","['2,170', '']","['0', '']","['3,327', '']","['545', '']","['0', '']","['0', '']","['0', '']"
7862,r149,Florida -> Private -> Nova Southeastern U.,Florida,Private,Nova Southeastern U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['4,482', '']","['1,742', '']","['0', '']","['4,951', '']","['123,085', '']","['0', '']","['503', '']"
7862,r150,Florida -> Private -> U. Miami,Florida,Private,U. Miami,3,"['28,800', '']","['17,051', '']","['7,018', '']","['21,856', '']","['75,372', '']","['10,844', '']","['9,011', '']","['21,786', '']","['32,963', '']","['70,514', '']","['0', '']"
7862,r151,Georgia,Georgia,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r152,Georgia -> Public,Georgia,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r153,Georgia -> Public -> Augusta U.,Georgia,Public,Augusta U.,3,"['na', '']","['na', '']","['na', '']","['569', '']","['2,538', '']","['6,724', '']","['440', '']","['1,259', '']","['2,864', '']","['0', '']","['0', '']"
7862,r154,Georgia -> Public -> Fort Valley State U.,Georgia,Public,Fort Valley State U.,3,"['0', '']","['0', '']","['0', '']","['361', '']","['361', '']","['0', '']","['2,836', '']","['879', '']","['3,600', '']","['0', '']","['0', '']"
7862,r155,Georgia -> Public -> Georgia Institute of Technology,Georgia,Public,Georgia Institute of Technology,3,"['6,400', '']","['22,500', '']","['15,600', '']","['18,700', '']","['22,288', '']","['7,164', '']","['92,142', '']","['43,306', '']","['15,214', '']","['242,560', '']","['19,705', '']"
7862,r156,Georgia -> Public -> Georgia Southern U.,Georgia,Public,Georgia Southern U.,3,"['0', '']","['6,841', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5,000', '']","['0', '']","['3,200', '']","['0', '']","['0', '']"
7862,r157,Georgia -> Public -> Georgia State U.,Georgia,Public,Georgia State U.,3,"['5,466', '']","['6,181', '']","['8,230', '']","['4,372', '']","['2,500', '']","['1,281', '']","['6,805', '']","['5,005', '']","['2,800', '']","['2,700', '']","['0', '']"
7862,r158,Georgia -> Public -> Kennesaw State U.,Georgia,Public,Kennesaw State U.,3,"['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['1,000', '']","['0', '']","['1,497', '']","['1,000', '']","['0', '']","['0', '']"
7862,r159,Georgia -> Public -> Savannah State U.,Georgia,Public,Savannah State U.,3,"['1,146', '']","['0', '']","['250', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,700', '']","['0', '']","['1,800', '']","['0', '']"
7862,r160,Georgia -> Public -> U. Georgia,Georgia,Public,U. Georgia,3,"['1,685', '']","['2,800', '']","['3,967', '']","['12,821', '']","['6,729', '']","['16,964', '']","['10,446', '']","['4,678', '']","['60,410', '']","['0', '']","['0', '']"
7862,r161,Georgia -> Private,Georgia,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r162,Georgia -> Private -> Clark Atlanta U.,Georgia,Private,Clark Atlanta U.,3,"['0', '']","['0', '']","['250', '']","['250', '']","['2,036', '']","['0', '']","['0', '']","['15,457', '']","['9,500', '']","['0', '']","['0', '']"
7862,r163,Georgia -> Private -> Emory U.,Georgia,Private,Emory U.,3,"['7,055', '']","['2,942', '']","['0', '']","['4,167', '']","['1,001', '']","['5,197', '']","['5,844', '']","['5,844', '']","['47,890', '']","['250', '']","['0', '']"
7862,r164,Georgia -> Private -> Mercer U.,Georgia,Private,Mercer U.,3,"['0', '']","['1,663', '']","['0', '']","['0', '']","['0', '']","['0', '']","['49,201', '']","['16,486', '']","['0', '']","['0', '']","['0', '']"
7862,r165,Georgia -> Private -> Morehouse C.,Georgia,Private,Morehouse C.,3,"['2,256', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,208', '']","['750', '']","['0', '']","['0', '']"
7862,r166,Georgia -> Private -> Morehouse School of Medicine,Georgia,Private,Morehouse School of Medicine,3,"['0', '']","['354', '']","['0', '']","['10,000', '']","['0', '']","['1,326', '']","['0', '']","['0', '']","['2,500', '']","['15,000', '']","['0', '']"
7862,r167,Georgia -> Private -> Spelman C.,Georgia,Private,Spelman C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r168,Hawaii,Hawaii,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r169,Hawaii -> Public,Hawaii,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r170,"Hawaii -> Public -> U. Hawaii, Hilo",Hawaii,Public,"U. Hawaii, Hilo",3,"['0', '']","['0', '']","['4,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['7,445', '']","['515', '']","['515', '']","['0', '']"
7862,r171,"Hawaii -> Public -> U. Hawaii, Manoa",Hawaii,Public,"U. Hawaii, Manoa",3,"['19,184', '']","['26,768', '']","['2,400', '']","['12,041', '']","['7,035', 'i']","['51,376', '']","['12,448', '']","['16,066', '']","['27,694', '']","['53,701', '']","['0', '']"
7862,r172,Hawaii -> Private,Hawaii,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r173,Hawaii -> Private -> Hawaii Pacific U.,Hawaii,Private,Hawaii Pacific U.,3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r174,Idaho,Idaho,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r175,Idaho -> Public,Idaho,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r176,Idaho -> Public -> Boise State U.,Idaho,Public,Boise State U.,3,"['727', '']","['1,100', '']","['1,171', '']","['6,768', '']","['7,557', '']","['0', '']","['0', '']","['1,550', '']","['0', '']","['3,475', '']","['0', '']"
7862,r177,Idaho -> Public -> Idaho State U.,Idaho,Public,Idaho State U.,3,"['0', '']","['2,214', '']","['0', '']","['0', '']","['4,643', '']","['0', '']","['1,736', '']","['0', '']","['0', '']","['82,440', '']","['0', '']"
7862,r178,Idaho -> Public -> U. Idaho,Idaho,Public,U. Idaho,3,"['1,732', '']","['9,320', '']","['1,216', '']","['6,218', '']","['6,398', '']","['5,487', '']","['8,897', '']","['5,047', '']","['7,506', '']","['14,985', '']","['0', '']"
7862,r179,Illinois,Illinois,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r180,Illinois -> Public,Illinois,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r181,Illinois -> Public -> Illinois State U.,Illinois,Public,Illinois State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['643', '']","['0', '']","['0', 'i']","['11,400', '']","['1,185', '']","['0', '']","['0', '']"
7862,r182,Illinois -> Public -> Northeastern Illinois U.,Illinois,Public,Northeastern Illinois U.,3,"['ne', '']","['0', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
7862,r183,Illinois -> Public -> Northern Illinois U.,Illinois,Public,Northern Illinois U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,137', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r184,"Illinois -> Public -> Southern Illinois U., Carbondale",Illinois,Public,"Southern Illinois U., Carbondale",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r185,"Illinois -> Public -> Southern Illinois U., Edwardsville",Illinois,Public,"Southern Illinois U., Edwardsville",3,"['0', '']","['0', '']","['4,680', '']","['0', '']","['0', '']","['0', '']","['600', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r186,"Illinois -> Public -> U. Illinois, Chicago",Illinois,Public,"U. Illinois, Chicago",3,"['13,768', '']","['3,776', '']","['632', '']","['449', '']","['575', '']","['2,734', '']","['16,217', '']","['11,381', '']","['17,488', '']","['152,921', '']","['0', '']"
7862,r187,"Illinois -> Public -> U. Illinois, Springfield",Illinois,Public,"U. Illinois, Springfield",3,"['350', '']","['0', '']","['0', '']","['0', '']","['0', '']","['415', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r188,"Illinois -> Public -> U. Illinois, Urbana-Champaign",Illinois,Public,"U. Illinois, Urbana-Champaign",3,"['15,120', '']","['15,620', '']","['21,400', '']","['9,116', '']","['1,804', '']","['83,733', '']","['35,361', '']","['5,264', '']","['4,694', '']","['0', '']","['0', '']"
7862,r189,Illinois -> Public -> Western Illinois U.,Illinois,Public,Western Illinois U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r190,Illinois -> Private,Illinois,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r191,Illinois -> Private -> DePaul U.,Illinois,Private,DePaul U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['6,600', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r192,Illinois -> Private -> Illinois Institute of Technology,Illinois,Private,Illinois Institute of Technology,3,"['0', '']","['0', '']","['0', '']","['500', '']","['525', '']","['1,224', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r193,"Illinois -> Private -> Loyola U., Chicago",Illinois,Private,"Loyola U., Chicago",3,"['803', '']","['2,331', '']","['5,737', '']","['3,967', '']","['0', '']","['0', '']","['845', '']","['886', '']","['1,400', '']","['0', '']","['0', '']"
7862,r194,Illinois -> Private -> Midwestern U.,Illinois,Private,Midwestern U.,3,"['0', '']","['4,390', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,000', '']","['0', '']","['0', '']"
7862,r195,Illinois -> Private -> Northwestern U.,Illinois,Private,Northwestern U.,3,"['50,907', '']","['54,673', '']","['75,163', '']","['66,459', '']","['47,995', '']","['86,532', '']","['59,124', '']","['75,693', '']","['42,407', '']","['60,565', '']","['0', '']"
7862,r196,Illinois -> Private -> Rosalind Franklin U. of Medicine and Science,Illinois,Private,Rosalind Franklin U. of Medicine and Science,3,"['250', '']","['0', '']","['495', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r197,Illinois -> Private -> Rush U.,Illinois,Private,Rush U.,3,"['750', '']","['1,000', '']","['4,928', '']","['1,899', '']","['3,833', '']","['16,785', '']","['0', '']","['7,000', '']","['0', '']","['0', '']","['0', '']"
7862,r198,"Illinois -> Private -> Toyota Technological Institute, Chicago",Illinois,Private,"Toyota Technological Institute, Chicago",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['5,923', '']","['0', '']","['0', '']","['0', '']"
7862,r199,Illinois -> Private -> U. Chicago,Illinois,Private,U. Chicago,3,"['78,488', '']","['63,173', '']","['20,000', '']","['42,813', '']","['28,191', '']","['64,634', '']","['50,524', '']","['42,501', '']","['24,801', '']","['0', '']","['0', '']"
7862,r200,"Illinois -> Private -> Wheaton C., Wheaton",Illinois,Private,"Wheaton C., Wheaton",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r201,Indiana,Indiana,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r202,Indiana -> Public,Indiana,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r203,Indiana -> Public -> Ball State U.,Indiana,Public,Ball State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r204,Indiana -> Public -> Indiana State U.,Indiana,Public,Indiana State U.,3,"['0', '']","['1,631', '']","['1,531', '']","['377', '']","['300', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r205,"Indiana -> Public -> Indiana U., Bloomington",Indiana,Public,"Indiana U., Bloomington",3,"['na', '']","['na', '']","['8,786', '']","['13,606', '']","['10,766', '']","['19,544', '']","['21,279', '']","['8,561', '']","['3,450', '']","['9,146', '']","['0', '']"
7862,r206,"Indiana -> Public -> Indiana U., South Bend",Indiana,Public,"Indiana U., South Bend",3,"['na', '']","['na', '']","['0', '']","['636', '']","['0', '']","['1,521', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r207,"Indiana -> Public -> Indiana U. Purdue U., Indianapolis",Indiana,Public,"Indiana U. Purdue U., Indianapolis",3,"['na', '']","['na', '']","['35,137', '']","['24,528', '']","['30,000', '']","['12,991', '']","['21,866', '']","['9,653', '']","['0', '']","['8,731', '']","['0', '']"
7862,r208,"Indiana -> Public -> Purdue U., Fort Wayne<sup>c</sup>",Indiana,Public,"Purdue U., Fort Wayne<sup>c</sup>",3,"['na', '']","['na', '']","['300', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r209,"Indiana -> Public -> Purdue U., Northwest",Indiana,Public,"Purdue U., Northwest",3,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r210,"Indiana -> Public -> Purdue U., West Lafayette",Indiana,Public,"Purdue U., West Lafayette",3,"['na', '']","['na', '']","['25,640', '']","['25,564', '']","['36,522', '']","['8,379', '']","['37,570', '']","['80,078', '']","['51,352', '']","['0', '']","['22,831', '']"
7862,r211,Indiana -> Private,Indiana,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r212,Indiana -> Private -> U. Notre Dame,Indiana,Private,U. Notre Dame,3,"['5,484', '']","['4,683', '']","['5,250', '']","['9,761', '']","['369', '']","['30,008', '']","['12,981', '']","['7,532', '']","['5,074', '']","['0', '']","['0', '']"
7862,r213,Iowa,Iowa,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r214,Iowa -> Public,Iowa,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r215,Iowa -> Public -> Iowa State U.,Iowa,Public,Iowa State U.,3,"['1,708', '']","['1,105', '']","['916', '']","['0', '']","['1,240', '']","['1,149', '']","['597', '']","['1,992', '']","['6,495', '']","['694', '']","['0', '']"
7862,r216,Iowa -> Public -> U. Iowa,Iowa,Public,U. Iowa,3,"['7,861', '']","['23,834', '']","['8,396', '']","['9,006', '']","['70,729', '']","['47,578', '']","['28,296', '']","['18,370', '']","['32,861', '']","['2,747', '']","['0', '']"
7862,r217,Iowa -> Public -> U. Northern Iowa,Iowa,Public,U. Northern Iowa,3,"['2,370', '']","['0', '']","['335', '']","['814', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5,414', '']","['3,374', '']","['22,759', '']"
7862,r218,Iowa -> Private,Iowa,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r219,Iowa -> Private -> Des Moines U.,Iowa,Private,Des Moines U.,3,"['ne', '']","['0', '']","['ne', '']","['ne', '']","['ne', '']","['300', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r220,Iowa -> Private -> Dordt U.,Iowa,Private,Dordt U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
7862,r221,Iowa -> Private -> Grinnell C.,Iowa,Private,Grinnell C.,3,"['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['15,733', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r222,"Iowa -> Private -> Palmer C. of Chiropractic, Davenport",Iowa,Private,"Palmer C. of Chiropractic, Davenport",3,"['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r223,Kansas,Kansas,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r224,Kansas -> Public,Kansas,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r225,Kansas -> Public -> Kansas State U.,Kansas,Public,Kansas State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['8,555', '']","['1,503', '']","['7,955', '']","['4,875', '']","['4,186', '']","['40,300', '']","['0', '']"
7862,r226,Kansas -> Public -> Pittsburg State U.,Kansas,Public,Pittsburg State U.,3,"['0', '']","['0', '']","['2,546', '']","['4,475', '']","['0', '']","['0', '']","['0', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
7862,r227,Kansas -> Public -> U. Kansas,Kansas,Public,U. Kansas,3,"['2,976', '']","['4,154', '']","['55,252', '']","['6,053', '']","['6,834', '']","['5,099', '']","['4,318', '']","['3,753', '']","['2,577', '']","['8,150', '']","['0', '']"
7862,r228,Kansas -> Public -> Wichita State U.,Kansas,Public,Wichita State U.,3,"['0', '']","['0', '']","['588', '']","['9,253', '']","['1,054', '']","['0', '']","['1,486', '']","['952', '']","['2,090', '']","['0', '']","['0', '']"
7862,r229,Kentucky,Kentucky,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r230,Kentucky -> Public,Kentucky,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r231,Kentucky -> Public -> Kentucky State U.,Kentucky,Public,Kentucky State U.,3,"['0', '']","['0', '']","['12,368', '']","['2,000', '']","['0', '']","['1,086', '']","['6,500', '']","['2,900', '']","['3,200', '']","['0', '']","['0', '']"
7862,r232,Kentucky -> Public -> Morehead State U.,Kentucky,Public,Morehead State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r233,Kentucky -> Public -> Murray State U.,Kentucky,Public,Murray State U.,3,"['321', '']","['887', '']","['1,012', '']","['532', '']","['500', '']","['3,800', '']","['0', '']","['6,000', '']","['0', '']","['0', '']","['0', '']"
7862,r234,Kentucky -> Public -> Northern Kentucky U.,Kentucky,Public,Northern Kentucky U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4,098', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r235,Kentucky -> Public -> U. Kentucky,Kentucky,Public,U. Kentucky,3,"['16,925', '']","['11,376', '']","['32,912', '']","['8,292', '']","['3,322', '']","['2,492', '']","['1,776', '']","['3,459', '']","['6,200', '']","['116,250', '']","['113,500', '']"
7862,r236,Kentucky -> Public -> U. Louisville,Kentucky,Public,U. Louisville,3,"['2,674', '']","['8,700', '']","['1,025', '']","['13,673', '']","['3,591', '']","['3,696', '']","['961', '']","['5,487', '']","['6,054', '']","['36,438', '']","['0', '']"
