table_id,row_id,characteristic_full_path,characteristic_level_1,characteristic_level_2,characteristic_level_3,characteristic_level_4,characteristic_level_5,characteristic_level_6,characteristic_hierarchy_depth,field_all_fields,field_life_sciencesa,field_physical_sciences_and_earth_sciences,field_mathematics_and_computer_sciences,field_psychology_and_social_sciences,field_engineering,field_education,field_humanities_and_arts,field_otherb
2853,r072,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup>,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,,,4,,,,,,,,,
2853,r073,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup>,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,,5,88.0,91.2,87.9,87.3,84.1,88.1,91.6,87.3,85.1
2853,r074,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup> -> New England,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,New England,6,8.6,11.0,10.8,7.2,9.1,7.7,4.0,8.6,4.7
2853,r075,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup> -> Middle Atlantic,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,Middle Atlantic,6,11.6,12.3,10.9,13.5,13.6,8.5,10.4,17.2,11.6
2853,r076,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup> -> East North Central,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,East North Central,6,10.8,10.1,10.8,8.3,10.0,11.3,13.9,13.5,12.5
2853,r077,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup> -> West North Central,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,West North Central,6,4.5,6.9,3.4,2.3,3.7,3.6,6.8,5.2,5.9
2853,r078,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup> -> South Atlantic,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,South Atlantic,6,14.5,16.3,12.8,11.4,18.4,12.2,17.6,14.7,17.9
2853,r079,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup> -> East South Central,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,East South Central,6,3.2,3.3,2.4,1.5,2.9,2.7,8.2,4.3,5.4
2853,r080,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup> -> West South Central,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,West South Central,6,6.9,6.1,6.0,4.8,6.4,7.7,10.7,7.2,10.6
2853,r081,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup> -> Mountain,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,Mountain,6,5.7,5.0,6.9,4.1,5.0,7.1,8.7,3.8,4.0
2853,r082,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup> -> Pacific and insular,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,Pacific and insular,6,21.3,19.4,23.1,33.8,14.1,26.5,9.9,11.4,11.2
2853,r083,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> Not in United States,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,Not in United States,,5,11.9,8.7,12.0,12.5,15.8,11.8,8.4,12.7,14.8
2853,r084,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> Location unknown,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,Location unknown,,5,0.1,0.05,0.1,0.2,0.1,0.2,0.0,0.0,0.1
2853,r085,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number),All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),,,,,2,25542,6961,2213,1095,5399,2468,3213,2573,1620
2853,r086,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup>,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,,,,3,,,,,,,,,
2853,r087,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite postgraduation study,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite postgraduation study,,,4,6021,2342,756,234,1576,527,202,283,101
2853,r088,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment,,,4,9796,1901,610,523,1951,897,1913,1065,936
2853,r089,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Seeking employment or study,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Seeking employment or study,,,4,6590,1933,642,232,1137,760,711,847,328
2853,r090,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Other<sup>e</sup>,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Other<sup>e</sup>,,,4,823,320,55,12,143,61,93,99,40
2853,r091,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite postgraduation study (%)<sup>f</sup>,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite postgraduation study (%)<sup>f</sup>,,,4,,,,,,,,,
2853,r092,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite postgraduation study (%)<sup>f</sup> -> Postdoc fellowship or research associateship,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite postgraduation study (%)<sup>f</sup>,Postdoc fellowship or research associateship,,5,93.5,94.6,97.1,95.7,89.9,94.3,91.1,93.3,90.1
2853,r093,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite postgraduation study (%)<sup>f</sup> -> Other or unknown<sup>g</sup>,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite postgraduation study (%)<sup>f</sup>,Other or unknown<sup>g</sup>,,5,6.5,5.4,2.9,4.3,10.1,5.7,8.9,6.7,9.9
2853,r094,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup>,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,,,4,,,,,,,,,
2853,r095,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Academe,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Academe,,5,51.0,41.2,23.6,40.2,53.5,20.5,57.4,75.7,77.1
2853,r096,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Government,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Government,,5,7.0,8.6,11.3,5.4,11.0,7.0,4.1,1.2,6.2
2853,r097,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Industry or business<sup>i</sup>,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Industry or business<sup>i</sup>,,5,26.0,35.6,59.8,48.6,19.4,66.4,5.7,8.1,8.8
2853,r098,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Nonprofit organization,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Nonprofit organization,,5,7.7,11.5,2.8,2.9,9.9,3.9,7.7,6.9,5.3
2853,r099,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Other or unknown<sup>j</sup>,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Other or unknown<sup>j</sup>,,5,8.4,3.1,2.5,3.1,6.3,2.1,25.0,8.1,2.6
2853,r100,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Primary activity<sup>k</sup>,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Primary activity<sup>k</sup>,,5,,,,,,,,,
2853,r101,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Primary activity<sup>k</sup> -> R&D,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Primary activity<sup>k</sup>,R&D,6,34.7,42.2,60.7,57.3,32.9,66.9,12.7,9.1,36.0
2853,r102,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Primary activity<sup>k</sup> -> Teaching,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Primary activity<sup>k</sup>,Teaching,6,35.8,25.8,18.0,32.3,33.7,10.3,43.6,70.8,43.5
2853,r103,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Primary activity<sup>k</sup> -> Management or administration,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Primary activity<sup>k</sup>,Management or administration,6,13.3,11.2,6.1,1.4,10.5,3.6,30.9,9.9,12.2
2853,r104,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Primary activity<sup>k</sup> -> Professional services,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Primary activity<sup>k</sup>,Professional services,6,15.3,19.4,14.1,7.8,22.3,17.7,12.3,9.1,8.1
2853,r105,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Primary activity<sup>k</sup> -> Other,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Primary activity<sup>k</sup>,Other,6,0.9,1.4,1.2,1.2,0.6,1.5,0.5,1.2,0.1
2853,r106,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Secondary activity<sup>l</sup>,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Secondary activity<sup>l</sup>,,5,,,,,,,,,
2853,r107,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Secondary activity<sup>l</sup> -> R&D,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Secondary activity<sup>l</sup>,R&D,6,27.6,25.8,14.4,26.7,28.3,12.7,26.6,41.1,40.2
2853,r108,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Secondary activity<sup>l</sup> -> Teaching,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Secondary activity<sup>l</sup>,Teaching,6,15.3,10.6,2.7,9.8,19.8,7.7,18.2,11.6,33.1
2853,r109,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Secondary activity<sup>l</sup> -> Management or administration,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Secondary activity<sup>l</sup>,Management or administration,6,10.5,14.9,14.1,8.0,10.1,11.2,9.6,8.1,5.2
2853,r110,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Secondary activity<sup>l</sup> -> Professional services,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Secondary activity<sup>l</sup>,Professional services,6,6.7,8.2,4.6,2.6,8.2,4.0,8.7,5.1,4.5
2853,r111,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Secondary activity<sup>l</sup> -> Other,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Secondary activity<sup>l</sup>,Other,6,0.8,0.6,0.8,0.6,0.9,0.8,0.8,1.3,0.2
2853,r112,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Secondary activity<sup>l</sup> -> No secondary activity,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Secondary activity<sup>l</sup>,No secondary activity,6,39.1,39.8,63.4,52.3,32.8,63.7,36.1,32.9,16.8
2853,r113,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Activity unknown,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Activity unknown,,5,4.8,4.5,3.3,4.2,5.5,4.1,4.6,5.8,4.8
2853,r114,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup>,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,,,4,,,,,,,,,
2853,r115,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup>,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,,5,92.0,93.2,90.3,88.4,91.4,92.0,94.9,92.5,87.3
2853,r116,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup> -> New England,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,New England,6,9.1,10.8,10.6,8.6,9.1,9.1,4.7,10.6,7.8
2853,r117,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup> -> Middle Atlantic,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,Middle Atlantic,6,13.0,12.6,11.6,14.5,13.8,11.4,11.2,16.2,13.5
2853,r118,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup> -> East North Central,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,East North Central,6,11.8,11.1,11.3,9.6,10.9,11.2,14.7,13.8,12.7
2853,r119,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup> -> West North Central,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,West North Central,6,5.2,5.5,3.8,4.0,5.4,2.5,7.8,5.0,4.9
2853,r120,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup> -> South Atlantic,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,South Atlantic,6,17.3,18.5,13.3,12.8,18.6,14.0,19.9,14.4,19.6
2853,r121,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup> -> East South Central,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,East South Central,6,4.3,4.3,2.8,2.9,3.3,2.6,8.0,4.6,4.4
2853,r122,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup> -> West South Central,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,West South Central,6,7.7,6.7,6.2,4.9,7.0,7.9,11.4,8.4,9.6
2853,r123,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup> -> Mountain,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,Mountain,6,5.8,5.5,7.0,4.2,6.0,6.5,7.3,4.5,4.2
2853,r124,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup> -> Pacific and insular,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,Pacific and insular,6,17.0,17.3,23.4,26.2,16.5,26.3,9.1,13.6,9.4
2853,r125,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> Not in United States,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,Not in United States,,5,7.9,6.7,9.7,11.6,8.5,7.7,5.1,7.5,12.6
2853,r126,All doctorate recipients (number)<sup>c</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> Location unknown,All doctorate recipients (number)<sup>c</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,Location unknown,,5,0.1,0.05,0.0,0.0,0.1,0.3,0.05,0.0,0.1
