table_id,row_id,characteristic_full_path,characteristic_level_1,characteristic_level_2,characteristic_level_3,characteristic_level_4,characteristic_level_5,characteristic_level_6,characteristic_hierarchy_depth,field_all_education_fields,field_education_administration,field_education_research,field_teacher_education,field_teaching_fields,field_other_education
1001,r076,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> East North Central,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,East North Central,6,14.9,16.5,12.7,,18.6,
1001,r077,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> West North Central,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,West North Central,6,8.2,8.0,8.6,0.0,7.8,9.2
1001,r078,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> South Atlantic,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,South Atlantic,6,16.9,16.5,17.8,,,13.8
1001,r079,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> East South Central,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,East South Central,6,7.7,12.1,6.4,,6.0,
1001,r080,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> West South Central,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,West South Central,6,9.1,9.4,9.9,0.0,6.0,12.3
1001,r081,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> Mountain,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,Mountain,6,8.2,8.9,8.1,,7.2,
1001,r082,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> Pacific and insular,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,Pacific and insular,6,9.0,10.7,10.3,,,
1001,r083,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> Not in United States,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,Not in United States,,5,10.6,5.4,13.2,0.0,12.6,7.7
1001,r084,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> Location unknown,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,Location unknown,,5,0.0,0.0,0.0,0.0,0.0,0.0
1001,r085,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number),All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),,,,,2,3300,651,1636,89,652,272
1001,r086,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup>,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,,,,3,,,,,,
1001,r087,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite postgraduation study,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite postgraduation study,,,4,178,14,116,0,31,17
1001,r088,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment,,,4,1763,350,873,63,354,123
1001,r089,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Seeking employment or study,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Seeking employment or study,,,4,810,129,413,17,182,69
1001,r090,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Other<sup>c</sup>,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Other<sup>c</sup>,,,4,113,27,42,5,26,13
1001,r091,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite postgraduation study (%)<sup>d</sup>,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite postgraduation study (%)<sup>d</sup>,,,4,,,,,,
1001,r092,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite postgraduation study (%)<sup>d</sup> -> Postdoc fellowship or research associateship,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite postgraduation study (%)<sup>d</sup>,Postdoc fellowship or research associateship,,5,86.5,85.7,83.6,0.0,96.8,88.2
1001,r093,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite postgraduation study (%)<sup>d</sup> -> Other or unknown<sup>e</sup>,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite postgraduation study (%)<sup>d</sup>,Other or unknown<sup>e</sup>,,5,13.5,14.3,16.4,0.0,3.2,11.8
1001,r094,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup>,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,,,4,,,,,,
1001,r095,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Academe,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Academe,,5,62.0,54.3,62.1,54.0,72.3,57.7
1001,r096,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Government,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Government,,5,3.5,3.7,3.6,,,4.1
1001,r097,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Industry or business<sup>g</sup>,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Industry or business<sup>g</sup>,,5,5.3,3.7,6.6,,2.8,
1001,r098,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Nonprofit organization,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Nonprofit organization,,5,5.7,4.0,6.4,,5.4,
1001,r099,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Other or unknown<sup>h</sup>,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Other or unknown<sup>h</sup>,,5,23.5,34.3,21.3,,,22.8
1001,r100,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Primary activity<sup>i</sup>,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Primary activity<sup>i</sup>,,5,,,,,,
1001,r101,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Primary activity<sup>i</sup> -> R&D,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Primary activity<sup>i</sup>,R&D,6,12.8,6.3,15.6,,12.2,
1001,r102,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Primary activity<sup>i</sup> -> Teaching,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Primary activity<sup>i</sup>,Teaching,6,42.8,27.6,36.3,69.4,69.2,41.2
1001,r103,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Primary activity<sup>i</sup> -> Management or administration,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Primary activity<sup>i</sup>,Management or administration,6,30.5,55.9,29.0,,,36.0
1001,r104,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Primary activity<sup>i</sup> -> Professional services,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Primary activity<sup>i</sup>,Professional services,6,9.4,5.7,13.7,,4.4,
1001,r105,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Primary activity<sup>i</sup> -> Other,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Primary activity<sup>i</sup>,Other,6,4.5,4.5,5.5,,,2.6
1001,r106,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Secondary activity<sup>j</sup>,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Secondary activity<sup>j</sup>,,5,,,,,,
1001,r107,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Secondary activity<sup>j</sup> -> R&D,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Secondary activity<sup>j</sup>,R&D,6,30.1,20.4,,,42.4,36.0
1001,r108,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Secondary activity<sup>j</sup> -> Teaching,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Secondary activity<sup>j</sup>,Teaching,6,17.7,18.0,19.4,14.5,14.5,14.9
1001,r109,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Secondary activity<sup>j</sup> -> Management or administration,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Secondary activity<sup>j</sup>,Management or administration,6,9.9,9.9,9.9,,9.6,
1001,r110,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Secondary activity<sup>j</sup> -> Professional services,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Secondary activity<sup>j</sup>,Professional services,6,7.1,8.7,8.2,,4.9,
1001,r111,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Secondary activity<sup>j</sup> -> Other,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Secondary activity<sup>j</sup>,Other,6,1.9,1.2,2.3,1.6,2.0,0.9
1001,r112,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Secondary activity<sup>j</sup> -> No secondary activity,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Secondary activity<sup>j</sup>,No secondary activity,6,33.5,41.7,,,26.5,35.1
1001,r113,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Activity unknown,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Activity unknown,,5,3.9,4.9,3.6,1.6,2.8,7.3
1001,r114,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup>,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,,,4,,,,,,
1001,r115,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup>,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,,5,95.8,97.5,96.6,,92.2,
1001,r116,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> New England,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,New England,6,4.6,4.1,5.2,,3.1,
1001,r117,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> Middle Atlantic,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,Middle Atlantic,6,11.1,8.5,10.3,,14.3,
1001,r118,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> East North Central,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,East North Central,6,13.1,15.1,14.3,,9.4,
1001,r119,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> West North Central,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,West North Central,6,8.6,8.5,8.9,,10.1,
1001,r120,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> South Atlantic,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,South Atlantic,6,18.9,15.4,20.0,,,10.0
1001,r121,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> East South Central,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,East South Central,6,9.3,13.7,7.8,,7.5,
1001,r122,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> West South Central,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,West South Central,6,11.5,13.5,12.1,9.5,10.6,5.7
1001,r123,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> Mountain,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,Mountain,6,7.3,9.3,7.3,,6.2,
1001,r124,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> Pacific and insular,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,Pacific and insular,6,10.9,8.8,10.4,,,29.3
1001,r125,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> Not in United States,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,Not in United States,,5,4.2,2.5,3.4,,7.8,
1001,r126,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> Location unknown,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,Location unknown,,5,0.0,0.0,0.0,0.0,0.0,0.0
