table_id,row_id,level_and_field_of_highest_degree_full_path,level_and_field_of_highest_degree_level_1,level_and_field_of_highest_degree_level_2,level_and_field_of_highest_degree_level_3,level_and_field_of_highest_degree_level_4,level_and_field_of_highest_degree_level_5,level_and_field_of_highest_degree_hierarchy_depth,field_2003,field_2010,field_2013,field_2015,field_2017,field_2019
5289,r135,Employed scientists and engineers -> Doctorate -> S&E fields -> Social and related sciences,Employed scientists and engineers,Doctorate,S&E fields,Social and related sciences,,4,144000,154000,164000,162000,174000,207000
5289,r136,Employed scientists and engineers -> Doctorate -> S&E fields -> Social and related sciences -> Economics,Employed scientists and engineers,Doctorate,S&E fields,Social and related sciences,Economics,5,17000,26000,22000,21000,25000,25000
5289,r137,Employed scientists and engineers -> Doctorate -> S&E fields -> Social and related sciences -> Political and related sciences,Employed scientists and engineers,Doctorate,S&E fields,Social and related sciences,Political and related sciences,5,10000,15000,16000,16000,17000,25000
5289,r138,Employed scientists and engineers -> Doctorate -> S&E fields -> Social and related sciences -> Psychology,Employed scientists and engineers,Doctorate,S&E fields,Social and related sciences,Psychology,5,94000,90000,93000,96000,95000,106000
5289,r139,Employed scientists and engineers -> Doctorate -> S&E fields -> Social and related sciences -> Sociology and anthropology,Employed scientists and engineers,Doctorate,S&E fields,Social and related sciences,Sociology and anthropology,5,17000,20000,24000,21000,26000,39000
5289,r140,Employed scientists and engineers -> Doctorate -> S&E fields -> Social and related sciences -> Other social sciences,Employed scientists and engineers,Doctorate,S&E fields,Social and related sciences,Other social sciences,5,6000,3000,9000,8000,11000,12000
5289,r141,Employed scientists and engineers -> Doctorate -> S&E fields -> Engineering,Employed scientists and engineers,Doctorate,S&E fields,Engineering,,4,101000,100000,118000,119000,142000,171000
5289,r142,"Employed scientists and engineers -> Doctorate -> S&E fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Employed scientists and engineers,Doctorate,S&E fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",5,5000,5000,4000,5000,4000,8000
5289,r143,Employed scientists and engineers -> Doctorate -> S&E fields -> Engineering -> Chemical engineering,Employed scientists and engineers,Doctorate,S&E fields,Engineering,Chemical engineering,5,12000,13000,12000,13000,13000,23000
5289,r144,Employed scientists and engineers -> Doctorate -> S&E fields -> Engineering -> Civil and architectural engineering,Employed scientists and engineers,Doctorate,S&E fields,Engineering,Civil and architectural engineering,5,10000,8000,11000,9000,13000,16000
5289,r145,Employed scientists and engineers -> Doctorate -> S&E fields -> Engineering -> Electrical and computer engineering,Employed scientists and engineers,Doctorate,S&E fields,Engineering,Electrical and computer engineering,5,33000,33000,40000,36000,46000,53000
5289,r146,Employed scientists and engineers -> Doctorate -> S&E fields -> Engineering -> Industrial engineering,Employed scientists and engineers,Doctorate,S&E fields,Engineering,Industrial engineering,5,2000,3000,2000,6000,4000,6000
5289,r147,Employed scientists and engineers -> Doctorate -> S&E fields -> Engineering -> Mechanical engineering,Employed scientists and engineers,Doctorate,S&E fields,Engineering,Mechanical engineering,5,14000,13000,20000,20000,24000,23000
5289,r148,Employed scientists and engineers -> Doctorate -> S&E fields -> Engineering -> Other engineering,Employed scientists and engineers,Doctorate,S&E fields,Engineering,Other engineering,5,25000,26000,29000,29000,39000,43000
5289,r149,Employed scientists and engineers -> Doctorate -> S&E-related fields,Employed scientists and engineers,Doctorate,S&E-related fields,,,3,22000,31000,32000,42000,42000,44000
5289,r150,Employed scientists and engineers -> Doctorate -> S&E-related fields -> Health,Employed scientists and engineers,Doctorate,S&E-related fields,Health,,4,17000,23000,24000,31000,31000,33000
5289,r151,Employed scientists and engineers -> Doctorate -> S&E-related fields -> Science and mathematics teacher education,Employed scientists and engineers,Doctorate,S&E-related fields,Science and mathematics teacher education,,4,3000,3000,4000,3000,5000,5000
5289,r152,Employed scientists and engineers -> Doctorate -> S&E-related fields -> Technology and technical fields,Employed scientists and engineers,Doctorate,S&E-related fields,Technology and technical fields,,4,2000,4000,3000,7000,5000,5000
5289,r153,Employed scientists and engineers -> Doctorate -> S&E-related fields -> Other S&E-related fields,Employed scientists and engineers,Doctorate,S&E-related fields,Other S&E-related fields,,4,1000,1000,2000,S,2000,1000
5289,r154,Employed scientists and engineers -> Doctorate -> Non-S&E fields,Employed scientists and engineers,Doctorate,Non-S&E fields,,,3,27000,36000,42000,45000,41000,53000
5289,r155,Employed scientists and engineers -> Doctorate -> Non-S&E fields -> Management and administration fields,Employed scientists and engineers,Doctorate,Non-S&E fields,Management and administration fields,,4,3000,3000,3000,S,4000,9000
5289,r156,"Employed scientists and engineers -> Doctorate -> Non-S&E fields -> Education, except science and math teacher education",Employed scientists and engineers,Doctorate,Non-S&E fields,"Education, except science and math teacher education",,4,12000,8000,7000,6000,5000,8000
5289,r157,Employed scientists and engineers -> Doctorate -> Non-S&E fields -> Social service and related fields,Employed scientists and engineers,Doctorate,Non-S&E fields,Social service and related fields,,4,3000,8000,14000,13000,9000,15000
5289,r158,Employed scientists and engineers -> Doctorate -> Non-S&E fields -> Sales and marketing fields,Employed scientists and engineers,Doctorate,Non-S&E fields,Sales and marketing fields,,4,,,,,,
5289,r159,Employed scientists and engineers -> Doctorate -> Non-S&E fields -> Art and humanities fields,Employed scientists and engineers,Doctorate,Non-S&E fields,Art and humanities fields,,4,3000,S,4000,5000,4000,5000
5289,r160,Employed scientists and engineers -> Doctorate -> Non-S&E fields -> Other non-S&E fields,Employed scientists and engineers,Doctorate,Non-S&E fields,Other non-S&E fields,,4,6000,10000,14000,15000,19000,16000
5289,r161,Employed scientists and engineers -> Professional,Employed scientists and engineers,Professional,,,,2,49000,58000,64000,63000,67000,67000
5289,r162,Employed scientists and engineers -> Professional -> S&E fields,Employed scientists and engineers,Professional,S&E fields,,,3,13000,16000,27000,22000,24000,28000
5289,r163,Employed scientists and engineers -> Professional -> S&E-related fields,Employed scientists and engineers,Professional,S&E-related fields,,,3,20000,20000,22000,16000,20000,18000
5289,r164,Employed scientists and engineers -> Professional -> Non-S&E fields,Employed scientists and engineers,Professional,Non-S&E fields,,,3,15000,22000,15000,24000,24000,21000
