table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
10172,r148,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,147,"['28,416', '']","['31,414', '']","['31,399', '']","['31,585', '']","['33,908', '']","['33,578', '']","['34,708', '']","['36,650', '']","['39,311', '']","['48,593', '']","['53,875', '']","['59,547', '']","['65,518', '']"
10172,r149,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,148,"['23,732', '']","['21,980', '']","['27,251', '']","['28,216', '']","['29,470', '']","['36,843', '']","['40,897', '']","['54,842', '']","['55,241', '']","['54,882', '']","['62,835', '']","['61,436', '']","['65,436', '']"
10172,r150,All institutions -> Augusta U.,All institutions,Augusta U.,2,149,"['na', '']","['na', '']","['na', '']","['47,913', '']","['47,771', '']","['50,585', '']","['50,294', '']","['48,921', '']","['48,800', '']","['47,031', '']","['55,797', '']","['61,943', '']","['64,609', '']"
10172,r151,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,150,"['58,597', '']","['61,110', '']","['44,669', '']","['44,257', '']","['46,993', '']","['47,591', '']","['50,645', '']","['52,008', '']","['52,934', '']","['54,740', '']","['58,178', '']","['58,317', '']","['63,336', '']"
10172,r152,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,151,"['32,659', '']","['37,203', '']","['34,123', '']","['30,562', '']","['26,014', '']","['33,486', '']","['39,527', '']","['42,198', '']","['48,288', '']","['46,871', '']","['45,196', '']","['45,674', '']","['61,088', '']"
10172,r153,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,152,"['24,475', '']","['26,802', '']","['25,670', '']","['25,441', '']","['25,874', '']","['28,998', '']","['26,499', '']","['28,078', '']","['28,982', '']","['33,948', '']","['40,037', '']","['46,970', '']","['60,222', '']"
10172,r154,"All institutions -> U. Tennessee, Health Science Center",All institutions,"U. Tennessee, Health Science Center",2,153,"['52,650', 'i']","['51,840', '']","['48,473', '']","['42,269', '']","['41,830', '']","['39,356', '']","['38,374', '']","['39,138', '']","['39,421', '']","['42,396', '']","['48,264', '']","['56,021', '']","['60,221', '']"
10172,r155,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,154,"['52,381', '']","['53,913', '']","['54,411', '']","['46,397', '']","['40,191', '']","['37,457', '']","['42,253', '']","['40,845', '']","['48,858', '']","['47,235', '']","['42,021', '']","['56,742', '']","['60,188', '']"
10172,r156,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,155,"['30,019', '']","['32,355', '']","['34,088', '']","['31,903', '']","['32,096', '']","['30,776', '']","['34,532', '']","['35,244', '']","['39,010', '']","['47,443', '']","['55,225', '']","['57,778', '']","['60,073', '']"
10172,r157,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,156,"['25,945', '']","['32,387', '']","['32,515', '']","['27,963', '']","['25,477', '']","['28,029', '']","['27,019', '']","['24,344', '']","['27,660', '']","['33,233', '']","['37,198', '']","['46,389', '']","['59,703', '']"
10172,r158,All institutions -> Cold Spring Harbor Laboratory,All institutions,Cold Spring Harbor Laboratory,2,157,"['ne', '']","['51,529', '']","['43,874', '']","['41,002', '']","['41,845', '']","['49,063', '']","['50,478', '']","['54,260', '']","['67,139', '']","['73,854', '']","['62,068', '']","['56,889', '']","['59,163', '']"
10172,r159,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,158,"['34,439', '']","['34,765', '']","['39,274', '']","['37,741', '']","['34,528', '']","['40,334', '']","['41,384', '']","['43,759', '']","['43,214', '']","['40,111', '']","['37,495', '']","['42,385', '']","['58,291', '']"
10172,r160,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,159,"['12,060', '']","['11,879', '']","['12,435', '']","['10,007', '']","['9,050', '']","['10,315', '']","['9,479', '']","['14,953', '']","['20,766', '']","['30,341', '']","['25,919', '']","['47,788', '']","['56,538', '']"
10172,r161,All institutions -> U. Idaho,All institutions,U. Idaho,2,160,"['45,082', '']","['52,812', '']","['53,765', '']","['52,430', '']","['49,423', '']","['49,591', '']","['50,083', '']","['48,879', '']","['47,475', '']","['48,462', '']","['49,818', '']","['49,306', '']","['54,581', '']"
10172,r162,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,161,"['29,671', '']","['28,190', '']","['30,473', '']","['28,588', '']","['24,079', '']","['26,858', '']","['24,853', '']","['30,588', '']","['34,063', '']","['39,198', '']","['42,157', '']","['44,134', '']","['52,942', '']"
10172,r163,All institutions -> Cleveland State U.,All institutions,Cleveland State U.,2,162,"['24,894', '']","['42,292', '']","['46,205', '']","['50,002', '']","['44,139', '']","['41,721', '']","['49,659', '']","['52,317', '']","['54,987', '']","['50,982', '']","['53,234', '']","['46,838', '']","['52,514', '']"
10172,r164,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,163,"['56,998', '']","['81,855', '']","['85,876', '']","['44,200', '']","['36,687', '']","['38,498', '']","['41,186', '']","['42,331', '']","['40,052', '']","['38,757', '']","['38,419', '']","['45,243', '']","['51,084', '']"
10172,r165,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,164,"['27,036', '']","['28,011', '']","['29,168', '']","['28,066', '']","['22,518', '']","['23,108', '']","['24,493', '']","['28,650', '']","['28,943', '']","['32,986', '']","['32,512', '']","['41,177', '']","['51,075', '']"
10172,r166,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,165,"['123,404', '']","['124,848', '']","['112,161', '']","['113,736', '']","['104,861', '']","['78,824', '']","['74,092', '']","['82,551', '']","['84,561', '']","['91,225', '']","['66,162', '']","['55,478', '']","['50,471', '']"
10172,r167,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,166,"['54,559', '']","['58,951', '']","['62,063', '']","['60,765', '']","['58,940', '']","['59,417', '']","['48,887', '']","['47,749', '']","['46,385', '']","['47,245', '']","['47,934', '']","['49,836', '']","['48,950', '']"
10172,r168,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,167,"['27,407', '']","['32,508', '']","['32,835', '']","['31,734', '']","['30,214', '']","['28,581', '']","['29,609', '']","['28,332', '']","['32,366', '']","['34,488', '']","['35,912', '']","['41,123', '']","['48,500', '']"
10172,r169,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,168,"['53,746', '']","['59,769', '']","['51,690', '']","['45,175', '']","['44,807', '']","['43,526', '']","['42,062', '']","['37,226', '']","['37,873', '']","['37,595', '']","['39,049', '']","['40,387', '']","['46,973', '']"
10172,r170,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,169,"['36,729', '']","['40,764', '']","['34,487', '']","['28,324', '']","['25,956', '']","['24,710', '']","['23,952', '']","['26,104', '']","['30,331', '']","['45,687', '']","['41,791', '']","['43,078', '']","['46,255', '']"
10172,r171,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,170,"['51,198', '']","['52,543', '']","['45,326', '']","['37,128', '']","['35,308', '']","['35,037', '']","['34,792', '']","['34,134', '']","['34,485', '']","['34,693', '']","['31,109', '']","['37,647', '']","['44,254', '']"
10172,r172,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,171,"['43,282', '']","['47,793', '']","['44,061', '']","['43,963', '']","['45,800', '']","['46,764', '']","['47,708', '']","['44,819', '']","['37,371', '']","['40,333', '']","['40,815', '']","['42,725', '']","['43,870', '']"
10172,r173,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,172,"['32,680', '']","['32,881', '']","['27,698', '']","['25,153', '']","['26,161', '']","['25,458', '']","['24,586', '']","['23,426', '']","['24,503', '']","['29,857', '']","['29,685', '']","['32,129', '']","['43,014', '']"
10172,r174,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,173,"['14,990', '']","['17,687', '']","['15,946', '']","['15,533', '']","['18,044', '']","['20,111', '']","['22,997', '']","['25,615', '']","['29,137', '']","['35,156', '']","['38,492', '']","['40,890', '']","['41,925', '']"
10172,r175,All institutions -> Saint Louis U.,All institutions,Saint Louis U.,2,174,"['33,655', '']","['38,206', '']","['35,841', '']","['31,230', '']","['29,396', '']","['27,343', '']","['26,323', '']","['27,005', '']","['27,694', '']","['33,941', '']","['34,163', '']","['40,628', '']","['41,625', '']"
10172,r176,All institutions -> Stevens Institute of Technology,All institutions,Stevens Institute of Technology,2,175,"['26,366', '']","['31,269', '']","['25,794', '']","['23,004', '']","['22,130', '']","['25,054', '']","['28,090', '']","['26,438', '']","['25,521', '']","['27,703', '']","['32,141', '']","['32,625', '']","['41,047', '']"
10172,r177,All institutions -> Naval Postgraduate School,All institutions,Naval Postgraduate School,2,176,"['86,765', '']","['88,950', '']","['120,209', '']","['86,538', '']","['89,284', '']","['71,987', '']","['50,560', '']","['42,246', '']","['41,151', '']","['49,168', '']","['48,709', '']","['49,366', '']","['40,536', '']"
10172,r178,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,177,"['32,170', '']","['39,064', '']","['39,063', '']","['39,756', '']","['39,860', '']","['37,900', '']","['37,359', '']","['34,718', '']","['36,402', '']","['32,975', '']","['30,038', '']","['34,100', '']","['38,028', '']"
10172,r179,All institutions -> Howard U.,All institutions,Howard U.,2,178,"['32,211', '']","['35,632', '']","['37,336', '']","['33,403', '']","['32,052', '']","['38,051', '']","['32,967', '']","['33,893', '']","['32,573', '']","['29,422', '']","['28,785', '']","['34,907', '']","['36,696', '']"
10172,r180,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,179,"['26,311', '']","['30,771', '']","['27,951', '']","['28,446', '']","['25,313', '']","['26,700', '']","['28,021', '']","['27,899', '']","['29,861', '']","['32,117', '']","['30,022', '']","['31,669', '']","['36,409', '']"
10172,r181,All institutions -> U.S. Air Force Academy,All institutions,U.S. Air Force Academy,2,180,"['43,803', '']","['60,292', '']","['36,316', '']","['42,303', '']","['32,284', '']","['29,417', '']","['44,567', '']","['34,664', '']","['27,650', '']","['34,940', '']","['33,308', '']","['31,818', '']","['35,826', '']"
10172,r182,"All institutions -> U. Puerto Rico, Medical Sciences Campus",All institutions,"U. Puerto Rico, Medical Sciences Campus",2,181,"['29,813', '']","['54,381', '']","['35,173', '']","['31,037', '']","['30,197', '']","['31,889', '']","['33,348', '']","['29,869', '']","['30,597', '']","['34,570', '']","['27,033', '']","['33,262', '']","['35,050', '']"
10172,r183,All institutions -> Lehigh U.,All institutions,Lehigh U.,2,182,"['22,084', '']","['20,485', '']","['20,419', '']","['20,878', '']","['20,677', '']","['20,680', '']","['19,512', '']","['22,640', '']","['23,649', '']","['24,282', '']","['25,574', '']","['27,483', '']","['33,809', '']"
10172,r184,All institutions -> U. Toledo,All institutions,U. Toledo,2,183,"['36,984', '']","['42,680', '']","['38,563', '']","['37,539', '']","['31,648', '']","['26,428', '']","['24,860', '']","['22,371', '']","['25,056', '']","['27,802', '']","['27,412', '']","['32,411', '']","['33,765', '']"
10172,r185,"All institutions -> Louisiana State U., Health Sciences Center, New Orleans",All institutions,"Louisiana State U., Health Sciences Center, New Orleans",2,184,"['46,142', '']","['45,581', '']","['40,637', '']","['36,886', '']","['34,637', '']","['36,027', '']","['31,526', '']","['28,018', '']","['26,988', '']","['31,290', '']","['31,381', '']","['34,272', '']","['33,087', '']"
10172,r186,All institutions -> Worcester Polytechnic Institute,All institutions,Worcester Polytechnic Institute,2,185,"['12,705', '']","['14,773', '']","['12,161', '']","['16,275', '']","['18,310', '']","['25,743', '']","['24,854', '']","['18,559', '']","['18,084', '']","['22,144', '']","['25,320', '']","['29,202', '']","['32,552', '']"
10172,r187,All institutions -> Mercer U.,All institutions,Mercer U.,2,186,"['18,778', '']","['17,904', '']","['19,963', '']","['19,411', '']","['19,666', '']","['21,563', '']","['21,120', '']","['19,772', '']","['18,999', '']","['27,035', '']","['31,572', '']","['34,413', '']","['32,504', '']"
10172,r188,All institutions -> Air Force Institute of Technology,All institutions,Air Force Institute of Technology,2,187,"['13,514', '']","['18,986', '']","['17,919', '']","['17,614', '']","['16,342', '']","['16,369', '']","['19,660', '']","['25,558', '']","['23,393', '']","['21,856', '']","['22,854', '']","['27,025', '']","['32,479', '']"
10172,r189,"All institutions -> SUNY, Polytechnic Institute",All institutions,"SUNY, Polytechnic Institute",2,188,"['na', '']","['na', '']","['na', '']","['na', '']","['21,208', '']","['14,641', '']","['21,380', '']","['41,247', '']","['41,753', '']","['38,222', '']","['27,993', '']","['25,427', '']","['32,375', '']"
10172,r190,All institutions -> Morehouse School of Medicine,All institutions,Morehouse School of Medicine,2,189,"['25,855', 'i']","['28,128', '']","['31,786', '']","['34,511', 'i']","['33,020', '']","['30,012', '']","['28,678', '']","['28,792', '']","['24,326', '']","['22,461', '']","['22,500', '']","['25,181', '']","['31,339', '']"
10172,r191,All institutions -> Boston C.,All institutions,Boston C.,2,190,"['31,351', '']","['23,845', '']","['23,685', '']","['22,780', '']","['19,462', '']","['17,409', '']","['23,184', '']","['26,937', '']","['27,674', '']","['28,017', '']","['25,213', '']","['28,738', '']","['30,840', '']"
10172,r192,"All institutions -> U. Missouri, Kansas City",All institutions,"U. Missouri, Kansas City",2,191,"['16,139', '']","['18,748', '']","['17,219', '']","['15,406', '']","['14,613', '']","['12,810', '']","['12,739', '']","['11,145', '']","['10,396', '']","['18,400', '']","['21,921', '']","['20,784', '']","['30,571', '']"
10172,r193,All institutions -> Boise State U.,All institutions,Boise State U.,2,192,"['14,237', '']","['18,423', '']","['19,446', '']","['15,181', '']","['15,183', '']","['17,562', '']","['16,112', '']","['18,754', '']","['23,157', '']","['22,354', '']","['25,121', '']","['30,053', '']","['30,559', '']"
10172,r194,"All institutions -> Brigham Young U., Provo",All institutions,"Brigham Young U., Provo",2,193,"['18,373', '']","['19,741', '']","['17,381', '']","['19,931', '']","['20,214', '']","['20,769', '']","['24,791', '']","['23,631', '']","['21,367', '']","['21,977', '']","['22,789', '']","['28,614', '']","['29,844', '']"
10172,r195,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,194,"['21,576', '']","['23,207', '']","['21,830', '']","['24,574', '']","['28,475', '']","['31,250', '']","['30,021', '']","['30,063', '']","['31,592', '']","['33,072', '']","['32,061', '']","['29,856', '']","['29,488', '']"
10172,r196,All institutions -> Van Andel Research Institute,All institutions,Van Andel Research Institute,2,195,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['8,138', 'i']","['11,970', '']","['13,108', '']","['14,285', '']","['18,259', '']","['18,538', '']","['22,231', '']","['29,424', '']"
10172,r197,All institutions -> Missouri U. of Science and Technology,All institutions,Missouri U. of Science and Technology,2,196,"['28,239', '']","['27,961', '']","['23,731', '']","['25,551', '']","['21,474', '']","['17,306', '']","['18,811', '']","['19,534', '']","['21,793', '']","['22,337', '']","['22,853', '']","['26,164', '']","['28,773', '']"
10172,r198,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,197,"['26,971', '']","['25,272', '']","['25,327', '']","['22,564', '']","['24,163', '']","['26,769', '']","['28,793', '']","['31,902', '']","['33,045', '']","['32,143', '']","['27,538', '']","['29,354', '']","['28,489', '']"
10172,r199,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,198,"['19,493', '']","['18,546', '']","['17,435', '']","['16,186', '']","['16,765', '']","['17,479', '']","['22,545', '']","['23,913', '']","['22,692', '']","['22,195', '']","['24,079', '']","['27,703', '']","['28,420', '']"
10172,r200,All institutions -> William & Mary,All institutions,William & Mary,2,199,"['22,478', '']","['23,502', '']","['25,349', '']","['24,619', '']","['27,232', '']","['27,722', '']","['28,771', '']","['28,062', '']","['27,836', '']","['27,112', '']","['25,460', '']","['24,533', '']","['27,979', '']"
10172,r201,"All institutions -> SUNY, Upstate Medical U.",All institutions,"SUNY, Upstate Medical U.",2,200,"['27,959', '']","['28,663', '']","['27,013', '']","['23,730', '']","['21,334', '']","['19,213', '']","['18,942', '']","['19,991', '']","['20,391', '']","['22,028', '']","['23,940', '']","['24,974', '']","['27,737', '']"
10172,r202,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,201,"['16,457', '']","['14,793', '']","['14,926', '']","['12,480', '']","['12,317', '']","['10,402', '']","['14,443', '']","['16,430', '']","['18,076', '']","['21,050', '']","['22,787', '']","['27,479', '']","['27,717', '']"
10172,r203,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,202,"['31,497', '']","['29,642', '']","['24,567', '']","['23,980', '']","['26,585', '']","['26,970', '']","['24,683', '']","['28,460', '']","['32,711', '']","['27,172', '']","['28,187', '']","['25,764', '']","['27,244', '']"
10172,r204,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,203,"['147,375', '']","['154,966', '']","['165,374', '']","['151,962', '']","['142,589', '']","['18,090', '']","['19,507', '']","['19,630', '']","['22,071', '']","['25,672', '']","['30,289', '']","['28,541', '']","['27,169', '']"
10172,r205,All institutions -> East Carolina U.,All institutions,East Carolina U.,2,204,"['15,587', '']","['17,636', '']","['16,946', '']","['17,789', '']","['16,992', '']","['14,926', '']","['13,057', '']","['11,386', '']","['11,654', '']","['15,544', '']","['16,583', '']","['19,633', '']","['26,813', '']"
10172,r206,All institutions -> Catholic U. of America,All institutions,Catholic U. of America,2,205,"['15,837', '']","['19,651', '']","['17,350', '']","['17,154', '']","['17,061', '']","['19,548', '']","['19,451', '']","['19,364', '']","['20,423', '']","['21,408', '']","['22,244', '']","['22,886', '']","['26,126', '']"
10172,r207,"All institutions -> Loyola U., Chicago",All institutions,"Loyola U., Chicago",2,206,"['27,953', '']","['27,588', '']","['27,786', '']","['32,008', '']","['29,989', '']","['27,380', '']","['24,916', '']","['22,861', '']","['21,131', '']","['22,919', '']","['23,277', '']","['25,824', '']","['26,005', '']"
10172,r208,All institutions -> Illinois Institute of Technology,All institutions,Illinois Institute of Technology,2,207,"['27,780', '']","['33,016', '']","['27,515', '']","['28,255', '']","['25,506', '']","['25,479', '']","['23,542', '']","['26,191', '']","['27,742', '']","['28,753', '']","['24,152', '']","['24,649', '']","['25,938', '']"
10172,r209,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,208,"['30,534', '']","['34,084', '']","['31,877', '']","['30,478', '']","['30,568', '']","['27,857', '']","['27,556', '']","['32,898', '']","['28,792', '']","['27,633', '']","['26,904', '']","['23,158', '']","['25,424', '']"
10172,r210,All institutions -> Portland State U.,All institutions,Portland State U.,2,209,"['25,853', '']","['29,660', '']","['30,090', '']","['27,899', '']","['26,147', '']","['23,389', '']","['25,310', '']","['23,645', '']","['23,437', '']","['26,301', '']","['24,752', '']","['24,097', '']","['25,176', '']"
10172,r211,"All institutions -> SUNY, Downstate Health Sciences U.",All institutions,"SUNY, Downstate Health Sciences U.",2,210,"['25,023', '']","['33,964', '']","['34,884', '']","['31,972', '']","['25,802', '']","['20,779', '']","['25,941', '']","['22,496', '']","['26,302', '']","['26,914', '']","['26,454', '']","['27,620', '']","['25,081', '']"
10172,r212,"All institutions -> U. North Carolina, Charlotte",All institutions,"U. North Carolina, Charlotte",2,211,"['15,444', '']","['14,358', '']","['16,997', '']","['18,257', '']","['16,637', '']","['17,028', '']","['18,733', '']","['19,436', '']","['21,366', '']","['24,917', '']","['26,335', '']","['25,804', '']","['24,965', '']"
10172,r213,All institutions -> North Carolina A&T State U.,All institutions,North Carolina A&T State U.,2,212,"['23,878', '']","['22,499', '']","['21,468', '']","['20,956', '']","['22,609', '']","['21,802', '']","['19,808', '']","['23,046', '']","['22,212', '']","['20,924', '']","['19,170', '']","['21,835', '']","['24,797', '']"
10172,r214,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,213,"['23,641', '']","['28,336', '']","['26,424', '']","['23,872', '']","['23,726', '']","['24,222', '']","['22,519', '']","['21,673', '']","['24,348', '']","['22,909', '']","['24,713', '']","['23,944', '']","['23,481', '']"
10172,r215,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,214,"['20,766', '']","['20,443', '']","['20,151', '']","['16,749', '']","['14,757', '']","['16,038', '']","['18,363', '']","['20,601', '']","['22,964', '']","['23,626', '']","['24,027', '']","['22,012', '']","['23,413', '']"
10172,r216,"All institutions -> U. Nebraska, central administration",All institutions,"U. Nebraska, central administration",2,215,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['12,561', '']","['17,360', '']","['22,246', '']","['20,349', '']","['23,048', '']"
10172,r217,All institutions -> South Dakota State U.,All institutions,South Dakota State U.,2,216,"['38,309', '']","['41,876', '']","['41,941', '']","['33,226', '']","['29,454', '']","['28,488', '']","['29,605', '']","['27,940', '']","['27,013', '']","['29,530', '']","['22,387', '']","['18,505', '']","['22,800', '']"
10172,r218,All institutions -> Embry-Riddle Aeronautical U.,All institutions,Embry-Riddle Aeronautical U.,2,217,"['8,241', '']","['9,257', '']","['12,126', '']","['9,906', '']","['12,614', '']","['9,940', '']","['13,957', '']","['10,501', '']","['12,584', '']","['8,890', '']","['11,391', '']","['14,258', '']","['22,699', '']"
10172,r219,All institutions -> U. South Alabama,All institutions,U. South Alabama,2,218,"['14,343', '']","['16,259', '']","['13,294', '']","['13,361', '']","['13,478', '']","['15,025', '']","['17,131', '']","['15,856', '']","['14,572', '']","['19,383', '']","['21,359', '']","['22,924', '']","['22,586', '']"
10172,r220,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,219,"['11,997', '']","['12,255', '']","['15,921', '']","['14,974', '']","['15,054', '']","['14,286', '']","['11,524', '']","['14,043', '']","['17,514', '']","['16,094', '']","['12,019', '']","['16,810', '']","['21,799', '']"
10172,r221,"All institutions -> U. California, Merced",All institutions,"U. California, Merced",2,220,"['9,192', '']","['9,744', '']","['10,741', '']","['10,733', '']","['10,506', '']","['12,607', '']","['12,166', '']","['14,660', '']","['14,041', '']","['16,513', '']","['19,505', '']","['16,980', '']","['21,418', '']"
10172,r222,All institutions -> U. Memphis,All institutions,U. Memphis,2,221,"['17,726', '']","['16,738', '']","['19,113', '']","['15,747', '']","['18,344', '']","['16,250', '']","['16,784', '']","['16,958', '']","['23,463', '']","['17,074', '']","['15,927', '']","['17,538', '']","['21,029', '']"
10172,r223,All institutions -> Morgan State U.,All institutions,Morgan State U.,2,222,"['10,035', '']","['9,878', '']","['15,279', '']","['13,301', '']","['14,131', '']","['12,693', '']","['14,305', '']","['13,215', '']","['11,450', '']","['11,844', '']","['14,016', '']","['15,207', '']","['20,739', '']"
10172,r224,All institutions -> Wright State U.,All institutions,Wright State U.,2,223,"['24,785', '']","['27,422', '']","['25,519', '']","['26,496', '']","['27,523', '']","['26,814', '']","['30,093', '']","['35,514', '']","['43,359', '']","['41,362', '']","['35,267', '']","['19,393', '']","['20,418', '']"
10172,r225,All institutions -> Ohio U.,All institutions,Ohio U.,2,224,"['18,209', '']","['21,938', '']","['20,340', '']","['20,134', '']","['16,425', '']","['17,140', '']","['14,421', '']","['16,017', '']","['13,512', '']","['14,453', '']","['15,466', '']","['19,048', '']","['20,360', '']"
10172,r226,All institutions -> U.S. Military Academy,All institutions,U.S. Military Academy,2,225,"['19,763', 'i']","['12,314', '']","['11,702', '']","['11,612', '']","['13,247', '']","['13,135', '']","['12,281', '']","['7,247', '']","['6,313', '']","['6,432', '']","['8,068', '']","['13,657', '']","['19,344', '']"
10172,r227,All institutions -> U. of the Virgin Islands,All institutions,U. of the Virgin Islands,2,226,"['27,291', '']","['15,717', 'i']","['22,605', '']","['15,627', '']","['10,475', 'i']","['19,456', '']","['20,951', '']","['10,701', '']","['10,748', '']","['9,903', '']","['11,778', '']","['13,099', '']","['19,127', '']"
10172,r228,All institutions -> Delaware State U.,All institutions,Delaware State U.,2,227,"['9,967', '']","['11,901', '']","['11,053', '']","['11,802', '']","['12,464', '']","['12,075', '']","['14,613', '']","['13,909', '']","['12,039', '']","['11,936', '']","['10,841', 'i']","['12,461', '']","['19,019', '']"
10172,r229,"All institutions -> CUNY, Hunter C.",All institutions,"CUNY, Hunter C.",2,228,"['17,543', '']","['21,191', '']","['22,078', '']","['21,465', '']","['18,825', '']","['19,018', '']","['19,597', '']","['18,179', '']","['20,053', '']","['21,188', '']","['23,638', '']","['21,275', '']","['18,940', '']"
10172,r230,All institutions -> Texas State U.,All institutions,Texas State U.,2,229,"['6,815', '']","['5,971', '']","['6,770', '']","['11,088', '']","['9,696', '']","['11,318', '']","['9,786', '']","['10,739', '']","['12,298', '']","['13,503', '']","['13,298', '']","['15,936', '']","['18,755', '']"
10172,r231,All institutions -> Rowan U.,All institutions,Rowan U.,2,230,"['1,737', '']","['2,071', '']","['2,295', '']","['1,875', '']","['4,588', '']","['4,665', '']","['5,239', '']","['7,110', '']","['9,568', '']","['11,909', '']","['15,276', '']","['17,211', '']","['18,502', '']"
10172,r232,All institutions -> U. Texas Rio Grande Valley,All institutions,U. Texas Rio Grande Valley,2,231,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['16,821', '']","['14,766', '']","['13,308', '']","['13,320', '']","['12,590', '']","['12,355', '']","['17,733', '']"
10172,r233,All institutions -> Eastern Virginia Medical School,All institutions,Eastern Virginia Medical School,2,232,"['29,291', '']","['25,319', '']","['24,694', '']","['28,728', '']","['28,532', '']","['28,637', '']","['21,459', '']","['21,209', '']","['21,356', '']","['19,408', '']","['15,748', '']","['14,774', '']","['17,616', '']"
10172,r234,All institutions -> Desert Research Institute,All institutions,Desert Research Institute,2,233,"['28,307', '']","['28,489', '']","['27,294', '']","['22,814', '']","['19,932', '']","['16,511', '']","['18,883', '']","['18,839', '']","['17,911', '']","['16,745', '']","['15,791', '']","['16,641', '']","['17,341', '']"
10172,r235,"All institutions -> U. Nebraska, Omaha",All institutions,"U. Nebraska, Omaha",2,234,"['4,128', '']","['5,034', '']","['5,589', '']","['5,230', '']","['4,979', '']","['4,484', '']","['6,657', '']","['7,038', '']","['7,043', '']","['7,655', '']","['8,626', '']","['12,949', '']","['17,133', '']"
10172,r236,"All institutions -> U. Puerto Rico, Rio Piedras",All institutions,"U. Puerto Rico, Rio Piedras",2,235,"['21,130', '']","['24,336', '']","['24,867', '']","['17,190', '']","['17,489', '']","['18,177', '']","['15,870', '']","['11,137', '']","['9,826', '']","['13,670', '']","['13,767', '']","['14,953', '']","['16,716', '']"
10172,r237,All institutions -> U. Guam,All institutions,U. Guam,2,236,"['4,962', '']","['5,242', '']","['5,311', '']","['5,390', '']","['6,321', '']","['5,455', '']","['6,576', '']","['8,051', '']","['8,425', '']","['9,104', '']","['9,364', '']","['13,862', '']","['16,303', '']"
10172,r238,All institutions -> Marshall U.,All institutions,Marshall U.,2,237,"['18,218', '']","['21,433', '']","['13,154', '']","['13,468', '']","['12,684', '']","['11,080', '']","['9,077', '']","['9,036', '']","['8,519', '']","['9,579', '']","['11,070', '']","['12,522', '']","['15,875', '']"
10172,r239,All institutions -> U. Denver,All institutions,U. Denver,2,238,"['10,180', '']","['10,463', '']","['9,135', '']","['10,082', '']","['8,794', '']","['8,134', '']","['8,895', '']","['9,681', '']","['12,938', '']","['13,157', '']","['14,551', '']","['13,513', '']","['15,544', '']"
