table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_local_government,field_source_of_funds_institution_funds,field_source_of_funds_business,field_source_of_funds_nonprofit_organizations,field_source_of_funds_all_other_sources
10162,r197,United States -> Illinois -> Public -> Chicago State U.,United States,Illinois,Public,Chicago State U.,4,"['3,701', '']","['3,699', '']","['0', '']","['0', '']","['0', '']","['2', '']","['0', '']"
10162,r198,United States -> Illinois -> Public -> Illinois State U.,United States,Illinois,Public,Illinois State U.,4,"['25,510', '']","['8,673', '']","['487', '']","['14,540', '']","['54', '']","['1,752', '']","['4', '']"
10162,r199,United States -> Illinois -> Public -> Northeastern Illinois U.,United States,Illinois,Public,Northeastern Illinois U.,4,"['2,224', '']","['2,224', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10162,r200,United States -> Illinois -> Public -> Northern Illinois U.,United States,Illinois,Public,Northern Illinois U.,4,"['27,068', '']","['9,840', '']","['774', '']","['14,986', '']","['634', '']","['606', '']","['228', '']"
10162,r201,"United States -> Illinois -> Public -> Southern Illinois U., Carbondale",United States,Illinois,Public,"Southern Illinois U., Carbondale",4,"['46,967', '']","['13,582', '']","['802', '']","['24,670', '']","['7,169', '']","['744', '']","['0', '']"
10162,r202,"United States -> Illinois -> Public -> Southern Illinois U., Edwardsville",United States,Illinois,Public,"Southern Illinois U., Edwardsville",4,"['19,152', '']","['3,250', '']","['556', '']","['14,766', '']","['577', '']","['3', '']","['0', '']"
10162,r203,"United States -> Illinois -> Public -> U. Illinois, Chicago",United States,Illinois,Public,"U. Illinois, Chicago",4,"['440,573', '']","['251,328', '']","['6,914', '']","['131,574', '']","['11,917', '']","['30,691', '']","['8,149', '']"
10162,r204,"United States -> Illinois -> Public -> U. Illinois, Springfield",United States,Illinois,Public,"U. Illinois, Springfield",4,"['2,881', '']","['1,210', '']","['646', '']","['797', '']","['0', '']","['228', '']","['0', '']"
10162,r205,"United States -> Illinois -> Public -> U. Illinois, Urbana-Champaign",United States,Illinois,Public,"U. Illinois, Urbana-Champaign",4,"['765,909', '']","['420,953', '']","['28,024', '']","['215,146', '']","['49,272', '']","['33,693', '']","['18,821', '']"
10162,r206,United States -> Illinois -> Public -> Western Illinois U.,United States,Illinois,Public,Western Illinois U.,4,"['4,311', '']","['4,032', '']","['0', '']","['47', '']","['160', '']","['0', '']","['72', '']"
10162,r207,United States -> Illinois -> Private,United States,Illinois,Private,,3,"['1,822,291', '']","['1,223,831', '']","['3,510', '']","['341,556', '']","['128,382', '']","['113,163', '']","['11,849', '']"
10162,r208,United States -> Illinois -> Private -> DePaul U.,United States,Illinois,Private,DePaul U.,4,"['8,362', '']","['3,757', '']","['169', '']","['2,195', '']","['260', '']","['1,948', '']","['33', '']"
10162,r209,United States -> Illinois -> Private -> Erikson Institute,United States,Illinois,Private,Erikson Institute,4,"['2,068', '']","['815', '']","['178', '']","['125', '']","['0', '']","['950', '']","['0', '']"
10162,r210,United States -> Illinois -> Private -> Illinois Institute of Technology,United States,Illinois,Private,Illinois Institute of Technology,4,"['29,791', '']","['25,963', '']","['2', '']","['1,759', '']","['948', '']","['371', '']","['748', '']"
10162,r211,"United States -> Illinois -> Private -> Loyola U., Chicago",United States,Illinois,Private,"Loyola U., Chicago",4,"['46,169', '']","['26,972', '']","['204', '']","['9,904', '']","['3,527', '']","['3,955', '']","['1,607', '']"
10162,r212,United States -> Illinois -> Private -> Midwestern U.,United States,Illinois,Private,Midwestern U.,4,"['11,069', '']","['1,609', '']","['160', '']","['8,714', '']","['290', '']","['296', '']","['0', '']"
10162,r213,United States -> Illinois -> Private -> Northwestern U.,United States,Illinois,Private,Northwestern U.,4,"['1,000,695', '']","['618,771', '']","['783', '']","['262,434', '']","['59,850', '']","['51,091', '']","['7,766', '']"
10162,r214,United States -> Illinois -> Private -> Rosalind Franklin U. of Medicine and Science,United States,Illinois,Private,Rosalind Franklin U. of Medicine and Science,4,"['12,988', '']","['7,292', '']","['144', '']","['4,239', '']","['593', '']","['720', '']","['0', '']"
10162,r215,United States -> Illinois -> Private -> Rush U.,United States,Illinois,Private,Rush U.,4,"['114,874', '']","['79,647', '']","['1,548', '']","['9,884', '']","['15,789', '']","['8,006', '']","['0', '']"
10162,r216,"United States -> Illinois -> Private -> Toyota Technological Institute, Chicago",United States,Illinois,Private,"Toyota Technological Institute, Chicago",4,"['4,470', '']","['2,199', '']","['0', '']","['1,568', '']","['431', '']","['272', '']","['0', '']"
10162,r217,United States -> Illinois -> Private -> U. Chicago,United States,Illinois,Private,U. Chicago,4,"['591,805', '']","['456,806', '']","['322', '']","['40,734', '']","['46,694', '']","['45,554', '']","['1,695', '']"
10162,r218,United States -> Indiana,United States,Indiana,,,2,"['1,872,200', '']","['877,861', '']","['45,885', '']","['627,742', '']","['122,118', '']","['120,128', '']","['78,466', '']"
10162,r219,United States -> Indiana -> Public,United States,Indiana,Public,,3,"['1,589,905', '']","['752,223', '']","['45,398', '']","['533,370', '']","['105,780', '']","['98,783', '']","['54,351', '']"
10162,r220,United States -> Indiana -> Public -> Ball State U.,United States,Indiana,Public,Ball State U.,4,"['9,932', '']","['5,302', '']","['257', '']","['3,754', '']","['247', '']","['372', '']","['0', '']"
10162,r221,United States -> Indiana -> Public -> Indiana State U.,United States,Indiana,Public,Indiana State U.,4,"['1,354', '']","['894', '']","['128', '']","['210', '']","['84', '']","['26', '']","['12', '']"
10162,r222,"United States -> Indiana -> Public -> Indiana U., Bloomington",United States,Indiana,Public,"Indiana U., Bloomington",4,"['751,309', '']","['360,300', '']","['3,951', '']","['272,216', '']","['34,091', '']","['67,315', '']","['13,436', '']"
10162,r223,"United States -> Indiana -> Public -> Indiana U.-Purdue U., Indianapolis",United States,Indiana,Public,"Indiana U.-Purdue U., Indianapolis",4,"['64,162', '']","['29,353', '']","['413', '']","['27,461', '']","['1,313', '']","['5,475', '']","['147', '']"
10162,r224,"United States -> Indiana -> Public -> Purdue U., Fort Wayne",United States,Indiana,Public,"Purdue U., Fort Wayne",4,"['2,134', '']","['313', '']","['371', '']","['814', '']","['140', '']","['186', '']","['310', '']"
10162,r225,"United States -> Indiana -> Public -> Purdue U., Northwest",United States,Indiana,Public,"Purdue U., Northwest",4,"['6,387', '']","['3,171', '']","['767', '']","['1,323', '']","['477', '']","['128', '']","['521', '']"
10162,r226,"United States -> Indiana -> Public -> Purdue U., West Lafayette",United States,Indiana,Public,"Purdue U., West Lafayette",4,"['754,627', '']","['352,890', '']","['39,511', '']","['227,592', '']","['69,428', '']","['25,281', '']","['39,925', '']"
10162,r227,United States -> Indiana -> Private,United States,Indiana,Private,,3,"['282,295', '']","['125,638', '']","['487', '']","['94,372', '']","['16,338', '']","['21,345', '']","['24,115', '']"
10162,r228,United States -> Indiana -> Private -> Butler U.,United States,Indiana,Private,Butler U.,4,"['1,691', '']","['1,227', '']","['0', '']","['216', '']","['113', '']","['135', '']","['0', '']"
10162,r229,United States -> Indiana -> Private -> U. Notre Dame,United States,Indiana,Private,U. Notre Dame,4,"['280,604', '']","['124,411', '']","['487', '']","['94,156', '']","['16,225', '']","['21,210', '']","['24,115', '']"
10162,r230,United States -> Iowa,United States,Iowa,,,2,"['1,005,800', '']","['508,226', '']","['43,761', '']","['364,805', '']","['51,317', '']","['36,806', '']","['885', '']"
10162,r231,United States -> Iowa -> Public,United States,Iowa,Public,,3,"['990,885', '']","['503,634', '']","['43,493', '']","['355,463', '']","['51,125', '']","['36,450', '']","['720', '']"
10162,r232,United States -> Iowa -> Public -> Iowa State U.,United States,Iowa,Public,Iowa State U.,4,"['393,184', '']","['187,156', '']","['37,071', '']","['134,050', '']","['18,924', '']","['15,284', '']","['699', '']"
10162,r233,United States -> Iowa -> Public -> U. Iowa,United States,Iowa,Public,U. Iowa,4,"['594,215', '']","['314,346', '']","['5,957', '']","['220,605', '']","['32,201', '']","['21,085', '']","['21', '']"
10162,r234,United States -> Iowa -> Public -> U. Northern Iowa,United States,Iowa,Public,U. Northern Iowa,4,"['3,486', '']","['2,132', '']","['465', '']","['808', '']","['0', '']","['81', '']","['0', '']"
10162,r235,United States -> Iowa -> Private,United States,Iowa,Private,,3,"['14,915', '']","['4,592', '']","['268', '']","['9,342', '']","['192', '']","['356', '']","['165', '']"
10162,r236,United States -> Iowa -> Private -> Des Moines U.,United States,Iowa,Private,Des Moines U.,4,"['5,307', '']","['1,589', '']","['179', '']","['3,455', '']","['0', '']","['84', '']","['0', '']"
10162,r237,United States -> Iowa -> Private -> Drake U.,United States,Iowa,Private,Drake U.,4,"['1,691', '']","['1,211', '']","['89', '']","['150', '']","['177', '']","['64', '']","['0', '']"
10162,r238,United States -> Iowa -> Private -> Grinnell C.,United States,Iowa,Private,Grinnell C.,4,"['5,867', '']","['242', '']","['0', '']","['5,237', '']","['15', '']","['208', '']","['165', '']"
10162,r239,"United States -> Iowa -> Private -> Palmer C. of Chiropractic, Davenport",United States,Iowa,Private,"Palmer C. of Chiropractic, Davenport",4,"['2,050', '']","['1,550', '']","['0', '']","['500', '']","['0', '']","['0', '']","['0', '']"
10162,r240,United States -> Kansas,United States,Kansas,,,2,"['882,644', '']","['376,471', '']","['89,850', '']","['222,010', '']","['159,137', '']","['20,290', '']","['14,886', '']"
10162,r241,United States -> Kansas -> Public,United States,Kansas,Public,,3,"['882,644', '']","['376,471', '']","['89,850', '']","['222,010', '']","['159,137', '']","['20,290', '']","['14,886', '']"
10162,r242,United States -> Kansas -> Public -> Kansas State U.,United States,Kansas,Public,Kansas State U.,4,"['212,974', '']","['81,820', '']","['40,926', '']","['72,772', '']","['8,259', '']","['8,047', '']","['1,150', '']"
10162,r243,United States -> Kansas -> Public -> Pittsburg State U.,United States,Kansas,Public,Pittsburg State U.,4,"['2,884', '']","['1,167', '']","['666', '']","['NA', '']","['1,051', '']","['0', '']","['0', '']"
10162,r244,United States -> Kansas -> Public -> U. Kansas,United States,Kansas,Public,U. Kansas,4,"['405,267', '']","['200,117', '']","['29,376', '']","['120,620', '']","['29,384', '']","['12,073', '']","['13,697', '']"
10162,r245,United States -> Kansas -> Public -> Wichita State U.,United States,Kansas,Public,Wichita State U.,4,"['261,519', '']","['93,367', '']","['18,882', '']","['28,618', '']","['120,443', '']","['170', '']","['39', '']"
10162,r246,United States -> Kentucky,United States,Kentucky,,,2,"['733,242', '']","['385,943', '']","['49,506', '']","['207,429', '']","['23,247', '']","['22,079', '']","['45,038', '']"
10162,r247,United States -> Kentucky -> Public,United States,Kentucky,Public,,3,"['733,242', '']","['385,943', '']","['49,506', '']","['207,429', '']","['23,247', '']","['22,079', '']","['45,038', '']"
10162,r248,United States -> Kentucky -> Public -> Kentucky State U.,United States,Kentucky,Public,Kentucky State U.,4,"['9,284', '']","['4,743', '']","['4,357', '']","['0', '']","['83', '']","['101', '']","['0', '']"
10162,r249,United States -> Kentucky -> Public -> Morehead State U.,United States,Kentucky,Public,Morehead State U.,4,"['2,880', '']","['2,086', '']","['431', '']","['15', '']","['345', '']","['3', '']","['0', '']"
10162,r250,United States -> Kentucky -> Public -> Murray State U.,United States,Kentucky,Public,Murray State U.,4,"['3,371', '']","['2,176', '']","['23', '']","['1,060', '']","['112', '']","['0', '']","['0', '']"
10162,r251,United States -> Kentucky -> Public -> Northern Kentucky U.,United States,Kentucky,Public,Northern Kentucky U.,4,"['3,888', '']","['2,596', '']","['2', '']","['890', '']","['22', '']","['378', '']","['0', '']"
10162,r252,United States -> Kentucky -> Public -> U. Kentucky,United States,Kentucky,Public,U. Kentucky,4,"['476,517', '']","['253,852', '']","['32,619', '']","['137,897', '']","['10,715', '']","['13,292', '']","['28,142', '']"
10162,r253,United States -> Kentucky -> Public -> U. Louisville,United States,Kentucky,Public,U. Louisville,4,"['229,582', '']","['117,363', '']","['11,543', '']","['63,606', '']","['11,915', '']","['8,259', '']","['16,896', '']"
10162,r254,United States -> Kentucky -> Public -> Western Kentucky U.,United States,Kentucky,Public,Western Kentucky U.,4,"['7,720', '']","['3,127', '']","['531', '']","['3,961', '']","['55', '']","['46', '']","['0', '']"
10162,r255,United States -> Louisiana,United States,Louisiana,,,2,"['941,868', '']","['404,974', '']","['93,956', '']","['285,226', '']","['105,251', '']","['28,259', '']","['24,202', '']"
10162,r256,United States -> Louisiana -> Public,United States,Louisiana,Public,,3,"['702,837', '']","['264,275', '']","['89,156', '']","['231,365', '']","['94,277', '']","['14,005', '']","['9,759', '']"
10162,r257,United States -> Louisiana -> Public -> Grambling State U.,United States,Louisiana,Public,Grambling State U.,4,"['2,306', 'i']","['809', 'i']","['639', 'i']","['858', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
10162,r258,"United States -> Louisiana -> Public -> Louisiana State U., Baton Rouge",United States,Louisiana,Public,"Louisiana State U., Baton Rouge",4,"['344,556', '']","['111,886', '']","['69,770', '']","['138,650', '']","['13,449', '']","['4,727', '']","['6,074', '']"
10162,r259,"United States -> Louisiana -> Public -> Louisiana State U., Health Sciences Center, New Orleans",United States,Louisiana,Public,"Louisiana State U., Health Sciences Center, New Orleans",4,"['53,995', '']","['33,087', '']","['168', '']","['13,488', '']","['3,193', '']","['3,275', '']","['784', '']"
10162,r260,"United States -> Louisiana -> Public -> Louisiana State U., Health Sciences Center, Shreveport",United States,Louisiana,Public,"Louisiana State U., Health Sciences Center, Shreveport",4,"['29,502', '']","['15,503', '']","['21', '']","['8,434', '']","['1,045', '']","['4,499', '']","['0', '']"
10162,r261,United States -> Louisiana -> Public -> Louisiana Tech U.,United States,Louisiana,Public,Louisiana Tech U.,4,"['26,591', '']","['5,734', '']","['2,532', '']","['15,621', '']","['713', '']","['0', '']","['1,991', '']"
10162,r262,United States -> Louisiana -> Public -> Northwestern State U. Louisiana,United States,Louisiana,Public,Northwestern State U. Louisiana,4,"['1,848', '']","['742', '']","['838', '']","['268', '']","['0', '']","['0', '']","['0', '']"
10162,r263,United States -> Louisiana -> Public -> Southeastern Louisiana U.,United States,Louisiana,Public,Southeastern Louisiana U.,4,"['2,407', '']","['1,285', '']","['266', '']","['784', '']","['61', '']","['11', '']","['0', '']"
10162,r264,"United States -> Louisiana -> Public -> Southern U. and A&M C., Agricultural Research and Extension Center",United States,Louisiana,Public,"Southern U. and A&M C., Agricultural Research and Extension Center",4,"['7,048', '']","['4,261', '']","['2,765', '']","['22', '']","['0', '']","['0', '']","['0', '']"
10162,r265,"United States -> Louisiana -> Public -> Southern U. and A&M C., Baton Rouge",United States,Louisiana,Public,"Southern U. and A&M C., Baton Rouge",4,"['4,344', '']","['3,595', '']","['80', '']","['34', '']","['635', '']","['0', '']","['0', '']"
10162,r266,"United States -> Louisiana -> Public -> U. Louisiana, Lafayette",United States,Louisiana,Public,"U. Louisiana, Lafayette",4,"['205,201', '']","['77,110', '']","['10,541', '']","['42,605', '']","['74,657', '']","['288', '']","['0', '']"
10162,r267,"United States -> Louisiana -> Public -> U. Louisiana, Monroe",United States,Louisiana,Public,"U. Louisiana, Monroe",4,"['3,128', '']","['1,993', '']","['748', '']","['208', '']","['41', '']","['138', '']","['0', '']"
10162,r268,United States -> Louisiana -> Public -> U. New Orleans,United States,Louisiana,Public,U. New Orleans,4,"['21,911', '']","['8,270', '']","['788', '']","['10,393', '']","['483', '']","['1,067', '']","['910', '']"
10162,r269,United States -> Louisiana -> Private,United States,Louisiana,Private,,3,"['239,031', '']","['140,699', '']","['4,800', '']","['53,861', '']","['10,974', '']","['14,254', '']","['14,443', '']"
10162,r270,United States -> Louisiana -> Private -> Dillard U.,United States,Louisiana,Private,Dillard U.,4,"['2,270', '']","['1,422', '']","['0', '']","['848', '']","['0', '']","['0', '']","['0', '']"
10162,r271,United States -> Louisiana -> Private -> Tulane U.,United States,Louisiana,Private,Tulane U.,4,"['222,605', '']","['127,544', '']","['4,215', '']","['51,561', '']","['10,974', '']","['13,868', '']","['14,443', '']"
10162,r272,United States -> Louisiana -> Private -> Xavier U. Louisiana,United States,Louisiana,Private,Xavier U. Louisiana,4,"['14,156', '']","['11,733', '']","['585', '']","['1,452', '']","['0', '']","['386', '']","['0', '']"
10162,r273,United States -> Maine,United States,Maine,,,2,"['191,739', '']","['95,051', '']","['22,403', '']","['64,293', '']","['3,974', '']","['3,623', '']","['2,395', '']"
10162,r274,United States -> Maine -> Public,United States,Maine,Public,,3,"['177,429', '']","['86,273', '']","['22,342', '']","['60,301', '']","['3,848', '']","['2,694', '']","['1,971', '']"
10162,r275,United States -> Maine -> Public -> U. Maine,United States,Maine,Public,U. Maine,4,"['171,931', '']","['84,072', '']","['19,449', '']","['60,064', '']","['3,848', '']","['2,568', '']","['1,930', '']"
10162,r276,United States -> Maine -> Public -> U. Southern Maine,United States,Maine,Public,U. Southern Maine,4,"['5,498', '']","['2,201', '']","['2,893', '']","['237', '']","['0', '']","['126', '']","['41', '']"
10162,r277,United States -> Maine -> Private,United States,Maine,Private,,3,"['14,310', '']","['8,778', '']","['61', '']","['3,992', '']","['126', '']","['929', '']","['424', '']"
10162,r278,United States -> Maine -> Private -> Bates C.,United States,Maine,Private,Bates C.,4,"['2,468', '']","['1,785', '']","['0', '']","['281', '']","['0', '']","['235', '']","['167', '']"
10162,r279,United States -> Maine -> Private -> Bowdoin C.,United States,Maine,Private,Bowdoin C.,4,"['2,648', '']","['1,867', '']","['46', '']","['635', '']","['0', '']","['91', '']","['9', '']"
10162,r280,United States -> Maine -> Private -> Colby C.,United States,Maine,Private,Colby C.,4,"['2,530', '']","['1,466', '']","['0', '']","['573', '']","['0', '']","['243', '']","['248', '']"
10162,r281,United States -> Maine -> Private -> U. New England,United States,Maine,Private,U. New England,4,"['6,664', '']","['3,660', '']","['15', '']","['2,503', '']","['126', '']","['360', '']","['0', '']"
10162,r282,United States -> Maryland,United States,Maryland,,,2,"['5,168,958', '']","['4,055,588', '']","['99,124', '']","['620,194', '']","['157,683', '']","['218,721', '']","['17,648', '']"
10162,r283,United States -> Maryland -> Public,United States,Maryland,Public,,3,"['1,748,646', '']","['1,083,772', '']","['91,339', '']","['461,456', '']","['37,660', '']","['65,387', '']","['9,032', '']"
10162,r284,United States -> Maryland -> Public -> Bowie State U.,United States,Maryland,Public,Bowie State U.,4,"['3,351', '']","['3,351', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10162,r285,United States -> Maryland -> Public -> Morgan State U.,United States,Maryland,Public,Morgan State U.,4,"['29,482', '']","['24,670', '']","['2,835', '']","['707', '']","['601', '']","['344', '']","['325', '']"
10162,r286,United States -> Maryland -> Public -> Salisbury U.,United States,Maryland,Public,Salisbury U.,4,"['10,614', '']","['3,734', '']","['3,405', '']","['3,415', '']","['0', '']","['50', '']","['10', '']"
10162,r287,United States -> Maryland -> Public -> Towson U.,United States,Maryland,Public,Towson U.,4,"['8,788', '']","['2,844', '']","['177', '']","['5,513', '']","['30', '']","['217', '']","['7', '']"
10162,r288,United States -> Maryland -> Public -> U. Baltimore,United States,Maryland,Public,U. Baltimore,4,"['6,646', '']","['4,853', '']","['1,445', '']","['NA', '']","['4', '']","['259', '']","['85', '']"
10162,r289,United States -> Maryland -> Public -> U. Maryland<sup>c</sup>,United States,Maryland,Public,U. Maryland<sup>c</sup>,4,"['1,228,550', '']","['750,447', '']","['49,950', '']","['334,100', '']","['34,844', '']","['52,546', '']","['6,663', '']"
10162,r290,United States -> Maryland -> Public -> U. Maryland Center for Environmental Science,United States,Maryland,Public,U. Maryland Center for Environmental Science,4,"['53,718', '']","['15,109', '']","['26,071', '']","['10,222', '']","['223', '']","['1,792', '']","['301', '']"
10162,r291,"United States -> Maryland -> Public -> U. Maryland, Baltimore County",United States,Maryland,Public,"U. Maryland, Baltimore County",4,"['110,319', '']","['65,368', '']","['7,264', '']","['31,743', '']","['1,958', '']","['2,611', '']","['1,375', '']"
10162,r292,"United States -> Maryland -> Public -> U. Maryland, Eastern Shore",United States,Maryland,Public,"U. Maryland, Eastern Shore",4,"['9,274', '']","['9,062', '']","['192', '']","['20', '']","['0', '']","['0', '']","['0', '']"
10162,r293,United States -> Maryland -> Public -> U.S. Naval Academy,United States,Maryland,Public,U.S. Naval Academy,4,"['10,664', '']","['10,147', '']","['0', '']","['0', '']","['0', '']","['251', '']","['266', '']"
10162,r294,United States -> Maryland -> Public -> Uniformed Services U. of the Health Sciences,United States,Maryland,Public,Uniformed Services U. of the Health Sciences,4,"['277,240', '']","['194,187', '']","['0', '']","['75,736', '']","['0', '']","['7,317', '']","['0', '']"
10162,r295,United States -> Maryland -> Private,United States,Maryland,Private,,3,"['3,420,312', '']","['2,971,816', '']","['7,785', '']","['158,738', '']","['120,023', '']","['153,334', '']","['8,616', '']"
10162,r296,United States -> Maryland -> Private -> Johns Hopkins U.<sup>d</sup>,United States,Maryland,Private,Johns Hopkins U.<sup>d</sup>,4,"['3,420,312', '']","['2,971,816', '']","['7,785', '']","['158,738', '']","['120,023', '']","['153,334', '']","['8,616', '']"
10162,r297,United States -> Massachusetts,United States,Massachusetts,,,2,"['4,837,383', '']","['2,705,310', '']","['50,116', '']","['1,111,829', '']","['321,346', '']","['477,250', '']","['171,532', '']"
10162,r298,United States -> Massachusetts -> Public,United States,Massachusetts,Public,,3,"['815,687', '']","['483,911', '']","['28,480', '']","['212,883', '']","['37,088', '']","['39,651', '']","['13,674', '']"
10162,r299,United States -> Massachusetts -> Public -> Framingham State U.,United States,Massachusetts,Public,Framingham State U.,4,"['2,830', 'i']","['232', 'i']","['0', 'i']","['0', 'i']","['95', 'i']","['2,503', 'i']","['0', 'i']"
10162,r300,"United States -> Massachusetts -> Public -> U. Massachusetts, Amherst",United States,Massachusetts,Public,"U. Massachusetts, Amherst",4,"['245,158', '']","['129,044', '']","['12,632', '']","['79,588', '']","['8,582', '']","['8,646', '']","['6,666', '']"
10162,r301,"United States -> Massachusetts -> Public -> U. Massachusetts, Boston",United States,Massachusetts,Public,"U. Massachusetts, Boston",4,"['65,215', '']","['23,131', '']","['8,852', '']","['25,606', '']","['2,043', '']","['4,958', '']","['625', '']"
10162,r302,"United States -> Massachusetts -> Public -> U. Massachusetts, Dartmouth",United States,Massachusetts,Public,"U. Massachusetts, Dartmouth",4,"['33,136', '']","['11,162', '']","['1,519', '']","['18,713', '']","['1,035', '']","['440', '']","['267', '']"
10162,r303,"United States -> Massachusetts -> Public -> U. Massachusetts, Lowell",United States,Massachusetts,Public,"U. Massachusetts, Lowell",4,"['111,144', '']","['62,195', '']","['2,599', '']","['39,067', '']","['4,463', '']","['2,112', '']","['708', '']"
10162,r304,"United States -> Massachusetts -> Public -> U. Massachusetts, Medical School",United States,Massachusetts,Public,"U. Massachusetts, Medical School",4,"['358,204', '']","['258,147', '']","['2,878', '']","['49,909', '']","['20,870', '']","['20,992', '']","['5,408', '']"
10162,r305,United States -> Massachusetts -> Private,United States,Massachusetts,Private,,3,"['4,021,696', '']","['2,221,399', '']","['21,636', '']","['898,946', '']","['284,258', '']","['437,599', '']","['157,858', '']"
10162,r306,United States -> Massachusetts -> Private -> Amherst C.,United States,Massachusetts,Private,Amherst C.,4,"['7,177', '']","['2,862', '']","['0', '']","['2,130', '']","['0', '']","['127', '']","['2,058', '']"
10162,r307,United States -> Massachusetts -> Private -> Babson C.,United States,Massachusetts,Private,Babson C.,4,"['1,825', '']","['45', '']","['0', '']","['650', '']","['140', '']","['281', '']","['709', '']"
10162,r308,United States -> Massachusetts -> Private -> Bentley U.,United States,Massachusetts,Private,Bentley U.,4,"['1,161', '']","['509', '']","['0', '']","['0', '']","['0', '']","['652', '']","['0', '']"
10162,r309,United States -> Massachusetts -> Private -> Boston C.,United States,Massachusetts,Private,Boston C.,4,"['68,958', '']","['36,560', '']","['1,439', '']","['13,949', '']","['652', '']","['15,649', '']","['709', '']"
10162,r310,United States -> Massachusetts -> Private -> Boston U.,United States,Massachusetts,Private,Boston U.,4,"['725,402', '']","['413,102', '']","['752', '']","['187,662', '']","['22,525', '']","['84,116', '']","['17,245', '']"
10162,r311,United States -> Massachusetts -> Private -> Brandeis U.,United States,Massachusetts,Private,Brandeis U.,4,"['102,378', '']","['44,205', '']","['1,027', '']","['40,627', '']","['1,100', '']","['11,813', '']","['3,606', '']"
10162,r312,United States -> Massachusetts -> Private -> Clark U.,United States,Massachusetts,Private,Clark U.,4,"['8,813', '']","['2,500', '']","['77', '']","['4,552', '']","['0', '']","['1,577', '']","['107', '']"
10162,r313,United States -> Massachusetts -> Private -> Franklin W. Olin C. of Engineering,United States,Massachusetts,Private,Franklin W. Olin C. of Engineering,4,"['2,554', '']","['809', '']","['0', '']","['698', '']","['82', '']","['882', '']","['83', '']"
10162,r314,United States -> Massachusetts -> Private -> Harvard U.,United States,Massachusetts,Private,Harvard U.,4,"['1,308,458', '']","['628,683', '']","['5,379', '']","['415,763', '']","['62,034', '']","['179,073', '']","['17,526', '']"
10162,r315,United States -> Massachusetts -> Private -> Massachusetts Institute of Technology,United States,Massachusetts,Private,Massachusetts Institute of Technology,4,"['989,166', '']","['531,056', '']","['2,523', '']","['117,128', '']","['165,200', '']","['100,640', '']","['72,619', '']"
10162,r316,United States -> Massachusetts -> Private -> MGH Institute of Health Professions,United States,Massachusetts,Private,MGH Institute of Health Professions,4,"['5,805', '']","['4,628', '']","['0', '']","['20', '']","['0', '']","['1,157', '']","['0', '']"
10162,r317,United States -> Massachusetts -> Private -> Mount Holyoke C.,United States,Massachusetts,Private,Mount Holyoke C.,4,"['2,112', '']","['1,511', '']","['0', '']","['285', '']","['0', '']","['316', '']","['0', '']"
10162,r318,United States -> Massachusetts -> Private -> New England C. of Optometry,United States,Massachusetts,Private,New England C. of Optometry,4,"['1,868', '']","['1,609', '']","['52', '']","['108', '']","['88', '']","['11', '']","['0', '']"
10162,r319,United States -> Massachusetts -> Private -> Northeastern U.,United States,Massachusetts,Private,Northeastern U.,4,"['231,607', '']","['150,093', '']","['1,747', '']","['55,478', '']","['12,107', '']","['11,909', '']","['273', '']"
10162,r320,United States -> Massachusetts -> Private -> Smith C.,United States,Massachusetts,Private,Smith C.,4,"['5,831', '']","['2,403', '']","['0', '']","['1,740', '']","['248', '']","['1,440', '']","['0', '']"
10162,r321,United States -> Massachusetts -> Private -> Suffolk U.,United States,Massachusetts,Private,Suffolk U.,4,"['1,401', '']","['340', '']","['0', '']","['996', '']","['0', '']","['65', '']","['0', '']"
10162,r322,United States -> Massachusetts -> Private -> Tufts U.,United States,Massachusetts,Private,Tufts U.,4,"['231,224', '']","['150,081', '']","['3,780', '']","['29,719', '']","['12,765', '']","['11,331', '']","['23,548', '']"
10162,r323,United States -> Massachusetts -> Private -> Wellesley C.,United States,Massachusetts,Private,Wellesley C.,4,"['6,326', '']","['2,915', '']","['552', '']","['NA', '']","['89', '']","['2,008', '']","['762', '']"
10162,r324,United States -> Massachusetts -> Private -> Western New England U.,United States,Massachusetts,Private,Western New England U.,4,"['2,052', '']","['648', '']","['869', '']","['314', '']","['46', '']","['175', '']","['0', '']"
10162,r325,United States -> Massachusetts -> Private -> Williams C.,United States,Massachusetts,Private,Williams C.,4,"['5,657', 'i']","['1,286', 'i']","['0', 'i']","['1,894', 'i']","['0', 'i']","['156', 'i']","['2,321', 'i']"
10162,r326,United States -> Massachusetts -> Private -> Woods Hole Oceanographic Institution,United States,Massachusetts,Private,Woods Hole Oceanographic Institution,4,"['255,017', '']","['211,550', '']","['398', '']","['10,972', '']","['3,874', '']","['12,807', '']","['15,416', '']"
