table_id,row_id,_b_department_b_full_path,_b_department_b_level_1,_b_department_b_level_2,_b_department_b_level_3,_b_department_b_hierarchy_depth,field_explanatory_information
10329,r143,Department of Labor -> Labor-Management Relations and Cooperative Programs,Department of Labor,Labor-Management Relations and Cooperative Programs,,2,"In 1984, Labor-Management Relations and Cooperative Programs replaced the Labor-Management Services Administration."
10329,r144,Department of Labor -> Labor-Management Services Administration,Department of Labor,Labor-Management Services Administration,,2,"In 1984, the Labor-Management Services Administration was replaced by the Labor-Management Relations and Cooperative Programs."
10329,r145,Department of State,Department of State,,,1,The Agency for International Development (AID) transferred from the Department of State (DOS) to the International Development Cooperation Agency on 1 October 1979.
10329,r146,,,,,1,Increases in outlays and obligations reported by DOS during the volume 44 (FYs 1994–96) survey cycle reflect reporting of moneys received through interagency agreements with AID. DOS transfers these outlays and obligations to other R&D performers.
10329,r147,,,,,1,"Effective 1 April 1999, all functions and authorities of the Arms Control and Disarmament Agency were transferred to DOS."
10329,r148,,,,,1,"On 1 October 1999, the Information Agency was integrated into DOS."
10329,r149,,,,,1,DOS data for FY 2014 were excluded due to their poor quality.
10329,r150,,,,,1,"As of volume 68 (FYs 2018–19), DOS added the Global Health Programs R&D funding."
10329,r151, -> Agency for International Development,,Agency for International Development,,2,The Agency for International Development (AID) transferred from the Department of State (DOS) to the International Development Cooperation Agency on 1 October 1979.
10329,r152,,,,,1,Increases in outlays and obligations reported by DOS during the volume 44 (FYs 1994–96) survey cycle reflect reporting of moneys received through interagency agreements with AID. DOS transfers these outlays and obligations to other R&D performers.
10329,r153,Department of Transportation,Department of Transportation,,,1,"The Department of Transportation (DOT) did not become operational until 1967. Prior to 1966, similar obligations appear under DOT’s organizational predecessors: the Bureau of Public Roads, the Coast Guard (formerly part of the Department of the Treasury and transferred to the Department of Homeland Security in 2003), the Federal Aviation Agency, the Office of Transportation Research and Development, and other components of the Department of Commerce vested with transportation functions."
10329,r154,Department of Transportation -> Coast Guard,Department of Transportation,Coast Guard,,2,"On 25 November 2002, the president signed the Homeland Security Act of 2002, establishing the Department of Homeland Security (DHS). DHS includes the R&D activities previously reported by the Coast Guard."
10329,r155,Department of Transportation -> Federal Highway Administration,Department of Transportation,Federal Highway Administration,,2,"The Federal Motor Carrier Safety Administration, formerly a part of the Federal Highway Administration, was established within the Department of Transportation on 1 January 2000, as stated in the Motor Carrier Safety Improvement Act of 1999 (Public Law No. 106-159, 113 Stat. 1748 [9 December 1999])."
10329,r156,Department of Transportation -> Federal Motor Carrier Safety Administration,Department of Transportation,Federal Motor Carrier Safety Administration,,2,"The Federal Motor Carrier Safety Administration, formerly a part of the Federal Highway Administration, was established within the Department of Transportation on 1 January 2000, as stated in the Motor Carrier Safety Improvement Act of 1999 (Public Law No. 106-159, 113 Stat. 1748 [9 December 1999])."
10329,r157,Department of Transportation -> Federal Transit Administration,Department of Transportation,Federal Transit Administration,,2,The name of this agency changed from the Urban Mass Transit Administration to the Federal Transit Administration on 18 December 1991.
10329,r158,Department of Transportation -> Maritime Administration,Department of Transportation,Maritime Administration,,2,"In 1981, the Maritime Administration moved from the Department of Commerce to the Department of Transportation."
10329,r159,Department of Transportation -> Research and Innovative Technology Administration,Department of Transportation,Research and Innovative Technology Administration,,2,"In January 2014, all Research and Innovative Technology Administration programs were transferred into the Office of the Assistant Secretary for Research and Technology in the Office of the Secretary of Transportation."
10329,r160,Department of the Treasury,Department of the Treasury,,,1,
10329,r161,Department of the Treasury -> Customs Service,Department of the Treasury,Customs Service,,2,"Beginning in FY 2003, the Customs Service Research and Development program was transferred to other subagencies of the Department of Homeland Security."
10329,r162,Department of the Treasury -> Internal Revenue Service,Department of the Treasury,Internal Revenue Service,,2,"Due to the reorganization of the Internal Revenue Service (IRS) and subsequent unavailability of data, FY 1992 figures were taken from estimates made in the volume 41 (FYs 1991–93) submission."
10329,r163,,,,,1,Large changes in obligations reported by IRS for volume 44 (FYs 1994–96) are due to shifts in research funding.
10329,r164,,,,,1,"The IRS performed a detailed evaluation and assessment of its programs and determined that none of its functions can be defined as an R&D activity as defined in Office of Management and Budget Circular A-11. Despite not having any R&D obligations, the IRS still sponsors a Federally Funded Research and Development Center, the Center for Enterprise Modernization."
10329,r165, -> Office of Thrift Supervision,,Office of Thrift Supervision,,2,"In 1989, the Federal Home Loan Bank Board was replaced by the Office of Thrift Supervision (OTS). In 1990, OTS became part of the Department of the Treasury."
10329,r166,,,,,1,"As of 21 July 2011, OTS merged with the Office of the Comptroller of the Currency; it ceased to exist on 19 October 2011."
10329,r167, -> Secret Service,,Secret Service,,2,"On 25 November 2002, the president signed the Homeland Security Act of 2002, establishing the Department of Homeland Security (DHS). DHS includes the R&D activities previously reported by the Secret Service."
10329,r168,Department of Veterans Affairs,Department of Veterans Affairs,,,1,"During volume 68 (FYs 2018–19), the Department of Veterans Affairs added funds for the Medical Services Support to the existing R&D funding to fully report the total cost of intramural R&D. Although the Medical Services Support do not directly fund specific R&D activities, they do cover the additional expense of hosting intramural research programs that were not previously reported. "
10329,r169,Other agencies,Other agencies,,,1,
10329,r170,Other agencies -> Administrative Office of the U.S. Courts,Other agencies,Administrative Office of the U.S. Courts,,2,The Administrative Office of the U.S. Courts began reporting as of volume 66 (FYs 2016–17).
10329,r171,Other agencies -> Agency for Global Media,Other agencies,Agency for Global Media,,2,"On 22 August 2018, as part of a modernization effort, the Broadcasting Board of Governors changed its name to the Agency for Global Media (AGM)."
10329,r172,,,,,1,AGM did not submit data from FY 2008 through FY 2018 but began reporting again for volume 69 (FYs 2019–20).
10329,r173, -> Agency for International Development,,Agency for International Development,,2,Increases in outlays and obligations reported by the Department of State (DOS) during the volume 44 (FYs 1994–96) survey cycle reflect reporting of moneys received through interagency agreements with the Agency for International Development (AID). DOS transfers these outlays and obligations to other R&D performers.
10329,r174,,,,,1,AID's new integrated system for budget and accounting records used to report data for volume 48 (FYs 1998–2000) did not contain codes for determining either fields of science and engineering or performer data. The National Science Foundation estimated these data based on AID's Budget Authority (FYs 2000–02) and AID's Survey of Federal Funds for Research and Development submission to volume 44 (FYs 1994–96).
10329,r175,,,,,1,AID transferred from DOS to the International Development Cooperation Agency on 1 October 1979.
10329,r176, -> Arms Control and Disarmament Agency,,Arms Control and Disarmament Agency,,2,FY 1994 figures for the Arms Control and Disarmament Agency (ACDA) are based on the agency's volume 43 submission for FY 1993.
10329,r177,,,,,1,"Effective 1 April 1999, all functions and authorities of ACDA were transferred to the Department of State."
10329,r178, -> Broadcasting Board of Governors,,Broadcasting Board of Governors,,2,"The Broadcasting Board of Governors (BBG) became an independent federal entity on 1 October 1999, as mandated by the Foreign Affairs Reform and Restructuring Act (Public Law 105-277), signed by the president on 21 October 1998."
10329,r179,,,,,1,"On 22 August 2018, as part of a modernization effort, the BBG changed its name to the Agency for Global Media."
10329,r180, -> Consumer Product Safety Commission,,Consumer Product Safety Commission,,2,The Consumer Product Safety Commission did not submit data from FY 2004 through FY 2011 but began reporting again for volume 62 (FYs 2012–14).
10329,r181, -> Environmental Protection Agency,,Environmental Protection Agency,,2,"Before FY 2000, data reported for the Environmental Protection Agency (EPA) included R&D data for the Agency for Toxic Substances and Disease Registry."
10329,r182,,,,,1,"In FY 2010, the EPA was unable to report R&D or R&D plant by performer or by location. Percentage distributions calculated from EPA's data submission for FY 2009 were used to estimate its FY 2010 R&D by performer and its location."
10329,r183, -> Federal Emergency Management Agency,,Federal Emergency Management Agency,,2,"The Federal Emergency Management Agency (FEMA) was activated 1 April 1979, by Executive Order 12127. FEMA merged many of the separate disaster-related responsibilities, including the National Fire Prevention and Control Administration, whose 1978 funds are reported under FEMA."
10329,r184,,,,,1,Functions for the Defense Civil Preparedness Agency transferred from the Department of Defense to FEMA on 20 July 1979.
10329,r185,,,,,1,Functions for the National Fire Prevention and Control Administration transferred from the Department of Commerce to FEMA on 1 April 1979.
10329,r186,,,,,1,Functions were transferred to the Department of Homeland Security (DHS) by act of 25 Nov. 2002 (116 Stat. 2213) and absorbed into DHS effective 1 March 2003.
10329,r187, -> General Services Administration,,General Services Administration,,2,"Since 1985, the National Archives and Records Administration has been separate from the General Services Administration."
10329,r188, -> Information Agency,,Information Agency,,2,Data reported for the Information Agency include funds for the former International Communication Agency for FYs 1977–81.
10329,r189,,,,,1,"On 1 October 1999, the Information Agency was integrated into the Department of State."
10329,r190, -> International Development Cooperation Agency,,International Development Cooperation Agency,,2,The Agency for International Development transferred from the Department of State to the International Development Cooperation Agency on 1 October 1979.
10329,r191, -> International Trade Commission,,International Trade Commission,,2,"In 2000, the International Trade Commission stopped classifying any of its activities as R&D."
10329,r192, -> National Aeronautics and Space Administration,,National Aeronautics and Space Administration,,2,"During the volume 45 (FYs 1995–97) survey cycle, the National Aeronautics and Space Administration (NASA) made a statistical adjustment to the 1994 and 1995 field of science and engineering values to diminish a computational error introduced by its software."
10329,r193,,,,,1,"In FY 2000, NASA reclassified the International Space Station (ISS) as a physical asset, reclassified ISS Research as equipment, and transferred funding for the program from R&D to R&D plant."
10329,r194,,,,,1,"In FYs 2004–06, NASA implemented a full-cost budget approach, which includes all of the direct and indirect costs for procurement, personnel, travel, and other infrastructure-related expenses relative to a particular program and project. NASA’s data for FY 2004 and later years may not be directly comparable with its data for FY 2003 and earlier years."
10329,r195,,,,,1,"In FY 2006, NASA reclassified funding for the following items as operational costs: Space Operations, the Hubble Space Telescope, the Stratospheric Observatory for Infrared Astronomy, and the James Webb Space Telescope. This funding was previously reported as R&D plant."
10329,r196,,,,,1,"Between FYs 2006 and 2007, NASA's R&D obligations decreased by $1 billion. Of this amount, $850 million was accounted for by obligations for operational projects that NASA excluded in FY 2007 but reported in FY 2006. The remainder was from an overall decrease in obligations between FYs 2006 and 2007."
10329,r197,,,,,1,"In FY 2010, NASA resumed reporting ISS obligations as R&D plant."
10329,r198,,,,,1,"In FY 2012, NASA began reporting ISS obligations as research rather than R&D plant."
10329,r199,,,,,1,"In FY 2013, NASA revamped its reporting process so that the data for FY 2012 forward are not directly comparable with totals reported in previous years."
10329,r200,,,,,1,"NASA estimated that the revised Office of Management and Budget definition for ""experimental development"" reduced its reported R&D total by about $2.7 billion in FY 2017 and $2.9 billion in FY 2018 from what would have been reported under the previous definition prior to volume 66 (FYs 2016–17)."
10329,r201, -> National Archives and Records Administration,,National Archives and Records Administration,,2,"Since 1985, the National Archives and Records Administration has been separate from the General Services Administration."
10329,r202, -> National Science Foundation,,National Science Foundation,,2,"The National Science Foundation made changes to its field of science and engineering coding system, producing changes to some of the FY 1996 field of science data (such as mechanical engineering). These changes are reflected in the historical data tables."
10329,r203, -> Patient-Centered Outcomes Research Trust Fund,,Patient-Centered Outcomes Research Trust Fund,,2,"The Patient-Centered Outcomes Research Trust Fund (PCORTF) was established by Congress through the Patient Protection and Affordable Care Act of 2010, signed by the president on 23 March 2010. PCORTF began reporting for volume 67 (FYs 2017–18), but it also submitted data for FYs 2011–16."
10329,r204, -> Postal Service,,Postal Service,,2,"The Postal Service, which did not report data between FY 1999 and FY 2016, resumed reporting for volume 67 (FYs 2017–18) and submitted data for FYs 2015–16."
10329,r205, -> Office of Thrift Supervision,,Office of Thrift Supervision,,2,"In 1989, the Federal Home Loan Bank Board was replaced by the Office of Thrift Supervision (OTS). In 1990, OTS became part of the Department of the Treasury."
10329,r206, -> Social Security Administration,,Social Security Administration,,2,"Effective 31 March 1995, the Social Security Administration became an independent agency; it is no longer part of the Department of Health and Human Services."
10329,r207, -> Tennessee Valley Authority,,Tennessee Valley Authority,,2,"During the volume 47 (FYs 1997–99) survey cycle, the Tennessee Valley Authority (TVA) made adjustments to its FY 1996 R&D values to correct reporting errors. TVA reported that in recent years, most of the funds TVA had reported had been those invested by TVA's Office of Power rather than congressionally appropriated funds. In addition, a substantial amount of congressionally appropriated funds earmarked for environmental compliance and site restoration was erroneously reported as R&D in past years. TVA determined that these funds did not meet the criteria for classification as R&D spending. Some trend shifts are related to these adjustments because TVA could only make revisions as far back as 1996."
10329,r208,,,,,1,"TVA, which did not report data between FY 1999 and FY 2016, resumed reporting for volume 67 (FYs 2017–18)."
