table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_total_all_r_d_expenditures_passed_through,field_total_to_higher_education_subrecipients,field_total_to_businesses,field_total_to_nonprofit_organizations,field_total_to_other_subrecipients,field_federally_financed_all_r_d_expenditures_passed_through,field_federally_financed_to_higher_education_subrecipients,field_federally_financed_to_businesses,field_federally_financed_to_nonprofit_organizations,field_federally_financed_to_other_subrecipients
12724,r200,United States -> Illinois -> Public -> Northeastern Illinois U.,United States,Illinois,Public,Northeastern Illinois U.,4,"['238', '']","['146', '']","['0', '']","['92', '']","['0', '']","['238', '']","['146', '']","['0', '']","['92', '']","['0', '']"
12724,r201,United States -> Illinois -> Public -> Northern Illinois U.,United States,Illinois,Public,Northern Illinois U.,4,"['338', '']","['122', '']","['60', '']","['0', '']","['156', '']","['331', '']","['115', '']","['60', '']","['0', '']","['156', '']"
12724,r202,"United States -> Illinois -> Public -> Southern Illinois U., Carbondale",United States,Illinois,Public,"Southern Illinois U., Carbondale",4,"['1,320', '']","['1,304', '']","['0', '']","['0', '']","['16', '']","['665', '']","['651', '']","['0', '']","['0', '']","['14', '']"
12724,r203,"United States -> Illinois -> Public -> Southern Illinois U., Edwardsville",United States,Illinois,Public,"Southern Illinois U., Edwardsville",4,"['400', '']","['0', '']","['4', '']","['34', '']","['362', '']","['267', '']","['0', '']","['0', '']","['7', '']","['260', '']"
12724,r204,"United States -> Illinois -> Public -> U. Illinois, Chicago",United States,Illinois,Public,"U. Illinois, Chicago",4,"['29,498', '']","['20,576', '']","['1,058', '']","['3,632', '']","['4,232', '']","['23,013', '']","['17,003', '']","['665', '']","['3,024', '']","['2,321', '']"
12724,r205,"United States -> Illinois -> Public -> U. Illinois, Springfield",United States,Illinois,Public,"U. Illinois, Springfield",4,"['67', '']","['0', '']","['0', '']","['0', '']","['67', '']","['63', '']","['0', '']","['0', '']","['0', '']","['63', '']"
12724,r206,"United States -> Illinois -> Public -> U. Illinois, Urbana-Champaign",United States,Illinois,Public,"U. Illinois, Urbana-Champaign",4,"['90,849', '']","['59,851', '']","['17,558', '']","['8,551', '']","['4,889', '']","['82,794', '']","['57,438', '']","['17,425', '']","['5,524', '']","['2,407', '']"
12724,r207,United States -> Illinois -> Public -> Western Illinois U.,United States,Illinois,Public,Western Illinois U.,4,"['2,021', '']","['1,579', '']","['248', '']","['11', '']","['183', '']","['2,021', '']","['1,579', '']","['248', '']","['11', '']","['183', '']"
12724,r208,United States -> Illinois -> Private,United States,Illinois,Private,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12724,r209,United States -> Illinois -> Private -> DePaul U.,United States,Illinois,Private,DePaul U.,4,"['1,928', '']","['829', '']","['410', '']","['566', '']","['123', '']","['1,307', '']","['233', '']","['408', '']","['543', '']","['123', '']"
12724,r210,United States -> Illinois -> Private -> Erikson Institute,United States,Illinois,Private,Erikson Institute,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12724,r211,United States -> Illinois -> Private -> Illinois Institute of Technology,United States,Illinois,Private,Illinois Institute of Technology,4,"['4,100', '']","['2,745', '']","['723', '']","['632', '']","['0', '']","['4,062', '']","['2,707', '']","['723', '']","['632', '']","['0', '']"
12724,r212,"United States -> Illinois -> Private -> Loyola U., Chicago",United States,Illinois,Private,"Loyola U., Chicago",4,"['3,621', '']","['2,676', '']","['150', '']","['227', '']","['568', '']","['3,311', '']","['2,472', '']","['135', '']","['227', '']","['477', '']"
12724,r213,United States -> Illinois -> Private -> Midwestern U.,United States,Illinois,Private,Midwestern U.,4,"['281', '']","['213', '']","['0', '']","['53', '']","['15', '']","['281', '']","['213', '']","['0', '']","['53', '']","['15', '']"
12724,r214,United States -> Illinois -> Private -> Northwestern U.,United States,Illinois,Private,Northwestern U.,4,"['106,606', '']","['590', '']","['203', '']","['105,813', '']","['0', '']","['100,022', '']","['561', '']","['0', '']","['99,461', '']","['0', '']"
12724,r215,United States -> Illinois -> Private -> Rosalind Franklin U. of Medicine and Science,United States,Illinois,Private,Rosalind Franklin U. of Medicine and Science,4,"['763', '']","['423', '']","['340', '']","['0', '']","['0', '']","['713', '']","['373', '']","['340', '']","['0', '']","['0', '']"
12724,r216,United States -> Illinois -> Private -> Rush U.,United States,Illinois,Private,Rush U.,4,"['22,334', '']","['13,972', '']","['0', '']","['7,351', '']","['1,011', '']","['20,188', '']","['12,629', '']","['0', '']","['6,643', '']","['916', '']"
12724,r217,"United States -> Illinois -> Private -> Toyota Technological Institute, Chicago",United States,Illinois,Private,"Toyota Technological Institute, Chicago",4,"['134', '']","['134', '']","['0', '']","['0', '']","['0', '']","['134', '']","['134', '']","['0', '']","['0', '']","['0', '']"
12724,r218,United States -> Illinois -> Private -> U. Chicago,United States,Illinois,Private,U. Chicago,4,"['78,395', '']","['44,698', '']","['858', '']","['27,719', '']","['5,120', '']","['73,406', '']","['43,446', '']","['640', '']","['26,090', '']","['3,230', '']"
12724,r219,"United States -> Illinois -> Private -> Wheaton C., Wheaton",United States,Illinois,Private,"Wheaton C., Wheaton",4,"['154', '']","['154', '']","['0', '']","['0', '']","['0', '']","['134', '']","['134', '']","['0', '']","['0', '']","['0', '']"
12724,r220,United States -> Indiana,United States,Indiana,,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12724,r221,United States -> Indiana -> Public,United States,Indiana,Public,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12724,r222,United States -> Indiana -> Public -> Ball State U.,United States,Indiana,Public,Ball State U.,4,"['2,670', '']","['2,612', '']","['0', '']","['58', '']","['0', '']","['2,664', '']","['2,612', '']","['0', '']","['52', '']","['0', '']"
12724,r223,United States -> Indiana -> Public -> Indiana State U.,United States,Indiana,Public,Indiana State U.,4,"['87', '']","['87', '']","['0', '']","['0', '']","['0', '']","['87', '']","['87', '']","['0', '']","['0', '']","['0', '']"
12724,r224,"United States -> Indiana -> Public -> Indiana U., Bloomington",United States,Indiana,Public,"Indiana U., Bloomington",4,"['80,260', '']","['44,332', '']","['4,364', '']","['23,657', '']","['7,907', '']","['73,788', '']","['40,317', '']","['4,143', '']","['22,135', '']","['7,193', '']"
12724,r225,"United States -> Indiana -> Public -> Indiana U., South Bend",United States,Indiana,Public,"Indiana U., South Bend",4,"['38', '']","['38', '']","['0', '']","['0', '']","['0', '']","['38', '']","['38', '']","['0', '']","['0', '']","['0', '']"
12724,r226,"United States -> Indiana -> Public -> Indiana U.-Purdue U., Indianapolis",United States,Indiana,Public,"Indiana U.-Purdue U., Indianapolis",4,"['2,858', '']","['1,138', '']","['19', '']","['1,323', '']","['378', '']","['1,865', '']","['784', '']","['19', '']","['1,018', '']","['44', '']"
12724,r227,"United States -> Indiana -> Public -> Purdue U., Fort Wayne",United States,Indiana,Public,"Purdue U., Fort Wayne",4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12724,r228,"United States -> Indiana -> Public -> Purdue U., Northwest",United States,Indiana,Public,"Purdue U., Northwest",4,"['49', '']","['0', '']","['0', '']","['0', '']","['49', '']","['49', '']","['0', '']","['0', '']","['0', '']","['49', '']"
12724,r229,"United States -> Indiana -> Public -> Purdue U., West Lafayette",United States,Indiana,Public,"Purdue U., West Lafayette",4,"['60,389', '']","['43,385', '']","['6,541', '']","['3,899', '']","['6,564', '']","['53,179', '']","['37,677', '']","['5,730', '']","['3,734', '']","['6,038', '']"
12724,r230,United States -> Indiana -> Private,United States,Indiana,Private,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12724,r231,United States -> Indiana -> Private -> Butler U.,United States,Indiana,Private,Butler U.,4,"['90', '']","['90', '']","['0', '']","['0', '']","['0', '']","['90', '']","['90', '']","['0', '']","['0', '']","['0', '']"
12724,r232,"United States -> Indiana -> Private -> Marian U., Indianapolis",United States,Indiana,Private,"Marian U., Indianapolis",4,"['58', '']","['58', '']","['0', '']","['0', '']","['0', '']","['46', '']","['46', '']","['0', '']","['0', '']","['0', '']"
12724,r233,United States -> Indiana -> Private -> U. Notre Dame,United States,Indiana,Private,U. Notre Dame,4,"['38,217', '']","['22,923', '']","['2,475', '']","['6,902', '']","['5,917', '']","['27,728', '']","['19,616', '']","['1,394', '']","['3,618', '']","['3,100', '']"
12724,r234,United States -> Iowa,United States,Iowa,,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12724,r235,United States -> Iowa -> Public,United States,Iowa,Public,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12724,r236,United States -> Iowa -> Public -> Iowa State U.,United States,Iowa,Public,Iowa State U.,4,"['23,651', '']","['16,797', '']","['5,042', '']","['1,095', '']","['717', '']","['20,604', '']","['15,146', '']","['4,148', '']","['791', '']","['519', '']"
12724,r237,United States -> Iowa -> Public -> U. Iowa,United States,Iowa,Public,U. Iowa,4,"['61,308', '']","['58,243', '']","['0', '']","['0', '']","['3,065', '']","['59,059', '']","['56,106', '']","['0', '']","['0', '']","['2,953', '']"
12724,r238,United States -> Iowa -> Public -> U. Northern Iowa,United States,Iowa,Public,U. Northern Iowa,4,"['283', '']","['275', '']","['0', '']","['8', '']","['0', '']","['276', '']","['268', '']","['0', '']","['8', '']","['0', '']"
12724,r239,United States -> Iowa -> Private,United States,Iowa,Private,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12724,r240,United States -> Iowa -> Private -> Des Moines U.,United States,Iowa,Private,Des Moines U.,4,"['57', '']","['41', '']","['0', '']","['0', '']","['16', '']","['41', '']","['41', '']","['0', '']","['0', '']","['0', '']"
12724,r241,United States -> Iowa -> Private -> Drake U.,United States,Iowa,Private,Drake U.,4,"['44', '']","['0', '']","['0', '']","['44', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12724,r242,United States -> Iowa -> Private -> Grinnell C.,United States,Iowa,Private,Grinnell C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12724,r243,"United States -> Iowa -> Private -> Palmer C. of Chiropractic, Davenport",United States,Iowa,Private,"Palmer C. of Chiropractic, Davenport",4,"['600', '']","['600', '']","['0', '']","['0', '']","['0', '']","['600', '']","['600', '']","['0', '']","['0', '']","['0', '']"
12724,r244,United States -> Kansas,United States,Kansas,,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12724,r245,United States -> Kansas -> Public,United States,Kansas,Public,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12724,r246,United States -> Kansas -> Public -> Kansas State U.,United States,Kansas,Public,Kansas State U.,4,"['10,194', '']","['8,004', '']","['166', '']","['479', '']","['1,545', '']","['9,268', '']","['7,652', '']","['87', '']","['164', '']","['1,365', '']"
12724,r247,United States -> Kansas -> Public -> Pittsburg State U.,United States,Kansas,Public,Pittsburg State U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12724,r248,United States -> Kansas -> Public -> U. Kansas,United States,Kansas,Public,U. Kansas,4,"['20,766', '']","['15,270', '']","['1,798', '']","['1,797', '']","['1,901', '']","['18,718', '']","['14,262', '']","['975', '']","['1,777', '']","['1,704', '']"
12724,r249,United States -> Kansas -> Public -> Wichita State U.,United States,Kansas,Public,Wichita State U.,4,"['31,664', '']","['8,054', '']","['23,344', '']","['266', '']","['0', '']","['26,487', '']","['2,877', '']","['23,344', '']","['266', '']","['0', '']"
12724,r250,United States -> Kentucky,United States,Kentucky,,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12724,r251,United States -> Kentucky -> Public,United States,Kentucky,Public,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12724,r252,United States -> Kentucky -> Public -> Eastern Kentucky U.,United States,Kentucky,Public,Eastern Kentucky U.,4,"['51', '']","['51', '']","['0', '']","['0', '']","['0', '']","['51', '']","['51', '']","['0', '']","['0', '']","['0', '']"
12724,r253,United States -> Kentucky -> Public -> Kentucky State U.,United States,Kentucky,Public,Kentucky State U.,4,"['178', '']","['178', '']","['0', '']","['0', '']","['0', '']","['178', '']","['178', '']","['0', '']","['0', '']","['0', '']"
12724,r254,United States -> Kentucky -> Public -> Morehead State U.,United States,Kentucky,Public,Morehead State U.,4,"['29', '']","['29', '']","['0', '']","['0', '']","['0', '']","['29', '']","['29', '']","['0', '']","['0', '']","['0', '']"
12724,r255,United States -> Kentucky -> Public -> Murray State U.,United States,Kentucky,Public,Murray State U.,4,"['42', '']","['42', '']","['0', '']","['0', '']","['0', '']","['42', '']","['42', '']","['0', '']","['0', '']","['0', '']"
12724,r256,United States -> Kentucky -> Public -> Northern Kentucky U.,United States,Kentucky,Public,Northern Kentucky U.,4,"['131', '']","['15', '']","['0', '']","['116', '']","['0', '']","['122', '']","['14', '']","['0', '']","['108', '']","['0', '']"
12724,r257,United States -> Kentucky -> Public -> U. Kentucky,United States,Kentucky,Public,U. Kentucky,4,"['26,538', '']","['18,447', '']","['4,111', '']","['2,437', '']","['1,543', '']","['23,386', '']","['16,537', '']","['2,970', '']","['2,341', '']","['1,538', '']"
12724,r258,United States -> Kentucky -> Public -> U. Louisville,United States,Kentucky,Public,U. Louisville,4,"['8,246', '']","['5,133', 'i']","['1,236', 'i']","['1,156', 'i']","['721', 'i']","['7,975', '']","['5,000', 'i']","['1,178', 'i']","['1,108', 'i']","['689', 'i']"
12724,r259,United States -> Kentucky -> Public -> Western Kentucky U.,United States,Kentucky,Public,Western Kentucky U.,4,"['138', '']","['138', '']","['0', '']","['0', '']","['0', '']","['118', '']","['118', '']","['0', '']","['0', '']","['0', '']"
12724,r260,United States -> Louisiana,United States,Louisiana,,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12724,r261,United States -> Louisiana -> Public,United States,Louisiana,Public,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12724,r262,United States -> Louisiana -> Public -> Grambling State U.,United States,Louisiana,Public,Grambling State U.,4,"['58', '']","['58', '']","['0', '']","['0', '']","['0', '']","['58', '']","['58', '']","['0', '']","['0', '']","['0', '']"
12724,r263,"United States -> Louisiana -> Public -> Louisiana State U., Baton Rouge",United States,Louisiana,Public,"Louisiana State U., Baton Rouge",4,"['19,260', '']","['15,589', '']","['1,360', '']","['2,129', '']","['182', '']","['17,791', '']","['14,393', '']","['1,243', '']","['1,994', '']","['161', '']"
12724,r264,"United States -> Louisiana -> Public -> Louisiana State U., Health Sciences Center, New Orleans",United States,Louisiana,Public,"Louisiana State U., Health Sciences Center, New Orleans",4,"['5,791', '']","['2,991', '']","['127', '']","['1,859', '']","['814', '']","['5,517', '']","['2,922', '']","['0', '']","['1,793', '']","['802', '']"
12724,r265,"United States -> Louisiana -> Public -> Louisiana State U., Health Sciences Center, Shreveport",United States,Louisiana,Public,"Louisiana State U., Health Sciences Center, Shreveport",4,"['635', '']","['635', '']","['0', '']","['0', '']","['0', '']","['403', '']","['403', '']","['0', '']","['0', '']","['0', '']"
12724,r266,United States -> Louisiana -> Public -> Louisiana Tech U.,United States,Louisiana,Public,Louisiana Tech U.,4,"['112', '']","['112', '']","['0', '']","['0', '']","['0', '']","['106', '']","['106', '']","['0', '']","['0', '']","['0', '']"
12724,r267,United States -> Louisiana -> Public -> Northwestern State U. Louisiana,United States,Louisiana,Public,Northwestern State U. Louisiana,4,"['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12724,r268,United States -> Louisiana -> Public -> Southeastern Louisiana U.,United States,Louisiana,Public,Southeastern Louisiana U.,4,"['3', '']","['3', '']","['0', '']","['0', '']","['0', '']","['3', '']","['3', '']","['0', '']","['0', '']","['0', '']"
12724,r269,"United States -> Louisiana -> Public -> Southern U. and A&M C., Agricultural Research and Extension Center",United States,Louisiana,Public,"Southern U. and A&M C., Agricultural Research and Extension Center",4,"['375', '']","['375', '']","['0', '']","['0', '']","['0', '']","['375', '']","['375', '']","['0', '']","['0', '']","['0', '']"
12724,r270,"United States -> Louisiana -> Public -> Southern U. and A&M C., Baton Rouge",United States,Louisiana,Public,"Southern U. and A&M C., Baton Rouge",4,"['151', '']","['0', '']","['148', '']","['0', '']","['3', '']","['151', '']","['0', '']","['148', '']","['0', '']","['3', '']"
12724,r271,"United States -> Louisiana -> Public -> Southern U., New Orleans",United States,Louisiana,Public,"Southern U., New Orleans",4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12724,r272,"United States -> Louisiana -> Public -> U. Louisiana, Lafayette",United States,Louisiana,Public,"U. Louisiana, Lafayette",4,"['6,411', '']","['4,528', '']","['1,883', '']","['0', '']","['0', '']","['6,116', '']","['4,233', '']","['1,883', '']","['0', '']","['0', '']"
12724,r273,"United States -> Louisiana -> Public -> U. Louisiana, Monroe",United States,Louisiana,Public,"U. Louisiana, Monroe",4,"['53', '']","['0', '']","['0', '']","['53', '']","['0', '']","['53', '']","['0', '']","['0', '']","['53', '']","['0', '']"
12724,r274,United States -> Louisiana -> Public -> U. New Orleans,United States,Louisiana,Public,U. New Orleans,4,"['684', '']","['99', '']","['100', '']","['170', '']","['315', '']","['684', '']","['99', '']","['100', '']","['170', '']","['315', '']"
12724,r275,United States -> Louisiana -> Private,United States,Louisiana,Private,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12724,r276,United States -> Louisiana -> Private -> Dillard U.,United States,Louisiana,Private,Dillard U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12724,r277,United States -> Louisiana -> Private -> Tulane U.,United States,Louisiana,Private,Tulane U.,4,"['18,529', '']","['9,259', '']","['3,454', '']","['3,946', '']","['1,870', '']","['14,523', '']","['8,386', '']","['2,089', '']","['2,953', '']","['1,095', '']"
12724,r278,United States -> Louisiana -> Private -> Xavier U. Louisiana,United States,Louisiana,Private,Xavier U. Louisiana,4,"['657', '']","['322', '']","['0', '']","['335', '']","['0', '']","['322', '']","['322', '']","['0', '']","['0', '']","['0', '']"
12724,r279,United States -> Maine,United States,Maine,,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12724,r280,United States -> Maine -> Public,United States,Maine,Public,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12724,r281,United States -> Maine -> Public -> U. Maine,United States,Maine,Public,U. Maine,4,"['4,695', '']","['3,424', '']","['402', '']","['798', '']","['71', '']","['4,400', '']","['3,327', '']","['402', '']","['600', '']","['71', '']"
12724,r282,United States -> Maine -> Public -> U. Southern Maine,United States,Maine,Public,U. Southern Maine,4,"['38', '']","['0', '']","['16', '']","['22', '']","['0', '']","['38', '']","['0', '']","['16', '']","['22', '']","['0', '']"
12724,r283,United States -> Maine -> Private,United States,Maine,Private,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12724,r284,United States -> Maine -> Private -> Bates C.,United States,Maine,Private,Bates C.,4,"['260', '']","['241', '']","['0', '']","['16', '']","['3', '']","['200', '']","['200', '']","['0', '']","['0', '']","['0', '']"
12724,r285,United States -> Maine -> Private -> Bowdoin C.,United States,Maine,Private,Bowdoin C.,4,"['152', '']","['17', '']","['0', '']","['135', '']","['0', '']","['152', '']","['17', '']","['0', '']","['135', '']","['0', '']"
12724,r286,United States -> Maine -> Private -> Colby C.,United States,Maine,Private,Colby C.,4,"['1,095', '']","['559', '']","['0', '']","['536', '']","['0', '']","['1,095', '']","['559', '']","['0', '']","['536', '']","['0', '']"
12724,r287,United States -> Maine -> Private -> U. New England,United States,Maine,Private,U. New England,4,"['402', '']","['38', '']","['0', '']","['364', '']","['0', '']","['366', '']","['38', '']","['0', '']","['328', '']","['0', '']"
12724,r288,United States -> Maryland,United States,Maryland,,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12724,r289,United States -> Maryland -> Public,United States,Maryland,Public,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12724,r290,United States -> Maryland -> Public -> Bowie State U.,United States,Maryland,Public,Bowie State U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12724,r291,United States -> Maryland -> Public -> Morgan State U.,United States,Maryland,Public,Morgan State U.,4,"['2,106', '']","['1,543', '']","['563', '']","['0', '']","['0', '']","['2,056', '']","['1,493', '']","['563', '']","['0', '']","['0', '']"
12724,r292,United States -> Maryland -> Public -> Salisbury U.,United States,Maryland,Public,Salisbury U.,4,"['1,306', '']","['128', '']","['877', '']","['62', '']","['239', '']","['397', '']","['96', '']","['0', '']","['62', '']","['239', '']"
12724,r293,United States -> Maryland -> Public -> St. Mary's C. Maryland,United States,Maryland,Public,St. Mary's C. Maryland,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12724,r294,United States -> Maryland -> Public -> Towson U.,United States,Maryland,Public,Towson U.,4,"['712', '']","['551', '']","['132', '']","['0', '']","['29', '']","['394', '']","['365', '']","['25', '']","['0', '']","['4', '']"
12724,r295,United States -> Maryland -> Public -> U. Baltimore,United States,Maryland,Public,U. Baltimore,4,"['1,277', '']","['365', '']","['0', '']","['750', '']","['162', '']","['1,180', '']","['327', '']","['0', '']","['691', '']","['162', '']"
12724,r296,United States -> Maryland -> Public -> U. Maryland<sup>a</sup>,United States,Maryland,Public,U. Maryland<sup>a</sup>,4,"['141,903', '']","['101,867', '']","['18,468', '']","['6,684', '']","['14,884', '']","['122,070', '']","['90,748', '']","['12,881', '']","['5,968', '']","['12,473', '']"
12724,r297,United States -> Maryland -> Public -> U. Maryland Center for Environmental Science,United States,Maryland,Public,U. Maryland Center for Environmental Science,4,"['3,570', '']","['2,898', '']","['231', '']","['5', '']","['436', '']","['2,785', '']","['2,357', '']","['231', '']","['5', '']","['192', '']"
