table_id,row_id,_b_state_or_territory_control_and_institution_b_full_path,_b_state_or_territory_control_and_institution_b_level_1,_b_state_or_territory_control_and_institution_b_level_2,_b_state_or_territory_control_and_institution_b_level_3,_b_state_or_territory_control_and_institution_b_hierarchy_depth,field_started_in_fy_2006_or_fy_2007,field_started_in_fy_2008_or_fy_2009,field_started_in_fy_2010_or_fy_2011,field_started_in_fy_2012_or_fy_2013,field_started_in_fy_2014_or_fy_2015,field_started_in_fy_2016_or_fy_2017,field_started_in_fy_2018_or_fy_2019,field_started_in_fy_2020_or_fy_2021,field_started_in_fy_2022_or_fy_2023,field_planned_to_start_in_fy_2024_or_fy_2025,field_deferred_projects_included_in_institutional_plan,field_deferred_projects_not_included_in_institutional_plan
12864,r176,Idaho -> Public,Idaho,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12864,r177,Idaho -> Public -> Boise State U.,Idaho,Public,Boise State U.,3,"['727', '']","['1,100', '']","['1,171', '']","['6,768', '']","['7,557', '']","['0', '']","['0', '']","['1,550', '']","['1,170', '']","['3,000', '']","['0', '']","['0', '']"
12864,r178,Idaho -> Public -> Idaho State U.,Idaho,Public,Idaho State U.,3,"['0', '']","['2,214', '']","['0', '']","['0', '']","['4,643', '']","['0', '']","['1,736', '']","['0', '']","['14,267', '']","['5,000', '']","['0', '']","['0', '']"
12864,r179,Idaho -> Public -> U. Idaho,Idaho,Public,U. Idaho,3,"['1,732', '']","['9,320', '']","['1,216', '']","['6,218', '']","['6,398', '']","['5,487', '']","['8,897', '']","['5,047', '']","['13,438', '']","['20,396', '']","['2,625', '']","['0', '']"
12864,r180,Illinois,Illinois,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12864,r181,Illinois -> Public,Illinois,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12864,r182,Illinois -> Public -> Chicago State U.,Illinois,Public,Chicago State U.,3,"['0', '']","['0', '']","['0', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r183,Illinois -> Public -> Illinois State U.,Illinois,Public,Illinois State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['643', '']","['0', '']","['0', 'i']","['11,400', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r184,Illinois -> Public -> Northeastern Illinois U.,Illinois,Public,Northeastern Illinois U.,3,"['ne', '']","['0', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', 'i']","['0', 'i']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r185,Illinois -> Public -> Northern Illinois U.,Illinois,Public,Northern Illinois U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,137', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r186,"Illinois -> Public -> Southern Illinois U., Carbondale",Illinois,Public,"Southern Illinois U., Carbondale",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r187,"Illinois -> Public -> Southern Illinois U., Edwardsville",Illinois,Public,"Southern Illinois U., Edwardsville",3,"['0', '']","['0', '']","['4,680', '']","['0', '']","['0', '']","['0', '']","['600', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r188,"Illinois -> Public -> U. Illinois, Chicago",Illinois,Public,"U. Illinois, Chicago",3,"['13,768', '']","['3,776', '']","['632', '']","['449', '']","['575', '']","['2,734', '']","['16,217', '']","['11,381', '']","['29,637', '']","['4,389', '']","['165,621', '']","['0', '']"
12864,r189,"Illinois -> Public -> U. Illinois, Springfield",Illinois,Public,"U. Illinois, Springfield",3,"['350', '']","['0', '']","['0', '']","['0', '']","['0', '']","['415', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r190,"Illinois -> Public -> U. Illinois, Urbana-Champaign",Illinois,Public,"U. Illinois, Urbana-Champaign",3,"['15,120', '']","['15,620', '']","['21,400', '']","['9,116', '']","['1,804', '']","['83,733', '']","['35,361', '']","['5,264', '']","['7,326', '']","['17,663', '']","['34,000', '']","['0', '']"
12864,r191,Illinois -> Public -> Western Illinois U.,Illinois,Public,Western Illinois U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r192,Illinois -> Private,Illinois,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12864,r193,Illinois -> Private -> DePaul U.,Illinois,Private,DePaul U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['6,600', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r194,Illinois -> Private -> Illinois Institute of Technology,Illinois,Private,Illinois Institute of Technology,3,"['0', '']","['0', '']","['0', '']","['500', '']","['525', '']","['1,224', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r195,"Illinois -> Private -> Loyola U., Chicago",Illinois,Private,"Loyola U., Chicago",3,"['803', '']","['2,331', '']","['5,737', '']","['3,967', '']","['0', '']","['0', '']","['845', '']","['886', '']","['0', '']","['1,100', '']","['0', '']","['0', '']"
12864,r196,Illinois -> Private -> Midwestern U.,Illinois,Private,Midwestern U.,3,"['0', '']","['4,390', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,000', '']","['0', '']","['0', '']"
12864,r197,Illinois -> Private -> Northwestern U.,Illinois,Private,Northwestern U.,3,"['50,907', '']","['54,673', '']","['75,163', '']","['66,459', '']","['47,995', '']","['86,532', '']","['59,124', '']","['75,693', '']","['138,290', '']","['189,209', '']","['266,817', '']","['0', '']"
12864,r198,Illinois -> Private -> Rosalind Franklin U. of Medicine and Science,Illinois,Private,Rosalind Franklin U. of Medicine and Science,3,"['250', '']","['0', '']","['495', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r199,Illinois -> Private -> Rush U.,Illinois,Private,Rush U.,3,"['750', '']","['1,000', '']","['4,928', '']","['1,899', '']","['3,833', '']","['16,785', '']","['0', '']","['7,000', '']","['1,701', '']","['0', '']","['0', '']","['0', '']"
12864,r200,"Illinois -> Private -> Toyota Technological Institute, Chicago",Illinois,Private,"Toyota Technological Institute, Chicago",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['5,923', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r201,Illinois -> Private -> U. Chicago,Illinois,Private,U. Chicago,3,"['78,488', '']","['63,173', '']","['20,000', '']","['42,813', '']","['28,191', '']","['64,634', '']","['50,524', '']","['42,501', '']","['77,695', '']","['64,043', '']","['0', '']","['0', '']"
12864,r202,"Illinois -> Private -> Wheaton C., Wheaton",Illinois,Private,"Wheaton C., Wheaton",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r203,Indiana,Indiana,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12864,r204,Indiana -> Public,Indiana,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12864,r205,Indiana -> Public -> Ball State U.,Indiana,Public,Ball State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['59,900', '']","['0', '']","['0', '']","['0', '']"
12864,r206,"Indiana -> Public -> Indiana U., Bloomington",Indiana,Public,"Indiana U., Bloomington",3,"['na', '']","['na', '']","['8,786', '']","['13,606', '']","['10,766', '']","['19,544', '']","['21,279', '']","['8,561', '']","['6,930', '']","['9,349', '']","['3,275', '']","['0', '']"
12864,r207,"Indiana -> Public -> Indiana U.-Purdue U., Indianapolis",Indiana,Public,"Indiana U.-Purdue U., Indianapolis",3,"['na', '']","['na', '']","['35,137', '']","['24,528', '']","['30,000', '']","['12,991', '']","['21,866', '']","['9,653', '']","['4,792', '']","['15,568', '']","['0', '']","['0', '']"
12864,r208,"Indiana -> Public -> Purdue U., Fort Wayne<sup>d</sup>",Indiana,Public,"Purdue U., Fort Wayne<sup>d</sup>",3,"['na', '']","['na', '']","['300', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r209,"Indiana -> Public -> Purdue U., Northwest",Indiana,Public,"Purdue U., Northwest",3,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r210,"Indiana -> Public -> Purdue U., West Lafayette",Indiana,Public,"Purdue U., West Lafayette",3,"['na', '']","['na', '']","['25,640', '']","['25,564', '']","['36,522', '']","['8,379', '']","['37,570', '']","['80,078', '']","['55,758', '']","['77,979', '']","['0', '']","['62,149', '']"
12864,r211,Indiana -> Private,Indiana,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12864,r212,Indiana -> Private -> Butler U.,Indiana,Private,Butler U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r213,Indiana -> Private -> U. Notre Dame,Indiana,Private,U. Notre Dame,3,"['5,484', '']","['4,683', '']","['5,250', '']","['9,761', '']","['369', '']","['30,008', '']","['12,981', '']","['7,532', '']","['14,623', '']","['4,770', '']","['0', '']","['0', '']"
12864,r214,Iowa,Iowa,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12864,r215,Iowa -> Public,Iowa,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12864,r216,Iowa -> Public -> Iowa State U.,Iowa,Public,Iowa State U.,3,"['1,708', '']","['1,105', '']","['916', '']","['0', '']","['1,240', '']","['1,149', '']","['597', '']","['1,992', '']","['1,943', '']","['589', '']","['0', '']","['93,805', '']"
12864,r217,Iowa -> Public -> U. Iowa,Iowa,Public,U. Iowa,3,"['7,861', '']","['23,834', '']","['8,396', '']","['9,006', '']","['70,729', '']","['47,578', '']","['28,296', '']","['18,370', '']","['48,744', '']","['37,781', '']","['72,546', '']","['0', '']"
12864,r218,Iowa -> Public -> U. Northern Iowa,Iowa,Public,U. Northern Iowa,3,"['2,370', '']","['0', '']","['335', '']","['814', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['19,580', '']"
12864,r219,Iowa -> Private,Iowa,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12864,r220,Iowa -> Private -> Des Moines U.,Iowa,Private,Des Moines U.,3,"['ne', '']","['0', '']","['ne', '']","['ne', '']","['ne', '']","['300', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r221,Iowa -> Private -> Grinnell C.,Iowa,Private,Grinnell C.,3,"['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['15,733', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r222,"Iowa -> Private -> Palmer C. of Chiropractic, Davenport",Iowa,Private,"Palmer C. of Chiropractic, Davenport",3,"['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r223,Kansas,Kansas,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12864,r224,Kansas -> Public,Kansas,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12864,r225,Kansas -> Public -> Kansas State U.,Kansas,Public,Kansas State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['8,555', '']","['1,503', '']","['7,955', '']","['4,875', '']","['7,692', '']","['3,505', '']","['28,700', '']","['0', '']"
12864,r226,Kansas -> Public -> Pittsburg State U.,Kansas,Public,Pittsburg State U.,3,"['0', '']","['0', '']","['2,546', '']","['4,475', '']","['0', '']","['0', '']","['0', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12864,r227,Kansas -> Public -> U. Kansas,Kansas,Public,U. Kansas,3,"['2,976', '']","['4,154', '']","['55,252', '']","['6,053', '']","['6,834', '']","['5,099', '']","['4,318', '']","['3,753', '']","['6,907', '']","['1,173', '']","['0', '']","['0', '']"
12864,r228,Kansas -> Public -> Wichita State U.,Kansas,Public,Wichita State U.,3,"['0', '']","['0', '']","['588', '']","['9,253', '']","['1,054', '']","['0', '']","['1,486', '']","['952', '']","['5,579', '']","['800', '']","['0', '']","['0', '']"
12864,r229,Kentucky,Kentucky,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12864,r230,Kentucky -> Public,Kentucky,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12864,r231,Kentucky -> Public -> Kentucky State U.,Kentucky,Public,Kentucky State U.,3,"['0', '']","['0', '']","['12,368', '']","['2,000', '']","['0', '']","['1,086', '']","['6,500', '']","['2,900', '']","['770', '']","['542', '']","['0', '']","['0', '']"
12864,r232,Kentucky -> Public -> Morehead State U.,Kentucky,Public,Morehead State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r233,Kentucky -> Public -> Murray State U.,Kentucky,Public,Murray State U.,3,"['321', '']","['887', '']","['1,012', '']","['532', '']","['500', '']","['3,800', '']","['0', '']","['6,000', '']","['0', '']","['28,200', '']","['0', '']","['0', '']"
12864,r234,Kentucky -> Public -> Northern Kentucky U.,Kentucky,Public,Northern Kentucky U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4,098', '']","['0', '']","['0', '']","['0', '']","['2,482', '']","['0', '']","['0', '']"
12864,r235,Kentucky -> Public -> U. Kentucky,Kentucky,Public,U. Kentucky,3,"['16,925', '']","['11,376', '']","['32,912', '']","['8,292', '']","['3,322', '']","['2,492', '']","['1,776', '']","['3,459', '']","['40,659', '']","['10,600', '']","['111,715', '']","['68,912', '']"
12864,r236,Kentucky -> Public -> U. Louisville,Kentucky,Public,U. Louisville,3,"['2,674', '']","['8,700', '']","['1,025', '']","['13,673', '']","['3,591', '']","['3,696', '']","['961', '']","['5,487', '']","['10,391', '']","['18,081', '']","['6,455', '']","['0', '']"
12864,r237,Kentucky -> Public -> Western Kentucky U.,Kentucky,Public,Western Kentucky U.,3,"['0', '']","['2,773', '']","['5,701', '']","['1,324', '']","['0', '']","['0', '']","['6,000', '']","['0', '']","['537', '']","['0', '']","['0', '']","['0', '']"
12864,r238,Louisiana,Louisiana,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12864,r239,Louisiana -> Public,Louisiana,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12864,r240,Louisiana -> Public -> Grambling State U.,Louisiana,Public,Grambling State U.,3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['ne', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12864,r241,"Louisiana -> Public -> Louisiana State U., Baton Rouge",Louisiana,Public,"Louisiana State U., Baton Rouge",3,"['0', '']","['23,417', '']","['265', '']","['5,312', '']","['76,878', '']","['11,341', '']","['3,942', '']","['6,507', '']","['7,113', '']","['37,374', '']","['0', '']","['0', '']"
12864,r242,"Louisiana -> Public -> Louisiana State U., Health Sciences Center, New Orleans",Louisiana,Public,"Louisiana State U., Health Sciences Center, New Orleans",3,"['6,800', '']","['6,038', '']","['9,507', '']","['3,026', '']","['3,170', '']","['970', '']","['703', '']","['2,545', '']","['7,235', '']","['94,000', '']","['33,230', '']","['65,428', '']"
12864,r243,"Louisiana -> Public -> Louisiana State U., Health Sciences Center, Shreveport",Louisiana,Public,"Louisiana State U., Health Sciences Center, Shreveport",3,"['ne', '']","['0', '']","['0', '']","['0', '']","['450', '']","['0', '']","['818', '']","['1,618', '']","['7,388', '']","['18,000', '']","['15,750', '']","['0', '']"
12864,r244,Louisiana -> Public -> Louisiana Tech U.,Louisiana,Public,Louisiana Tech U.,3,"['0', '']","['3,000', '']","['0', '']","['462', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['980', '']","['0', '']","['0', '']"
12864,r245,Louisiana -> Public -> Northwestern State U. Louisiana,Louisiana,Public,Northwestern State U. Louisiana,3,"['ne', '']","['0', '']","['0', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['750', '']","['0', '']"
12864,r246,Louisiana -> Public -> Southeastern Louisiana U.,Louisiana,Public,Southeastern Louisiana U.,3,"['4,205', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r247,"Louisiana -> Public -> Southern U. and A&M C., Agricultural Research and Extension Center",Louisiana,Public,"Southern U. and A&M C., Agricultural Research and Extension Center",3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['2,124', '']","['2,020', '']","['1,209', '']","['3,215', '']","['0', '']","['7,000', '']"
12864,r248,"Louisiana -> Public -> Southern U. and A&M C., Baton Rouge",Louisiana,Public,"Southern U. and A&M C., Baton Rouge",3,"['0', '']","['0', '']","['0', '']","['1,244', '']","['1,350', '']","['1,244', '']","['0', '']","['0', '']","['0', '']","['6,000', '']","['0', '']","['6,000', '']"
12864,r249,"Louisiana -> Public -> Southern U., New Orleans",Louisiana,Public,"Southern U., New Orleans",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r250,"Louisiana -> Public -> U. Louisiana, Lafayette",Louisiana,Public,"U. Louisiana, Lafayette",3,"['0', '']","['0', '']","['754', '']","['0', '']","['2,696', '']","['2,835', '']","['3,850', '']","['3,758', '']","['10,079', '']","['2,841', '']","['0', '']","['0', '']"
12864,r251,"Louisiana -> Public -> U. Louisiana, Monroe",Louisiana,Public,"U. Louisiana, Monroe",3,"['3,768', '']","['0', '']","['3,694', '']","['1,130', '']","['1,130', '']","['0', '']","['0', '']","['0', '']","['0', '']","['30,000', '']","['0', '']","['0', '']"
12864,r252,Louisiana -> Public -> U. New Orleans,Louisiana,Public,U. New Orleans,3,"['0', '']","['2,326', '']","['0', '']","['0', '']","['0', '']","['0', '']","['300', '']","['700', '']","['334', '']","['1,061', '']","['0', '']","['876', '']"
12864,r253,Louisiana -> Private,Louisiana,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12864,r254,Louisiana -> Private -> Dillard U.,Louisiana,Private,Dillard U.,3,"['ne', '']","['0', '']","['500', '']","['2,062', '']","['1,870', '']","['2,050', '']","['4,310', '']","['5,400', '']","['0', '']","['0', '']","['500', '']","['0', '']"
12864,r255,Louisiana -> Private -> Tulane U.,Louisiana,Private,Tulane U.,3,"['3,350', '']","['12,399', '']","['4,635', '']","['13,746', '']","['6,828', '']","['3,367', '']","['6,185', '']","['22,101', '']","['27,937', '']","['44,677', '']","['0', '']","['0', '']"
12864,r256,Louisiana -> Private -> Xavier U. Louisiana,Louisiana,Private,Xavier U. Louisiana,3,"['0', '']","['0', '']","['2,281', '']","['1,253', '']","['0', '']","['0', 'i']","['0', '']","['0', '']","['2,423', '']","['0', '']","['0', '']","['0', '']"
12864,r257,Maine,Maine,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12864,r258,Maine -> Public,Maine,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12864,r259,Maine -> Public -> U. Maine,Maine,Public,U. Maine,3,"['0', '']","['0', '']","['3,690', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,900', '']","['0', '']","['15,100', '']","['0', '']","['0', '']"
12864,r260,"Maine -> Public -> U. Maine, Farmington",Maine,Public,"U. Maine, Farmington",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12864,r261,Maine -> Public -> U. Southern Maine,Maine,Public,U. Southern Maine,3,"['0', '']","['0', '']","['0', '']","['761', '']","['330', '']","['0', '']","['0', '']","['0', '']","['2,750', '']","['0', '']","['0', '']","['0', '']"
12864,r262,Maine -> Private,Maine,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
