table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_total_all_r_d_expenditures,field_total_clinical_trials,field_federal_all_r_d_expenditures,field_federal_clinical_trials,field_nonfederal_all_r_d_expenditures,field_nonfederal_clinical_trials
5454,r173,New Mexico -> Public -> U. New Mexico,New Mexico,Public,U. New Mexico,3,"['243,375', '']","['6,866', '']","['161,627', '']","['2,998', '']","['81,748', '']","['3,868', '']"
5454,r174,New York,New York,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r175,New York -> Public,New York,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r176,"New York -> Public -> SUNY, C. of Optometry",New York,Public,"SUNY, C. of Optometry",3,"['3,477', '']","['1,165', '']","['1,688', '']","['0', '']","['1,789', '']","['1,165', '']"
5454,r177,"New York -> Public -> SUNY, Downstate Medical Center",New York,Public,"SUNY, Downstate Medical Center",3,"['33,204', '']","['104', '']","['26,454', '']","['9', '']","['6,750', '']","['95', '']"
5454,r178,"New York -> Public -> SUNY, Stony Brook U.",New York,Public,"SUNY, Stony Brook U.",3,"['263,470', '']","['4,673', '']","['146,478', '']","['2,385', '']","['116,992', '']","['2,288', '']"
5454,r179,"New York -> Public -> SUNY, U. Buffalo",New York,Public,"SUNY, U. Buffalo",3,"['422,038', '']","['9,355', '']","['200,155', '']","['1,457', '']","['221,883', '']","['7,898', '']"
5454,r180,"New York -> Public -> SUNY, Upstate Medical U.",New York,Public,"SUNY, Upstate Medical U.",3,"['41,557', '']","['3,566', '']","['23,940', '']","['172', '']","['17,617', '']","['3,394', '']"
5454,r181,New York -> Private,New York,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r182,New York -> Private -> Albany Medical C.,New York,Private,Albany Medical C.,3,"['23,510', '']","['2,852', '']","['12,940', '']","['31', '']","['10,570', '']","['2,821', '']"
5454,r183,New York -> Private -> Albert Einstein C. of Medicine,New York,Private,Albert Einstein C. of Medicine,3,"['288,654', '']","['161', '']","['204,635', '']","['161', '']","['84,019', '']","['0', '']"
5454,r184,New York -> Private -> Columbia U. in the City of New York,New York,Private,Columbia U. in the City of New York,3,"['1,032,909', '']","['84,409', '']","['762,289', '']","['33,246', '']","['270,620', '']","['51,163', '']"
5454,r185,New York -> Private -> Cornell U.,New York,Private,Cornell U.,3,"['1,190,063', '']","['24,809', '']","['562,021', '']","['9,536', '']","['628,042', '']","['15,273', '']"
5454,r186,New York -> Private -> Icahn School of Medicine at Mount Sinai,New York,Private,Icahn School of Medicine at Mount Sinai,3,"['747,014', '']","['85,310', '']","['480,452', '']","['34,463', '']","['266,562', '']","['50,847', '']"
5454,r187,New York -> Private -> New York Medical C.,New York,Private,New York Medical C.,3,"['20,137', '']","['2,169', '']","['12,106', '']","['988', '']","['8,031', '']","['1,181', '']"
5454,r188,New York -> Private -> New York U.,New York,Private,New York U.,3,"['947,293', '']","['30,453', '']","['448,850', '']","['3,896', '']","['498,443', '']","['26,557', '']"
5454,r189,New York -> Private -> Rockefeller U.,New York,Private,Rockefeller U.,3,"['356,217', '']","['201', '']","['86,280', '']","['24', '']","['269,937', '']","['177', '']"
5454,r190,New York -> Private -> Syracuse U.,New York,Private,Syracuse U.,3,"['149,652', '']","['381', '']","['31,861', '']","['381', '']","['117,791', '']","['0', '']"
5454,r191,New York -> Private -> U. Rochester,New York,Private,U. Rochester,3,"['397,211', '']","['33,222', '']","['296,241', '']","['6,362', '']","['100,970', '']","['26,860', '']"
5454,r192,North Carolina,North Carolina,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r193,North Carolina -> Public,North Carolina,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r194,North Carolina -> Public -> East Carolina U.,North Carolina,Public,East Carolina U.,3,"['57,820', '']","['3,233', '']","['20,168', '']","['751', '']","['37,652', '']","['2,482', '']"
5454,r195,"North Carolina -> Public -> U. North Carolina, Chapel Hill",North Carolina,Public,"U. North Carolina, Chapel Hill",3,"['1,159,725', '']","['44,788', '']","['706,145', '']","['6,262', '']","['453,580', '']","['38,526', '']"
5454,r196,"North Carolina -> Public -> U. North Carolina, Greensboro",North Carolina,Public,"U. North Carolina, Greensboro",3,"['28,966', '']","['1,249', '']","['20,447', '']","['1,244', '']","['8,519', '']","['5', '']"
5454,r197,North Carolina -> Private,North Carolina,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r198,North Carolina -> Private -> Duke U.,North Carolina,Private,Duke U.,3,"['1,196,638', '']","['585,747', '']","['707,746', '']","['350,563', '']","['488,892', '']","['235,184', '']"
5454,r199,North Carolina -> Private -> Wake Forest U.,North Carolina,Private,Wake Forest U.,3,"['244,643', '']","['20,390', '']","['166,596', '']","['10,598', '']","['78,047', '']","['9,792', '']"
5454,r200,North Dakota,North Dakota,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r201,North Dakota -> Public,North Dakota,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r202,North Dakota -> Public -> North Dakota State U.,North Dakota,Public,North Dakota State U.,3,"['155,645', '']","['2', '']","['31,614', '']","['1', '']","['124,031', '']","['1', '']"
5454,r203,Ohio,Ohio,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r204,Ohio -> Public,Ohio,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r205,Ohio -> Public -> Cleveland State U.,Ohio,Public,Cleveland State U.,3,"['78,189', '']","['1,213', 'i']","['53,756', '']","['1,000', 'i']","['24,433', '']","['213', 'i']"
5454,r206,Ohio -> Public -> Kent State U.,Ohio,Public,Kent State U.,3,"['50,307', '']","['1,049', '']","['15,004', '']","['1,045', '']","['35,303', '']","['4', '']"
5454,r207,Ohio -> Public -> Miami U.,Ohio,Public,Miami U.,3,"['24,489', '']","['414', '']","['10,473', '']","['414', '']","['14,016', '']","['0', '']"
5454,r208,Ohio -> Public -> Ohio State U.,Ohio,Public,Ohio State U.,3,"['968,260', '']","['60,938', '']","['539,359', '']","['22,994', '']","['428,901', '']","['37,944', '']"
5454,r209,Ohio -> Public -> Ohio U.,Ohio,Public,Ohio U.,3,"['51,914', '']","['253', '']","['15,543', '']","['174', '']","['36,371', '']","['79', '']"
5454,r210,Ohio -> Public -> U. Cincinnati,Ohio,Public,U. Cincinnati,3,"['530,138', '']","['31,900', '']","['285,899', '']","['16,071', '']","['244,239', '']","['15,829', '']"
5454,r211,Ohio -> Public -> U. Toledo,Ohio,Public,U. Toledo,3,"['54,100', '']","['1,851', '']","['27,770', '']","['88', '']","['26,330', '']","['1,763', '']"
5454,r212,Ohio -> Public -> Wright State U.,Ohio,Public,Wright State U.,3,"['49,825', '']","['468', '']","['35,321', '']","['52', '']","['14,504', '']","['416', '']"
5454,r213,Ohio -> Private,Ohio,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r214,Ohio -> Private -> Case Western Reserve U.,Ohio,Private,Case Western Reserve U.,3,"['439,778', '']","['3,854', '']","['357,589', '']","['3,471', '']","['82,189', '']","['383', '']"
5454,r215,Oklahoma,Oklahoma,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r216,Oklahoma -> Public,Oklahoma,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r217,"Oklahoma -> Public -> Oklahoma State U., Center for Health Sciences",Oklahoma,Public,"Oklahoma State U., Center for Health Sciences",3,"['8,378', '']","['2', '']","['2,618', '']","['0', '']","['5,760', '']","['2', '']"
5454,r218,"Oklahoma -> Public -> U. Oklahoma, Norman and Health Science Center",Oklahoma,Public,"U. Oklahoma, Norman and Health Science Center",3,"['362,209', '']","['11,271', '']","['183,728', '']","['9', '']","['178,481', '']","['11,262', '']"
5454,r219,"Oklahoma -> Public -> U. Oklahoma, Tulsa",Oklahoma,Public,"U. Oklahoma, Tulsa",3,"['7,483', '']","['51', '']","['1,953', '']","['0', '']","['5,530', '']","['51', '']"
5454,r220,Oklahoma -> Private,Oklahoma,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r221,Oklahoma -> Private -> U. Tulsa,Oklahoma,Private,U. Tulsa,3,"['18,787', '']","['40', '']","['4,697', '']","['0', '']","['14,090', '']","['40', '']"
5454,r222,Oregon,Oregon,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r223,Oregon -> Public,Oregon,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r224,Oregon -> Public -> Oregon Health and Science U.,Oregon,Public,Oregon Health and Science U.,3,"['446,890', '']","['54,694', '']","['321,572', '']","['21,587', '']","['125,318', '']","['33,107', '']"
5454,r225,Oregon -> Public -> U. Oregon,Oregon,Public,U. Oregon,3,"['114,259', '']","['6,287', '']","['81,278', '']","['6,269', '']","['32,981', '']","['18', '']"
5454,r226,Oregon -> Private,Oregon,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r227,Oregon -> Private -> National U. of Natural Medicine,Oregon,Private,National U. of Natural Medicine,3,"['1,428', '']","['404', '']","['912', '']","['368', '']","['516', '']","['36', '']"
5454,r228,Oregon -> Private -> Pacific U.,Oregon,Private,Pacific U.,3,"['5,842', '']","['84', '']","['2,596', '']","['84', '']","['3,246', '']","['0', '']"
5454,r229,Pennsylvania,Pennsylvania,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r230,Pennsylvania -> Public,Pennsylvania,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r231,"Pennsylvania -> Public -> Pennsylvania State U., University Park and Hershey Medical Center",Pennsylvania,Public,"Pennsylvania State U., University Park and Hershey Medical Center",3,"['991,923', '']","['8,256', '']","['638,930', '']","['935', '']","['352,993', '']","['7,321', '']"
5454,r232,Pennsylvania -> Public -> Temple U.,Pennsylvania,Public,Temple U.,3,"['299,707', '']","['17,280', '']","['154,600', '']","['1,634', '']","['145,107', '']","['15,646', '']"
5454,r233,"Pennsylvania -> Public -> U. Pittsburgh, Pittsburgh",Pennsylvania,Public,"U. Pittsburgh, Pittsburgh",3,"['1,105,532', '']","['17,681', '']","['689,273', '']","['2,160', '']","['416,259', '']","['15,521', '']"
5454,r234,Pennsylvania -> Private,Pennsylvania,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r235,Pennsylvania -> Private -> Drexel U.,Pennsylvania,Private,Drexel U.,3,"['143,123', '']","['1,202', '']","['82,576', '']","['242', '']","['60,547', '']","['960', '']"
5454,r236,Pennsylvania -> Private -> Thomas Jefferson U.,Pennsylvania,Private,Thomas Jefferson U.,3,"['171,377', '']","['19,536', '']","['74,676', '']","['4,449', '']","['96,701', '']","['15,087', '']"
5454,r237,Pennsylvania -> Private -> U. Pennsylvania,Pennsylvania,Private,U. Pennsylvania,3,"['1,579,364', '']","['76,144', '']","['721,308', '']","['6,745', '']","['858,056', '']","['69,399', '']"
5454,r238,South Carolina,South Carolina,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r239,South Carolina -> Public,South Carolina,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r240,South Carolina -> Public -> Medical U. South Carolina,South Carolina,Public,Medical U. South Carolina,3,"['272,590', '']","['39,434', '']","['153,802', '']","['21,912', '']","['118,788', '']","['17,522', '']"
5454,r241,"South Carolina -> Public -> U. South Carolina, Columbia",South Carolina,Public,"U. South Carolina, Columbia",3,"['219,464', '']","['95', '']","['97,143', '']","['2', '']","['122,321', '']","['93', '']"
5454,r242,Tennessee,Tennessee,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r243,Tennessee -> Public,Tennessee,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r244,Tennessee -> Public -> East Tennessee State U.,Tennessee,Public,East Tennessee State U.,3,"['13,925', '']","['1,864', '']","['7,329', '']","['1,503', '']","['6,596', '']","['361', '']"
5454,r245,"Tennessee -> Public -> U. Tennessee, Chattanooga",Tennessee,Public,"U. Tennessee, Chattanooga",3,"['10,834', '']","['1', '']","['3,915', '']","['0', '']","['6,919', '']","['1', '']"
5454,r246,"Tennessee -> Public -> U. Tennessee, Health Science Center",Tennessee,Public,"U. Tennessee, Health Science Center",3,"['99,716', '']","['1,851', '']","['48,264', '']","['49', '']","['51,452', '']","['1,802', '']"
5454,r247,Tennessee -> Private,Tennessee,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r248,Tennessee -> Private -> Meharry Medical C.,Tennessee,Private,Meharry Medical C.,3,"['13,870', '']","['241', '']","['12,573', '']","['77', '']","['1,297', '']","['164', '']"
5454,r249,Tennessee -> Private -> Vanderbilt U. and Vanderbilt U. Medical Center,Tennessee,Private,Vanderbilt U. and Vanderbilt U. Medical Center,3,"['824,803', '']","['64,093', '']","['514,299', '']","['26,319', '']","['310,504', '']","['37,774', '']"
5454,r250,Texas,Texas,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r251,Texas -> Public,Texas,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r252,"Texas -> Public -> Texas A&M U., College Station and Health Science Center",Texas,Public,"Texas A&M U., College Station and Health Science Center",3,"['1,130,803', '']","['303', '']","['517,489', '']","['0', '']","['613,314', '']","['303', '']"
5454,r253,Texas -> Public -> Texas A&M U.-Kingsville,Texas,Public,Texas A&M U.-Kingsville,3,"['22,745', '']","['25', '']","['9,610', '']","['25', '']","['13,135', '']","['0', '']"
5454,r254,"Texas -> Public -> Texas Tech U., Health Sciences Center",Texas,Public,"Texas Tech U., Health Sciences Center",3,"['44,135', '']","['218', '']","['13,043', '']","['17', '']","['31,092', '']","['201', '']"
5454,r255,"Texas -> Public -> Texas Tech U., Health Sciences Center, El Paso",Texas,Public,"Texas Tech U., Health Sciences Center, El Paso",3,"['10,421', '']","['609', '']","['1,703', '']","['113', '']","['8,718', '']","['496', '']"
5454,r256,Texas -> Public -> Texas Woman's U.,Texas,Public,Texas Woman's U.,3,"['4,135', '']","['245', '']","['1,700', '']","['217', '']","['2,435', '']","['28', '']"
5454,r257,Texas -> Public -> U. Houston,Texas,Public,U. Houston,3,"['200,428', '']","['1,200', '']","['71,779', '']","['455', '']","['128,649', '']","['745', '']"
5454,r258,"Texas -> Public -> U. North Texas, Health Science Center",Texas,Public,"U. North Texas, Health Science Center",3,"['47,392', '']","['74', '']","['25,917', '']","['0', '']","['21,475', '']","['74', '']"
5454,r259,"Texas -> Public -> U. Texas Health Science Center, Houston",Texas,Public,"U. Texas Health Science Center, Houston",3,"['273,862', '']","['15,757', '']","['133,624', '']","['5,690', '']","['140,238', '']","['10,067', '']"
5454,r260,"Texas -> Public -> U. Texas Health Science Center, San Antonio",Texas,Public,"U. Texas Health Science Center, San Antonio",3,"['202,572', '']","['7,396', '']","['102,959', '']","['825', '']","['99,613', '']","['6,571', '']"
5454,r261,Texas -> Public -> U. Texas M. D. Anderson Cancer Center,Texas,Public,U. Texas M. D. Anderson Cancer Center,3,"['1,051,297', '']","['153,496', '']","['186,488', '']","['3,195', '']","['864,809', '']","['150,301', '']"
5454,r262,Texas -> Public -> U. Texas Medical Branch,Texas,Public,U. Texas Medical Branch,3,"['180,595', '']","['4,176', '']","['114,103', '']","['1,394', '']","['66,492', '']","['2,782', '']"
5454,r263,Texas -> Public -> U. Texas Southwestern Medical Center,Texas,Public,U. Texas Southwestern Medical Center,3,"['595,939', '']","['39,992', '']","['242,679', '']","['13,462', '']","['353,260', '']","['26,530', '']"
5454,r264,"Texas -> Public -> U. Texas, Arlington",Texas,Public,"U. Texas, Arlington",3,"['133,793', '']","['465', '']","['44,950', '']","['465', '']","['88,843', '']","['0', '']"
5454,r265,"Texas -> Public -> U. Texas, Austin",Texas,Public,"U. Texas, Austin",3,"['797,199', '']","['5,549', '']","['500,409', '']","['5,259', '']","['296,790', '']","['290', '']"
5454,r266,"Texas -> Public -> U. Texas, El Paso",Texas,Public,"U. Texas, El Paso",3,"['108,628', '']","['902', '']","['39,126', '']","['902', '']","['69,502', '']","['0', '']"
5454,r267,Texas -> Private,Texas,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r268,Texas -> Private -> Baylor C. of Medicine,Texas,Private,Baylor C. of Medicine,3,"['685,641', '']","['32,289', '']","['315,101', '']","['12,542', '']","['370,540', '']","['19,747', '']"
5454,r269,Texas -> Private -> Baylor U.,Texas,Private,Baylor U.,3,"['39,765', '']","['740', '']","['8,851', '']","['740', '']","['30,914', '']","['0', '']"
5454,r270,Texas -> Private -> Rice U.,Texas,Private,Rice U.,3,"['198,681', '']","['1,234', '']","['88,768', '']","['654', '']","['109,913', '']","['580', '']"
5454,r271,Texas -> Private -> Texas Christian U.,Texas,Private,Texas Christian U.,3,"['15,326', '']","['797', '']","['3,168', '']","['797', '']","['12,158', '']","['0', '']"
5454,r272,Utah,Utah,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r273,Utah -> Public,Utah,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r274,Utah -> Public -> U. Utah,Utah,Public,U. Utah,3,"['607,061', '']","['30,470', '']","['314,023', '']","['0', '']","['293,038', '']","['30,470', '']"
5454,r275,Vermont,Vermont,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r276,Vermont -> Public,Vermont,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r277,Vermont -> Public -> U. Vermont,Vermont,Public,U. Vermont,3,"['191,147', '']","['5,846', '']","['97,981', '']","['5,261', '']","['93,166', '']","['585', '']"
5454,r278,Vermont -> Private,Vermont,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r279,Vermont -> Private -> Saint Michael's C.,Vermont,Private,Saint Michael's C.,3,"['957', '']","['106', '']","['775', '']","['106', '']","['182', '']","['0', '']"
5454,r280,Virginia,Virginia,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r281,Virginia -> Public,Virginia,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r282,Virginia -> Public -> Eastern Virginia Medical School,Virginia,Public,Eastern Virginia Medical School,3,"['20,870', '']","['2,814', '']","['15,748', '']","['1,092', '']","['5,122', '']","['1,722', '']"
5454,r283,Virginia -> Public -> Old Dominion U.,Virginia,Public,Old Dominion U.,3,"['65,704', '']","['127', '']","['30,330', '']","['127', '']","['35,374', '']","['0', '']"
5454,r284,"Virginia -> Public -> U. Virginia, Charlottesville",Virginia,Public,"U. Virginia, Charlottesville",3,"['652,002', '']","['6,725', '']","['300,348', '']","['364', '']","['351,654', '']","['6,361', '']"
5454,r285,Virginia -> Public -> Virginia Commonwealth U.,Virginia,Public,Virginia Commonwealth U.,3,"['283,874', '']","['2,800', '']","['152,751', '']","['169', '']","['131,123', '']","['2,631', '']"
5454,r286,Virginia -> Public -> Virginia Polytechnic Institute and State U.,Virginia,Public,Virginia Polytechnic Institute and State U.,3,"['556,341', '']","['6,740', '']","['210,792', '']","['6,556', '']","['345,549', '']","['184', '']"
5454,r287,Washington,Washington,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r288,Washington -> Public,Washington,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r289,"Washington -> Public -> U. Washington, Seattle",Washington,Public,"U. Washington, Seattle",3,"['1,456,902', '']","['43,316', '']","['1,024,195', '']","['16,594', '']","['432,707', '']","['26,722', '']"
5454,r290,Washington -> Public -> Washington State U.,Washington,Public,Washington State U.,3,"['335,201', '']","['929', '']","['154,623', '']","['841', '']","['180,578', '']","['88', '']"
5454,r291,West Virginia,West Virginia,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r292,West Virginia -> Public,West Virginia,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r293,West Virginia -> Public -> Marshall U.,West Virginia,Public,Marshall U.,3,"['22,250', '']","['65', '']","['11,078', '']","['0', '']","['11,172', '']","['65', '']"
5454,r294,West Virginia -> Public -> West Virginia U.,West Virginia,Public,West Virginia U.,3,"['188,452', '']","['3,305', '']","['79,657', '']","['188', '']","['108,795', '']","['3,117', '']"
5454,r295,Wisconsin,Wisconsin,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r296,Wisconsin -> Public,Wisconsin,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r297,Wisconsin -> Public -> U. Wisconsin-Madison,Wisconsin,Public,U. Wisconsin-Madison,3,"['1,363,931', '']","['15,351', '']","['632,558', '']","['855', '']","['731,373', '']","['14,496', '']"
5454,r298,Wisconsin -> Private,Wisconsin,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r299,Wisconsin -> Private -> Marquette U.,Wisconsin,Private,Marquette U.,3,"['37,136', '']","['1,475', '']","['13,187', '']","['1,281', '']","['23,949', '']","['194', '']"
5454,r300,Wisconsin -> Private -> Medical C. Wisconsin,Wisconsin,Private,Medical C. Wisconsin,3,"['264,325', '']","['16,712', '']","['128,783', '']","['514', '']","['135,542', '']","['16,198', '']"
5454,r301,Puerto Rico,Puerto Rico,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r302,Puerto Rico -> Public,Puerto Rico,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r303,"Puerto Rico -> Public -> U. Puerto Rico, Medical Sciences Campus",Puerto Rico,Public,"U. Puerto Rico, Medical Sciences Campus",3,"['37,217', '']","['2,853', '']","['27,033', '']","['2,084', '']","['10,184', '']","['769', '']"
5454,r304,Puerto Rico -> Private,Puerto Rico,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r305,Puerto Rico -> Private -> Ponce Health Sciences U.,Puerto Rico,Private,Ponce Health Sciences U.,3,"['13,566', '']","['1,760', '']","['11,228', '']","['0', '']","['2,338', '']","['1,760', '']"
