table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_hhs_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
10154,r111,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,110,"['50,592', '']","['3,242', '']","['0', '']","['16,929', '']","['0', '']","['8,970', '']","['6,694', '']","['833', '']","['0', '']","['13,291', '']","['633', '']"
10154,r112,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,111,"['49,056', '']","['0', '']","['5', '']","['47,809', '']","['0', '']","['14', '']","['281', '']","['60', '']","['67', '']","['106', '']","['714', '']"
10154,r113,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,112,"['48,876', '']","['228', '']","['0', '']","['34,776', '']","['474', '']","['1,667', '']","['577', '']","['912', '']","['0', '']","['10,133', '']","['109', '']"
10154,r114,All institutions -> Cleveland State U.,All institutions,Cleveland State U.,2,113,"['46,611', '']","['0', '']","['0', '']","['39,704', '']","['21', '']","['225', '']","['180', '']","['228', '']","['0', '']","['6,216', '']","['37', '']"
10154,r115,All institutions -> Florida International U.,All institutions,Florida International U.,2,114,"['44,561', '']","['705', '']","['0', '']","['20,514', '']","['0', '']","['3,198', '']","['16,562', '']","['926', '']","['0', '']","['2,650', '']","['6', '']"
10154,r116,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,115,"['44,154', '']","['0', '']","['495', '']","['40,185', '']","['68', '']","['1,580', '']","['2', '']","['57', '']","['0', '']","['1,168', '']","['599', '']"
10154,r117,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,116,"['43,922', '']","['123', '']","['32', '']","['40,160', '']","['21', '']","['1,418', '']","['885', '']","['12', '']","['21', '']","['784', '']","['466', '']"
10154,r118,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,117,"['43,248', '']","['67', '']","['490', '']","['30,119', '']","['602', '']","['5,517', '']","['2,627', '']","['356', '']","['1,592', '']","['1,805', '']","['73', '']"
10154,r119,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,118,"['42,840', '']","['14,004', '']","['0', '']","['7,223', '']","['1,233', '']","['2,336', '']","['5,184', '']","['627', '']","['165', '']","['12,022', '']","['46', '']"
10154,r120,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,119,"['42,807', '']","['1,785', '']","['0', '']","['25,398', '']","['598', '']","['4,994', '']","['4,525', '']","['386', '']","['286', '']","['3,889', '']","['946', '']"
10154,r121,All institutions -> U. Houston,All institutions,U. Houston,2,120,"['41,043', '']","['352', '']","['52', '']","['17,774', '']","['20', '']","['3,352', '']","['5,897', '']","['0', '']","['0', '']","['10,603', '']","['2,993', '']"
10154,r122,All institutions -> Florida State U.,All institutions,Florida State U.,2,121,"['41,010', '']","['210', '']","['0', '']","['26,338', '']","['779', '']","['2,442', '']","['5,384', '']","['818', '']","['682', '']","['1,800', '']","['2,557', '']"
10154,r123,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,122,"['37,732', '']","['0', '']","['0', '']","['34,102', '']","['0', '']","['1,882', '']","['1,009', '']","['557', '']","['0', '']","['180', '']","['2', '']"
10154,r124,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,123,"['37,649', '']","['534', '']","['0', '']","['27,694', '']","['48', '']","['4,352', '']","['279', '']","['38', '']","['0', '']","['0', '']","['4,704', '']"
10154,r125,All institutions -> Saint Louis U.,All institutions,Saint Louis U.,2,124,"['36,317', '']","['0', '']","['0', '']","['33,870', '']","['128', '']","['1,641', '']","['235', '']","['3', '']","['0', '']","['80', '']","['360', '']"
10154,r126,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,125,"['35,479', '']","['129', '']","['0', '']","['21,984', '']","['0', '']","['3,959', '']","['1,898', '']","['6,324', '']","['1,185', '']","['0', '']","['0', '']"
10154,r127,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,126,"['32,725', '']","['8,507', '']","['0', '']","['23,690', '']","['0', '']","['15', '']","['0', '']","['27', '']","['0', '']","['0', '']","['486', '']"
10154,r128,"All institutions -> Louisiana State U., Health Sciences Center, New Orleans",All institutions,"Louisiana State U., Health Sciences Center, New Orleans",2,127,"['31,854', '']","['0', '']","['0', '']","['31,854', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10154,r129,"All institutions -> U. Puerto Rico, Medical Sciences Campus",All institutions,"U. Puerto Rico, Medical Sciences Campus",2,128,"['31,698', '']","['0', '']","['0', '']","['31,698', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10154,r130,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,129,"['31,223', '']","['0', '']","['0', '']","['16,162', '']","['11', '']","['1,655', '']","['12,073', '']","['0', '']","['0', '']","['0', '']","['1,322', '']"
10154,r131,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,130,"['30,941', '']","['0', '']","['0', '']","['26,574', '']","['0', '']","['588', '']","['2,779', '']","['0', '']","['0', '']","['773', '']","['227', '']"
10154,r132,All institutions -> Morehouse School of Medicine,All institutions,Morehouse School of Medicine,2,131,"['30,358', '']","['0', '']","['0', '']","['30,358', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10154,r133,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,132,"['29,289', '']","['158', '']","['0', '']","['8,385', '']","['68', '']","['8,914', '']","['3,420', '']","['95', '']","['3,035', '']","['4,899', '']","['315', '']"
10154,r134,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,133,"['28,573', '']","['176', '']","['0', '']","['20,188', '']","['23', '']","['1,844', '']","['21', '']","['167', '']","['0', '']","['5,728', '']","['426', '']"
10154,r135,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,134,"['28,146', '']","['0', '']","['241', '']","['22,735', '']","['218', '']","['668', '']","['0', '']","['776', '']","['0', '']","['3,445', '']","['63', '']"
10154,r136,All institutions -> Van Andel Research Institute,All institutions,Van Andel Research Institute,2,135,"['28,135', '']","['0', '']","['0', '']","['28,135', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10154,r137,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,136,"['27,924', '']","['41', '']","['0', '']","['13,115', '']","['104', '']","['2,987', '']","['1,872', '']","['0', '']","['0', '']","['9,805', '']","['0', '']"
10154,r138,All institutions -> Rice U.,All institutions,Rice U.,2,137,"['27,122', '']","['1,300', '']","['0', '']","['4,959', '']","['1,258', '']","['2,239', '']","['1,677', '']","['493', '']","['0', '']","['15,196', '']","['0', '']"
10154,r139,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,138,"['26,614', '']","['0', '']","['0', '']","['12,270', '']","['125', '']","['3,778', '']","['5,314', '']","['2,543', '']","['0', '']","['2,051', '']","['533', '']"
10154,r140,All institutions -> Howard U.,All institutions,Howard U.,2,139,"['26,170', '']","['0', '']","['0', '']","['19,025', '']","['0', '']","['4,102', '']","['861', '']","['222', '']","['0', '']","['1,325', '']","['635', '']"
10154,r141,"All institutions -> SUNY, Upstate Medical U.",All institutions,"SUNY, Upstate Medical U.",2,140,"['24,935', '']","['0', '']","['0', '']","['24,935', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10154,r142,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,141,"['23,788', '']","['0', '']","['0', '']","['13,411', '']","['0', '']","['94', '']","['1', '']","['9,148', '']","['0', '']","['921', '']","['213', '']"
10154,r143,"All institutions -> SUNY, Downstate Health Sciences U.",All institutions,"SUNY, Downstate Health Sciences U.",2,142,"['23,465', '']","['0', '']","['0', '']","['23,465', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10154,r144,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,143,"['23,459', '']","['0', '']","['0', '']","['14,826', '']","['630', '']","['1,991', '']","['240', '']","['73', '']","['2,722', '']","['2,898', '']","['79', '']"
10154,r145,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,144,"['23,064', '']","['339', '']","['463', '']","['9,606', '']","['0', '']","['3,818', '']","['1,253', '']","['878', '']","['700', '']","['5,890', '']","['117', '']"
10154,r146,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,145,"['21,890', '']","['87', '']","['66', '']","['15,923', '']","['0', '']","['94', '']","['2,978', '']","['577', '']","['1,383', '']","['152', '']","['630', '']"
10154,r147,"All institutions -> Loyola U., Chicago",All institutions,"Loyola U., Chicago",2,146,"['21,888', '']","['187', '']","['0', '']","['20,573', '']","['0', '']","['276', '']","['357', '']","['60', '']","['0', '']","['0', '']","['435', '']"
10154,r148,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,147,"['19,761', '']","['441', '']","['0', '']","['11,078', '']","['14', '']","['985', '']","['2,891', '']","['122', '']","['0', '']","['3,217', '']","['1,013', '']"
10154,r149,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,148,"['19,368', '']","['0', '']","['0', '']","['18,375', '']","['0', '']","['10', '']","['124', '']","['0', '']","['0', '']","['182', '']","['677', '']"
10154,r150,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,149,"['18,400', '']","['2,026', '']","['0', '']","['8,679', '']","['0', '']","['674', '']","['204', '']","['1,833', '']","['0', '']","['4,950', '']","['34', '']"
10154,r151,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,150,"['18,064', '']","['0', '']","['0', '']","['11,251', '']","['586', '']","['2,804', '']","['1,571', '']","['309', '']","['0', '']","['792', '']","['751', '']"
10154,r152,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,151,"['17,939', '']","['443', '']","['0', '']","['10,413', '']","['12', '']","['565', '']","['3,046', '']","['1,282', '']","['251', '']","['1,258', '']","['669', '']"
10154,r153,"All institutions -> CUNY, Hunter C.",All institutions,"CUNY, Hunter C.",2,152,"['17,604', '']","['1,004', '']","['0', '']","['4,322', '']","['142', '']","['2,361', '']","['7,747', '']","['95', '']","['0', '']","['0', '']","['1,933', '']"
10154,r154,All institutions -> U. Denver,All institutions,U. Denver,2,153,"['17,558', '']","['0', '']","['0', '']","['3,162', '']","['0', '']","['1,577', '']","['5,244', '']","['0', '']","['0', '']","['527', '']","['7,048', '']"
10154,r155,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,154,"['17,482', '']","['87', '']","['0', '']","['12,731', '']","['0', '']","['1,658', '']","['394', '']","['325', '']","['0', '']","['1,789', '']","['498', '']"
10154,r156,All institutions -> George Mason U.,All institutions,George Mason U.,2,155,"['17,418', '']","['438', '']","['71', '']","['6,684', '']","['272', '']","['488', '']","['1,098', '']","['5,328', '']","['0', '']","['2,758', '']","['281', '']"
10154,r157,All institutions -> East Carolina U.,All institutions,East Carolina U.,2,156,"['17,064', '']","['0', '']","['0', '']","['16,086', '']","['0', '']","['511', '']","['36', '']","['29', '']","['0', '']","['317', '']","['85', '']"
10154,r158,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,157,"['16,606', '']","['0', '']","['0', '']","['10,553', '']","['0', '']","['826', '']","['383', '']","['448', '']","['3', '']","['1,883', '']","['2,510', '']"
10154,r159,All institutions -> Clemson U.,All institutions,Clemson U.,2,158,"['16,596', '']","['0', '']","['0', '']","['7,279', '']","['14', '']","['466', '']","['1,117', '']","['94', '']","['0', '']","['7,515', '']","['111', '']"
10154,r160,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,159,"['15,983', '']","['0', '']","['0', '']","['15,324', '']","['28', '']","['0', '']","['7', '']","['0', '']","['0', '']","['624', '']","['0', '']"
10154,r161,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,160,"['15,597', '']","['106', '']","['0', '']","['6,822', '']","['0', '']","['1,162', '']","['383', '']","['5,870', '']","['0', '']","['1,032', '']","['222', '']"
10154,r162,All institutions -> Boston C.,All institutions,Boston C.,2,161,"['15,584', '']","['250', '']","['400', '']","['5,590', '']","['0', '']","['5,157', '']","['1,006', '']","['6', '']","['0', '']","['0', '']","['3,175', '']"
10154,r163,"All institutions -> Louisiana State U., Health Sciences Center, Shreveport",All institutions,"Louisiana State U., Health Sciences Center, Shreveport",2,162,"['15,135', '']","['0', '']","['0', '']","['15,135', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10154,r164,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,163,"['15,008', '']","['0', '']","['0', '']","['11,348', '']","['0', '']","['686', '']","['2,375', '']","['16', '']","['15', '']","['425', '']","['143', '']"
10154,r165,"All institutions -> U. Missouri, Kansas City",All institutions,"U. Missouri, Kansas City",2,164,"['14,937', '']","['0', '']","['0', '']","['14,455', '']","['0', '']","['109', '']","['350', '']","['0', '']","['0', '']","['0', '']","['23', '']"
10154,r166,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,165,"['14,699', '']","['98', '']","['0', '']","['6,399', '']","['28', '']","['1,243', '']","['2,687', '']","['3', '']","['0', '']","['1,118', '']","['3,123', '']"
10154,r167,All institutions -> Meharry Medical C.,All institutions,Meharry Medical C.,2,166,"['14,611', '']","['0', '']","['0', '']","['14,611', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10154,r168,All institutions -> U. Toledo,All institutions,U. Toledo,2,167,"['14,423', '']","['0', '']","['22', '']","['11,490', '']","['0', '']","['2,350', '']","['122', '']","['0', '']","['0', '']","['345', '']","['94', '']"
10154,r169,"All institutions -> U. Texas Health Science Center, Tyler",All institutions,"U. Texas Health Science Center, Tyler",2,168,"['13,978', '']","['0', '']","['0', '']","['13,978', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10154,r170,"All institutions -> Texas Tech U., Health Sciences Center",All institutions,"Texas Tech U., Health Sciences Center",2,169,"['13,608', '']","['0', '']","['0', '']","['13,602', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['6', '']"
10154,r171,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,170,"['13,166', '']","['220', '']","['0', '']","['2,743', '']","['0', '']","['2,683', '']","['1,269', '']","['2,330', '']","['0', '']","['1,021', '']","['2,900', '']"
10154,r172,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,171,"['13,040', '']","['0', '']","['0', '']","['4,766', '']","['0', '']","['3,552', '']","['775', '']","['0', '']","['0', '']","['3,897', '']","['50', '']"
10154,r173,All institutions -> Albany Medical C.,All institutions,Albany Medical C.,2,172,"['12,984', '']","['0', '']","['0', '']","['12,984', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10154,r174,All institutions -> Illinois Institute of Technology,All institutions,Illinois Institute of Technology,2,173,"['12,566', '']","['174', '']","['0', '']","['7,501', '']","['0', '']","['82', '']","['0', '']","['0', '']","['0', '']","['4,809', '']","['0', '']"
10154,r175,All institutions -> U. South Alabama,All institutions,U. South Alabama,2,174,"['12,440', '']","['7', '']","['123', '']","['11,387', '']","['87', '']","['0', '']","['691', '']","['0', '']","['0', '']","['95', '']","['50', '']"
10154,r176,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,175,"['12,399', '']","['0', '']","['0', '']","['11,740', '']","['0', '']","['22', '']","['0', '']","['0', '']","['140', '']","['367', '']","['130', '']"
10154,r177,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,176,"['12,103', '']","['0', '']","['0', '']","['7,866', '']","['0', '']","['1,352', '']","['993', '']","['277', '']","['154', '']","['1,121', '']","['340', '']"
10154,r178,"All institutions -> U. North Carolina, Greensboro",All institutions,"U. North Carolina, Greensboro",2,177,"['12,098', '']","['47', '']","['0', '']","['4,850', '']","['0', '']","['3,065', '']","['2,394', '']","['261', '']","['0', '']","['0', '']","['1,481', '']"
10154,r179,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,178,"['11,601', '']","['242', '']","['0', '']","['7,337', '']","['155', '']","['1,315', '']","['78', '']","['0', '']","['0', '']","['2,188', '']","['286', '']"
10154,r180,All institutions -> Uniformed Services U. of the Health Sciences,All institutions,Uniformed Services U. of the Health Sciences,2,179,"['11,523', '']","['0', '']","['0', '']","['11,523', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10154,r181,All institutions -> Utah State U.,All institutions,Utah State U.,2,180,"['11,276', '']","['0', '']","['0', '']","['7,609', '']","['0', '']","['810', '']","['1,986', '']","['20', '']","['0', '']","['317', '']","['534', '']"
10154,r182,All institutions -> Marshall U.,All institutions,Marshall U.,2,181,"['11,223', '']","['0', '']","['0', '']","['10,303', '']","['0', '']","['887', '']","['0', '']","['0', '']","['0', '']","['0', '']","['33', '']"
10154,r183,All institutions -> Portland State U.,All institutions,Portland State U.,2,181,"['11,223', '']","['0', '']","['0', '']","['7,670', '']","['246', '']","['1,245', '']","['739', '']","['175', '']","['0', '']","['0', '']","['1,148', '']"
10154,r184,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,183,"['11,168', '']","['332', '']","['0', '']","['3,702', '']","['51', '']","['1,334', '']","['0', '']","['0', '']","['0', '']","['5,749', '']","['0', '']"
10154,r185,"All institutions -> CUNY, Graduate School of Public Health and Health Policy",All institutions,"CUNY, Graduate School of Public Health and Health Policy",2,184,"['10,647', '']","['0', '']","['0', '']","['8,653', '']","['0', '']","['0', '']","['1,994', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10154,r186,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,185,"['10,644', '']","['0', '']","['0', '']","['6,221', '']","['0', '']","['542', '']","['221', '']","['3,412', '']","['108', '']","['133', '']","['7', '']"
10154,r187,All institutions -> U. Memphis,All institutions,U. Memphis,2,186,"['10,562', '']","['1,149', '']","['110', '']","['3,663', '']","['121', '']","['374', '']","['1,050', '']","['1,798', '']","['15', '']","['374', '']","['1,908', '']"
10154,r188,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,187,"['10,550', '']","['0', '']","['0', '']","['8,834', '']","['0', '']","['838', '']","['521', '']","['82', '']","['35', '']","['106', '']","['134', '']"
10154,r189,All institutions -> U. Idaho,All institutions,U. Idaho,2,188,"['10,548', '']","['0', '']","['0', '']","['10,361', '']","['0', '']","['0', '']","['21', '']","['17', '']","['0', '']","['89', '']","['60', '']"
10154,r190,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,189,"['10,505', '']","['176', '']","['0', '']","['2,009', '']","['0', '']","['1,392', '']","['153', '']","['1,744', '']","['0', '']","['3,233', '']","['1,798', '']"
10154,r191,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,190,"['10,105', '']","['24', '']","['0', '']","['1,823', '']","['0', '']","['2,255', '']","['4,429', '']","['0', '']","['0', '']","['1,369', '']","['205', '']"
10154,r192,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,191,"['10,077', '']","['212', '']","['0', '']","['4,430', '']","['66', '']","['493', '']","['0', '']","['0', '']","['109', '']","['4,712', '']","['55', '']"
10154,r193,All institutions -> Lehigh U.,All institutions,Lehigh U.,2,192,"['10,051', '']","['302', '']","['0', '']","['4,992', '']","['0', '']","['1,443', '']","['406', '']","['89', '']","['0', '']","['2,790', '']","['29', '']"
10154,r194,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,193,"['9,983', '']","['376', '']","['0', '']","['3,504', '']","['40', '']","['301', '']","['1,510', '']","['1,005', '']","['0', '']","['24', '']","['3,223', '']"
10154,r195,All institutions -> Charles R. Drew U. of Medicine and Science,All institutions,Charles R. Drew U. of Medicine and Science,2,194,"['9,925', '']","['0', '']","['0', '']","['9,925', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10154,r196,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,195,"['9,918', '']","['0', '']","['0', '']","['6,581', '']","['9', '']","['600', '']","['1,442', '']","['166', '']","['46', '']","['616', '']","['458', '']"
10154,r197,All institutions -> Xavier U. Louisiana,All institutions,Xavier U. Louisiana,2,196,"['9,707', '']","['396', '']","['0', '']","['3,171', '']","['0', '']","['6,077', '']","['63', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10154,r198,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,197,"['9,614', '']","['0', '']","['0', '']","['8,498', '']","['0', '']","['559', '']","['90', '']","['46', '']","['0', '']","['421', '']","['0', '']"
10154,r199,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,198,"['9,579', '']","['628', '']","['0', '']","['5,945', '']","['103', '']","['918', '']","['1,078', '']","['27', '']","['0', '']","['629', '']","['251', '']"
10154,r200,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,199,"['9,492', '']","['12', '']","['0', '']","['5,308', '']","['3', '']","['1,414', '']","['1,130', '']","['240', '']","['1,025', '']","['360', '']","['0', '']"
10154,r201,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,200,"['9,430', '']","['0', '']","['317', '']","['4,691', '']","['0', '']","['167', '']","['2,814', '']","['793', '']","['0', '']","['577', '']","['71', '']"
10154,r202,All institutions -> U. South Dakota,All institutions,U. South Dakota,2,201,"['9,291', '']","['0', '']","['0', '']","['8,449', '']","['0', '']","['69', '']","['503', '']","['0', '']","['0', '']","['71', '']","['199', '']"
10154,r203,All institutions -> Creighton U.,All institutions,Creighton U.,2,202,"['9,278', 'i']","['54', 'i']","['0', 'i']","['8,650', 'i']","['24', 'i']","['242', 'i']","['127', 'i']","['104', 'i']","['0', 'i']","['0', 'i']","['77', 'i']"
10154,r204,All institutions -> Eastern Virginia Medical School,All institutions,Eastern Virginia Medical School,2,203,"['9,022', '']","['0', '']","['0', '']","['9,022', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10154,r205,All institutions -> Northeast Ohio Medical U.,All institutions,Northeast Ohio Medical U.,2,204,"['8,847', '']","['0', '']","['0', '']","['8,829', '']","['0', '']","['0', '']","['0', '']","['18', '']","['0', '']","['0', '']","['0', '']"
10154,r206,All institutions -> New York Medical C.,All institutions,New York Medical C.,2,205,"['8,756', '']","['0', '']","['0', '']","['8,756', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10154,r207,All institutions -> East Tennessee State U.,All institutions,East Tennessee State U.,2,206,"['8,690', '']","['0', '']","['0', '']","['8,690', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10154,r208,All institutions -> Rowan U.,All institutions,Rowan U.,2,207,"['8,202', '']","['0', '']","['0', '']","['5,711', '']","['153', '']","['286', '']","['840', '']","['0', '']","['0', '']","['1,212', '']","['0', '']"
10154,r209,"All institutions -> Rutgers, State U. New Jersey, Newark",All institutions,"Rutgers, State U. New Jersey, Newark",2,208,"['8,180', '']","['1', '']","['0', '']","['6,643', '']","['0', '']","['516', '']","['387', '']","['3', '']","['0', '']","['0', '']","['630', '']"
10154,r210,All institutions -> Kent State U.,All institutions,Kent State U.,2,209,"['7,962', '']","['0', '']","['0', '']","['3,681', '']","['0', '']","['835', '']","['2,012', '']","['724', '']","['4', '']","['0', '']","['706', '']"
10154,r211,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,210,"['7,917', '']","['0', '']","['78', '']","['7,732', '']","['0', '']","['0', '']","['59', '']","['0', '']","['0', '']","['48', '']","['0', '']"
10154,r212,All institutions -> San Francisco State U.,All institutions,San Francisco State U.,2,211,"['7,852', '']","['0', '']","['0', '']","['5,902', '']","['0', '']","['381', '']","['171', '']","['747', '']","['594', '']","['54', '']","['3', '']"
10154,r213,All institutions -> U. Texas Rio Grande Valley,All institutions,U. Texas Rio Grande Valley,2,212,"['7,789', '']","['67', '']","['0', '']","['7,030', '']","['0', '']","['313', '']","['23', '']","['127', '']","['0', '']","['229', '']","['0', '']"
10154,r214,All institutions -> Loma Linda U.,All institutions,Loma Linda U.,2,213,"['7,726', '']","['0', '']","['0', '']","['7,104', '']","['0', '']","['0', '']","['622', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10154,r215,All institutions -> Marquette U.,All institutions,Marquette U.,2,214,"['7,480', '']","['247', '']","['0', '']","['4,869', '']","['147', '']","['489', '']","['246', '']","['0', '']","['0', '']","['1,279', '']","['203', '']"
10154,r216,All institutions -> Morgan State U.,All institutions,Morgan State U.,2,215,"['7,400', '']","['0', '']","['0', '']","['5,967', '']","['0', '']","['128', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,305', '']"
10154,r217,"All institutions -> California State U., Northridge",All institutions,"California State U., Northridge",2,216,"['7,395', '']","['0', '']","['17', '']","['2,801', '']","['0', '']","['3,878', '']","['186', '']","['256', '']","['48', '']","['128', '']","['81', '']"
10154,r218,All institutions -> North Carolina Central U.,All institutions,North Carolina Central U.,2,217,"['7,334', '']","['0', '']","['0', '']","['6,075', '']","['0', '']","['0', '']","['0', '']","['0', '']","['63', '']","['998', '']","['198', '']"
10154,r219,"All institutions -> Brigham Young U., Provo",All institutions,"Brigham Young U., Provo",2,218,"['7,088', '']","['0', '']","['0', '']","['3,674', '']","['0', '']","['1,161', '']","['106', '']","['5', '']","['0', '']","['1,959', '']","['183', '']"
10154,r220,All institutions -> Delaware State U.,All institutions,Delaware State U.,2,219,"['7,051', '']","['0', '']","['0', '']","['5,471', '']","['0', '']","['337', '']","['25', '']","['804', '']","['0', '']","['0', '']","['414', '']"
10154,r221,All institutions -> Wright State U.,All institutions,Wright State U.,2,220,"['6,919', '']","['207', '']","['0', '']","['5,800', '']","['33', '']","['322', '']","['92', '']","['0', '']","['0', '']","['465', '']","['0', '']"
10154,r222,All institutions -> Ohio U.,All institutions,Ohio U.,2,221,"['6,917', '']","['8', '']","['0', '']","['5,665', '']","['0', '']","['368', '']","['299', '']","['115', '']","['0', '']","['462', '']","['0', '']"
10154,r223,All institutions -> Chapman U.,All institutions,Chapman U.,2,222,"['6,762', '']","['0', '']","['0', '']","['5,630', '']","['0', '']","['18', '']","['1,072', '']","['0', '']","['0', '']","['42', '']","['0', '']"
10154,r224,All institutions -> Rosalind Franklin U. of Medicine and Science,All institutions,Rosalind Franklin U. of Medicine and Science,2,223,"['6,649', '']","['0', '']","['0', '']","['6,262', '']","['0', '']","['0', '']","['387', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10154,r225,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,224,"['6,446', '']","['0', '']","['0', '']","['2,238', '']","['0', '']","['1,468', '']","['778', '']","['0', '']","['0', '']","['1,962', '']","['0', '']"
