table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_other_agency_r_d_expendituresa,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
12747,r112,All institutions -> U. Maryland Center for Environmental Science,All institutions,U. Maryland Center for Environmental Science,2,111,"['9,153', '']","['0', '']","['5,048', '']","['3,689', '']","['0', '']","['56', '']","['0', '']","['0', '']","['150', '']","['0', '']","['210', '']"
12747,r113,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,112,"['9,043', '']","['1,296', '']","['1,319', '']","['77', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5,660', '']","['691', '']"
12747,r114,All institutions -> Portland State U.,All institutions,Portland State U.,2,113,"['8,943', '']","['27', '']","['612', '']","['2,086', '']","['0', '']","['0', '']","['513', '']","['994', '']","['0', '']","['723', '']","['3,988', '']"
12747,r115,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,114,"['8,831', '']","['187', '']","['48', '']","['1,705', '']","['0', '']","['0', '']","['75', '']","['2,304', '']","['0', '']","['3,089', '']","['1,423', '']"
12747,r116,All institutions -> Texas A&M U.-Corpus Christi,All institutions,Texas A&M U.-Corpus Christi,2,115,"['8,748', '']","['0', '']","['4,444', '']","['829', '']","['43', '']","['879', '']","['0', '']","['599', '']","['565', '']","['411', '']","['978', '']"
12747,r117,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,116,"['8,655', '']","['76', '']","['0', '']","['2,475', '']","['0', '']","['3,872', '']","['0', '']","['1,963', '']","['0', '']","['0', '']","['269', '']"
12747,r118,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,117,"['8,647', '']","['170', '']","['65', '']","['449', '']","['12', '']","['200', '']","['875', '']","['169', '']","['0', '']","['5,606', '']","['1,101', '']"
12747,r119,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,118,"['8,623', '']","['1,799', '']","['202', '']","['254', '']","['0', '']","['0', '']","['0', '']","['2,262', '']","['206', '']","['1,325', '']","['2,575', '']"
12747,r120,All institutions -> U. Houston,All institutions,U. Houston,2,119,"['8,579', '']","['137', '']","['1,668', '']","['47', '']","['1,059', '']","['156', '']","['2,859', '']","['44', '']","['51', '']","['1,108', '']","['1,450', '']"
12747,r121,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,120,"['8,563', '']","['779', '']","['2,099', '']","['0', '']","['7', '']","['3,069', '']","['28', '']","['1,174', '']","['266', '']","['22', '']","['1,119', '']"
12747,r122,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,121,"['8,464', '']","['0', '']","['0', '']","['8,460', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12747,r123,All institutions -> U. Vermont,All institutions,U. Vermont,2,122,"['8,439', '']","['104', '']","['2,851', '']","['1,252', '']","['2', '']","['0', '']","['0', '']","['1,873', '']","['0', '']","['2,032', '']","['325', '']"
12747,r124,All institutions -> Eastern Virginia Medical School,All institutions,Eastern Virginia Medical School,2,123,"['8,418', '']","['0', '']","['0', '']","['8,418', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12747,r125,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,124,"['8,142', '']","['0', '']","['403', '']","['1,252', '']","['0', '']","['0', '']","['297', '']","['629', '']","['0', '']","['0', '']","['5,561', '']"
12747,r126,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,125,"['7,921', '']","['226', '']","['173', '']","['1,024', '']","['0', '']","['545', '']","['47', '']","['1,305', '']","['0', '']","['2,746', '']","['1,855', '']"
12747,r127,"All institutions -> Teachers C., Columbia U.",All institutions,"Teachers C., Columbia U.",2,126,"['7,885', '']","['306', '']","['0', '']","['729', '']","['0', '']","['0', '']","['423', '']","['6,427', '']","['0', '']","['0', '']","['0', '']"
12747,r128,"All institutions -> California State U., Sacramento",All institutions,"California State U., Sacramento",2,127,"['7,833', '']","['11', '']","['656', '']","['133', '']","['0', '']","['0', '']","['0', '']","['37', '']","['58', '']","['6,890', '']","['48', '']"
12747,r129,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,128,"['7,745', '']","['0', '']","['436', '']","['6,019', '']","['0', '']","['0', '']","['0', '']","['183', '']","['0', '']","['1,045', '']","['62', '']"
12747,r130,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,129,"['7,694', '']","['570', '']","['3,291', '']","['996', '']","['0', '']","['0', '']","['0', '']","['902', '']","['0', '']","['940', '']","['995', '']"
12747,r131,All institutions -> U. South Alabama,All institutions,U. South Alabama,2,130,"['7,672', '']","['0', '']","['6,691', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['955', '']","['26', '']"
12747,r132,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,131,"['7,624', '']","['267', '']","['120', '']","['507', '']","['0', '']","['83', '']","['72', '']","['1,433', '']","['0', '']","['4,110', '']","['1,032', '']"
12747,r133,All institutions -> U. Dayton,All institutions,U. Dayton,2,132,"['7,565', '']","['301', '']","['447', '']","['0', '']","['0', '']","['19', '']","['19', '']","['100', '']","['0', '']","['6,247', '']","['432', '']"
12747,r134,All institutions -> Tulane U.,All institutions,Tulane U.,2,133,"['7,432', '']","['20', '']","['975', '']","['4,925', '']","['0', '']","['0', '']","['94', '']","['1,322', '']","['0', '']","['0', '']","['96', '']"
12747,r135,All institutions -> Florida Gulf Coast U.,All institutions,Florida Gulf Coast U.,2,134,"['7,364', '']","['0', '']","['141', '']","['464', '']","['0', '']","['0', '']","['0', '']","['23', '']","['0', '']","['0', '']","['6,736', '']"
12747,r136,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,135,"['7,313', '']","['2,465', '']","['0', '']","['350', '']","['69', '']","['350', '']","['0', '']","['124', '']","['0', '']","['1,436', '']","['2,519', '']"
12747,r137,All institutions -> U. Colorado Anschutz Medical Campus,All institutions,U. Colorado Anschutz Medical Campus,2,136,"['7,221', '']","['0', '']","['0', '']","['7,085', '']","['0', '']","['0', '']","['82', '']","['0', '']","['0', '']","['54', '']","['0', '']"
12747,r138,All institutions -> Medical U. South Carolina,All institutions,Medical U. South Carolina,2,137,"['7,159', 'i']","['0', 'i']","['0', 'i']","['7,159', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12747,r139,All institutions -> Drexel U.,All institutions,Drexel U.,2,138,"['7,082', '']","['574', '']","['0', '']","['2,214', '']","['0', '']","['15', '']","['209', '']","['0', '']","['0', '']","['3,521', '']","['549', '']"
12747,r140,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,139,"['6,982', '']","['0', '']","['9', '']","['890', '']","['0', '']","['3', '']","['82', '']","['87', '']","['0', '']","['5,504', '']","['407', '']"
12747,r141,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,140,"['6,622', '']","['216', '']","['0', '']","['741', '']","['0', '']","['67', '']","['31', '']","['657', '']","['259', '']","['213', '']","['4,438', '']"
12747,r142,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,141,"['6,617', '']","['0', '']","['0', '']","['6,617', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12747,r143,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,142,"['6,585', '']","['39', '']","['442', '']","['3,218', '']","['0', '']","['0', '']","['0', '']","['1,155', '']","['45', '']","['1,295', '']","['391', '']"
12747,r144,All institutions -> Emory U.,All institutions,Emory U.,2,143,"['6,579', '']","['89', '']","['333', '']","['5,793', '']","['0', '']","['45', '']","['0', '']","['0', '']","['0', '']","['115', '']","['204', '']"
12747,r145,All institutions -> Brown U.,All institutions,Brown U.,2,144,"['6,566', '']","['2,058', '']","['201', '']","['285', '']","['0', '']","['492', '']","['133', '']","['888', '']","['0', '']","['566', '']","['1,943', '']"
12747,r146,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,145,"['6,412', '']","['232', '']","['338', '']","['2,131', '']","['0', '']","['0', '']","['0', '']","['95', '']","['320', '']","['1,677', '']","['1,619', '']"
12747,r147,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,146,"['6,280', '']","['0', '']","['5,481', '']","['142', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['507', '']","['150', '']"
12747,r148,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,147,"['6,136', '']","['22', '']","['1', '']","['2,278', '']","['0', '']","['228', '']","['0', '']","['189', '']","['0', '']","['3,311', '']","['107', '']"
12747,r149,All institutions -> Illinois State U.,All institutions,Illinois State U.,2,148,"['5,976', '']","['0', '']","['26', '']","['37', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5,913', '']"
12747,r150,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,149,"['5,865', '']","['210', '']","['625', '']","['475', '']","['90', '']","['998', '']","['39', '']","['540', '']","['0', '']","['1,698', '']","['1,190', '']"
12747,r151,All institutions -> U. Memphis,All institutions,U. Memphis,2,150,"['5,852', '']","['180', '']","['1,312', '']","['234', '']","['0', '']","['43', '']","['317', '']","['1,354', '']","['0', '']","['1,282', '']","['1,130', '']"
12747,r152,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,151,"['5,845', '']","['0', '']","['0', '']","['4,942', '']","['0', '']","['0', '']","['234', '']","['246', '']","['0', '']","['380', '']","['43', '']"
12747,r153,All institutions -> Missouri U. of Science and Technology,All institutions,Missouri U. of Science and Technology,2,152,"['5,801', '']","['83', '']","['0', '']","['0', '']","['0', '']","['822', '']","['0', '']","['0', '']","['0', '']","['4,896', '']","['0', '']"
12747,r154,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,153,"['5,789', '']","['74', '']","['76', '']","['536', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5,039', '']","['64', '']"
12747,r155,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,154,"['5,733', '']","['0', '']","['8', '']","['2,631', '']","['0', '']","['43', '']","['0', '']","['436', '']","['0', '']","['1,322', '']","['1,293', '']"
12747,r156,All institutions -> Ohio U.,All institutions,Ohio U.,2,155,"['5,567', '']","['51', '']","['127', '']","['36', '']","['0', '']","['0', '']","['1,925', '']","['126', '']","['0', '']","['3,266', '']","['36', '']"
12747,r157,All institutions -> Delaware State U.,All institutions,Delaware State U.,2,156,"['5,502', '']","['0', '']","['0', '']","['2,128', '']","['775', '']","['1,493', '']","['0', '']","['46', '']","['1,035', '']","['0', '']","['25', '']"
12747,r158,All institutions -> U. Denver,All institutions,U. Denver,2,157,"['5,428', '']","['0', '']","['37', '']","['50', '']","['0', '']","['0', '']","['13', '']","['1,959', '']","['0', '']","['224', '']","['3,145', '']"
12747,r159,"All institutions -> California State U., East Bay",All institutions,"California State U., East Bay",2,158,"['5,396', '']","['0', '']","['19', '']","['215', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5,162', '']"
12747,r160,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,159,"['5,390', '']","['20', '']","['138', '']","['3,945', '']","['0', '']","['0', '']","['166', '']","['206', '']","['102', '']","['376', '']","['437', '']"
12747,r161,All institutions -> U. Idaho,All institutions,U. Idaho,2,160,"['5,345', '']","['0', '']","['743', '']","['3,342', '']","['0', '']","['0', '']","['0', '']","['162', '']","['0', '']","['1,098', '']","['0', '']"
12747,r162,All institutions -> Texas Southern U.,All institutions,Texas Southern U.,2,161,"['5,121', '']","['2', '']","['0', '']","['4,292', '']","['2', '']","['31', '']","['51', '']","['0', '']","['0', '']","['1', '']","['742', '']"
12747,r163,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,162,"['5,108', '']","['51', '']","['439', '']","['1,763', '']","['0', '']","['22', '']","['0', '']","['112', '']","['779', '']","['1,864', '']","['78', '']"
12747,r164,All institutions -> Temple U.,All institutions,Temple U.,2,163,"['5,101', '']","['78', '']","['0', '']","['906', '']","['0', '']","['21', '']","['1', '']","['498', '']","['41', '']","['771', '']","['2,785', '']"
12747,r165,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,164,"['5,073', '']","['0', '']","['3,775', '']","['108', '']","['0', '']","['0', '']","['0', '']","['52', '']","['0', '']","['0', '']","['1,138', '']"
12747,r166,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,165,"['5,045', '']","['32', '']","['475', '']","['772', '']","['0', '']","['10', '']","['12', '']","['213', '']","['166', '']","['443', '']","['2,922', '']"
12747,r167,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,166,"['4,925', '']","['576', '']","['174', '']","['1,701', '']","['26', '']","['0', '']","['0', '']","['170', '']","['0', '']","['1,508', '']","['770', '']"
12747,r168,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,167,"['4,911', '']","['0', '']","['669', '']","['1,522', '']","['0', '']","['732', '']","['0', '']","['176', '']","['0', '']","['317', '']","['1,495', '']"
12747,r169,All institutions -> American U.,All institutions,American U.,2,168,"['4,848', '']","['0', '']","['93', '']","['0', '']","['61', '']","['146', '']","['0', '']","['2,382', '']","['124', '']","['0', '']","['2,042', '']"
12747,r170,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,169,"['4,820', '']","['321', '']","['2,905', '']","['224', '']","['0', '']","['181', '']","['0', '']","['981', '']","['0', '']","['0', '']","['208', '']"
12747,r171,All institutions -> Worcester Polytechnic Institute,All institutions,Worcester Polytechnic Institute,2,170,"['4,801', '']","['2,721', '']","['0', '']","['124', '']","['167', '']","['322', '']","['0', '']","['591', '']","['0', '']","['870', '']","['6', '']"
12747,r172,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,171,"['4,776', '']","['48', '']","['2,427', '']","['299', '']","['0', '']","['0', '']","['45', '']","['14', '']","['0', '']","['1,943', '']","['0', '']"
12747,r173,All institutions -> Boston C.,All institutions,Boston C.,2,172,"['4,695', '']","['34', '']","['49', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,977', '']","['0', '']","['0', '']","['1,635', '']"
12747,r174,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,173,"['4,632', '']","['52', '']","['220', '']","['1,369', '']","['0', '']","['122', '']","['162', '']","['1,572', '']","['0', '']","['396', '']","['739', '']"
12747,r175,All institutions -> Winston-Salem State U.,All institutions,Winston-Salem State U.,2,174,"['4,517', '']","['0', '']","['0', '']","['604', '']","['0', '']","['0', '']","['0', '']","['7', '']","['0', '']","['0', '']","['3,906', '']"
12747,r176,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,175,"['4,447', '']","['30', '']","['947', '']","['106', '']","['0', '']","['36', '']","['0', '']","['10', '']","['0', '']","['3,144', '']","['174', '']"
12747,r177,All institutions -> U.S. Army War C.,All institutions,U.S. Army War C.,2,176,"['4,323', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['4,323', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12747,r178,All institutions -> Southern Methodist U.,All institutions,Southern Methodist U.,2,177,"['4,245', '']","['0', '']","['200', '']","['0', '']","['0', '']","['0', '']","['0', '']","['490', '']","['81', '']","['389', '']","['3,085', '']"
12747,r179,"All institutions -> Southern Illinois U., Carbondale",All institutions,"Southern Illinois U., Carbondale",2,178,"['4,199', '']","['0', '']","['0', '']","['3,782', '']","['0', '']","['0', '']","['0', '']","['210', '']","['16', '']","['107', '']","['84', '']"
12747,r180,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,179,"['4,112', '']","['0', '']","['0', '']","['4,112', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12747,r181,"All institutions -> U. Alaska, Anchorage",All institutions,"U. Alaska, Anchorage",2,180,"['4,109', '']","['0', '']","['1,436', '']","['2,219', '']","['0', '']","['66', '']","['0', '']","['97', '']","['0', '']","['194', '']","['97', '']"
12747,r182,All institutions -> Morgan State U.,All institutions,Morgan State U.,2,181,"['4,102', '']","['10', '']","['0', '']","['441', '']","['0', '']","['11', '']","['0', '']","['276', '']","['0', '']","['2,765', '']","['599', '']"
12747,r183,All institutions -> Desert Research Institute,All institutions,Desert Research Institute,2,182,"['4,085', '']","['0', '']","['4,085', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12747,r184,"All institutions -> U. North Carolina, Charlotte",All institutions,"U. North Carolina, Charlotte",2,183,"['3,966', '']","['0', '']","['214', '']","['19', '']","['0', '']","['98', '']","['9', '']","['309', '']","['0', '']","['1,964', '']","['1,353', '']"
12747,r185,All institutions -> U. Baltimore,All institutions,U. Baltimore,2,184,"['3,918', '']","['221', '']","['0', '']","['0', '']","['0', '']","['14', '']","['0', '']","['604', '']","['0', '']","['0', '']","['3,079', '']"
12747,r186,All institutions -> U. Utah,All institutions,U. Utah,2,185,"['3,864', '']","['0', '']","['974', '']","['298', '']","['0', '']","['0', '']","['0', '']","['89', '']","['0', '']","['2,005', '']","['498', '']"
12747,r187,"All institutions -> CUNY, John Jay C. of Criminal Justice",All institutions,"CUNY, John Jay C. of Criminal Justice",2,186,"['3,826', '']","['0', '']","['0', '']","['0', '']","['0', '']","['97', '']","['40', '']","['1,801', '']","['0', '']","['0', '']","['1,888', '']"
12747,r188,All institutions -> Lehigh U.,All institutions,Lehigh U.,2,187,"['3,816', '']","['0', '']","['167', '']","['700', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['829', '']","['2,120', '']"
12747,r189,All institutions -> U. of the Virgin Islands,All institutions,U. of the Virgin Islands,2,188,"['3,786', '']","['0', '']","['2,797', '']","['757', '']","['0', '']","['0', '']","['0', '']","['232', '']","['0', '']","['0', '']","['0', '']"
12747,r190,"All institutions -> U. Minnesota, Duluth",All institutions,"U. Minnesota, Duluth",2,189,"['3,785', '']","['0', '']","['0', '']","['3,158', '']","['0', '']","['10', '']","['451', '']","['0', '']","['0', '']","['166', '']","['0', '']"
12747,r191,All institutions -> Boise State U.,All institutions,Boise State U.,2,190,"['3,728', '']","['21', '']","['1,254', '']","['534', '']","['0', '']","['8', '']","['0', '']","['1,244', '']","['0', '']","['454', '']","['213', '']"
12747,r192,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,191,"['3,589', '']","['94', '']","['885', '']","['1,798', '']","['0', '']","['39', '']","['0', '']","['90', '']","['0', '']","['261', '']","['422', '']"
12747,r193,All institutions -> U. Wisconsin-Superior,All institutions,U. Wisconsin-Superior,2,192,"['3,536', '']","['0', '']","['3,532', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12747,r194,All institutions -> North Carolina A&T State U.,All institutions,North Carolina A&T State U.,2,193,"['3,531', '']","['0', '']","['0', '']","['313', '']","['0', '']","['58', '']","['0', '']","['0', '']","['766', '']","['990', '']","['1,404', '']"
12747,r195,"All institutions -> U. North Texas, Health Science Center",All institutions,"U. North Texas, Health Science Center",2,194,"['3,494', '']","['0', '']","['0', '']","['3,181', '']","['0', '']","['0', '']","['0', '']","['313', '']","['0', '']","['0', '']","['0', '']"
12747,r196,"All institutions -> U. North Carolina, Wilmington",All institutions,"U. North Carolina, Wilmington",2,195,"['3,484', '']","['0', '']","['32', '']","['1,915', '']","['0', '']","['536', '']","['0', '']","['959', '']","['0', '']","['0', '']","['42', '']"
12747,r197,All institutions -> U. Louisville,All institutions,U. Louisville,2,196,"['3,432', '']","['30', '']","['0', '']","['1,396', '']","['0', '']","['0', '']","['69', '']","['140', '']","['0', '']","['1,174', '']","['623', '']"
12747,r198,All institutions -> East Carolina U.,All institutions,East Carolina U.,2,197,"['3,387', '']","['0', '']","['360', '']","['841', '']","['0', '']","['0', '']","['792', '']","['196', '']","['0', '']","['499', '']","['699', '']"
12747,r199,"All institutions -> U. Hawaii, Hilo",All institutions,"U. Hawaii, Hilo",2,198,"['3,376', '']","['0', '']","['1,616', '']","['1,373', '']","['0', '']","['0', '']","['0', '']","['204', '']","['183', '']","['0', '']","['0', '']"
12747,r200,"All institutions -> U. Puerto Rico, Mayaguez",All institutions,"U. Puerto Rico, Mayaguez",2,199,"['3,368', '']","['0', '']","['1,532', '']","['20', '']","['0', '']","['90', '']","['0', '']","['148', '']","['0', '']","['733', '']","['845', '']"
12747,r201,All institutions -> U. Guam,All institutions,U. Guam,2,200,"['3,363', '']","['0', '']","['2,153', '']","['1,210', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12747,r202,"All institutions -> Pennsylvania State U., Behrend",All institutions,"Pennsylvania State U., Behrend",2,201,"['3,335', '']","['0', '']","['443', '']","['1,668', '']","['0', '']","['0', '']","['147', '']","['0', '']","['0', '']","['1,067', '']","['10', '']"
12747,r203,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,202,"['3,313', '']","['245', '']","['799', '']","['103', '']","['0', '']","['384', '']","['327', '']","['30', '']","['0', '']","['408', '']","['1,017', '']"
12747,r204,All institutions -> Medical C. Wisconsin,All institutions,Medical C. Wisconsin,2,203,"['3,311', '']","['0', '']","['0', '']","['2,462', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['849', '']","['0', '']"
12747,r205,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,204,"['3,306', '']","['0', '']","['0', '']","['2,029', '']","['0', '']","['226', '']","['0', '']","['58', '']","['0', '']","['815', '']","['178', '']"
12747,r206,All institutions -> U. Colorado Denver,All institutions,U. Colorado Denver,2,205,"['3,286', '']","['235', '']","['180', '']","['189', '']","['0', '']","['0', '']","['15', '']","['0', '']","['16', '']","['509', '']","['2,142', '']"
12747,r207,All institutions -> Nova Southeastern U.,All institutions,Nova Southeastern U.,2,206,"['3,248', '']","['226', '']","['2,966', '']","['0', '']","['0', '']","['0', '']","['6', '']","['0', '']","['0', '']","['0', '']","['50', '']"
12747,r208,All institutions -> Tennessee Technological U.,All institutions,Tennessee Technological U.,2,207,"['3,242', '']","['0', '']","['0', '']","['1,982', '']","['0', '']","['0', '']","['84', '']","['0', '']","['0', '']","['1,067', '']","['109', '']"
12747,r209,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,208,"['3,131', '']","['141', '']","['0', '']","['184', '']","['0', '']","['16', '']","['285', '']","['1,798', '']","['0', '']","['590', '']","['117', '']"
12747,r210,"All institutions -> SUNY, C. of Environmental Science and Forestry",All institutions,"SUNY, C. of Environmental Science and Forestry",2,209,"['3,119', '']","['0', '']","['57', '']","['2,573', '']","['0', '']","['378', '']","['0', '']","['0', '']","['0', '']","['0', '']","['111', '']"
12747,r211,All institutions -> U. North Florida,All institutions,U. North Florida,2,210,"['3,114', '']","['254', '']","['9', '']","['500', '']","['0', '']","['107', '']","['0', '']","['178', '']","['0', '']","['0', '']","['2,066', '']"
12747,r212,"All institutions -> U. Maryland, Eastern Shore",All institutions,"U. Maryland, Eastern Shore",2,211,"['3,078', '']","['0', '']","['3,051', '']","['27', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12747,r213,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,212,"['3,032', '']","['233', '']","['0', '']","['276', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['122', '']","['2,401', '']"
12747,r214,"All institutions -> Brigham Young U., Provo",All institutions,"Brigham Young U., Provo",2,213,"['2,945', '']","['277', '']","['0', '']","['1,103', '']","['0', '']","['0', '']","['0', '']","['25', '']","['0', '']","['1,121', '']","['419', '']"
12747,r215,All institutions -> Providence C.,All institutions,Providence C.,2,214,"['2,940', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,940', '']"
12747,r216,All institutions -> Jackson State U.,All institutions,Jackson State U.,2,215,"['2,919', '']","['83', '']","['0', '']","['387', '']","['0', '']","['830', '']","['0', '']","['40', '']","['160', '']","['1,027', '']","['392', '']"
12747,r217,"All institutions -> U. Texas Health Science Center, San Antonio",All institutions,"U. Texas Health Science Center, San Antonio",2,216,"['2,884', '']","['0', '']","['0', '']","['2,884', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12747,r218,"All institutions -> U. Massachusetts, Dartmouth",All institutions,"U. Massachusetts, Dartmouth",2,217,"['2,857', '']","['0', '']","['2,005', '']","['53', '']","['0', '']","['0', '']","['0', '']","['81', '']","['0', '']","['714', '']","['4', '']"
12747,r219,All institutions -> Howard U.,All institutions,Howard U.,2,218,"['2,856', '']","['345', '']","['0', '']","['126', '']","['0', '']","['18', '']","['0', '']","['570', '']","['0', '']","['342', '']","['1,455', '']"
12747,r220,"All institutions -> California Polytechnic State U., San Luis Obispo",All institutions,"California Polytechnic State U., San Luis Obispo",2,219,"['2,854', '']","['0', '']","['733', '']","['68', '']","['1,085', '']","['45', '']","['0', '']","['0', '']","['0', '']","['229', '']","['694', '']"
12747,r221,All institutions -> Cleveland State U.,All institutions,Cleveland State U.,2,220,"['2,824', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['538', '']","['0', '']","['748', '']","['1,538', '']"
12747,r222,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,221,"['2,793', '']","['0', '']","['0', '']","['2,584', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['209', '']"
12747,r223,All institutions -> South Dakota State U.,All institutions,South Dakota State U.,2,222,"['2,786', '']","['0', '']","['281', '']","['927', '']","['40', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,486', '']","['52', '']"
12747,r224,All institutions -> Troy U.,All institutions,Troy U.,2,223,"['2,765', '']","['0', '']","['18', '']","['49', '']","['0', '']","['2,525', '']","['0', '']","['0', '']","['0', '']","['0', '']","['173', '']"
12747,r225,All institutions -> Marshall U.,All institutions,Marshall U.,2,224,"['2,732', '']","['0', '']","['313', '']","['2,003', '']","['0', '']","['199', '']","['0', '']","['0', '']","['0', '']","['217', '']","['0', '']"
12747,r226,All institutions -> Rice U.,All institutions,Rice U.,2,225,"['2,714', '']","['0', '']","['31', '']","['28', '']","['276', '']","['0', '']","['165', '']","['310', '']","['9', '']","['1,669', '']","['226', '']"
12747,r227,All institutions -> U. Rochester,All institutions,U. Rochester,2,226,"['2,457', '']","['0', '']","['0', '']","['2,415', '']","['0', '']","['0', '']","['0', '']","['42', '']","['0', '']","['0', '']","['0', '']"
12747,r228,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,227,"['2,448', '']","['0', '']","['8', '']","['42', '']","['0', '']","['14', '']","['0', '']","['0', '']","['0', '']","['1,605', '']","['779', '']"
12747,r229,All institutions -> Hope C.,All institutions,Hope C.,2,228,"['2,437', '']","['0', '']","['0', '']","['1,846', '']","['0', '']","['49', '']","['0', '']","['0', '']","['0', '']","['0', '']","['542', '']"
