table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_nsf_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
3175,r109,All institutions -> Temple U.,All institutions,Temple U.,2,108,"['11,781', '']","['2,124', '']","['315', '']","['1,568', '']","['599', '']","['2,969', '']","['1,834', '']","['495', '']","['0', '']","['819', '']","['1,058', '']"
3175,r110,All institutions -> Lehigh U.,All institutions,Lehigh U.,2,109,"['11,304', '']","['764', '']","['747', '']","['1,079', '']","['143', '']","['597', '']","['29', '']","['0', '']","['0', '']","['7,546', '']","['399', '']"
3175,r111,All institutions -> U. Miami,All institutions,U. Miami,2,110,"['11,269', '']","['368', '']","['8,234', '']","['752', '']","['239', '']","['725', '']","['441', '']","['2', '']","['0', '']","['356', '']","['152', '']"
3175,r112,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,111,"['11,136', '']","['1,774', '']","['0', '']","['612', '']","['1,356', '']","['3,792', '']","['0', '']","['0', '']","['49', '']","['3,467', '']","['86', '']"
3175,r113,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,112,"['11,072', '']","['1,889', '']","['167', '']","['408', '']","['554', '']","['1,825', '']","['0', '']","['356', '']","['0', '']","['5,411', '']","['462', '']"
3175,r114,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,113,"['10,967', '']","['2,982', '']","['465', '']","['1,161', '']","['326', '']","['911', '']","['0', '']","['126', '']","['1,064', '']","['2,169', '']","['1,763', '']"
3175,r115,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,114,"['10,472', '']","['2,685', '']","['0', '']","['123', '']","['1,057', '']","['2,920', '']","['0', '']","['46', '']","['0', '']","['1,640', '']","['2,001', '']"
3175,r116,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,115,"['10,465', '']","['719', '']","['1,918', '']","['5,637', '']","['580', '']","['1,133', '']","['0', '']","['452', '']","['0', '']","['0', '']","['26', '']"
3175,r117,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,116,"['10,451', '']","['532', '']","['83', '']","['2,151', '']","['620', '']","['602', '']","['120', '']","['277', '']","['1,554', '']","['4,064', '']","['448', '']"
3175,r118,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,117,"['10,368', '']","['129', '']","['604', '']","['464', '']","['815', '']","['6,732', '']","['38', '']","['24', '']","['0', '']","['1,432', '']","['130', '']"
3175,r119,All institutions -> U. Vermont,All institutions,U. Vermont,2,118,"['10,286', '']","['1,404', '']","['383', '']","['1,779', '']","['366', '']","['1,217', '']","['1', '']","['127', '']","['4,121', '']","['888', '']","['0', '']"
3175,r120,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,119,"['10,137', '']","['903', '']","['201', '']","['1,961', '']","['0', '']","['1,699', '']","['229', '']","['0', '']","['3,345', '']","['1,303', '']","['496', '']"
3175,r121,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,120,"['10,121', '']","['394', '']","['391', '']","['912', '']","['425', '']","['3,734', '']","['0', '']","['0', '']","['0', '']","['4,236', '']","['29', '']"
3175,r122,"All institutions -> U. North Carolina, Charlotte",All institutions,"U. North Carolina, Charlotte",2,121,"['10,028', '']","['5,125', '']","['214', '']","['363', '']","['347', '']","['993', '']","['0', '']","['1,007', '']","['0', '']","['1,706', '']","['273', '']"
3175,r123,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,122,"['9,990', '']","['1,233', '']","['1,870', '']","['1,668', '']","['656', '']","['1,728', '']","['106', '']","['416', '']","['276', '']","['1,556', '']","['481', '']"
3175,r124,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,123,"['9,954', '']","['922', '']","['366', '']","['1,289', '']","['154', '']","['1,620', '']","['253', '']","['351', '']","['0', '']","['3,876', '']","['1,123', '']"
3175,r125,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,124,"['9,742', '']","['2,187', '']","['375', '']","['1,980', '']","['1', '']","['1,400', '']","['0', '']","['112', '']","['83', '']","['2,935', '']","['669', '']"
3175,r126,All institutions -> U. Iowa,All institutions,U. Iowa,2,125,"['9,713', '']","['1,195', '']","['362', '']","['1,261', '']","['335', '']","['2,629', '']","['256', '']","['150', '']","['31', '']","['2,504', '']","['990', '']"
3175,r127,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,126,"['9,361', '']","['542', '']","['335', '']","['1,919', '']","['335', '']","['2,336', '']","['48', '']","['83', '']","['200', '']","['3,175', '']","['388', '']"
3175,r128,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,127,"['9,306', '']","['54', '']","['265', '']","['1,171', '']","['608', '']","['2,773', '']","['117', '']","['172', '']","['0', '']","['3,002', '']","['1,144', '']"
3175,r129,All institutions -> Utah State U.,All institutions,Utah State U.,2,128,"['9,060', '']","['1,136', '']","['221', '']","['2,589', '']","['256', '']","['1,504', '']","['13', '']","['174', '']","['0', '']","['2,861', '']","['306', '']"
3175,r130,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,129,"['8,995', '']","['1,091', '']","['154', '']","['998', '']","['1,017', '']","['3,070', '']","['0', '']","['71', '']","['0', '']","['2,352', '']","['242', '']"
3175,r131,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,130,"['8,919', '']","['2,003', '']","['85', '']","['1,417', '']","['749', '']","['1,917', '']","['0', '']","['33', '']","['0', '']","['2,138', '']","['577', '']"
3175,r132,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,131,"['8,654', '']","['1,030', '']","['931', '']","['224', '']","['0', '']","['4,671', '']","['0', '']","['25', '']","['0', '']","['1,737', '']","['36', '']"
3175,r133,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,132,"['8,644', '']","['1,548', '']","['277', '']","['1,035', '']","['372', '']","['4,019', '']","['148', '']","['184', '']","['0', '']","['0', '']","['1,061', '']"
3175,r134,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,133,"['8,488', '']","['212', '']","['2,471', '']","['3,575', '']","['0', '']","['506', '']","['115', '']","['83', '']","['220', '']","['634', '']","['672', '']"
3175,r135,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,134,"['8,475', '']","['0', '']","['0', '']","['4,572', '']","['0', '']","['3,903', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3175,r136,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,135,"['8,145', '']","['569', '']","['3,742', '']","['1,523', '']","['169', '']","['939', '']","['29', '']","['298', '']","['0', '']","['439', '']","['437', '']"
3175,r137,All institutions -> Worcester Polytechnic Institute,All institutions,Worcester Polytechnic Institute,2,136,"['8,082', '']","['2,591', '']","['0', '']","['604', '']","['393', '']","['474', '']","['0', '']","['771', '']","['0', '']","['2,886', '']","['363', '']"
3175,r138,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,137,"['8,035', '']","['410', '']","['295', '']","['1,716', '']","['1,121', '']","['1,343', '']","['762', '']","['594', '']","['18', '']","['751', '']","['1,025', '']"
3175,r139,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,138,"['7,996', '']","['942', '']","['1,033', '']","['1,115', '']","['307', '']","['1,006', '']","['185', '']","['61', '']","['0', '']","['3,141', '']","['206', '']"
3175,r140,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,139,"['7,806', '']","['590', '']","['2,095', '']","['700', '']","['467', '']","['924', '']","['82', '']","['3', '']","['0', '']","['2,521', '']","['424', '']"
3175,r141,All institutions -> Boise State U.,All institutions,Boise State U.,2,140,"['7,731', '']","['703', '']","['1,899', '']","['1,201', '']","['220', '']","['393', '']","['0', '']","['5', '']","['229', '']","['1,982', '']","['1,099', '']"
3175,r142,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,141,"['7,715', '']","['3,197', '']","['403', '']","['774', '']","['135', '']","['944', '']","['40', '']","['319', '']","['0', '']","['1,836', '']","['67', '']"
3175,r143,All institutions -> North Carolina Agricultural and Technical State U.,All institutions,North Carolina Agricultural and Technical State U.,2,142,"['7,697', '']","['622', '']","['89', '']","['1,001', '']","['686', '']","['887', '']","['0', '']","['0', '']","['0', '']","['3,622', '']","['790', '']"
3175,r144,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,143,"['7,509', '']","['1,339', '']","['21', '']","['1,332', '']","['172', '']","['1,089', '']","['0', '']","['27', '']","['0', '']","['3,173', '']","['356', '']"
3175,r145,All institutions -> Cold Spring Harbor Laboratory,All institutions,Cold Spring Harbor Laboratory,2,144,"['7,506', '']","['0', '']","['0', '']","['7,506', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3175,r146,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,145,"['7,462', '']","['725', '']","['0', '']","['2,604', '']","['844', '']","['2,312', '']","['0', '']","['0', '']","['0', '']","['448', '']","['529', '']"
3175,r147,All institutions -> William & Mary,All institutions,William & Mary,2,146,"['7,382', '']","['1,322', '']","['2,749', '']","['644', '']","['337', '']","['1,926', '']","['33', '']","['71', '']","['0', '']","['0', '']","['300', '']"
3175,r148,All institutions -> U. Louisville,All institutions,U. Louisville,2,147,"['7,089', '']","['0', '']","['68', '']","['1,467', '']","['51', '']","['669', '']","['86', '']","['223', '']","['0', '']","['4,472', '']","['53', '']"
3175,r149,All institutions -> New Mexico Institute of Mining and Technology,All institutions,New Mexico Institute of Mining and Technology,2,148,"['7,003', '']","['656', '']","['5,404', '']","['45', '']","['0', '']","['684', '']","['0', '']","['0', '']","['0', '']","['188', '']","['26', '']"
3175,r150,"All institutions -> Brigham Young U., Provo",All institutions,"Brigham Young U., Provo",2,149,"['6,989', '']","['654', '']","['93', '']","['650', '']","['452', '']","['1,408', '']","['46', '']","['36', '']","['0', '']","['3,605', '']","['45', '']"
3175,r151,All institutions -> Jackson State U.,All institutions,Jackson State U.,2,150,"['6,957', '']","['267', '']","['0', '']","['137', '']","['22', '']","['5,859', '']","['0', '']","['106', '']","['0', '']","['463', '']","['103', '']"
3175,r152,"All institutions -> U. California, Merced",All institutions,"U. California, Merced",2,151,"['6,899', '']","['0', '']","['1,122', '']","['387', '']","['812', '']","['1,325', '']","['29', '']","['233', '']","['0', '']","['2,685', '']","['306', '']"
3175,r153,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,152,"['6,547', '']","['1,050', '']","['0', '']","['1,892', '']","['22', '']","['2,010', '']","['624', '']","['523', '']","['0', '']","['0', '']","['426', '']"
3175,r154,"All institutions -> U. Puerto Rico, Rio Piedras",All institutions,"U. Puerto Rico, Rio Piedras",2,153,"['6,450', '']","['462', '']","['1,364', '']","['1,430', '']","['0', '']","['2,039', '']","['0', '']","['40', '']","['1,062', '']","['37', '']","['16', '']"
3175,r155,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,154,"['6,388', '']","['475', '']","['1,883', '']","['312', '']","['123', '']","['212', '']","['11', '']","['386', '']","['66', '']","['2,847', '']","['73', '']"
3175,r156,All institutions -> Boston C.,All institutions,Boston C.,2,155,"['6,340', '']","['209', '']","['757', '']","['273', '']","['957', '']","['1,746', '']","['438', '']","['222', '']","['0', '']","['0', '']","['1,738', '']"
3175,r157,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,156,"['6,287', '']","['1,783', '']","['411', '']","['328', '']","['99', '']","['1,713', '']","['7', '']","['272', '']","['0', '']","['1,627', '']","['47', '']"
3175,r158,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,157,"['6,248', '']","['0', '']","['21', '']","['915', '']","['60', '']","['4,152', '']","['0', '']","['18', '']","['0', '']","['958', '']","['124', '']"
3175,r159,All institutions -> Illinois Institute of Technology,All institutions,Illinois Institute of Technology,2,158,"['6,230', '']","['2,177', '']","['91', '']","['71', '']","['210', '']","['870', '']","['0', '']","['102', '']","['36', '']","['2,673', '']","['0', '']"
3175,r160,All institutions -> Portland State U.,All institutions,Portland State U.,2,159,"['5,994', '']","['683', '']","['466', '']","['1,744', '']","['471', '']","['532', '']","['12', '']","['337', '']","['0', '']","['1,459', '']","['290', '']"
3175,r161,All institutions -> South Dakota State U.,All institutions,South Dakota State U.,2,160,"['5,973', '']","['0', '']","['0', '']","['5,145', '']","['41', '']","['73', '']","['0', '']","['168', '']","['0', '']","['546', '']","['0', '']"
3175,r162,All institutions -> Missouri U. of Science and Technology,All institutions,Missouri U. of Science and Technology,2,161,"['5,829', '']","['927', '']","['255', '']","['33', '']","['230', '']","['1,143', '']","['0', '']","['63', '']","['0', '']","['3,178', '']","['0', '']"
3175,r163,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,162,"['5,786', '']","['487', '']","['0', '']","['635', '']","['386', '']","['4,034', '']","['0', '']","['25', '']","['0', '']","['0', '']","['219', '']"
3175,r164,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,163,"['5,772', '']","['1,172', '']","['114', '']","['1,262', '']","['131', '']","['850', '']","['0', '']","['313', '']","['0', '']","['1,242', '']","['688', '']"
3175,r165,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,164,"['5,709', '']","['736', '']","['230', '']","['1,178', '']","['421', '']","['681', '']","['117', '']","['53', '']","['0', '']","['1,862', '']","['431', '']"
3175,r166,All institutions -> Tuskegee U.,All institutions,Tuskegee U.,2,165,"['5,604', '']","['380', '']","['0', '']","['31', '']","['1,118', '']","['146', '']","['0', '']","['0', '']","['180', '']","['3,749', '']","['0', '']"
3175,r167,All institutions -> Southern Methodist U.,All institutions,Southern Methodist U.,2,166,"['5,507', '']","['155', '']","['498', '']","['0', '']","['417', '']","['1,114', '']","['0', '']","['295', '']","['0', '']","['2,132', '']","['896', '']"
3175,r168,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,167,"['5,412', '']","['1,520', '']","['413', '']","['64', '']","['519', '']","['507', '']","['0', '']","['789', '']","['386', '']","['1,137', '']","['77', '']"
3175,r169,All institutions -> U. Colorado Denver and Anschutz Medical Campus,All institutions,U. Colorado Denver and Anschutz Medical Campus,2,168,"['5,324', '']","['24', '']","['127', '']","['1,984', '']","['478', '']","['805', '']","['51', '']","['34', '']","['33', '']","['762', '']","['1,026', '']"
3175,r170,"All institutions -> Rutgers, State U. New Jersey, Newark",All institutions,"Rutgers, State U. New Jersey, Newark",2,169,"['5,245', '']","['1,178', '']","['1,428', '']","['358', '']","['0', '']","['1,048', '']","['596', '']","['170', '']","['0', '']","['0', '']","['467', '']"
3175,r171,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,170,"['5,214', '']","['682', '']","['504', '']","['162', '']","['0', '']","['251', '']","['699', '']","['56', '']","['0', '']","['2,635', '']","['225', '']"
3175,r172,All institutions -> U. Akron,All institutions,U. Akron,2,171,"['5,203', '']","['0', '']","['158', '']","['161', '']","['96', '']","['2,032', '']","['13', '']","['52', '']","['0', '']","['2,522', '']","['169', '']"
3175,r173,All institutions -> Stevens Institute of Technology,All institutions,Stevens Institute of Technology,2,172,"['5,166', '']","['1,456', '']","['0', '']","['33', '']","['0', '']","['296', '']","['0', '']","['0', '']","['238', '']","['2,893', '']","['250', '']"
3175,r174,All institutions -> U. of the Virgin Islands,All institutions,U. of the Virgin Islands,2,173,"['5,108', '']","['0', '']","['0', '']","['5,108', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3175,r175,"All institutions -> U. Puerto Rico, Mayaguez",All institutions,"U. Puerto Rico, Mayaguez",2,174,"['4,815', '']","['0', '']","['89', '']","['311', '']","['88', '']","['348', '']","['0', '']","['6', '']","['0', '']","['3,973', '']","['0', '']"
3175,r176,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,175,"['4,714', '']","['48', '']","['786', '']","['525', '']","['36', '']","['3,289', '']","['0', '']","['10', '']","['0', '']","['20', '']","['0', '']"
3175,r177,All institutions -> Howard U.,All institutions,Howard U.,2,176,"['4,682', '']","['533', '']","['0', '']","['674', '']","['0', '']","['278', '']","['331', '']","['109', '']","['0', '']","['2,757', '']","['0', '']"
3175,r178,"All institutions -> California State U., Northridge",All institutions,"California State U., Northridge",2,177,"['4,629', '']","['91', '']","['1,099', '']","['1,073', '']","['669', '']","['1,434', '']","['68', '']","['61', '']","['0', '']","['134', '']","['0', '']"
3175,r179,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,178,"['4,369', '']","['13', '']","['757', '']","['1,135', '']","['0', '']","['762', '']","['0', '']","['135', '']","['526', '']","['595', '']","['446', '']"
3175,r180,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,179,"['4,296', '']","['483', '']","['1,039', '']","['300', '']","['40', '']","['989', '']","['114', '']","['871', '']","['45', '']","['296', '']","['119', '']"
3175,r181,"All institutions -> U. Minnesota, Duluth",All institutions,"U. Minnesota, Duluth",2,180,"['4,292', '']","['111', '']","['1,913', '']","['1,636', '']","['102', '']","['432', '']","['0', '']","['0', '']","['0', '']","['37', '']","['61', '']"
3175,r182,All institutions -> St. Edward's U.,All institutions,St. Edward's U.,2,181,"['4,250', '']","['350', '']","['350', '']","['1,750', '']","['450', '']","['300', '']","['0', '']","['150', '']","['100', '']","['0', '']","['800', '']"
3175,r183,All institutions -> U. Toledo,All institutions,U. Toledo,2,182,"['4,207', '']","['0', '']","['440', '']","['205', '']","['25', '']","['778', '']","['0', '']","['0', '']","['0', '']","['2,463', '']","['296', '']"
3175,r184,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,183,"['4,191', '']","['521', '']","['241', '']","['1,085', '']","['14', '']","['246', '']","['25', '']","['3', '']","['0', '']","['1,640', '']","['416', '']"
3175,r185,All institutions -> U. Maryland Center for Environmental Science,All institutions,U. Maryland Center for Environmental Science,2,184,"['4,088', '']","['0', '']","['1,659', '']","['1,665', '']","['0', '']","['55', '']","['0', '']","['0', '']","['0', '']","['0', '']","['709', '']"
3175,r186,All institutions -> U. South Alabama,All institutions,U. South Alabama,2,185,"['4,082', '']","['1,344', '']","['948', '']","['331', '']","['6', '']","['145', '']","['0', '']","['65', '']","['0', '']","['679', '']","['564', '']"
3175,r187,All institutions -> San Francisco State U.,All institutions,San Francisco State U.,2,186,"['4,051', '']","['50', '']","['753', '']","['1,827', '']","['309', '']","['778', '']","['0', '']","['42', '']","['162', '']","['130', '']","['0', '']"
3175,r188,All institutions -> U. South Dakota,All institutions,U. South Dakota,2,187,"['4,029', '']","['82', '']","['0', '']","['887', '']","['0', '']","['1,847', '']","['0', '']","['0', '']","['0', '']","['1,213', '']","['0', '']"
3175,r189,All institutions -> South Dakota School of Mines and Technology,All institutions,South Dakota School of Mines and Technology,2,188,"['3,815', '']","['0', '']","['0', '']","['0', '']","['23', '']","['329', '']","['0', '']","['0', '']","['0', '']","['3,463', '']","['0', '']"
3175,r190,"All institutions -> California Polytechnic State U., San Luis Obispo",All institutions,"California Polytechnic State U., San Luis Obispo",2,189,"['3,633', '']","['247', '']","['357', '']","['536', '']","['1,111', '']","['877', '']","['3', '']","['36', '']","['0', '']","['410', '']","['56', '']"
3175,r191,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,190,"['3,613', '']","['893', '']","['102', '']","['509', '']","['152', '']","['523', '']","['80', '']","['0', '']","['0', '']","['1,105', '']","['249', '']"
3175,r192,All institutions -> Scripps Research Institute,All institutions,Scripps Research Institute,2,191,"['3,568', '']","['0', '']","['0', '']","['3,568', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3175,r193,All institutions -> Louisiana Tech U.,All institutions,Louisiana Tech U.,2,192,"['3,494', '']","['0', '']","['0', '']","['43', '']","['146', '']","['347', '']","['73', '']","['0', '']","['0', '']","['2,885', '']","['0', '']"
3175,r194,All institutions -> Tulane U.,All institutions,Tulane U.,2,193,"['3,396', '']","['366', '']","['953', '']","['206', '']","['227', '']","['0', '']","['0', '']","['6', '']","['0', '']","['1,623', '']","['15', '']"
3175,r195,All institutions -> Miami U.,All institutions,Miami U.,2,194,"['3,385', '']","['301', '']","['239', '']","['1,966', '']","['41', '']","['93', '']","['129', '']","['0', '']","['0', '']","['29', '']","['587', '']"
3175,r196,All institutions -> East Carolina U.,All institutions,East Carolina U.,2,195,"['3,360', '']","['268', '']","['357', '']","['718', '']","['0', '']","['488', '']","['66', '']","['300', '']","['0', '']","['270', '']","['893', '']"
3175,r197,All institutions -> Marquette U.,All institutions,Marquette U.,2,196,"['3,355', '']","['0', '']","['0', '']","['1,221', '']","['1,112', '']","['408', '']","['0', '']","['0', '']","['0', '']","['614', '']","['0', '']"
3175,r198,"All institutions -> California State U., San Bernardino",All institutions,"California State U., San Bernardino",2,197,"['3,316', '']","['130', '']","['67', '']","['113', '']","['330', '']","['1,135', '']","['223', '']","['0', '']","['779', '']","['0', '']","['539', '']"
3175,r199,All institutions -> Hampton U.,All institutions,Hampton U.,2,198,"['3,258', '']","['448', '']","['976', '']","['194', '']","['0', '']","['885', '']","['25', '']","['0', '']","['0', '']","['520', '']","['210', '']"
3175,r200,All institutions -> U. Texas Rio Grande Valley,All institutions,U. Texas Rio Grande Valley,2,199,"['3,249', '']","['146', '']","['342', '']","['132', '']","['151', '']","['1,233', '']","['0', '']","['175', '']","['0', '']","['799', '']","['271', '']"
3175,r201,All institutions -> Clarkson U.,All institutions,Clarkson U.,2,200,"['3,235', '']","['362', '']","['0', '']","['56', '']","['269', '']","['586', '']","['0', '']","['28', '']","['0', '']","['1,830', '']","['104', '']"
3175,r202,All institutions -> Western Michigan U. and Homer Stryker M.D. School of Medicine,All institutions,Western Michigan U. and Homer Stryker M.D. School of Medicine,2,201,"['3,216', '']","['47', '']","['44', '']","['240', '']","['1', '']","['507', '']","['0', '']","['263', '']","['0', '']","['320', '']","['1,794', '']"
3175,r203,All institutions -> U. Memphis,All institutions,U. Memphis,2,202,"['3,195', '']","['1,445', '']","['191', '']","['247', '']","['298', '']","['494', '']","['0', '']","['0', '']","['0', '']","['447', '']","['73', '']"
3175,r204,All institutions -> Saint Louis U.,All institutions,Saint Louis U.,2,203,"['3,140', '']","['412', '']","['169', '']","['1,500', '']","['31', '']","['386', '']","['0', '']","['137', '']","['0', '']","['492', '']","['13', '']"
3175,r205,All institutions -> Kent State U.,All institutions,Kent State U.,2,204,"['3,130', '']","['283', '']","['153', '']","['232', '']","['254', '']","['1,333', '']","['98', '']","['154', '']","['0', '']","['531', '']","['92', '']"
3175,r206,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,205,"['2,913', '']","['6', '']","['373', '']","['1,236', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,249', '']","['49', '']"
3175,r207,All institutions -> Idaho State U.,All institutions,Idaho State U.,2,206,"['2,896', '']","['707', '']","['237', '']","['784', '']","['0', '']","['508', '']","['283', '']","['26', '']","['0', '']","['329', '']","['22', '']"
3175,r208,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,207,"['2,884', '']","['1,109', '']","['485', '']","['352', '']","['43', '']","['124', '']","['0', '']","['0', '']","['0', '']","['222', '']","['549', '']"
3175,r209,All institutions -> Tennessee Technological U.,All institutions,Tennessee Technological U.,2,208,"['2,869', '']","['1,231', '']","['0', '']","['0', '']","['0', '']","['702', '']","['0', '']","['0', '']","['0', '']","['936', '']","['0', '']"
3175,r210,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,209,"['2,865', '']","['23', '']","['0', '']","['1,333', '']","['139', '']","['1,067', '']","['0', '']","['38', '']","['0', '']","['148', '']","['117', '']"
3175,r211,All institutions -> Illinois State U.,All institutions,Illinois State U.,2,210,"['2,859', '']","['17', '']","['252', '']","['1,181', '']","['143', '']","['521', '']","['0', '']","['41', '']","['0', '']","['0', '']","['704', '']"
3175,r212,"All institutions -> U. Massachusetts, Dartmouth",All institutions,"U. Massachusetts, Dartmouth",2,211,"['2,807', '']","['54', '']","['619', '']","['561', '']","['95', '']","['24', '']","['0', '']","['115', '']","['0', '']","['992', '']","['347', '']"
3175,r213,All institutions -> Montclair State U.,All institutions,Montclair State U.,2,212,"['2,788', '']","['235', '']","['536', '']","['159', '']","['425', '']","['90', '']","['181', '']","['140', '']","['0', '']","['0', '']","['1,022', '']"
3175,r214,All institutions -> Fisk U.,All institutions,Fisk U.,2,213,"['2,784', '']","['0', '']","['0', '']","['2,784', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3175,r215,"All institutions -> CUNY, Lehman C.",All institutions,"CUNY, Lehman C.",2,214,"['2,777', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,495', '']","['0', '']","['686', '']","['0', '']","['0', '']","['596', '']"
3175,r216,All institutions -> U. Denver,All institutions,U. Denver,2,215,"['2,707', '']","['111', '']","['118', '']","['204', '']","['92', '']","['990', '']","['65', '']","['294', '']","['0', '']","['751', '']","['82', '']"
3175,r217,"All institutions -> U. Alaska, Anchorage",All institutions,"U. Alaska, Anchorage",2,216,"['2,696', '']","['39', '']","['359', '']","['1,334', '']","['0', '']","['0', '']","['0', '']","['195', '']","['552', '']","['158', '']","['59', '']"
3175,r218,All institutions -> Ohio U.,All institutions,Ohio U.,2,217,"['2,685', '']","['70', '']","['112', '']","['708', '']","['67', '']","['686', '']","['100', '']","['12', '']","['0', '']","['822', '']","['108', '']"
3175,r219,All institutions -> Texas State U.,All institutions,Texas State U.,2,218,"['2,673', '']","['599', '']","['166', '']","['257', '']","['680', '']","['198', '']","['0', '']","['192', '']","['0', '']","['142', '']","['439', '']"
3175,r220,"All institutions -> CUNY, Hunter C.",All institutions,"CUNY, Hunter C.",2,219,"['2,627', '']","['70', '']","['88', '']","['82', '']","['43', '']","['670', '']","['38', '']","['166', '']","['0', '']","['0', '']","['1,470', '']"
3175,r221,All institutions -> Western Washington U.,All institutions,Western Washington U.,2,220,"['2,596', '']","['0', '']","['664', '']","['114', '']","['222', '']","['483', '']","['32', '']","['143', '']","['578', '']","['292', '']","['68', '']"
3175,r222,All institutions -> Villanova U.,All institutions,Villanova U.,2,221,"['2,585', '']","['73', '']","['329', '']","['338', '']","['127', '']","['454', '']","['178', '']","['0', '']","['0', '']","['957', '']","['129', '']"
3175,r223,"All institutions -> U. Nebraska, Omaha",All institutions,"U. Nebraska, Omaha",2,222,"['2,565', '']","['1,439', '']","['0', '']","['20', '']","['137', '']","['0', '']","['0', '']","['57', '']","['0', '']","['91', '']","['821', '']"
3175,r224,All institutions -> Bowling Green State U.,All institutions,Bowling Green State U.,2,223,"['2,512', '']","['110', '']","['129', '']","['50', '']","['123', '']","['470', '']","['0', '']","['69', '']","['0', '']","['0', '']","['1,561', '']"
3175,r225,All institutions -> Northern Illinois U.,All institutions,Northern Illinois U.,2,224,"['2,500', '']","['35', '']","['309', '']","['155', '']","['52', '']","['1,272', '']","['20', '']","['61', '']","['0', '']","['123', '']","['473', '']"
3175,r226,All institutions -> Rockefeller U.,All institutions,Rockefeller U.,2,225,"['2,493', '']","['0', '']","['0', '']","['2,106', '']","['277', '']","['110', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
