table_id,row_id,time_period,_b_all_science_engineering_and_health_graduate_students_b_level_1,_b_all_science_engineering_and_health_graduate_students_b_level_2,_b_all_science_engineering_and_health_graduate_students_b_level_3,_b_all_science_engineering_and_health_graduate_students_b_hierarchy_depth,value
10663,r442,1997,"All science, engineering, and health graduate students",Full time,Number,3,327289
10663,r443,1997,"All science, engineering, and health graduate students",Full time,Percent,3,67.2
10663,r444,1997,"All science, engineering, and health graduate students",Part time,Number,3,159919
10663,r445,1997,"All science, engineering, and health graduate students",Part time,Percent,3,32.8
10663,r446,1997,All science graduate students,Total,,2,306482
10663,r447,1997,All science graduate students,Full time,Number,3,214981
10663,r448,1997,All science graduate students,Full time,Percent,3,70.1
10663,r449,1997,All science graduate students,Part time,Number,3,91501
10663,r450,1997,All science graduate students,Part time,Percent,3,29.9
10663,r451,1997,All engineering graduate students,Total,,2,101148
10663,r452,1997,All engineering graduate students,Full time,Number,3,65688
10663,r453,1997,All engineering graduate students,Full time,Percent,3,64.9
10663,r454,1997,All engineering graduate students,Part time,Number,3,35460
10663,r455,1997,All engineering graduate students,Part time,Percent,3,35.1
10663,r456,1997,All health graduate students,Total,,2,79578
10663,r457,1997,All health graduate students,Full time,Number,3,46620
10663,r458,1997,All health graduate students,Full time,Percent,3,58.6
10663,r459,1997,All health graduate students,Part time,Number,3,32958
10663,r460,1997,All health graduate students,Part time,Percent,3,41.4
10663,r461,1998,"All science, engineering, and health graduate students",Total,,2,485627
10663,r462,1998,"All science, engineering, and health graduate students",Full time,Number,3,327389
10663,r463,1998,"All science, engineering, and health graduate students",Full time,Percent,3,67.4
10663,r464,1998,"All science, engineering, and health graduate students",Part time,Number,3,158238
10663,r465,1998,"All science, engineering, and health graduate students",Part time,Percent,3,32.6
10663,r466,1998,All science graduate students,Total,,2,304818
10663,r467,1998,All science graduate students,Full time,Number,3,213508
10663,r468,1998,All science graduate students,Full time,Percent,3,70.0
10663,r469,1998,All science graduate students,Part time,Number,3,91310
10663,r470,1998,All science graduate students,Part time,Percent,3,30.0
10663,r471,1998,All engineering graduate students,Total,,2,100038
10663,r472,1998,All engineering graduate students,Full time,Number,3,65435
10663,r473,1998,All engineering graduate students,Full time,Percent,3,65.4
10663,r474,1998,All engineering graduate students,Part time,Number,3,34603
10663,r475,1998,All engineering graduate students,Part time,Percent,3,34.6
10663,r476,1998,All health graduate students,Total,,2,80771
10663,r477,1998,All health graduate students,Full time,Number,3,48446
10663,r478,1998,All health graduate students,Full time,Percent,3,60.0
10663,r479,1998,All health graduate students,Part time,Number,3,32325
10663,r480,1998,All health graduate students,Part time,Percent,3,40.0
10663,r481,1999,"All science, engineering, and health graduate students",Total,,2,493256
10663,r482,1999,"All science, engineering, and health graduate students",Full time,Number,3,334423
10663,r483,1999,"All science, engineering, and health graduate students",Full time,Percent,3,67.8
10663,r484,1999,"All science, engineering, and health graduate students",Part time,Number,3,158833
10663,r485,1999,"All science, engineering, and health graduate students",Part time,Percent,3,32.2
10663,r486,1999,All science graduate students,Total,,2,309491
10663,r487,1999,All science graduate students,Full time,Number,3,215870
10663,r488,1999,All science graduate students,Full time,Percent,3,69.8
10663,r489,1999,All science graduate students,Part time,Number,3,93621
10663,r490,1999,All science graduate students,Part time,Percent,3,30.2
10663,r491,1999,All engineering graduate students,Total,,2,101691
10663,r492,1999,All engineering graduate students,Full time,Number,3,68023
10663,r493,1999,All engineering graduate students,Full time,Percent,3,66.9
10663,r494,1999,All engineering graduate students,Part time,Number,3,33668
10663,r495,1999,All engineering graduate students,Part time,Percent,3,33.1
10663,r496,1999,All health graduate students,Total,,2,82074
10663,r497,1999,All health graduate students,Full time,Number,3,50530
10663,r498,1999,All health graduate students,Full time,Percent,3,61.6
10663,r499,1999,All health graduate students,Part time,Number,3,31544
10663,r500,1999,All health graduate students,Part time,Percent,3,38.4
10663,r501,2000,"All science, engineering, and health graduate students",Total,,2,493311
10663,r502,2000,"All science, engineering, and health graduate students",Full time,Number,3,341283
10663,r503,2000,"All science, engineering, and health graduate students",Full time,Percent,3,69.2
10663,r504,2000,"All science, engineering, and health graduate students",Part time,Number,3,152028
10663,r505,2000,"All science, engineering, and health graduate students",Part time,Percent,3,30.8
10663,r506,2000,All science graduate students,Total,,2,309424
10663,r507,2000,All science graduate students,Full time,Number,3,219079
10663,r508,2000,All science graduate students,Full time,Percent,3,70.8
10663,r509,2000,All science graduate students,Part time,Number,3,90345
10663,r510,2000,All science graduate students,Part time,Percent,3,29.2
10663,r511,2000,All engineering graduate students,Total,,2,104112
10663,r512,2000,All engineering graduate students,Full time,Number,3,72276
10663,r513,2000,All engineering graduate students,Full time,Percent,3,69.4
10663,r514,2000,All engineering graduate students,Part time,Number,3,31836
10663,r515,2000,All engineering graduate students,Part time,Percent,3,30.6
10663,r516,2000,All health graduate students,Total,,2,79775
10663,r517,2000,All health graduate students,Full time,Number,3,49928
10663,r518,2000,All health graduate students,Full time,Percent,3,62.6
10663,r519,2000,All health graduate students,Part time,Number,3,29847
10663,r520,2000,All health graduate students,Part time,Percent,3,37.4
10663,r521,2001,"All science, engineering, and health graduate students",Total,,2,509607
10663,r522,2001,"All science, engineering, and health graduate students",Full time,Number,3,354522
10663,r523,2001,"All science, engineering, and health graduate students",Full time,Percent,3,69.6
10663,r524,2001,"All science, engineering, and health graduate students",Part time,Number,3,155085
10663,r525,2001,"All science, engineering, and health graduate students",Part time,Percent,3,30.4
10663,r526,2001,All science graduate students,Total,,2,319736
10663,r527,2001,All science graduate students,Full time,Number,3,226573
10663,r528,2001,All science graduate students,Full time,Percent,3,70.9
10663,r529,2001,All science graduate students,Part time,Number,3,93163
10663,r530,2001,All science graduate students,Part time,Percent,3,29.1
10663,r531,2001,All engineering graduate students,Total,,2,109493
10663,r532,2001,All engineering graduate students,Full time,Number,3,77448
10663,r533,2001,All engineering graduate students,Full time,Percent,3,70.7
10663,r534,2001,All engineering graduate students,Part time,Number,3,32045
10663,r535,2001,All engineering graduate students,Part time,Percent,3,29.3
10663,r536,2001,All health graduate students,Total,,2,80378
10663,r537,2001,All health graduate students,Full time,Number,3,50501
10663,r538,2001,All health graduate students,Full time,Percent,3,62.8
10663,r539,2001,All health graduate students,Part time,Number,3,29877
10663,r540,2001,All health graduate students,Part time,Percent,3,37.2
10663,r541,2002,"All science, engineering, and health graduate students",Total,,2,540404
10663,r542,2002,"All science, engineering, and health graduate students",Full time,Number,3,378991
10663,r543,2002,"All science, engineering, and health graduate students",Full time,Percent,3,70.1
10663,r544,2002,"All science, engineering, and health graduate students",Part time,Number,3,161413
10663,r545,2002,"All science, engineering, and health graduate students",Part time,Percent,3,29.9
10663,r546,2002,All science graduate students,Total,,2,335166
10663,r547,2002,All science graduate students,Full time,Number,3,240020
10663,r548,2002,All science graduate students,Full time,Percent,3,71.6
10663,r549,2002,All science graduate students,Part time,Number,3,95146
10663,r550,2002,All science graduate students,Part time,Percent,3,28.4
10663,r551,2002,All engineering graduate students,Total,,2,119668
10663,r552,2002,All engineering graduate students,Full time,Number,3,85452
10663,r553,2002,All engineering graduate students,Full time,Percent,3,71.4
10663,r554,2002,All engineering graduate students,Part time,Number,3,34216
10663,r555,2002,All engineering graduate students,Part time,Percent,3,28.6
10663,r556,2002,All health graduate students,Total,,2,85570
10663,r557,2002,All health graduate students,Full time,Number,3,53519
10663,r558,2002,All health graduate students,Full time,Percent,3,62.5
10663,r559,2002,All health graduate students,Part time,Number,3,32051
10663,r560,2002,All health graduate students,Part time,Percent,3,37.5
10663,r561,2003,"All science, engineering, and health graduate students",Total,,2,567121
10663,r562,2003,"All science, engineering, and health graduate students",Full time,Number,3,397420
10663,r563,2003,"All science, engineering, and health graduate students",Full time,Percent,3,70.1
10663,r564,2003,"All science, engineering, and health graduate students",Part time,Number,3,169701
10663,r565,2003,"All science, engineering, and health graduate students",Part time,Percent,3,29.9
10663,r566,2003,All science graduate students,Total,,2,347268
10663,r567,2003,All science graduate students,Full time,Number,3,248812
10663,r568,2003,All science graduate students,Full time,Percent,3,71.6
10663,r569,2003,All science graduate students,Part time,Number,3,98456
10663,r570,2003,All science graduate students,Part time,Percent,3,28.4
10663,r571,2003,All engineering graduate students,Total,,2,127377
10663,r572,2003,All engineering graduate students,Full time,Number,3,90216
10663,r573,2003,All engineering graduate students,Full time,Percent,3,70.8
10663,r574,2003,All engineering graduate students,Part time,Number,3,37161
10663,r575,2003,All engineering graduate students,Part time,Percent,3,29.2
10663,r576,2003,All health graduate students,Total,,2,92476
10663,r577,2003,All health graduate students,Full time,Number,3,58392
10663,r578,2003,All health graduate students,Full time,Percent,3,63.1
10663,r579,2003,All health graduate students,Part time,Number,3,34084
10663,r580,2003,All health graduate students,Part time,Percent,3,36.9
10663,r581,2004,"All science, engineering, and health graduate students",Total,,2,574463
10663,r582,2004,"All science, engineering, and health graduate students",Full time,Number,3,402573
10663,r583,2004,"All science, engineering, and health graduate students",Full time,Percent,3,70.1
10663,r584,2004,"All science, engineering, and health graduate students",Part time,Number,3,171890
10663,r585,2004,"All science, engineering, and health graduate students",Part time,Percent,3,29.9
10663,r586,2004,All science graduate students,Total,,2,352307
10663,r587,2004,All science graduate students,Full time,Number,3,253574
10663,r588,2004,All science graduate students,Full time,Percent,3,72.0
10663,r589,2004,All science graduate students,Part time,Number,3,98733
10663,r590,2004,All science graduate students,Part time,Percent,3,28.0
10663,r591,2004,All engineering graduate students,Total,,2,123566
10663,r592,2004,All engineering graduate students,Full time,Number,3,86955
10663,r593,2004,All engineering graduate students,Full time,Percent,3,70.4
10663,r594,2004,All engineering graduate students,Part time,Number,3,36611
10663,r595,2004,All engineering graduate students,Part time,Percent,3,29.6
10663,r596,2004,All health graduate students,Total,,2,98590
10663,r597,2004,All health graduate students,Full time,Number,3,62044
10663,r598,2004,All health graduate students,Full time,Percent,3,62.9
10663,r599,2004,All health graduate students,Part time,Number,3,36546
10663,r600,2004,All health graduate students,Part time,Percent,3,37.1
10663,r601,2005,"All science, engineering, and health graduate students",Total,,2,582226
10663,r602,2005,"All science, engineering, and health graduate students",Full time,Number,3,406620
10663,r603,2005,"All science, engineering, and health graduate students",Full time,Percent,3,69.8
10663,r604,2005,"All science, engineering, and health graduate students",Part time,Number,3,175606
10663,r605,2005,"All science, engineering, and health graduate students",Part time,Percent,3,30.2
10663,r606,2005,All science graduate students,Total,,2,357710
10663,r607,2005,All science graduate students,Full time,Number,3,257283
10663,r608,2005,All science graduate students,Full time,Percent,3,71.9
10663,r609,2005,All science graduate students,Part time,Number,3,100427
10663,r610,2005,All science graduate students,Part time,Percent,3,28.1
10663,r611,2005,All engineering graduate students,Total,,2,120565
10663,r612,2005,All engineering graduate students,Full time,Number,3,84459
10663,r613,2005,All engineering graduate students,Full time,Percent,3,70.1
10663,r614,2005,All engineering graduate students,Part time,Number,3,36106
10663,r615,2005,All engineering graduate students,Part time,Percent,3,29.9
10663,r616,2005,All health graduate students,Total,,2,103951
10663,r617,2005,All health graduate students,Full time,Number,3,64878
10663,r618,2005,All health graduate students,Full time,Percent,3,62.4
10663,r619,2005,All health graduate students,Part time,Number,3,39073
10663,r620,2005,All health graduate students,Part time,Percent,3,37.6
10663,r621,2006,"All science, engineering, and health graduate students",Total,,2,597643
10663,r622,2006,"All science, engineering, and health graduate students",Full time,Number,3,419015
10663,r623,2006,"All science, engineering, and health graduate students",Full time,Percent,3,70.1
10663,r624,2006,"All science, engineering, and health graduate students",Part time,Number,3,178628
10663,r625,2006,"All science, engineering, and health graduate students",Part time,Percent,3,29.9
10663,r626,2006,All science graduate students,Total,,2,363246
10663,r627,2006,All science graduate students,Full time,Number,3,261984
10663,r628,2006,All science graduate students,Full time,Percent,3,72.1
10663,r629,2006,All science graduate students,Part time,Number,3,101262
10663,r630,2006,All science graduate students,Part time,Percent,3,27.9
10663,r631,2006,All engineering graduate students,Total,,2,123041
10663,r632,2006,All engineering graduate students,Full time,Number,3,87818
10663,r633,2006,All engineering graduate students,Full time,Percent,3,71.4
10663,r634,2006,All engineering graduate students,Part time,Number,3,35223
10663,r635,2006,All engineering graduate students,Part time,Percent,3,28.6
10663,r636,2006,All health graduate students,Total,,2,111356
10663,r637,2006,All health graduate students,Full time,Number,3,69213
10663,r638,2006,All health graduate students,Full time,Percent,3,62.2
10663,r639,2006,All health graduate students,Part time,Number,3,42143
10663,r640,2006,All health graduate students,Part time,Percent,3,37.8
10663,r641,2007old<sup>b</sup>,"All science, engineering, and health graduate students",Total,,2,607823
10663,r642,2007old<sup>b</sup>,"All science, engineering, and health graduate students",Full time,Number,3,430860
10663,r643,2007old<sup>b</sup>,"All science, engineering, and health graduate students",Full time,Percent,3,70.9
10663,r644,2007old<sup>b</sup>,"All science, engineering, and health graduate students",Part time,Number,3,176963
10663,r645,2007old<sup>b</sup>,"All science, engineering, and health graduate students",Part time,Percent,3,29.1
10663,r646,2007old<sup>b</sup>,All science graduate students,Total,,2,372120
10663,r647,2007old<sup>b</sup>,All science graduate students,Full time,Number,3,269821
10663,r648,2007old<sup>b</sup>,All science graduate students,Full time,Percent,3,72.5
10663,r649,2007old<sup>b</sup>,All science graduate students,Part time,Number,3,102299
10663,r650,2007old<sup>b</sup>,All science graduate students,Part time,Percent,3,27.5
10663,r651,2007old<sup>b</sup>,All engineering graduate students,Total,,2,130255
10663,r652,2007old<sup>b</sup>,All engineering graduate students,Full time,Number,3,93155
10663,r653,2007old<sup>b</sup>,All engineering graduate students,Full time,Percent,3,71.5
10663,r654,2007old<sup>b</sup>,All engineering graduate students,Part time,Number,3,37100
10663,r655,2007old<sup>b</sup>,All engineering graduate students,Part time,Percent,3,28.5
10663,r656,2007old<sup>b</sup>,All health graduate students,Total,,2,105448
10663,r657,2007old<sup>b</sup>,All health graduate students,Full time,Number,3,67884
10663,r658,2007old<sup>b</sup>,All health graduate students,Full time,Percent,3,64.4
10663,r659,2007old<sup>b</sup>,All health graduate students,Part time,Number,3,37564
10663,r660,2007old<sup>b</sup>,All health graduate students,Part time,Percent,3,35.6
10663,r661,2007new<sup>b</sup>,"All science, engineering, and health graduate students",Total,,2,619499
10663,r662,2007new<sup>b</sup>,"All science, engineering, and health graduate students",Full time,Number,3,437365
10663,r663,2007new<sup>b</sup>,"All science, engineering, and health graduate students",Full time,Percent,3,70.6
10663,r664,2007new<sup>b</sup>,"All science, engineering, and health graduate students",Part time,Number,3,182134
10663,r665,2007new<sup>b</sup>,"All science, engineering, and health graduate students",Part time,Percent,3,29.4
10663,r666,2007new<sup>b</sup>,All science graduate students,Total,,2,384523
10663,r667,2007new<sup>b</sup>,All science graduate students,Full time,Number,3,277229
10663,r668,2007new<sup>b</sup>,All science graduate students,Full time,Percent,3,72.1
10663,r669,2007new<sup>b</sup>,All science graduate students,Part time,Number,3,107294
10663,r670,2007new<sup>b</sup>,All science graduate students,Part time,Percent,3,27.9
10663,r671,2007new<sup>b</sup>,All engineering graduate students,Total,,2,131676
10663,r672,2007new<sup>b</sup>,All engineering graduate students,Full time,Number,3,94313
10663,r673,2007new<sup>b</sup>,All engineering graduate students,Full time,Percent,3,71.6
10663,r674,2007new<sup>b</sup>,All engineering graduate students,Part time,Number,3,37363
10663,r675,2007new<sup>b</sup>,All engineering graduate students,Part time,Percent,3,28.4
10663,r676,2007new<sup>b</sup>,All health graduate students,Total,,2,103300
10663,r677,2007new<sup>b</sup>,All health graduate students,Full time,Number,3,65823
10663,r678,2007new<sup>b</sup>,All health graduate students,Full time,Percent,3,63.7
10663,r679,2007new<sup>b</sup>,All health graduate students,Part time,Number,3,37477
10663,r680,2007new<sup>b</sup>,All health graduate students,Part time,Percent,3,36.3
10663,r681,2008,"All science, engineering, and health graduate students",Total,,2,631489
10663,r682,2008,"All science, engineering, and health graduate students",Full time,Number,3,449613
10663,r683,2008,"All science, engineering, and health graduate students",Full time,Percent,3,71.2
10663,r684,2008,"All science, engineering, and health graduate students",Part time,Number,3,181876
10663,r685,2008,"All science, engineering, and health graduate students",Part time,Percent,3,28.8
10663,r686,2008,All science graduate students,Total,,2,391419
10663,r687,2008,All science graduate students,Full time,Number,3,285305
10663,r688,2008,All science graduate students,Full time,Percent,3,72.9
10663,r689,2008,All science graduate students,Part time,Number,3,106114
10663,r690,2008,All science graduate students,Part time,Percent,3,27.1
10663,r691,2008,All engineering graduate students,Total,,2,137856
10663,r692,2008,All engineering graduate students,Full time,Number,3,98255
10663,r693,2008,All engineering graduate students,Full time,Percent,3,71.3
10663,r694,2008,All engineering graduate students,Part time,Number,3,39601
10663,r695,2008,All engineering graduate students,Part time,Percent,3,28.7
10663,r696,2008,All health graduate students,Total,,2,102214
10663,r697,2008,All health graduate students,Full time,Number,3,66053
10663,r698,2008,All health graduate students,Full time,Percent,3,64.6
10663,r699,2008,All health graduate students,Part time,Number,3,36161
10663,r700,2008,All health graduate students,Part time,Percent,3,35.4
10663,r701,2009,"All science, engineering, and health graduate students",Total,,2,631645
10663,r702,2009,"All science, engineering, and health graduate students",Full time,Number,3,456115
10663,r703,2009,"All science, engineering, and health graduate students",Full time,Percent,3,72.2
10663,r704,2009,"All science, engineering, and health graduate students",Part time,Number,3,175530
10663,r705,2009,"All science, engineering, and health graduate students",Part time,Percent,3,27.8
10663,r706,2009,All science graduate students,Total,,2,401008
10663,r707,2009,All science graduate students,Full time,Number,3,293561
10663,r708,2009,All science graduate students,Full time,Percent,3,73.2
10663,r709,2009,All science graduate students,Part time,Number,3,107447
10663,r710,2009,All science graduate students,Part time,Percent,3,26.8
10663,r711,2009,All engineering graduate students,Total,,2,144677
10663,r712,2009,All engineering graduate students,Full time,Number,3,104937
10663,r713,2009,All engineering graduate students,Full time,Percent,3,72.5
10663,r714,2009,All engineering graduate students,Part time,Number,3,39740
10663,r715,2009,All engineering graduate students,Part time,Percent,3,27.5
10663,r716,2009,All health graduate students,Total,,2,85960
10663,r717,2009,All health graduate students,Full time,Number,3,57617
10663,r718,2009,All health graduate students,Full time,Percent,3,67.0
10663,r719,2009,All health graduate students,Part time,Number,3,28343
10663,r720,2009,All health graduate students,Part time,Percent,3,33.0
10663,r721,2010,"All science, engineering, and health graduate students",Total,,2,632652
10663,r722,2010,"All science, engineering, and health graduate students",Full time,Number,3,461185
10663,r723,2010,"All science, engineering, and health graduate students",Full time,Percent,3,72.9
10663,r724,2010,"All science, engineering, and health graduate students",Part time,Number,3,171467
10663,r725,2010,"All science, engineering, and health graduate students",Part time,Percent,3,27.1
10663,r726,2010,All science graduate students,Total,,2,407291
10663,r727,2010,All science graduate students,Full time,Number,3,299315
10663,r728,2010,All science graduate students,Full time,Percent,3,73.5
10663,r729,2010,All science graduate students,Part time,Number,3,107976
10663,r730,2010,All science graduate students,Part time,Percent,3,26.5
10663,r731,2010,All engineering graduate students,Total,,2,149241
10663,r732,2010,All engineering graduate students,Full time,Number,3,109792
10663,r733,2010,All engineering graduate students,Full time,Percent,3,73.6
10663,r734,2010,All engineering graduate students,Part time,Number,3,39449
10663,r735,2010,All engineering graduate students,Part time,Percent,3,26.4
10663,r736,2010,All health graduate students,Total,,2,76120
10663,r737,2010,All health graduate students,Full time,Number,3,52078
10663,r738,2010,All health graduate students,Full time,Percent,3,68.4
10663,r739,2010,All health graduate students,Part time,Number,3,24042
10663,r740,2010,All health graduate students,Part time,Percent,3,31.6
10663,r741,2011,"All science, engineering, and health graduate students",Total,,2,626820
10663,r742,2011,"All science, engineering, and health graduate students",Full time,Number,3,457292
10663,r743,2011,"All science, engineering, and health graduate students",Full time,Percent,3,73.0
10663,r744,2011,"All science, engineering, and health graduate students",Part time,Number,3,169528
10663,r745,2011,"All science, engineering, and health graduate students",Part time,Percent,3,27.0
10663,r746,2011,All science graduate students,Total,,2,414440
10663,r747,2011,All science graduate students,Full time,Number,3,303015
10663,r748,2011,All science graduate students,Full time,Percent,3,73.1
10663,r749,2011,All science graduate students,Part time,Number,3,111425
10663,r750,2011,All science graduate students,Part time,Percent,3,26.9
10663,r751,2011,All engineering graduate students,Total,,2,146501
10663,r752,2011,All engineering graduate students,Full time,Number,3,108153
10663,r753,2011,All engineering graduate students,Full time,Percent,3,73.8
10663,r754,2011,All engineering graduate students,Part time,Number,3,38348
10663,r755,2011,All engineering graduate students,Part time,Percent,3,26.2
10663,r756,2011,All health graduate students,Total,,2,65879
10663,r757,2011,All health graduate students,Full time,Number,3,46124
10663,r758,2011,All health graduate students,Full time,Percent,3,70.0
10663,r759,2011,All health graduate students,Part time,Number,3,19755
10663,r760,2011,All health graduate students,Part time,Percent,3,30.0
10663,r761,2012,"All science, engineering, and health graduate students",Total,,2,627243
10663,r762,2012,"All science, engineering, and health graduate students",Full time,Number,3,459498
10663,r763,2012,"All science, engineering, and health graduate students",Full time,Percent,3,73.3
10663,r764,2012,"All science, engineering, and health graduate students",Part time,Number,3,167745
10663,r765,2012,"All science, engineering, and health graduate students",Part time,Percent,3,26.7
10663,r766,2012,All science graduate students,Total,,2,413033
10663,r767,2012,All science graduate students,Full time,Number,3,304795
10663,r768,2012,All science graduate students,Full time,Percent,3,73.8
10663,r769,2012,All science graduate students,Part time,Number,3,108238
10663,r770,2012,All science graduate students,Part time,Percent,3,26.2
10663,r771,2012,All engineering graduate students,Total,,2,148385
10663,r772,2012,All engineering graduate students,Full time,Number,3,109589
10663,r773,2012,All engineering graduate students,Full time,Percent,3,73.9
10663,r774,2012,All engineering graduate students,Part time,Number,3,38796
10663,r775,2012,All engineering graduate students,Part time,Percent,3,26.1
10663,r776,2012,All health graduate students,Total,,2,65825
10663,r777,2012,All health graduate students,Full time,Number,3,45114
10663,r778,2012,All health graduate students,Full time,Percent,3,68.5
10663,r779,2012,All health graduate students,Part time,Number,3,20711
10663,r780,2012,All health graduate students,Part time,Percent,3,31.5
10663,r781,2013,"All science, engineering, and health graduate students",Total,,2,633010
10663,r782,2013,"All science, engineering, and health graduate students",Full time,Number,3,468953
10663,r783,2013,"All science, engineering, and health graduate students",Full time,Percent,3,74.1
10663,r784,2013,"All science, engineering, and health graduate students",Part time,Number,3,164057
10663,r785,2013,"All science, engineering, and health graduate students",Part time,Percent,3,25.9
10663,r786,2013,All science graduate students,Total,,2,417251
10663,r787,2013,All science graduate students,Full time,Number,3,309756
10663,r788,2013,All science graduate students,Full time,Percent,3,74.2
10663,r789,2013,All science graduate students,Part time,Number,3,107495
10663,r790,2013,All science graduate students,Part time,Percent,3,25.8
10663,r791,2013,All engineering graduate students,Total,,2,153049
10663,r792,2013,All engineering graduate students,Full time,Number,3,114752
10663,r793,2013,All engineering graduate students,Full time,Percent,3,75.0
10663,r794,2013,All engineering graduate students,Part time,Number,3,38297
10663,r795,2013,All engineering graduate students,Part time,Percent,3,25.0
10663,r796,2013,All health graduate students,Total,,2,62710
10663,r797,2013,All health graduate students,Full time,Number,3,44445
10663,r798,2013,All health graduate students,Full time,Percent,3,70.9
10663,r799,2013,All health graduate students,Part time,Number,3,18265
10663,r800,2013,All health graduate students,Part time,Percent,3,29.1
10663,r801,2014old<sup>c</sup>,"All science, engineering, and health graduate students",Total,,2,650738
10663,r802,2014old<sup>c</sup>,"All science, engineering, and health graduate students",Full time,Number,3,484880
10663,r803,2014old<sup>c</sup>,"All science, engineering, and health graduate students",Full time,Percent,3,74.5
10663,r804,2014old<sup>c</sup>,"All science, engineering, and health graduate students",Part time,Number,3,165858
10663,r805,2014old<sup>c</sup>,"All science, engineering, and health graduate students",Part time,Percent,3,25.5
10663,r806,2014old<sup>c</sup>,All science graduate students,Total,,2,425148
10663,r807,2014old<sup>c</sup>,All science graduate students,Full time,Number,3,317881
10663,r808,2014old<sup>c</sup>,All science graduate students,Full time,Percent,3,74.8
10663,r809,2014old<sup>c</sup>,All science graduate students,Part time,Number,3,107267
10663,r810,2014old<sup>c</sup>,All science graduate students,Part time,Percent,3,25.2
10663,r811,2014old<sup>c</sup>,All engineering graduate students,Total,,2,162013
10663,r812,2014old<sup>c</sup>,All engineering graduate students,Full time,Number,3,122642
10663,r813,2014old<sup>c</sup>,All engineering graduate students,Full time,Percent,3,75.7
10663,r814,2014old<sup>c</sup>,All engineering graduate students,Part time,Number,3,39371
10663,r815,2014old<sup>c</sup>,All engineering graduate students,Part time,Percent,3,24.3
10663,r816,2014old<sup>c</sup>,All health graduate students,Total,,2,63577
10663,r817,2014old<sup>c</sup>,All health graduate students,Full time,Number,3,44357
10663,r818,2014old<sup>c</sup>,All health graduate students,Full time,Percent,3,69.8
10663,r819,2014old<sup>c</sup>,All health graduate students,Part time,Number,3,19220
10663,r820,2014old<sup>c</sup>,All health graduate students,Part time,Percent,3,30.2
10663,r821,2014new<sup>c</sup>,"All science, engineering, and health graduate students",Total,,2,666586
10663,r822,2014new<sup>c</sup>,"All science, engineering, and health graduate students",Full time,Number,3,492170
10663,r823,2014new<sup>c</sup>,"All science, engineering, and health graduate students",Full time,Percent,3,73.8
10663,r824,2014new<sup>c</sup>,"All science, engineering, and health graduate students",Part time,Number,3,174416
10663,r825,2014new<sup>c</sup>,"All science, engineering, and health graduate students",Part time,Percent,3,26.2
10663,r826,2014new<sup>c</sup>,All science graduate students,Total,,2,437395
10663,r827,2014new<sup>c</sup>,All science graduate students,Full time,Number,3,322714
10663,r828,2014new<sup>c</sup>,All science graduate students,Full time,Percent,3,73.8
10663,r829,2014new<sup>c</sup>,All science graduate students,Part time,Number,3,114681
10663,r830,2014new<sup>c</sup>,All science graduate students,Part time,Percent,3,26.2
10663,r831,2014new<sup>c</sup>,All engineering graduate students,Total,,2,164488
10663,r832,2014new<sup>c</sup>,All engineering graduate students,Full time,Number,3,124382
10663,r833,2014new<sup>c</sup>,All engineering graduate students,Full time,Percent,3,75.6
10663,r834,2014new<sup>c</sup>,All engineering graduate students,Part time,Number,3,40106
10663,r835,2014new<sup>c</sup>,All engineering graduate students,Part time,Percent,3,24.4
10663,r836,2014new<sup>c</sup>,All health graduate students,Total,,2,64703
10663,r837,2014new<sup>c</sup>,All health graduate students,Full time,Number,3,45074
10663,r838,2014new<sup>c</sup>,All health graduate students,Full time,Percent,3,69.7
10663,r839,2014new<sup>c</sup>,All health graduate students,Part time,Number,3,19629
10663,r840,2014new<sup>c</sup>,All health graduate students,Part time,Percent,3,30.3
10663,r841,2015,"All science, engineering, and health graduate students",Total,,2,685397
10663,r842,2015,"All science, engineering, and health graduate students",Full time,Number,3,506262
10663,r843,2015,"All science, engineering, and health graduate students",Full time,Percent,3,73.9
10663,r844,2015,"All science, engineering, and health graduate students",Part time,Number,3,179135
10663,r845,2015,"All science, engineering, and health graduate students",Part time,Percent,3,26.1
10663,r846,2015,All science graduate students,Total,,2,448654
10663,r847,2015,All science graduate students,Full time,Number,3,331293
10663,r848,2015,All science graduate students,Full time,Percent,3,73.8
10663,r849,2015,All science graduate students,Part time,Number,3,117361
10663,r850,2015,All science graduate students,Part time,Percent,3,26.2
10663,r851,2015,All engineering graduate students,Total,,2,169354
10663,r852,2015,All engineering graduate students,Full time,Number,3,128112
10663,r853,2015,All engineering graduate students,Full time,Percent,3,75.6
10663,r854,2015,All engineering graduate students,Part time,Number,3,41242
10663,r855,2015,All engineering graduate students,Part time,Percent,3,24.4
10663,r856,2015,All health graduate students,Total,,2,67389
10663,r857,2015,All health graduate students,Full time,Number,3,46857
10663,r858,2015,All health graduate students,Full time,Percent,3,69.5
10663,r859,2015,All health graduate students,Part time,Number,3,20532
10663,r860,2015,All health graduate students,Part time,Percent,3,30.5
10663,r861,2016,"All science, engineering, and health graduate students",Total,,2,684825
10663,r862,2016,"All science, engineering, and health graduate students",Full time,Number,3,508773
10663,r863,2016,"All science, engineering, and health graduate students",Full time,Percent,3,74.3
10663,r864,2016,"All science, engineering, and health graduate students",Part time,Number,3,176052
10663,r865,2016,"All science, engineering, and health graduate students",Part time,Percent,3,25.7
10663,r866,2016,All science graduate students,Total,,2,452046
