table_id,row_id,state_or_territory_control_and_institution_full_path,state_or_territory_control_and_institution_level_1,state_or_territory_control_and_institution_level_2,state_or_territory_control_and_institution_level_3,state_or_territory_control_and_institution_hierarchy_depth,field_all_fields,field_agricultural_sciences,field_biological_and_biomedical_sciences,field_computer_and_information_sciences,field_engineering,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_health_sciences,field_mathematics_and_statistics,field_natural_resources_and_conservation,field_physical_sciences,field_psychology,field_social_sciences,field_other
3037,r112,Delaware -> Public,Delaware,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3037,r113,Delaware -> Public -> Delaware State U.,Delaware,Public,Delaware State U.,3,"['426', '']","['0', '']","['426', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r114,Delaware -> Public -> U. Delaware,Delaware,Public,U. Delaware,3,"['4,856', '']","['1,565', '']","['0', '']","['0', '']","['1,392', '']","['392', '']","['327', '']","['0', '']","['0', '']","['924', '']","['0', '']","['255', '']","['0', '']"
3037,r115,District of Columbia,District of Columbia,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3037,r116,District of Columbia -> Public,District of Columbia,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3037,r117,District of Columbia -> Public -> U. of the District of Columbia,District of Columbia,Public,U. of the District of Columbia,3,"['2,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,000', '']"
3037,r118,District of Columbia -> Private,District of Columbia,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3037,r119,District of Columbia -> Private -> American U.,District of Columbia,Private,American U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r120,District of Columbia -> Private -> Catholic U. of America,District of Columbia,Private,Catholic U. of America,3,"['800', '']","['0', '']","['0', '']","['0', '']","['800', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r121,District of Columbia -> Private -> Gallaudet U.,District of Columbia,Private,Gallaudet U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r122,District of Columbia -> Private -> George Washington U.,District of Columbia,Private,George Washington U.,3,"['15,550', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,755', '']","['0', '']","['0', '']","['13,445', '']","['350', '']","['0', '']","['0', '']"
3037,r123,District of Columbia -> Private -> Georgetown U.,District of Columbia,Private,Georgetown U.,3,"['3,300', '']","['0', '']","['1,100', '']","['0', '']","['0', '']","['0', '']","['700', '']","['0', '']","['0', '']","['1,500', '']","['0', '']","['0', '']","['0', '']"
3037,r124,District of Columbia -> Private -> Howard U.,District of Columbia,Private,Howard U.,3,"['10,351', '']","['0', '']","['1,139', '']","['0', '']","['828', '']","['0', '']","['8,073', '']","['0', '']","['0', '']","['311', '']","['0', '']","['0', '']","['0', '']"
3037,r125,Florida,Florida,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3037,r126,Florida -> Public,Florida,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3037,r127,Florida -> Public -> Florida A&M U.,Florida,Public,Florida A&M U.,3,"['514', '']","['514', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r128,Florida -> Public -> Florida Atlantic U.,Florida,Public,Florida Atlantic U.,3,"['582', '']","['0', '']","['582', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r129,Florida -> Public -> Florida Gulf Coast U.,Florida,Public,Florida Gulf Coast U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r130,Florida -> Public -> Florida International U.,Florida,Public,Florida International U.,3,"['2,273', '']","['0', '']","['1,201', '']","['0', '']","['0', '']","['281', '']","['0', '']","['0', '']","['0', '']","['792', '']","['0', '']","['0', '']","['0', '']"
3037,r131,Florida -> Public -> Florida Polytechnic U.,Florida,Public,Florida Polytechnic U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r132,Florida -> Public -> Florida State U.,Florida,Public,Florida State U.,3,"['39,538', '']","['0', '']","['24,500', '']","['0', '']","['6,225', '']","['643', '']","['0', '']","['0', '']","['0', '']","['8,169', '']","['0', '']","['0', '']","['0', '']"
3037,r133,Florida -> Public -> U. Central Florida,Florida,Public,U. Central Florida,3,"['647', '']","['0', '']","['0', '']","['0', '']","['277', '']","['0', '']","['0', '']","['0', '']","['370', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r134,Florida -> Public -> U. Florida,Florida,Public,U. Florida,3,"['4,796', '']","['1,795', '']","['0', '']","['0', '']","['1,717', '']","['0', '']","['502', '']","['0', '']","['0', '']","['782', '']","['0', '']","['0', '']","['0', '']"
3037,r135,Florida -> Public -> U. North Florida,Florida,Public,U. North Florida,3,"['6,840', 'i']","['0', '']","['0', '']","['0', '']","['2,765', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['4,075', 'i']","['0', '']","['0', '']","['0', '']"
3037,r136,"Florida -> Public -> U. South Florida, Saint Petersburg",Florida,Public,"U. South Florida, Saint Petersburg",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r137,"Florida -> Public -> U. South Florida, Tampa",Florida,Public,"U. South Florida, Tampa",3,"['14,177', '']","['0', '']","['0', '']","['0', '']","['7,029', '']","['1,888', '']","['5,260', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r138,Florida -> Public -> U. West Florida,Florida,Public,U. West Florida,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r139,Florida -> Private,Florida,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3037,r140,Florida -> Private -> Bethune-Cookman U. ,Florida,Private,Bethune-Cookman U. ,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r141,Florida -> Private -> Embry-Riddle Aeronautical U.,Florida,Private,Embry-Riddle Aeronautical U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r142,Florida -> Private -> Florida Institute of Technology,Florida,Private,Florida Institute of Technology,3,"['3,327', '']","['0', '']","['0', '']","['0', '']","['3,327', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r143,Florida -> Private -> Nova Southeastern U.,Florida,Private,Nova Southeastern U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r144,Florida -> Private -> U. Miami,Florida,Private,U. Miami,3,"['9,011', '']","['0', '']","['0', '']","['310', '']","['1,080', '']","['3,029', '']","['4,591', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r145,Georgia,Georgia,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3037,r146,Georgia -> Public,Georgia,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3037,r147,Georgia -> Public -> Albany State U.,Georgia,Public,Albany State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r148,Georgia -> Public -> Augusta U.,Georgia,Public,Augusta U.,3,"['440', '']","['0', '']","['440', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r149,Georgia -> Public -> Fort Valley State U.,Georgia,Public,Fort Valley State U.,3,"['2,836', '']","['2,836', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r150,Georgia -> Public -> Georgia Institute of Technology,Georgia,Public,Georgia Institute of Technology,3,"['92,142', '']","['0', '']","['2,832', '']","['1,122', '']","['76,899', '']","['485', '']","['0', '']","['0', '']","['0', '']","['2,837', '']","['0', '']","['0', '']","['7,967', '']"
3037,r151,Georgia -> Public -> Georgia Southern U.,Georgia,Public,Georgia Southern U.,3,"['5,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r152,Georgia -> Public -> Georgia State U.,Georgia,Public,Georgia State U.,3,"['6,805', '']","['0', '']","['590', '']","['0', '']","['0', '']","['3,000', '']","['0', '']","['0', '']","['0', '']","['980', '']","['2,235', '']","['0', '']","['0', '']"
3037,r153,Georgia -> Public -> Kennesaw State U.,Georgia,Public,Kennesaw State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r154,Georgia -> Public -> Savannah State U.,Georgia,Public,Savannah State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r155,Georgia -> Public -> U. Georgia,Georgia,Public,U. Georgia,3,"['10,446', '']","['5,300', '']","['480', '']","['0', '']","['807', '']","['0', '']","['3,859', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r156,Georgia -> Private,Georgia,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3037,r157,Georgia -> Private -> Clark Atlanta U.,Georgia,Private,Clark Atlanta U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r158,Georgia -> Private -> Emory U.,Georgia,Private,Emory U.,3,"['5,844', '']","['0', '']","['2,476', '']","['0', '']","['0', '']","['0', '']","['1,674', '']","['250', '']","['250', '']","['1,194', '']","['0', '']","['0', '']","['0', '']"
3037,r159,Georgia -> Private -> Mercer U.,Georgia,Private,Mercer U.,3,"['49,201', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['49,201', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r160,Georgia -> Private -> Morehouse C.,Georgia,Private,Morehouse C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r161,Georgia -> Private -> Morehouse School of Medicine,Georgia,Private,Morehouse School of Medicine,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r162,Georgia -> Private -> Spelman C.,Georgia,Private,Spelman C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r163,Hawaii,Hawaii,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3037,r164,Hawaii -> Public,Hawaii,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3037,r165,"Hawaii -> Public -> U. Hawaii, Hilo",Hawaii,Public,"U. Hawaii, Hilo",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r166,"Hawaii -> Public -> U. Hawaii, Manoa",Hawaii,Public,"U. Hawaii, Manoa",3,"['12,448', '']","['4,313', '']","['1,022', '']","['0', '']","['0', '']","['2,178', '']","['0', '']","['2,438', '']","['0', '']","['2,498', '']","['0', '']","['0', '']","['0', '']"
3037,r167,Hawaii -> Private,Hawaii,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3037,r168,Hawaii -> Private -> Hawaii Pacific U.,Hawaii,Private,Hawaii Pacific U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r169,Idaho,Idaho,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3037,r170,Idaho -> Public,Idaho,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3037,r171,Idaho -> Public -> Boise State U.,Idaho,Public,Boise State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r172,Idaho -> Public -> Idaho State U.,Idaho,Public,Idaho State U.,3,"['1,736', '']","['0', '']","['1,386', '']","['0', '']","['350', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r173,Idaho -> Public -> U. Idaho,Idaho,Public,U. Idaho,3,"['8,897', '']","['693', '']","['5,387', '']","['265', '']","['934', '']","['0', '']","['0', '']","['265', '']","['0', '']","['1,354', '']","['0', '']","['0', '']","['0', '']"
3037,r174,Illinois,Illinois,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3037,r175,Illinois -> Public,Illinois,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3037,r176,Illinois -> Public -> Chicago State U.,Illinois,Public,Chicago State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r177,Illinois -> Public -> Northern Illinois U.,Illinois,Public,Northern Illinois U.,3,"['3,137', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,137', '']","['0', '']","['0', '']"
3037,r178,"Illinois -> Public -> Southern Illinois U., Carbondale",Illinois,Public,"Southern Illinois U., Carbondale",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r179,"Illinois -> Public -> Southern Illinois U., Edwardsville",Illinois,Public,"Southern Illinois U., Edwardsville",3,"['600', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['600', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r180,"Illinois -> Public -> U. Illinois, Chicago",Illinois,Public,"U. Illinois, Chicago",3,"['16,217', '']","['0', '']","['1,254', '']","['0', '']","['0', '']","['0', '']","['14,963', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r181,"Illinois -> Public -> U. Illinois, Springfield",Illinois,Public,"U. Illinois, Springfield",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r182,"Illinois -> Public -> U. Illinois, Urbana-Champaign",Illinois,Public,"U. Illinois, Urbana-Champaign",3,"['35,361', '']","['302', '']","['2,582', '']","['0', '']","['13,722', '']","['0', '']","['1,825', '']","['0', '']","['8,604', '']","['3,695', '']","['0', '']","['294', '']","['4,338', '']"
3037,r183,Illinois -> Public -> Western Illinois U.,Illinois,Public,Western Illinois U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r184,Illinois -> Private,Illinois,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3037,r185,Illinois -> Private -> Bradley U.,Illinois,Private,Bradley U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r186,Illinois -> Private -> DePaul U.,Illinois,Private,DePaul U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r187,Illinois -> Private -> Illinois Institute of Technology,Illinois,Private,Illinois Institute of Technology,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r188,"Illinois -> Private -> Loyola U., Chicago",Illinois,Private,"Loyola U., Chicago",3,"['845', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['845', '']","['0', '']","['0', '']","['0', '']"
3037,r189,Illinois -> Private -> Midwestern U.,Illinois,Private,Midwestern U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r190,Illinois -> Private -> Northwestern U.,Illinois,Private,Northwestern U.,3,"['59,124', '']","['0', '']","['2,347', '']","['13,200', '']","['9,003', '']","['0', '']","['13,727', '']","['0', '']","['0', '']","['11,303', '']","['0', '']","['387', '']","['9,157', '']"
3037,r191,Illinois -> Private -> Rosalind Franklin U. of Medicine and Science,Illinois,Private,Rosalind Franklin U. of Medicine and Science,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r192,Illinois -> Private -> Rush U.,Illinois,Private,Rush U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r193,"Illinois -> Private -> Toyota Technological Institute, Chicago",Illinois,Private,"Toyota Technological Institute, Chicago",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r194,Illinois -> Private -> U. Chicago,Illinois,Private,U. Chicago,3,"['50,524', '']","['0', '']","['0', '']","['477', '']","['24,027', '']","['4,111', '']","['19,500', '']","['0', '']","['0', '']","['2,410', '']","['0', '']","['0', '']","['0', '']"
3037,r195,"Illinois -> Private -> Wheaton C., Wheaton",Illinois,Private,"Wheaton C., Wheaton",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r196,Indiana,Indiana,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3037,r197,Indiana -> Public,Indiana,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3037,r198,Indiana -> Public -> Ball State U.,Indiana,Public,Ball State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r199,"Indiana -> Public -> Indiana U., Bloomington",Indiana,Public,"Indiana U., Bloomington",3,"['21,279', '']","['0', '']","['3,031', '']","['0', '']","['2,542', '']","['0', '']","['3,306', '']","['0', '']","['0', '']","['1,890', '']","['350', '']","['10,160', '']","['0', '']"
3037,r200,"Indiana -> Public -> Indiana U.-Purdue U., Indianapolis",Indiana,Public,"Indiana U.-Purdue U., Indianapolis",3,"['21,866', '']","['0', '']","['397', '']","['0', '']","['2,303', '']","['0', '']","['19,166', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r201,"Indiana -> Public -> Purdue U., Fort Wayne",Indiana,Public,"Purdue U., Fort Wayne",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r202,"Indiana -> Public -> Purdue U., Northwest",Indiana,Public,"Purdue U., Northwest",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r203,"Indiana -> Public -> Purdue U., West Lafayette",Indiana,Public,"Purdue U., West Lafayette",3,"['37,570', '']","['1,187', '']","['1,164', '']","['300', '']","['8,493', '']","['2,041', '']","['12,991', '']","['0', '']","['0', '']","['11,396', '']","['0', '']","['0', '']","['0', '']"
3037,r204,Indiana -> Private,Indiana,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3037,r205,Indiana -> Private -> U. Notre Dame,Indiana,Private,U. Notre Dame,3,"['12,981', '']","['0', '']","['0', '']","['0', '']","['3,903', '']","['0', '']","['0', '']","['0', '']","['0', '']","['9,078', '']","['0', '']","['0', '']","['0', '']"
3037,r206,Iowa,Iowa,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3037,r207,Iowa -> Public,Iowa,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3037,r208,Iowa -> Public -> Iowa State U.,Iowa,Public,Iowa State U.,3,"['597', '']","['343', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['254', '']","['0', '']","['0', '']","['0', '']"
3037,r209,Iowa -> Public -> U. Iowa,Iowa,Public,U. Iowa,3,"['28,296', '']","['0', '']","['1,962', '']","['0', '']","['771', '']","['0', '']","['22,975', '']","['0', '']","['0', '']","['2,147', '']","['441', '']","['0', '']","['0', '']"
3037,r210,Iowa -> Public -> U. Northern Iowa,Iowa,Public,U. Northern Iowa,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r211,Iowa -> Private,Iowa,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3037,r212,Iowa -> Private -> Des Moines U.,Iowa,Private,Des Moines U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r213,Iowa -> Private -> Grinnell C.,Iowa,Private,Grinnell C.,3,"['15,733', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['15,733', '']","['0', '']"
3037,r214,"Iowa -> Private -> Palmer C. of Chiropractic, Davenport",Iowa,Private,"Palmer C. of Chiropractic, Davenport",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r215,Kansas,Kansas,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3037,r216,Kansas -> Public,Kansas,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3037,r217,Kansas -> Public -> Kansas State U.,Kansas,Public,Kansas State U.,3,"['7,955', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['7,955', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r218,Kansas -> Public -> Pittsburg State U.,Kansas,Public,Pittsburg State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r219,Kansas -> Public -> U. Kansas,Kansas,Public,U. Kansas,3,"['4,318', '']","['0', '']","['1,886', '']","['0', '']","['1,117', '']","['0', '']","['0', '']","['865', '']","['0', '']","['0', '']","['450', '']","['0', '']","['0', '']"
3037,r220,Kansas -> Public -> Wichita State U.,Kansas,Public,Wichita State U.,3,"['1,486', '']","['0', '']","['0', '']","['0', '']","['1,486', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r221,Kentucky,Kentucky,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3037,r222,Kentucky -> Public,Kentucky,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3037,r223,Kentucky -> Public -> Eastern Kentucky U.,Kentucky,Public,Eastern Kentucky U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r224,Kentucky -> Public -> Kentucky State U.,Kentucky,Public,Kentucky State U.,3,"['6,500', '']","['6,500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r225,Kentucky -> Public -> Morehead State U.,Kentucky,Public,Morehead State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
