table_id,row_id,field_country_and_sector_full_path,field_country_and_sector_level_1,field_country_and_sector_level_2,field_country_and_sector_level_3,field_country_and_sector_hierarchy_depth,field_all_patents_2013,field_all_patents_2014,field_all_patents_2015,field_all_patents_2016,field_all_patents_2017,field_all_patents_2018,field_utility_patents_2013,field_utility_patents_2014,field_utility_patents_2015,field_utility_patents_2016,field_utility_patents_2017,field_utility_patents_2018,field_design_patents_2013,field_design_patents_2014,field_design_patents_2015,field_design_patents_2016,field_design_patents_2017,field_design_patents_2018,field_plant_patents_2013,field_plant_patents_2014,field_plant_patents_2015,field_plant_patents_2016,field_plant_patents_2017,field_plant_patents_2018
1962,r140,Physics -> United States -> FFRDCs,Physics,United States,FFRDCs,3,1882,2206,2086,1975,2037,1685,1881,2204,2086,1975,2037,1685,1,2,0,0,0,0,0,0,0,0,0,0
1962,r141,Physics -> United States -> Nonprofit,Physics,United States,Nonprofit,3,290,300,303,267,211,177,290,300,303,267,211,177,0,0,0,0,0,0,0,0,0,0,0,0
1962,r142,Physics -> United States -> State and local government,Physics,United States,State and local government,3,2,1,1,2,0,1,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1962,r143,Physics -> United States -> Joint and unknown sectors,Physics,United States,Joint and unknown sectors,3,947,1042,873,752,710,529,946,1042,870,750,710,528,1,1,2,1,0,1,0,0,0,0,0,0
1962,r144,Psychology,Psychology,,,1,4680,5351,5236,5557,5675,5666,4622,5344,5229,5534,5655,5623,58,7,7,23,20,43,0,0,0,0,0,0
1962,r145,Psychology -> Foreign,Psychology,Foreign,,2,1934,2086,2168,2317,2346,2363,1889,2082,2162,2304,2331,2348,45,5,6,13,14,15,0,0,0,0,0,0
1962,r146,Psychology -> Unknown country,Psychology,Unknown country,,2,11,13,14,24,24,20,11,13,14,23,24,20,0,0,0,1,0,0,0,0,0,0,0,0
1962,r147,Psychology -> United States,Psychology,United States,,2,2736,3252,3055,3216,3305,3283,2723,3249,3054,3207,3299,3255,13,2,1,10,6,28,0,0,0,0,0,0
1962,r148,Psychology -> United States -> Academic,Psychology,United States,Academic,3,1712,1955,1842,2075,2159,2280,1699,1954,1842,2065,2155,2254,13,1,0,9,5,26,0,0,0,0,0,0
1962,r149,Psychology -> United States -> Business,Psychology,United States,Business,3,809,1014,1008,924,994,845,809,1014,1008,924,993,844,0,1,0,0,1,0,0,0,0,0,0,0
1962,r150,Psychology -> United States -> Federal government,Psychology,United States,Federal government,3,33,27,26,39,28,29,33,27,26,39,28,29,0,0,0,0,0,0,0,0,0,0,0,0
1962,r151,Psychology -> United States -> FFRDCs,Psychology,United States,FFRDCs,3,2,0,2,1,4,4,2,0,2,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1962,r152,Psychology -> United States -> Nonprofit,Psychology,United States,Nonprofit,3,33,52,13,21,20,28,33,52,13,21,20,25,0,0,0,0,0,3,0,0,0,0,0,0
1962,r153,Psychology -> United States -> State and local government,Psychology,United States,State and local government,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,r154,Psychology -> United States -> Joint and unknown sectors,Psychology,United States,Joint and unknown sectors,3,145,203,163,157,99,97,145,202,163,157,99,97,0,1,0,0,0,0,0,0,0,0,0,0
1962,r155,Social sciences,Social sciences,,,1,683,643,498,579,642,607,683,643,498,575,628,597,0,0,0,4,14,10,0,0,0,0,0,0
1962,r156,Social sciences -> Foreign,Social sciences,Foreign,,2,265,258,216,223,271,268,265,258,216,222,258,260,0,0,0,1,13,8,0,0,0,0,0,0
1962,r157,Social sciences -> Unknown country,Social sciences,Unknown country,,2,5,4,0,1,1,0,5,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,r158,Social sciences -> United States,Social sciences,United States,,2,413,382,282,355,370,339,413,382,282,352,369,337,0,0,0,3,1,2,0,0,0,0,0,0
1962,r159,Social sciences -> United States -> Academic,Social sciences,United States,Academic,3,325,287,214,276,290,276,325,287,214,273,289,275,0,0,0,3,1,1,0,0,0,0,0,0
1962,r160,Social sciences -> United States -> Business,Social sciences,United States,Business,3,24,28,29,35,44,21,24,28,29,35,44,21,0,0,0,0,0,0,0,0,0,0,0,0
1962,r161,Social sciences -> United States -> Federal government,Social sciences,United States,Federal government,3,11,10,3,7,5,10,11,10,3,7,5,10,0,0,0,0,0,0,0,0,0,0,0,0
1962,r162,Social sciences -> United States -> FFRDCs,Social sciences,United States,FFRDCs,3,1,1,4,2,2,1,1,1,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1962,r163,Social sciences -> United States -> Nonprofit,Social sciences,United States,Nonprofit,3,21,29,12,5,7,8,21,29,12,5,7,8,0,0,0,0,0,0,0,0,0,0,0,0
1962,r164,Social sciences -> United States -> State and local government,Social sciences,United States,State and local government,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,r165,Social sciences -> United States -> Joint and unknown sectors,Social sciences,United States,Joint and unknown sectors,3,31,27,21,30,23,23,31,27,21,30,23,23,0,0,0,0,0,1,0,0,0,0,0,0
