table_id,row_id,time_period,_b_all_science_engineering_and_health_graduate_students_b_level_1,_b_all_science_engineering_and_health_graduate_students_b_level_2,_b_all_science_engineering_and_health_graduate_students_b_level_3,_b_all_science_engineering_and_health_graduate_students_b_hierarchy_depth,value
8297,r442,1997,"All science, engineering, and health graduate students",Full time,Number,3,327289
8297,r443,1997,"All science, engineering, and health graduate students",Full time,Percent,3,67.2
8297,r444,1997,"All science, engineering, and health graduate students",Part time,Number,3,159919
8297,r445,1997,"All science, engineering, and health graduate students",Part time,Percent,3,32.8
8297,r446,1997,All science graduate students,Total,,2,306482
8297,r447,1997,All science graduate students,Full time,Number,3,214981
8297,r448,1997,All science graduate students,Full time,Percent,3,70.1
8297,r449,1997,All science graduate students,Part time,Number,3,91501
8297,r450,1997,All science graduate students,Part time,Percent,3,29.9
8297,r451,1997,All engineering graduate students,Total,,2,101148
8297,r452,1997,All engineering graduate students,Full time,Number,3,65688
8297,r453,1997,All engineering graduate students,Full time,Percent,3,64.9
8297,r454,1997,All engineering graduate students,Part time,Number,3,35460
8297,r455,1997,All engineering graduate students,Part time,Percent,3,35.1
8297,r456,1997,All health graduate students,Total,,2,79578
8297,r457,1997,All health graduate students,Full time,Number,3,46620
8297,r458,1997,All health graduate students,Full time,Percent,3,58.6
8297,r459,1997,All health graduate students,Part time,Number,3,32958
8297,r460,1997,All health graduate students,Part time,Percent,3,41.4
8297,r461,1998,"All science, engineering, and health graduate students",Total,,2,485627
8297,r462,1998,"All science, engineering, and health graduate students",Full time,Number,3,327389
8297,r463,1998,"All science, engineering, and health graduate students",Full time,Percent,3,67.4
8297,r464,1998,"All science, engineering, and health graduate students",Part time,Number,3,158238
8297,r465,1998,"All science, engineering, and health graduate students",Part time,Percent,3,32.6
8297,r466,1998,All science graduate students,Total,,2,304818
8297,r467,1998,All science graduate students,Full time,Number,3,213508
8297,r468,1998,All science graduate students,Full time,Percent,3,70.0
8297,r469,1998,All science graduate students,Part time,Number,3,91310
8297,r470,1998,All science graduate students,Part time,Percent,3,30.0
8297,r471,1998,All engineering graduate students,Total,,2,100038
8297,r472,1998,All engineering graduate students,Full time,Number,3,65435
8297,r473,1998,All engineering graduate students,Full time,Percent,3,65.4
8297,r474,1998,All engineering graduate students,Part time,Number,3,34603
8297,r475,1998,All engineering graduate students,Part time,Percent,3,34.6
8297,r476,1998,All health graduate students,Total,,2,80771
8297,r477,1998,All health graduate students,Full time,Number,3,48446
8297,r478,1998,All health graduate students,Full time,Percent,3,60.0
8297,r479,1998,All health graduate students,Part time,Number,3,32325
8297,r480,1998,All health graduate students,Part time,Percent,3,40.0
8297,r481,1999,"All science, engineering, and health graduate students",Total,,2,493256
8297,r482,1999,"All science, engineering, and health graduate students",Full time,Number,3,334423
8297,r483,1999,"All science, engineering, and health graduate students",Full time,Percent,3,67.8
8297,r484,1999,"All science, engineering, and health graduate students",Part time,Number,3,158833
8297,r485,1999,"All science, engineering, and health graduate students",Part time,Percent,3,32.2
8297,r486,1999,All science graduate students,Total,,2,309491
8297,r487,1999,All science graduate students,Full time,Number,3,215870
8297,r488,1999,All science graduate students,Full time,Percent,3,69.8
8297,r489,1999,All science graduate students,Part time,Number,3,93621
8297,r490,1999,All science graduate students,Part time,Percent,3,30.2
8297,r491,1999,All engineering graduate students,Total,,2,101691
8297,r492,1999,All engineering graduate students,Full time,Number,3,68023
8297,r493,1999,All engineering graduate students,Full time,Percent,3,66.9
8297,r494,1999,All engineering graduate students,Part time,Number,3,33668
8297,r495,1999,All engineering graduate students,Part time,Percent,3,33.1
8297,r496,1999,All health graduate students,Total,,2,82074
8297,r497,1999,All health graduate students,Full time,Number,3,50530
8297,r498,1999,All health graduate students,Full time,Percent,3,61.6
8297,r499,1999,All health graduate students,Part time,Number,3,31544
8297,r500,1999,All health graduate students,Part time,Percent,3,38.4
8297,r501,2000,"All science, engineering, and health graduate students",Total,,2,493311
8297,r502,2000,"All science, engineering, and health graduate students",Full time,Number,3,341283
8297,r503,2000,"All science, engineering, and health graduate students",Full time,Percent,3,69.2
8297,r504,2000,"All science, engineering, and health graduate students",Part time,Number,3,152028
8297,r505,2000,"All science, engineering, and health graduate students",Part time,Percent,3,30.8
8297,r506,2000,All science graduate students,Total,,2,309424
8297,r507,2000,All science graduate students,Full time,Number,3,219079
8297,r508,2000,All science graduate students,Full time,Percent,3,70.8
8297,r509,2000,All science graduate students,Part time,Number,3,90345
8297,r510,2000,All science graduate students,Part time,Percent,3,29.2
8297,r511,2000,All engineering graduate students,Total,,2,104112
8297,r512,2000,All engineering graduate students,Full time,Number,3,72276
8297,r513,2000,All engineering graduate students,Full time,Percent,3,69.4
8297,r514,2000,All engineering graduate students,Part time,Number,3,31836
8297,r515,2000,All engineering graduate students,Part time,Percent,3,30.6
8297,r516,2000,All health graduate students,Total,,2,79775
8297,r517,2000,All health graduate students,Full time,Number,3,49928
8297,r518,2000,All health graduate students,Full time,Percent,3,62.6
8297,r519,2000,All health graduate students,Part time,Number,3,29847
8297,r520,2000,All health graduate students,Part time,Percent,3,37.4
8297,r521,2001,"All science, engineering, and health graduate students",Total,,2,509607
8297,r522,2001,"All science, engineering, and health graduate students",Full time,Number,3,354522
8297,r523,2001,"All science, engineering, and health graduate students",Full time,Percent,3,69.6
8297,r524,2001,"All science, engineering, and health graduate students",Part time,Number,3,155085
8297,r525,2001,"All science, engineering, and health graduate students",Part time,Percent,3,30.4
8297,r526,2001,All science graduate students,Total,,2,319736
8297,r527,2001,All science graduate students,Full time,Number,3,226573
8297,r528,2001,All science graduate students,Full time,Percent,3,70.9
8297,r529,2001,All science graduate students,Part time,Number,3,93163
8297,r530,2001,All science graduate students,Part time,Percent,3,29.1
8297,r531,2001,All engineering graduate students,Total,,2,109493
8297,r532,2001,All engineering graduate students,Full time,Number,3,77448
8297,r533,2001,All engineering graduate students,Full time,Percent,3,70.7
8297,r534,2001,All engineering graduate students,Part time,Number,3,32045
8297,r535,2001,All engineering graduate students,Part time,Percent,3,29.3
8297,r536,2001,All health graduate students,Total,,2,80378
8297,r537,2001,All health graduate students,Full time,Number,3,50501
8297,r538,2001,All health graduate students,Full time,Percent,3,62.8
8297,r539,2001,All health graduate students,Part time,Number,3,29877
8297,r540,2001,All health graduate students,Part time,Percent,3,37.2
8297,r541,2002,"All science, engineering, and health graduate students",Total,,2,540404
8297,r542,2002,"All science, engineering, and health graduate students",Full time,Number,3,378991
8297,r543,2002,"All science, engineering, and health graduate students",Full time,Percent,3,70.1
8297,r544,2002,"All science, engineering, and health graduate students",Part time,Number,3,161413
8297,r545,2002,"All science, engineering, and health graduate students",Part time,Percent,3,29.9
8297,r546,2002,All science graduate students,Total,,2,335166
8297,r547,2002,All science graduate students,Full time,Number,3,240020
8297,r548,2002,All science graduate students,Full time,Percent,3,71.6
8297,r549,2002,All science graduate students,Part time,Number,3,95146
8297,r550,2002,All science graduate students,Part time,Percent,3,28.4
8297,r551,2002,All engineering graduate students,Total,,2,119668
8297,r552,2002,All engineering graduate students,Full time,Number,3,85452
8297,r553,2002,All engineering graduate students,Full time,Percent,3,71.4
8297,r554,2002,All engineering graduate students,Part time,Number,3,34216
8297,r555,2002,All engineering graduate students,Part time,Percent,3,28.6
8297,r556,2002,All health graduate students,Total,,2,85570
8297,r557,2002,All health graduate students,Full time,Number,3,53519
8297,r558,2002,All health graduate students,Full time,Percent,3,62.5
8297,r559,2002,All health graduate students,Part time,Number,3,32051
8297,r560,2002,All health graduate students,Part time,Percent,3,37.5
8297,r561,2003,"All science, engineering, and health graduate students",Total,,2,567121
8297,r562,2003,"All science, engineering, and health graduate students",Full time,Number,3,397420
8297,r563,2003,"All science, engineering, and health graduate students",Full time,Percent,3,70.1
8297,r564,2003,"All science, engineering, and health graduate students",Part time,Number,3,169701
8297,r565,2003,"All science, engineering, and health graduate students",Part time,Percent,3,29.9
8297,r566,2003,All science graduate students,Total,,2,347268
8297,r567,2003,All science graduate students,Full time,Number,3,248812
8297,r568,2003,All science graduate students,Full time,Percent,3,71.6
8297,r569,2003,All science graduate students,Part time,Number,3,98456
8297,r570,2003,All science graduate students,Part time,Percent,3,28.4
8297,r571,2003,All engineering graduate students,Total,,2,127377
8297,r572,2003,All engineering graduate students,Full time,Number,3,90216
8297,r573,2003,All engineering graduate students,Full time,Percent,3,70.8
8297,r574,2003,All engineering graduate students,Part time,Number,3,37161
8297,r575,2003,All engineering graduate students,Part time,Percent,3,29.2
8297,r576,2003,All health graduate students,Total,,2,92476
8297,r577,2003,All health graduate students,Full time,Number,3,58392
8297,r578,2003,All health graduate students,Full time,Percent,3,63.1
8297,r579,2003,All health graduate students,Part time,Number,3,34084
8297,r580,2003,All health graduate students,Part time,Percent,3,36.9
8297,r581,2004,"All science, engineering, and health graduate students",Total,,2,574463
8297,r582,2004,"All science, engineering, and health graduate students",Full time,Number,3,402573
8297,r583,2004,"All science, engineering, and health graduate students",Full time,Percent,3,70.1
8297,r584,2004,"All science, engineering, and health graduate students",Part time,Number,3,171890
8297,r585,2004,"All science, engineering, and health graduate students",Part time,Percent,3,29.9
8297,r586,2004,All science graduate students,Total,,2,352307
8297,r587,2004,All science graduate students,Full time,Number,3,253574
8297,r588,2004,All science graduate students,Full time,Percent,3,72.0
8297,r589,2004,All science graduate students,Part time,Number,3,98733
8297,r590,2004,All science graduate students,Part time,Percent,3,28.0
8297,r591,2004,All engineering graduate students,Total,,2,123566
8297,r592,2004,All engineering graduate students,Full time,Number,3,86955
8297,r593,2004,All engineering graduate students,Full time,Percent,3,70.4
8297,r594,2004,All engineering graduate students,Part time,Number,3,36611
8297,r595,2004,All engineering graduate students,Part time,Percent,3,29.6
8297,r596,2004,All health graduate students,Total,,2,98590
8297,r597,2004,All health graduate students,Full time,Number,3,62044
8297,r598,2004,All health graduate students,Full time,Percent,3,62.9
8297,r599,2004,All health graduate students,Part time,Number,3,36546
8297,r600,2004,All health graduate students,Part time,Percent,3,37.1
8297,r601,2005,"All science, engineering, and health graduate students",Total,,2,582226
8297,r602,2005,"All science, engineering, and health graduate students",Full time,Number,3,406620
8297,r603,2005,"All science, engineering, and health graduate students",Full time,Percent,3,69.8
8297,r604,2005,"All science, engineering, and health graduate students",Part time,Number,3,175606
8297,r605,2005,"All science, engineering, and health graduate students",Part time,Percent,3,30.2
8297,r606,2005,All science graduate students,Total,,2,357710
8297,r607,2005,All science graduate students,Full time,Number,3,257283
8297,r608,2005,All science graduate students,Full time,Percent,3,71.9
8297,r609,2005,All science graduate students,Part time,Number,3,100427
8297,r610,2005,All science graduate students,Part time,Percent,3,28.1
8297,r611,2005,All engineering graduate students,Total,,2,120565
8297,r612,2005,All engineering graduate students,Full time,Number,3,84459
8297,r613,2005,All engineering graduate students,Full time,Percent,3,70.1
8297,r614,2005,All engineering graduate students,Part time,Number,3,36106
8297,r615,2005,All engineering graduate students,Part time,Percent,3,29.9
8297,r616,2005,All health graduate students,Total,,2,103951
8297,r617,2005,All health graduate students,Full time,Number,3,64878
8297,r618,2005,All health graduate students,Full time,Percent,3,62.4
8297,r619,2005,All health graduate students,Part time,Number,3,39073
8297,r620,2005,All health graduate students,Part time,Percent,3,37.6
8297,r621,2006,"All science, engineering, and health graduate students",Total,,2,597643
8297,r622,2006,"All science, engineering, and health graduate students",Full time,Number,3,419015
8297,r623,2006,"All science, engineering, and health graduate students",Full time,Percent,3,70.1
8297,r624,2006,"All science, engineering, and health graduate students",Part time,Number,3,178628
8297,r625,2006,"All science, engineering, and health graduate students",Part time,Percent,3,29.9
8297,r626,2006,All science graduate students,Total,,2,363246
8297,r627,2006,All science graduate students,Full time,Number,3,261984
8297,r628,2006,All science graduate students,Full time,Percent,3,72.1
8297,r629,2006,All science graduate students,Part time,Number,3,101262
8297,r630,2006,All science graduate students,Part time,Percent,3,27.9
8297,r631,2006,All engineering graduate students,Total,,2,123041
8297,r632,2006,All engineering graduate students,Full time,Number,3,87818
8297,r633,2006,All engineering graduate students,Full time,Percent,3,71.4
8297,r634,2006,All engineering graduate students,Part time,Number,3,35223
8297,r635,2006,All engineering graduate students,Part time,Percent,3,28.6
8297,r636,2006,All health graduate students,Total,,2,111356
8297,r637,2006,All health graduate students,Full time,Number,3,69213
8297,r638,2006,All health graduate students,Full time,Percent,3,62.2
8297,r639,2006,All health graduate students,Part time,Number,3,42143
8297,r640,2006,All health graduate students,Part time,Percent,3,37.8
8297,r641,2007old<sup>b</sup>,"All science, engineering, and health graduate students",Total,,2,607823
8297,r642,2007old<sup>b</sup>,"All science, engineering, and health graduate students",Full time,Number,3,430860
8297,r643,2007old<sup>b</sup>,"All science, engineering, and health graduate students",Full time,Percent,3,70.9
8297,r644,2007old<sup>b</sup>,"All science, engineering, and health graduate students",Part time,Number,3,176963
8297,r645,2007old<sup>b</sup>,"All science, engineering, and health graduate students",Part time,Percent,3,29.1
8297,r646,2007old<sup>b</sup>,All science graduate students,Total,,2,372120
8297,r647,2007old<sup>b</sup>,All science graduate students,Full time,Number,3,269821
8297,r648,2007old<sup>b</sup>,All science graduate students,Full time,Percent,3,72.5
8297,r649,2007old<sup>b</sup>,All science graduate students,Part time,Number,3,102299
8297,r650,2007old<sup>b</sup>,All science graduate students,Part time,Percent,3,27.5
8297,r651,2007old<sup>b</sup>,All engineering graduate students,Total,,2,130255
8297,r652,2007old<sup>b</sup>,All engineering graduate students,Full time,Number,3,93155
8297,r653,2007old<sup>b</sup>,All engineering graduate students,Full time,Percent,3,71.5
8297,r654,2007old<sup>b</sup>,All engineering graduate students,Part time,Number,3,37100
8297,r655,2007old<sup>b</sup>,All engineering graduate students,Part time,Percent,3,28.5
8297,r656,2007old<sup>b</sup>,All health graduate students,Total,,2,105448
8297,r657,2007old<sup>b</sup>,All health graduate students,Full time,Number,3,67884
8297,r658,2007old<sup>b</sup>,All health graduate students,Full time,Percent,3,64.4
8297,r659,2007old<sup>b</sup>,All health graduate students,Part time,Number,3,37564
8297,r660,2007old<sup>b</sup>,All health graduate students,Part time,Percent,3,35.6
8297,r661,2007new<sup>b</sup>,"All science, engineering, and health graduate students",Total,,2,619499
8297,r662,2007new<sup>b</sup>,"All science, engineering, and health graduate students",Full time,Number,3,437365
8297,r663,2007new<sup>b</sup>,"All science, engineering, and health graduate students",Full time,Percent,3,70.6
8297,r664,2007new<sup>b</sup>,"All science, engineering, and health graduate students",Part time,Number,3,182134
8297,r665,2007new<sup>b</sup>,"All science, engineering, and health graduate students",Part time,Percent,3,29.4
8297,r666,2007new<sup>b</sup>,All science graduate students,Total,,2,384523
8297,r667,2007new<sup>b</sup>,All science graduate students,Full time,Number,3,277229
8297,r668,2007new<sup>b</sup>,All science graduate students,Full time,Percent,3,72.1
8297,r669,2007new<sup>b</sup>,All science graduate students,Part time,Number,3,107294
8297,r670,2007new<sup>b</sup>,All science graduate students,Part time,Percent,3,27.9
8297,r671,2007new<sup>b</sup>,All engineering graduate students,Total,,2,131676
8297,r672,2007new<sup>b</sup>,All engineering graduate students,Full time,Number,3,94313
8297,r673,2007new<sup>b</sup>,All engineering graduate students,Full time,Percent,3,71.6
8297,r674,2007new<sup>b</sup>,All engineering graduate students,Part time,Number,3,37363
8297,r675,2007new<sup>b</sup>,All engineering graduate students,Part time,Percent,3,28.4
8297,r676,2007new<sup>b</sup>,All health graduate students,Total,,2,103300
8297,r677,2007new<sup>b</sup>,All health graduate students,Full time,Number,3,65823
8297,r678,2007new<sup>b</sup>,All health graduate students,Full time,Percent,3,63.7
8297,r679,2007new<sup>b</sup>,All health graduate students,Part time,Number,3,37477
8297,r680,2007new<sup>b</sup>,All health graduate students,Part time,Percent,3,36.3
8297,r681,2008,"All science, engineering, and health graduate students",Total,,2,631489
8297,r682,2008,"All science, engineering, and health graduate students",Full time,Number,3,449613
8297,r683,2008,"All science, engineering, and health graduate students",Full time,Percent,3,71.2
8297,r684,2008,"All science, engineering, and health graduate students",Part time,Number,3,181876
8297,r685,2008,"All science, engineering, and health graduate students",Part time,Percent,3,28.8
8297,r686,2008,All science graduate students,Total,,2,391419
8297,r687,2008,All science graduate students,Full time,Number,3,285305
8297,r688,2008,All science graduate students,Full time,Percent,3,72.9
8297,r689,2008,All science graduate students,Part time,Number,3,106114
8297,r690,2008,All science graduate students,Part time,Percent,3,27.1
8297,r691,2008,All engineering graduate students,Total,,2,137856
8297,r692,2008,All engineering graduate students,Full time,Number,3,98255
8297,r693,2008,All engineering graduate students,Full time,Percent,3,71.3
8297,r694,2008,All engineering graduate students,Part time,Number,3,39601
8297,r695,2008,All engineering graduate students,Part time,Percent,3,28.7
8297,r696,2008,All health graduate students,Total,,2,102214
8297,r697,2008,All health graduate students,Full time,Number,3,66053
8297,r698,2008,All health graduate students,Full time,Percent,3,64.6
8297,r699,2008,All health graduate students,Part time,Number,3,36161
8297,r700,2008,All health graduate students,Part time,Percent,3,35.4
8297,r701,2009,"All science, engineering, and health graduate students",Total,,2,631645
8297,r702,2009,"All science, engineering, and health graduate students",Full time,Number,3,456115
8297,r703,2009,"All science, engineering, and health graduate students",Full time,Percent,3,72.2
8297,r704,2009,"All science, engineering, and health graduate students",Part time,Number,3,175530
8297,r705,2009,"All science, engineering, and health graduate students",Part time,Percent,3,27.8
8297,r706,2009,All science graduate students,Total,,2,401008
8297,r707,2009,All science graduate students,Full time,Number,3,293561
8297,r708,2009,All science graduate students,Full time,Percent,3,73.2
8297,r709,2009,All science graduate students,Part time,Number,3,107447
8297,r710,2009,All science graduate students,Part time,Percent,3,26.8
8297,r711,2009,All engineering graduate students,Total,,2,144677
8297,r712,2009,All engineering graduate students,Full time,Number,3,104937
8297,r713,2009,All engineering graduate students,Full time,Percent,3,72.5
8297,r714,2009,All engineering graduate students,Part time,Number,3,39740
8297,r715,2009,All engineering graduate students,Part time,Percent,3,27.5
8297,r716,2009,All health graduate students,Total,,2,85960
8297,r717,2009,All health graduate students,Full time,Number,3,57617
8297,r718,2009,All health graduate students,Full time,Percent,3,67.0
8297,r719,2009,All health graduate students,Part time,Number,3,28343
8297,r720,2009,All health graduate students,Part time,Percent,3,33.0
8297,r721,2010,"All science, engineering, and health graduate students",Total,,2,632652
8297,r722,2010,"All science, engineering, and health graduate students",Full time,Number,3,461185
8297,r723,2010,"All science, engineering, and health graduate students",Full time,Percent,3,72.9
8297,r724,2010,"All science, engineering, and health graduate students",Part time,Number,3,171467
8297,r725,2010,"All science, engineering, and health graduate students",Part time,Percent,3,27.1
8297,r726,2010,All science graduate students,Total,,2,407291
8297,r727,2010,All science graduate students,Full time,Number,3,299315
8297,r728,2010,All science graduate students,Full time,Percent,3,73.5
8297,r729,2010,All science graduate students,Part time,Number,3,107976
8297,r730,2010,All science graduate students,Part time,Percent,3,26.5
8297,r731,2010,All engineering graduate students,Total,,2,149241
8297,r732,2010,All engineering graduate students,Full time,Number,3,109792
8297,r733,2010,All engineering graduate students,Full time,Percent,3,73.6
8297,r734,2010,All engineering graduate students,Part time,Number,3,39449
8297,r735,2010,All engineering graduate students,Part time,Percent,3,26.4
8297,r736,2010,All health graduate students,Total,,2,76120
8297,r737,2010,All health graduate students,Full time,Number,3,52078
8297,r738,2010,All health graduate students,Full time,Percent,3,68.4
8297,r739,2010,All health graduate students,Part time,Number,3,24042
8297,r740,2010,All health graduate students,Part time,Percent,3,31.6
8297,r741,2011,"All science, engineering, and health graduate students",Total,,2,626820
8297,r742,2011,"All science, engineering, and health graduate students",Full time,Number,3,457292
8297,r743,2011,"All science, engineering, and health graduate students",Full time,Percent,3,73.0
8297,r744,2011,"All science, engineering, and health graduate students",Part time,Number,3,169528
8297,r745,2011,"All science, engineering, and health graduate students",Part time,Percent,3,27.0
8297,r746,2011,All science graduate students,Total,,2,414440
8297,r747,2011,All science graduate students,Full time,Number,3,303015
8297,r748,2011,All science graduate students,Full time,Percent,3,73.1
8297,r749,2011,All science graduate students,Part time,Number,3,111425
8297,r750,2011,All science graduate students,Part time,Percent,3,26.9
8297,r751,2011,All engineering graduate students,Total,,2,146501
8297,r752,2011,All engineering graduate students,Full time,Number,3,108153
8297,r753,2011,All engineering graduate students,Full time,Percent,3,73.8
8297,r754,2011,All engineering graduate students,Part time,Number,3,38348
8297,r755,2011,All engineering graduate students,Part time,Percent,3,26.2
8297,r756,2011,All health graduate students,Total,,2,65879
8297,r757,2011,All health graduate students,Full time,Number,3,46124
8297,r758,2011,All health graduate students,Full time,Percent,3,70.0
8297,r759,2011,All health graduate students,Part time,Number,3,19755
8297,r760,2011,All health graduate students,Part time,Percent,3,30.0
8297,r761,2012,"All science, engineering, and health graduate students",Total,,2,627243
8297,r762,2012,"All science, engineering, and health graduate students",Full time,Number,3,459498
8297,r763,2012,"All science, engineering, and health graduate students",Full time,Percent,3,73.3
8297,r764,2012,"All science, engineering, and health graduate students",Part time,Number,3,167745
8297,r765,2012,"All science, engineering, and health graduate students",Part time,Percent,3,26.7
8297,r766,2012,All science graduate students,Total,,2,413033
8297,r767,2012,All science graduate students,Full time,Number,3,304795
8297,r768,2012,All science graduate students,Full time,Percent,3,73.8
8297,r769,2012,All science graduate students,Part time,Number,3,108238
8297,r770,2012,All science graduate students,Part time,Percent,3,26.2
8297,r771,2012,All engineering graduate students,Total,,2,148385
8297,r772,2012,All engineering graduate students,Full time,Number,3,109589
8297,r773,2012,All engineering graduate students,Full time,Percent,3,73.9
8297,r774,2012,All engineering graduate students,Part time,Number,3,38796
8297,r775,2012,All engineering graduate students,Part time,Percent,3,26.1
8297,r776,2012,All health graduate students,Total,,2,65825
8297,r777,2012,All health graduate students,Full time,Number,3,45114
8297,r778,2012,All health graduate students,Full time,Percent,3,68.5
8297,r779,2012,All health graduate students,Part time,Number,3,20711
8297,r780,2012,All health graduate students,Part time,Percent,3,31.5
8297,r781,2013,"All science, engineering, and health graduate students",Total,,2,633010
8297,r782,2013,"All science, engineering, and health graduate students",Full time,Number,3,468953
8297,r783,2013,"All science, engineering, and health graduate students",Full time,Percent,3,74.1
8297,r784,2013,"All science, engineering, and health graduate students",Part time,Number,3,164057
8297,r785,2013,"All science, engineering, and health graduate students",Part time,Percent,3,25.9
8297,r786,2013,All science graduate students,Total,,2,417251
8297,r787,2013,All science graduate students,Full time,Number,3,309756
8297,r788,2013,All science graduate students,Full time,Percent,3,74.2
8297,r789,2013,All science graduate students,Part time,Number,3,107495
8297,r790,2013,All science graduate students,Part time,Percent,3,25.8
8297,r791,2013,All engineering graduate students,Total,,2,153049
8297,r792,2013,All engineering graduate students,Full time,Number,3,114752
8297,r793,2013,All engineering graduate students,Full time,Percent,3,75.0
8297,r794,2013,All engineering graduate students,Part time,Number,3,38297
8297,r795,2013,All engineering graduate students,Part time,Percent,3,25.0
8297,r796,2013,All health graduate students,Total,,2,62710
8297,r797,2013,All health graduate students,Full time,Number,3,44445
8297,r798,2013,All health graduate students,Full time,Percent,3,70.9
8297,r799,2013,All health graduate students,Part time,Number,3,18265
8297,r800,2013,All health graduate students,Part time,Percent,3,29.1
8297,r801,2014old<sup>c</sup>,"All science, engineering, and health graduate students",Total,,2,650738
8297,r802,2014old<sup>c</sup>,"All science, engineering, and health graduate students",Full time,Number,3,484880
8297,r803,2014old<sup>c</sup>,"All science, engineering, and health graduate students",Full time,Percent,3,74.5
8297,r804,2014old<sup>c</sup>,"All science, engineering, and health graduate students",Part time,Number,3,165858
8297,r805,2014old<sup>c</sup>,"All science, engineering, and health graduate students",Part time,Percent,3,25.5
8297,r806,2014old<sup>c</sup>,All science graduate students,Total,,2,425148
8297,r807,2014old<sup>c</sup>,All science graduate students,Full time,Number,3,317881
8297,r808,2014old<sup>c</sup>,All science graduate students,Full time,Percent,3,74.8
8297,r809,2014old<sup>c</sup>,All science graduate students,Part time,Number,3,107267
8297,r810,2014old<sup>c</sup>,All science graduate students,Part time,Percent,3,25.2
8297,r811,2014old<sup>c</sup>,All engineering graduate students,Total,,2,162013
8297,r812,2014old<sup>c</sup>,All engineering graduate students,Full time,Number,3,122642
8297,r813,2014old<sup>c</sup>,All engineering graduate students,Full time,Percent,3,75.7
8297,r814,2014old<sup>c</sup>,All engineering graduate students,Part time,Number,3,39371
8297,r815,2014old<sup>c</sup>,All engineering graduate students,Part time,Percent,3,24.3
8297,r816,2014old<sup>c</sup>,All health graduate students,Total,,2,63577
8297,r817,2014old<sup>c</sup>,All health graduate students,Full time,Number,3,44357
8297,r818,2014old<sup>c</sup>,All health graduate students,Full time,Percent,3,69.8
8297,r819,2014old<sup>c</sup>,All health graduate students,Part time,Number,3,19220
8297,r820,2014old<sup>c</sup>,All health graduate students,Part time,Percent,3,30.2
8297,r821,2014new<sup>c</sup>,"All science, engineering, and health graduate students",Total,,2,666586
8297,r822,2014new<sup>c</sup>,"All science, engineering, and health graduate students",Full time,Number,3,492170
8297,r823,2014new<sup>c</sup>,"All science, engineering, and health graduate students",Full time,Percent,3,73.8
8297,r824,2014new<sup>c</sup>,"All science, engineering, and health graduate students",Part time,Number,3,174416
8297,r825,2014new<sup>c</sup>,"All science, engineering, and health graduate students",Part time,Percent,3,26.2
8297,r826,2014new<sup>c</sup>,All science graduate students,Total,,2,437395
8297,r827,2014new<sup>c</sup>,All science graduate students,Full time,Number,3,322714
8297,r828,2014new<sup>c</sup>,All science graduate students,Full time,Percent,3,73.8
8297,r829,2014new<sup>c</sup>,All science graduate students,Part time,Number,3,114681
8297,r830,2014new<sup>c</sup>,All science graduate students,Part time,Percent,3,26.2
8297,r831,2014new<sup>c</sup>,All engineering graduate students,Total,,2,164488
8297,r832,2014new<sup>c</sup>,All engineering graduate students,Full time,Number,3,124382
8297,r833,2014new<sup>c</sup>,All engineering graduate students,Full time,Percent,3,75.6
8297,r834,2014new<sup>c</sup>,All engineering graduate students,Part time,Number,3,40106
8297,r835,2014new<sup>c</sup>,All engineering graduate students,Part time,Percent,3,24.4
8297,r836,2014new<sup>c</sup>,All health graduate students,Total,,2,64703
8297,r837,2014new<sup>c</sup>,All health graduate students,Full time,Number,3,45074
8297,r838,2014new<sup>c</sup>,All health graduate students,Full time,Percent,3,69.7
8297,r839,2014new<sup>c</sup>,All health graduate students,Part time,Number,3,19629
8297,r840,2014new<sup>c</sup>,All health graduate students,Part time,Percent,3,30.3
8297,r841,2015,"All science, engineering, and health graduate students",Total,,2,685397
8297,r842,2015,"All science, engineering, and health graduate students",Full time,Number,3,506262
8297,r843,2015,"All science, engineering, and health graduate students",Full time,Percent,3,73.9
8297,r844,2015,"All science, engineering, and health graduate students",Part time,Number,3,179135
8297,r845,2015,"All science, engineering, and health graduate students",Part time,Percent,3,26.1
8297,r846,2015,All science graduate students,Total,,2,448654
8297,r847,2015,All science graduate students,Full time,Number,3,331293
8297,r848,2015,All science graduate students,Full time,Percent,3,73.8
8297,r849,2015,All science graduate students,Part time,Number,3,117361
8297,r850,2015,All science graduate students,Part time,Percent,3,26.2
8297,r851,2015,All engineering graduate students,Total,,2,169354
8297,r852,2015,All engineering graduate students,Full time,Number,3,128112
8297,r853,2015,All engineering graduate students,Full time,Percent,3,75.6
8297,r854,2015,All engineering graduate students,Part time,Number,3,41242
8297,r855,2015,All engineering graduate students,Part time,Percent,3,24.4
8297,r856,2015,All health graduate students,Total,,2,67389
8297,r857,2015,All health graduate students,Full time,Number,3,46857
8297,r858,2015,All health graduate students,Full time,Percent,3,69.5
8297,r859,2015,All health graduate students,Part time,Number,3,20532
8297,r860,2015,All health graduate students,Part time,Percent,3,30.5
8297,r861,2016,"All science, engineering, and health graduate students",Total,,2,684825
8297,r862,2016,"All science, engineering, and health graduate students",Full time,Number,3,508773
8297,r863,2016,"All science, engineering, and health graduate students",Full time,Percent,3,74.3
8297,r864,2016,"All science, engineering, and health graduate students",Part time,Number,3,176052
8297,r865,2016,"All science, engineering, and health graduate students",Part time,Percent,3,25.7
8297,r866,2016,All science graduate students,Total,,2,452046
