table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_total_all_r_d_expenditures,field_total_clinical_trials,field_federal_all_r_d_expenditures,field_federal_clinical_trials,field_nonfederal_all_r_d_expenditures,field_nonfederal_clinical_trials
12720,r127,Massachusetts -> Private -> Boston C.,Massachusetts,Private,Boston C.,3,"['81,425', '']","['3,520', '']","['39,356', '']","['1,154', '']","['42,069', '']","['2,366', '']"
12720,r128,Massachusetts -> Private -> Boston U.,Massachusetts,Private,Boston U.,3,"['773,200', '']","['2,892', '']","['409,551', '']","['553', '']","['363,649', '']","['2,339', '']"
12720,r129,Massachusetts -> Private -> Harvard U.,Massachusetts,Private,Harvard U.,3,"['1,435,218', '']","['60,181', '']","['639,953', '']","['56,931', '']","['795,265', '']","['3,250', '']"
12720,r130,Massachusetts -> Private -> New England C. of Optometry,Massachusetts,Private,New England C. of Optometry,3,"['2,491', '']","['895', 'i']","['1,946', '']","['767', 'i']","['545', '']","['128', 'i']"
12720,r131,Massachusetts -> Private -> Tufts U.,Massachusetts,Private,Tufts U.,3,"['247,276', '']","['1,659', '']","['154,458', '']","['1,345', '']","['92,818', '']","['314', '']"
12720,r132,Michigan,Michigan,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r133,Michigan -> Public,Michigan,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r134,Michigan -> Public -> Central Michigan U.,Michigan,Public,Central Michigan U.,3,"['25,363', '']","['514', '']","['9,591', '']","['186', '']","['15,772', '']","['328', '']"
12720,r135,Michigan -> Public -> Grand Valley State U.,Michigan,Public,Grand Valley State U.,3,"['6,231', '']","['422', '']","['1,808', '']","['422', '']","['4,423', '']","['0', '']"
12720,r136,Michigan -> Public -> Michigan State U.,Michigan,Public,Michigan State U.,3,"['844,076', '']","['7,646', '']","['435,564', '']","['6,164', '']","['408,512', '']","['1,482', '']"
12720,r137,Michigan -> Public -> Oakland U.,Michigan,Public,Oakland U.,3,"['37,263', '']","['535', '']","['9,600', '']","['435', '']","['27,663', '']","['100', '']"
12720,r138,"Michigan -> Public -> U. Michigan, Ann Arbor",Michigan,Public,"U. Michigan, Ann Arbor",3,"['1,925,875', '']","['46,238', '']","['1,041,430', '']","['5,652', '']","['884,445', '']","['40,586', '']"
12720,r139,Michigan -> Public -> Wayne State U.,Michigan,Public,Wayne State U.,3,"['250,911', '']","['16,469', '']","['128,521', '']","['871', '']","['122,390', '']","['15,598', '']"
12720,r140,Michigan -> Public -> Western Michigan U. and Homer Stryker M.D. School of Medicine,Michigan,Public,Western Michigan U. and Homer Stryker M.D. School of Medicine,3,"['45,157', '']","['375', '']","['12,631', '']","['2', '']","['32,526', '']","['373', '']"
12720,r141,Minnesota,Minnesota,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r142,Minnesota -> Public,Minnesota,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r143,"Minnesota -> Public -> U. Minnesota, Twin Cities",Minnesota,Public,"U. Minnesota, Twin Cities",3,"['1,320,183', '']","['62,801', '']","['702,483', '']","['37,174', '']","['617,700', '']","['25,627', '']"
12720,r144,Mississippi,Mississippi,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r145,Mississippi -> Public,Mississippi,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r146,Mississippi -> Public -> Alcorn State U.,Mississippi,Public,Alcorn State U.,3,"['19,141', '']","['529', 'i']","['10,996', '']","['421', 'i']","['8,145', '']","['108', 'i']"
12720,r147,Mississippi -> Public -> U. Mississippi,Mississippi,Public,U. Mississippi,3,"['172,176', '']","['1,374', '']","['85,186', '']","['666', '']","['86,990', '']","['708', '']"
12720,r148,Missouri,Missouri,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r149,Missouri -> Public,Missouri,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r150,"Missouri -> Public -> U. Missouri, Columbia",Missouri,Public,"U. Missouri, Columbia",3,"['462,435', '']","['2,965', '']","['217,091', '']","['285', '']","['245,344', '']","['2,680', '']"
12720,r151,"Missouri -> Public -> U. Missouri, Kansas City",Missouri,Public,"U. Missouri, Kansas City",3,"['54,565', '']","['207', '']","['28,115', '']","['0', '']","['26,450', '']","['207', '']"
12720,r152,Missouri -> Private,Missouri,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r153,Missouri -> Private -> Saint Louis U.,Missouri,Private,Saint Louis U.,3,"['85,921', '']","['9,231', '']","['44,157', '']","['4,413', '']","['41,764', '']","['4,818', '']"
12720,r154,"Missouri -> Private -> Washington U., Saint Louis",Missouri,Private,"Washington U., Saint Louis",3,"['1,168,861', '']","['50,652', '']","['758,464', '']","['0', '']","['410,397', '']","['50,652', '']"
12720,r155,Montana,Montana,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r156,Montana -> Public,Montana,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r157,"Montana -> Public -> Montana State U., Bozeman",Montana,Public,"Montana State U., Bozeman",3,"['229,682', '']","['1,727', '']","['142,965', '']","['1,711', '']","['86,717', '']","['16', '']"
12720,r158,Nebraska,Nebraska,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r159,Nebraska -> Public,Nebraska,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r160,"Nebraska -> Public -> U. Nebraska, Lincoln and Medical Center<sup>c</sup>",Nebraska,Public,"U. Nebraska, Lincoln and Medical Center<sup>c</sup>",3,"['617,372', '']","['15,653', '']","['280,120', '']","['7,340', '']","['337,252', '']","['8,313', '']"
12720,r161,"Nebraska -> Public -> U. Nebraska, Omaha",Nebraska,Public,"U. Nebraska, Omaha",3,"['30,841', '']","['474', '']","['22,096', '']","['454', '']","['8,745', '']","['20', '']"
12720,r162,Nebraska -> Private,Nebraska,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r163,Nebraska -> Private -> Creighton U.,Nebraska,Private,Creighton U.,3,"['28,443', '']","['2,391', 'i']","['12,681', '']","['675', 'i']","['15,762', '']","['1,716', 'i']"
12720,r164,Nevada,Nevada,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r165,Nevada -> Public,Nevada,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r166,"Nevada -> Public -> U. Nevada, Las Vegas",Nevada,Public,"U. Nevada, Las Vegas",3,"['98,751', '']","['116', '']","['38,815', '']","['0', '']","['59,936', '']","['116', '']"
12720,r167,"Nevada -> Public -> U. Nevada, Reno",Nevada,Public,"U. Nevada, Reno",3,"['188,505', '']","['529', '']","['83,603', '']","['529', '']","['104,902', '']","['0', '']"
12720,r168,Nevada -> Private,Nevada,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r169,Nevada -> Private -> Roseman U. of Health Sciences,Nevada,Private,Roseman U. of Health Sciences,3,"['6,065', '']","['56', '']","['38', '']","['0', '']","['6,027', '']","['56', '']"
12720,r170,New Hampshire,New Hampshire,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r171,New Hampshire -> Private,New Hampshire,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r172,New Hampshire -> Private -> Dartmouth C. and Dartmouth Hitchcock Medical Center,New Hampshire,Private,Dartmouth C. and Dartmouth Hitchcock Medical Center,3,"['366,856', '']","['19,982', '']","['168,740', '']","['15,999', '']","['198,116', '']","['3,983', '']"
12720,r173,New Jersey,New Jersey,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r174,New Jersey -> Public,New Jersey,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r175,"New Jersey -> Public -> Rutgers, State U. New Jersey, New Brunswick",New Jersey,Public,"Rutgers, State U. New Jersey, New Brunswick",3,"['831,719', '']","['16,822', '']","['400,930', '']","['4,867', '']","['430,789', '']","['11,955', '']"
12720,r176,New Mexico,New Mexico,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r177,New Mexico -> Public,New Mexico,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r178,New Mexico -> Public -> New Mexico Highlands U.,New Mexico,Public,New Mexico Highlands U.,3,"['3,468', '']","['421', 'i']","['3,416', '']","['421', 'i']","['52', '']","['0', 'i']"
12720,r179,New Mexico -> Public -> U. New Mexico,New Mexico,Public,U. New Mexico,3,"['316,026', '']","['10,828', '']","['205,351', '']","['6,053', '']","['110,675', '']","['4,775', '']"
12720,r180,New York,New York,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r181,New York -> Public,New York,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r182,"New York -> Public -> CUNY, C. Staten Island",New York,Public,"CUNY, C. Staten Island",3,"['4,730', '']","['677', '']","['3,296', '']","['519', '']","['1,434', '']","['158', '']"
12720,r183,"New York -> Public -> SUNY, C. of Optometry",New York,Public,"SUNY, C. of Optometry",3,"['4,423', '']","['1,266', '']","['2,469', '']","['9', '']","['1,954', '']","['1,257', '']"
12720,r184,"New York -> Public -> SUNY, Downstate Health Sciences U.",New York,Public,"SUNY, Downstate Health Sciences U.",3,"['35,600', '']","['495', '']","['28,543', '']","['137', '']","['7,057', '']","['358', '']"
12720,r185,"New York -> Public -> SUNY, Stony Brook U.",New York,Public,"SUNY, Stony Brook U.",3,"['324,531', '']","['10,334', '']","['192,448', '']","['4,980', '']","['132,083', '']","['5,354', '']"
12720,r186,"New York -> Public -> SUNY, U. Buffalo",New York,Public,"SUNY, U. Buffalo",3,"['471,569', '']","['6,525', '']","['257,857', '']","['595', '']","['213,712', '']","['5,930', '']"
12720,r187,"New York -> Public -> SUNY, Upstate Medical U.",New York,Public,"SUNY, Upstate Medical U.",3,"['53,219', '']","['6,864', '']","['30,069', '']","['608', '']","['23,150', '']","['6,256', '']"
12720,r188,New York -> Private,New York,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r189,New York -> Private -> Albany Medical C.,New York,Private,Albany Medical C.,3,"['23,259', '']","['2,355', '']","['14,193', '']","['17', '']","['9,066', '']","['2,338', '']"
12720,r190,New York -> Private -> Albert Einstein C. of Medicine,New York,Private,Albert Einstein C. of Medicine,3,"['336,238', '']","['323', '']","['230,151', '']","['314', '']","['106,087', '']","['9', '']"
12720,r191,New York -> Private -> Columbia U. in the City of New York,New York,Private,Columbia U. in the City of New York,3,"['1,341,952', '']","['110,102', '']","['988,670', '']","['52,550', '']","['353,282', '']","['57,552', '']"
12720,r192,New York -> Private -> Cornell U.,New York,Private,Cornell U.,3,"['1,451,971', '']","['27,115', '']","['705,132', '']","['11,003', '']","['746,839', '']","['16,112', '']"
12720,r193,New York -> Private -> Icahn School of Medicine at Mount Sinai,New York,Private,Icahn School of Medicine at Mount Sinai,3,"['972,476', '']","['143,186', '']","['658,916', '']","['74,289', '']","['313,560', '']","['68,897', '']"
12720,r194,New York -> Private -> Ithaca C.,New York,Private,Ithaca C.,3,"['861', '']","['10', '']","['453', '']","['10', '']","['408', '']","['0', '']"
12720,r195,New York -> Private -> New School,New York,Private,New School,3,"['22,680', '']","['568', '']","['1,337', '']","['489', '']","['21,343', '']","['79', '']"
12720,r196,New York -> Private -> New York Medical C.,New York,Private,New York Medical C.,3,"['17,113', '']","['2,711', '']","['8,226', '']","['342', '']","['8,887', '']","['2,369', '']"
12720,r197,New York -> Private -> New York U.,New York,Private,New York U.,3,"['1,457,424', '']","['50,040', '']","['787,204', '']","['4,097', '']","['670,220', '']","['45,943', '']"
12720,r198,New York -> Private -> Rockefeller U.,New York,Private,Rockefeller U.,3,"['385,168', '']","['105', '']","['101,422', '']","['46', '']","['283,746', '']","['59', '']"
12720,r199,New York -> Private -> Syracuse U.,New York,Private,Syracuse U.,3,"['183,850', '']","['19', '']","['46,595', '']","['19', '']","['137,255', '']","['0', '']"
12720,r200,New York -> Private -> U. Rochester,New York,Private,U. Rochester,3,"['481,227', '']","['38,450', '']","['368,190', '']","['16,230', '']","['113,037', '']","['22,220', '']"
12720,r201,North Carolina,North Carolina,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r202,North Carolina -> Public,North Carolina,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r203,North Carolina -> Public -> East Carolina U.,North Carolina,Public,East Carolina U.,3,"['67,082', '']","['3,432', '']","['30,851', '']","['298', '']","['36,231', '']","['3,134', '']"
12720,r204,"North Carolina -> Public -> U. North Carolina, Chapel Hill",North Carolina,Public,"U. North Carolina, Chapel Hill",3,"['1,549,617', '']","['54,752', '']","['907,710', '']","['11,653', '']","['641,907', '']","['43,099', '']"
12720,r205,"North Carolina -> Public -> U. North Carolina, Greensboro",North Carolina,Public,"U. North Carolina, Greensboro",3,"['44,521', '']","['1,368', '']","['31,581', '']","['1,368', '']","['12,940', '']","['0', '']"
12720,r206,North Carolina -> Private,North Carolina,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r207,North Carolina -> Private -> Duke U.,North Carolina,Private,Duke U.,3,"['1,507,996', '']","['720,471', '']","['974,202', '']","['506,571', '']","['533,794', '']","['213,900', '']"
12720,r208,North Carolina -> Private -> Wake Forest U.,North Carolina,Private,Wake Forest U.,3,"['308,972', '']","['40,875', '']","['204,713', '']","['24,830', '']","['104,259', '']","['16,045', '']"
12720,r209,Ohio,Ohio,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r210,Ohio -> Public,Ohio,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r211,Ohio -> Public -> Kent State U.,Ohio,Public,Kent State U.,3,"['58,984', '']","['576', '']","['17,959', '']","['516', '']","['41,025', '']","['60', '']"
12720,r212,Ohio -> Public -> Miami U.,Ohio,Public,Miami U.,3,"['28,430', '']","['208', '']","['10,724', '']","['208', '']","['17,706', '']","['0', '']"
12720,r213,Ohio -> Public -> Ohio State U.,Ohio,Public,Ohio State U.,3,"['1,449,188', '']","['100,145', '']","['694,647', '']","['37,152', '']","['754,541', '']","['62,993', '']"
12720,r214,Ohio -> Public -> Ohio U.,Ohio,Public,Ohio U.,3,"['59,877', '']","['224', '']","['21,919', '']","['221', '']","['37,958', '']","['3', '']"
12720,r215,Ohio -> Public -> U. Cincinnati,Ohio,Public,U. Cincinnati,3,"['698,642', '']","['35,719', '']","['391,943', '']","['14,624', '']","['306,699', '']","['21,095', '']"
12720,r216,Ohio -> Public -> U. Toledo,Ohio,Public,U. Toledo,3,"['67,656', '']","['1,164', '']","['37,872', '']","['176', '']","['29,784', '']","['988', '']"
12720,r217,Ohio -> Public -> Wright State U.,Ohio,Public,Wright State U.,3,"['26,189', '']","['685', '']","['19,081', '']","['419', '']","['7,108', '']","['266', '']"
12720,r218,Ohio -> Private,Ohio,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r219,Ohio -> Private -> Case Western Reserve U.,Ohio,Private,Case Western Reserve U.,3,"['553,740', '']","['28,431', '']","['431,736', '']","['27,190', '']","['122,004', '']","['1,241', '']"
12720,r220,Oklahoma,Oklahoma,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r221,Oklahoma -> Public,Oklahoma,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r222,"Oklahoma -> Public -> Oklahoma State U., Center for Health Sciences",Oklahoma,Public,"Oklahoma State U., Center for Health Sciences",3,"['12,500', '']","['253', '']","['4,773', '']","['241', '']","['7,727', '']","['12', '']"
12720,r223,"Oklahoma -> Public -> U. Oklahoma, Norman and Health Science Center",Oklahoma,Public,"U. Oklahoma, Norman and Health Science Center",3,"['436,964', '']","['8,242', '']","['219,964', '']","['323', '']","['217,000', '']","['7,919', '']"
12720,r224,"Oklahoma -> Public -> U. Oklahoma, Tulsa",Oklahoma,Public,"U. Oklahoma, Tulsa",3,"['5,826', '']","['60', '']","['1,328', '']","['0', '']","['4,498', '']","['60', '']"
12720,r225,Oklahoma -> Private,Oklahoma,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r226,Oklahoma -> Private -> U. Tulsa,Oklahoma,Private,U. Tulsa,3,"['24,845', '']","['2', '']","['8,545', '']","['0', '']","['16,300', '']","['2', '']"
12720,r227,Oregon,Oregon,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r228,Oregon -> Public,Oregon,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r229,Oregon -> Public -> Oregon Health and Science U.,Oregon,Public,Oregon Health and Science U.,3,"['517,742', '']","['76,099', '']","['374,043', '']","['30,232', '']","['143,699', '']","['45,867', '']"
12720,r230,Oregon -> Public -> U. Oregon,Oregon,Public,U. Oregon,3,"['164,500', '']","['7,293', '']","['100,265', '']","['7,117', '']","['64,235', '']","['176', '']"
12720,r231,Oregon -> Private,Oregon,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r232,Oregon -> Private -> National U. of Natural Medicine,Oregon,Private,National U. of Natural Medicine,3,"['1,336', '']","['214', '']","['862', '']","['45', '']","['474', '']","['169', '']"
12720,r233,Oregon -> Private -> Pacific U.,Oregon,Private,Pacific U.,3,"['10,719', '']","['2,052', '']","['7,133', '']","['1,983', '']","['3,586', '']","['69', '']"
12720,r234,Pennsylvania,Pennsylvania,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r235,Pennsylvania -> Public,Pennsylvania,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r236,"Pennsylvania -> Public -> Pennsylvania State U., University Park and Hershey Medical Center",Pennsylvania,Public,"Pennsylvania State U., University Park and Hershey Medical Center",3,"['1,206,793', '']","['21,120', '']","['781,303', '']","['13,260', '']","['425,490', '']","['7,860', '']"
12720,r237,Pennsylvania -> Public -> Temple U.,Pennsylvania,Public,Temple U.,3,"['292,029', '']","['22,245', '']","['154,516', '']","['1,087', '']","['137,513', '']","['21,158', '']"
12720,r238,"Pennsylvania -> Public -> U. Pittsburgh, Pittsburgh",Pennsylvania,Public,"U. Pittsburgh, Pittsburgh",3,"['1,398,078', '']","['39,861', '']","['916,735', '']","['17,955', '']","['481,343', '']","['21,906', '']"
12720,r239,Pennsylvania -> Public -> West Chester U. Pennsylvania,Pennsylvania,Public,West Chester U. Pennsylvania,3,"['6,132', '']","['323', '']","['1,386', '']","['323', '']","['4,746', '']","['0', '']"
12720,r240,Pennsylvania -> Private,Pennsylvania,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r241,Pennsylvania -> Private -> Carnegie Mellon U.,Pennsylvania,Private,Carnegie Mellon U.,3,"['484,757', '']","['1,451', '']","['279,954', '']","['1,449', '']","['204,803', '']","['2', '']"
12720,r242,Pennsylvania -> Private -> Drexel U.,Pennsylvania,Private,Drexel U.,3,"['169,583', '']","['740', '']","['108,724', '']","['147', '']","['60,859', '']","['593', '']"
12720,r243,Pennsylvania -> Private -> Thomas Jefferson U.,Pennsylvania,Private,Thomas Jefferson U.,3,"['258,345', '']","['24,900', '']","['110,366', '']","['6,208', '']","['147,979', '']","['18,692', '']"
12720,r244,Pennsylvania -> Private -> U. Pennsylvania,Pennsylvania,Private,U. Pennsylvania,3,"['1,953,617', '']","['77,389', '']","['936,469', '']","['7,691', '']","['1,017,148', '']","['69,698', '']"
12720,r245,Rhode Island,Rhode Island,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r246,Rhode Island -> Public,Rhode Island,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r247,Rhode Island -> Public -> U. Rhode Island,Rhode Island,Public,U. Rhode Island,3,"['144,013', '']","['109', '']","['102,056', '']","['109', '']","['41,957', '']","['0', '']"
12720,r248,South Carolina,South Carolina,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r249,South Carolina -> Public,South Carolina,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r250,South Carolina -> Public -> Medical U. South Carolina,South Carolina,Public,Medical U. South Carolina,3,"['333,826', '']","['49,658', 'i']","['168,957', '']","['22,921', 'i']","['164,869', '']","['26,737', 'i']"
12720,r251,"South Carolina -> Public -> U. South Carolina, Columbia",South Carolina,Public,"U. South Carolina, Columbia",3,"['262,207', '']","['247', '']","['124,330', '']","['113', '']","['137,877', '']","['134', '']"
12720,r252,South Dakota,South Dakota,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
