table_id,row_id,time_period,all_employed_level_1,all_employed_level_2,all_employed_level_3,all_employed_hierarchy_depth,value
3751,r256,On postdoc in February 2019 -> Citizenship -> U.S. citizen,Science,Total,SE,3,425
3751,r257,On postdoc in February 2019 -> Citizenship -> U.S. citizen,Science,"Biological, agricultural, and environmental life sciences",Number,3,8000
3751,r258,On postdoc in February 2019 -> Citizenship -> U.S. citizen,Science,"Biological, agricultural, and environmental life sciences",SE,3,375
3751,r259,On postdoc in February 2019 -> Citizenship -> U.S. citizen,Science,Computer and information sciences,Number,3,100
3751,r260,On postdoc in February 2019 -> Citizenship -> U.S. citizen,Science,Computer and information sciences,SE,3,50
3751,r261,On postdoc in February 2019 -> Citizenship -> U.S. citizen,Science,Mathematics and statistics,Number,3,350
3751,r262,On postdoc in February 2019 -> Citizenship -> U.S. citizen,Science,Mathematics and statistics,SE,3,100
3751,r263,On postdoc in February 2019 -> Citizenship -> U.S. citizen,Science,Physical sciences,Number,3,2300
3751,r264,On postdoc in February 2019 -> Citizenship -> U.S. citizen,Science,Physical sciences,SE,3,200
3751,r265,On postdoc in February 2019 -> Citizenship -> U.S. citizen,Science,Psychology,Number,3,800
3751,r266,On postdoc in February 2019 -> Citizenship -> U.S. citizen,Science,Psychology,SE,3,150
3751,r267,On postdoc in February 2019 -> Citizenship -> U.S. citizen,Science,Social sciences,Number,3,500
3751,r268,On postdoc in February 2019 -> Citizenship -> U.S. citizen,Science,Social sciences,SE,3,75
3751,r269,On postdoc in February 2019 -> Citizenship -> U.S. citizen,Engineering,Number,,2,1200
3751,r270,On postdoc in February 2019 -> Citizenship -> U.S. citizen,Engineering,SE,,2,150
3751,r271,On postdoc in February 2019 -> Citizenship -> U.S. citizen,Health,Number,,2,550
3751,r272,On postdoc in February 2019 -> Citizenship -> U.S. citizen,Health,SE,,2,125
3751,r273,On postdoc in February 2019 -> Citizenship -> Non-U.S. citizen,All employed,Number,,2,11650
3751,r274,On postdoc in February 2019 -> Citizenship -> Non-U.S. citizen,All employed,SE,,2,575
3751,r275,On postdoc in February 2019 -> Citizenship -> Non-U.S. citizen,Science,Total,Number,3,9000
3751,r276,On postdoc in February 2019 -> Citizenship -> Non-U.S. citizen,Science,Total,SE,3,525
3751,r277,On postdoc in February 2019 -> Citizenship -> Non-U.S. citizen,Science,"Biological, agricultural, and environmental life sciences",Number,3,5400
3751,r278,On postdoc in February 2019 -> Citizenship -> Non-U.S. citizen,Science,"Biological, agricultural, and environmental life sciences",SE,3,400
3751,r279,On postdoc in February 2019 -> Citizenship -> Non-U.S. citizen,Science,Computer and information sciences,Number,3,200
3751,r280,On postdoc in February 2019 -> Citizenship -> Non-U.S. citizen,Science,Computer and information sciences,SE,3,100
3751,r281,On postdoc in February 2019 -> Citizenship -> Non-U.S. citizen,Science,Mathematics and statistics,Number,3,500
3751,r282,On postdoc in February 2019 -> Citizenship -> Non-U.S. citizen,Science,Mathematics and statistics,SE,3,125
3751,r283,On postdoc in February 2019 -> Citizenship -> Non-U.S. citizen,Science,Physical sciences,Number,3,2600
3751,r284,On postdoc in February 2019 -> Citizenship -> Non-U.S. citizen,Science,Physical sciences,SE,3,300
3751,r285,On postdoc in February 2019 -> Citizenship -> Non-U.S. citizen,Science,Psychology,Number,3,200
3751,r286,On postdoc in February 2019 -> Citizenship -> Non-U.S. citizen,Science,Psychology,SE,3,75
3751,r287,On postdoc in February 2019 -> Citizenship -> Non-U.S. citizen,Science,Social sciences,Number,3,100
3751,r288,On postdoc in February 2019 -> Citizenship -> Non-U.S. citizen,Science,Social sciences,SE,3,50
3751,r289,On postdoc in February 2019 -> Citizenship -> Non-U.S. citizen,Engineering,Number,,2,2100
3751,r290,On postdoc in February 2019 -> Citizenship -> Non-U.S. citizen,Engineering,SE,,2,275
3751,r291,On postdoc in February 2019 -> Citizenship -> Non-U.S. citizen,Health,Number,,2,500
3751,r292,On postdoc in February 2019 -> Citizenship -> Non-U.S. citizen,Health,SE,,2,125
3751,r293,On postdoc in February 2019 -> Sector of employment -> Educational institution<sup>d</sup>,All employed,Number,,2,18700
3751,r294,On postdoc in February 2019 -> Sector of employment -> Educational institution<sup>d</sup>,All employed,SE,,2,600
3751,r295,On postdoc in February 2019 -> Sector of employment -> Educational institution<sup>d</sup>,Science,Total,Number,3,15750
3751,r296,On postdoc in February 2019 -> Sector of employment -> Educational institution<sup>d</sup>,Science,Total,SE,3,575
3751,r297,On postdoc in February 2019 -> Sector of employment -> Educational institution<sup>d</sup>,Science,"Biological, agricultural, and environmental life sciences",Number,3,9950
3751,r298,On postdoc in February 2019 -> Sector of employment -> Educational institution<sup>d</sup>,Science,"Biological, agricultural, and environmental life sciences",SE,3,425
3751,r299,On postdoc in February 2019 -> Sector of employment -> Educational institution<sup>d</sup>,Science,Computer and information sciences,Number,3,200
3751,r300,On postdoc in February 2019 -> Sector of employment -> Educational institution<sup>d</sup>,Science,Computer and information sciences,SE,3,75
3751,r301,On postdoc in February 2019 -> Sector of employment -> Educational institution<sup>d</sup>,Science,Mathematics and statistics,Number,3,700
3751,r302,On postdoc in February 2019 -> Sector of employment -> Educational institution<sup>d</sup>,Science,Mathematics and statistics,SE,3,125
3751,r303,On postdoc in February 2019 -> Sector of employment -> Educational institution<sup>d</sup>,Science,Physical sciences,Number,3,3600
3751,r304,On postdoc in February 2019 -> Sector of employment -> Educational institution<sup>d</sup>,Science,Physical sciences,SE,3,300
3751,r305,On postdoc in February 2019 -> Sector of employment -> Educational institution<sup>d</sup>,Science,Psychology,Number,3,800
3751,r306,On postdoc in February 2019 -> Sector of employment -> Educational institution<sup>d</sup>,Science,Psychology,SE,3,150
3751,r307,On postdoc in February 2019 -> Sector of employment -> Educational institution<sup>d</sup>,Science,Social sciences,Number,3,500
3751,r308,On postdoc in February 2019 -> Sector of employment -> Educational institution<sup>d</sup>,Science,Social sciences,SE,3,100
3751,r309,On postdoc in February 2019 -> Sector of employment -> Educational institution<sup>d</sup>,Engineering,Number,,2,2300
3751,r310,On postdoc in February 2019 -> Sector of employment -> Educational institution<sup>d</sup>,Engineering,SE,,2,250
3751,r311,On postdoc in February 2019 -> Sector of employment -> Educational institution<sup>d</sup>,Health,Number,,2,650
3751,r312,On postdoc in February 2019 -> Sector of employment -> Educational institution<sup>d</sup>,Health,SE,,2,125
3751,r313,On postdoc in February 2019 -> Sector of employment -> Business/ industry<sup>e</sup>,All employed,Number,,2,4050
3751,r314,On postdoc in February 2019 -> Sector of employment -> Business/ industry<sup>e</sup>,All employed,SE,,2,350
3751,r315,On postdoc in February 2019 -> Sector of employment -> Business/ industry<sup>e</sup>,Science,Total,Number,3,3100
3751,r316,On postdoc in February 2019 -> Sector of employment -> Business/ industry<sup>e</sup>,Science,Total,SE,3,300
3751,r317,On postdoc in February 2019 -> Sector of employment -> Business/ industry<sup>e</sup>,Science,"Biological, agricultural, and environmental life sciences",Number,3,2150
3751,r318,On postdoc in February 2019 -> Sector of employment -> Business/ industry<sup>e</sup>,Science,"Biological, agricultural, and environmental life sciences",SE,3,250
3751,r319,On postdoc in February 2019 -> Sector of employment -> Business/ industry<sup>e</sup>,Science,Physical sciences,Number,3,700
3751,r320,On postdoc in February 2019 -> Sector of employment -> Business/ industry<sup>e</sup>,Science,Physical sciences,SE,3,150
3751,r321,On postdoc in February 2019 -> Sector of employment -> Business/ industry<sup>e</sup>,Science,Psychology,Number,3,S
3751,r322,On postdoc in February 2019 -> Sector of employment -> Business/ industry<sup>e</sup>,Science,Psychology,SE,3,S
3751,r323,On postdoc in February 2019 -> Sector of employment -> Business/ industry<sup>e</sup>,Engineering,Number,,2,750
3751,r324,On postdoc in February 2019 -> Sector of employment -> Business/ industry<sup>e</sup>,Engineering,SE,,2,175
3751,r325,On postdoc in February 2019 -> Sector of employment -> Business/ industry<sup>e</sup>,Health,Number,,2,200
3751,r326,On postdoc in February 2019 -> Sector of employment -> Business/ industry<sup>e</sup>,Health,SE,,2,75
3751,r327,On postdoc in February 2019 -> Sector of employment -> Government<sup>f</sup>,All employed,Number,,2,2700
3751,r328,On postdoc in February 2019 -> Sector of employment -> Government<sup>f</sup>,All employed,SE,,2,225
3751,r329,On postdoc in February 2019 -> Sector of employment -> Government<sup>f</sup>,Science,Total,Number,3,2150
3751,r330,On postdoc in February 2019 -> Sector of employment -> Government<sup>f</sup>,Science,Total,SE,3,200
3751,r331,On postdoc in February 2019 -> Sector of employment -> Government<sup>f</sup>,Science,"Biological, agricultural, and environmental life sciences",Number,3,1300
3751,r332,On postdoc in February 2019 -> Sector of employment -> Government<sup>f</sup>,Science,"Biological, agricultural, and environmental life sciences",SE,3,175
3751,r333,On postdoc in February 2019 -> Sector of employment -> Government<sup>f</sup>,Science,Physical sciences,Number,3,600
3751,r334,On postdoc in February 2019 -> Sector of employment -> Government<sup>f</sup>,Science,Physical sciences,SE,3,150
3751,r335,On postdoc in February 2019 -> Sector of employment -> Government<sup>f</sup>,Science,Psychology,Number,3,150
3751,r336,On postdoc in February 2019 -> Sector of employment -> Government<sup>f</sup>,Science,Psychology,SE,3,75
3751,r337,On postdoc in February 2019 -> Sector of employment -> Government<sup>f</sup>,Science,Social sciences,Number,3,100
3751,r338,On postdoc in February 2019 -> Sector of employment -> Government<sup>f</sup>,Science,Social sciences,SE,3,50
3751,r339,On postdoc in February 2019 -> Sector of employment -> Government<sup>f</sup>,Engineering,Number,,2,350
3751,r340,On postdoc in February 2019 -> Sector of employment -> Government<sup>f</sup>,Engineering,SE,,2,75
3751,r341,On postdoc in February 2019 -> Sector of employment -> Government<sup>f</sup>,Health,Number,,2,200
3751,r342,On postdoc in February 2019 -> Sector of employment -> Government<sup>f</sup>,Health,SE,,2,100
