table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_all_personnel_functions_personnel,field_all_personnel_functions_ftes,field_researchers_personnel,field_researchers_ftes,field_r_d_technicians_personnel,field_r_d_technicians_ftes,field_r_d_support_staff_personnel,field_r_d_support_staff_ftes
10170,r196,United States -> Illinois -> Public -> Illinois State U.,United States,Illinois,Public,Illinois State U.,4,"['805', 'i']","['322.1', 'i']","['333', 'i']","['153.3', 'i']","['130', 'i']","['52.8', 'i']","['342', 'i']","['116.0', 'i']"
10170,r197,United States -> Illinois -> Public -> Northeastern Illinois U.,United States,Illinois,Public,Northeastern Illinois U.,4,"['32', '']","['13.7', 'i']","['24', '']","['11.0', 'i']","['0', '']","['0.0', 'i']","['8', '']","['2.7', 'i']"
10170,r198,United States -> Illinois -> Public -> Northern Illinois U.,United States,Illinois,Public,Northern Illinois U.,4,"['1,233', '']","['385.2', '']","['689', '']","['118.0', '']","['39', '']","['24.6', '']","['505', '']","['242.6', '']"
10170,r199,"United States -> Illinois -> Public -> Southern Illinois U., Carbondale",United States,Illinois,Public,"Southern Illinois U., Carbondale",4,"['1,103', 'i']","['463.1', 'i']","['429', 'i']","['197.1', 'i']","['573', 'i']","['231.8', 'i']","['101', 'i']","['34.2', 'i']"
10170,r200,"United States -> Illinois -> Public -> Southern Illinois U., Edwardsville",United States,Illinois,Public,"Southern Illinois U., Edwardsville",4,"['177', '']","['36.5', '']","['36', '']","['7.9', '']","['114', '']","['23.2', '']","['27', '']","['5.4', '']"
10170,r201,"United States -> Illinois -> Public -> U. Illinois, Chicago",United States,Illinois,Public,"U. Illinois, Chicago",4,"['6,080', '']","['3,793.9', '']","['2,117', '']","['1,123.3', '']","['2,854', '']","['1,926.1', '']","['1,109', '']","['744.5', '']"
10170,r202,"United States -> Illinois -> Public -> U. Illinois, Springfield",United States,Illinois,Public,"U. Illinois, Springfield",4,"['158', '']","['44.6', '']","['14', '']","['5.1', '']","['66', '']","['16.5', '']","['78', '']","['23.0', '']"
10170,r203,"United States -> Illinois -> Public -> U. Illinois, Urbana-Champaign",United States,Illinois,Public,"U. Illinois, Urbana-Champaign",4,"['16,936', '']","['7,325.4', '']","['2,336', '']","['1,631.0', '']","['13,874', '']","['5,233.6', '']","['726', '']","['460.8', '']"
10170,r204,United States -> Illinois -> Public -> Western Illinois U.,United States,Illinois,Public,Western Illinois U.,4,"['80', '']","['33.1', 'i']","['15', '']","['6.9', 'i']","['64', '']","['25.9', 'i']","['1', '']","['0.3', 'i']"
10170,r205,United States -> Illinois -> Private,United States,Illinois,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r206,United States -> Illinois -> Private -> DePaul U.,United States,Illinois,Private,DePaul U.,4,"['212', '']","['39.1', '']","['108', '']","['28.1', '']","['28', '']","['4.7', '']","['76', '']","['6.3', '']"
10170,r207,United States -> Illinois -> Private -> Erikson Institute,United States,Illinois,Private,Erikson Institute,4,"['35', '']","['14.0', '']","['9', '']","['4.0', '']","['22', '']","['8.0', '']","['4', '']","['2.0', '']"
10170,r208,United States -> Illinois -> Private -> Illinois Institute of Technology,United States,Illinois,Private,Illinois Institute of Technology,4,"['525', '']","['182.7', '']","['160', '']","['60.1', '']","['344', '']","['114.4', '']","['21', '']","['8.2', '']"
10170,r209,"United States -> Illinois -> Private -> Loyola U., Chicago",United States,Illinois,Private,"Loyola U., Chicago",4,"['955', '']","['610.3', 'i']","['305', '']","['219.1', 'i']","['309', '']","['155.2', 'i']","['341', '']","['236.0', 'i']"
10170,r210,United States -> Illinois -> Private -> Midwestern U.,United States,Illinois,Private,Midwestern U.,4,"['539', '']","['139.4', '']","['33', '']","['3.4', '']","['506', '']","['136.0', '']","['0', '']","['0.0', '']"
10170,r211,United States -> Illinois -> Private -> Northwestern U.,United States,Illinois,Private,Northwestern U.,4,"['10,564', '']","['4,554.0', '']","['3,683', '']","['2,881.2', '']","['4,561', '']","['1,346.3', '']","['2,320', '']","['326.5', '']"
10170,r212,United States -> Illinois -> Private -> Rosalind Franklin U. of Medicine and Science,United States,Illinois,Private,Rosalind Franklin U. of Medicine and Science,4,"['177', '']","['105.0', '']","['137', '']","['80.0', '']","['33', '']","['20.0', '']","['7', '']","['5.0', '']"
10170,r213,United States -> Illinois -> Private -> Rush U.,United States,Illinois,Private,Rush U.,4,"['1,053', '']","['587.2', '']","['323', '']","['100.2', '']","['589', '']","['414.3', '']","['141', '']","['72.7', '']"
10170,r214,"United States -> Illinois -> Private -> Toyota Technological Institute, Chicago",United States,Illinois,Private,"Toyota Technological Institute, Chicago",4,"['76', '']","['23.8', '']","['76', '']","['23.8', '']","['0', '']","['0.0', '']","['0', '']","['0.0', '']"
10170,r215,United States -> Illinois -> Private -> U. Chicago,United States,Illinois,Private,U. Chicago,4,"['5,395', '']","['2,513.0', '']","['4,150', '']","['1,919.0', '']","['647', '']","['410.0', '']","['598', '']","['184.0', '']"
10170,r216,United States -> Indiana,United States,Indiana,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r217,United States -> Indiana -> Public,United States,Indiana,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r218,United States -> Indiana -> Public -> Ball State U.,United States,Indiana,Public,Ball State U.,4,"['296', '']","['53.6', '']","['96', '']","['12.4', '']","['184', '']","['39.6', '']","['16', '']","['1.6', '']"
10170,r219,United States -> Indiana -> Public -> Indiana State U.,United States,Indiana,Public,Indiana State U.,4,"['138', '']","['51.0', 'i']","['14', '']","['6.4', 'i']","['38', '']","['15.4', 'i']","['86', '']","['29.2', 'i']"
10170,r220,"United States -> Indiana -> Public -> Indiana U., Bloomington",United States,Indiana,Public,"Indiana U., Bloomington",4,"['8,196', 'i']","['3,355.2', 'i']","['3,061', 'i']","['1,407.1', 'i']","['3,157', 'i']","['1,277.0', 'i']","['1,978', 'i']","['671.1', 'i']"
10170,r221,"United States -> Indiana -> Public -> Indiana U.-Purdue U., Indianapolis",United States,Indiana,Public,"Indiana U.-Purdue U., Indianapolis",4,"['1,585', 'i']","['663.9', 'i']","['735', 'i']","['338.0', 'i']","['571', 'i']","['231.1', 'i']","['279', 'i']","['94.8', 'i']"
10170,r222,"United States -> Indiana -> Public -> Purdue U., Fort Wayne",United States,Indiana,Public,"Purdue U., Fort Wayne",4,"['87', '']","['14.1', '']","['46', '']","['6.6', '']","['0', '']","['0.0', '']","['41', '']","['7.5', '']"
10170,r223,"United States -> Indiana -> Public -> Purdue U., Northwest",United States,Indiana,Public,"Purdue U., Northwest",4,"['253', '']","['53.8', '']","['103', '']","['28.4', '']","['0', '']","['0.0', '']","['150', '']","['25.4', '']"
10170,r224,"United States -> Indiana -> Public -> Purdue U., West Lafayette",United States,Indiana,Public,"Purdue U., West Lafayette",4,"['12,728', '']","['4,882.2', '']","['8,573', '']","['3,806.2', '']","['535', '']","['354.4', '']","['3,620', '']","['721.6', '']"
10170,r225,United States -> Indiana -> Private,United States,Indiana,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r226,United States -> Indiana -> Private -> Butler U.,United States,Indiana,Private,Butler U.,4,"['79', '']","['17.9', '']","['35', '']","['4.2', '']","['44', '']","['13.7', '']","['0', '']","['0.0', '']"
10170,r227,United States -> Indiana -> Private -> U. Notre Dame,United States,Indiana,Private,U. Notre Dame,4,"['3,591', '']","['1,965.0', 'i']","['387', '']","['278.1', 'i']","['2,795', '']","['1,403.9', 'i']","['409', '']","['283.0', 'i']"
10170,r228,United States -> Iowa,United States,Iowa,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r229,United States -> Iowa -> Public,United States,Iowa,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r230,United States -> Iowa -> Public -> Iowa State U.,United States,Iowa,Public,Iowa State U.,4,"['5,108', '']","['1,752.9', '']","['940', '']","['382.3', '']","['2,492', '']","['1,077.6', '']","['1,676', '']","['293.0', '']"
10170,r231,United States -> Iowa -> Public -> U. Iowa,United States,Iowa,Public,U. Iowa,4,"['6,885', '']","['2,655.5', 'i']","['1,231', '']","['565.8', 'i']","['2,625', '']","['1,061.9', 'i']","['3,029', '']","['1,027.8', 'i']"
10170,r232,United States -> Iowa -> Public -> U. Northern Iowa,United States,Iowa,Public,U. Northern Iowa,4,"['221', '']","['35.3', '']","['44', '']","['8.3', '']","['33', '']","['14.6', '']","['144', '']","['12.4', '']"
10170,r233,United States -> Iowa -> Private,United States,Iowa,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r234,United States -> Iowa -> Private -> Des Moines U.,United States,Iowa,Private,Des Moines U.,4,"['88', '']","['31.2', '']","['76', '']","['19.7', '']","['12', '']","['11.5', '']","['NA', '']","['NA', '']"
10170,r235,United States -> Iowa -> Private -> Drake U.,United States,Iowa,Private,Drake U.,4,"['126', '']","['83.9', 'i']","['22', '']","['15.8', 'i']","['20', '']","['10.0', 'i']","['84', '']","['58.1', 'i']"
10170,r236,United States -> Iowa -> Private -> Grinnell C.,United States,Iowa,Private,Grinnell C.,4,"['421', '']","['67.6', '']","['91', '']","['34.7', '']","['330', '']","['32.9', '']","['0', '']","['0.0', '']"
10170,r237,"United States -> Iowa -> Private -> Palmer C. of Chiropractic, Davenport",United States,Iowa,Private,"Palmer C. of Chiropractic, Davenport",4,"['10', '']","['7.5', '']","['4', '']","['3.5', '']","['0', '']","['0.0', '']","['6', '']","['4.0', '']"
10170,r238,United States -> Kansas,United States,Kansas,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r239,United States -> Kansas -> Public,United States,Kansas,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r240,United States -> Kansas -> Public -> Kansas State U.,United States,Kansas,Public,Kansas State U.,4,"['2,949', '']","['2,088.1', '']","['994', '']","['469.9', '']","['1,906', '']","['1,588.9', '']","['49', '']","['29.3', '']"
10170,r241,United States -> Kansas -> Public -> Pittsburg State U.,United States,Kansas,Public,Pittsburg State U.,4,"['322', 'i']","['122.2', 'i']","['64', 'i']","['29.5', 'i']","['78', 'i']","['31.5', 'i']","['180', 'i']","['61.2', 'i']"
10170,r242,United States -> Kansas -> Public -> U. Kansas,United States,Kansas,Public,U. Kansas,4,"['4,909', '']","['1,771.5', '']","['1,417', '']","['619.7', '']","['2,486', '']","['757.0', '']","['1,006', '']","['394.8', '']"
10170,r243,United States -> Kansas -> Public -> Wichita State U.,United States,Kansas,Public,Wichita State U.,4,"['2,019', '']","['826.9', 'i']","['184', '']","['84.6', 'i']","['1,835', '']","['742.3', 'i']","['NA', '']","['0.0', 'i']"
10170,r244,United States -> Kentucky,United States,Kentucky,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r245,United States -> Kentucky -> Public,United States,Kentucky,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r246,United States -> Kentucky -> Public -> Kentucky State U.,United States,Kentucky,Public,Kentucky State U.,4,"['79', '']","['68.0', '']","['57', '']","['50.0', '']","['18', '']","['15.0', '']","['4', '']","['3.0', '']"
10170,r247,United States -> Kentucky -> Public -> Morehead State U.,United States,Kentucky,Public,Morehead State U.,4,"['17', '']","['6.0', '']","['11', '']","['5.0', '']","['6', '']","['1.0', '']","['0', '']","['0.0', '']"
10170,r248,United States -> Kentucky -> Public -> Murray State U.,United States,Kentucky,Public,Murray State U.,4,"['172', '']","['26.9', '']","['21', '']","['4.6', '']","['147', '']","['19.3', '']","['4', '']","['3.0', '']"
10170,r249,United States -> Kentucky -> Public -> Northern Kentucky U.,United States,Kentucky,Public,Northern Kentucky U.,4,"['281', '']","['115.7', 'i']","['80', '']","['36.8', 'i']","['164', '']","['66.3', 'i']","['37', '']","['12.6', 'i']"
10170,r250,United States -> Kentucky -> Public -> U. Kentucky,United States,Kentucky,Public,U. Kentucky,4,"['5,516', 'i']","['2,231.2', 'i']","['1,904', 'i']","['875.3', 'i']","['1,996', 'i']","['807.4', 'i']","['1,616', 'i']","['548.5', 'i']"
10170,r251,United States -> Kentucky -> Public -> U. Louisville,United States,Kentucky,Public,U. Louisville,4,"['2,395', '']","['1,696.9', '']","['817', '']","['461.9', '']","['1,341', '']","['1,066.4', '']","['237', '']","['168.6', '']"
10170,r252,United States -> Kentucky -> Public -> Western Kentucky U.,United States,Kentucky,Public,Western Kentucky U.,4,"['186', '']","['113.5', '']","['25', '']","['23.0', '']","['1', '']","['1.0', '']","['160', '']","['89.5', '']"
10170,r253,United States -> Louisiana,United States,Louisiana,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r254,United States -> Louisiana -> Public,United States,Louisiana,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r255,United States -> Louisiana -> Public -> Grambling State U.,United States,Louisiana,Public,Grambling State U.,4,"['292', 'i']","['119.3', 'i']","['109', 'i']","['50.1', 'i']","['107', 'i']","['43.5', 'i']","['76', 'i']","['25.7', 'i']"
10170,r256,"United States -> Louisiana -> Public -> Louisiana State U., Baton Rouge",United States,Louisiana,Public,"Louisiana State U., Baton Rouge",4,"['4,643', '']","['2,100.0', '']","['1,031', '']","['349.4', '']","['636', '']","['522.5', '']","['2,976', '']","['1,228.1', '']"
10170,r257,"United States -> Louisiana -> Public -> Louisiana State U., Health Sciences Center, New Orleans",United States,Louisiana,Public,"Louisiana State U., Health Sciences Center, New Orleans",4,"['593', '']","['268.9', '']","['208', '']","['65.7', '']","['218', '']","['148.4', '']","['167', '']","['54.8', '']"
10170,r258,"United States -> Louisiana -> Public -> Louisiana State U., Health Sciences Center, Shreveport",United States,Louisiana,Public,"Louisiana State U., Health Sciences Center, Shreveport",4,"['344', '']","['142.0', 'i']","['193', '']","['88.7', 'i']","['32', '']","['12.9', 'i']","['119', '']","['40.4', 'i']"
10170,r259,United States -> Louisiana -> Public -> Louisiana Tech U.,United States,Louisiana,Public,Louisiana Tech U.,4,"['447', '']","['327.6', '']","['415', '']","['298.8', '']","['11', '']","['9.3', '']","['21', '']","['19.5', '']"
10170,r260,United States -> Louisiana -> Public -> Northwestern State U. Louisiana,United States,Louisiana,Public,Northwestern State U. Louisiana,4,"['255', 'i']","['102.8', 'i']","['100', 'i']","['46.0', 'i']","['63', 'i']","['25.6', 'i']","['92', 'i']","['31.2', 'i']"
10170,r261,United States -> Louisiana -> Public -> Southeastern Louisiana U.,United States,Louisiana,Public,Southeastern Louisiana U.,4,"['75', '']","['4.2', '']","['21', '']","['0.7', '']","['0', '']","['0.0', '']","['54', '']","['3.5', '']"
10170,r262,"United States -> Louisiana -> Public -> Southern U. and A&M C., Agricultural Research and Extension Center",United States,Louisiana,Public,"Southern U. and A&M C., Agricultural Research and Extension Center",4,"['86', '']","['54.1', '']","['29', '']","['20.4', '']","['30', '']","['20.9', '']","['27', '']","['12.8', '']"
10170,r263,"United States -> Louisiana -> Public -> Southern U. and A&M C., Baton Rouge",United States,Louisiana,Public,"Southern U. and A&M C., Baton Rouge",4,"['152', '']","['64.1', 'i']","['70', '']","['32.2', 'i']","['63', '']","['25.5', 'i']","['19', '']","['6.4', 'i']"
10170,r264,"United States -> Louisiana -> Public -> U. Louisiana, Lafayette",United States,Louisiana,Public,"U. Louisiana, Lafayette",4,"['1,966', '']","['1,879.0', '']","['313', '']","['294.5', '']","['1,209', '']","['1,143.0', '']","['444', '']","['441.5', '']"
10170,r265,"United States -> Louisiana -> Public -> U. Louisiana, Monroe",United States,Louisiana,Public,"U. Louisiana, Monroe",4,"['81', '']","['19.9', '']","['19', '']","['4.7', '']","['62', '']","['15.2', '']","['0', '']","['0.0', '']"
10170,r266,United States -> Louisiana -> Public -> U. New Orleans,United States,Louisiana,Public,U. New Orleans,4,"['707', '']","['461.7', '']","['183', '']","['179.3', '']","['505', '']","['264.8', '']","['19', '']","['17.6', '']"
10170,r267,United States -> Louisiana -> Private,United States,Louisiana,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r268,United States -> Louisiana -> Private -> Dillard U.,United States,Louisiana,Private,Dillard U.,4,"['32', '']","['25.0', '']","['20', '']","['11.0', '']","['2', '']","['10.0', '']","['10', '']","['4.0', '']"
10170,r269,United States -> Louisiana -> Private -> Tulane U.,United States,Louisiana,Private,Tulane U.,4,"['1,957', '']","['1,074.0', '']","['376', '']","['192.0', '']","['1,581', '']","['882.0', '']","['NA', '']","['NA', '']"
10170,r270,United States -> Louisiana -> Private -> Xavier U. Louisiana,United States,Louisiana,Private,Xavier U. Louisiana,4,"['279', '']","['78.0', '']","['80', '']","['26.0', '']","['182', '']","['43.0', '']","['17', '']","['9.0', '']"
10170,r271,United States -> Maine,United States,Maine,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r272,United States -> Maine -> Public,United States,Maine,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r273,United States -> Maine -> Public -> U. Maine,United States,Maine,Public,U. Maine,4,"['2,401', '']","['1,057.0', '']","['1,130', '']","['532.4', '']","['725', '']","['297.5', '']","['546', '']","['227.1', '']"
10170,r274,United States -> Maine -> Public -> U. Southern Maine,United States,Maine,Public,U. Southern Maine,4,"['253', '']","['47.9', '']","['195', '']","['10.0', '']","['32', '']","['25.6', '']","['26', '']","['12.3', '']"
10170,r275,United States -> Maine -> Private,United States,Maine,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r276,United States -> Maine -> Private -> Bates C.,United States,Maine,Private,Bates C.,4,"['131', '']","['72.5', 'i']","['30', '']","['21.6', 'i']","['100', '']","['50.2', 'i']","['1', '']","['0.7', 'i']"
10170,r277,United States -> Maine -> Private -> Bowdoin C.,United States,Maine,Private,Bowdoin C.,4,"['78', '']","['10.9', '']","['23', '']","['1.7', '']","['19', '']","['8.3', '']","['36', '']","['0.9', '']"
10170,r278,United States -> Maine -> Private -> Colby C.,United States,Maine,Private,Colby C.,4,"['97', '']","['23.5', '']","['34', '']","['7.6', '']","['7', '']","['4.2', '']","['56', '']","['11.7', '']"
10170,r279,United States -> Maine -> Private -> U. New England,United States,Maine,Private,U. New England,4,"['100', '']","['41.8', '']","['32', '']","['8.6', '']","['65', '']","['31.2', '']","['3', '']","['2.0', '']"
10170,r280,United States -> Maryland,United States,Maryland,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r281,United States -> Maryland -> Public,United States,Maryland,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r282,United States -> Maryland -> Public -> Bowie State U.,United States,Maryland,Public,Bowie State U.,4,"['319', 'i']","['131.3', 'i']","['137', 'i']","['63.1', 'i']","['102', 'i']","['41.1', 'i']","['80', 'i']","['27.1', 'i']"
10170,r283,United States -> Maryland -> Public -> Morgan State U.,United States,Maryland,Public,Morgan State U.,4,"['473', '']","['122.7', '']","['155', '']","['56.5', '']","['80', '']","['21.1', '']","['238', '']","['45.1', '']"
10170,r284,United States -> Maryland -> Public -> Salisbury U.,United States,Maryland,Public,Salisbury U.,4,"['290', '']","['90.1', '']","['57', '']","['12.1', '']","['0', '']","['0.0', '']","['233', '']","['78.0', '']"
10170,r285,United States -> Maryland -> Public -> Towson U.,United States,Maryland,Public,Towson U.,4,"['352', '']","['150.1', 'i']","['142', '']","['65.3', 'i']","['208', '']","['84.1', 'i']","['2', '']","['0.7', 'i']"
10170,r286,United States -> Maryland -> Public -> U. Baltimore,United States,Maryland,Public,U. Baltimore,4,"['99', '']","['41.0', 'i']","['16', '']","['7.4', 'i']","['83', '']","['33.6', 'i']","['0', '']","['0.0', '']"
10170,r287,United States -> Maryland -> Public -> U. Maryland<sup>c</sup>,United States,Maryland,Public,U. Maryland<sup>c</sup>,4,"['12,212', '']","['6,403.1', '']","['2,680', '']","['1,640.5', '']","['6,037', '']","['3,847.4', '']","['3,495', '']","['915.2', '']"
10170,r288,United States -> Maryland -> Public -> U. Maryland Center for Environmental Science,United States,Maryland,Public,U. Maryland Center for Environmental Science,4,"['418', '']","['336.5', '']","['70', '']","['59.5', '']","['194', '']","['138.5', '']","['154', '']","['138.5', '']"
10170,r289,"United States -> Maryland -> Public -> U. Maryland, Baltimore County",United States,Maryland,Public,"U. Maryland, Baltimore County",4,"['1,865', '']","['757.7', 'i']","['61', '']","['28.0', 'i']","['1,804', '']","['729.7', 'i']","['NA', '']","['0.0', 'i']"
10170,r290,"United States -> Maryland -> Public -> U. Maryland, Eastern Shore",United States,Maryland,Public,"U. Maryland, Eastern Shore",4,"['315', 'i']","['121.6', 'i']","['96', 'i']","['44.2', 'i']","['48', 'i']","['19.4', 'i']","['171', 'i']","['58.0', 'i']"
10170,r291,United States -> Maryland -> Public -> U.S. Naval Academy,United States,Maryland,Public,U.S. Naval Academy,4,"['115', '']","['40.3', '']","['115', '']","['40.3', '']","['0', '']","['0.0', '']","['0', '']","['0.0', '']"
10170,r292,United States -> Maryland -> Public -> Uniformed Services U. of the Health Sciences,United States,Maryland,Public,Uniformed Services U. of the Health Sciences,4,"['630', 'i']","['258.1', 'i']","['231', 'i']","['106.4', 'i']","['248', 'i']","['100.4', 'i']","['151', 'i']","['51.3', 'i']"
10170,r293,United States -> Maryland -> Private,United States,Maryland,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r294,United States -> Maryland -> Private -> Johns Hopkins U.<sup>d</sup>,United States,Maryland,Private,Johns Hopkins U.<sup>d</sup>,4,"['18,900', '']","['12,561.8', '']","['9,484', '']","['7,517.0', '']","['7,339', '']","['3,328.0', '']","['2,077', '']","['1,716.8', '']"
10170,r295,United States -> Massachusetts,United States,Massachusetts,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r296,United States -> Massachusetts -> Public,United States,Massachusetts,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r297,United States -> Massachusetts -> Public -> Framingham State U.,United States,Massachusetts,Public,Framingham State U.,4,"['411', 'i']","['172.7', 'i']","['230', 'i']","['105.6', 'i']","['89', 'i']","['35.8', 'i']","['92', 'i']","['31.3', 'i']"
10170,r298,"United States -> Massachusetts -> Public -> U. Massachusetts, Amherst",United States,Massachusetts,Public,"U. Massachusetts, Amherst",4,"['3,153', 'i']","['1,275.3', 'i']","['1,088', 'i']","['500.3', 'i']","['1,141', 'i']","['461.5', 'i']","['924', 'i']","['313.5', 'i']"
10170,r299,"United States -> Massachusetts -> Public -> U. Massachusetts, Boston",United States,Massachusetts,Public,"U. Massachusetts, Boston",4,"['1,226', '']","['456.6', '']","['379', '']","['118.5', '']","['709', '']","['279.4', '']","['138', '']","['58.7', '']"
10170,r300,"United States -> Massachusetts -> Public -> U. Massachusetts, Dartmouth",United States,Massachusetts,Public,"U. Massachusetts, Dartmouth",4,"['494', '']","['240.0', '']","['148', '']","['106.0', '']","['14', '']","['14.0', '']","['332', '']","['120.0', '']"
10170,r301,"United States -> Massachusetts -> Public -> U. Massachusetts, Lowell",United States,Massachusetts,Public,"U. Massachusetts, Lowell",4,"['2,073', '']","['1,285.3', '']","['628', '']","['575.2', '']","['1,344', '']","['623.8', '']","['101', '']","['86.3', '']"
10170,r302,"United States -> Massachusetts -> Public -> U. Massachusetts, Medical School",United States,Massachusetts,Public,"U. Massachusetts, Medical School",4,"['2,960', '']","['2,449.3', '']","['1,446', '']","['1,097.2', '']","['956', '']","['867.4', '']","['558', '']","['484.7', '']"
10170,r303,United States -> Massachusetts -> Private,United States,Massachusetts,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r304,United States -> Massachusetts -> Private -> Amherst C.,United States,Massachusetts,Private,Amherst C.,4,"['548', 'i']","['349.8', 'i']","['257', 'i']","['184.7', 'i']","['191', 'i']","['96.0', 'i']","['100', 'i']","['69.1', 'i']"
10170,r305,United States -> Massachusetts -> Private -> Babson C.,United States,Massachusetts,Private,Babson C.,4,"['312', 'i']","['198.9', 'i']","['146', 'i']","['105.0', 'i']","['109', 'i']","['54.6', 'i']","['57', 'i']","['39.3', 'i']"
10170,r306,United States -> Massachusetts -> Private -> Bentley U.,United States,Massachusetts,Private,Bentley U.,4,"['17', '']","['1.5', '']","['17', '']","['1.5', '']","['0', '']","['0.0', '']","['0', '']","['0.0', '']"
10170,r307,United States -> Massachusetts -> Private -> Boston C.,United States,Massachusetts,Private,Boston C.,4,"['821', '']","['541.0', '']","['151', '']","['151.0', '']","['572', '']","['328.0', '']","['98', '']","['62.0', '']"
10170,r308,United States -> Massachusetts -> Private -> Boston U.,United States,Massachusetts,Private,Boston U.,4,"['5,212', '']","['4,929.8', '']","['1,757', '']","['1,606.4', '']","['3,160', '']","['3,055.4', '']","['295', '']","['268.0', '']"
10170,r309,United States -> Massachusetts -> Private -> Brandeis U.,United States,Massachusetts,Private,Brandeis U.,4,"['1,290', '']","['965.0', '']","['517', '']","['435.0', '']","['121', '']","['69.0', '']","['652', '']","['461.0', '']"
10170,r310,United States -> Massachusetts -> Private -> Clark U.,United States,Massachusetts,Private,Clark U.,4,"['130', '']","['36.7', '']","['45', '']","['9.4', '']","['71', '']","['19.3', '']","['14', '']","['8.0', '']"
10170,r311,United States -> Massachusetts -> Private -> Franklin W. Olin C. of Engineering,United States,Massachusetts,Private,Franklin W. Olin C. of Engineering,4,"['104', '']","['7.7', '']","['30', '']","['2.9', '']","['71', '']","['3.4', '']","['3', '']","['1.4', '']"
10170,r312,United States -> Massachusetts -> Private -> Harvard U.,United States,Massachusetts,Private,Harvard U.,4,"['7,341', '']","['3,530.9', '']","['3,385', '']","['1,938.5', '']","['1,949', '']","['1,115.8', '']","['2,007', '']","['476.6', '']"
10170,r313,United States -> Massachusetts -> Private -> Massachusetts Institute of Technology,United States,Massachusetts,Private,Massachusetts Institute of Technology,4,"['8,838', '']","['6,052.0', 'i']","['6,815', '']","['4,896.7', 'i']","['1,289', '']","['647.4', 'i']","['734', '']","['507.9', 'i']"
10170,r314,United States -> Massachusetts -> Private -> MGH Institute of Health Professions,United States,Massachusetts,Private,MGH Institute of Health Professions,4,"['48', '']","['25.0', '']","['41', '']","['25.0', '']","['0', '']","['0.0', '']","['7', '']","['NA', '']"
10170,r315,United States -> Massachusetts -> Private -> Mount Holyoke C.,United States,Massachusetts,Private,Mount Holyoke C.,4,"['51', '']","['8.0', '']","['23', '']","['7.0', '']","['28', '']","['1.0', '']","['0', '']","['0.0', '']"
10170,r316,United States -> Massachusetts -> Private -> New England C. of Optometry,United States,Massachusetts,Private,New England C. of Optometry,4,"['43', '']","['8.3', '']","['13', '']","['2.8', '']","['26', '']","['4.2', '']","['4', '']","['1.3', '']"
10170,r317,United States -> Massachusetts -> Private -> Northeastern U.,United States,Massachusetts,Private,Northeastern U.,4,"['2,735', '']","['1,330.1', '']","['483', '']","['466.3', '']","['1,083', '']","['242.3', '']","['1,169', '']","['621.5', '']"
