table_id,row_id,characteristic_full_path,characteristic_level_1,characteristic_level_2,characteristic_level_3,characteristic_level_4,characteristic_level_5,characteristic_level_6,characteristic_hierarchy_depth,field_all_life_sciences_fields,field_agricultural_sciences_and_natural_resources,field_biological_and_biomedical_sciences,field_health_sciences
1793,r078,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> South Atlantic,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,South Atlantic,6,16.8,16.2,16.3,19.6
1793,r079,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> East South Central,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,East South Central,6,3.5,4.2,2.8,5.9
1793,r080,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> West South Central,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,West South Central,6,6.6,6.7,6.5,6.9
1793,r081,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> Mountain,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,Mountain,6,5.7,6.9,5.3,6.1
1793,r082,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> Pacific and insular,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,Pacific and insular,6,18.1,13.7,19.8,14.3
1793,r083,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> Not in United States,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,Not in United States,,5,9.0,20.8,6.5,10.4
1793,r084,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> Location unknown,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,Location unknown,,5,0.05,0.0,0.05,0.0
1793,r085,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number),All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),,,,,2,7114,696,4709,1709
1793,r086,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup>,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,,,,3,,,,
1793,r087,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite postgraduation study,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite postgraduation study,,,4,2387,165,1889,333
1793,r088,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment,,,4,1856,224,924,708
1793,r089,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Seeking employment or study,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Seeking employment or study,,,4,2028,229,1347,452
1793,r090,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Other<sup>c</sup>,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Other<sup>c</sup>,,,4,335,14,276,45
1793,r091,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite postgraduation study (%)<sup>d</sup>,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite postgraduation study (%)<sup>d</sup>,,,4,,,,
1793,r092,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite postgraduation study (%)<sup>d</sup> -> Postdoc fellowship or research associateship,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite postgraduation study (%)<sup>d</sup>,Postdoc fellowship or research associateship,,5,94.3,96.4,95.0,88.9
1793,r093,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite postgraduation study (%)<sup>d</sup> -> Other or unknown<sup>e</sup>,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite postgraduation study (%)<sup>d</sup>,Other or unknown<sup>e</sup>,,5,5.7,3.6,5.0,11.1
1793,r094,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup>,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,,,4,,,,
1793,r095,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Academe,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Academe,,5,43.5,38.8,35.0,56.2
1793,r096,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Government,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Government,,5,9.7,19.6,9.4,6.9
1793,r097,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Industry or business<sup>g</sup>,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Industry or business<sup>g</sup>,,5,30.7,29.9,43.5,14.1
1793,r098,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Nonprofit organization,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Nonprofit organization,,5,12.3,8.5,8.9,17.9
1793,r099,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Other or unknown<sup>h</sup>,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Other or unknown<sup>h</sup>,,5,3.8,3.1,3.2,4.8
1793,r100,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Primary activity<sup>i</sup>,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Primary activity<sup>i</sup>,,5,,,,
1793,r101,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Primary activity<sup>i</sup> -> R&D,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Primary activity<sup>i</sup>,R&D,6,40.4,53.1,48.9,25.1
1793,r102,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Primary activity<sup>i</sup> -> Teaching,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Primary activity<sup>i</sup>,Teaching,6,28.4,19.7,19.4,43.0
1793,r103,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Primary activity<sup>i</sup> -> Management or administration,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Primary activity<sup>i</sup>,Management or administration,6,9.5,8.9,6.6,13.5
1793,r104,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Primary activity<sup>i</sup> -> Professional services,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Primary activity<sup>i</sup>,Professional services,6,20.8,16.9,24.0,17.7
1793,r105,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Primary activity<sup>i</sup> -> Other,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Primary activity<sup>i</sup>,Other,6,1.0,1.4,1.1,0.6
1793,r106,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Secondary activity<sup>j</sup>,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Secondary activity<sup>j</sup>,,5,,,,
1793,r107,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Secondary activity<sup>j</sup> -> R&D,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Secondary activity<sup>j</sup>,R&D,6,27.1,22.5,19.8,38.2
1793,r108,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Secondary activity<sup>j</sup> -> Teaching,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Secondary activity<sup>j</sup>,Teaching,6,9.5,13.1,6.4,12.4
1793,r109,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Secondary activity<sup>j</sup> -> Management or administration,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Secondary activity<sup>j</sup>,Management or administration,6,15.6,16.4,17.6,12.6
1793,r110,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Secondary activity<sup>j</sup> -> Professional services,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Secondary activity<sup>j</sup>,Professional services,6,8.9,10.8,7.2,10.4
1793,r111,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Secondary activity<sup>j</sup> -> Other,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Secondary activity<sup>j</sup>,Other,6,0.6,0.9,0.8,0.1
1793,r112,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Secondary activity<sup>j</sup> -> No secondary activity,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Secondary activity<sup>j</sup>,No secondary activity,6,38.4,36.2,48.2,26.2
1793,r113,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Activity unknown,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Activity unknown,,5,4.5,4.9,3.9,5.1
1793,r114,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup>,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,,,4,,,,
1793,r115,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup>,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,,5,93.7,85.1,94.6,94.5
1793,r116,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> New England,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,New England,6,10.7,6.2,12.4,8.1
1793,r117,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> Middle Atlantic,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,Middle Atlantic,6,13.2,6.4,13.8,14.0
1793,r118,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> East North Central,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,East North Central,6,10.5,9.0,10.3,11.6
1793,r119,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> West North Central,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,West North Central,6,6.0,8.5,5.8,5.6
1793,r120,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> South Atlantic,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,South Atlantic,6,19.4,20.1,17.8,23.3
1793,r121,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> East South Central,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,East South Central,6,4.3,3.6,3.8,5.8
1793,r122,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> West South Central,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,West South Central,6,6.1,6.7,5.5,7.7
1793,r123,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> Mountain,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,Mountain,6,4.9,7.5,4.7,4.6
1793,r124,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> Pacific and insular,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,Pacific and insular,6,17.6,16.2,19.6,12.7
1793,r125,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> Not in United States,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,Not in United States,,5,6.3,14.9,5.4,5.5
1793,r126,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> Location unknown,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,Location unknown,,5,0.0,0.0,0.0,0.0
