table_id,row_id,time_period,_b_all_education_levels_b_level_1,_b_all_education_levels_b_level_2,_b_all_education_levels_b_hierarchy_depth,value
11018,r026_7,Missouri,Bachelor's degree or higher,STEM workers,2,10.6
11018,r026_8,Missouri,Bachelor's degree or higher,S&E,2,3.9
11018,r026_9,Missouri,Bachelor's degree or higher,S&E-related workers,2,5.6
11018,r026_10,Missouri,Bachelor's degree or higher,STEM middle-skill workers,2,1.1
11018,r026_11,Missouri,Without a bachelor's degree,Non-STEM workers,2,49.5
11018,r026_12,Missouri,Without a bachelor's degree,STEM workers,2,14.1
11018,r026_13,Missouri,Without a bachelor's degree,S&E workers,2,1.4
11018,r026_14,Missouri,Without a bachelor's degree,S&E-related workers,2,4.1
11018,r026_15,Missouri,Without a bachelor's degree,STEM middle-skill workers,2,8.6
11018,r027_1,Montana,All education levels,Non-STEM workers,2,75.5
11018,r027_2,Montana,All education levels,STEM workers,2,24.5
11018,r027_3,Montana,All education levels,S&E workers,2,4.3
11018,r027_4,Montana,All education levels,S&E-related workers,2,8.7
11018,r027_5,Montana,All education levels,STEM middle-skill workers,2,11.6
11018,r027_6,Montana,Bachelor's degree or higher,Non-STEM workers,2,26.8
11018,r027_7,Montana,Bachelor's degree or higher,STEM workers,2,10.7
11018,r027_8,Montana,Bachelor's degree or higher,S&E,2,3.2
11018,r027_9,Montana,Bachelor's degree or higher,S&E-related workers,2,5.4
11018,r027_10,Montana,Bachelor's degree or higher,STEM middle-skill workers,2,2.1
11018,r027_11,Montana,Without a bachelor's degree,Non-STEM workers,2,48.7
11018,r027_12,Montana,Without a bachelor's degree,STEM workers,2,13.9
11018,r027_13,Montana,Without a bachelor's degree,S&E workers,2,1.1
11018,r027_14,Montana,Without a bachelor's degree,S&E-related workers,2,3.2
11018,r027_15,Montana,Without a bachelor's degree,STEM middle-skill workers,2,9.5
11018,r028_1,Nebraska,All education levels,Non-STEM workers,2,73.5
11018,r028_2,Nebraska,All education levels,STEM workers,2,26.5
11018,r028_3,Nebraska,All education levels,S&E workers,2,4.7
11018,r028_4,Nebraska,All education levels,S&E-related workers,2,9.4
11018,r028_5,Nebraska,All education levels,STEM middle-skill workers,2,12.4
11018,r028_6,Nebraska,Bachelor's degree or higher,Non-STEM workers,2,26.6
11018,r028_7,Nebraska,Bachelor's degree or higher,STEM workers,2,11.0
11018,r028_8,Nebraska,Bachelor's degree or higher,S&E,2,3.4
11018,r028_9,Nebraska,Bachelor's degree or higher,S&E-related workers,2,6.0
11018,r028_10,Nebraska,Bachelor's degree or higher,STEM middle-skill workers,2,1.5
11018,r028_11,Nebraska,Without a bachelor's degree,Non-STEM workers,2,46.8
11018,r028_12,Nebraska,Without a bachelor's degree,STEM workers,2,15.5
11018,r028_13,Nebraska,Without a bachelor's degree,S&E workers,2,1.3
11018,r028_14,Nebraska,Without a bachelor's degree,S&E-related workers,2,3.4
11018,r028_15,Nebraska,Without a bachelor's degree,STEM middle-skill workers,2,10.9
11018,r029_1,Nevada,All education levels,Non-STEM workers,2,79.7
11018,r029_2,Nevada,All education levels,STEM workers,2,20.3
11018,r029_3,Nevada,All education levels,S&E workers,2,3.7
11018,r029_4,Nevada,All education levels,S&E-related workers,2,7.8
11018,r029_5,Nevada,All education levels,STEM middle-skill workers,2,8.8
11018,r029_6,Nevada,Bachelor's degree or higher,Non-STEM workers,2,20.9
11018,r029_7,Nevada,Bachelor's degree or higher,STEM workers,2,8.5
11018,r029_8,Nevada,Bachelor's degree or higher,S&E,2,2.6
11018,r029_9,Nevada,Bachelor's degree or higher,S&E-related workers,2,4.9
11018,r029_10,Nevada,Bachelor's degree or higher,STEM middle-skill workers,2,1.0
11018,r029_11,Nevada,Without a bachelor's degree,Non-STEM workers,2,58.8
11018,r029_12,Nevada,Without a bachelor's degree,STEM workers,2,11.8
11018,r029_13,Nevada,Without a bachelor's degree,S&E workers,2,1.1
11018,r029_14,Nevada,Without a bachelor's degree,S&E-related workers,2,2.8
11018,r029_15,Nevada,Without a bachelor's degree,STEM middle-skill workers,2,7.8
11018,r030_1,New Hampshire,All education levels,Non-STEM workers,2,72.2
11018,r030_2,New Hampshire,All education levels,STEM workers,2,27.8
11018,r030_3,New Hampshire,All education levels,S&E workers,2,8.0
11018,r030_4,New Hampshire,All education levels,S&E-related workers,2,9.9
11018,r030_5,New Hampshire,All education levels,STEM middle-skill workers,2,10.0
11018,r030_6,New Hampshire,Bachelor's degree or higher,Non-STEM workers,2,27.9
11018,r030_7,New Hampshire,Bachelor's degree or higher,STEM workers,2,14.4
11018,r030_8,New Hampshire,Bachelor's degree or higher,S&E,2,6.4
11018,r030_9,New Hampshire,Bachelor's degree or higher,S&E-related workers,2,6.6
11018,r030_10,New Hampshire,Bachelor's degree or higher,STEM middle-skill workers,2,1.4
11018,r030_11,New Hampshire,Without a bachelor's degree,Non-STEM workers,2,44.2
11018,r030_12,New Hampshire,Without a bachelor's degree,STEM workers,2,13.4
11018,r030_13,New Hampshire,Without a bachelor's degree,S&E workers,2,1.5
11018,r030_14,New Hampshire,Without a bachelor's degree,S&E-related workers,2,3.3
11018,r030_15,New Hampshire,Without a bachelor's degree,STEM middle-skill workers,2,8.6
11018,r031_1,New Jersey,All education levels,Non-STEM workers,2,76.2
11018,r031_2,New Jersey,All education levels,STEM workers,2,23.8
11018,r031_3,New Jersey,All education levels,S&E workers,2,7.2
11018,r031_4,New Jersey,All education levels,S&E-related workers,2,9.2
11018,r031_5,New Jersey,All education levels,STEM middle-skill workers,2,7.4
11018,r031_6,New Jersey,Bachelor's degree or higher,Non-STEM workers,2,35.1
11018,r031_7,New Jersey,Bachelor's degree or higher,STEM workers,2,13.5
11018,r031_8,New Jersey,Bachelor's degree or higher,S&E,2,6.0
11018,r031_9,New Jersey,Bachelor's degree or higher,S&E-related workers,2,6.3
11018,r031_10,New Jersey,Bachelor's degree or higher,STEM middle-skill workers,2,1.3
11018,r031_11,New Jersey,Without a bachelor's degree,Non-STEM workers,2,41.0
11018,r031_12,New Jersey,Without a bachelor's degree,STEM workers,2,10.3
11018,r031_13,New Jersey,Without a bachelor's degree,S&E workers,2,1.2
11018,r031_14,New Jersey,Without a bachelor's degree,S&E-related workers,2,2.9
11018,r031_15,New Jersey,Without a bachelor's degree,STEM middle-skill workers,2,6.1
11018,r032_1,New Mexico,All education levels,Non-STEM workers,2,75.9
11018,r032_2,New Mexico,All education levels,STEM workers,2,24.1
11018,r032_3,New Mexico,All education levels,S&E workers,2,6.1
11018,r032_4,New Mexico,All education levels,S&E-related workers,2,8.8
11018,r032_5,New Mexico,All education levels,STEM middle-skill workers,2,9.2
11018,r032_6,New Mexico,Bachelor's degree or higher,Non-STEM workers,2,21.7
11018,r032_7,New Mexico,Bachelor's degree or higher,STEM workers,2,11.2
11018,r032_8,New Mexico,Bachelor's degree or higher,S&E,2,4.6
11018,r032_9,New Mexico,Bachelor's degree or higher,S&E-related workers,2,5.4
11018,r032_10,New Mexico,Bachelor's degree or higher,STEM middle-skill workers,2,1.1
11018,r032_11,New Mexico,Without a bachelor's degree,Non-STEM workers,2,54.2
11018,r032_12,New Mexico,Without a bachelor's degree,STEM workers,2,12.9
11018,r032_13,New Mexico,Without a bachelor's degree,S&E workers,2,1.5
11018,r032_14,New Mexico,Without a bachelor's degree,S&E-related workers,2,3.4
11018,r032_15,New Mexico,Without a bachelor's degree,STEM middle-skill workers,2,8.1
11018,r033_1,New York,All education levels,Non-STEM workers,2,78.3
11018,r033_2,New York,All education levels,STEM workers,2,21.7
11018,r033_3,New York,All education levels,S&E workers,2,5.1
11018,r033_4,New York,All education levels,S&E-related workers,2,9.3
11018,r033_5,New York,All education levels,STEM middle-skill workers,2,7.3
11018,r033_6,New York,Bachelor's degree or higher,Non-STEM workers,2,34.7
11018,r033_7,New York,Bachelor's degree or higher,STEM workers,2,11.8
11018,r033_8,New York,Bachelor's degree or higher,S&E,2,4.1
11018,r033_9,New York,Bachelor's degree or higher,S&E-related workers,2,6.4
11018,r033_10,New York,Bachelor's degree or higher,STEM middle-skill workers,2,1.3
11018,r033_11,New York,Without a bachelor's degree,Non-STEM workers,2,43.6
11018,r033_12,New York,Without a bachelor's degree,STEM workers,2,9.9
11018,r033_13,New York,Without a bachelor's degree,S&E workers,2,1.0
11018,r033_14,New York,Without a bachelor's degree,S&E-related workers,2,2.9
11018,r033_15,New York,Without a bachelor's degree,STEM middle-skill workers,2,6.0
11018,r034_1,North Carolina,All education levels,Non-STEM workers,2,74.8
11018,r034_2,North Carolina,All education levels,STEM workers,2,25.2
11018,r034_3,North Carolina,All education levels,S&E workers,2,6.1
11018,r034_4,North Carolina,All education levels,S&E-related workers,2,9.4
11018,r034_5,North Carolina,All education levels,STEM middle-skill workers,2,9.7
11018,r034_6,North Carolina,Bachelor's degree or higher,Non-STEM workers,2,27.5
11018,r034_7,North Carolina,Bachelor's degree or higher,STEM workers,2,11.5
11018,r034_8,North Carolina,Bachelor's degree or higher,S&E,2,4.7
11018,r034_9,North Carolina,Bachelor's degree or higher,S&E-related workers,2,5.7
11018,r034_10,North Carolina,Bachelor's degree or higher,STEM middle-skill workers,2,1.1
11018,r034_11,North Carolina,Without a bachelor's degree,Non-STEM workers,2,47.3
11018,r034_12,North Carolina,Without a bachelor's degree,STEM workers,2,13.7
11018,r034_13,North Carolina,Without a bachelor's degree,S&E workers,2,1.4
11018,r034_14,North Carolina,Without a bachelor's degree,S&E-related workers,2,3.7
11018,r034_15,North Carolina,Without a bachelor's degree,STEM middle-skill workers,2,8.6
11018,r035_1,North Dakota,All education levels,Non-STEM workers,2,74.3
11018,r035_2,North Dakota,All education levels,STEM workers,2,25.7
11018,r035_3,North Dakota,All education levels,S&E workers,2,3.8
11018,r035_4,North Dakota,All education levels,S&E-related workers,2,9.1
11018,r035_5,North Dakota,All education levels,STEM middle-skill workers,2,12.8
11018,r035_6,North Dakota,Bachelor's degree or higher,Non-STEM workers,2,23.4
11018,r035_7,North Dakota,Bachelor's degree or higher,STEM workers,2,10.4
11018,r035_8,North Dakota,Bachelor's degree or higher,S&E,2,3.1
11018,r035_9,North Dakota,Bachelor's degree or higher,S&E-related workers,2,5.8
11018,r035_10,North Dakota,Bachelor's degree or higher,STEM middle-skill workers,2,1.5
11018,r035_11,North Dakota,Without a bachelor's degree,Non-STEM workers,2,50.9
11018,r035_12,North Dakota,Without a bachelor's degree,STEM workers,2,15.3
11018,r035_13,North Dakota,Without a bachelor's degree,S&E workers,2,0.7
11018,r035_14,North Dakota,Without a bachelor's degree,S&E-related workers,2,3.3
11018,r035_15,North Dakota,Without a bachelor's degree,STEM middle-skill workers,2,11.3
11018,r036_1,Ohio,All education levels,Non-STEM workers,2,75.0
11018,r036_2,Ohio,All education levels,STEM workers,2,25.0
11018,r036_3,Ohio,All education levels,S&E workers,2,5.5
11018,r036_4,Ohio,All education levels,S&E-related workers,2,9.7
11018,r036_5,Ohio,All education levels,STEM middle-skill workers,2,9.9
11018,r036_6,Ohio,Bachelor's degree or higher,Non-STEM workers,2,24.6
11018,r036_7,Ohio,Bachelor's degree or higher,STEM workers,2,10.6
11018,r036_8,Ohio,Bachelor's degree or higher,S&E,2,3.9
11018,r036_9,Ohio,Bachelor's degree or higher,S&E-related workers,2,5.6
11018,r036_10,Ohio,Bachelor's degree or higher,STEM middle-skill workers,2,1.0
11018,r036_11,Ohio,Without a bachelor's degree,Non-STEM workers,2,50.3
11018,r036_12,Ohio,Without a bachelor's degree,STEM workers,2,14.5
11018,r036_13,Ohio,Without a bachelor's degree,S&E workers,2,1.6
11018,r036_14,Ohio,Without a bachelor's degree,S&E-related workers,2,4.0
11018,r036_15,Ohio,Without a bachelor's degree,STEM middle-skill workers,2,8.8
11018,r037_1,Oklahoma,All education levels,Non-STEM workers,2,76.1
11018,r037_2,Oklahoma,All education levels,STEM workers,2,23.9
11018,r037_3,Oklahoma,All education levels,S&E workers,2,4.3
11018,r037_4,Oklahoma,All education levels,S&E-related workers,2,8.4
11018,r037_5,Oklahoma,All education levels,STEM middle-skill workers,2,11.2
11018,r037_6,Oklahoma,Bachelor's degree or higher,Non-STEM workers,2,22.5
11018,r037_7,Oklahoma,Bachelor's degree or higher,STEM workers,2,8.8
11018,r037_8,Oklahoma,Bachelor's degree or higher,S&E,2,3.0
11018,r037_9,Oklahoma,Bachelor's degree or higher,S&E-related workers,2,4.5
11018,r037_10,Oklahoma,Bachelor's degree or higher,STEM middle-skill workers,2,1.3
11018,r037_11,Oklahoma,Without a bachelor's degree,Non-STEM workers,2,53.6
11018,r037_12,Oklahoma,Without a bachelor's degree,STEM workers,2,15.1
11018,r037_13,Oklahoma,Without a bachelor's degree,S&E workers,2,1.3
11018,r037_14,Oklahoma,Without a bachelor's degree,S&E-related workers,2,3.9
11018,r037_15,Oklahoma,Without a bachelor's degree,STEM middle-skill workers,2,9.9
11018,r038_1,Oregon,All education levels,Non-STEM workers,2,75.2
11018,r038_2,Oregon,All education levels,STEM workers,2,24.8
11018,r038_3,Oregon,All education levels,S&E workers,2,7.0
11018,r038_4,Oregon,All education levels,S&E-related workers,2,8.8
11018,r038_5,Oregon,All education levels,STEM middle-skill workers,2,9.0
11018,r038_6,Oregon,Bachelor's degree or higher,Non-STEM workers,2,26.8
11018,r038_7,Oregon,Bachelor's degree or higher,STEM workers,2,12.4
11018,r038_8,Oregon,Bachelor's degree or higher,S&E,2,5.2
11018,r038_9,Oregon,Bachelor's degree or higher,S&E-related workers,2,5.8
11018,r038_10,Oregon,Bachelor's degree or higher,STEM middle-skill workers,2,1.4
11018,r038_11,Oregon,Without a bachelor's degree,Non-STEM workers,2,48.4
11018,r038_12,Oregon,Without a bachelor's degree,STEM workers,2,12.4
11018,r038_13,Oregon,Without a bachelor's degree,S&E workers,2,1.8
11018,r038_14,Oregon,Without a bachelor's degree,S&E-related workers,2,2.9
11018,r038_15,Oregon,Without a bachelor's degree,STEM middle-skill workers,2,7.7
11018,r039_1,Pennsylvania,All education levels,Non-STEM workers,2,74.8
11018,r039_2,Pennsylvania,All education levels,STEM workers,2,25.2
11018,r039_3,Pennsylvania,All education levels,S&E workers,2,5.9
11018,r039_4,Pennsylvania,All education levels,S&E-related workers,2,10.2
11018,r039_5,Pennsylvania,All education levels,STEM middle-skill workers,2,9.0
11018,r039_6,Pennsylvania,Bachelor's degree or higher,Non-STEM workers,2,28.0
11018,r039_7,Pennsylvania,Bachelor's degree or higher,STEM workers,2,12.1
11018,r039_8,Pennsylvania,Bachelor's degree or higher,S&E,2,4.6
11018,r039_9,Pennsylvania,Bachelor's degree or higher,S&E-related workers,2,6.5
11018,r039_10,Pennsylvania,Bachelor's degree or higher,STEM middle-skill workers,2,1.0
11018,r039_11,Pennsylvania,Without a bachelor's degree,Non-STEM workers,2,46.9
11018,r039_12,Pennsylvania,Without a bachelor's degree,STEM workers,2,13.0
11018,r039_13,Pennsylvania,Without a bachelor's degree,S&E workers,2,1.3
11018,r039_14,Pennsylvania,Without a bachelor's degree,S&E-related workers,2,3.7
11018,r039_15,Pennsylvania,Without a bachelor's degree,STEM middle-skill workers,2,7.9
11018,r040_1,Rhode Island,All education levels,Non-STEM workers,2,76.0
11018,r040_2,Rhode Island,All education levels,STEM workers,2,24.0
11018,r040_3,Rhode Island,All education levels,S&E workers,2,5.7
11018,r040_4,Rhode Island,All education levels,S&E-related workers,2,8.8
11018,r040_5,Rhode Island,All education levels,STEM middle-skill workers,2,9.4
11018,r040_6,Rhode Island,Bachelor's degree or higher,Non-STEM workers,2,29.4
11018,r040_7,Rhode Island,Bachelor's degree or higher,STEM workers,2,11.1
11018,r040_8,Rhode Island,Bachelor's degree or higher,S&E,2,4.3
11018,r040_9,Rhode Island,Bachelor's degree or higher,S&E-related workers,2,5.6
11018,r040_10,Rhode Island,Bachelor's degree or higher,STEM middle-skill workers,2,1.2
11018,r040_11,Rhode Island,Without a bachelor's degree,Non-STEM workers,2,46.7
11018,r040_12,Rhode Island,Without a bachelor's degree,STEM workers,2,12.9
11018,r040_13,Rhode Island,Without a bachelor's degree,S&E workers,2,1.5
11018,r040_14,Rhode Island,Without a bachelor's degree,S&E-related workers,2,3.3
11018,r040_15,Rhode Island,Without a bachelor's degree,STEM middle-skill workers,2,8.2
11018,r041_1,South Carolina,All education levels,Non-STEM workers,2,75.7
11018,r041_2,South Carolina,All education levels,STEM workers,2,24.3
11018,r041_3,South Carolina,All education levels,S&E workers,2,4.7
11018,r041_4,South Carolina,All education levels,S&E-related workers,2,9.3
11018,r041_5,South Carolina,All education levels,STEM middle-skill workers,2,10.3
11018,r041_6,South Carolina,Bachelor's degree or higher,Non-STEM workers,2,25.3
11018,r041_7,South Carolina,Bachelor's degree or higher,STEM workers,2,9.9
11018,r041_8,South Carolina,Bachelor's degree or higher,S&E,2,3.2
11018,r041_9,South Carolina,Bachelor's degree or higher,S&E-related workers,2,5.3
11018,r041_10,South Carolina,Bachelor's degree or higher,STEM middle-skill workers,2,1.4
11018,r041_11,South Carolina,Without a bachelor's degree,Non-STEM workers,2,50.4
11018,r041_12,South Carolina,Without a bachelor's degree,STEM workers,2,14.4
11018,r041_13,South Carolina,Without a bachelor's degree,S&E workers,2,1.5
11018,r041_14,South Carolina,Without a bachelor's degree,S&E-related workers,2,4.0
11018,r041_15,South Carolina,Without a bachelor's degree,STEM middle-skill workers,2,8.8
11018,r042_1,South Dakota,All education levels,Non-STEM workers,2,73.2
11018,r042_2,South Dakota,All education levels,STEM workers,2,26.8
11018,r042_3,South Dakota,All education levels,S&E workers,2,3.9
11018,r042_4,South Dakota,All education levels,S&E-related workers,2,10.2
11018,r042_5,South Dakota,All education levels,STEM middle-skill workers,2,12.7
11018,r042_6,South Dakota,Bachelor's degree or higher,Non-STEM workers,2,22.3
11018,r042_7,South Dakota,Bachelor's degree or higher,STEM workers,2,10.5
11018,r042_8,South Dakota,Bachelor's degree or higher,S&E,2,2.8
11018,r042_9,South Dakota,Bachelor's degree or higher,S&E-related workers,2,6.1
11018,r042_10,South Dakota,Bachelor's degree or higher,STEM middle-skill workers,2,1.7
11018,r042_11,South Dakota,Without a bachelor's degree,Non-STEM workers,2,50.8
11018,r042_12,South Dakota,Without a bachelor's degree,STEM workers,2,16.3
11018,r042_13,South Dakota,Without a bachelor's degree,S&E workers,2,1.2
11018,r042_14,South Dakota,Without a bachelor's degree,S&E-related workers,2,4.1
11018,r042_15,South Dakota,Without a bachelor's degree,STEM middle-skill workers,2,11.1
11018,r043_1,Tennessee,All education levels,Non-STEM workers,2,76.4
11018,r043_2,Tennessee,All education levels,STEM workers,2,23.6
11018,r043_3,Tennessee,All education levels,S&E workers,2,4.5
11018,r043_4,Tennessee,All education levels,S&E-related workers,2,9.2
11018,r043_5,Tennessee,All education levels,STEM middle-skill workers,2,9.8
11018,r043_6,Tennessee,Bachelor's degree or higher,Non-STEM workers,2,25.2
11018,r043_7,Tennessee,Bachelor's degree or higher,STEM workers,2,9.7
11018,r043_8,Tennessee,Bachelor's degree or higher,S&E,2,3.3
11018,r043_9,Tennessee,Bachelor's degree or higher,S&E-related workers,2,5.3
11018,r043_10,Tennessee,Bachelor's degree or higher,STEM middle-skill workers,2,1.1
11018,r043_11,Tennessee,Without a bachelor's degree,Non-STEM workers,2,51.2
11018,r043_12,Tennessee,Without a bachelor's degree,STEM workers,2,13.9
11018,r043_13,Tennessee,Without a bachelor's degree,S&E workers,2,1.2
11018,r043_14,Tennessee,Without a bachelor's degree,S&E-related workers,2,4.0
11018,r043_15,Tennessee,Without a bachelor's degree,STEM middle-skill workers,2,8.8
11018,r044_1,Texas,All education levels,Non-STEM workers,2,76.5
11018,r044_2,Texas,All education levels,STEM workers,2,23.5
11018,r044_3,Texas,All education levels,S&E workers,2,6.0
11018,r044_4,Texas,All education levels,S&E-related workers,2,7.9
11018,r044_5,Texas,All education levels,STEM middle-skill workers,2,9.7
11018,r044_6,Texas,Bachelor's degree or higher,Non-STEM workers,2,25.4
11018,r044_7,Texas,Bachelor's degree or higher,STEM workers,2,10.5
11018,r044_8,Texas,Bachelor's degree or higher,S&E,2,4.6
11018,r044_9,Texas,Bachelor's degree or higher,S&E-related workers,2,4.8
11018,r044_10,Texas,Bachelor's degree or higher,STEM middle-skill workers,2,1.2
11018,r044_11,Texas,Without a bachelor's degree,Non-STEM workers,2,51.1
11018,r044_12,Texas,Without a bachelor's degree,STEM workers,2,13.0
11018,r044_13,Texas,Without a bachelor's degree,S&E workers,2,1.4
11018,r044_14,Texas,Without a bachelor's degree,S&E-related workers,2,3.1
11018,r044_15,Texas,Without a bachelor's degree,STEM middle-skill workers,2,8.5
11018,r045_1,Utah,All education levels,Non-STEM workers,2,75.7
11018,r045_2,Utah,All education levels,STEM workers,2,24.3
11018,r045_3,Utah,All education levels,S&E workers,2,6.9
11018,r045_4,Utah,All education levels,S&E-related workers,2,7.7
11018,r045_5,Utah,All education levels,STEM middle-skill workers,2,9.7
11018,r045_6,Utah,Bachelor's degree or higher,Non-STEM workers,2,23.6
11018,r045_7,Utah,Bachelor's degree or higher,STEM workers,2,10.6
11018,r045_8,Utah,Bachelor's degree or higher,S&E,2,4.7
11018,r045_9,Utah,Bachelor's degree or higher,S&E-related workers,2,4.7
11018,r045_10,Utah,Bachelor's degree or higher,STEM middle-skill workers,2,1.2
11018,r045_11,Utah,Without a bachelor's degree,Non-STEM workers,2,52.1
11018,r045_12,Utah,Without a bachelor's degree,STEM workers,2,13.7
11018,r045_13,Utah,Without a bachelor's degree,S&E workers,2,2.3
11018,r045_14,Utah,Without a bachelor's degree,S&E-related workers,2,2.9
11018,r045_15,Utah,Without a bachelor's degree,STEM middle-skill workers,2,8.5
11018,r046_1,Vermont,All education levels,Non-STEM workers,2,73.6
11018,r046_2,Vermont,All education levels,STEM workers,2,26.4
11018,r046_3,Vermont,All education levels,S&E workers,2,4.6
11018,r046_4,Vermont,All education levels,S&E-related workers,2,10.0
11018,r046_5,Vermont,All education levels,STEM middle-skill workers,2,11.8
11018,r046_6,Vermont,Bachelor's degree or higher,Non-STEM workers,2,32.5
11018,r046_7,Vermont,Bachelor's degree or higher,STEM workers,2,12.1
11018,r046_8,Vermont,Bachelor's degree or higher,S&E,2,3.5
11018,r046_9,Vermont,Bachelor's degree or higher,S&E-related workers,2,7.0
11018,r046_10,Vermont,Bachelor's degree or higher,STEM middle-skill workers,2,1.6
11018,r046_11,Vermont,Without a bachelor's degree,Non-STEM workers,2,41.2
11018,r046_12,Vermont,Without a bachelor's degree,STEM workers,2,14.3
11018,r046_13,Vermont,Without a bachelor's degree,S&E workers,2,1.1
11018,r046_14,Vermont,Without a bachelor's degree,S&E-related workers,2,3.0
11018,r046_15,Vermont,Without a bachelor's degree,STEM middle-skill workers,2,10.2
11018,r047_1,Virginia,All education levels,Non-STEM workers,2,74.0
11018,r047_2,Virginia,All education levels,STEM workers,2,26.0
11018,r047_3,Virginia,All education levels,S&E workers,2,9.1
11018,r047_4,Virginia,All education levels,S&E-related workers,2,8.7
11018,r047_5,Virginia,All education levels,STEM middle-skill workers,2,8.2
11018,r047_6,Virginia,Bachelor's degree or higher,Non-STEM workers,2,31.6
11018,r047_7,Virginia,Bachelor's degree or higher,STEM workers,2,14.0
11018,r047_8,Virginia,Bachelor's degree or higher,S&E,2,7.2
11018,r047_9,Virginia,Bachelor's degree or higher,S&E-related workers,2,5.8
11018,r047_10,Virginia,Bachelor's degree or higher,STEM middle-skill workers,2,1.0
11018,r047_11,Virginia,Without a bachelor's degree,Non-STEM workers,2,42.4
11018,r047_12,Virginia,Without a bachelor's degree,STEM workers,2,11.9
11018,r047_13,Virginia,Without a bachelor's degree,S&E workers,2,1.9
11018,r047_14,Virginia,Without a bachelor's degree,S&E-related workers,2,2.9
11018,r047_15,Virginia,Without a bachelor's degree,STEM middle-skill workers,2,7.1
11018,r048_1,Washington,All education levels,Non-STEM workers,2,73.0
11018,r048_2,Washington,All education levels,STEM workers,2,27.0
11018,r048_3,Washington,All education levels,S&E workers,2,9.8
11018,r048_4,Washington,All education levels,S&E-related workers,2,8.6
11018,r048_5,Washington,All education levels,STEM middle-skill workers,2,8.7
11018,r048_6,Washington,Bachelor's degree or higher,Non-STEM workers,2,26.8
11018,r048_7,Washington,Bachelor's degree or higher,STEM workers,2,14.9
11018,r048_8,Washington,Bachelor's degree or higher,S&E,2,8.1
11018,r048_9,Washington,Bachelor's degree or higher,S&E-related workers,2,5.5
11018,r048_10,Washington,Bachelor's degree or higher,STEM middle-skill workers,2,1.2
11018,r048_11,Washington,Without a bachelor's degree,Non-STEM workers,2,46.2
11018,r048_12,Washington,Without a bachelor's degree,STEM workers,2,12.1
11018,r048_13,Washington,Without a bachelor's degree,S&E workers,2,1.6
11018,r048_14,Washington,Without a bachelor's degree,S&E-related workers,2,3.0
11018,r048_15,Washington,Without a bachelor's degree,STEM middle-skill workers,2,7.4
11018,r049_1,West Virginia,All education levels,Non-STEM workers,2,75.8
11018,r049_2,West Virginia,All education levels,STEM workers,2,24.2
11018,r049_3,West Virginia,All education levels,S&E workers,2,4.0
11018,r049_4,West Virginia,All education levels,S&E-related workers,2,10.3
11018,r049_5,West Virginia,All education levels,STEM middle-skill workers,2,10.0
11018,r049_6,West Virginia,Bachelor's degree or higher,Non-STEM workers,2,21.2
11018,r049_7,West Virginia,Bachelor's degree or higher,STEM workers,2,9.2
11018,r049_8,West Virginia,Bachelor's degree or higher,S&E,2,2.5
11018,r049_9,West Virginia,Bachelor's degree or higher,S&E-related workers,2,5.8
11018,r049_10,West Virginia,Bachelor's degree or higher,STEM middle-skill workers,2,0.9
11018,r049_11,West Virginia,Without a bachelor's degree,Non-STEM workers,2,54.6
11018,r049_12,West Virginia,Without a bachelor's degree,STEM workers,2,15.1
11018,r049_13,West Virginia,Without a bachelor's degree,S&E workers,2,1.5
11018,r049_14,West Virginia,Without a bachelor's degree,S&E-related workers,2,4.5
11018,r049_15,West Virginia,Without a bachelor's degree,STEM middle-skill workers,2,9.1
11018,r050_1,Wisconsin,All education levels,Non-STEM workers,2,73.9
11018,r050_2,Wisconsin,All education levels,STEM workers,2,26.1
11018,r050_3,Wisconsin,All education levels,S&E workers,2,5.6
11018,r050_4,Wisconsin,All education levels,S&E-related workers,2,9.2
11018,r050_5,Wisconsin,All education levels,STEM middle-skill workers,2,11.3
11018,r050_6,Wisconsin,Bachelor's degree or higher,Non-STEM workers,2,24.1
11018,r050_7,Wisconsin,Bachelor's degree or higher,STEM workers,2,10.7
11018,r050_8,Wisconsin,Bachelor's degree or higher,S&E,2,4.2
11018,r050_9,Wisconsin,Bachelor's degree or higher,S&E-related workers,2,5.3
11018,r050_10,Wisconsin,Bachelor's degree or higher,STEM middle-skill workers,2,1.2
11018,r050_11,Wisconsin,Without a bachelor's degree,Non-STEM workers,2,49.8
11018,r050_12,Wisconsin,Without a bachelor's degree,STEM workers,2,15.4
11018,r050_13,Wisconsin,Without a bachelor's degree,S&E workers,2,1.4
11018,r050_14,Wisconsin,Without a bachelor's degree,S&E-related workers,2,3.9
11018,r050_15,Wisconsin,Without a bachelor's degree,STEM middle-skill workers,2,10.1
11018,r051_1,Wyoming,All education levels,Non-STEM workers,2,75.0
11018,r051_2,Wyoming,All education levels,STEM workers,2,25.0
11018,r051_3,Wyoming,All education levels,S&E workers,2,3.4
11018,r051_4,Wyoming,All education levels,S&E-related workers,2,8.2
11018,r051_5,Wyoming,All education levels,STEM middle-skill workers,2,13.4
11018,r051_6,Wyoming,Bachelor's degree or higher,Non-STEM workers,2,20.5
11018,r051_7,Wyoming,Bachelor's degree or higher,STEM workers,2,7.8
11018,r051_8,Wyoming,Bachelor's degree or higher,S&E,2,2.6
11018,r051_9,Wyoming,Bachelor's degree or higher,S&E-related workers,2,4.2
