table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_total_all_r_d_expenditures_received,field_total_from_educational_pass_through_entities,field_total_from_business,field_total_from_nonprofit_organizations,field_total_from_other_pass_through_entities,field_federally_financed_all_r_d_expenditures_received,field_federally_financed_from_educational_pass_through_entities,field_federally_financed_from_business,field_federally_financed_from_nonprofit_organizations,field_federally_financed_from_other_pass_through_entities
3188,r178,United States -> Georgia -> Private -> Emory U.,United States,Georgia,Private,Emory U.,4,"['73,864', '']","['45,817', '']","['8,087', '']","['17,850', '']","['2,110', '']","['60,071', '']","['42,712', '']","['2,800', '']","['13,050', '']","['1,509', '']"
3188,r179,United States -> Georgia -> Private -> Mercer U.,United States,Georgia,Private,Mercer U.,4,"['7,722', '']","['844', '']","['6,878', '']","['0', '']","['0', '']","['666', '']","['498', '']","['168', '']","['0', '']","['0', '']"
3188,r180,United States -> Georgia -> Private -> Morehouse C.,United States,Georgia,Private,Morehouse C.,4,"['211', '']","['211', '']","['0', '']","['0', '']","['0', '']","['211', '']","['211', '']","['0', '']","['0', '']","['0', '']"
3188,r181,United States -> Georgia -> Private -> Morehouse School of Medicine,United States,Georgia,Private,Morehouse School of Medicine,4,"['4,660', 'i']","['4,518', 'i']","['40', 'i']","['78', 'i']","['24', 'i']","['4,410', '']","['4,410', '']","['0', '']","['0', '']","['0', '']"
3188,r182,United States -> Georgia -> Private -> Spelman C.,United States,Georgia,Private,Spelman C.,4,"['145', '']","['145', '']","['0', '']","['0', '']","['0', '']","['145', '']","['145', '']","['0', '']","['0', '']","['0', '']"
3188,r183,United States -> Hawaii,United States,Hawaii,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r184,United States -> Hawaii -> Public,United States,Hawaii,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r185,"United States -> Hawaii -> Public -> U. Hawaii, Hilo",United States,Hawaii,Public,"U. Hawaii, Hilo",4,"['569', '']","['371', '']","['0', '']","['135', '']","['63', '']","['569', '']","['371', '']","['0', '']","['135', '']","['63', '']"
3188,r186,"United States -> Hawaii -> Public -> U. Hawaii, Manoa",United States,Hawaii,Public,"U. Hawaii, Manoa",4,"['19,206', 'i']","['7,010', 'i']","['820', 'i']","['6,788', 'i']","['4,588', 'i']","['19,033', '']","['6,965', '']","['820', '']","['6,660', '']","['4,588', '']"
3188,r187,"United States -> Hawaii -> Public -> U. Hawaii, system office",United States,Hawaii,Public,"U. Hawaii, system office",4,"['54', '']","['0', '']","['0', '']","['0', '']","['54', '']","['54', '']","['0', '']","['0', '']","['0', '']","['54', '']"
3188,r188,United States -> Hawaii -> Private,United States,Hawaii,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r189,United States -> Hawaii -> Private -> Hawaii Pacific U.,United States,Hawaii,Private,Hawaii Pacific U.,4,"['334', '']","['334', '']","['0', '']","['0', '']","['0', '']","['329', '']","['329', '']","['0', '']","['0', '']","['0', '']"
3188,r190,United States -> Idaho,United States,Idaho,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r191,United States -> Idaho -> Public,United States,Idaho,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r192,United States -> Idaho -> Public -> Boise State U.,United States,Idaho,Public,Boise State U.,4,"['7,424', '']","['3,270', '']","['3,341', '']","['232', '']","['581', '']","['7,201', '']","['3,106', '']","['3,309', '']","['232', '']","['554', '']"
3188,r193,United States -> Idaho -> Public -> Idaho State U.,United States,Idaho,Public,Idaho State U.,4,"['6,150', '']","['2,575', '']","['3,042', '']","['74', '']","['459', '']","['5,049', '']","['2,110', '']","['2,520', '']","['0', '']","['419', '']"
3188,r194,United States -> Idaho -> Public -> U. Idaho,United States,Idaho,Public,U. Idaho,4,"['11,116', '']","['6,100', '']","['555', '']","['369', '']","['4,092', '']","['10,416', '']","['5,990', '']","['264', '']","['240', '']","['3,922', '']"
3188,r195,United States -> Illinois,United States,Illinois,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r196,United States -> Illinois -> Public,United States,Illinois,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r197,United States -> Illinois -> Public -> Chicago State U.,United States,Illinois,Public,Chicago State U.,4,"['52', '']","['52', '']","['0', '']","['0', '']","['0', '']","['52', '']","['52', '']","['0', '']","['0', '']","['0', '']"
3188,r198,United States -> Illinois -> Public -> Illinois State U.,United States,Illinois,Public,Illinois State U.,4,"['203', '']","['195', '']","['0', '']","['0', '']","['8', '']","['139', '']","['139', '']","['0', '']","['0', '']","['0', '']"
3188,r199,United States -> Illinois -> Public -> Northeastern Illinois U.,United States,Illinois,Public,Northeastern Illinois U.,4,"['118', '']","['118', '']","['0', '']","['0', '']","['0', '']","['118', '']","['118', '']","['0', '']","['0', '']","['0', '']"
3188,r200,United States -> Illinois -> Public -> Northern Illinois U.,United States,Illinois,Public,Northern Illinois U.,4,"['2,447', '']","['517', '']","['220', '']","['1,189', '']","['521', '']","['2,370', '']","['455', '']","['220', '']","['1,189', '']","['506', '']"
3188,r201,"United States -> Illinois -> Public -> Southern Illinois U., Carbondale",United States,Illinois,Public,"Southern Illinois U., Carbondale",4,"['3,582', 'i']","['980', 'i']","['628', 'i']","['118', 'i']","['1,856', 'i']","['3,002', '']","['824', '']","['460', '']","['0', '']","['1,718', '']"
3188,r202,"United States -> Illinois -> Public -> Southern Illinois U., Edwardsville",United States,Illinois,Public,"Southern Illinois U., Edwardsville",4,"['2,320', '']","['464', '']","['197', '']","['59', '']","['1,600', '']","['2,320', '']","['464', '']","['197', '']","['59', '']","['1,600', '']"
3188,r203,"United States -> Illinois -> Public -> U. Illinois, Chicago",United States,Illinois,Public,"U. Illinois, Chicago",4,"['31,170', '']","['19,716', '']","['2,655', '']","['5,342', '']","['3,457', '']","['30,955', '']","['19,521', '']","['2,645', '']","['5,332', '']","['3,457', '']"
3188,r204,"United States -> Illinois -> Public -> U. Illinois, Springfield",United States,Illinois,Public,"U. Illinois, Springfield",4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3188,r205,"United States -> Illinois -> Public -> U. Illinois, Urbana-Champaign",United States,Illinois,Public,"U. Illinois, Urbana-Champaign",4,"['43,929', '']","['29,047', '']","['10,329', '']","['3,762', '']","['791', '']","['38,669', '']","['24,980', '']","['9,921', '']","['3,480', '']","['288', '']"
3188,r206,United States -> Illinois -> Public -> Western Illinois U.,United States,Illinois,Public,Western Illinois U.,4,"['1,374', '']","['414', '']","['0', '']","['0', '']","['960', '']","['1,374', '']","['414', '']","['0', '']","['0', '']","['960', '']"
3188,r207,United States -> Illinois -> Private,United States,Illinois,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r208,United States -> Illinois -> Private -> Bradley U.,United States,Illinois,Private,Bradley U.,4,"['212', '']","['212', '']","['0', '']","['0', '']","['0', '']","['212', '']","['212', '']","['0', '']","['0', '']","['0', '']"
3188,r209,United States -> Illinois -> Private -> DePaul U.,United States,Illinois,Private,DePaul U.,4,"['811', '']","['528', '']","['1', '']","['282', '']","['0', '']","['754', '']","['495', '']","['1', '']","['258', '']","['0', '']"
3188,r210,United States -> Illinois -> Private -> Erikson Institute,United States,Illinois,Private,Erikson Institute,4,"['32', '']","['0', '']","['0', '']","['32', '']","['0', '']","['32', '']","['0', '']","['0', '']","['32', '']","['0', '']"
3188,r211,United States -> Illinois -> Private -> Illinois Institute of Technology,United States,Illinois,Private,Illinois Institute of Technology,4,"['6,278', '']","['2,224', '']","['988', '']","['575', '']","['2,491', '']","['5,854', '']","['2,088', '']","['988', '']","['287', '']","['2,491', '']"
3188,r212,"United States -> Illinois -> Private -> Loyola U., Chicago",United States,Illinois,Private,"Loyola U., Chicago",4,"['4,393', '']","['3,282', '']","['218', '']","['652', '']","['241', '']","['3,744', '']","['2,892', '']","['209', '']","['402', '']","['241', '']"
3188,r213,United States -> Illinois -> Private -> Midwestern U.,United States,Illinois,Private,Midwestern U.,4,"['63', '']","['63', '']","['0', '']","['0', '']","['0', '']","['63', '']","['63', '']","['0', '']","['0', '']","['0', '']"
3188,r214,United States -> Illinois -> Private -> Northwestern U.,United States,Illinois,Private,Northwestern U.,4,"['75,384', '']","['42,515', '']","['20,291', '']","['11,777', '']","['801', '']","['53,231', '']","['38,802', '']","['5,810', '']","['8,389', '']","['230', '']"
3188,r215,United States -> Illinois -> Private -> Rosalind Franklin U. of Medicine and Science,United States,Illinois,Private,Rosalind Franklin U. of Medicine and Science,4,"['303', '']","['297', '']","['0', '']","['0', '']","['6', '']","['303', '']","['297', '']","['0', '']","['0', '']","['6', '']"
3188,r216,United States -> Illinois -> Private -> Rush U.,United States,Illinois,Private,Rush U.,4,"['14,614', '']","['9,794', '']","['0', '']","['2,183', '']","['2,637', '']","['13,594', '']","['9,272', '']","['0', '']","['1,751', '']","['2,571', '']"
3188,r217,"United States -> Illinois -> Private -> Toyota Technological Institute, Chicago",United States,Illinois,Private,"Toyota Technological Institute, Chicago",4,"['485', '']","['485', '']","['0', '']","['0', '']","['0', '']","['485', '']","['485', '']","['0', '']","['0', '']","['0', '']"
3188,r218,United States -> Illinois -> Private -> U. Chicago,United States,Illinois,Private,U. Chicago,4,"['76,146', '']","['50,488', '']","['17,706', '']","['6,727', '']","['1,225', '']","['73,130', '']","['48,485', '']","['17,706', '']","['6,080', '']","['859', '']"
3188,r219,"United States -> Illinois -> Private -> Wheaton C., Wheaton",United States,Illinois,Private,"Wheaton C., Wheaton",4,"['15', '']","['15', '']","['0', '']","['0', '']","['0', '']","['15', '']","['15', '']","['0', '']","['0', '']","['0', '']"
3188,r220,United States -> Indiana,United States,Indiana,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r221,United States -> Indiana -> Public,United States,Indiana,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r222,United States -> Indiana -> Public -> Ball State U.,United States,Indiana,Public,Ball State U.,4,"['1,649', '']","['701', '']","['118', '']","['361', '']","['469', '']","['1,336', '']","['695', '']","['1', '']","['333', '']","['307', '']"
3188,r223,United States -> Indiana -> Public -> Indiana State U.,United States,Indiana,Public,Indiana State U.,4,"['479', '']","['90', '']","['0', '']","['0', '']","['389', '']","['479', '']","['90', '']","['0', '']","['0', '']","['389', '']"
3188,r224,"United States -> Indiana -> Public -> Indiana U., Bloomington",United States,Indiana,Public,"Indiana U., Bloomington",4,"['44,430', '']","['25,068', '']","['5,067', '']","['10,584', '']","['3,711', '']","['37,679', '']","['21,517', '']","['4,998', '']","['8,016', '']","['3,148', '']"
3188,r225,"United States -> Indiana -> Public -> Indiana U.-Purdue U., Indianapolis",United States,Indiana,Public,"Indiana U.-Purdue U., Indianapolis",4,"['5,197', '']","['2,590', '']","['437', '']","['780', '']","['1,390', '']","['4,398', '']","['2,348', '']","['408', '']","['740', '']","['902', '']"
3188,r226,"United States -> Indiana -> Public -> Purdue U., Fort Wayne",United States,Indiana,Public,"Purdue U., Fort Wayne",4,"['413', '']","['42', '']","['55', '']","['0', '']","['316', '']","['5', '']","['0', '']","['5', '']","['0', '']","['0', '']"
3188,r227,"United States -> Indiana -> Public -> Purdue U., Northwest",United States,Indiana,Public,"Purdue U., Northwest",4,"['623', '']","['397', '']","['46', '']","['0', '']","['180', '']","['186', '']","['141', '']","['45', '']","['0', '']","['0', '']"
3188,r228,"United States -> Indiana -> Public -> Purdue U., West Lafayette",United States,Indiana,Public,"Purdue U., West Lafayette",4,"['68,026', '']","['31,255', '']","['9,522', '']","['8,486', '']","['18,763', '']","['40,917', '']","['27,872', '']","['8,580', '']","['3,512', '']","['953', '']"
3188,r229,United States -> Indiana -> Private,United States,Indiana,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r230,United States -> Indiana -> Private -> U. Notre Dame,United States,Indiana,Private,U. Notre Dame,4,"['27,740', '']","['11,878', '']","['10,748', '']","['1,969', '']","['3,145', '']","['24,719', '']","['11,170', '']","['10,290', '']","['912', '']","['2,347', '']"
3188,r231,United States -> Iowa,United States,Iowa,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r232,United States -> Iowa -> Public,United States,Iowa,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r233,United States -> Iowa -> Public -> Iowa State U.,United States,Iowa,Public,Iowa State U.,4,"['33,871', '']","['11,102', '']","['6,429', '']","['4,077', '']","['12,263', '']","['25,759', '']","['9,768', '']","['3,477', '']","['3,266', '']","['9,248', '']"
3188,r234,United States -> Iowa -> Public -> U. Iowa,United States,Iowa,Public,U. Iowa,4,"['16,693', '']","['4,160', '']","['1,729', '']","['2,865', '']","['7,939', '']","['16,693', '']","['4,160', '']","['1,729', '']","['2,865', '']","['7,939', '']"
3188,r235,United States -> Iowa -> Public -> U. Northern Iowa,United States,Iowa,Public,U. Northern Iowa,4,"['897', '']","['345', '']","['0', '']","['0', '']","['552', '']","['897', '']","['345', '']","['0', '']","['0', '']","['552', '']"
3188,r236,United States -> Iowa -> Private,United States,Iowa,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r237,United States -> Iowa -> Private -> Des Moines U.,United States,Iowa,Private,Des Moines U.,4,"['143', '']","['103', '']","['21', '']","['0', '']","['19', '']","['110', '']","['103', '']","['4', '']","['0', '']","['3', '']"
3188,r238,United States -> Iowa -> Private -> Drake U.,United States,Iowa,Private,Drake U.,4,"['140', '']","['140', '']","['0', '']","['0', '']","['0', '']","['110', '']","['110', '']","['0', '']","['0', '']","['0', '']"
3188,r239,United States -> Iowa -> Private -> Grinnell C.,United States,Iowa,Private,Grinnell C.,4,"['152', '']","['152', '']","['0', '']","['0', '']","['0', '']","['84', '']","['84', '']","['0', '']","['0', '']","['0', '']"
3188,r240,"United States -> Iowa -> Private -> Palmer C. of Chiropractic, Davenport",United States,Iowa,Private,"Palmer C. of Chiropractic, Davenport",4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3188,r241,United States -> Kansas,United States,Kansas,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r242,United States -> Kansas -> Public,United States,Kansas,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r243,United States -> Kansas -> Public -> Fort Hays State U.,United States,Kansas,Public,Fort Hays State U.,4,"['1,004', '']","['190', '']","['241', '']","['15', '']","['558', '']","['678', '']","['182', '']","['0', '']","['0', '']","['496', '']"
3188,r244,United States -> Kansas -> Public -> Kansas State U.,United States,Kansas,Public,Kansas State U.,4,"['14,186', '']","['9,212', '']","['1,812', '']","['794', '']","['2,368', '']","['13,054', '']","['8,167', '']","['1,812', '']","['707', '']","['2,368', '']"
3188,r245,United States -> Kansas -> Public -> Pittsburg State U.,United States,Kansas,Public,Pittsburg State U.,4,"['163', '']","['148', '']","['0', '']","['4', '']","['11', '']","['139', '']","['124', '']","['0', '']","['4', '']","['11', '']"
3188,r246,United States -> Kansas -> Public -> U. Kansas,United States,Kansas,Public,U. Kansas,4,"['34,338', '']","['10,553', '']","['5,242', '']","['5,473', '']","['13,070', '']","['31,018', '']","['9,770', '']","['4,813', '']","['4,723', '']","['11,712', '']"
3188,r247,United States -> Kansas -> Public -> Wichita State U.,United States,Kansas,Public,Wichita State U.,4,"['2,933', '']","['1,124', '']","['303', '']","['190', '']","['1,316', '']","['2,535', '']","['1,030', '']","['303', '']","['120', '']","['1,082', '']"
3188,r248,United States -> Kentucky,United States,Kentucky,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r249,United States -> Kentucky -> Public,United States,Kentucky,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r250,United States -> Kentucky -> Public -> Eastern Kentucky U.,United States,Kentucky,Public,Eastern Kentucky U.,4,"['243', '']","['217', '']","['2', '']","['0', '']","['24', '']","['241', '']","['217', '']","['0', '']","['0', '']","['24', '']"
3188,r251,United States -> Kentucky -> Public -> Kentucky State U.,United States,Kentucky,Public,Kentucky State U.,4,"['138', '']","['138', '']","['0', '']","['0', '']","['0', '']","['138', '']","['138', '']","['0', '']","['0', '']","['0', '']"
3188,r252,United States -> Kentucky -> Public -> Morehead State U.,United States,Kentucky,Public,Morehead State U.,4,"['889', '']","['784', '']","['0', '']","['0', '']","['105', '']","['841', '']","['784', '']","['0', '']","['0', '']","['57', '']"
3188,r253,United States -> Kentucky -> Public -> Murray State U.,United States,Kentucky,Public,Murray State U.,4,"['894', '']","['778', '']","['47', '']","['29', '']","['40', '']","['805', '']","['778', '']","['0', '']","['9', '']","['18', '']"
3188,r254,United States -> Kentucky -> Public -> Northern Kentucky U.,United States,Kentucky,Public,Northern Kentucky U.,4,"['461', '']","['438', '']","['0', '']","['0', '']","['23', '']","['461', '']","['438', '']","['0', '']","['0', '']","['23', '']"
3188,r255,United States -> Kentucky -> Public -> U. Kentucky,United States,Kentucky,Public,U. Kentucky,4,"['31,563', 'i']","['12,017', '']","['3,788', 'i']","['2,465', 'i']","['13,293', 'i']","['28,558', '']","['10,212', '']","['3,347', '']","['2,010', '']","['12,989', '']"
3188,r256,United States -> Kentucky -> Public -> U. Louisville,United States,Kentucky,Public,U. Louisville,4,"['16,873', '']","['6,422', '']","['4,010', '']","['4,155', '']","['2,286', '']","['13,528', '']","['5,470', '']","['2,064', '']","['3,779', '']","['2,215', '']"
3188,r257,United States -> Kentucky -> Public -> Western Kentucky U.,United States,Kentucky,Public,Western Kentucky U.,4,"['2,126', '']","['1,302', '']","['243', '']","['508', '']","['73', '']","['1,439', '']","['948', '']","['75', '']","['390', '']","['26', '']"
3188,r258,United States -> Louisiana,United States,Louisiana,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r259,United States -> Louisiana -> Public,United States,Louisiana,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r260,United States -> Louisiana -> Public -> Grambling State U.,United States,Louisiana,Public,Grambling State U.,4,"['733', '']","['160', '']","['52', '']","['0', '']","['521', '']","['212', '']","['160', '']","['52', '']","['0', '']","['0', '']"
3188,r261,"United States -> Louisiana -> Public -> Louisiana State U., Baton Rouge",United States,Louisiana,Public,"Louisiana State U., Baton Rouge",4,"['22,428', '']","['15,950', '']","['2,210', '']","['2,114', '']","['2,154', '']","['19,977', '']","['14,149', '']","['1,992', '']","['1,698', '']","['2,138', '']"
3188,r262,"United States -> Louisiana -> Public -> Louisiana State U., Health Sciences Center, New Orleans",United States,Louisiana,Public,"Louisiana State U., Health Sciences Center, New Orleans",4,"['4,321', '']","['2,591', '']","['473', '']","['288', '']","['969', '']","['3,979', '']","['2,490', '']","['232', '']","['288', '']","['969', '']"
3188,r263,"United States -> Louisiana -> Public -> Louisiana State U., Health Sciences Center, Shreveport",United States,Louisiana,Public,"Louisiana State U., Health Sciences Center, Shreveport",4,"['493', '']","['490', '']","['3', '']","['0', '']","['0', '']","['440', '']","['437', '']","['3', '']","['0', '']","['0', '']"
3188,r264,United States -> Louisiana -> Public -> Louisiana Tech U.,United States,Louisiana,Public,Louisiana Tech U.,4,"['4,664', 'i']","['852', 'i']","['644', 'i']","['1,240', 'i']","['1,928', 'i']","['4,142', '']","['697', '']","['530', '']","['1,078', '']","['1,837', '']"
3188,r265,United States -> Louisiana -> Public -> Northwestern State U. Louisiana,United States,Louisiana,Public,Northwestern State U. Louisiana,4,"['34', '']","['0', '']","['0', '']","['34', '']","['0', '']","['34', '']","['0', '']","['0', '']","['34', '']","['0', '']"
3188,r266,United States -> Louisiana -> Public -> Southeastern Louisiana U.,United States,Louisiana,Public,Southeastern Louisiana U.,4,"['609', '']","['486', '']","['0', '']","['19', '']","['104', '']","['609', '']","['486', '']","['0', '']","['19', '']","['104', '']"
3188,r267,"United States -> Louisiana -> Public -> Southern U. and A&M C., Agricultural Research and Extension Center",United States,Louisiana,Public,"Southern U. and A&M C., Agricultural Research and Extension Center",4,"['228', '']","['143', '']","['0', '']","['15', '']","['70', '']","['213', '']","['143', '']","['0', '']","['0', '']","['70', '']"
3188,r268,"United States -> Louisiana -> Public -> Southern U. and A&M C., Baton Rouge",United States,Louisiana,Public,"Southern U. and A&M C., Baton Rouge",4,"['29', '']","['0', '']","['29', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3188,r269,"United States -> Louisiana -> Public -> U. Louisiana, Lafayette",United States,Louisiana,Public,"U. Louisiana, Lafayette",4,"['11,356', '']","['3,831', '']","['821', '']","['665', '']","['6,039', '']","['9,542', '']","['2,464', '']","['790', '']","['249', '']","['6,039', '']"
3188,r270,"United States -> Louisiana -> Public -> U. Louisiana, Monroe",United States,Louisiana,Public,"U. Louisiana, Monroe",4,"['1,268', '']","['1,051', '']","['0', '']","['0', '']","['217', '']","['1,245', '']","['1,028', '']","['0', '']","['0', '']","['217', '']"
3188,r271,United States -> Louisiana -> Public -> U. New Orleans,United States,Louisiana,Public,U. New Orleans,4,"['1,401', '']","['361', '']","['73', '']","['235', '']","['732', '']","['1,382', '']","['342', '']","['73', '']","['235', '']","['732', '']"
3188,r272,United States -> Louisiana -> Private,United States,Louisiana,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r273,United States -> Louisiana -> Private -> Dillard U.,United States,Louisiana,Private,Dillard U.,4,"['246', '']","['61', '']","['0', '']","['141', '']","['44', '']","['61', '']","['61', '']","['0', '']","['0', '']","['0', '']"
3188,r274,United States -> Louisiana -> Private -> Tulane U.,United States,Louisiana,Private,Tulane U.,4,"['24,996', '']","['16,676', '']","['3,993', '']","['3,589', '']","['738', '']","['21,236', '']","['15,295', '']","['2,890', '']","['2,650', '']","['401', '']"
3188,r275,United States -> Louisiana -> Private -> Xavier U. Louisiana,United States,Louisiana,Private,Xavier U. Louisiana,4,"['1,304', '']","['621', '']","['0', '']","['76', '']","['607', '']","['801', '']","['621', '']","['0', '']","['76', '']","['104', '']"
3188,r276,United States -> Maine,United States,Maine,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r277,United States -> Maine -> Public,United States,Maine,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r278,United States -> Maine -> Public -> Maine Maritime Academy,United States,Maine,Public,Maine Maritime Academy,4,"['46', '']","['46', '']","['0', '']","['0', '']","['0', '']","['46', '']","['46', '']","['0', '']","['0', '']","['0', '']"
3188,r279,United States -> Maine -> Public -> U. Maine,United States,Maine,Public,U. Maine,4,"['13,132', '']","['4,592', '']","['1,184', '']","['80', '']","['7,276', '']","['12,115', '']","['4,347', '']","['1,184', '']","['21', '']","['6,563', '']"
3188,r280,United States -> Maine -> Public -> U. Southern Maine,United States,Maine,Public,U. Southern Maine,4,"['1,360', '']","['1,064', '']","['42', '']","['254', '']","['0', '']","['1,359', '']","['1,064', '']","['42', '']","['253', '']","['0', '']"
3188,r281,United States -> Maine -> Private,United States,Maine,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r282,United States -> Maine -> Private -> Bates C.,United States,Maine,Private,Bates C.,4,"['681', '']","['151', '']","['17', '']","['513', '']","['0', '']","['681', '']","['151', '']","['17', '']","['513', '']","['0', '']"
3188,r283,United States -> Maine -> Private -> Bowdoin C.,United States,Maine,Private,Bowdoin C.,4,"['375', '']","['108', '']","['0', '']","['267', '']","['0', '']","['375', '']","['108', '']","['0', '']","['267', '']","['0', '']"
3188,r284,United States -> Maine -> Private -> Colby C.,United States,Maine,Private,Colby C.,4,"['348', '']","['36', '']","['0', '']","['0', '']","['312', '']","['348', '']","['36', '']","['0', '']","['0', '']","['312', '']"
3188,r285,United States -> Maine -> Private -> U. New England,United States,Maine,Private,U. New England,4,"['755', '']","['686', '']","['0', '']","['60', '']","['9', '']","['755', '']","['686', '']","['0', '']","['60', '']","['9', '']"
3188,r286,United States -> Maryland,United States,Maryland,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r287,United States -> Maryland -> Public,United States,Maryland,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r288,United States -> Maryland -> Public -> Bowie State U.,United States,Maryland,Public,Bowie State U.,4,"['416', '']","['416', '']","['0', '']","['0', '']","['0', '']","['416', '']","['416', '']","['0', '']","['0', '']","['0', '']"
3188,r289,United States -> Maryland -> Public -> Morgan State U.,United States,Maryland,Public,Morgan State U.,4,"['4,751', '']","['738', '']","['710', '']","['3,303', '']","['0', '']","['4,717', '']","['704', '']","['710', '']","['3,303', '']","['0', '']"
3188,r290,United States -> Maryland -> Public -> Salisbury U.,United States,Maryland,Public,Salisbury U.,4,"['868', '']","['667', '']","['0', '']","['201', '']","['0', '']","['700', '']","['524', '']","['0', '']","['176', '']","['0', '']"
3188,r291,United States -> Maryland -> Public -> Towson U.,United States,Maryland,Public,Towson U.,4,"['697', '']","['210', '']","['240', '']","['150', '']","['97', '']","['596', '']","['195', '']","['240', '']","['64', '']","['97', '']"
3188,r292,United States -> Maryland -> Public -> U. Baltimore,United States,Maryland,Public,U. Baltimore,4,"['3,002', '']","['122', '']","['0', '']","['170', '']","['2,710', '']","['3,002', '']","['122', '']","['0', '']","['170', '']","['2,710', '']"
3188,r293,United States -> Maryland -> Public -> U. Maryland<sup>a</sup>,United States,Maryland,Public,U. Maryland<sup>a</sup>,4,"['120,906', '']","['36,952', '']","['9,875', '']","['47,574', '']","['26,505', '']","['75,319', '']","['34,192', '']","['8,492', '']","['14,240', '']","['18,395', '']"
3188,r294,United States -> Maryland -> Public -> U. Maryland Center for Environmental Science,United States,Maryland,Public,U. Maryland Center for Environmental Science,4,"['4,295', '']","['1,723', '']","['328', '']","['629', '']","['1,615', '']","['3,275', '']","['1,391', '']","['10', '']","['423', '']","['1,451', '']"
3188,r295,"United States -> Maryland -> Public -> U. Maryland, Baltimore County",United States,Maryland,Public,"U. Maryland, Baltimore County",4,"['20,042', '']","['10,947', '']","['391', '']","['786', '']","['7,918', '']","['19,992', '']","['10,897', '']","['391', '']","['786', '']","['7,918', '']"
