table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_total_all_r_d_expenditures,field_total_clinical_trials,field_federal_all_r_d_expenditures,field_federal_clinical_trials,field_nonfederal_all_r_d_expenditures,field_nonfederal_clinical_trials
10165,r172,Nevada -> Private -> Roseman U. of Health Sciences,Nevada,Private,Roseman U. of Health Sciences,3,"['6,296', '']","['30', '']","['30', '']","['0', '']","['6,266', '']","['30', '']"
10165,r173,New Hampshire,New Hampshire,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r174,New Hampshire -> Private,New Hampshire,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r175,New Hampshire -> Private -> Dartmouth C. and Dartmouth Hitchcock Medical Center,New Hampshire,Private,Dartmouth C. and Dartmouth Hitchcock Medical Center,3,"['344,126', '']","['21,561', '']","['155,445', '']","['10,963', '']","['188,681', '']","['10,598', '']"
10165,r176,New Jersey,New Jersey,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r177,New Jersey -> Public,New Jersey,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r178,"New Jersey -> Public -> Rutgers, State U. New Jersey, New Brunswick",New Jersey,Public,"Rutgers, State U. New Jersey, New Brunswick",3,"['712,231', '']","['19,011', '']","['351,660', '']","['5,757', '']","['360,571', '']","['13,254', '']"
10165,r179,New Mexico,New Mexico,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r180,New Mexico -> Public,New Mexico,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r181,New Mexico -> Public -> U. New Mexico,New Mexico,Public,U. New Mexico,3,"['331,164', '']","['8,766', '']","['232,774', '']","['5,226', '']","['98,390', '']","['3,540', '']"
10165,r182,New York,New York,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r183,New York -> Public,New York,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r184,"New York -> Public -> CUNY, C. Staten Island",New York,Public,"CUNY, C. Staten Island",3,"['3,545', '']","['584', '']","['2,916', '']","['461', '']","['629', '']","['123', '']"
10165,r185,"New York -> Public -> CUNY, Graduate School of Public Health and Health Policy",New York,Public,"CUNY, Graduate School of Public Health and Health Policy",3,"['16,423', '']","['49', '']","['11,880', '']","['49', '']","['4,543', '']","['0', '']"
10165,r186,"New York -> Public -> SUNY, C. of Optometry",New York,Public,"SUNY, C. of Optometry",3,"['4,497', '']","['1,623', '']","['2,080', '']","['6', '']","['2,417', '']","['1,617', '']"
10165,r187,"New York -> Public -> SUNY, Downstate Health Sciences U.",New York,Public,"SUNY, Downstate Health Sciences U.",3,"['30,918', '']","['538', '']","['25,081', '']","['296', '']","['5,837', '']","['242', '']"
10165,r188,"New York -> Public -> SUNY, Stony Brook U.",New York,Public,"SUNY, Stony Brook U.",3,"['312,698', '']","['9,482', '']","['184,154', '']","['4,518', '']","['128,544', '']","['4,964', '']"
10165,r189,"New York -> Public -> SUNY, U. Buffalo",New York,Public,"SUNY, U. Buffalo",3,"['439,709', '']","['5,814', '']","['218,231', '']","['913', '']","['221,478', '']","['4,901', '']"
10165,r190,"New York -> Public -> SUNY, Upstate Medical U.",New York,Public,"SUNY, Upstate Medical U.",3,"['50,586', '']","['6,982', '']","['27,737', '']","['674', '']","['22,849', '']","['6,308', '']"
10165,r191,New York -> Private,New York,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r192,New York -> Private -> Albany Medical C.,New York,Private,Albany Medical C.,3,"['22,297', '']","['4,048', '']","['13,384', '']","['93', '']","['8,913', '']","['3,955', '']"
10165,r193,New York -> Private -> Albert Einstein C. of Medicine,New York,Private,Albert Einstein C. of Medicine,3,"['318,314', '']","['184', '']","['220,780', '']","['166', '']","['97,534', '']","['18', '']"
10165,r194,New York -> Private -> Columbia U. in the City of New York,New York,Private,Columbia U. in the City of New York,3,"['1,230,924', '']","['93,271', '']","['904,346', '']","['42,965', '']","['326,578', '']","['50,306', '']"
10165,r195,New York -> Private -> Cornell U.,New York,Private,Cornell U.,3,"['1,300,357', '']","['21,623', '']","['636,481', '']","['6,434', '']","['663,876', '']","['15,189', '']"
10165,r196,New York -> Private -> Icahn School of Medicine at Mount Sinai,New York,Private,Icahn School of Medicine at Mount Sinai,3,"['893,968', '']","['134,301', '']","['610,646', '']","['66,466', '']","['283,322', '']","['67,835', '']"
10165,r197,New York -> Private -> Ithaca C.,New York,Private,Ithaca C.,3,"['1,000', '']","['92', '']","['703', '']","['92', '']","['297', '']","['0', '']"
10165,r198,New York -> Private -> New York Medical C.,New York,Private,New York Medical C.,3,"['16,461', '']","['1,647', '']","['9,070', '']","['518', '']","['7,391', '']","['1,129', '']"
10165,r199,New York -> Private -> New York U.,New York,Private,New York U.,3,"['1,276,038', '']","['40,378', '']","['668,381', '']","['4,518', '']","['607,657', '']","['35,860', '']"
10165,r200,New York -> Private -> Rockefeller U.,New York,Private,Rockefeller U.,3,"['360,877', '']","['121', '']","['94,693', '']","['48', '']","['266,184', '']","['73', '']"
10165,r201,New York -> Private -> Syracuse U.,New York,Private,Syracuse U.,3,"['157,407', '']","['251', '']","['33,976', '']","['251', '']","['123,431', '']","['0', '']"
10165,r202,New York -> Private -> U. Rochester,New York,Private,U. Rochester,3,"['450,805', '']","['47,635', '']","['334,503', '']","['16,345', '']","['116,302', '']","['31,290', '']"
10165,r203,North Carolina,North Carolina,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r204,North Carolina -> Public,North Carolina,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r205,North Carolina -> Public -> East Carolina U.,North Carolina,Public,East Carolina U.,3,"['55,693', '']","['2,869', '']","['29,648', '']","['240', '']","['26,045', '']","['2,629', '']"
10165,r206,"North Carolina -> Public -> U. North Carolina, Chapel Hill",North Carolina,Public,"U. North Carolina, Chapel Hill",3,"['1,361,028', '']","['46,460', '']","['827,158', '']","['9,216', '']","['533,870', '']","['37,244', '']"
10165,r207,"North Carolina -> Public -> U. North Carolina, Greensboro",North Carolina,Public,"U. North Carolina, Greensboro",3,"['41,303', '']","['1,458', '']","['29,822', '']","['1,458', '']","['11,481', '']","['0', '']"
10165,r208,North Carolina -> Private,North Carolina,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r209,North Carolina -> Private -> Duke U.,North Carolina,Private,Duke U.,3,"['1,390,538', '']","['652,897', '']","['901,807', '']","['447,761', '']","['488,731', '']","['205,136', '']"
10165,r210,North Carolina -> Private -> Wake Forest U.,North Carolina,Private,Wake Forest U.,3,"['269,109', '']","['30,124', '']","['180,754', '']","['18,973', '']","['88,355', '']","['11,151', '']"
10165,r211,North Dakota,North Dakota,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r212,North Dakota -> Public,North Dakota,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r213,North Dakota -> Public -> North Dakota State U.,North Dakota,Public,North Dakota State U.,3,"['174,904', '']","['4', '']","['45,343', '']","['3', '']","['129,561', '']","['1', '']"
10165,r214,Ohio,Ohio,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r215,Ohio -> Public,Ohio,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r216,Ohio -> Public -> Kent State U.,Ohio,Public,Kent State U.,3,"['52,175', '']","['467', '']","['16,195', '']","['466', '']","['35,980', '']","['1', '']"
10165,r217,Ohio -> Public -> Miami U.,Ohio,Public,Miami U.,3,"['28,799', '']","['13', '']","['10,277', '']","['12', '']","['18,522', '']","['1', '']"
10165,r218,Ohio -> Public -> Ohio State U.,Ohio,Public,Ohio State U.,3,"['1,363,388', '']","['91,153', '']","['636,902', '']","['36,593', '']","['726,486', '']","['54,560', '']"
10165,r219,Ohio -> Public -> Ohio U.,Ohio,Public,Ohio U.,3,"['52,465', '']","['79', '']","['20,587', '']","['64', '']","['31,878', '']","['15', '']"
10165,r220,Ohio -> Public -> U. Cincinnati,Ohio,Public,U. Cincinnati,3,"['615,070', '']","['29,715', '']","['350,392', '']","['15,029', '']","['264,678', '']","['14,686', '']"
10165,r221,Ohio -> Public -> U. Toledo,Ohio,Public,U. Toledo,3,"['64,654', '']","['1,332', '']","['36,694', '']","['210', '']","['27,960', '']","['1,122', '']"
10165,r222,Ohio -> Public -> Wright State U.,Ohio,Public,Wright State U.,3,"['27,440', '']","['517', '']","['20,529', '']","['345', '']","['6,911', '']","['172', '']"
10165,r223,Ohio -> Private,Ohio,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r224,Ohio -> Private -> Case Western Reserve U.,Ohio,Private,Case Western Reserve U.,3,"['467,389', '']","['5,181', '']","['380,423', '']","['4,957', '']","['86,966', '']","['224', '']"
10165,r225,Oklahoma,Oklahoma,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r226,Oklahoma -> Public,Oklahoma,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r227,"Oklahoma -> Public -> Oklahoma State U., Center for Health Sciences",Oklahoma,Public,"Oklahoma State U., Center for Health Sciences",3,"['8,368', '']","['13', '']","['3,366', '']","['0', '']","['5,002', '']","['13', '']"
10165,r228,"Oklahoma -> Public -> U. Oklahoma, Norman and Health Science Center",Oklahoma,Public,"U. Oklahoma, Norman and Health Science Center",3,"['408,656', '']","['11,721', '']","['210,994', '']","['23', '']","['197,662', '']","['11,698', '']"
10165,r229,"Oklahoma -> Public -> U. Oklahoma, Tulsa",Oklahoma,Public,"U. Oklahoma, Tulsa",3,"['7,945', '']","['79', '']","['1,804', '']","['0', '']","['6,141', '']","['79', '']"
10165,r230,Oklahoma -> Private,Oklahoma,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r231,Oklahoma -> Private -> U. Tulsa,Oklahoma,Private,U. Tulsa,3,"['17,416', '']","['5', '']","['5,893', '']","['0', '']","['11,523', '']","['5', '']"
10165,r232,Oregon,Oregon,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r233,Oregon -> Public,Oregon,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r234,Oregon -> Public -> Oregon Health and Science U.,Oregon,Public,Oregon Health and Science U.,3,"['479,226', '']","['65,230', '']","['346,724', '']","['28,926', '']","['132,502', '']","['36,304', '']"
10165,r235,Oregon -> Public -> U. Oregon,Oregon,Public,U. Oregon,3,"['160,500', '']","['8,392', '']","['97,238', '']","['8,288', '']","['63,262', '']","['104', '']"
10165,r236,Oregon -> Private,Oregon,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r237,Oregon -> Private -> Pacific U.,Oregon,Private,Pacific U.,3,"['6,128', '']","['760', '']","['2,672', '']","['733', '']","['3,456', '']","['27', '']"
10165,r238,Pennsylvania,Pennsylvania,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r239,Pennsylvania -> Public,Pennsylvania,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r240,"Pennsylvania -> Public -> Pennsylvania State U., University Park and Hershey Medical Center",Pennsylvania,Public,"Pennsylvania State U., University Park and Hershey Medical Center",3,"['1,019,940', '']","['5,302', '']","['681,159', '']","['0', '']","['338,781', '']","['5,302', '']"
10165,r241,Pennsylvania -> Public -> Temple U.,Pennsylvania,Public,Temple U.,3,"['301,395', '']","['24,435', '']","['143,580', '']","['2,400', '']","['157,815', '']","['22,035', '']"
10165,r242,"Pennsylvania -> Public -> U. Pittsburgh, Pittsburgh",Pennsylvania,Public,"U. Pittsburgh, Pittsburgh",3,"['1,251,998', '']","['24,184', '']","['814,647', '']","['8,174', '']","['437,351', '']","['16,010', '']"
10165,r243,Pennsylvania -> Private,Pennsylvania,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r244,Pennsylvania -> Private -> Carnegie Mellon U.,Pennsylvania,Private,Carnegie Mellon U.,3,"['449,707', '']","['1,666', '']","['259,160', '']","['1,659', '']","['190,547', '']","['7', '']"
10165,r245,Pennsylvania -> Private -> Drexel U.,Pennsylvania,Private,Drexel U.,3,"['151,903', '']","['764', '']","['99,399', '']","['132', '']","['52,504', '']","['632', '']"
10165,r246,Pennsylvania -> Private -> Thomas Jefferson U.,Pennsylvania,Private,Thomas Jefferson U.,3,"['321,644', '']","['24,610', '']","['173,861', '']","['6,081', '']","['147,783', '']","['18,529', '']"
10165,r247,Pennsylvania -> Private -> U. Pennsylvania,Pennsylvania,Private,U. Pennsylvania,3,"['1,791,311', '']","['67,030', '']","['873,318', '']","['5,784', '']","['917,993', '']","['61,246', '']"
10165,r248,South Carolina,South Carolina,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r249,South Carolina -> Public,South Carolina,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r250,South Carolina -> Public -> Medical U. South Carolina,South Carolina,Public,Medical U. South Carolina,3,"['284,553', '']","['41,815', '']","['163,395', '']","['22,166', '']","['121,158', '']","['19,649', '']"
10165,r251,"South Carolina -> Public -> U. South Carolina, Columbia",South Carolina,Public,"U. South Carolina, Columbia",3,"['229,162', '']","['197', '']","['106,752', '']","['86', '']","['122,410', '']","['111', '']"
10165,r252,Tennessee,Tennessee,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r253,Tennessee -> Public,Tennessee,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r254,Tennessee -> Public -> East Tennessee State U.,Tennessee,Public,East Tennessee State U.,3,"['23,420', '']","['75', '']","['9,715', '']","['0', '']","['13,705', '']","['75', '']"
10165,r255,"Tennessee -> Public -> U. Tennessee, Health Science Center",Tennessee,Public,"U. Tennessee, Health Science Center",3,"['115,161', '']","['3,896', '']","['60,221', '']","['416', '']","['54,940', '']","['3,480', '']"
10165,r256,"Tennessee -> Public -> U. Tennessee, Knoxville",Tennessee,Public,"U. Tennessee, Knoxville",3,"['324,435', '']","['20', '']","['149,260', '']","['0', '']","['175,175', '']","['20', '']"
10165,r257,Tennessee -> Private,Tennessee,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r258,Tennessee -> Private -> Meharry Medical C.,Tennessee,Private,Meharry Medical C.,3,"['17,960', '']","['836', '']","['15,048', '']","['662', '']","['2,912', '']","['174', '']"
10165,r259,Tennessee -> Private -> Vanderbilt U. and Vanderbilt U. Medical Center,Tennessee,Private,Vanderbilt U. and Vanderbilt U. Medical Center,3,"['1,086,223', '']","['87,817', '']","['666,282', '']","['48,288', '']","['419,941', '']","['39,529', '']"
10165,r260,Texas,Texas,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r261,Texas -> Public,Texas,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r262,"Texas -> Public -> Texas A&M U., College Station and Health Science Center",Texas,Public,"Texas A&M U., College Station and Health Science Center",3,"['1,152,666', '']","['1,149', '']","['505,355', '']","['0', '']","['647,311', '']","['1,149', '']"
10165,r263,"Texas -> Public -> Texas Tech U., Health Sciences Center",Texas,Public,"Texas Tech U., Health Sciences Center",3,"['46,574', '']","['229', '']","['14,620', '']","['0', '']","['31,954', '']","['229', '']"
10165,r264,"Texas -> Public -> Texas Tech U., Health Sciences Center, El Paso",Texas,Public,"Texas Tech U., Health Sciences Center, El Paso",3,"['14,206', '']","['1,133', '']","['2,339', '']","['540', '']","['11,867', '']","['593', '']"
10165,r265,Texas -> Public -> Texas Woman's U.,Texas,Public,Texas Woman's U.,3,"['6,029', '']","['185', '']","['2,091', '']","['96', '']","['3,938', '']","['89', '']"
10165,r266,Texas -> Public -> U. Houston,Texas,Public,U. Houston,3,"['240,126', '']","['1,575', '']","['84,295', '']","['1,400', '']","['155,831', '']","['175', '']"
10165,r267,"Texas -> Public -> U. North Texas, Health Science Center",Texas,Public,"U. North Texas, Health Science Center",3,"['10,439', '']","['48', 'i']","['3,172', '']","['48', 'i']","['7,267', '']","['0', 'i']"
10165,r268,"Texas -> Public -> U. Texas Health Science Center, Houston",Texas,Public,"U. Texas Health Science Center, Houston",3,"['342,633', '']","['18,296', '']","['184,205', '']","['7,737', '']","['158,428', '']","['10,559', '']"
10165,r269,"Texas -> Public -> U. Texas Health Science Center, San Antonio",Texas,Public,"U. Texas Health Science Center, San Antonio",3,"['238,510', '']","['11,413', '']","['119,071', '']","['1,942', '']","['119,439', '']","['9,471', '']"
10165,r270,"Texas -> Public -> U. Texas Health Science Center, Tyler",Texas,Public,"U. Texas Health Science Center, Tyler",3,"['33,872', '']","['815', '']","['14,362', '']","['705', '']","['19,510', '']","['110', '']"
10165,r271,Texas -> Public -> U. Texas M. D. Anderson Cancer Center,Texas,Public,U. Texas M. D. Anderson Cancer Center,3,"['1,182,536', '']","['180,599', '']","['225,659', '']","['3,139', '']","['956,877', '']","['177,460', '']"
10165,r272,Texas -> Public -> U. Texas Medical Branch,Texas,Public,U. Texas Medical Branch,3,"['204,518', '']","['3,416', '']","['123,467', '']","['2,298', '']","['81,051', '']","['1,118', '']"
10165,r273,Texas -> Public -> U. Texas Rio Grande Valley,Texas,Public,U. Texas Rio Grande Valley,3,"['64,401', '']","['1,051', '']","['18,317', '']","['779', '']","['46,084', '']","['272', '']"
10165,r274,Texas -> Public -> U. Texas Southwestern Medical Center,Texas,Public,U. Texas Southwestern Medical Center,3,"['719,002', '']","['43,749', '']","['298,154', '']","['15,807', '']","['420,848', '']","['27,942', '']"
10165,r275,"Texas -> Public -> U. Texas, Arlington",Texas,Public,"U. Texas, Arlington",3,"['133,770', '']","['1,168', '']","['56,025', '']","['885', '']","['77,745', '']","['283', '']"
10165,r276,"Texas -> Public -> U. Texas, Austin",Texas,Public,"U. Texas, Austin",3,"['845,896', '']","['1,099', '']","['536,296', '']","['190', '']","['309,600', '']","['909', '']"
10165,r277,"Texas -> Public -> U. Texas, El Paso",Texas,Public,"U. Texas, El Paso",3,"['130,501', '']","['1,550', '']","['60,387', '']","['1,550', '']","['70,114', '']","['0', '']"
10165,r278,Texas -> Private,Texas,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r279,Texas -> Private -> Baylor C. of Medicine,Texas,Private,Baylor C. of Medicine,3,"['827,005', '']","['42,932', '']","['420,054', '']","['19,414', '']","['406,951', '']","['23,518', '']"
10165,r280,Texas -> Private -> Baylor U.,Texas,Private,Baylor U.,3,"['66,014', '']","['1,605', '']","['15,856', '']","['1,605', '']","['50,158', '']","['0', '']"
10165,r281,Texas -> Private -> Rice U.,Texas,Private,Rice U.,3,"['216,202', '']","['165', '']","['105,345', '']","['165', '']","['110,857', '']","['0', '']"
10165,r282,Texas -> Private -> Texas Christian U.,Texas,Private,Texas Christian U.,3,"['18,353', '']","['3,927', '']","['5,670', '']","['3,927', '']","['12,683', '']","['0', '']"
10165,r283,Utah,Utah,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r284,Utah -> Public,Utah,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r285,Utah -> Public -> U. Utah,Utah,Public,U. Utah,3,"['670,119', '']","['33,956', '']","['367,040', '']","['0', '']","['303,079', '']","['33,956', '']"
10165,r286,Vermont,Vermont,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r287,Vermont -> Public,Vermont,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r288,Vermont -> Public -> U. Vermont,Vermont,Public,U. Vermont,3,"['216,307', '']","['10,007', '']","['117,163', '']","['6,324', '']","['99,144', '']","['3,683', '']"
10165,r289,Virginia,Virginia,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r290,Virginia -> Public,Virginia,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r291,Virginia -> Public -> Eastern Virginia Medical School,Virginia,Public,Eastern Virginia Medical School,3,"['22,165', '']","['1,376', '']","['17,616', '']","['930', '']","['4,549', '']","['446', '']"
10165,r292,Virginia -> Public -> Old Dominion U.,Virginia,Public,Old Dominion U.,3,"['64,877', '']","['533', '']","['27,804', '']","['524', '']","['37,073', '']","['9', '']"
10165,r293,"Virginia -> Public -> U. Virginia, Charlottesville",Virginia,Public,"U. Virginia, Charlottesville",3,"['662,658', '']","['8,886', '']","['332,993', '']","['283', '']","['329,665', '']","['8,603', '']"
10165,r294,Virginia -> Public -> Virginia Commonwealth U.,Virginia,Public,Virginia Commonwealth U.,3,"['405,898', '']","['3,351', '']","['166,726', '']","['1,225', '']","['239,172', '']","['2,126', '']"
10165,r295,Virginia -> Public -> Virginia Polytechnic Institute and State U.,Virginia,Public,Virginia Polytechnic Institute and State U.,3,"['591,861', '']","['5,762', '']","['240,305', '']","['5,429', '']","['351,556', '']","['333', '']"
10165,r296,Washington,Washington,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r297,Washington -> Public,Washington,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r298,"Washington -> Public -> U. Washington, Seattle",Washington,Public,"U. Washington, Seattle",3,"['1,559,708', '']","['60,330', '']","['1,083,090', '']","['25,636', '']","['476,618', '']","['34,694', '']"
10165,r299,Washington -> Public -> Washington State U.,Washington,Public,Washington State U.,3,"['368,396', '']","['9,100', '']","['187,580', '']","['8,902', '']","['180,816', '']","['198', '']"
10165,r300,West Virginia,West Virginia,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r301,West Virginia -> Public,West Virginia,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r302,West Virginia -> Public -> Marshall U.,West Virginia,Public,Marshall U.,3,"['25,692', '']","['1', '']","['16,369', '']","['1', '']","['9,323', '']","['0', '']"
10165,r303,West Virginia -> Public -> West Virginia U.,West Virginia,Public,West Virginia U.,3,"['214,081', '']","['3,490', '']","['97,327', '']","['1,095', '']","['116,754', '']","['2,395', '']"
10165,r304,Wisconsin,Wisconsin,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r305,Wisconsin -> Public,Wisconsin,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r306,Wisconsin -> Public -> U. Wisconsin-Madison,Wisconsin,Public,U. Wisconsin-Madison,3,"['1,523,513', '']","['21,279', '']","['740,854', '']","['1,518', '']","['782,659', '']","['19,761', '']"
10165,r307,Wisconsin -> Private,Wisconsin,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r308,Wisconsin -> Private -> Marquette U.,Wisconsin,Private,Marquette U.,3,"['40,638', '']","['1,787', '']","['15,316', '']","['1,597', '']","['25,322', '']","['190', '']"
10165,r309,Wisconsin -> Private -> Medical C. Wisconsin,Wisconsin,Private,Medical C. Wisconsin,3,"['321,506', '']","['23,307', '']","['152,301', '']","['1,197', '']","['169,205', '']","['22,110', '']"
10165,r310,Puerto Rico,Puerto Rico,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r311,Puerto Rico -> Public,Puerto Rico,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r312,"Puerto Rico -> Public -> U. Puerto Rico, Medical Sciences Campus",Puerto Rico,Public,"U. Puerto Rico, Medical Sciences Campus",3,"['47,578', '']","['2,113', '']","['35,050', '']","['1,494', '']","['12,528', '']","['619', '']"
10165,r313,Puerto Rico -> Private,Puerto Rico,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r314,Puerto Rico -> Private -> U. Central del Caribe,Puerto Rico,Private,U. Central del Caribe,3,"['5,053', '']","['79', '']","['2,807', '']","['0', '']","['2,246', '']","['79', '']"
