table_id,row_id,occupation_employer_tenure_status_and_sex_full_path,occupation_employer_tenure_status_and_sex_level_1,occupation_employer_tenure_status_and_sex_level_2,occupation_employer_tenure_status_and_sex_level_3,occupation_employer_tenure_status_and_sex_level_4,occupation_employer_tenure_status_and_sex_level_5,occupation_employer_tenure_status_and_sex_level_6,occupation_employer_tenure_status_and_sex_level_7,occupation_employer_tenure_status_and_sex_hierarchy_depth,field_total,field_all_employed_benefit_available_on_principal_job_health_insurance,field_all_employed_benefit_available_on_principal_job_pension_or_retirement_plan,field_all_employed_benefit_available_on_principal_job_profit_sharing_plan,field_all_employed_benefit_available_on_principal_job_paid_vacation_sick_or_personal_days,field_median_salary_for_full_time_employed_a
3327,r112,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Mathematical scientist -> Private sector (profit and nonprofit),All occupations,S&E occupations<sup>d</sup>,Scientist,Mathematical scientist,Private sector (profit and nonprofit),,,5,15900,15050,13600,6800,15250,150000
3327,r113,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Mathematical scientist -> Female,All occupations,S&E occupations<sup>d</sup>,Scientist,Mathematical scientist,Female,,,5,12450,11750,11300,2550,10300,104000
3327,r114,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Mathematical scientist -> Female -> 4-year educational institutions<sup>b</sup>,All occupations,S&E occupations<sup>d</sup>,Scientist,Mathematical scientist,Female,4-year educational institutions<sup>b</sup>,,6,6100,5750,5600,350,4250,81000
3327,r115,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Mathematical scientist -> Female -> 4-year educational institutions<sup>b</sup> -> Tenure or on tenure track,All occupations,S&E occupations<sup>d</sup>,Scientist,Mathematical scientist,Female,4-year educational institutions<sup>b</sup>,Tenure or on tenure track,7,3600,3550,3500,200,2500,85000
3327,r116,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Mathematical scientist -> Female -> 4-year educational institutions<sup>b</sup> -> Not tenure track or tenure not applicable,All occupations,S&E occupations<sup>d</sup>,Scientist,Mathematical scientist,Female,4-year educational institutions<sup>b</sup>,Not tenure track or tenure not applicable,7,2550,2200,2100,150,1750,74000
3327,r117,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Mathematical scientist -> Female -> Other educational institutions<sup>c</sup>,All occupations,S&E occupations<sup>d</sup>,Scientist,Mathematical scientist,Female,Other educational institutions<sup>c</sup>,,6,500,400,400,,350,81000
3327,r118,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Mathematical scientist -> Female -> Government,All occupations,S&E occupations<sup>d</sup>,Scientist,Mathematical scientist,Female,Government,,6,950,900,900,150,950,127000
3327,r119,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Mathematical scientist -> Female -> Private sector (profit and nonprofit),All occupations,S&E occupations<sup>d</sup>,Scientist,Mathematical scientist,Female,Private sector (profit and nonprofit),,6,4900,4700,4400,2050,4750,139000
3327,r120,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Mathematical scientist -> Male,All occupations,S&E occupations<sup>d</sup>,Scientist,Mathematical scientist,Male,,,5,28950,27550,26100,5850,22450,115000
3327,r121,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Mathematical scientist -> Male -> 4-year educational institutions<sup>b</sup>,All occupations,S&E occupations<sup>d</sup>,Scientist,Mathematical scientist,Male,4-year educational institutions<sup>b</sup>,,6,15450,14850,14600,750,9650,90000
3327,r122,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Mathematical scientist -> Male -> 4-year educational institutions<sup>b</sup> -> Tenure or on tenure track,All occupations,S&E occupations<sup>d</sup>,Scientist,Mathematical scientist,Male,4-year educational institutions<sup>b</sup>,Tenure or on tenure track,7,11550,11400,11400,500,7400,97000
3327,r123,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Mathematical scientist -> Male -> 4-year educational institutions<sup>b</sup> -> Not tenure track or tenure not applicable,All occupations,S&E occupations<sup>d</sup>,Scientist,Mathematical scientist,Male,4-year educational institutions<sup>b</sup>,Not tenure track or tenure not applicable,7,3900,3450,3150,250,2300,70000
3327,r124,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Mathematical scientist -> Male -> Other educational institutions<sup>c</sup>,All occupations,S&E occupations<sup>d</sup>,Scientist,Mathematical scientist,Male,Other educational institutions<sup>c</sup>,,6,850,800,750,150,750,77000
3327,r125,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Mathematical scientist -> Male -> Government,All occupations,S&E occupations<sup>d</sup>,Scientist,Mathematical scientist,Male,Government,,6,1650,1550,1500,200,1550,132000
3327,r126,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Mathematical scientist -> Male -> Private sector (profit and nonprofit),All occupations,S&E occupations<sup>d</sup>,Scientist,Mathematical scientist,Male,Private sector (profit and nonprofit),,6,11050,10350,9250,4800,10500,157000
3327,r127,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Physical scientist,All occupations,S&E occupations<sup>d</sup>,Scientist,Physical scientist,,,,4,84550,78000,74400,12200,68950,102000
3327,r128,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Physical scientist -> 4-year educational institutions<sup>b</sup>,All occupations,S&E occupations<sup>d</sup>,Scientist,Physical scientist,4-year educational institutions<sup>b</sup>,,,5,42000,39900,38750,2000,30900,85000
3327,r129,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Physical scientist -> 4-year educational institutions<sup>b</sup> -> Tenure or on tenure track,All occupations,S&E occupations<sup>d</sup>,Scientist,Physical scientist,4-year educational institutions<sup>b</sup>,Tenure or on tenure track,,6,26550,26300,26150,1000,19100,93000
3327,r130,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Physical scientist -> 4-year educational institutions<sup>b</sup> -> Not tenure track or tenure not applicable,All occupations,S&E occupations<sup>d</sup>,Scientist,Physical scientist,4-year educational institutions<sup>b</sup>,Not tenure track or tenure not applicable,,6,15450,13600,12600,1000,11800,65000
3327,r131,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Physical scientist -> Other educational institutions<sup>c</sup>,All occupations,S&E occupations<sup>d</sup>,Scientist,Physical scientist,Other educational institutions<sup>c</sup>,,,5,4350,3650,3700,150,3400,70000
3327,r132,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Physical scientist -> Government,All occupations,S&E occupations<sup>d</sup>,Scientist,Physical scientist,Government,,,5,9750,9500,9050,850,9400,125000
3327,r133,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Physical scientist -> Private sector (profit and nonprofit),All occupations,S&E occupations<sup>d</sup>,Scientist,Physical scientist,Private sector (profit and nonprofit),,,5,28400,25000,22900,9200,25300,132000
3327,r134,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Physical scientist -> Female,All occupations,S&E occupations<sup>d</sup>,Scientist,Physical scientist,Female,,,5,20650,19200,18250,2950,16750,92000
3327,r135,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Physical scientist -> Female -> 4-year educational institutions<sup>b</sup>,All occupations,S&E occupations<sup>d</sup>,Scientist,Physical scientist,Female,4-year educational institutions<sup>b</sup>,,6,10900,10200,9850,700,7700,79000
3327,r136,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Physical scientist -> Female -> 4-year educational institutions<sup>b</sup> -> Tenure or on tenure track,All occupations,S&E occupations<sup>d</sup>,Scientist,Physical scientist,Female,4-year educational institutions<sup>b</sup>,Tenure or on tenure track,7,6650,6600,6550,400,4650,87000
3327,r137,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Physical scientist -> Female -> 4-year educational institutions<sup>b</sup> -> Not tenure track or tenure not applicable,All occupations,S&E occupations<sup>d</sup>,Scientist,Physical scientist,Female,4-year educational institutions<sup>b</sup>,Not tenure track or tenure not applicable,7,4250,3600,3300,300,3050,61000
3327,r138,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Physical scientist -> Female -> Other educational institutions<sup>c</sup>,All occupations,S&E occupations<sup>d</sup>,Scientist,Physical scientist,Female,Other educational institutions<sup>c</sup>,,6,1750,1500,1550,100,1400,70000
3327,r139,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Physical scientist -> Female -> Government,All occupations,S&E occupations<sup>d</sup>,Scientist,Physical scientist,Female,Government,,6,2350,2300,2250,150,2300,116000
3327,r140,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Physical scientist -> Female -> Private sector (profit and nonprofit),All occupations,S&E occupations<sup>d</sup>,Scientist,Physical scientist,Female,Private sector (profit and nonprofit),,6,5650,5150,4650,1950,5300,119000
3327,r141,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Physical scientist -> Male,All occupations,S&E occupations<sup>d</sup>,Scientist,Physical scientist,Male,,,5,63850,58850,56150,9250,52200,108000
3327,r142,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Physical scientist -> Male -> 4-year educational institutions<sup>b</sup>,All occupations,S&E occupations<sup>d</sup>,Scientist,Physical scientist,Male,4-year educational institutions<sup>b</sup>,,6,31100,29700,28950,1300,23200,88000
3327,r143,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Physical scientist -> Male -> 4-year educational institutions<sup>b</sup> -> Tenure or on tenure track,All occupations,S&E occupations<sup>d</sup>,Scientist,Physical scientist,Male,4-year educational institutions<sup>b</sup>,Tenure or on tenure track,7,19900,19700,19600,600,14450,97000
3327,r144,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Physical scientist -> Male -> 4-year educational institutions<sup>b</sup> -> Not tenure track or tenure not applicable,All occupations,S&E occupations<sup>d</sup>,Scientist,Physical scientist,Male,4-year educational institutions<sup>b</sup>,Not tenure track or tenure not applicable,7,11200,10000,9300,650,8750,67000
3327,r145,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Physical scientist -> Male -> Other educational institutions<sup>c</sup>,All occupations,S&E occupations<sup>d</sup>,Scientist,Physical scientist,Male,Other educational institutions<sup>c</sup>,,6,2600,2150,2150,100,1950,73000
3327,r146,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Physical scientist -> Male -> Government,All occupations,S&E occupations<sup>d</sup>,Scientist,Physical scientist,Male,Government,,6,7400,7150,6800,700,7100,129000
3327,r147,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Physical scientist -> Male -> Private sector (profit and nonprofit),All occupations,S&E occupations<sup>d</sup>,Scientist,Physical scientist,Male,Private sector (profit and nonprofit),,6,22750,19850,18250,7200,20000,135000
3327,r148,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Psychologist,All occupations,S&E occupations<sup>d</sup>,Scientist,Psychologist,,,,4,77600,50350,49300,5850,43050,100000
3327,r149,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Psychologist -> 4-year educational institutions<sup>b</sup>,All occupations,S&E occupations<sup>d</sup>,Scientist,Psychologist,4-year educational institutions<sup>b</sup>,,,5,25900,24600,23650,950,19100,88000
3327,r150,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Psychologist -> 4-year educational institutions<sup>b</sup> -> Tenure or on tenure track,All occupations,S&E occupations<sup>d</sup>,Scientist,Psychologist,4-year educational institutions<sup>b</sup>,Tenure or on tenure track,,6,16350,16250,15900,550,11800,90000
3327,r151,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Psychologist -> 4-year educational institutions<sup>b</sup> -> Not tenure track or tenure not applicable,All occupations,S&E occupations<sup>d</sup>,Scientist,Psychologist,4-year educational institutions<sup>b</sup>,Not tenure track or tenure not applicable,,6,9550,8350,7750,400,7300,80000
3327,r152,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Psychologist -> Other educational institutions<sup>c</sup>,All occupations,S&E occupations<sup>d</sup>,Scientist,Psychologist,Other educational institutions<sup>c</sup>,,,5,4700,3800,3700,250,3750,84000
3327,r153,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Psychologist -> Government,All occupations,S&E occupations<sup>d</sup>,Scientist,Psychologist,Government,,,5,8450,7750,7550,700,7600,107000
3327,r154,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Psychologist -> Private sector (profit and nonprofit),All occupations,S&E occupations<sup>d</sup>,Scientist,Psychologist,Private sector (profit and nonprofit),,,5,38550,14250,14400,3900,12550,109000
3327,r155,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Psychologist -> Female,All occupations,S&E occupations<sup>d</sup>,Scientist,Psychologist,Female,,,5,47850,30650,29950,3650,26650,95000
3327,r156,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Psychologist -> Female -> 4-year educational institutions<sup>b</sup>,All occupations,S&E occupations<sup>d</sup>,Scientist,Psychologist,Female,4-year educational institutions<sup>b</sup>,,6,15300,14500,13750,650,11350,85000
3327,r157,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Psychologist -> Female -> 4-year educational institutions<sup>b</sup> -> Tenure or on tenure track,All occupations,S&E occupations<sup>d</sup>,Scientist,Psychologist,Female,4-year educational institutions<sup>b</sup>,Tenure or on tenure track,7,8800,8700,8450,350,6300,86000
3327,r158,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Psychologist -> Female -> 4-year educational institutions<sup>b</sup> -> Not tenure track or tenure not applicable,All occupations,S&E occupations<sup>d</sup>,Scientist,Psychologist,Female,4-year educational institutions<sup>b</sup>,Not tenure track or tenure not applicable,7,6500,5800,5300,300,5050,79000
3327,r159,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Psychologist -> Female -> Other educational institutions<sup>c</sup>,All occupations,S&E occupations<sup>d</sup>,Scientist,Psychologist,Female,Other educational institutions<sup>c</sup>,,6,3150,2600,2600,150,2700,84000
3327,r160,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Psychologist -> Female -> Government,All occupations,S&E occupations<sup>d</sup>,Scientist,Psychologist,Female,Government,,6,5100,4750,4600,500,4650,104000
3327,r161,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Psychologist -> Female -> Private sector (profit and nonprofit),All occupations,S&E occupations<sup>d</sup>,Scientist,Psychologist,Female,Private sector (profit and nonprofit),,6,24300,8800,9000,2350,7950,104000
3327,r162,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Psychologist -> Male,All occupations,S&E occupations<sup>d</sup>,Scientist,Psychologist,Male,,,5,29800,19750,19350,2150,16400,105000
3327,r163,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Psychologist -> Male -> 4-year educational institutions<sup>b</sup>,All occupations,S&E occupations<sup>d</sup>,Scientist,Psychologist,Male,4-year educational institutions<sup>b</sup>,,6,10600,10100,9950,300,7750,93000
3327,r164,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Psychologist -> Male -> 4-year educational institutions<sup>b</sup> -> Tenure or on tenure track,All occupations,S&E occupations<sup>d</sup>,Scientist,Psychologist,Male,4-year educational institutions<sup>b</sup>,Tenure or on tenure track,7,7550,7550,7450,200,5550,95000
3327,r165,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Psychologist -> Male -> 4-year educational institutions<sup>b</sup> -> Not tenure track or tenure not applicable,All occupations,S&E occupations<sup>d</sup>,Scientist,Psychologist,Male,4-year educational institutions<sup>b</sup>,Not tenure track or tenure not applicable,7,3050,2550,2450,100,2250,82000
3327,r166,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Psychologist -> Male -> Other educational institutions<sup>c</sup>,All occupations,S&E occupations<sup>d</sup>,Scientist,Psychologist,Male,Other educational institutions<sup>c</sup>,,6,1550,1150,1100,100,1100,83000
3327,r167,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Psychologist -> Male -> Government,All occupations,S&E occupations<sup>d</sup>,Scientist,Psychologist,Male,Government,,6,3400,3000,2950,200,2950,111000
3327,r168,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Psychologist -> Male -> Private sector (profit and nonprofit),All occupations,S&E occupations<sup>d</sup>,Scientist,Psychologist,Male,Private sector (profit and nonprofit),,6,14250,5500,5350,1500,4600,120000
3327,r169,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Social scientist,All occupations,S&E occupations<sup>d</sup>,Scientist,Social scientist,,,,4,69500,63750,62550,4400,50800,99000
3327,r170,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Social scientist -> 4-year educational institutions<sup>b</sup>,All occupations,S&E occupations<sup>d</sup>,Scientist,Social scientist,4-year educational institutions<sup>b</sup>,,,5,50200,47250,46700,1750,34750,93000
3327,r171,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Social scientist -> 4-year educational institutions<sup>b</sup> -> Tenure or on tenure track,All occupations,S&E occupations<sup>d</sup>,Scientist,Social scientist,4-year educational institutions<sup>b</sup>,Tenure or on tenure track,,6,38350,37800,37400,1400,27500,96000
3327,r172,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Social scientist -> 4-year educational institutions<sup>b</sup> -> Not tenure track or tenure not applicable,All occupations,S&E occupations<sup>d</sup>,Scientist,Social scientist,4-year educational institutions<sup>b</sup>,Not tenure track or tenure not applicable,,6,11850,9450,9300,350,7250,74000
3327,r173,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Social scientist -> Other educational institutions<sup>c</sup>,All occupations,S&E occupations<sup>d</sup>,Scientist,Social scientist,Other educational institutions<sup>c</sup>,,,5,2550,2100,2200,50,2000,76000
3327,r174,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Social scientist -> Government,All occupations,S&E occupations<sup>d</sup>,Scientist,Social scientist,Government,,,5,5950,5700,5600,300,5650,128000
3327,r175,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Social scientist -> Private sector (profit and nonprofit),All occupations,S&E occupations<sup>d</sup>,Scientist,Social scientist,Private sector (profit and nonprofit),,,5,10800,8650,8050,2300,8400,135000
3327,r176,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Social scientist -> Female,All occupations,S&E occupations<sup>d</sup>,Scientist,Social scientist,Female,,,5,30750,27950,27200,2300,22800,90000
3327,r177,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Social scientist -> Female -> 4-year educational institutions<sup>b</sup>,All occupations,S&E occupations<sup>d</sup>,Scientist,Social scientist,Female,4-year educational institutions<sup>b</sup>,,6,21500,20250,19900,900,15050,85000
3327,r178,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Social scientist -> Female -> 4-year educational institutions<sup>b</sup> -> Tenure or on tenure track,All occupations,S&E occupations<sup>d</sup>,Scientist,Social scientist,Female,4-year educational institutions<sup>b</sup>,Tenure or on tenure track,7,15500,15400,15200,650,11300,88000
3327,r179,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Social scientist -> Female -> 4-year educational institutions<sup>b</sup> -> Not tenure track or tenure not applicable,All occupations,S&E occupations<sup>d</sup>,Scientist,Social scientist,Female,4-year educational institutions<sup>b</sup>,Not tenure track or tenure not applicable,7,6000,4900,4700,200,3750,70000
3327,r180,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Social scientist -> Female -> Other educational institutions<sup>c</sup>,All occupations,S&E occupations<sup>d</sup>,Scientist,Social scientist,Female,Other educational institutions<sup>c</sup>,,6,1350,950,1000,S,1050,75000
3327,r181,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Social scientist -> Female -> Government,All occupations,S&E occupations<sup>d</sup>,Scientist,Social scientist,Female,Government,,6,2450,2350,2350,S,2350,119000
3327,r182,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Social scientist -> Female -> Private sector (profit and nonprofit),All occupations,S&E occupations<sup>d</sup>,Scientist,Social scientist,Female,Private sector (profit and nonprofit),,6,5450,4400,4000,1350,4350,128000
3327,r183,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Social scientist -> Male,All occupations,S&E occupations<sup>d</sup>,Scientist,Social scientist,Male,,,5,38750,35800,35350,2100,27950,105000
3327,r184,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Social scientist -> Male -> 4-year educational institutions<sup>b</sup>,All occupations,S&E occupations<sup>d</sup>,Scientist,Social scientist,Male,4-year educational institutions<sup>b</sup>,,6,28650,27000,26800,850,19700,100000
3327,r185,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Social scientist -> Male -> 4-year educational institutions<sup>b</sup> -> Tenure or on tenure track,All occupations,S&E occupations<sup>d</sup>,Scientist,Social scientist,Male,4-year educational institutions<sup>b</sup>,Tenure or on tenure track,7,22800,22450,22200,700,16200,100000
3327,r186,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Social scientist -> Male -> 4-year educational institutions<sup>b</sup> -> Not tenure track or tenure not applicable,All occupations,S&E occupations<sup>d</sup>,Scientist,Social scientist,Male,4-year educational institutions<sup>b</sup>,Not tenure track or tenure not applicable,7,5850,4550,4600,150,3500,76000
3327,r187,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Social scientist -> Male -> Other educational institutions<sup>c</sup>,All occupations,S&E occupations<sup>d</sup>,Scientist,Social scientist,Male,Other educational institutions<sup>c</sup>,,6,1250,1150,1200,,950,76000
3327,r188,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Social scientist -> Male -> Government,All occupations,S&E occupations<sup>d</sup>,Scientist,Social scientist,Male,Government,,6,3500,3350,3250,250,3300,135000
3327,r189,All occupations -> S&E occupations<sup>d</sup> -> Scientist -> Social scientist -> Male -> Private sector (profit and nonprofit),All occupations,S&E occupations<sup>d</sup>,Scientist,Social scientist,Male,Private sector (profit and nonprofit),,6,5350,4250,4050,1000,4050,149000
3327,r190,All occupations -> S&E occupations<sup>d</sup> -> Engineer,All occupations,S&E occupations<sup>d</sup>,Engineer,,,,,3,120650,113800,104100,40000,105300,130000
3327,r191,All occupations -> S&E occupations<sup>d</sup> -> Engineer -> 4-year educational institutions<sup>b</sup>,All occupations,S&E occupations<sup>d</sup>,Engineer,4-year educational institutions<sup>b</sup>,,,,4,35900,34650,33400,2750,26350,108000
3327,r192,All occupations -> S&E occupations<sup>d</sup> -> Engineer -> 4-year educational institutions<sup>b</sup> -> Tenure or on tenure track,All occupations,S&E occupations<sup>d</sup>,Engineer,4-year educational institutions<sup>b</sup>,Tenure or on tenure track,,,5,25700,25300,24950,2050,18150,114000
3327,r193,All occupations -> S&E occupations<sup>d</sup> -> Engineer -> 4-year educational institutions<sup>b</sup> -> Not tenure track or tenure not applicable,All occupations,S&E occupations<sup>d</sup>,Engineer,4-year educational institutions<sup>b</sup>,Not tenure track or tenure not applicable,,,5,10200,9350,8500,750,8200,84000
3327,r194,All occupations -> S&E occupations<sup>d</sup> -> Engineer -> Other educational institutions<sup>c</sup>,All occupations,S&E occupations<sup>d</sup>,Engineer,Other educational institutions<sup>c</sup>,,,,4,450,400,400,,350,73000
3327,r195,All occupations -> S&E occupations<sup>d</sup> -> Engineer -> Government,All occupations,S&E occupations<sup>d</sup>,Engineer,Government,,,,4,10250,10000,9250,1250,9850,126000
3327,r196,All occupations -> S&E occupations<sup>d</sup> -> Engineer -> Private sector (profit and nonprofit),All occupations,S&E occupations<sup>d</sup>,Engineer,Private sector (profit and nonprofit),,,,4,74050,68750,61000,36000,68750,140000
3327,r197,All occupations -> S&E occupations<sup>d</sup> -> Engineer -> Female,All occupations,S&E occupations<sup>d</sup>,Engineer,Female,,,,4,19000,17950,16500,6050,17000,119000
3327,r198,All occupations -> S&E occupations<sup>d</sup> -> Engineer -> Female -> 4-year educational institutions<sup>b</sup>,All occupations,S&E occupations<sup>d</sup>,Engineer,Female,4-year educational institutions<sup>b</sup>,,,5,5950,5600,5350,550,4550,100000
3327,r199,All occupations -> S&E occupations<sup>d</sup> -> Engineer -> Female -> 4-year educational institutions<sup>b</sup> -> Tenure or on tenure track,All occupations,S&E occupations<sup>d</sup>,Engineer,Female,4-year educational institutions<sup>b</sup>,Tenure or on tenure track,,6,3900,3750,3650,300,2950,109000
3327,r200,All occupations -> S&E occupations<sup>d</sup> -> Engineer -> Female -> 4-year educational institutions<sup>b</sup> -> Not tenure track or tenure not applicable,All occupations,S&E occupations<sup>d</sup>,Engineer,Female,4-year educational institutions<sup>b</sup>,Not tenure track or tenure not applicable,,6,2050,1850,1700,250,1650,73000
3327,r201,All occupations -> S&E occupations<sup>d</sup> -> Engineer -> Female -> Other educational institutions<sup>c</sup>,All occupations,S&E occupations<sup>d</sup>,Engineer,Female,Other educational institutions<sup>c</sup>,,,5,100,100,100,,100,
3327,r202,All occupations -> S&E occupations<sup>d</sup> -> Engineer -> Female -> Government,All occupations,S&E occupations<sup>d</sup>,Engineer,Female,Government,,,5,1850,1800,1700,250,1800,112000
3327,r203,All occupations -> S&E occupations<sup>d</sup> -> Engineer -> Female -> Private sector (profit and nonprofit),All occupations,S&E occupations<sup>d</sup>,Engineer,Female,Private sector (profit and nonprofit),,,5,11050,10400,9350,5200,10550,125000
3327,r204,All occupations -> S&E occupations<sup>d</sup> -> Engineer -> Male,All occupations,S&E occupations<sup>d</sup>,Engineer,Male,,,,4,101600,95850,87600,34000,88300,132000
3327,r205,All occupations -> S&E occupations<sup>d</sup> -> Engineer -> Male -> 4-year educational institutions<sup>b</sup>,All occupations,S&E occupations<sup>d</sup>,Engineer,Male,4-year educational institutions<sup>b</sup>,,,5,29950,29050,28050,2200,21800,108000
3327,r206,All occupations -> S&E occupations<sup>d</sup> -> Engineer -> Male -> 4-year educational institutions<sup>b</sup> -> Tenure or on tenure track,All occupations,S&E occupations<sup>d</sup>,Engineer,Male,4-year educational institutions<sup>b</sup>,Tenure or on tenure track,,6,21750,21600,21300,1700,15250,114000
3327,r207,All occupations -> S&E occupations<sup>d</sup> -> Engineer -> Male -> 4-year educational institutions<sup>b</sup> -> Not tenure track or tenure not applicable,All occupations,S&E occupations<sup>d</sup>,Engineer,Male,4-year educational institutions<sup>b</sup>,Not tenure track or tenure not applicable,,6,8150,7500,6800,500,6550,87000
3327,r208,All occupations -> S&E occupations<sup>d</sup> -> Engineer -> Male -> Other educational institutions<sup>c</sup>,All occupations,S&E occupations<sup>d</sup>,Engineer,Male,Other educational institutions<sup>c</sup>,,,5,300,300,300,,250,75000
3327,r209,All occupations -> S&E occupations<sup>d</sup> -> Engineer -> Male -> Government,All occupations,S&E occupations<sup>d</sup>,Engineer,Male,Government,,,5,8400,8150,7600,950,8050,130000
3327,r210,All occupations -> S&E occupations<sup>d</sup> -> Engineer -> Male -> Private sector (profit and nonprofit),All occupations,S&E occupations<sup>d</sup>,Engineer,Male,Private sector (profit and nonprofit),,,5,63000,58300,51650,30800,58150,144000
3327,r211,All occupations -> S&E-related occupations<sup>e</sup>,All occupations,S&E-related occupations<sup>e</sup>,,,,,,2,92350,83850,77500,19700,80100,130000
3327,r212,All occupations -> S&E-related occupations<sup>e</sup> -> 4-year educational institutions<sup>b</sup>,All occupations,S&E-related occupations<sup>e</sup>,4-year educational institutions<sup>b</sup>,,,,,3,35800,34250,32400,3150,30850,106000
3327,r213,All occupations -> S&E-related occupations<sup>e</sup> -> 4-year educational institutions<sup>b</sup> -> Tenure or on tenure track,All occupations,S&E-related occupations<sup>e</sup>,4-year educational institutions<sup>b</sup>,Tenure or on tenure track,,,,4,19050,18650,18450,1450,16250,110000
3327,r214,All occupations -> S&E-related occupations<sup>e</sup> -> 4-year educational institutions<sup>b</sup> -> Not tenure track or tenure not applicable,All occupations,S&E-related occupations<sup>e</sup>,4-year educational institutions<sup>b</sup>,Not tenure track or tenure not applicable,,,,4,16750,15550,13950,1700,14600,99000
3327,r215,All occupations -> S&E-related occupations<sup>e</sup> -> Other educational institutions<sup>c</sup>,All occupations,S&E-related occupations<sup>e</sup>,Other educational institutions<sup>c</sup>,,,,,3,5950,5250,5150,200,5250,65000
