table_id,row_id,time_period,all_doctoral_scientists_and_engineers_level_1,all_doctoral_scientists_and_engineers_level_2,all_doctoral_scientists_and_engineers_level_3,all_doctoral_scientists_and_engineers_hierarchy_depth,value
6341,r239,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,Working in 2015,Total,Number,3,9700
6341,r240,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,Working in 2015,Total,SE,3,450
6341,r241,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,Working in 2015,Employed in 2017,Number,3,9400
6341,r242,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,Working in 2015,Employed in 2017,SE,3,450
6341,r243,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,Working in 2015,Unemployed in 2017,Number,3,100
6341,r244,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,Working in 2015,Unemployed in 2017,SE,3,50
6341,r245,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,Working in 2015,Not in labor force in 2017,Number,3,150
6341,r246,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,Working in 2015,Not in labor force in 2017,SE,3,50
6341,r247,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,Working in 2015,Employed in 2019,Number,3,9100
6341,r248,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,Working in 2015,Employed in 2019,SE,3,425
6341,r249,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,Working in 2015,Unemployed in 2019,Number,3,100
6341,r250,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,Working in 2015,Unemployed in 2019,SE,3,50
6341,r251,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,Working in 2015,Not in labor force in 2019,Number,3,500
6341,r252,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,Working in 2015,Not in labor force in 2019,SE,3,100
6341,r253,Total -> Field of degree -> Science,All doctoral scientists and engineers,Total,,2,640450
6341,r254,Total -> Field of degree -> Science,All doctoral scientists and engineers,SE,,2,1350
6341,r255,Total -> Field of degree -> Science,Not working in 2015,Total,Number,3,39250
6341,r256,Total -> Field of degree -> Science,Not working in 2015,Total,SE,3,825
6341,r257,Total -> Field of degree -> Science,Not working in 2015,Employed in 2017,Number,3,11800
6341,r258,Total -> Field of degree -> Science,Not working in 2015,Employed in 2017,SE,3,550
6341,r259,Total -> Field of degree -> Science,Not working in 2015,Unemployed in 2017,Number,3,3450
6341,r260,Total -> Field of degree -> Science,Not working in 2015,Unemployed in 2017,SE,3,300
6341,r261,Total -> Field of degree -> Science,Not working in 2015,Not in labor force in 2017,Number,3,24000
6341,r262,Total -> Field of degree -> Science,Not working in 2015,Not in labor force in 2017,SE,3,675
6341,r263,Total -> Field of degree -> Science,Not working in 2015,Employed in 2019,Number,3,13550
6341,r264,Total -> Field of degree -> Science,Not working in 2015,Employed in 2019,SE,3,625
6341,r265,Total -> Field of degree -> Science,Not working in 2015,Unemployed in 2019,Number,3,2050
6341,r266,Total -> Field of degree -> Science,Not working in 2015,Unemployed in 2019,SE,3,250
6341,r267,Total -> Field of degree -> Science,Not working in 2015,Not in labor force in 2019,Number,3,23650
6341,r268,Total -> Field of degree -> Science,Not working in 2015,Not in labor force in 2019,SE,3,650
6341,r269,Total -> Field of degree -> Science,Working in 2015,Total,Number,3,601200
6341,r270,Total -> Field of degree -> Science,Working in 2015,Total,SE,3,1500
6341,r271,Total -> Field of degree -> Science,Working in 2015,Employed in 2017,Number,3,578400
6341,r272,Total -> Field of degree -> Science,Working in 2015,Employed in 2017,SE,3,1550
6341,r273,Total -> Field of degree -> Science,Working in 2015,Unemployed in 2017,Number,3,7000
6341,r274,Total -> Field of degree -> Science,Working in 2015,Unemployed in 2017,SE,3,550
6341,r275,Total -> Field of degree -> Science,Working in 2015,Not in labor force in 2017,Number,3,15800
6341,r276,Total -> Field of degree -> Science,Working in 2015,Not in labor force in 2017,SE,3,650
6341,r277,Total -> Field of degree -> Science,Working in 2015,Employed in 2019,Number,3,562000
6341,r278,Total -> Field of degree -> Science,Working in 2015,Employed in 2019,SE,3,1525
6341,r279,Total -> Field of degree -> Science,Working in 2015,Unemployed in 2019,Number,3,5950
6341,r280,Total -> Field of degree -> Science,Working in 2015,Unemployed in 2019,SE,3,525
6341,r281,Total -> Field of degree -> Science,Working in 2015,Not in labor force in 2019,Number,3,33250
6341,r282,Total -> Field of degree -> Science,Working in 2015,Not in labor force in 2019,SE,3,925
6341,r283,"Total -> Field of degree -> Science -> Biological, agricultural, and environmental life sciences",All doctoral scientists and engineers,Total,,2,219850
6341,r284,"Total -> Field of degree -> Science -> Biological, agricultural, and environmental life sciences",All doctoral scientists and engineers,SE,,2,800
6341,r285,"Total -> Field of degree -> Science -> Biological, agricultural, and environmental life sciences",Not working in 2015,Total,Number,3,14500
6341,r286,"Total -> Field of degree -> Science -> Biological, agricultural, and environmental life sciences",Not working in 2015,Total,SE,3,450
6341,r287,"Total -> Field of degree -> Science -> Biological, agricultural, and environmental life sciences",Not working in 2015,Employed in 2017,Number,3,4900
6341,r288,"Total -> Field of degree -> Science -> Biological, agricultural, and environmental life sciences",Not working in 2015,Employed in 2017,SE,3,325
6341,r289,"Total -> Field of degree -> Science -> Biological, agricultural, and environmental life sciences",Not working in 2015,Unemployed in 2017,Number,3,1500
6341,r290,"Total -> Field of degree -> Science -> Biological, agricultural, and environmental life sciences",Not working in 2015,Unemployed in 2017,SE,3,200
6341,r291,"Total -> Field of degree -> Science -> Biological, agricultural, and environmental life sciences",Not working in 2015,Not in labor force in 2017,Number,3,8150
6341,r292,"Total -> Field of degree -> Science -> Biological, agricultural, and environmental life sciences",Not working in 2015,Not in labor force in 2017,SE,3,400
6341,r293,"Total -> Field of degree -> Science -> Biological, agricultural, and environmental life sciences",Not working in 2015,Employed in 2019,Number,3,5800
6341,r294,"Total -> Field of degree -> Science -> Biological, agricultural, and environmental life sciences",Not working in 2015,Employed in 2019,SE,3,350
6341,r295,"Total -> Field of degree -> Science -> Biological, agricultural, and environmental life sciences",Not working in 2015,Unemployed in 2019,Number,3,750
6341,r296,"Total -> Field of degree -> Science -> Biological, agricultural, and environmental life sciences",Not working in 2015,Unemployed in 2019,SE,3,175
6341,r297,"Total -> Field of degree -> Science -> Biological, agricultural, and environmental life sciences",Not working in 2015,Not in labor force in 2019,Number,3,7950
6341,r298,"Total -> Field of degree -> Science -> Biological, agricultural, and environmental life sciences",Not working in 2015,Not in labor force in 2019,SE,3,350
6341,r299,"Total -> Field of degree -> Science -> Biological, agricultural, and environmental life sciences",Working in 2015,Total,Number,3,205300
6341,r300,"Total -> Field of degree -> Science -> Biological, agricultural, and environmental life sciences",Working in 2015,Total,SE,3,800
6341,r301,"Total -> Field of degree -> Science -> Biological, agricultural, and environmental life sciences",Working in 2015,Employed in 2017,Number,3,197050
6341,r302,"Total -> Field of degree -> Science -> Biological, agricultural, and environmental life sciences",Working in 2015,Employed in 2017,SE,3,850
6341,r303,"Total -> Field of degree -> Science -> Biological, agricultural, and environmental life sciences",Working in 2015,Unemployed in 2017,Number,3,3000
6341,r304,"Total -> Field of degree -> Science -> Biological, agricultural, and environmental life sciences",Working in 2015,Unemployed in 2017,SE,3,300
6341,r305,"Total -> Field of degree -> Science -> Biological, agricultural, and environmental life sciences",Working in 2015,Not in labor force in 2017,Number,3,5250
6341,r306,"Total -> Field of degree -> Science -> Biological, agricultural, and environmental life sciences",Working in 2015,Not in labor force in 2017,SE,3,375
6341,r307,"Total -> Field of degree -> Science -> Biological, agricultural, and environmental life sciences",Working in 2015,Employed in 2019,Number,3,192050
6341,r308,"Total -> Field of degree -> Science -> Biological, agricultural, and environmental life sciences",Working in 2015,Employed in 2019,SE,3,925
6341,r309,"Total -> Field of degree -> Science -> Biological, agricultural, and environmental life sciences",Working in 2015,Unemployed in 2019,Number,3,2250
6341,r310,"Total -> Field of degree -> Science -> Biological, agricultural, and environmental life sciences",Working in 2015,Unemployed in 2019,SE,3,300
6341,r311,"Total -> Field of degree -> Science -> Biological, agricultural, and environmental life sciences",Working in 2015,Not in labor force in 2019,Number,3,11000
6341,r312,"Total -> Field of degree -> Science -> Biological, agricultural, and environmental life sciences",Working in 2015,Not in labor force in 2019,SE,3,575
6341,r313,Total -> Field of degree -> Science -> Computer and information sciences,All doctoral scientists and engineers,Total,,2,29600
6341,r314,Total -> Field of degree -> Science -> Computer and information sciences,All doctoral scientists and engineers,SE,,2,175
6341,r315,Total -> Field of degree -> Science -> Computer and information sciences,Not working in 2015,Total,Number,3,1400
6341,r316,Total -> Field of degree -> Science -> Computer and information sciences,Not working in 2015,Total,SE,3,175
6341,r317,Total -> Field of degree -> Science -> Computer and information sciences,Not working in 2015,Employed in 2017,Number,3,550
6341,r318,Total -> Field of degree -> Science -> Computer and information sciences,Not working in 2015,Employed in 2017,SE,3,150
6341,r319,Total -> Field of degree -> Science -> Computer and information sciences,Not working in 2015,Unemployed in 2017,Number,3,150
6341,r320,Total -> Field of degree -> Science -> Computer and information sciences,Not working in 2015,Unemployed in 2017,SE,3,75
6341,r321,Total -> Field of degree -> Science -> Computer and information sciences,Not working in 2015,Not in labor force in 2017,Number,3,700
6341,r322,Total -> Field of degree -> Science -> Computer and information sciences,Not working in 2015,Not in labor force in 2017,SE,3,150
6341,r323,Total -> Field of degree -> Science -> Computer and information sciences,Not working in 2015,Employed in 2019,Number,3,550
6341,r324,Total -> Field of degree -> Science -> Computer and information sciences,Not working in 2015,Employed in 2019,SE,3,150
6341,r325,Total -> Field of degree -> Science -> Computer and information sciences,Not working in 2015,Not in labor force in 2019,Number,3,750
6341,r326,Total -> Field of degree -> Science -> Computer and information sciences,Not working in 2015,Not in labor force in 2019,SE,3,150
6341,r327,Total -> Field of degree -> Science -> Computer and information sciences,Working in 2015,Total,Number,3,28200
6341,r328,Total -> Field of degree -> Science -> Computer and information sciences,Working in 2015,Total,SE,3,250
6341,r329,Total -> Field of degree -> Science -> Computer and information sciences,Working in 2015,Employed in 2017,Number,3,27100
6341,r330,Total -> Field of degree -> Science -> Computer and information sciences,Working in 2015,Employed in 2017,SE,3,325
6341,r331,Total -> Field of degree -> Science -> Computer and information sciences,Working in 2015,Unemployed in 2017,Number,3,400
6341,r332,Total -> Field of degree -> Science -> Computer and information sciences,Working in 2015,Unemployed in 2017,SE,3,100
6341,r333,Total -> Field of degree -> Science -> Computer and information sciences,Working in 2015,Not in labor force in 2017,Number,3,700
6341,r334,Total -> Field of degree -> Science -> Computer and information sciences,Working in 2015,Not in labor force in 2017,SE,3,150
6341,r335,Total -> Field of degree -> Science -> Computer and information sciences,Working in 2015,Employed in 2019,Number,3,26750
6341,r336,Total -> Field of degree -> Science -> Computer and information sciences,Working in 2015,Employed in 2019,SE,3,350
6341,r337,Total -> Field of degree -> Science -> Computer and information sciences,Working in 2015,Unemployed in 2019,Number,3,200
6341,r338,Total -> Field of degree -> Science -> Computer and information sciences,Working in 2015,Unemployed in 2019,SE,3,75
6341,r339,Total -> Field of degree -> Science -> Computer and information sciences,Working in 2015,Not in labor force in 2019,Number,3,1250
6341,r340,Total -> Field of degree -> Science -> Computer and information sciences,Working in 2015,Not in labor force in 2019,SE,3,200
6341,r341,Total -> Field of degree -> Science -> Mathematics and statistics,All doctoral scientists and engineers,Total,,2,37650
6341,r342,Total -> Field of degree -> Science -> Mathematics and statistics,All doctoral scientists and engineers,SE,,2,425
6341,r343,Total -> Field of degree -> Science -> Mathematics and statistics,Not working in 2015,Total,Number,3,1950
6341,r344,Total -> Field of degree -> Science -> Mathematics and statistics,Not working in 2015,Total,SE,3,225
6341,r345,Total -> Field of degree -> Science -> Mathematics and statistics,Not working in 2015,Employed in 2017,Number,3,550
6341,r346,Total -> Field of degree -> Science -> Mathematics and statistics,Not working in 2015,Employed in 2017,SE,3,150
6341,r347,Total -> Field of degree -> Science -> Mathematics and statistics,Not working in 2015,Unemployed in 2017,Number,3,300
6341,r348,Total -> Field of degree -> Science -> Mathematics and statistics,Not working in 2015,Unemployed in 2017,SE,3,100
6341,r349,Total -> Field of degree -> Science -> Mathematics and statistics,Not working in 2015,Not in labor force in 2017,Number,3,1100
6341,r350,Total -> Field of degree -> Science -> Mathematics and statistics,Not working in 2015,Not in labor force in 2017,SE,3,175
6341,r351,Total -> Field of degree -> Science -> Mathematics and statistics,Not working in 2015,Employed in 2019,Number,3,700
6341,r352,Total -> Field of degree -> Science -> Mathematics and statistics,Not working in 2015,Employed in 2019,SE,3,175
6341,r353,Total -> Field of degree -> Science -> Mathematics and statistics,Not working in 2015,Unemployed in 2019,Number,3,150
6341,r354,Total -> Field of degree -> Science -> Mathematics and statistics,Not working in 2015,Unemployed in 2019,SE,3,75
6341,r355,Total -> Field of degree -> Science -> Mathematics and statistics,Not working in 2015,Not in labor force in 2019,Number,3,1100
6341,r356,Total -> Field of degree -> Science -> Mathematics and statistics,Not working in 2015,Not in labor force in 2019,SE,3,175
6341,r357,Total -> Field of degree -> Science -> Mathematics and statistics,Working in 2015,Total,Number,3,35700
6341,r358,Total -> Field of degree -> Science -> Mathematics and statistics,Working in 2015,Total,SE,3,425
6341,r359,Total -> Field of degree -> Science -> Mathematics and statistics,Working in 2015,Employed in 2017,Number,3,34650
6341,r360,Total -> Field of degree -> Science -> Mathematics and statistics,Working in 2015,Employed in 2017,SE,3,450
6341,r361,Total -> Field of degree -> Science -> Mathematics and statistics,Working in 2015,Unemployed in 2017,Number,3,350
6341,r362,Total -> Field of degree -> Science -> Mathematics and statistics,Working in 2015,Unemployed in 2017,SE,3,125
6341,r363,Total -> Field of degree -> Science -> Mathematics and statistics,Working in 2015,Not in labor force in 2017,Number,3,700
6341,r364,Total -> Field of degree -> Science -> Mathematics and statistics,Working in 2015,Not in labor force in 2017,SE,3,150
6341,r365,Total -> Field of degree -> Science -> Mathematics and statistics,Working in 2015,Employed in 2019,Number,3,34050
6341,r366,Total -> Field of degree -> Science -> Mathematics and statistics,Working in 2015,Employed in 2019,SE,3,475
6341,r367,Total -> Field of degree -> Science -> Mathematics and statistics,Working in 2015,Unemployed in 2019,Number,3,150
6341,r368,Total -> Field of degree -> Science -> Mathematics and statistics,Working in 2015,Unemployed in 2019,SE,3,100
6341,r369,Total -> Field of degree -> Science -> Mathematics and statistics,Working in 2015,Not in labor force in 2019,Number,3,1500
6341,r370,Total -> Field of degree -> Science -> Mathematics and statistics,Working in 2015,Not in labor force in 2019,SE,3,225
6341,r371,"Total -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",All doctoral scientists and engineers,Total,,2,139100
6341,r372,"Total -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",All doctoral scientists and engineers,SE,,2,675
6341,r373,"Total -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Not working in 2015,Total,Number,3,7750
6341,r374,"Total -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Not working in 2015,Total,SE,3,300
6341,r375,"Total -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Not working in 2015,Employed in 2017,Number,3,2500
6341,r376,"Total -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Not working in 2015,Employed in 2017,SE,3,275
6341,r377,"Total -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Not working in 2015,Unemployed in 2017,Number,3,800
6341,r378,"Total -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Not working in 2015,Unemployed in 2017,SE,3,150
6341,r379,"Total -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Not working in 2015,Not in labor force in 2017,Number,3,4400
6341,r380,"Total -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Not working in 2015,Not in labor force in 2017,SE,3,275
6341,r381,"Total -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Not working in 2015,Employed in 2019,Number,3,2500
6341,r382,"Total -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Not working in 2015,Employed in 2019,SE,3,250
6341,r383,"Total -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Not working in 2015,Unemployed in 2019,Number,3,550
6341,r384,"Total -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Not working in 2015,Unemployed in 2019,SE,3,125
6341,r385,"Total -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Not working in 2015,Not in labor force in 2019,Number,3,4700
6341,r386,"Total -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Not working in 2015,Not in labor force in 2019,SE,3,275
6341,r387,"Total -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Working in 2015,Total,Number,3,131350
6341,r388,"Total -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Working in 2015,Total,SE,3,675
6341,r389,"Total -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Working in 2015,Employed in 2017,Number,3,126100
6341,r390,"Total -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Working in 2015,Employed in 2017,SE,3,650
6341,r391,"Total -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Working in 2015,Unemployed in 2017,Number,3,1750
6341,r392,"Total -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Working in 2015,Unemployed in 2017,SE,3,225
6341,r393,"Total -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Working in 2015,Not in labor force in 2017,Number,3,3500
6341,r394,"Total -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Working in 2015,Not in labor force in 2017,SE,3,350
6341,r395,"Total -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Working in 2015,Employed in 2019,Number,3,122300
6341,r396,"Total -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Working in 2015,Employed in 2019,SE,3,625
6341,r397,"Total -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Working in 2015,Unemployed in 2019,Number,3,1350
6341,r398,"Total -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Working in 2015,Unemployed in 2019,SE,3,225
6341,r399,"Total -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Working in 2015,Not in labor force in 2019,Number,3,7700
6341,r400,"Total -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Working in 2015,Not in labor force in 2019,SE,3,425
6341,r401,Total -> Field of degree -> Science -> Psychology,All doctoral scientists and engineers,Total,,2,105000
6341,r402,Total -> Field of degree -> Science -> Psychology,All doctoral scientists and engineers,SE,,2,800
6341,r403,Total -> Field of degree -> Science -> Psychology,Not working in 2015,Total,Number,3,7750
6341,r404,Total -> Field of degree -> Science -> Psychology,Not working in 2015,Total,SE,3,325
6341,r405,Total -> Field of degree -> Science -> Psychology,Not working in 2015,Employed in 2017,Number,3,1500
6341,r406,Total -> Field of degree -> Science -> Psychology,Not working in 2015,Employed in 2017,SE,3,225
6341,r407,Total -> Field of degree -> Science -> Psychology,Not working in 2015,Unemployed in 2017,Number,3,400
6341,r408,Total -> Field of degree -> Science -> Psychology,Not working in 2015,Unemployed in 2017,SE,3,100
6341,r409,Total -> Field of degree -> Science -> Psychology,Not working in 2015,Not in labor force in 2017,Number,3,5850
6341,r410,Total -> Field of degree -> Science -> Psychology,Not working in 2015,Not in labor force in 2017,SE,3,350
6341,r411,Total -> Field of degree -> Science -> Psychology,Not working in 2015,Employed in 2019,Number,3,1900
6341,r412,Total -> Field of degree -> Science -> Psychology,Not working in 2015,Employed in 2019,SE,3,250
6341,r413,Total -> Field of degree -> Science -> Psychology,Not working in 2015,Not in labor force in 2019,Number,3,5750
6341,r414,Total -> Field of degree -> Science -> Psychology,Not working in 2015,Not in labor force in 2019,SE,3,300
6341,r415,Total -> Field of degree -> Science -> Psychology,Working in 2015,Total,Number,3,97300
6341,r416,Total -> Field of degree -> Science -> Psychology,Working in 2015,Total,SE,3,800
6341,r417,Total -> Field of degree -> Science -> Psychology,Working in 2015,Employed in 2017,Number,3,93900
6341,r418,Total -> Field of degree -> Science -> Psychology,Working in 2015,Employed in 2017,SE,3,800
6341,r419,Total -> Field of degree -> Science -> Psychology,Working in 2015,Unemployed in 2017,Number,3,600
6341,r420,Total -> Field of degree -> Science -> Psychology,Working in 2015,Unemployed in 2017,SE,3,125
6341,r421,Total -> Field of degree -> Science -> Psychology,Working in 2015,Not in labor force in 2017,Number,3,2800
6341,r422,Total -> Field of degree -> Science -> Psychology,Working in 2015,Not in labor force in 2017,SE,3,275
6341,r423,Total -> Field of degree -> Science -> Psychology,Working in 2015,Employed in 2019,Number,3,90300
6341,r424,Total -> Field of degree -> Science -> Psychology,Working in 2015,Employed in 2019,SE,3,775
6341,r425,Total -> Field of degree -> Science -> Psychology,Working in 2015,Unemployed in 2019,Number,3,900
6341,r426,Total -> Field of degree -> Science -> Psychology,Working in 2015,Unemployed in 2019,SE,3,175
6341,r427,Total -> Field of degree -> Science -> Psychology,Working in 2015,Not in labor force in 2019,Number,3,6050
6341,r428,Total -> Field of degree -> Science -> Psychology,Working in 2015,Not in labor force in 2019,SE,3,350
6341,r429,Total -> Field of degree -> Science -> Social sciences,All doctoral scientists and engineers,Total,,2,109250
6341,r430,Total -> Field of degree -> Science -> Social sciences,All doctoral scientists and engineers,SE,,2,775
6341,r431,Total -> Field of degree -> Science -> Social sciences,Not working in 2015,Total,Number,3,5900
6341,r432,Total -> Field of degree -> Science -> Social sciences,Not working in 2015,Total,SE,3,300
6341,r433,Total -> Field of degree -> Science -> Social sciences,Not working in 2015,Employed in 2017,Number,3,1800
6341,r434,Total -> Field of degree -> Science -> Social sciences,Not working in 2015,Employed in 2017,SE,3,200
6341,r435,Total -> Field of degree -> Science -> Social sciences,Not working in 2015,Unemployed in 2017,Number,3,350
6341,r436,Total -> Field of degree -> Science -> Social sciences,Not working in 2015,Unemployed in 2017,SE,3,125
6341,r437,Total -> Field of degree -> Science -> Social sciences,Not working in 2015,Not in labor force in 2017,Number,3,3750
6341,r438,Total -> Field of degree -> Science -> Social sciences,Not working in 2015,Not in labor force in 2017,SE,3,275
6341,r439,Total -> Field of degree -> Science -> Social sciences,Not working in 2015,Employed in 2019,Number,3,2000
6341,r440,Total -> Field of degree -> Science -> Social sciences,Not working in 2015,Employed in 2019,SE,3,225
6341,r441,Total -> Field of degree -> Science -> Social sciences,Not working in 2015,Unemployed in 2019,Number,3,450
6341,r442,Total -> Field of degree -> Science -> Social sciences,Not working in 2015,Unemployed in 2019,SE,3,125
6341,r443,Total -> Field of degree -> Science -> Social sciences,Not working in 2015,Not in labor force in 2019,Number,3,3450
6341,r444,Total -> Field of degree -> Science -> Social sciences,Not working in 2015,Not in labor force in 2019,SE,3,250
6341,r445,Total -> Field of degree -> Science -> Social sciences,Working in 2015,Total,Number,3,103400
6341,r446,Total -> Field of degree -> Science -> Social sciences,Working in 2015,Total,SE,3,750
6341,r447,Total -> Field of degree -> Science -> Social sciences,Working in 2015,Employed in 2017,Number,3,99600
6341,r448,Total -> Field of degree -> Science -> Social sciences,Working in 2015,Employed in 2017,SE,3,800
6341,r449,Total -> Field of degree -> Science -> Social sciences,Working in 2015,Unemployed in 2017,Number,3,950
6341,r450,Total -> Field of degree -> Science -> Social sciences,Working in 2015,Unemployed in 2017,SE,3,175
6341,r451,Total -> Field of degree -> Science -> Social sciences,Working in 2015,Not in labor force in 2017,Number,3,2850
6341,r452,Total -> Field of degree -> Science -> Social sciences,Working in 2015,Not in labor force in 2017,SE,3,325
6341,r453,Total -> Field of degree -> Science -> Social sciences,Working in 2015,Employed in 2019,Number,3,96550
6341,r454,Total -> Field of degree -> Science -> Social sciences,Working in 2015,Employed in 2019,SE,3,800
6341,r455,Total -> Field of degree -> Science -> Social sciences,Working in 2015,Unemployed in 2019,Number,3,1050
6341,r456,Total -> Field of degree -> Science -> Social sciences,Working in 2015,Unemployed in 2019,SE,3,175
6341,r457,Total -> Field of degree -> Science -> Social sciences,Working in 2015,Not in labor force in 2019,Number,3,5750
6341,r458,Total -> Field of degree -> Science -> Social sciences,Working in 2015,Not in labor force in 2019,SE,3,400
6341,r459,Total -> Field of degree -> Engineering,All doctoral scientists and engineers,Total,,2,178050
6341,r460,Total -> Field of degree -> Engineering,All doctoral scientists and engineers,SE,,2,700
6341,r461,Total -> Field of degree -> Engineering,Not working in 2015,Total,Number,3,7150
6341,r462,Total -> Field of degree -> Engineering,Not working in 2015,Total,SE,3,375
6341,r463,Total -> Field of degree -> Engineering,Not working in 2015,Employed in 2017,Number,3,2550
6341,r464,Total -> Field of degree -> Engineering,Not working in 2015,Employed in 2017,SE,3,275
6341,r465,Total -> Field of degree -> Engineering,Not working in 2015,Unemployed in 2017,Number,3,600
6341,r466,Total -> Field of degree -> Engineering,Not working in 2015,Unemployed in 2017,SE,3,150
6341,r467,Total -> Field of degree -> Engineering,Not working in 2015,Not in labor force in 2017,Number,3,3950
6341,r468,Total -> Field of degree -> Engineering,Not working in 2015,Not in labor force in 2017,SE,3,350
6341,r469,Total -> Field of degree -> Engineering,Not working in 2015,Employed in 2019,Number,3,2950
6341,r470,Total -> Field of degree -> Engineering,Not working in 2015,Employed in 2019,SE,3,325
6341,r471,Total -> Field of degree -> Engineering,Not working in 2015,Unemployed in 2019,Number,3,550
6341,r472,Total -> Field of degree -> Engineering,Not working in 2015,Unemployed in 2019,SE,3,150
6341,r473,Total -> Field of degree -> Engineering,Not working in 2015,Not in labor force in 2019,Number,3,3700
6341,r474,Total -> Field of degree -> Engineering,Not working in 2015,Not in labor force in 2019,SE,3,300
6341,r475,Total -> Field of degree -> Engineering,Working in 2015,Total,Number,3,170900
6341,r476,Total -> Field of degree -> Engineering,Working in 2015,Total,SE,3,775
6341,r477,Total -> Field of degree -> Engineering,Working in 2015,Employed in 2017,Number,3,165400
6341,r478,Total -> Field of degree -> Engineering,Working in 2015,Employed in 2017,SE,3,850
6341,r479,Total -> Field of degree -> Engineering,Working in 2015,Unemployed in 2017,Number,3,2150
6341,r480,Total -> Field of degree -> Engineering,Working in 2015,Unemployed in 2017,SE,3,300
6341,r481,Total -> Field of degree -> Engineering,Working in 2015,Not in labor force in 2017,Number,3,3350
6341,r482,Total -> Field of degree -> Engineering,Working in 2015,Not in labor force in 2017,SE,3,375
6341,r483,Total -> Field of degree -> Engineering,Working in 2015,Employed in 2019,Number,3,161950
6341,r484,Total -> Field of degree -> Engineering,Working in 2015,Employed in 2019,SE,3,950
6341,r485,Total -> Field of degree -> Engineering,Working in 2015,Unemployed in 2019,Number,3,2250
6341,r486,Total -> Field of degree -> Engineering,Working in 2015,Unemployed in 2019,SE,3,325
6341,r487,Total -> Field of degree -> Engineering,Working in 2015,Not in labor force in 2019,Number,3,6700
6341,r488,Total -> Field of degree -> Engineering,Working in 2015,Not in labor force in 2019,SE,3,500
6341,r489,Total -> Field of degree -> Health,All doctoral scientists and engineers,Total,,2,37550
