table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2021,field_2022,field_2023_all_non_s_e_fields,field_2023_business_management_and_business_administration,field_2023_communication_and_communications_technologies,field_2023_education,field_2023_humanities,field_2023_law,field_2023_social_work,field_2023_visual_and_performing_arts,field_2023_non_s_e_nec
12706,r114,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,113,"['4,085', '']","['3,273', '']","['3,834', '']","['341', '']","['212', '']","['1,065', '']","['23', '']","['0', '']","['84', '']","['2', '']","['2,107', '']"
12706,r115,All institutions -> Northwest Indian C.,All institutions,Northwest Indian C.,2,114,"['3,021', 'i']","['3,507', '']","['3,749', 'i']","['0', 'i']","['69', 'i']","['3,680', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12706,r116,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,115,"['771', '']","['3,220', '']","['3,748', '']","['0', '']","['0', '']","['607', '']","['242', '']","['0', '']","['0', '']","['0', '']","['2,899', '']"
12706,r117,All institutions -> Pacific U.,All institutions,Pacific U.,2,116,"['544', '']","['769', '']","['3,672', '']","['0', '']","['0', '']","['3,513', '']","['157', '']","['0', '']","['0', '']","['0', '']","['2', '']"
12706,r118,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,117,"['1,931', '']","['3,072', '']","['3,606', '']","['699', '']","['616', '']","['560', '']","['603', '']","['0', '']","['464', '']","['0', '']","['664', '']"
12706,r119,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,118,"['2,686', '']","['3,071', '']","['3,544', '']","['129', '']","['0', '']","['2,368', '']","['88', '']","['0', '']","['0', '']","['0', '']","['959', '']"
12706,r120,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,119,"['2,812', '']","['3,083', '']","['3,505', '']","['126', '']","['0', '']","['939', '']","['49', '']","['0', '']","['1,065', '']","['0', '']","['1,326', '']"
12706,r121,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,120,"['2,831', '']","['3,168', '']","['3,492', '']","['40', '']","['3', '']","['857', '']","['2', '']","['925', '']","['0', '']","['0', '']","['1,665', '']"
12706,r122,All institutions -> North Carolina A&T State U.,All institutions,North Carolina A&T State U.,2,121,"['3,920', '']","['4,297', '']","['3,415', '']","['979', '']","['0', '']","['0', '']","['0', '']","['0', '']","['292', '']","['0', '']","['2,144', '']"
12706,r123,All institutions -> Western Michigan U. and Homer Stryker M.D. School of Medicine,All institutions,Western Michigan U. and Homer Stryker M.D. School of Medicine,2,122,"['6,091', '']","['5,159', '']","['3,395', '']","['0', '']","['0', '']","['3,395', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12706,r124,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,123,"['1,775', '']","['3,309', '']","['3,358', '']","['29', '']","['13', '']","['1,532', '']","['1', '']","['0', '']","['930', '']","['22', '']","['831', '']"
12706,r125,All institutions -> Johns Hopkins U.<sup>c</sup>,All institutions,Johns Hopkins U.<sup>c</sup>,2,124,"['2,121', '']","['3,641', '']","['3,286', '']","['0', '']","['0', '']","['0', '']","['3,286', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12706,r126,All institutions -> U. Toledo,All institutions,U. Toledo,2,125,"['190', '']","['2,929', '']","['3,264', '']","['156', '']","['0', '']","['2,723', '']","['3', '']","['0', '']","['300', '']","['0', '']","['82', '']"
12706,r127,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,126,"['1,892', '']","['1,257', '']","['3,127', '']","['560', '']","['0', '']","['1,074', '']","['0', '']","['0', '']","['0', '']","['90', '']","['1,403', '']"
12706,r128,All institutions -> U. Baltimore,All institutions,U. Baltimore,2,127,"['10,844', '']","['3,761', '']","['3,079', '']","['0', '']","['0', '']","['0', '']","['0', '']","['25', '']","['0', '']","['0', '']","['3,054', '']"
12706,r129,All institutions -> William & Mary,All institutions,William & Mary,2,128,"['5,395', '']","['5,751', '']","['3,070', '']","['216', '']","['0', '']","['2,347', '']","['20', '']","['450', '']","['0', '']","['10', '']","['27', '']"
12706,r130,"All institutions -> U. North Carolina, Charlotte",All institutions,"U. North Carolina, Charlotte",2,129,"['1,341', '']","['1,906', '']","['3,062', '']","['173', '']","['0', '']","['1,632', '']","['257', '']","['0', '']","['360', '']","['16', '']","['624', '']"
12706,r131,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,130,"['2,629', '']","['1,655', '']","['2,945', '']","['990', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,955', '']"
12706,r132,All institutions -> Providence C.,All institutions,Providence C.,2,131,"['0', '']","['ne', '']","['2,940', '']","['0', '']","['0', '']","['2,801', '']","['0', '']","['0', '']","['0', '']","['7', '']","['132', '']"
12706,r133,All institutions -> U. of the District of Columbia,All institutions,U. of the District of Columbia,2,132,"['1,050', '']","['1,304', '']","['2,834', '']","['220', '']","['470', '']","['256', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,888', '']"
12706,r134,All institutions -> Utah State U.,All institutions,Utah State U.,2,133,"['1,234', '']","['2,009', '']","['2,784', '']","['0', '']","['0', '']","['1,256', '']","['387', '']","['0', '']","['0', '']","['0', '']","['1,141', '']"
12706,r135,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,134,"['1,323', '']","['2,113', '']","['2,721', '']","['101', '']","['0', '']","['226', '']","['498', '']","['0', '']","['0', '']","['0', '']","['1,896', '']"
12706,r136,"All institutions -> U. California, Merced",All institutions,"U. California, Merced",2,135,"['1,641', '']","['2,003', '']","['2,583', '']","['51', '']","['57', '']","['349', '']","['11', '']","['0', '']","['6', '']","['0', '']","['2,109', '']"
12706,r137,All institutions -> Lehigh U.,All institutions,Lehigh U.,2,136,"['1,568', '']","['2,726', '']","['2,567', '']","['91', '']","['0', '']","['2,397', '']","['71', '']","['0', '']","['0', '']","['0', '']","['8', '']"
12706,r138,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,137,"['2,625', '']","['2,787', '']","['2,565', '']","['382', '']","['0', '']","['1,145', '']","['46', '']","['28', '']","['0', '']","['60', '']","['904', '']"
12706,r139,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,138,"['2,185', '']","['2,801', '']","['2,540', '']","['498', '']","['41', '']","['662', '']","['163', '']","['0', '']","['0', '']","['0', '']","['1,176', '']"
12706,r140,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,138,"['1,414', '']","['1,623', '']","['2,540', '']","['10', '']","['27', '']","['1,976', '']","['1', '']","['0', '']","['12', '']","['0', '']","['514', '']"
12706,r141,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,140,"['780', '']","['821', '']","['2,535', '']","['266', '']","['0', '']","['2,048', '']","['0', '']","['221', '']","['0', '']","['0', '']","['0', '']"
12706,r142,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,141,"['2,356', '']","['2,380', '']","['2,491', '']","['20', '']","['0', '']","['2,369', '']","['102', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12706,r143,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,142,"['1,545', '']","['2,096', '']","['2,483', '']","['52', '']","['4', '']","['1,647', '']","['134', '']","['0', '']","['511', '']","['10', '']","['125', '']"
12706,r144,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,143,"['1,809', '']","['2,122', '']","['2,478', '']","['1,064', '']","['324', '']","['606', '']","['249', '']","['0', '']","['0', '']","['37', '']","['198', '']"
12706,r145,All institutions -> U. Dayton,All institutions,U. Dayton,2,144,"['966', '']","['1,308', '']","['2,437', '']","['0', '']","['0', '']","['2,283', '']","['0', '']","['0', '']","['0', '']","['113', '']","['41', '']"
12706,r146,All institutions -> Bowling Green State U.,All institutions,Bowling Green State U.,2,145,"['2,074', '']","['2,481', '']","['2,434', '']","['0', '']","['0', '']","['2,023', '']","['4', '']","['0', '']","['0', '']","['0', '']","['407', '']"
12706,r147,"All institutions -> California State Polytechnic U., Pomona",All institutions,"California State Polytechnic U., Pomona",2,146,"['129', '']","['764', '']","['2,415', '']","['0', '']","['0', '']","['275', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,140', '']"
12706,r148,All institutions -> U. Maine,All institutions,U. Maine,2,147,"['1,999', '']","['2,185', '']","['2,406', '']","['135', '']","['0', '']","['266', '']","['340', '']","['0', '']","['91', '']","['0', '']","['1,574', '']"
12706,r149,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,148,"['4,940', '']","['1,610', '']","['2,365', '']","['7', '']","['0', '']","['15', '']","['227', '']","['0', '']","['0', '']","['0', '']","['2,116', '']"
12706,r150,All institutions -> U. Louisville,All institutions,U. Louisville,2,149,"['5,251', '']","['2,735', '']","['2,363', '']","['0', '']","['297', '']","['704', '']","['0', '']","['0', '']","['1,362', '']","['0', '']","['0', '']"
12706,r151,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,150,"['1,749', '']","['2,184', '']","['2,351', '']","['115', '']","['31', '']","['599', '']","['0', '']","['0', '']","['985', '']","['0', '']","['621', '']"
12706,r152,All institutions -> Brown U.,All institutions,Brown U.,2,151,"['3,272', '']","['2,168', '']","['2,252', '']","['0', '']","['0', '']","['1,812', '']","['179', '']","['0', '']","['0', '']","['0', '']","['261', '']"
12706,r153,All institutions -> New Mexico Institute of Mining and Technology,All institutions,New Mexico Institute of Mining and Technology,2,152,"['258', '']","['2,024', '']","['2,246', '']","['178', '']","['0', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']","['2,064', '']"
12706,r154,All institutions -> Saint Louis U.,All institutions,Saint Louis U.,2,153,"['783', '']","['545', '']","['2,217', '']","['0', '']","['205', '']","['1,221', '']","['368', '']","['117', '']","['306', '']","['0', '']","['0', '']"
12706,r155,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,154,"['3,744', '']","['2,681', '']","['2,212', '']","['198', '']","['0', '']","['1,661', '']","['155', '']","['0', '']","['184', '']","['0', '']","['14', '']"
12706,r156,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,155,"['1,565', '']","['2,032', '']","['2,186', '']","['298', '']","['140', '']","['1,669', '']","['67', '']","['0', '']","['0', '']","['0', '']","['12', '']"
12706,r157,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,156,"['1,213', '']","['1,475', '']","['2,185', '']","['496', '']","['0', '']","['671', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,018', '']"
12706,r158,All institutions -> Cleveland State U.,All institutions,Cleveland State U.,2,157,"['564', '']","['881', '']","['2,174', '']","['0', '']","['0', '']","['1,071', '']","['0', '']","['6', '']","['1,089', '']","['0', '']","['8', '']"
12706,r159,"All institutions -> U. Ana G. Mendez, Gurabo",All institutions,"U. Ana G. Mendez, Gurabo",2,158,"['0', '']","['115', 'i']","['2,132', '']","['0', '']","['1,318', '']","['814', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12706,r160,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,159,"['1,702', '']","['1,481', '']","['2,098', '']","['0', '']","['0', '']","['1,769', '']","['282', '']","['0', '']","['0', '']","['47', '']","['0', '']"
12706,r161,"All institutions -> CUNY, John Jay C. of Criminal Justice",All institutions,"CUNY, John Jay C. of Criminal Justice",2,160,"['2,769', '']","['1,615', '']","['2,059', '']","['0', '']","['0', '']","['0', '']","['23', '']","['2,036', '']","['0', '']","['0', '']","['0', '']"
12706,r162,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,161,"['1,420', '']","['1,942', '']","['2,029', '']","['4', '']","['145', '']","['191', '']","['736', '']","['0', '']","['943', '']","['0', '']","['10', '']"
12706,r163,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,162,"['1,209', '']","['1,973', '']","['2,027', '']","['99', '']","['0', '']","['0', '']","['169', '']","['0', '']","['0', '']","['0', '']","['1,759', '']"
12706,r164,All institutions -> Western U. of Health Sciences,All institutions,Western U. of Health Sciences,2,163,"['600', '']","['929', '']","['2,023', '']","['0', '']","['0', '']","['2,023', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12706,r165,All institutions -> Texas A&M U.-Corpus Christi,All institutions,Texas A&M U.-Corpus Christi,2,164,"['1,185', '']","['1,607', '']","['1,943', '']","['0', '']","['0', '']","['1,118', '']","['62', '']","['0', '']","['0', '']","['1', '']","['762', '']"
12706,r166,All institutions -> Kent State U.,All institutions,Kent State U.,2,165,"['1,559', '']","['1,967', '']","['1,918', '']","['0', '']","['0', '']","['1,113', '']","['0', '']","['0', '']","['0', '']","['0', '']","['805', '']"
12706,r167,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,166,"['2,965', '']","['1,547', '']","['1,906', '']","['268', '']","['122', '']","['1,268', '']","['248', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12706,r168,All institutions -> U. Rochester,All institutions,U. Rochester,2,167,"['1,221', '']","['2,201', '']","['1,881', '']","['95', '']","['0', '']","['1,661', '']","['0', '']","['0', '']","['0', '']","['11', '']","['114', '']"
12706,r169,All institutions -> Winthrop U.,All institutions,Winthrop U.,2,168,"['816', '']","['1,914', '']","['1,847', '']","['0', '']","['0', '']","['1,846', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']"
12706,r170,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,169,"['453', '']","['555', '']","['1,722', '']","['0', '']","['0', '']","['495', '']","['0', '']","['0', '']","['261', '']","['2', '']","['964', '']"
12706,r171,All institutions -> East Carolina U.,All institutions,East Carolina U.,2,170,"['3,180', '']","['2,835', '']","['1,714', '']","['146', '']","['0', '']","['872', '']","['489', '']","['0', '']","['35', '']","['0', '']","['172', '']"
12706,r172,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,171,"['819', '']","['1,051', '']","['1,670', '']","['0', '']","['372', '']","['60', '']","['0', '']","['0', '']","['495', '']","['0', '']","['743', '']"
12706,r173,All institutions -> Kennesaw State U.,All institutions,Kennesaw State U.,2,172,"['542', '']","['537', '']","['1,653', '']","['3', '']","['0', '']","['799', '']","['841', '']","['0', '']","['0', '']","['10', '']","['0', '']"
12706,r174,All institutions -> Worcester Polytechnic Institute,All institutions,Worcester Polytechnic Institute,2,173,"['964', '']","['1,452', '']","['1,635', '']","['769', '']","['0', '']","['306', '']","['0', '']","['0', '']","['0', '']","['0', '']","['560', '']"
12706,r175,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,174,"['2,081', '']","['2,556', '']","['1,620', '']","['0', '']","['0', '']","['709', '']","['0', '']","['0', '']","['0', '']","['0', '']","['911', '']"
12706,r176,All institutions -> Boise State U.,All institutions,Boise State U.,2,175,"['1,304', '']","['1,456', '']","['1,581', '']","['613', '']","['0', '']","['703', '']","['87', '']","['0', '']","['0', '']","['0', '']","['178', '']"
12706,r177,"All institutions -> California State U., Bakersfield",All institutions,"California State U., Bakersfield",2,176,"['660', '']","['990', '']","['1,558', '']","['34', '']","['0', '']","['1,524', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12706,r178,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,177,"['1,982', '']","['1,813', '']","['1,496', '']","['32', '']","['8', '']","['996', '']","['3', '']","['0', '']","['0', '']","['0', '']","['457', '']"
12706,r179,All institutions -> Duke U.,All institutions,Duke U.,2,178,"['1,586', '']","['1,587', '']","['1,437', '']","['454', '']","['0', '']","['26', '']","['153', '']","['411', '']","['0', '']","['53', '']","['340', '']"
12706,r180,All institutions -> Montclair State U.,All institutions,Montclair State U.,2,179,"['1,330', '']","['1,272', '']","['1,416', '']","['0', '']","['0', '']","['621', '']","['292', '']","['0', '']","['0', '']","['0', '']","['503', '']"
12706,r181,All institutions -> U. Idaho,All institutions,U. Idaho,2,180,"['1,715', '']","['1,579', '']","['1,388', '']","['0', '']","['0', '']","['1,159', '']","['0', '']","['0', '']","['0', '']","['0', '']","['229', '']"
12706,r182,All institutions -> Miami U.,All institutions,Miami U.,2,181,"['558', '']","['1,130', '']","['1,387', '']","['567', '']","['166', '']","['102', '']","['0', '']","['0', '']","['28', '']","['130', '']","['394', '']"
12706,r183,"All institutions -> CUNY, Hunter C.",All institutions,"CUNY, Hunter C.",2,182,"['1,891', '']","['2,202', '']","['1,378', '']","['0', '']","['0', '']","['1,290', '']","['40', '']","['0', '']","['1', '']","['17', '']","['30', '']"
12706,r184,All institutions -> Rice U.,All institutions,Rice U.,2,182,"['2,534', '']","['3,038', '']","['1,378', '']","['42', '']","['0', '']","['1,151', '']","['105', '']","['0', '']","['0', '']","['47', '']","['33', '']"
12706,r185,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,184,"['1,021', '']","['1,496', '']","['1,371', '']","['1,246', '']","['0', '']","['36', '']","['0', '']","['0', '']","['54', '']","['0', '']","['35', '']"
12706,r186,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,185,"['854', '']","['1,528', '']","['1,356', '']","['0', '']","['38', '']","['1,295', '']","['0', '']","['0', '']","['23', '']","['0', '']","['0', '']"
12706,r187,All institutions -> Loyola Marymount U.,All institutions,Loyola Marymount U.,2,186,"['831', '']","['1,038', '']","['1,344', '']","['0', '']","['0', '']","['1,057', '']","['161', '']","['0', '']","['0', '']","['0', '']","['126', '']"
12706,r188,"All institutions -> California Polytechnic State U., San Luis Obispo",All institutions,"California Polytechnic State U., San Luis Obispo",2,187,"['378', '']","['912', '']","['1,320', '']","['0', '']","['17', '']","['1,130', '']","['173', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12706,r189,All institutions -> Fordham U.,All institutions,Fordham U.,2,188,"['963', '']","['1,472', '']","['1,316', '']","['0', '']","['24', '']","['399', '']","['60', '']","['79', '']","['754', '']","['0', '']","['0', '']"
12706,r190,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,189,"['5,197', '']","['4,137', '']","['1,294', '']","['295', '']","['0', '']","['317', '']","['156', '']","['0', '']","['0', '']","['0', '']","['526', '']"
12706,r191,All institutions -> North Carolina Central U.,All institutions,North Carolina Central U.,2,190,"['845', '']","['1,148', '']","['1,272', 'i']","['0', 'i']","['0', 'i']","['1,228', 'i']","['0', 'i']","['0', 'i']","['44', 'i']","['0', 'i']","['0', 'i']"
12706,r192,All institutions -> Emory U.,All institutions,Emory U.,2,191,"['931', '']","['1,047', '']","['1,269', '']","['90', '']","['129', '']","['551', '']","['87', '']","['168', '']","['0', '']","['88', '']","['156', '']"
12706,r193,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,192,"['1,031', '']","['924', '']","['1,252', '']","['13', '']","['0', '']","['308', '']","['0', '']","['0', '']","['61', '']","['0', '']","['870', '']"
12706,r194,All institutions -> Erikson Institute,All institutions,Erikson Institute,2,193,"['772', '']","['815', '']","['1,245', '']","['0', '']","['0', '']","['1,245', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12706,r195,"All institutions -> California State U., San Bernardino",All institutions,"California State U., San Bernardino",2,194,"['2,604', '']","['2,362', '']","['1,232', '']","['0', '']","['0', '']","['876', '']","['0', '']","['0', '']","['0', '']","['0', '']","['356', '']"
12706,r196,"All institutions -> Rutgers, State U. New Jersey, Newark",All institutions,"Rutgers, State U. New Jersey, Newark",2,195,"['1,390', '']","['1,458', '']","['1,220', '']","['1,198', '']","['0', '']","['0', '']","['22', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12706,r197,All institutions -> Sul Ross State U.,All institutions,Sul Ross State U.,2,196,"['637', 'i']","['911', 'i']","['1,185', '']","['0', '']","['0', '']","['1,038', '']","['0', '']","['0', '']","['0', '']","['0', '']","['147', '']"
12706,r198,"All institutions -> Brigham Young U., Provo",All institutions,"Brigham Young U., Provo",2,197,"['1,825', '']","['1,792', '']","['1,176', '']","['60', '']","['0', '']","['404', '']","['602', '']","['0', '']","['0', '']","['0', '']","['110', '']"
12706,r199,All institutions -> U. Miami,All institutions,U. Miami,2,197,"['369', '']","['846', '']","['1,176', '']","['0', '']","['100', '']","['809', '']","['267', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12706,r200,"All institutions -> CUNY, system office",All institutions,"CUNY, system office",2,199,"['0', '']","['34', '']","['1,173', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,173', '']"
12706,r201,All institutions -> Norfolk State U.,All institutions,Norfolk State U.,2,200,"['0', '']","['316', '']","['1,136', '']","['0', '']","['126', '']","['768', '']","['0', '']","['0', '']","['0', '']","['0', '']","['242', '']"
12706,r202,All institutions -> Embry-Riddle Aeronautical U.,All institutions,Embry-Riddle Aeronautical U.,2,201,"['601', '']","['1,164', '']","['1,132', '']","['20', '']","['955', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['157', '']"
12706,r203,"All institutions -> Pennsylvania State U., Harrisburg",All institutions,"Pennsylvania State U., Harrisburg",2,202,"['19', '']","['677', '']","['1,125', '']","['0', '']","['0', '']","['1,125', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12706,r204,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,203,"['947', '']","['1,021', '']","['1,111', '']","['450', '']","['0', '']","['582', '']","['5', '']","['0', '']","['15', '']","['0', '']","['59', '']"
12706,r205,"All institutions -> U. Puerto Rico, Mayaguez",All institutions,"U. Puerto Rico, Mayaguez",2,203,"['390', '']","['2,300', '']","['1,111', '']","['521', '']","['0', '']","['318', '']","['94', '']","['0', '']","['178', '']","['0', '']","['0', '']"
12706,r206,All institutions -> Johnson C. Smith U.,All institutions,Johnson C. Smith U.,2,205,"['1,644', 'i']","['1,498', '']","['1,105', '']","['0', '']","['0', '']","['60', '']","['0', '']","['0', '']","['634', '']","['0', '']","['411', '']"
12706,r207,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,206,"['376', '']","['648', '']","['1,094', '']","['0', '']","['0', '']","['811', '']","['231', '']","['0', '']","['0', '']","['52', '']","['0', '']"
12706,r208,All institutions -> Texas A&M U.-Kingsville,All institutions,Texas A&M U.-Kingsville,2,207,"['1,443', '']","['1,391', '']","['1,089', '']","['0', '']","['0', '']","['1,089', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12706,r209,All institutions -> Wesleyan U.,All institutions,Wesleyan U.,2,208,"['580', '']","['877', '']","['1,087', '']","['0', '']","['113', '']","['974', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12706,r210,"All institutions -> U. Washington, Bothell",All institutions,"U. Washington, Bothell",2,209,"['1,053', '']","['864', '']","['1,083', '']","['45', '']","['0', '']","['1,038', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12706,r211,All institutions -> La Sierra U.,All institutions,La Sierra U.,2,210,"['812', '']","['972', '']","['1,066', 'i']","['0', 'i']","['0', 'i']","['1,066', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12706,r212,All institutions -> U. South Alabama,All institutions,U. South Alabama,2,211,"['834', '']","['1,176', '']","['1,065', '']","['0', '']","['0', '']","['1,065', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12706,r213,All institutions -> U. Texas Rio Grande Valley,All institutions,U. Texas Rio Grande Valley,2,212,"['663', '']","['584', '']","['1,062', '']","['26', '']","['0', '']","['779', '']","['0', '']","['0', '']","['87', '']","['0', '']","['170', '']"
12706,r214,All institutions -> Lawrence Technological U.,All institutions,Lawrence Technological U.,2,213,"['32', '']","['521', '']","['1,057', '']","['1,013', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['44', '']"
12706,r215,All institutions -> Texas Southern U.,All institutions,Texas Southern U.,2,214,"['610', '']","['782', '']","['1,041', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,041', '']"
12706,r216,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,215,"['1,006', '']","['727', '']","['1,040', '']","['93', '']","['0', '']","['783', '']","['8', '']","['40', '']","['116', '']","['0', '']","['0', '']"
12706,r217,"All institutions -> U. Arkansas, Little Rock",All institutions,"U. Arkansas, Little Rock",2,216,"['501', '']","['632', '']","['1,004', '']","['0', '']","['0', '']","['681', '']","['0', '']","['145', '']","['0', '']","['0', '']","['178', '']"
12706,r218,"All institutions -> U. Missouri, Kansas City",All institutions,"U. Missouri, Kansas City",2,217,"['419', '']","['563', '']","['993', '']","['31', '']","['0', '']","['174', '']","['75', '']","['0', '']","['0', '']","['0', '']","['713', '']"
12706,r219,All institutions -> Louisiana Tech U.,All institutions,Louisiana Tech U.,2,218,"['194', '']","['166', '']","['984', '']","['396', '']","['0', '']","['588', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12706,r220,All institutions -> Tennessee State U.,All institutions,Tennessee State U.,2,219,"['0', 'i']","['0', '']","['980', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['980', '']"
12706,r221,All institutions -> Catholic U. of America,All institutions,Catholic U. of America,2,220,"['242', '']","['159', '']","['975', '']","['0', '']","['0', '']","['55', '']","['39', '']","['93', '']","['570', '']","['0', '']","['218', '']"
12706,r222,"All institutions -> California State U., Sacramento",All institutions,"California State U., Sacramento",2,221,"['1,263', '']","['762', '']","['970', '']","['0', '']","['0', '']","['872', '']","['9', '']","['0', '']","['9', '']","['0', '']","['80', '']"
12706,r223,All institutions -> Villanova U.,All institutions,Villanova U.,2,221,"['721', '']","['885', '']","['970', '']","['0', '']","['0', '']","['0', '']","['100', '']","['54', '']","['0', '']","['0', '']","['816', '']"
12706,r224,All institutions -> Princeton U.,All institutions,Princeton U.,2,223,"['570', '']","['885', '']","['963', '']","['0', '']","['9', '']","['0', '']","['801', '']","['0', '']","['0', '']","['0', '']","['153', '']"
12706,r225,"All institutions -> Southern Illinois U., Edwardsville",All institutions,"Southern Illinois U., Edwardsville",2,224,"['1,044', '']","['621', '']","['958', '']","['39', '']","['0', '']","['0', '']","['309', '']","['19', '']","['0', '']","['219', '']","['372', '']"
12706,r226,"All institutions -> U. Massachusetts, Dartmouth",All institutions,"U. Massachusetts, Dartmouth",2,225,"['597', '']","['923', '']","['939', '']","['0', '']","['4', '']","['935', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12706,r227,All institutions -> Pace U.,All institutions,Pace U.,2,226,"['1,014', '']","['1,062', '']","['904', '']","['0', '']","['0', '']","['904', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12706,r228,All institutions -> DePaul U.,All institutions,DePaul U.,2,227,"['52', '']","['673', '']","['891', '']","['0', '']","['0', '']","['779', '']","['0', '']","['0', '']","['40', '']","['0', '']","['72', '']"
12706,r229,All institutions -> Tufts U.,All institutions,Tufts U.,2,228,"['1,587', '']","['1,414', '']","['879', '']","['0', '']","['0', '']","['566', '']","['72', '']","['0', '']","['0', '']","['0', '']","['241', '']"
12706,r230,All institutions -> Virginia State U.,All institutions,Virginia State U.,2,229,"['855', '']","['1,364', '']","['873', '']","['0', '']","['0', '']","['546', '']","['0', '']","['0', '']","['0', '']","['0', '']","['327', '']"
