table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_fields,field_agricultural_sciences,field_biological_and_biomedical_sciences,field_computer_and_information_sciences,field_engineering,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_health_sciences,field_mathematics_and_statistics,field_natural_resources_and_conservation,field_physical_sciences,field_psychology,field_social_sciences,field_other_fields_of_s_e
12845,r108,All institutions -> U. Iowa,All institutions,U. Iowa,2,107,"['694', '']","['0', '']","['221', '']","['3', '']","['103', '']","['4', '']","['255', '']","['1', '']","['2', '']","['81', '']","['24', '']","['1', '']","['1', '']"
12845,r109,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,108,"['689', '']","['4', '']","['235', '']","['51', '']","['162', '']","['19', '']","['25', '']","['5', '']","['41', '']","['98', '']","['19', '']","['25', '']","['7', '']"
12845,r110,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,109,"['678', '']","['0', '']","['140', '']","['25', '']","['96', '']","['132', '']","['0', '']","['14', '']","['0', '']","['176', '']","['24', '']","['53', '']","['19', '']"
12845,r111,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,110,"['674', '']","['0', '']","['287', '']","['0', '']","['122', '']","['2', '']","['194', '']","['0', '']","['0', '']","['43', '']","['3', '']","['7', '']","['16', '']"
12845,r112,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,111,"['667', '']","['0', '']","['177', '']","['25', '']","['137', '']","['31', '']","['204', '']","['3', '']","['5', '']","['27', '']","['14', '']","['40', '']","['3', '']"
12845,r113,"All institutions -> U. Texas Health Science Center, San Antonio",All institutions,"U. Texas Health Science Center, San Antonio",2,112,"['667', '']","['0', '']","['351', '']","['0', '']","['0', '']","['0', '']","['315', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r114,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,113,"['646', '']","['0', '']","['59', '']","['117', '']","['375', '']","['0', '']","['0', '']","['5', '']","['0', '']","['50', '']","['27', '']","['7', '']","['6', '']"
12845,r115,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,114,"['645', '']","['93', '']","['122', '']","['34', '']","['175', '']","['21', '']","['29', '']","['3', '']","['22', '']","['95', '']","['48', '']","['5', '']","['0', '']"
12845,r116,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,115,"['635', '']","['2', '']","['278', '']","['4', '']","['63', '']","['46', '']","['27', '']","['3', '']","['92', '']","['96', '']","['7', '']","['11', '']","['5', '']"
12845,r117,All institutions -> Saint Louis U.,All institutions,Saint Louis U.,2,116,"['633', '']","['0', '']","['284', '']","['2', '']","['48', '']","['9', '']","['208', '']","['*', '']","['0', '']","['68', '']","['10', '']","['4', '']","['0', '']"
12845,r118,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,117,"['633', '']","['0', '']","['133', '']","['2', '']","['227', '']","['7', '']","['31', '']","['25', '']","['0', '']","['175', '']","['23', '']","['11', '']","['0', '']"
12845,r119,"All institutions -> SUNY, Polytechnic Institute",All institutions,"SUNY, Polytechnic Institute",2,118,"['630', '']","['0', '']","['6', '']","['*', '']","['609', '']","['0', '']","['0', '']","['0', '']","['*', '']","['14', '']","['1', '']","['0', '']","['0', '']"
12845,r120,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,119,"['629', '']","['0', '']","['209', '']","['13', '']","['23', '']","['36', '']","['60', '']","['0', '']","['20', '']","['171', '']","['71', '']","['19', '']","['7', '']"
12845,r121,All institutions -> George Washington U.,All institutions,George Washington U.,2,120,"['622', '']","['0', '']","['205', '']","['29', '']","['98', '']","['0', '']","['167', '']","['4', '']","['1', '']","['72', '']","['4', '']","['10', '']","['32', '']"
12845,r122,All institutions -> U. Louisville,All institutions,U. Louisville,2,121,"['591', '']","['*', '']","['95', '']","['0', '']","['104', '']","['0', '']","['326', '']","['0', '']","['0', '']","['46', '']","['15', '']","['3', '']","['1', '']"
12845,r123,All institutions -> Dillard U.,All institutions,Dillard U.,2,122,"['588', '']","['0', '']","['120', '']","['43', '']","['15', '']","['154', '']","['45', '']","['47', '']","['50', '']","['68', '']","['23', '']","['23', '']","['0', '']"
12845,r124,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,123,"['581', '']","['201', '']","['81', '']","['3', '']","['116', '']","['11', '']","['56', '']","['*', '']","['44', '']","['50', '']","['3', '']","['4', '']","['11', '']"
12845,r125,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,124,"['564', '']","['92', '']","['150', '']","['19', '']","['115', '']","['35', '']","['6', '']","['0', '']","['17', '']","['97', '']","['18', '']","['14', '']","['0', '']"
12845,r126,All institutions -> Florida International U.,All institutions,Florida International U.,2,125,"['562', '']","['0', '']","['183', '']","['19', '']","['96', '']","['19', '']","['27', '']","['*', '']","['16', '']","['51', '']","['146', '']","['3', '']","['1', '']"
12845,r127,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,126,"['549', '']","['0', '']","['49', '']","['38', '']","['196', '']","['18', '']","['69', '']","['2', '']","['0', '']","['79', '']","['29', '']","['29', '']","['39', '']"
12845,r128,All institutions -> U. Oregon,All institutions,U. Oregon,2,127,"['547', '']","['0', '']","['170', '']","['13', '']","['63', '']","['56', '']","['8', '']","['3', '']","['4', '']","['127', '']","['64', '']","['33', '']","['7', '']"
12845,r129,All institutions -> U. Dayton,All institutions,U. Dayton,2,128,"['543', '']","['0', '']","['18', '']","['7', '']","['500', '']","['2', '']","['0', '']","['0', '']","['0', '']","['15', '']","['1', '']","['0', '']","['0', '']"
12845,r130,All institutions -> Albert Einstein C. of Medicine,All institutions,Albert Einstein C. of Medicine,2,129,"['539', '']","['0', '']","['275', '']","['0', '']","['0', '']","['0', '']","['210', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['54', '']"
12845,r131,All institutions -> Scripps Research Institute,All institutions,Scripps Research Institute,2,130,"['535', '']","['0', '']","['535', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r132,All institutions -> Rockefeller U.,All institutions,Rockefeller U.,2,131,"['533', '']","['0', '']","['506', '']","['0', '']","['0', '']","['0', '']","['27', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r133,All institutions -> Illinois State U.,All institutions,Illinois State U.,2,132,"['521', '']","['138', '']","['72', '']","['67', '']","['0', '']","['20', '']","['79', '']","['13', '']","['0', '']","['84', '']","['21', '']","['26', '']","['0', '']"
12845,r134,All institutions -> U. Idaho,All institutions,U. Idaho,2,133,"['519', '']","['218', '']","['76', '']","['5', '']","['63', '']","['16', '']","['9', '']","['1', '']","['55', '']","['41', '']","['7', '']","['21', '']","['7', '']"
12845,r135,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,134,"['515', '']","['0', '']","['83', '']","['41', '']","['205', '']","['14', '']","['56', '']","['2', '']","['0', '']","['98', '']","['15', '']","['1', '']","['0', '']"
12845,r136,All institutions -> U. Toledo,All institutions,U. Toledo,2,135,"['508', '']","['8', '']","['124', '']","['0', '']","['86', '']","['24', '']","['130', '']","['4', '']","['29', '']","['74', '']","['18', '']","['11', '']","['0', '']"
12845,r137,All institutions -> Florida State U.,All institutions,Florida State U.,2,136,"['507', '']","['0', '']","['49', '']","['4', '']","['129', '']","['63', '']","['65', '']","['3', '']","['0', '']","['141', '']","['47', '']","['7', '']","['0', '']"
12845,r138,"All institutions -> U. California, Merced",All institutions,"U. California, Merced",2,137,"['501', '']","['14', '']","['72', '']","['4', '']","['131', '']","['3', '']","['12', '']","['12', '']","['17', '']","['115', '']","['26', '']","['45', '']","['49', '']"
12845,r139,"All institutions -> Southern Illinois U., Carbondale",All institutions,"Southern Illinois U., Carbondale",2,138,"['499', '']","['129', '']","['99', '']","['5', '']","['30', '']","['59', '']","['31', '']","['1', '']","['41', '']","['69', '']","['15', '']","['16', '']","['5', '']"
12845,r140,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,139,"['498', '']","['298', '']","['29', '']","['19', '']","['84', '']","['1', '']","['4', '']","['1', '']","['15', '']","['36', '']","['3', '']","['9', '']","['*', '']"
12845,r141,All institutions -> Howard U.,All institutions,Howard U.,2,140,"['493', '']","['0', '']","['142', '']","['10', '']","['58', '']","['15', '']","['175', '']","['2', '']","['0', '']","['18', '']","['16', '']","['50', '']","['8', '']"
12845,r142,All institutions -> Medical C. Wisconsin,All institutions,Medical C. Wisconsin,2,141,"['490', '']","['0', '']","['178', '']","['1', '']","['13', '']","['0', '']","['201', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['97', '']"
12845,r143,All institutions -> Temple U.,All institutions,Temple U.,2,142,"['486', '']","['0', '']","['95', '']","['6', '']","['40', '']","['8', '']","['214', '']","['*', '']","['0', '']","['76', '']","['35', '']","['12', '']","['0', '']"
12845,r144,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,143,"['480', '']","['0', '']","['278', '']","['0', '']","['0', '']","['0', '']","['189', '']","['0', '']","['0', '']","['0', '']","['14', '']","['0', '']","['0', '']"
12845,r145,All institutions -> Fort Valley State U.,All institutions,Fort Valley State U.,2,144,"['461', '']","['188', '']","['57', '']","['18', '']","['20', '']","['0', '']","['33', '']","['55', '']","['0', '']","['63', '']","['14', '']","['14', '']","['0', '']"
12845,r146,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,145,"['453', '']","['109', '']","['38', '']","['9', '']","['167', '']","['1', '']","['17', '']","['*', '']","['47', '']","['51', '']","['12', '']","['*', '']","['0', '']"
12845,r147,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,146,"['450', '']","['0', '']","['133', '']","['2', '']","['0', '']","['0', '']","['196', '']","['1', '']","['8', '']","['38', '']","['2', '']","['69', '']","['0', '']"
12845,r148,All institutions -> U. Texas Medical Branch,All institutions,U. Texas Medical Branch,2,147,"['442', '']","['0', '']","['348', '']","['0', '']","['0', '']","['0', '']","['94', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r149,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,148,"['434', '']","['42', '']","['75', '']","['12', '']","['92', '']","['125', '']","['10', '']","['1', '']","['12', '']","['22', '']","['7', '']","['3', '']","['33', '']"
12845,r150,All institutions -> Drexel U.,All institutions,Drexel U.,2,149,"['434', '']","['3', '']","['123', '']","['8', '']","['128', '']","['2', '']","['90', '']","['6', '']","['12', '']","['32', '']","['8', '']","['1', '']","['20', '']"
12845,r151,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,150,"['432', '']","['0', '']","['53', '']","['22', '']","['108', '']","['92', '']","['35', '']","['3', '']","['0', '']","['72', '']","['23', '']","['23', '']","['0', '']"
12845,r152,"All institutions -> U. Puerto Rico, Medical Sciences Campus",All institutions,"U. Puerto Rico, Medical Sciences Campus",2,151,"['431', '']","['0', '']","['345', '']","['0', '']","['0', '']","['0', '']","['81', '']","['0', '']","['0', '']","['0', '']","['5', '']","['0', '']","['0', '']"
12845,r153,All institutions -> Rice U.,All institutions,Rice U.,2,152,"['404', '']","['0', '']","['50', '']","['8', '']","['195', '']","['12', '']","['0', '']","['8', '']","['0', '']","['92', '']","['6', '']","['8', '']","['24', '']"
12845,r154,All institutions -> Brown U.,All institutions,Brown U.,2,153,"['401', '']","['0', '']","['117', '']","['19', '']","['67', '']","['23', '']","['56', '']","['28', '']","['8', '']","['48', '']","['27', '']","['7', '']","['0', '']"
12845,r155,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,154,"['393', '']","['0', '']","['66', '']","['8', '']","['45', '']","['20', '']","['62', '']","['1', '']","['0', '']","['38', '']","['83', '']","['12', '']","['58', '']"
12845,r156,All institutions -> Duquesne U.,All institutions,Duquesne U.,2,155,"['387', '']","['0', '']","['74', '']","['5', '']","['9', '']","['0', '']","['138', '']","['5', '']","['0', '']","['98', '']","['7', '']","['50', '']","['0', '']"
12845,r157,All institutions -> U. Miami,All institutions,U. Miami,2,156,"['382', '']","['0', '']","['126', '']","['1', '']","['12', '']","['17', '']","['172', '']","['0', '']","['14', '']","['29', '']","['11', '']","['*', '']","['0', '']"
12845,r158,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,157,"['373', '']","['0', '']","['23', '']","['4', '']","['217', '']","['40', '']","['7', '']","['2', '']","['0', '']","['32', '']","['2', '']","['1', '']","['44', '']"
12845,r159,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,158,"['366', '']","['0', '']","['47', '']","['33', '']","['156', '']","['6', '']","['20', '']","['0', '']","['0', '']","['100', '']","['3', '']","['1', '']","['0', '']"
12845,r160,"All institutions -> Loyola U., Chicago",All institutions,"Loyola U., Chicago",2,159,"['365', '']","['0', '']","['269', '']","['6', '']","['3', '']","['11', '']","['59', '']","['6', '']","['0', '']","['3', '']","['2', '']","['6', '']","['0', '']"
12845,r161,All institutions -> U. Vermont,All institutions,U. Vermont,2,160,"['363', '']","['18', '']","['123', '']","['3', '']","['19', '']","['5', '']","['121', '']","['1', '']","['18', '']","['19', '']","['9', '']","['3', '']","['21', '']"
12845,r162,"All institutions -> Brigham Young U., Provo",All institutions,"Brigham Young U., Provo",2,161,"['362', '']","['0', '']","['61', '']","['12', '']","['86', '']","['15', '']","['17', '']","['0', '']","['55', '']","['79', '']","['10', '']","['16', '']","['12', '']"
12845,r163,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,162,"['360', '']","['0', '']","['60', '']","['8', '']","['118', '']","['112', '']","['0', '']","['5', '']","['0', '']","['53', '']","['0', '']","['4', '']","['0', '']"
12845,r164,All institutions -> Cold Spring Harbor Laboratory,All institutions,Cold Spring Harbor Laboratory,2,163,"['360', '']","['36', '']","['311', '']","['7', '']","['0', '']","['0', '']","['2', '']","['0', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']"
12845,r165,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,164,"['358', '']","['13', '']","['57', '']","['47', '']","['76', '']","['10', '']","['6', '']","['7', '']","['8', '']","['64', '']","['19', '']","['24', '']","['28', '']"
12845,r166,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,165,"['357', '']","['101', '']","['44', '']","['14', '']","['61', '']","['64', '']","['5', '']","['*', '']","['16', '']","['32', '']","['10', '']","['3', '']","['6', '']"
12845,r167,All institutions -> George Mason U.,All institutions,George Mason U.,2,166,"['345', '']","['0', '']","['97', '']","['31', '']","['51', '']","['16', '']","['20', '']","['3', '']","['10', '']","['36', '']","['27', '']","['37', '']","['16', '']"
12845,r168,"All institutions -> U. Tennessee, Health Science Center",All institutions,"U. Tennessee, Health Science Center",2,167,"['338', '']","['0', '']","['277', '']","['19', '']","['1', '']","['0', '']","['40', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r169,"All institutions -> U. North Texas, Health Science Center",All institutions,"U. North Texas, Health Science Center",2,168,"['335', '']","['0', '']","['207', '']","['0', '']","['0', '']","['0', '']","['128', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r170,All institutions -> U. Memphis,All institutions,U. Memphis,2,169,"['331', '']","['8', '']","['36', '']","['29', '']","['54', '']","['14', '']","['59', '']","['13', '']","['0', '']","['33', '']","['18', '']","['49', '']","['18', '']"
12845,r171,All institutions -> William & Mary,All institutions,William & Mary,2,170,"['329', '']","['0', '']","['44', '']","['1', '']","['0', '']","['178', '']","['4', '']","['0', '']","['8', '']","['43', '']","['14', '']","['19', '']","['18', '']"
12845,r172,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,171,"['324', '']","['146', '']","['35', '']","['3', '']","['55', '']","['7', '']","['1', '']","['1', '']","['7', '']","['67', '']","['0', '']","['4', '']","['0', '']"
12845,r173,All institutions -> U. Akron,All institutions,U. Akron,2,172,"['324', '']","['0', '']","['51', '']","['1', '']","['237', '']","['2', '']","['1', '']","['1', '']","['0', '']","['26', '']","['5', '']","['1', '']","['0', '']"
12845,r174,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,173,"['322', '']","['43', '']","['71', '']","['2', '']","['58', '']","['100', '']","['13', '']","['0', '']","['0', '']","['27', '']","['6', '']","['2', '']","['0', '']"
12845,r175,All institutions -> Augusta U.,All institutions,Augusta U.,2,174,"['321', '']","['0', '']","['250', '']","['2', '']","['0', '']","['0', '']","['64', '']","['1', '']","['1', '']","['2', '']","['*', '']","['1', '']","['0', '']"
12845,r176,All institutions -> East Carolina U.,All institutions,East Carolina U.,2,175,"['321', '']","['0', '']","['133', '']","['8', '']","['3', '']","['18', '']","['120', '']","['0', '']","['0', '']","['26', '']","['5', '']","['7', '']","['0', '']"
12845,r177,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,176,"['317', '']","['0', '']","['83', '']","['12', '']","['100', '']","['20', '']","['12', '']","['3', '']","['5', '']","['38', '']","['23', '']","['17', '']","['5', '']"
12845,r178,All institutions -> Tuskegee U.,All institutions,Tuskegee U.,2,177,"['309', '']","['96', '']","['28', '']","['13', '']","['153', '']","['0', '']","['19', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r179,All institutions -> Alabama State U.,All institutions,Alabama State U.,2,178,"['308', '']","['0', '']","['70', '']","['35', '']","['5', '']","['0', '']","['80', '']","['35', '']","['0', '']","['25', '']","['33', '']","['25', '']","['0', '']"
12845,r180,"All institutions -> U. North Carolina, Charlotte",All institutions,"U. North Carolina, Charlotte",2,179,"['306', '']","['0', '']","['38', '']","['26', '']","['115', '']","['7', '']","['22', '']","['4', '']","['0', '']","['61', '']","['12', '']","['22', '']","['0', '']"
12845,r181,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,180,"['303', '']","['0', '']","['71', '']","['9', '']","['116', '']","['12', '']","['6', '']","['0', '']","['7', '']","['60', '']","['9', '']","['14', '']","['0', '']"
12845,r182,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,181,"['303', '']","['39', '']","['132', '']","['8', '']","['33', '']","['10', '']","['1', '']","['0', '']","['3', '']","['23', '']","['10', '']","['5', '']","['38', '']"
12845,r183,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,182,"['299', '']","['0', '']","['4', '']","['9', '']","['222', '']","['9', '']","['0', '']","['5', '']","['0', '']","['24', '']","['7', '']","['9', '']","['8', '']"
12845,r184,All institutions -> Baylor U.,All institutions,Baylor U.,2,183,"['297', '']","['1', '']","['64', '']","['6', '']","['63', '']","['31', '']","['23', '']","['8', '']","['7', '']","['71', '']","['10', '']","['12', '']","['0', '']"
12845,r185,All institutions -> Central Michigan U.,All institutions,Central Michigan U.,2,184,"['296', '']","['14', '']","['118', '']","['5', '']","['29', '']","['9', '']","['36', '']","['9', '']","['5', '']","['32', '']","['26', '']","['13', '']","['0', '']"
12845,r186,All institutions -> Morgan State U.,All institutions,Morgan State U.,2,185,"['293', '']","['2', '']","['79', '']","['3', '']","['59', '']","['22', '']","['5', '']","['3', '']","['3', '']","['35', '']","['37', '']","['43', '']","['2', '']"
12845,r187,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,186,"['288', '']","['0', '']","['55', '']","['1', '']","['161', '']","['9', '']","['10', '']","['0', '']","['0', '']","['25', '']","['6', '']","['2', '']","['18', '']"
12845,r188,All institutions -> North Carolina A&T State U.,All institutions,North Carolina A&T State U.,2,187,"['286', '']","['55', '']","['10', '']","['3', '']","['83', '']","['1', '']","['54', '']","['30', '']","['46', '']","['5', '']","['0', '']","['0', '']","['0', '']"
12845,r189,All institutions -> Missouri U. of Science and Technology,All institutions,Missouri U. of Science and Technology,2,188,"['285', '']","['0', '']","['13', '']","['8', '']","['196', '']","['20', '']","['0', '']","['*', '']","['5', '']","['42', '']","['1', '']","['0', '']","['0', '']"
12845,r190,All institutions -> Georgia Southern U.,All institutions,Georgia Southern U.,2,189,"['284', '']","['5', '']","['43', '']","['2', '']","['186', '']","['3', '']","['10', '']","['1', '']","['5', '']","['14', '']","['8', '']","['7', '']","['0', '']"
12845,r191,All institutions -> Thomas Jefferson U.,All institutions,Thomas Jefferson U.,2,190,"['283', '']","['0', '']","['272', '']","['0', '']","['0', '']","['0', '']","['5', '']","['0', '']","['0', '']","['0', '']","['0', '']","['6', '']","['0', '']"
12845,r192,"All institutions -> SUNY, Upstate Medical U.",All institutions,"SUNY, Upstate Medical U.",2,191,"['282', '']","['0', '']","['273', '']","['0', '']","['0', '']","['0', '']","['9', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r193,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,192,"['278', '']","['1', '']","['15', '']","['24', '']","['136', '']","['22', '']","['2', '']","['5', '']","['1', '']","['71', '']","['1', '']","['1', '']","['0', '']"
12845,r194,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,193,"['278', '']","['59', '']","['92', '']","['2', '']","['0', '']","['19', '']","['61', '']","['3', '']","['4', '']","['19', '']","['1', '']","['6', '']","['13', '']"
12845,r195,All institutions -> U. Arkansas for Medical Sciences,All institutions,U. Arkansas for Medical Sciences,2,194,"['274', '']","['0', '']","['174', '']","['0', '']","['0', '']","['0', '']","['100', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r196,"All institutions -> California Polytechnic State U., San Luis Obispo",All institutions,"California Polytechnic State U., San Luis Obispo",2,195,"['272', '']","['40', '']","['43', '']","['4', '']","['87', '']","['9', '']","['15', '']","['7', '']","['8', '']","['53', '']","['2', '']","['2', '']","['4', '']"
12845,r197,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,196,"['269', '']","['10', '']","['30', '']","['11', '']","['87', '']","['11', '']","['0', '']","['1', '']","['10', '']","['63', '']","['14', '']","['32', '']","['0', '']"
12845,r198,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,197,"['266', '']","['0', '']","['10', '']","['29', '']","['124', '']","['0', '']","['8', '']","['5', '']","['1', '']","['48', '']","['3', '']","['1', '']","['36', '']"
12845,r199,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,198,"['265', '']","['0', '']","['44', '']","['11', '']","['54', '']","['14', '']","['40', '']","['*', '']","['0', '']","['42', '']","['20', '']","['11', '']","['28', '']"
12845,r200,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,199,"['264', '']","['9', '']","['36', '']","['5', '']","['64', '']","['42', '']","['10', '']","['0', '']","['0', '']","['50', '']","['11', '']","['2', '']","['35', '']"
12845,r201,All institutions -> Louisiana Tech U.,All institutions,Louisiana Tech U.,2,200,"['263', '']","['13', '']","['2', '']","['27', '']","['147', '']","['0', '']","['14', '']","['5', '']","['1', '']","['38', '']","['3', '']","['11', '']","['2', '']"
12845,r202,All institutions -> Embry-Riddle Aeronautical U.,All institutions,Embry-Riddle Aeronautical U.,2,201,"['263', '']","['0', '']","['0', '']","['12', '']","['189', '']","['*', '']","['0', '']","['1', '']","['0', '']","['23', '']","['3', '']","['0', '']","['34', '']"
12845,r203,All institutions -> Florida Institute of Technology,All institutions,Florida Institute of Technology,2,202,"['261', '']","['0', '']","['65', '']","['15', '']","['86', '']","['12', '']","['0', '']","['2', '']","['0', '']","['60', '']","['22', '']","['0', '']","['0', '']"
12845,r204,"All institutions -> U. Maryland, Eastern Shore",All institutions,"U. Maryland, Eastern Shore",2,203,"['261', '']","['106', '']","['74', '']","['14', '']","['7', '']","['0', '']","['24', '']","['2', '']","['7', '']","['3', '']","['0', '']","['24', '']","['0', '']"
12845,r205,All institutions -> Meharry Medical C.,All institutions,Meharry Medical C.,2,204,"['260', '']","['0', '']","['183', '']","['2', '']","['0', '']","['0', '']","['75', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r206,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,205,"['259', '']","['0', '']","['118', '']","['11', '']","['24', '']","['27', '']","['17', '']","['2', '']","['19', '']","['23', '']","['7', '']","['12', '']","['0', '']"
12845,r207,"All institutions -> U. Puerto Rico, Mayaguez",All institutions,"U. Puerto Rico, Mayaguez",2,206,"['258', '']","['61', '']","['34', '']","['1', '']","['70', '']","['33', '']","['0', '']","['2', '']","['0', '']","['54', '']","['1', '']","['1', '']","['0', '']"
12845,r208,All institutions -> U. Maryland Center for Environmental Science,All institutions,U. Maryland Center for Environmental Science,2,207,"['257', '']","['20', '']","['76', '']","['0', '']","['0', '']","['147', '']","['0', '']","['7', '']","['0', '']","['0', '']","['0', '']","['7', '']","['0', '']"
12845,r209,All institutions -> Lehigh U.,All institutions,Lehigh U.,2,208,"['256', '']","['0', '']","['22', '']","['0', '']","['127', '']","['14', '']","['11', '']","['0', '']","['0', '']","['67', '']","['12', '']","['2', '']","['0', '']"
12845,r210,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,209,"['253', '']","['0', '']","['107', '']","['9', '']","['0', '']","['0', '']","['0', '']","['6', '']","['0', '']","['53', '']","['21', '']","['55', '']","['2', '']"
12845,r211,All institutions -> Prairie View A&M U.,All institutions,Prairie View A&M U.,2,210,"['251', '']","['174', '']","['10', '']","['1', '']","['33', '']","['0', '']","['12', '']","['1', '']","['0', '']","['16', '']","['1', '']","['1', '']","['2', '']"
12845,r212,All institutions -> Kent State U.,All institutions,Kent State U.,2,211,"['244', '']","['0', '']","['62', '']","['9', '']","['6', '']","['10', '']","['12', '']","['3', '']","['0', '']","['93', '']","['29', '']","['21', '']","['0', '']"
12845,r213,All institutions -> Bowling Green State U.,All institutions,Bowling Green State U.,2,212,"['241', '']","['0', '']","['62', '']","['6', '']","['4', '']","['18', '']","['27', '']","['8', '']","['2', '']","['58', '']","['34', '']","['21', '']","['0', '']"
12845,r214,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,213,"['240', '']","['13', '']","['64', '']","['9', '']","['38', '']","['34', '']","['12', '']","['3', '']","['1', '']","['59', '']","['3', '']","['4', '']","['0', '']"
12845,r215,"All institutions -> Louisiana State U., Health Sciences Center, New Orleans",All institutions,"Louisiana State U., Health Sciences Center, New Orleans",2,214,"['237', '']","['0', '']","['165', '']","['0', '']","['0', '']","['0', '']","['72', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r216,All institutions -> Delaware State U.,All institutions,Delaware State U.,2,215,"['237', '']","['30', '']","['33', '']","['13', '']","['4', '']","['2', '']","['15', '']","['2', '']","['8', '']","['78', '']","['31', '']","['19', '']","['1', '']"
12845,r217,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,216,"['236', '']","['0', '']","['15', '']","['17', '']","['96', '']","['4', '']","['15', '']","['1', '']","['0', '']","['36', '']","['34', '']","['11', '']","['7', '']"
12845,r218,"All institutions -> Southern U. and A&M C., Baton Rouge",All institutions,"Southern U. and A&M C., Baton Rouge",2,217,"['235', '']","['18', '']","['20', '']","['23', '']","['70', '']","['0', '']","['2', '']","['6', '']","['52', '']","['26', '']","['2', '']","['16', '']","['0', '']"
