table_id,row_id,_b_state_or_territory_control_and_institution_b_full_path,_b_state_or_territory_control_and_institution_b_level_1,_b_state_or_territory_control_and_institution_b_level_2,_b_state_or_territory_control_and_institution_b_level_3,_b_state_or_territory_control_and_institution_b_hierarchy_depth,field_started_in_fy_2006_or_fy_2007,field_started_in_fy_2008_or_fy_2009,field_started_in_fy_2010_or_fy_2011,field_started_in_fy_2012_or_fy_2013,field_started_in_fy_2014_or_fy_2015,field_started_in_fy_2016_or_fy_2017,field_started_in_fy_2018_or_fy_2019,field_started_in_fy_2020_or_fy_2021,field_planned_to_start_in_fy_2022_or_fy_2023,field_deferred_projects_included_in_institutional_plan,field_deferred_projects_not_included_in_institutional_plan
7857,r119,Delaware,Delaware,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r120,Delaware -> Public,Delaware,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r121,Delaware -> Public -> Delaware State U.,Delaware,Public,Delaware State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['11,970', '']","['0', '']","['0', '']","['1,561', '']","['7,500', '']","['37,400', '']","['0', '']"
7857,r122,Delaware -> Public -> U. Delaware,Delaware,Public,U. Delaware,3,"['2,723', '']","['0', '']","['62,800', '']","['3,678', '']","['4,680', '']","['0', '']","['81,192', '']","['0', '']","['33,867', '']","['24,729', '']","['0', '']"
7857,r123,District of Columbia,District of Columbia,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r124,District of Columbia -> Public,District of Columbia,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r125,District of Columbia -> Public -> U. of the District of Columbia,District of Columbia,Public,U. of the District of Columbia,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,000', '']","['0', '']","['0', '']"
7857,r126,District of Columbia -> Private,District of Columbia,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r127,District of Columbia -> Private -> American U.,District of Columbia,Private,American U.,3,"['0', '']","['10,500', '']","['0', '']","['0', '']","['4,058', '']","['0', '']","['12,973', '']","['0', '']","['0', '']","['0', '']","['1,000', '']"
7857,r128,District of Columbia -> Private -> Catholic U. of America,District of Columbia,Private,Catholic U. of America,3,"['0', '']","['NA', '']","['NA', '']","['0', '']","['0', '']","['0', '']","['0', '']","['29,880', '']","['0', '']","['0', '']","['0', '']"
7857,r129,District of Columbia -> Private -> Gallaudet U.,District of Columbia,Private,Gallaudet U.,3,"['NA', '']","['NA', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r130,District of Columbia -> Private -> George Washington U.,District of Columbia,Private,George Washington U.,3,"['0', '']","['0', '']","['49,646', '']","['32,250', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', 'i']","['0', 'i']","['0', 'i']"
7857,r131,District of Columbia -> Private -> Georgetown U.,District of Columbia,Private,Georgetown U.,3,"['0', '']","['0', '']","['26,658', '']","['0', '']","['0', '']","['0', '']","['0', '']","['6,382', '']","['0', '']","['0', '']","['0', '']"
7857,r132,District of Columbia -> Private -> Howard U.,District of Columbia,Private,Howard U.,3,"['0', '']","['0', '']","['0', '']","['39,290', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r133,Florida,Florida,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r134,Florida -> Public,Florida,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r135,Florida -> Public -> Florida A&M U.,Florida,Public,Florida A&M U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['27,564', '']","['988', '']","['582', '']","['0', '']","['1,700', '']","['1,500', '']","['0', '']"
7857,r136,Florida -> Public -> Florida Atlantic U.,Florida,Public,Florida Atlantic U.,3,"['641', '']","['21,877', '']","['14,587', '']","['0', '']","['0', '']","['487', '']","['0', '']","['43,312', '']","['0', '']","['0', '']","['0', '']"
7857,r137,Florida -> Public -> Florida Gulf Coast U.,Florida,Public,Florida Gulf Coast U.,3,"['0', '']","['4,362', '']","['2,900', '']","['0', '']","['1,375', '']","['0', '']","['0', '']","['14,905', '']","['0', '']","['0', '']","['0', '']"
7857,r138,Florida -> Public -> Florida International U.,Florida,Public,Florida International U.,3,"['0', '']","['13,101', '']","['38,668', '']","['7,379', '']","['0', '']","['0', '']","['0', '']","['0', '']","['12,522', '']","['0', '']","['4,000', '']"
7857,r139,Florida -> Public -> Florida Polytechnic U.,Florida,Public,Florida Polytechnic U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['14,032', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r140,Florida -> Public -> Florida State U.,Florida,Public,Florida State U.,3,"['0', '']","['85,000', '']","['24,000', '']","['0', '']","['0', '']","['21,380', '']","['4,700', '']","['0', '']","['88,000', '']","['0', '']","['0', '']"
7857,r141,Florida -> Public -> U. Central Florida,Florida,Public,U. Central Florida,3,"['0', '']","['202,244', '']","['0', '']","['1,012', '']","['1,926', '']","['60,584', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r142,Florida -> Public -> U. Florida,Florida,Public,U. Florida,3,"['82,556', '']","['58,006', '']","['70,452', '']","['5,743', '']","['21,320', '']","['30,765', '']","['7,640', '']","['18,788', '']","['16,541', '']","['0', '']","['268,200', '']"
7857,r143,Florida -> Public -> U. North Florida,Florida,Public,U. North Florida,3,"['NA', '']","['0', '']","['35,443', '']","['0', '']","['0', '']","['4,054', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r144,Florida -> Public -> U. South Florida<sup>b</sup>,Florida,Public,U. South Florida<sup>b</sup>,3,"['430', '']","['25,877', '']","['11,400', '']","['0', '']","['0', '']","['0', '']","['44,648', '']","['0', '']","['0', '']","['50,000', '']","['0', '']"
7857,r145,Florida -> Public -> U. West Florida,Florida,Public,U. West Florida,3,"['0', '']","['12,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r146,Florida -> Private,Florida,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r147,Florida -> Private -> Embry-Riddle Aeronautical U.,Florida,Private,Embry-Riddle Aeronautical U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['4,417', '']","['31,925', '']","['4,222', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r148,Florida -> Private -> Florida Institute of Technology,Florida,Private,Florida Institute of Technology,3,"['0', '']","['4,484', '']","['0', '']","['0', '']","['1,567', '']","['0', '']","['0', '']","['21,120', '']","['0', '']","['0', '']","['0', '']"
7857,r149,Florida -> Private -> Nova Southeastern U.,Florida,Private,Nova Southeastern U.,3,"['0', '']","['0', '']","['30,000', '']","['0', '']","['20,774', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r150,Florida -> Private -> U. Miami,Florida,Private,U. Miami,3,"['180,000', '']","['8,400', '']","['0', '']","['40,272', '']","['0', '']","['0', '']","['0', '']","['0', '']","['152,227', '']","['0', '']","['0', '']"
7857,r151,Georgia,Georgia,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r152,Georgia -> Public,Georgia,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r153,Georgia -> Public -> Augusta U.,Georgia,Public,Augusta U.,3,"['na', '']","['na', '']","['na', '']","['0', '']","['0', '']","['33,375', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r154,Georgia -> Public -> Fort Valley State U.,Georgia,Public,Fort Valley State U.,3,"['0', '']","['19,278', '']","['0', '']","['0', '']","['5,100', '']","['0', '']","['6,502', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r155,Georgia -> Public -> Georgia Institute of Technology,Georgia,Public,Georgia Institute of Technology,3,"['56,376', '']","['1,100', '']","['24,750', '']","['113,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['34,143', '']","['0', '']","['0', '']"
7857,r156,Georgia -> Public -> Georgia Southern U.,Georgia,Public,Georgia Southern U.,3,"['0', '']","['0', '']","['12,733', '']","['0', '']","['0', '']","['0', '']","['18,350', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r157,Georgia -> Public -> Georgia State U.,Georgia,Public,Georgia State U.,3,"['1,371', '']","['44,629', '']","['1,389', '']","['0', '']","['26,510', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r158,Georgia -> Public -> Kennesaw State U.,Georgia,Public,Kennesaw State U.,3,"['ne', '']","['ne', '']","['18,159', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r159,Georgia -> Public -> Savannah State U.,Georgia,Public,Savannah State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['10,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r160,Georgia -> Public -> U. Georgia,Georgia,Public,U. Georgia,3,"['2,290', '']","['19,920', '']","['0', '']","['8,051', '']","['5,277', '']","['16,184', '']","['51,883', '']","['24,321', '']","['59,600', '']","['0', '']","['0', '']"
7857,r161,Georgia -> Private,Georgia,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r162,Georgia -> Private -> Clark Atlanta U.,Georgia,Private,Clark Atlanta U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r163,Georgia -> Private -> Emory U.,Georgia,Private,Emory U.,3,"['0', '']","['130,522', '']","['62,000', '']","['25,700', '']","['0', '']","['0', '']","['0', '']","['0', '']","['288,000', '']","['0', '']","['0', '']"
7857,r164,Georgia -> Private -> Mercer U.,Georgia,Private,Mercer U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['1,500', '']","['9,901', '']","['0', '']","['23,124', '']","['0', '']","['0', '']","['0', '']"
7857,r165,Georgia -> Private -> Morehouse C.,Georgia,Private,Morehouse C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r166,Georgia -> Private -> Morehouse School of Medicine,Georgia,Private,Morehouse School of Medicine,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,326', '']","['0', '']","['0', '']","['0', '']","['45,000', '']","['0', '']"
7857,r167,Georgia -> Private -> Spelman C.,Georgia,Private,Spelman C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r168,Hawaii,Hawaii,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r169,Hawaii -> Public,Hawaii,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r170,"Hawaii -> Public -> U. Hawaii, Hilo",Hawaii,Public,"U. Hawaii, Hilo",3,"['0', '']","['2,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r171,"Hawaii -> Public -> U. Hawaii, Manoa",Hawaii,Public,"U. Hawaii, Manoa",3,"['11,000', '']","['22,500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['43,000', '']","['0', '']","['13,000', '']","['0', '']","['0', '']"
7857,r172,Hawaii -> Private,Hawaii,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r173,Hawaii -> Private -> Hawaii Pacific U.,Hawaii,Private,Hawaii Pacific U.,3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['456', '']","['250', '']","['0', '']","['9,750', '']","['0', '']","['0', '']"
7857,r174,Idaho,Idaho,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r175,Idaho -> Public,Idaho,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r176,Idaho -> Public -> Boise State U.,Idaho,Public,Boise State U.,3,"['0', '']","['0', '']","['24,942', '']","['0', '']","['0', '']","['0', '']","['13,864', '']","['0', '']","['3,470', '']","['142,500', '']","['0', '']"
7857,r177,Idaho -> Public -> Idaho State U.,Idaho,Public,Idaho State U.,3,"['0', '']","['0', '']","['784', '']","['0', '']","['0', '']","['0', '']","['4,000', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r178,Idaho -> Public -> U. Idaho,Idaho,Public,U. Idaho,3,"['3,440', '']","['0', '']","['0', '']","['657', '']","['53,333', '']","['3,359', '']","['7,781', '']","['5,701', '']","['34,110', '']","['8,000', '']","['0', '']"
7857,r179,Illinois,Illinois,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r180,Illinois -> Public,Illinois,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r181,Illinois -> Public -> Illinois State U.,Illinois,Public,Illinois State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', 'i']","['0', '']","['18,000', '']","['0', '']","['0', '']"
7857,r182,Illinois -> Public -> Northeastern Illinois U.,Illinois,Public,Northeastern Illinois U.,3,"['ne', '']","['0', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
7857,r183,Illinois -> Public -> Northern Illinois U.,Illinois,Public,Northern Illinois U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r184,"Illinois -> Public -> Southern Illinois U., Carbondale",Illinois,Public,"Southern Illinois U., Carbondale",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r185,"Illinois -> Public -> Southern Illinois U., Edwardsville",Illinois,Public,"Southern Illinois U., Edwardsville",3,"['0', '']","['0', '']","['0', '']","['48,438', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r186,"Illinois -> Public -> U. Illinois, Chicago",Illinois,Public,"U. Illinois, Chicago",3,"['0', '']","['0', '']","['7,250', '']","['0', '']","['0', '']","['0', '']","['9,695', '']","['0', '']","['261,300', '']","['202,000', '']","['0', '']"
7857,r187,"Illinois -> Public -> U. Illinois, Springfield",Illinois,Public,"U. Illinois, Springfield",3,"['0', '']","['252', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r188,"Illinois -> Public -> U. Illinois, Urbana-Champaign",Illinois,Public,"U. Illinois, Urbana-Champaign",3,"['96,800', '']","['82,000', '']","['0', '']","['1,165', '']","['2,382', '']","['7,731', '']","['44,829', '']","['4,590', '']","['600', '']","['0', '']","['0', '']"
7857,r189,Illinois -> Public -> Western Illinois U.,Illinois,Public,Western Illinois U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['490', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r190,Illinois -> Private,Illinois,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r191,Illinois -> Private -> DePaul U.,Illinois,Private,DePaul U.,3,"['25,380', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r192,Illinois -> Private -> Illinois Institute of Technology,Illinois,Private,Illinois Institute of Technology,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r193,"Illinois -> Private -> Loyola U., Chicago",Illinois,Private,"Loyola U., Chicago",3,"['0', '']","['0', '']","['0', '']","['133,575', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r194,Illinois -> Private -> Midwestern U.,Illinois,Private,Midwestern U.,3,"['1,488', '']","['56,200', '']","['0', '']","['10,017', '']","['0', '']","['0', '']","['10,409', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r195,Illinois -> Private -> Northwestern U.,Illinois,Private,Northwestern U.,3,"['67,980', '']","['0', '']","['35,987', '']","['40,465', '']","['16,775', '']","['310,600', '']","['50,983', '']","['0', '']","['79,715', '']","['0', '']","['0', '']"
7857,r196,Illinois -> Private -> Rosalind Franklin U. of Medicine and Science,Illinois,Private,Rosalind Franklin U. of Medicine and Science,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r197,Illinois -> Private -> Rush U.,Illinois,Private,Rush U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r198,"Illinois -> Private -> Toyota Technological Institute, Chicago",Illinois,Private,"Toyota Technological Institute, Chicago",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r199,Illinois -> Private -> U. Chicago,Illinois,Private,U. Chicago,3,"['29,000', '']","['0', '']","['2,300', '']","['108,766', '']","['0', '']","['14,791', '']","['3,675', '']","['14,179', '']","['0', '']","['0', '']","['0', '']"
7857,r200,"Illinois -> Private -> Wheaton C., Wheaton",Illinois,Private,"Wheaton C., Wheaton",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r201,Indiana,Indiana,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r202,Indiana -> Public,Indiana,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r203,Indiana -> Public -> Ball State U.,Indiana,Public,Ball State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['287', '']","['0', '']","['17,938', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r204,Indiana -> Public -> Indiana State U.,Indiana,Public,Indiana State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r205,"Indiana -> Public -> Indiana U., Bloomington",Indiana,Public,"Indiana U., Bloomington",3,"['na', '']","['na', '']","['1,607', '']","['0', '']","['0', '']","['39,800', '']","['20,650', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r206,"Indiana -> Public -> Indiana U., South Bend",Indiana,Public,"Indiana U., South Bend",3,"['na', '']","['na', '']","['0', '']","['0', '']","['0', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r207,"Indiana -> Public -> Indiana U. Purdue U., Indianapolis",Indiana,Public,"Indiana U. Purdue U., Indianapolis",3,"['na', '']","['na', '']","['6,000', '']","['27,710', '']","['0', '']","['53,600', '']","['35,972', '']","['0', '']","['42,000', '']","['0', '']","['0', '']"
7857,r208,"Indiana -> Public -> Purdue U., Fort Wayne<sup>c</sup>",Indiana,Public,"Purdue U., Fort Wayne<sup>c</sup>",3,"['na', '']","['na', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r209,"Indiana -> Public -> Purdue U., Northwest",Indiana,Public,"Purdue U., Northwest",3,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['0', '']","['1,650', '']","['0', '']","['300', '']","['0', '']","['0', '']"
7857,r210,"Indiana -> Public -> Purdue U., West Lafayette",Indiana,Public,"Purdue U., West Lafayette",3,"['na', '']","['na', '']","['14,725', '']","['123,744', '']","['10,000', '']","['8,230', '']","['43,822', '']","['31,100', '']","['10,500', '']","['0', '']","['17,200', '']"
7857,r211,Indiana -> Private,Indiana,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r212,Indiana -> Private -> U. Notre Dame,Indiana,Private,U. Notre Dame,3,"['26,528', '']","['20,000', '']","['0', '']","['3,033', '']","['61,433', '']","['0', '']","['1,385', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r213,Iowa,Iowa,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r214,Iowa -> Public,Iowa,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r215,Iowa -> Public -> Iowa State U.,Iowa,Public,Iowa State U.,3,"['14,914', '']","['80,931', '']","['4,490', '']","['9,422', '']","['0', '']","['35,288', '']","['0', '']","['7,410', '']","['0', '']","['20,900', '']","['0', '']"
7857,r216,Iowa -> Public -> U. Iowa,Iowa,Public,U. Iowa,3,"['0', '']","['70,944', '']","['122,615', '']","['0', '']","['0', '']","['42,621', '']","['9,054', '']","['0', '']","['1,306', '']","['0', '']","['0', '']"
7857,r217,Iowa -> Public -> U. Northern Iowa,Iowa,Public,U. Northern Iowa,3,"['0', '']","['0', '']","['332', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4,478', '']","['0', '']","['0', '']","['0', '']"
7857,r218,Iowa -> Private,Iowa,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r219,Iowa -> Private -> Des Moines U.,Iowa,Private,Des Moines U.,3,"['ne', '']","['0', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r220,Iowa -> Private -> Dordt U.,Iowa,Private,Dordt U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', 'i']","['0', 'i']","['0', 'i']"
7857,r221,Iowa -> Private -> Grinnell C.,Iowa,Private,Grinnell C.,3,"['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['2,602', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r222,"Iowa -> Private -> Palmer C. of Chiropractic, Davenport",Iowa,Private,"Palmer C. of Chiropractic, Davenport",3,"['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r223,Kansas,Kansas,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r224,Kansas -> Public,Kansas,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r225,Kansas -> Public -> Kansas State U.,Kansas,Public,Kansas State U.,3,"['0', '']","['1,000', '']","['0', '']","['0', '']","['5,560', '']","['5,300', '']","['0', '']","['785', '']","['0', '']","['148,700', '']","['0', '']"
7857,r226,Kansas -> Public -> Pittsburg State U.,Kansas,Public,Pittsburg State U.,3,"['5,200', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
7857,r227,Kansas -> Public -> U. Kansas,Kansas,Public,U. Kansas,3,"['13,711', '']","['3,000', '']","['42,382', '']","['65,107', '']","['0', '']","['45,584', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r228,Kansas -> Public -> Wichita State U.,Kansas,Public,Wichita State U.,3,"['12,137', '']","['0', '']","['380', '']","['0', '']","['19,918', '']","['0', '']","['0', '']","['9,584', '']","['16,500', '']","['0', '']","['0', '']"
7857,r229,Kentucky,Kentucky,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r230,Kentucky -> Public,Kentucky,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r231,Kentucky -> Public -> Kentucky State U.,Kentucky,Public,Kentucky State U.,3,"['0', '']","['2,600', '']","['1,500', '']","['2,441', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r232,Kentucky -> Public -> Morehead State U.,Kentucky,Public,Morehead State U.,3,"['0', '']","['4,084', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r233,Kentucky -> Public -> Murray State U.,Kentucky,Public,Murray State U.,3,"['10,400', '']","['0', '']","['0', '']","['0', '']","['48,720', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r234,Kentucky -> Public -> Northern Kentucky U.,Kentucky,Public,Northern Kentucky U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['592', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r235,Kentucky -> Public -> U. Kentucky,Kentucky,Public,U. Kentucky,3,"['79,119', '']","['7,498', '']","['28,793', '']","['0', '']","['0', '']","['248,886', '']","['0', '']","['0', '']","['60,525', '']","['482,750', '']","['0', '']"
7857,r236,Kentucky -> Public -> U. Louisville,Kentucky,Public,U. Louisville,3,"['108,630', '']","['0', '']","['0', '']","['9,386', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['68,700', '']","['0', '']"
7857,r237,Kentucky -> Public -> Western Kentucky U.,Kentucky,Public,Western Kentucky U.,3,"['0', '']","['5,950', '']","['1,269', '']","['0', '']","['0', '']","['18,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r238,Louisiana,Louisiana,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r239,Louisiana -> Public,Louisiana,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r240,"Louisiana -> Public -> Louisiana State U., Baton Rouge",Louisiana,Public,"Louisiana State U., Baton Rouge",3,"['0', '']","['11,600', '']","['0', '']","['0', '']","['35,413', '']","['7,540', '']","['0', '']","['5,141', '']","['77,441', '']","['0', '']","['0', '']"
7857,r241,"Louisiana -> Public -> Louisiana State U., Health Sciences Center, New Orleans",Louisiana,Public,"Louisiana State U., Health Sciences Center, New Orleans",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['17,380', '']","['42,340', '']","['0', '']","['0', '']","['0', '']","['0', '']"
