table_id,row_id,_b_field_and_primary_source_of_support_b_full_path,_b_field_and_primary_source_of_support_b_level_1,_b_field_and_primary_source_of_support_b_level_2,_b_field_and_primary_source_of_support_b_level_3,_b_field_and_primary_source_of_support_b_level_4,_b_field_and_primary_source_of_support_b_hierarchy_depth,field_totala,field_sex_male,field_sex_female,field_citizenship_status_u_s_citizen_or_permanent_resident,field_citizenship_status_temporary_visa_holder,field_u_s_citizens_and_permanent_residents_hispanic_or_latino,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_american_indian_or_alaska_native,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_asian,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_black_or_african_american,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_white,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_more_than_one_race,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_other_race_or_race_not_reported,field_u_s_citizens_and_permanent_residents_ethnicity_not_reported
11682,r079,"All doctorate recipients reporting primary source of support, all fields (number) -> Science and engineering (number) -> Social sciences (number) -> Employer or other sources","All doctorate recipients reporting primary source of support, all fields (number)",Science and engineering (number),Social sciences (number),Employer or other sources,4,3.2,3.3,3.1,3.4,2.6,1.2,0.0,2.8,4.7,3.5,5.0,5.9,5.3
11682,r080,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number)","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),,,2,10217,4154,6063,7813,2336,769,34,547,973,5132,229,81,48
11682,r081,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Teaching assistantships","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Teaching assistantships,,3,25.0,27.4,23.4,24.2,27.9,24.1,,23.4,10.2,27.0,25.3,,27.1
11682,r082,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Research assistantships or traineeships<sup>b</sup>","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Research assistantships or traineeships<sup>b</sup>,,3,11.8,10.1,12.9,9.1,20.7,8.2,,15.5,8.1,8.7,7.9,,8.3
11682,r083,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Fellowships, scholarships, or dissertation grants","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),"Fellowships, scholarships, or dissertation grants",,3,26.1,29.2,24.0,22.6,38.0,23.8,23.5,32.2,19.5,22.0,23.1,28.4,16.7
11682,r084,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Own resources","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Own resources,,3,30.0,26.5,32.4,36.4,8.6,37.3,38.2,23.9,55.0,34.0,35.8,33.3,43.8
11682,r085,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Employer or other sources","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Employer or other sources,,3,7.0,6.9,7.1,7.7,4.8,6.6,14.7,4.9,7.2,8.3,7.9,1.2,4.2
11682,r086,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Business (number)","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Business (number),,3,1289,710,579,598,680,35,,112,,364,15,8,4
11682,r087,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Business (number) -> Teaching assistantships","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Business (number),Teaching assistantships,4,16.7,16.3,17.1,11.9,20.9,,,14.3,8.5,11.5,,0.0,0.0
11682,r088,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Business (number) -> Research assistantships or traineeships<sup>b</sup>","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Business (number),Research assistantships or traineeships<sup>b</sup>,4,22.9,22.3,23.7,14.9,30.1,,0.0,18.8,,17.0,,12.5,25.0
11682,r089,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Business (number) -> Fellowships, scholarships, or dissertation grants","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Business (number),"Fellowships, scholarships, or dissertation grants",4,33.9,36.1,31.3,26.9,40.0,22.9,0.0,40.2,,24.7,,62.5,0.0
11682,r090,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Business (number) -> Own resources","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Business (number),Own resources,4,22.4,21.0,24.2,40.1,6.8,51.4,0.0,25.0,64.4,39.3,60.0,25.0,50.0
11682,r091,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Business (number) -> Employer or other sources","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Business (number),Employer or other sources,4,4.1,4.4,3.8,6.2,2.2,,0.0,1.8,8.5,7.4,,0.0,25.0
11682,r092,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Education (number)","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Education (number),,3,3424,920,2504,2995,404,325,19,169,542,1831,76,15,18
11682,r093,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Education (number) -> Teaching assistantships","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Education (number),Teaching assistantships,4,11.0,10.5,11.1,9.9,18.6,7.7,0.0,13.6,5.7,11.5,7.9,6.7,11.1
11682,r094,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Education (number) -> Research assistantships or traineeships<sup>b</sup>","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Education (number),Research assistantships or traineeships<sup>b</sup>,4,15.7,13.9,16.4,13.4,33.4,14.2,,22.5,11.3,12.9,,20.0,16.7
11682,r095,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Education (number) -> Fellowships, scholarships, or dissertation grants","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Education (number),"Fellowships, scholarships, or dissertation grants",4,13.0,13.2,12.9,11.7,22.0,14.5,,20.7,14.0,9.3,,13.3,16.7
11682,r096,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Education (number) -> Own resources","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Education (number),Own resources,4,46.9,47.7,46.6,51.3,13.9,51.1,42.1,33.1,59.8,50.7,47.4,53.3,55.6
11682,r097,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Education (number) -> Employer or other sources","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Education (number),Employer or other sources,4,13.5,14.7,13.0,13.7,12.1,12.6,21.1,10.1,9.2,15.5,15.8,6.7,0.0
11682,r098,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Humanities (number)","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Humanities (number),,3,2885,1468,1417,2315,558,232,8,122,138,1700,69,32,14
11682,r099,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Humanities (number) -> Teaching assistantships","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Humanities (number),Teaching assistantships,4,39.8,39.3,40.2,40.3,37.5,44.4,,30.3,,41.8,44.9,40.6,50.0
11682,r100,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Humanities (number) -> Research assistantships or traineeships<sup>b</sup>","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Humanities (number),Research assistantships or traineeships<sup>b</sup>,4,1.6,1.0,2.3,1.3,2.7,,0.0,0.0,,1.5,0.0,0.0,0.0
11682,r101,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Humanities (number) -> Fellowships, scholarships, or dissertation grants","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Humanities (number),"Fellowships, scholarships, or dissertation grants",4,36.0,35.8,36.1,32.5,50.5,30.2,,49.2,33.3,31.8,,28.1,14.3
11682,r102,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Humanities (number) -> Own resources","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Humanities (number),Own resources,4,19.5,19.8,19.3,22.7,6.6,21.6,,15.6,40.6,21.8,,31.3,28.6
11682,r103,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Humanities (number) -> Employer or other sources","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Humanities (number),Employer or other sources,4,3.1,4.0,2.1,3.2,2.7,,0.0,4.9,3.6,3.2,,0.0,7.1
11682,r104,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Visual and performing arts (number)","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Visual and performing arts (number),,3,719,311,408,546,170,47,,37,,406,16,8,8
11682,r105,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Visual and performing arts (number) -> Teaching assistantships","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Visual and performing arts (number),Teaching assistantships,4,35.0,36.7,33.8,36.6,30.0,,0.0,,,38.7,,37.5,37.5
11682,r106,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Visual and performing arts (number) -> Research assistantships or traineeships<sup>b</sup>","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Visual and performing arts (number),Research assistantships or traineeships<sup>b</sup>,4,2.8,2.3,3.2,2.7,2.9,,0.0,,0.0,3.0,,0.0,0.0
11682,r107,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Visual and performing arts (number) -> Fellowships, scholarships, or dissertation grants","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Visual and performing arts (number),"Fellowships, scholarships, or dissertation grants",4,42.6,41.2,43.6,39.4,52.4,34.0,0.0,43.2,59.1,38.7,43.8,37.5,37.5
11682,r108,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Visual and performing arts (number) -> Own resources","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Visual and performing arts (number),Own resources,4,17.8,18.0,17.6,20.0,11.2,29.8,,13.5,31.8,18.2,,25.0,25.0
11682,r109,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Visual and performing arts (number) -> Employer or other sources","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Visual and performing arts (number),Employer or other sources,4,1.8,1.9,1.7,1.3,3.5,0.0,0.0,2.7,0.0,1.5,0.0,0.0,0.0
11682,r110,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Other non-science and engineering (number)","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Other non-science and engineering (number),,3,1900,745,1155,1359,524,130,4,107,212,831,53,18,4
11682,r111,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Other non-science and engineering (number) -> Teaching assistantships","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Other non-science and engineering (number),Teaching assistantships,4,29.9,31.4,28.9,28.8,33.4,26.9,0.0,35.5,14.6,32.0,28.3,27.8,25.0
11682,r112,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Other non-science and engineering (number) -> Research assistantships or traineeships<sup>b</sup>","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Other non-science and engineering (number),Research assistantships or traineeships<sup>b</sup>,4,15.9,14.8,16.7,12.8,23.7,7.7,25.0,23.4,7.5,13.4,13.2,22.2,0.0
11682,r113,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Other non-science and engineering (number) -> Fellowships, scholarships, or dissertation grants","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Other non-science and engineering (number),"Fellowships, scholarships, or dissertation grants",4,23.5,24.4,22.9,21.3,29.6,32.3,50.0,18.7,21.2,20.3,13.2,22.2,0.0
11682,r114,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Other non-science and engineering (number) -> Own resources","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Other non-science and engineering (number),Own resources,4,25.3,22.1,27.4,31.7,8.2,30.0,0.0,21.5,51.9,27.7,39.6,27.8,75.0
11682,r115,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Other non-science and engineering (number) -> Employer or other sources","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Other non-science and engineering (number),Employer or other sources,4,5.4,7.2,4.2,5.4,5.2,3.1,25.0,0.9,4.7,6.6,5.7,0.0,0.0
