table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020
5461,r103,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,102,"['105,224', '']","['97,987', '']","['96,132', '']","['73,834', '']","['70,615', '']","['79,181', '']","['86,570', '']","['87,435', '']","['88,365', '']","['103,546', '']","['119,093', '']"
5461,r104,All institutions -> U. Texas Medical Branch,All institutions,U. Texas Medical Branch,2,103,"['128,840', '']","['128,098', '']","['109,867', '']","['108,287', '']","['101,761', '']","['98,050', '']","['100,464', '']","['104,458', '']","['104,356', '']","['107,806', '']","['114,103', '']"
5461,r105,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,104,"['97,131', '']","['106,315', '']","['106,470', '']","['103,233', '']","['102,682', '']","['97,206', '']","['97,576', '']","['101,992', '']","['103,555', '']","['110,063', '']","['112,546', '']"
5461,r106,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,105,"['131,418', '']","['133,925', '']","['125,965', '']","['118,217', '']","['112,608', '']","['108,221', '']","['109,460', '']","['106,865', '']","['107,791', '']","['114,349', '']","['108,536', '']"
5461,r107,All institutions -> Tulane U.,All institutions,Tulane U.,2,106,"['106,021', '']","['110,222', '']","['101,130', '']","['97,873', '']","['94,287', '']","['84,143', '']","['89,028', '']","['93,747', '']","['102,090', '']","['104,187', '']","['107,216', '']"
5461,r108,"All institutions -> U. Nebraska, Medical Center",All institutions,"U. Nebraska, Medical Center",2,107,"['80,784', '']","['86,295', '']","['84,196', '']","['80,750', '']","['76,195', '']","['71,918', '']","['76,221', '']","['84,814', '']","['93,463', '']","['102,604', '']","['105,158', '']"
5461,r109,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,108,"['97,538', '']","['106,575', '']","['105,440', '']","['98,534', '']","['93,190', '']","['94,763', '']","['93,532', '']","['99,956', '']","['102,078', '']","['108,207', '']","['104,794', '']"
5461,r110,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,109,"['71,461', '']","['70,197', '']","['75,715', '']","['83,396', '']","['73,913', '']","['66,564', '']","['68,882', '']","['68,259', '']","['74,315', '']","['84,689', '']","['103,599', '']"
5461,r111,"All institutions -> U. Texas Health Science Center, San Antonio",All institutions,"U. Texas Health Science Center, San Antonio",2,110,"['121,723', '']","['121,200', '']","['106,177', '']","['99,198', '']","['89,303', '']","['85,940', '']","['89,742', '']","['85,455', '']","['86,956', '']","['96,502', '']","['102,959', '']"
5461,r112,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,111,"['61,645', '']","['79,003', '']","['82,244', '']","['79,268', '']","['79,192', '']","['82,615', '']","['85,870', '']","['90,038', '']","['92,144', '']","['102,335', '']","['99,743', '']"
5461,r113,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,112,"['97,889', '']","['103,677', '']","['97,472', '']","['92,602', '']","['83,483', '']","['78,985', '']","['87,829', '']","['95,467', '']","['93,562', '']","['91,405', '']","['99,572', '']"
5461,r114,All institutions -> George Mason U.,All institutions,George Mason U.,2,113,"['59,591', '']","['61,016', '']","['57,504', '']","['57,154', '']","['53,775', '']","['54,113', '']","['50,687', '']","['52,432', '']","['64,315', '']","['91,377', '']","['99,332', '']"
5461,r115,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,114,"['119,509', '']","['122,802', '']","['113,229', '']","['113,703', '']","['99,567', '']","['87,268', '']","['82,819', '']","['93,224', '']","['88,778', '']","['93,004', '']","['98,138', '']"
5461,r116,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,115,"['67,795', '']","['66,736', '']","['72,620', '']","['68,691', '']","['64,323', '']","['81,788', '']","['80,365', '']","['82,777', '']","['89,504', '']","['90,851', '']","['97,826', '']"
5461,r117,All institutions -> Florida International U.,All institutions,Florida International U.,2,116,"['52,784', '']","['61,687', '']","['54,204', '']","['57,858', '']","['68,946', '']","['67,293', '']","['68,539', '']","['66,351', '']","['80,417', '']","['90,067', '']","['97,758', '']"
5461,r118,All institutions -> U. Vermont,All institutions,U. Vermont,2,117,"['98,588', '']","['101,465', '']","['87,843', '']","['85,028', '']","['79,727', '']","['83,733', '']","['83,124', '']","['78,383', '']","['86,936', '']","['90,378', '']","['97,676', '']"
5461,r119,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,118,"['76,191', '']","['96,552', '']","['109,728', '']","['92,778', '']","['89,640', '']","['83,106', '']","['89,457', '']","['85,714', '']","['87,854', '']","['84,599', '']","['94,554', '']"
5461,r120,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,119,"['119,890', '']","['100,045', '']","['93,237', '']","['87,562', '']","['87,844', '']","['84,723', '']","['88,231', '']","['89,565', '']","['80,948', '']","['88,052', '']","['90,313', '']"
5461,r121,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,120,"['58,159', '']","['59,351', '']","['61,304', '']","['57,032', '']","['56,327', '']","['62,642', '']","['69,924', '']","['75,920', '']","['75,990', '']","['79,666', '']","['90,235', '']"
5461,r122,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,121,"['94,611', '']","['96,050', '']","['91,238', '']","['93,281', '']","['93,584', '']","['82,276', '']","['84,954', '']","['80,044', '']","['83,453', '']","['87,498', '']","['86,975', '']"
5461,r123,All institutions -> Rice U.,All institutions,Rice U.,2,122,"['69,176', '']","['78,249', '']","['76,431', '']","['79,742', '']","['73,782', '']","['73,817', '']","['82,643', '']","['83,894', '']","['77,607', '']","['83,105', '']","['86,675', '']"
5461,r124,All institutions -> Rockefeller U.,All institutions,Rockefeller U.,2,123,"['88,705', '']","['97,710', '']","['84,616', '']","['80,384', '']","['81,820', '']","['81,949', '']","['80,667', '']","['86,763', '']","['87,231', '']","['84,566', '']","['86,280', '']"
5461,r125,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,124,"['84,735', '']","['78,431', '']","['78,409', '']","['66,451', '']","['66,770', '']","['62,827', '']","['61,490', '']","['66,449', '']","['67,705', '']","['80,955', '']","['84,960', '']"
5461,r126,All institutions -> U. Louisville,All institutions,U. Louisville,2,125,"['83,593', '']","['84,557', '']","['79,252', '']","['72,047', '']","['63,258', '']","['66,368', '']","['69,781', '']","['69,722', '']","['77,281', '']","['83,421', '']","['83,626', '']"
5461,r127,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,126,"['47,832', '']","['52,873', '']","['57,513', '']","['55,017', '']","['51,853', '']","['50,554', '']","['63,322', '']","['64,840', '']","['78,313', '']","['87,588', '']","['82,331', '']"
5461,r128,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,127,"['69,031', '']","['72,456', '']","['72,855', '']","['62,816', '']","['63,070', '']","['58,797', '']","['63,372', '']","['61,232', '']","['62,721', '']","['72,731', '']","['80,923', '']"
5461,r129,All institutions -> Drexel U.,All institutions,Drexel U.,2,128,"['75,339', '']","['81,424', '']","['85,584', '']","['74,047', '']","['75,557', '']","['67,226', '']","['65,193', '']","['69,326', '']","['80,074', '']","['81,957', '']","['77,965', '']"
5461,r130,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,129,"['74,465', '']","['84,061', '']","['77,981', '']","['72,677', '']","['67,450', '']","['66,608', '']","['70,313', '']","['70,256', '']","['73,518', '']","['79,320', '']","['77,455', '']"
5461,r131,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,130,"['66,400', '']","['74,414', '']","['73,247', '']","['67,524', '']","['64,565', '']","['66,632', '']","['67,863', '']","['72,321', '']","['77,730', '']","['78,878', '']","['76,164', '']"
5461,r132,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,131,"['81,598', '']","['95,015', '']","['91,409', '']","['88,600', '']","['89,206', '']","['91,249', '']","['93,651', '']","['65,133', '']","['62,218', '']","['73,635', '']","['75,813', '']"
5461,r133,All institutions -> Thomas Jefferson U.,All institutions,Thomas Jefferson U.,2,132,"['77,817', '']","['80,027', '']","['68,976', '']","['56,247', '']","['54,676', '']","['58,536', '']","['58,866', '']","['62,029', '']","['64,869', '']","['74,816', '']","['74,653', '']"
5461,r134,All institutions -> Clemson U.,All institutions,Clemson U.,2,133,"['59,374', '']","['49,365', '']","['48,182', '']","['47,825', '']","['44,673', '']","['45,292', '']","['52,184', '']","['62,920', '']","['66,618', '']","['72,335', '']","['74,438', '']"
5461,r135,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,134,"['53,648', '']","['59,061', '']","['55,118', '']","['56,809', '']","['49,739', '']","['47,939', '']","['54,258', '']","['54,693', '']","['57,718', '']","['63,660', '']","['72,844', '']"
5461,r136,All institutions -> U. Arkansas for Medical Sciences,All institutions,U. Arkansas for Medical Sciences,2,135,"['72,217', '']","['75,924', '']","['69,883', '']","['64,856', '']","['55,556', '']","['50,603', '']","['48,999', '']","['51,298', '']","['57,523', '']","['63,498', '']","['70,508', '']"
5461,r137,All institutions -> U. Houston,All institutions,U. Houston,2,136,"['50,148', '']","['57,090', '']","['54,657', '']","['57,569', '']","['55,574', '']","['54,516', '']","['58,085', '']","['57,263', '']","['62,134', '']","['66,848', '']","['68,987', '']"
5461,r138,All institutions -> U. Oregon,All institutions,U. Oregon,2,137,"['66,809', '']","['71,344', '']","['71,157', '']","['61,856', '']","['62,824', '']","['56,448', '']","['55,137', '']","['57,092', '']","['56,403', '']","['63,912', '']","['66,182', '']"
5461,r139,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,138,"['123,404', '']","['124,848', '']","['112,161', '']","['113,736', '']","['104,861', '']","['78,824', '']","['74,092', '']","['82,551', '']","['84,561', '']","['91,225', '']","['66,162', '']"
5461,r140,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,139,"['60,963', '']","['77,668', '']","['78,194', '']","['70,900', '']","['61,836', '']","['61,085', '']","['58,438', '']","['59,623', '']","['61,135', '']","['69,913', '']","['65,860', '']"
5461,r141,All institutions -> Rush U.,All institutions,Rush U.,2,140,"['51,304', '']","['57,978', '']","['57,512', '']","['57,063', '']","['53,501', '']","['52,193', '']","['50,332', '']","['51,532', '']","['64,178', '']","['68,941', '']","['65,343', '']"
5461,r142,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,141,"['58,115', '']","['55,374', '']","['55,150', '']","['53,898', '']","['50,904', '']","['49,977', '']","['51,630', '']","['53,438', '']","['59,879', '']","['60,967', '']","['63,827', '']"
5461,r143,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,142,"['23,732', '']","['21,980', '']","['27,251', '']","['28,216', '']","['29,470', '']","['36,843', '']","['40,897', '']","['54,842', '']","['55,241', '']","['54,882', '']","['62,835', '']"
5461,r144,All institutions -> Cold Spring Harbor Laboratory,All institutions,Cold Spring Harbor Laboratory,2,143,"['ne', '']","['51,529', '']","['43,874', '']","['41,002', '']","['41,845', '']","['49,063', '']","['50,478', '']","['54,260', '']","['67,139', '']","['73,854', '']","['62,068', '']"
5461,r145,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,144,"['98,050', '']","['90,283', '']","['90,338', '']","['86,546', '']","['80,247', '']","['78,253', '']","['61,494', '']","['59,087', '']","['53,417', '']","['57,183', '']","['60,056', '']"
5461,r146,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,145,"['40,116', '']","['38,176', '']","['35,590', '']","['33,825', '']","['30,164', '']","['33,617', '']","['38,726', '']","['44,465', '']","['51,975', '']","['52,919', '']","['58,745', '']"
5461,r147,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,146,"['58,597', '']","['61,110', '']","['44,669', '']","['44,257', '']","['46,993', '']","['47,591', '']","['50,645', '']","['52,008', '']","['52,934', '']","['54,740', '']","['58,178', '']"
5461,r148,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,147,"['44,026', '']","['47,782', '']","['55,663', '']","['52,296', '']","['39,778', '']","['47,232', '']","['63,223', '']","['56,178', '']","['42,538', '']","['51,657', '']","['56,078', '']"
5461,r149,All institutions -> Augusta U.,All institutions,Augusta U.,2,148,"['na', '']","['na', '']","['na', '']","['47,913', '']","['47,771', '']","['50,585', '']","['50,294', '']","['48,921', '']","['48,800', '']","['47,031', '']","['55,797', '']"
5461,r150,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,149,"['30,019', '']","['32,355', '']","['34,088', '']","['31,903', '']","['32,096', '']","['30,776', '']","['34,532', '']","['35,244', '']","['39,010', '']","['47,443', '']","['55,225', '']"
5461,r151,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,150,"['28,416', '']","['31,414', '']","['31,399', '']","['31,585', '']","['33,908', '']","['33,578', '']","['34,708', '']","['36,650', '']","['39,311', '']","['48,593', '']","['53,875', '']"
5461,r152,All institutions -> Cleveland State U.,All institutions,Cleveland State U.,2,151,"['24,894', '']","['42,292', '']","['46,205', '']","['50,002', '']","['44,139', '']","['41,721', '']","['49,659', '']","['52,317', '']","['54,987', '']","['50,982', '']","['53,234', '']"
5461,r153,All institutions -> U. Maine,All institutions,U. Maine,2,152,"['48,270', '']","['59,644', '']","['39,428', '']","['33,903', '']","['50,338', '']","['35,033', '']","['34,125', '']","['37,189', '']","['45,206', '']","['49,832', '']","['52,755', '']"
5461,r154,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,153,"['13,633', '']","['15,425', '']","['14,267', '']","['10,161', '']","['8,100', '']","['6,397', '']","['7,947', '']","['19,507', '']","['16,522', '']","['26,633', '']","['50,042', '']"
5461,r155,All institutions -> U. Idaho,All institutions,U. Idaho,2,154,"['45,082', '']","['52,812', '']","['53,765', '']","['52,430', '']","['49,423', '']","['49,591', '']","['50,083', '']","['48,879', '']","['47,475', '']","['48,462', '']","['49,818', '']"
5461,r156,All institutions -> Naval Postgraduate School,All institutions,Naval Postgraduate School,2,155,"['86,765', '']","['88,950', '']","['120,209', '']","['86,538', '']","['89,284', '']","['71,987', '']","['50,560', '']","['42,246', '']","['41,151', '']","['49,168', '']","['48,709', '']"
5461,r157,"All institutions -> U. Tennessee, Health Science Center",All institutions,"U. Tennessee, Health Science Center",2,156,"['52,650', 'i']","['51,840', '']","['48,473', '']","['42,269', '']","['41,830', '']","['39,356', '']","['38,374', '']","['39,138', '']","['39,421', '']","['42,396', '']","['48,264', '']"
5461,r158,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,157,"['54,559', '']","['58,951', '']","['62,063', '']","['60,765', '']","['58,940', '']","['59,417', '']","['48,887', '']","['47,749', '']","['46,385', '']","['47,245', '']","['47,934', '']"
5461,r159,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,158,"['32,659', '']","['37,203', '']","['34,123', '']","['30,562', '']","['26,014', '']","['33,486', '']","['39,527', '']","['42,198', '']","['48,288', '']","['46,871', '']","['45,196', '']"
5461,r160,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,159,"['29,671', '']","['28,190', '']","['30,473', '']","['28,588', '']","['24,079', '']","['26,858', '']","['24,853', '']","['30,588', '']","['34,063', '']","['39,198', '']","['42,157', '']"
5461,r161,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,160,"['52,381', '']","['53,913', '']","['54,411', '']","['46,397', '']","['40,191', '']","['37,457', '']","['42,253', '']","['40,845', '']","['48,858', '']","['47,235', '']","['42,021', '']"
5461,r162,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,161,"['36,729', '']","['40,764', '']","['34,487', '']","['28,324', '']","['25,956', '']","['24,710', '']","['23,952', '']","['26,104', '']","['30,331', '']","['45,687', '']","['41,791', '']"
5461,r163,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,162,"['43,282', '']","['47,793', '']","['44,061', '']","['43,963', '']","['45,800', '']","['46,764', '']","['47,708', '']","['44,819', '']","['37,371', '']","['40,333', '']","['40,815', '']"
5461,r164,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,163,"['24,475', '']","['26,802', '']","['25,670', '']","['25,441', '']","['25,874', '']","['28,998', '']","['26,499', '']","['28,078', '']","['28,982', '']","['33,948', '']","['40,037', '']"
5461,r165,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,164,"['53,746', '']","['59,769', '']","['51,690', '']","['45,175', '']","['44,807', '']","['43,526', '']","['42,062', '']","['37,226', '']","['37,873', '']","['37,595', '']","['39,049', '']"
5461,r166,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,165,"['14,990', '']","['17,687', '']","['15,946', '']","['15,533', '']","['18,044', '']","['20,111', '']","['22,997', '']","['25,615', '']","['29,137', '']","['35,156', '']","['38,492', '']"
5461,r167,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,166,"['56,998', '']","['81,855', '']","['85,876', '']","['44,200', '']","['36,687', '']","['38,498', '']","['41,186', '']","['42,331', '']","['40,052', '']","['38,757', '']","['38,419', '']"
5461,r168,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,167,"['34,439', '']","['34,765', '']","['39,274', '']","['37,741', '']","['34,528', '']","['40,334', '']","['41,384', '']","['43,759', '']","['43,214', '']","['40,111', '']","['37,495', '']"
5461,r169,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,168,"['25,945', '']","['32,387', '']","['32,515', '']","['27,963', '']","['25,477', '']","['28,029', '']","['27,019', '']","['24,344', '']","['27,660', '']","['33,233', '']","['37,198', '']"
5461,r170,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,169,"['27,407', '']","['32,508', '']","['32,835', '']","['31,734', '']","['30,214', '']","['28,581', '']","['29,609', '']","['28,332', '']","['32,366', '']","['34,488', '']","['35,912', '']"
5461,r171,All institutions -> Wright State U.,All institutions,Wright State U.,2,170,"['24,785', '']","['27,422', '']","['25,519', '']","['26,496', '']","['27,523', '']","['26,814', '']","['30,093', '']","['35,514', '']","['43,359', '']","['41,362', '']","['35,267', '']"
5461,r172,All institutions -> Saint Louis U.,All institutions,Saint Louis U.,2,171,"['33,655', '']","['38,206', '']","['35,841', '']","['31,230', '']","['29,396', '']","['27,343', '']","['26,323', '']","['27,005', '']","['27,694', '']","['33,941', '']","['34,163', '']"
5461,r173,All institutions -> U.S. Air Force Academy,All institutions,U.S. Air Force Academy,2,172,"['43,803', '']","['60,292', '']","['36,316', '']","['42,303', '']","['32,284', '']","['29,417', '']","['44,567', '']","['34,664', '']","['27,650', '']","['34,940', '']","['33,308', '']"
5461,r174,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,173,"['27,036', '']","['28,011', '']","['29,168', '']","['28,066', '']","['22,518', '']","['23,108', '']","['24,493', '']","['28,650', '']","['28,943', '']","['32,986', '']","['32,512', '']"
5461,r175,All institutions -> Stevens Institute of Technology,All institutions,Stevens Institute of Technology,2,174,"['26,366', '']","['31,269', '']","['25,794', '']","['23,004', '']","['22,130', '']","['25,054', '']","['28,090', '']","['26,438', '']","['25,521', '']","['27,703', '']","['32,141', '']"
5461,r176,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,175,"['21,576', '']","['23,207', '']","['21,830', '']","['24,574', '']","['28,475', '']","['31,250', '']","['30,021', '']","['30,063', '']","['31,592', '']","['33,072', '']","['32,061', '']"
5461,r177,All institutions -> Mercer U.,All institutions,Mercer U.,2,176,"['18,778', '']","['17,904', '']","['19,963', '']","['19,411', '']","['19,666', '']","['21,563', '']","['21,120', '']","['19,772', '']","['18,999', '']","['27,035', '']","['31,572', '']"
5461,r178,"All institutions -> Louisiana State U., Health Sciences Center, New Orleans",All institutions,"Louisiana State U., Health Sciences Center, New Orleans",2,177,"['46,142', '']","['45,581', '']","['40,637', '']","['36,886', '']","['34,637', '']","['36,027', '']","['31,526', '']","['28,018', '']","['26,988', '']","['31,290', '']","['31,381', '']"
5461,r179,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,178,"['51,198', '']","['52,543', '']","['45,326', '']","['37,128', '']","['35,308', '']","['35,037', '']","['34,792', '']","['34,134', '']","['34,485', '']","['34,693', '']","['31,109', '']"
5461,r180,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,179,"['147,375', '']","['154,966', '']","['165,374', '']","['151,962', '']","['142,589', '']","['18,090', '']","['19,507', '']","['19,630', '']","['22,071', '']","['25,672', '']","['30,102', '']"
5461,r181,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,180,"['32,170', '']","['39,064', '']","['39,063', '']","['39,756', '']","['39,860', '']","['37,900', '']","['37,359', '']","['34,718', '']","['36,402', '']","['32,975', '']","['30,038', '']"
5461,r182,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,181,"['26,311', '']","['30,771', '']","['27,951', '']","['28,446', '']","['25,313', '']","['26,700', '']","['28,021', '']","['27,899', '']","['29,861', '']","['32,117', '']","['30,022', '']"
5461,r183,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,182,"['32,680', '']","['32,881', '']","['27,698', '']","['25,153', '']","['26,161', '']","['25,458', '']","['24,586', '']","['23,426', '']","['24,503', '']","['29,857', '']","['29,685', '']"
5461,r184,All institutions -> Howard U.,All institutions,Howard U.,2,183,"['32,211', '']","['35,632', '']","['37,336', '']","['33,403', '']","['32,052', '']","['38,051', '']","['32,967', '']","['33,893', '']","['32,573', '']","['29,422', '']","['28,785', '']"
5461,r185,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,184,"['31,497', '']","['29,642', '']","['24,567', '']","['23,980', '']","['26,585', '']","['26,970', '']","['24,683', '']","['28,460', '']","['32,711', '']","['27,172', '']","['28,187', '']"
5461,r186,"All institutions -> SUNY, Polytechnic Institute",All institutions,"SUNY, Polytechnic Institute",2,185,"['na', '']","['na', '']","['na', '']","['na', '']","['21,208', '']","['14,641', '']","['21,380', '']","['41,247', '']","['41,753', '']","['38,222', '']","['27,993', '']"
5461,r187,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,186,"['26,971', '']","['25,272', '']","['25,327', '']","['22,564', '']","['24,163', '']","['26,769', '']","['28,793', '']","['31,902', '']","['33,045', '']","['32,143', '']","['27,538', '']"
5461,r188,All institutions -> U. Toledo,All institutions,U. Toledo,2,187,"['36,984', '']","['42,680', '']","['38,563', '']","['37,539', '']","['31,648', '']","['26,428', '']","['24,860', '']","['22,371', '']","['25,056', '']","['27,802', '']","['27,412', '']"
5461,r189,"All institutions -> U. Puerto Rico, Medical Sciences Campus",All institutions,"U. Puerto Rico, Medical Sciences Campus",2,188,"['29,813', '']","['54,381', '']","['35,173', '']","['31,037', '']","['30,197', '']","['31,889', '']","['33,348', '']","['29,869', '']","['30,597', '']","['34,570', '']","['27,033', '']"
5461,r190,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,189,"['30,534', '']","['34,084', '']","['31,877', '']","['30,478', '']","['30,568', '']","['27,857', '']","['27,556', '']","['32,898', '']","['28,792', '']","['27,633', '']","['26,904', '']"
5461,r191,"All institutions -> SUNY, Downstate Medical Center",All institutions,"SUNY, Downstate Medical Center",2,190,"['25,023', '']","['33,964', '']","['34,884', '']","['31,972', '']","['25,802', '']","['20,779', '']","['25,941', '']","['22,496', '']","['26,302', '']","['26,914', '']","['26,454', '']"
5461,r192,"All institutions -> U. North Carolina, Charlotte",All institutions,"U. North Carolina, Charlotte",2,191,"['15,444', '']","['14,358', '']","['16,997', '']","['18,257', '']","['16,637', '']","['17,028', '']","['18,733', '']","['19,436', '']","['21,366', '']","['24,917', '']","['26,335', '']"
5461,r193,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,192,"['12,060', '']","['11,879', '']","['12,435', '']","['10,007', '']","['9,050', '']","['10,315', '']","['9,479', '']","['14,953', '']","['20,766', '']","['30,341', '']","['25,919', '']"
5461,r194,"All institutions -> U. North Texas, Health Science Center",All institutions,"U. North Texas, Health Science Center",2,193,"['25,847', '']","['26,132', '']","['26,627', '']","['24,187', '']","['21,943', '']","['22,422', '']","['27,163', '']","['26,368', '']","['27,579', '']","['27,260', '']","['25,917', '']"
5461,r195,All institutions -> Lehigh U.,All institutions,Lehigh U.,2,194,"['22,084', '']","['20,485', '']","['20,419', '']","['20,878', '']","['20,677', '']","['20,680', '']","['19,512', '']","['22,640', '']","['23,649', '']","['24,282', '']","['25,574', '']"
5461,r196,All institutions -> William & Mary,All institutions,William & Mary,2,195,"['22,478', '']","['23,502', '']","['25,349', '']","['24,619', '']","['27,232', '']","['27,722', '']","['28,771', '']","['28,062', '']","['27,836', '']","['27,112', '']","['25,460', '']"
5461,r197,All institutions -> Worcester Polytechnic Institute,All institutions,Worcester Polytechnic Institute,2,196,"['12,705', '']","['14,773', '']","['12,161', '']","['16,275', '']","['18,310', '']","['25,743', '']","['24,854', '']","['18,559', '']","['18,084', '']","['22,144', '']","['25,320', '']"
5461,r198,All institutions -> Boston C.,All institutions,Boston C.,2,197,"['31,351', '']","['23,845', '']","['23,685', '']","['22,780', '']","['19,462', '']","['17,409', '']","['23,184', '']","['26,937', '']","['27,674', '']","['28,017', '']","['25,213', '']"
5461,r199,All institutions -> Boise State U.,All institutions,Boise State U.,2,198,"['14,237', '']","['18,423', '']","['19,446', '']","['15,181', '']","['15,183', '']","['17,562', '']","['16,112', '']","['18,754', '']","['23,157', '']","['22,354', '']","['25,121', '']"
5461,r200,All institutions -> Portland State U.,All institutions,Portland State U.,2,199,"['25,853', '']","['29,660', '']","['30,090', '']","['27,899', '']","['26,147', '']","['23,389', '']","['25,310', '']","['23,645', '']","['23,437', '']","['26,301', '']","['24,752', '']"
5461,r201,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,200,"['23,641', '']","['28,336', '']","['26,424', '']","['23,872', '']","['23,726', '']","['24,222', '']","['22,519', '']","['21,673', '']","['24,348', '']","['22,909', '']","['24,713', '']"
5461,r202,All institutions -> Illinois Institute of Technology,All institutions,Illinois Institute of Technology,2,201,"['27,780', '']","['33,016', '']","['27,515', '']","['28,255', '']","['25,506', '']","['25,479', '']","['23,542', '']","['26,191', '']","['27,742', '']","['28,753', '']","['24,152', '']"
5461,r203,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,202,"['19,493', '']","['18,546', '']","['17,435', '']","['16,186', '']","['16,765', '']","['17,479', '']","['22,545', '']","['23,913', '']","['22,692', '']","['22,195', '']","['24,079', '']"
5461,r204,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,203,"['20,766', '']","['20,443', '']","['20,151', '']","['16,749', '']","['14,757', '']","['16,038', '']","['18,363', '']","['20,601', '']","['22,964', '']","['23,626', '']","['24,027', '']"
5461,r205,"All institutions -> SUNY, Upstate Medical U.",All institutions,"SUNY, Upstate Medical U.",2,204,"['27,959', '']","['28,663', '']","['27,013', '']","['23,730', '']","['21,334', '']","['19,213', '']","['18,942', '']","['19,991', '']","['20,391', '']","['22,028', '']","['23,940', '']"
5461,r206,"All institutions -> CUNY, Hunter C.",All institutions,"CUNY, Hunter C.",2,205,"['17,543', '']","['21,191', '']","['22,078', '']","['21,465', '']","['18,825', '']","['19,018', '']","['19,597', '']","['18,179', '']","['20,053', '']","['21,188', '']","['23,638', '']"
