table_id,row_id,_b_agency_or_facility_b_full_path,_b_agency_or_facility_b_level_1,_b_agency_or_facility_b_level_2,_b_agency_or_facility_b_level_3,_b_agency_or_facility_b_level_4,_b_agency_or_facility_b_level_5,_b_agency_or_facility_b_level_6,_b_agency_or_facility_b_hierarchy_depth,field_all_r_d_expenditures,field_r_d_field_agricultural_sciences_and_natural_resources_and_conservation,field_r_d_field_biological_biomedical_and_health_sciences,field_r_d_field_computer_and_information_sciences,field_r_d_field_geosciences_atmospheric_sciences_and_ocean_sciences,field_r_d_field_mathematics_and_statistics,field_r_d_field_physical_sciences,field_r_d_field_psychology,field_r_d_field_social_sciences,field_r_d_field_engineering,field_r_d_field_other_fields
12495,r076,All agencies -> Department of Commerce -> National Oceanic and Atmospheric Administration -> Oceanic and Atmospheric Research -> Global Ocean Monitoring and Observing Program,All agencies,Department of Commerce,National Oceanic and Atmospheric Administration,Oceanic and Atmospheric Research,Global Ocean Monitoring and Observing Program,,5,"['16,745', '']","['0', '']","['0', '']","['0', '']","['16,745', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r077,All agencies -> Department of Commerce -> National Oceanic and Atmospheric Administration -> Oceanic and Atmospheric Research -> Global Systems Laboratory,All agencies,Department of Commerce,National Oceanic and Atmospheric Administration,Oceanic and Atmospheric Research,Global Systems Laboratory,,5,"['15,959', '']","['0', '']","['0', '']","['0', '']","['15,959', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r078,All agencies -> Department of Commerce -> National Oceanic and Atmospheric Administration -> Oceanic and Atmospheric Research -> Great Lakes Environmental Research Laboratory,All agencies,Department of Commerce,National Oceanic and Atmospheric Administration,Oceanic and Atmospheric Research,Great Lakes Environmental Research Laboratory,,5,"['12,660', '']","['0', '']","['0', '']","['0', '']","['12,660', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r079,All agencies -> Department of Commerce -> National Oceanic and Atmospheric Administration -> Oceanic and Atmospheric Research -> National Sea Grant College Program,All agencies,Department of Commerce,National Oceanic and Atmospheric Administration,Oceanic and Atmospheric Research,National Sea Grant College Program,,5,"['21,562', '']","['0', '']","['0', '']","['0', '']","['21,562', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r080,All agencies -> Department of Commerce -> National Oceanic and Atmospheric Administration -> Oceanic and Atmospheric Research -> National Severe Storms Laboratory,All agencies,Department of Commerce,National Oceanic and Atmospheric Administration,Oceanic and Atmospheric Research,National Severe Storms Laboratory,,5,"['26,747', '']","['0', '']","['0', '']","['0', '']","['26,747', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r081,All agencies -> Department of Commerce -> National Oceanic and Atmospheric Administration -> Oceanic and Atmospheric Research -> Ocean Acidification Program,All agencies,Department of Commerce,National Oceanic and Atmospheric Administration,Oceanic and Atmospheric Research,Ocean Acidification Program,,5,"['1,475', '']","['0', '']","['0', '']","['0', '']","['1,475', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r082,All agencies -> Department of Commerce -> National Oceanic and Atmospheric Administration -> Oceanic and Atmospheric Research -> Office of Ocean Exploration and Research,All agencies,Department of Commerce,National Oceanic and Atmospheric Administration,Oceanic and Atmospheric Research,Office of Ocean Exploration and Research,,5,"['24,242', '']","['0', '']","['0', '']","['0', '']","['24,242', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r083,All agencies -> Department of Commerce -> National Oceanic and Atmospheric Administration -> Oceanic and Atmospheric Research -> Office of Research Transition and Application,All agencies,Department of Commerce,National Oceanic and Atmospheric Administration,Oceanic and Atmospheric Research,Office of Research Transition and Application,,5,"['7,988', '']","['0', '']","['0', '']","['0', '']","['7,988', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r084,All agencies -> Department of Commerce -> National Oceanic and Atmospheric Administration -> Oceanic and Atmospheric Research -> Pacific Marine Environment Laboratory,All agencies,Department of Commerce,National Oceanic and Atmospheric Administration,Oceanic and Atmospheric Research,Pacific Marine Environment Laboratory,,5,"['26,030', '']","['0', '']","['0', '']","['0', '']","['26,030', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r085,All agencies -> Department of Commerce -> National Oceanic and Atmospheric Administration -> Oceanic and Atmospheric Research -> Physical Sciences Laboratory,All agencies,Department of Commerce,National Oceanic and Atmospheric Administration,Oceanic and Atmospheric Research,Physical Sciences Laboratory,,5,"['19,840', '']","['0', '']","['0', '']","['0', '']","['19,840', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r086,All agencies -> Department of Commerce -> National Oceanic and Atmospheric Administration -> Oceanic and Atmospheric Research -> Weather Program Office,All agencies,Department of Commerce,National Oceanic and Atmospheric Administration,Oceanic and Atmospheric Research,Weather Program Office,,5,"['23,007', '']","['0', '']","['0', '']","['0', '']","['23,007', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r087,All agencies -> Department of Commerce -> National Oceanic and Atmospheric Administration -> Office of Marine and Aviation Operations,All agencies,Department of Commerce,National Oceanic and Atmospheric Administration,Office of Marine and Aviation Operations,,,4,"['25,577', '']","['0', '']","['0', '']","['0', '']","['25,577', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r088,All agencies -> Department of Commerce -> National Oceanic and Atmospheric Administration -> Office of Marine and Aviation Operations -> Marine and Aviation Operations Center,All agencies,Department of Commerce,National Oceanic and Atmospheric Administration,Office of Marine and Aviation Operations,Marine and Aviation Operations Center,,5,"['5,424', '']","['0', '']","['0', '']","['0', '']","['5,424', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r089,All agencies -> Department of Commerce -> National Oceanic and Atmospheric Administration -> Office of Marine and Aviation Operations -> National Oceanic and Atmospheric Administration Corps,All agencies,Department of Commerce,National Oceanic and Atmospheric Administration,Office of Marine and Aviation Operations,National Oceanic and Atmospheric Administration Corps,,5,"['20,152', '']","['0', '']","['0', '']","['0', '']","['20,152', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r090,All agencies -> Department of Commerce -> National Telecommunications and Information Administration,All agencies,Department of Commerce,National Telecommunications and Information Administration,,,,3,"['7,310', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['7,310', 'i']","['0', 'i']"
12495,r091,All agencies -> Department of Commerce -> National Telecommunications and Information Administration -> Institute for Telecommunication Sciences,All agencies,Department of Commerce,National Telecommunications and Information Administration,Institute for Telecommunication Sciences,,,4,"['7,310', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['7,310', 'i']","['0', 'i']"
12495,r092,All agencies -> Department of Defense,All agencies,Department of Defense,,,,,2,"['20,864,136', ' ']","['60,907', ' ']","['822,741', ' ']","['1,303,782', ' ']","['123,579', ' ']","['211,133', ' ']","['916,826', ' ']","['12,928', ' ']","['40,323', ' ']","['14,851,963', ' ']","['2,519,955', 'i']"
12495,r093,All agencies -> Department of Defense -> Defense Information Systems Agency,All agencies,Department of Defense,Defense Information Systems Agency,,,,3,"['64,816', '']","['0', '']","['0', '']","['58,148', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['216', '']","['6,452', '']"
12495,r094,All agencies -> Department of Defense -> Department of the Air Force,All agencies,Department of Defense,Department of the Air Force,,,,3,"['6,364,822', 'i']","['123', 'i']","['11,557', 'i']","['95,305', 'i']","['166', 'i']","['3,617', 'i']","['75,567', 'i']","['224', 'i']","['1,231', 'i']","['4,415,852', 'i']","['1,761,179', 'i']"
12495,r095,All agencies -> Department of Defense -> Department of the Air Force -> Materiel Command,All agencies,Department of Defense,Department of the Air Force,Materiel Command,,,4,"['6,364,822', 'i']","['123', 'i']","['11,557', 'i']","['95,305', 'i']","['166', 'i']","['3,617', 'i']","['75,567', 'i']","['224', 'i']","['1,231', 'i']","['4,415,852', 'i']","['1,761,179', 'i']"
12495,r096,All agencies -> Department of Defense -> Department of the Air Force -> Materiel Command -> Air Force Civil Engineer Center,All agencies,Department of Defense,Department of the Air Force,Materiel Command,Air Force Civil Engineer Center,,5,"['27,922', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['27,922', 'i']"
12495,r097,All agencies -> Department of Defense -> Department of the Air Force -> Materiel Command -> Air Force Life Cycle Management Center,All agencies,Department of Defense,Department of the Air Force,Materiel Command,Air Force Life Cycle Management Center,,5,"['2,560,962', 'i']","['0', 'i']","['0', 'i']","['45,116', 'i']","['166', 'i']","['0', 'i']","['24,629', 'i']","['0', 'i']","['0', 'i']","['1,150,018', 'i']","['1,341,033', 'i']"
12495,r098,All agencies -> Department of Defense -> Department of the Air Force -> Materiel Command -> Air Force Nuclear Weapons Center,All agencies,Department of Defense,Department of the Air Force,Materiel Command,Air Force Nuclear Weapons Center,,5,"['511,311', 'i']","['0', 'i']","['0', 'i']","['1,034', 'i']","['0', 'i']","['0', 'i']","['1,176', 'i']","['0', 'i']","['0', 'i']","['449,656', 'i']","['59,446', 'i']"
12495,r099,All agencies -> Department of Defense -> Department of the Air Force -> Materiel Command -> Air Force Research Laboratory,All agencies,Department of Defense,Department of the Air Force,Materiel Command,Air Force Research Laboratory,,5,"['2,670,981', 'i']","['123', 'i']","['11,557', 'i']","['49,154', 'i']","['0', 'i']","['3,617', 'i']","['49,763', 'i']","['224', 'i']","['1,231', 'i']","['2,267,209', 'i']","['288,103', 'i']"
12495,r100,All agencies -> Department of Defense -> Department of the Air Force -> Materiel Command -> Air Force Test Center,All agencies,Department of Defense,Department of the Air Force,Materiel Command,Air Force Test Center,,5,"['593,645', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['548,969', 'i']","['44,676', 'i']"
12495,r101,All agencies -> Department of Defense -> Department of the Army,All agencies,Department of Defense,Department of the Army,,,,3,"['5,816,747', ' ']","['60,784', ' ']","['653,639', ' ']","['252,884', ' ']","['26,448', ' ']","['26,229', ' ']","['182,022', ' ']","['1,763', ' ']","['38,949', ' ']","['4,281,957', ' ']","['292,073', ' ']"
12495,r102,All agencies -> Department of Defense -> Department of the Army -> Army Cyber Command,All agencies,Department of Defense,Department of the Army,Army Cyber Command,,,4,"['455,350', 'i']","['4,758', 'i']","['51,169', 'i']","['19,796', 'i']","['2,070', 'i']","['2,053', 'i']","['14,249', 'i']","['138', 'i']","['3,049', 'i']","['335,203', 'i']","['22,864', 'i']"
12495,r103,All agencies -> Department of Defense -> Department of the Army -> Army Engineer Research and Development Center,All agencies,Department of Defense,Department of the Army,Army Engineer Research and Development Center,,,4,"['725,537', '']","['50,233', '']","['25,926', '']","['107,352', '']","['7,292', '']","['17,419', '']","['108,567', '']","['0', '']","['31,193', '']","['377,555', '']","['0', '']"
12495,r104,All agencies -> Department of Defense -> Department of the Army -> Army Medical Research and Development Command,All agencies,Department of Defense,Department of the Army,Army Medical Research and Development Command,,,4,"['472,520', '']","['0', '']","['472,520', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r105,All agencies -> Department of Defense -> Department of the Army -> Army Research Institute for the Behavioral and Social Sciences,All agencies,Department of Defense,Department of the Army,Army Research Institute for the Behavioral and Social Sciences,,,4,"['455,350', 'i']","['4,758', 'i']","['51,169', 'i']","['19,796', 'i']","['2,070', 'i']","['2,053', 'i']","['14,249', 'i']","['138', 'i']","['3,049', 'i']","['335,203', 'i']","['22,864', 'i']"
12495,r106,All agencies -> Department of Defense -> Department of the Army -> Combat Capabilities Development Command (DEVCOM),All agencies,Department of Defense,Department of the Army,Combat Capabilities Development Command (DEVCOM),,,4,"['3,630,576', '']","['1,034', 'i']","['52,856', ' ']","['105,940', ' ']","['15,015', ' ']","['4,703', ' ']","['44,956', ' ']","['1,487', ' ']","['1,658', ' ']","['3,163,996', ' ']","['238,931', ' ']"
12495,r107,All agencies -> Department of Defense -> Department of the Army -> Combat Capabilities Development Command (DEVCOM) -> Armaments Center,All agencies,Department of Defense,Department of the Army,Combat Capabilities Development Command (DEVCOM),Armaments Center,,5,"['708,689', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['708,689', '']","['0', '']"
12495,r108,All agencies -> Department of Defense -> Department of the Army -> Combat Capabilities Development Command (DEVCOM) -> Army Research Laboratory,All agencies,Department of Defense,Department of the Army,Combat Capabilities Development Command (DEVCOM),Army Research Laboratory,,5,"['251,882', '']","['0', '']","['6,709', '']","['43,104', '']","['14,565', '']","['4,257', '']","['29,009', '']","['946', '']","['995', '']","['45,804', '']","['106,494', '']"
12495,r109,All agencies -> Department of Defense -> Department of the Army -> Combat Capabilities Development Command (DEVCOM) -> Aviation and Missile Center,All agencies,Department of Defense,Department of the Army,Combat Capabilities Development Command (DEVCOM),Aviation and Missile Center,,5,"['1,920,096', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,920,096', '']","['0', '']"
12495,r110,All agencies -> Department of Defense -> Department of the Army -> Combat Capabilities Development Command (DEVCOM) -> Chemical Biological Center,All agencies,Department of Defense,Department of the Army,Combat Capabilities Development Command (DEVCOM),Chemical Biological Center,,5,"['102,085', '']","['0', '']","['35,025', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['27,692', '']","['39,367', '']"
12495,r111,"All agencies -> Department of Defense -> Department of the Army -> Combat Capabilities Development Command (DEVCOM) -> Command, Control, Communications, Computers, Cyber, Intelligence, Surveillance, and Reconnaissance Center",All agencies,Department of Defense,Department of the Army,Combat Capabilities Development Command (DEVCOM),"Command, Control, Communications, Computers, Cyber, Intelligence, Surveillance, and Reconnaissance Center",,5,"['214,162', '']","['0', '']","['0', '']","['55,682', '']","['0', '']","['0', '']","['12,850', '']","['0', '']","['0', '']","['145,630', '']","['0', '']"
12495,r112,All agencies -> Department of Defense -> Department of the Army -> Combat Capabilities Development Command (DEVCOM) -> Data and Analysis Center,All agencies,Department of Defense,Department of the Army,Combat Capabilities Development Command (DEVCOM),Data and Analysis Center,,5,"['10,018', '']","['0', '']","['0', '']","['2,851', '']","['0', '']","['0', '']","['0', '']","['512', '']","['0', '']","['6,656', '']","['0', '']"
12495,r113,All agencies -> Department of Defense -> Department of the Army -> Combat Capabilities Development Command (DEVCOM) -> DEVCOM Headquarters,All agencies,Department of Defense,Department of the Army,Combat Capabilities Development Command (DEVCOM),DEVCOM Headquarters,,5,"['88,100', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['88,100', '']"
12495,r114,All agencies -> Department of Defense -> Department of the Army -> Combat Capabilities Development Command (DEVCOM) -> Ground Vehicle Systems Center,All agencies,Department of Defense,Department of the Army,Combat Capabilities Development Command (DEVCOM),Ground Vehicle Systems Center,,5,"['236,569', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['236,569', '']","['0', '']"
12495,r115,All agencies -> Department of Defense -> Department of the Army -> Combat Capabilities Development Command (DEVCOM) -> Soldier Center,All agencies,Department of Defense,Department of the Army,Combat Capabilities Development Command (DEVCOM),Soldier Center,,5,"['98,974', '']","['1,034', 'i']","['11,122', 'i']","['4,303', 'i']","['450', 'i']","['446', 'i']","['3,097', 'i']","['30', 'i']","['663', 'i']","['72,859', 'i']","['4,970', 'i']"
12495,r116,All agencies -> Department of Defense -> Department of the Army -> Space and Missile Defense Command,All agencies,Department of Defense,Department of the Army,Space and Missile Defense Command,,,4,"['77,414', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['70,000', '']","['7,414', '']"
12495,r117,All agencies -> Department of Defense -> Department of the Navy,All agencies,Department of Defense,Department of the Navy,,,,3,"['5,783,576', ' ']","['0', ' ']","['157,544', ' ']","['895,834', ' ']","['96,964', ' ']","['181,288', ' ']","['659,237', ' ']","['10,941', ' ']","['143', ' ']","['3,336,519', ' ']","['445,106', ' ']"
12495,r118,All agencies -> Department of Defense -> Department of the Navy -> Bureau of Medicine and Surgery,All agencies,Department of Defense,Department of the Navy,Bureau of Medicine and Surgery,,,4,"['129,796', '']","['0', '']","['112,145', '']","['0', '']","['0', '']","['0', '']","['0', '']","['6,896', '']","['0', '']","['10,754', '']","['0', '']"
12495,r119,All agencies -> Department of Defense -> Department of the Navy -> Bureau of Medicine and Surgery -> Naval Medical Research Command<sup>a</sup>,All agencies,Department of Defense,Department of the Navy,Bureau of Medicine and Surgery,Naval Medical Research Command<sup>a</sup>,,5,"['129,796', '']","['0', '']","['112,145', '']","['0', '']","['0', '']","['0', '']","['0', '']","['6,896', '']","['0', '']","['10,754', '']","['0', '']"
12495,r120,All agencies -> Department of Defense -> Department of the Navy -> Bureau of Medicine and Surgery -> Naval Medical Research Command<sup>a</sup> -> Naval Health Research Center,All agencies,Department of Defense,Department of the Navy,Bureau of Medicine and Surgery,Naval Medical Research Command<sup>a</sup>,Naval Health Research Center,6,"['26,826', '']","['0', '']","['26,826', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r121,All agencies -> Department of Defense -> Department of the Navy -> Bureau of Medicine and Surgery -> Naval Medical Research Command<sup>a</sup> -> Naval Medical Research Unit - Dayton,All agencies,Department of Defense,Department of the Navy,Bureau of Medicine and Surgery,Naval Medical Research Command<sup>a</sup>,Naval Medical Research Unit - Dayton,6,"['22,122', '']","['0', '']","['8,628', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,740', '']","['0', '']","['10,754', '']","['0', '']"
12495,r122,All agencies -> Department of Defense -> Department of the Navy -> Bureau of Medicine and Surgery -> Naval Medical Research Command<sup>a</sup> -> Naval Medical Research Unit - INDO PACIFIC,All agencies,Department of Defense,Department of the Navy,Bureau of Medicine and Surgery,Naval Medical Research Command<sup>a</sup>,Naval Medical Research Unit - INDO PACIFIC,6,"['1,314', '']","['0', '']","['1,314', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r123,All agencies -> Department of Defense -> Department of the Navy -> Bureau of Medicine and Surgery -> Naval Medical Research Command<sup>a</sup> -> Naval Medical Research Unit - San Antonio,All agencies,Department of Defense,Department of the Navy,Bureau of Medicine and Surgery,Naval Medical Research Command<sup>a</sup>,Naval Medical Research Unit - San Antonio,6,"['11,803', '']","['0', '']","['11,803', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r124,All agencies -> Department of Defense -> Department of the Navy -> Bureau of Medicine and Surgery -> Naval Medical Research Command<sup>a</sup> -> Naval Medical Research Unit - South,All agencies,Department of Defense,Department of the Navy,Bureau of Medicine and Surgery,Naval Medical Research Command<sup>a</sup>,Naval Medical Research Unit - South,6,"['9,466', '']","['0', '']","['9,466', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r125,All agencies -> Department of Defense -> Department of the Navy -> Bureau of Medicine and Surgery -> Naval Medical Research Command<sup>a</sup> -> Naval Submarine Medical Research Laboratory,All agencies,Department of Defense,Department of the Navy,Bureau of Medicine and Surgery,Naval Medical Research Command<sup>a</sup>,Naval Submarine Medical Research Laboratory,6,"['8,990', '']","['0', '']","['4,834', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4,156', '']","['0', '']","['0', '']","['0', '']"
12495,r126,All agencies -> Department of Defense -> Department of the Navy -> Marine Corps,All agencies,Department of Defense,Department of the Navy,Marine Corps,,,4,"['287,952', 'i']","['0', 'i']","['9,062', 'i']","['41,773', 'i']","['5,578', 'i']","['10,428', 'i']","['37,921', 'i']","['629', 'i']","['8', 'i']","['166,215', 'i']","['16,337', 'i']"
12495,r127,All agencies -> Department of Defense -> Department of the Navy -> Naval Air Warfare Center Aircraft Division,All agencies,Department of Defense,Department of the Navy,Naval Air Warfare Center Aircraft Division,,,4,"['857,385', '']","['0', '']","['0', '']","['187,009', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['492,770', '']","['177,606', '']"
12495,r128,All agencies -> Department of Defense -> Department of the Navy -> Naval Air Warfare Center Weapon Division,All agencies,Department of Defense,Department of the Navy,Naval Air Warfare Center Weapon Division,,,4,"['777,721', '']","['0', 'i']","['0', 'i']","['169,633', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['446,984', 'i']","['161,104', 'i']"
12495,r129,All agencies -> Department of Defense -> Department of the Navy -> Naval Facilities Engineering and Expeditionary Warfare Center,All agencies,Department of Defense,Department of the Navy,Naval Facilities Engineering and Expeditionary Warfare Center,,,4,"['57,092', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['57,092', '']","['0', '']"
12495,r130,All agencies -> Department of Defense -> Department of the Navy -> Naval Information Warfare Systems Command,All agencies,Department of Defense,Department of the Navy,Naval Information Warfare Systems Command,,,4,"['565,094', '']","['0', '']","['5,083', '']","['177,337', '']","['11,100', '']","['45,237', '']","['17,016', '']","['3,284', '']","['133', '']","['251,027', '']","['54,877', '']"
12495,r131,All agencies -> Department of Defense -> Department of the Navy -> Naval Information Warfare Systems Command -> Naval Information Warfare Center Atlantic,All agencies,Department of Defense,Department of the Navy,Naval Information Warfare Systems Command,Naval Information Warfare Center Atlantic,,5,"['145,315', '']","['0', '']","['0', '']","['37,753', '']","['0', '']","['34,498', '']","['770', '']","['276', '']","['0', '']","['51,093', '']","['20,925', '']"
12495,r132,All agencies -> Department of Defense -> Department of the Navy -> Naval Information Warfare Systems Command -> Naval Information Warfare Center Pacific,All agencies,Department of Defense,Department of the Navy,Naval Information Warfare Systems Command,Naval Information Warfare Center Pacific,,5,"['419,779', '']","['0', '']","['5,083', '']","['139,584', '']","['11,100', '']","['10,739', '']","['16,245', '']","['3,008', '']","['133', '']","['199,934', '']","['33,952', '']"
12495,r133,All agencies -> Department of Defense -> Department of the Navy -> Naval Observatory,All agencies,Department of Defense,Department of the Navy,Naval Observatory,,,4,"['29,941', 'i']","['0', 'i']","['942', 'i']","['4,343', 'i']","['580', 'i']","['1,084', 'i']","['3,943', 'i']","['65', 'i']","['1', 'i']","['17,283', 'i']","['1,699', 'i']"
12495,r134,All agencies -> Department of Defense -> Department of the Navy -> Naval Oceanographic Office,All agencies,Department of Defense,Department of the Navy,Naval Oceanographic Office,,,4,"['29,941', 'i']","['0', 'i']","['942', 'i']","['4,343', 'i']","['580', 'i']","['1,084', 'i']","['3,943', 'i']","['65', 'i']","['1', 'i']","['17,283', 'i']","['1,699', 'i']"
12495,r135,All agencies -> Department of Defense -> Department of the Navy -> Naval Sea Systems Command Warfare Centers,All agencies,Department of Defense,Department of the Navy,Naval Sea Systems Command Warfare Centers,,,4,"['2,180,415', '']","['0', '']","['3,442', '']","['258,162', '']","['0', '']","['123,454', '']","['125,784', '']","['0', '']","['0', '']","['1,669,572', '']","['0', '']"
12495,r136,All agencies -> Department of Defense -> Department of the Navy -> Naval Sea Systems Command Warfare Centers -> Naval Surface Warfare Center,All agencies,Department of Defense,Department of the Navy,Naval Sea Systems Command Warfare Centers,Naval Surface Warfare Center,,5,"['1,842,591', '']","['0', '']","['740', '']","['199,719', '']","['0', '']","['110,955', '']","['118,352', '']","['0', '']","['0', '']","['1,412,826', '']","['0', '']"
12495,r137,All agencies -> Department of Defense -> Department of the Navy -> Naval Sea Systems Command Warfare Centers -> Naval Undersea Warfare Center,All agencies,Department of Defense,Department of the Navy,Naval Sea Systems Command Warfare Centers,Naval Undersea Warfare Center,,5,"['337,824', '']","['0', '']","['2,703', '']","['58,444', '']","['0', '']","['12,499', '']","['7,432', '']","['0', '']","['0', '']","['256,746', '']","['0', '']"
12495,r138,All agencies -> Department of Defense -> Department of the Navy -> Office of Naval Research,All agencies,Department of Defense,Department of the Navy,Office of Naval Research,,,4,"['868,240', '']","['0', '']","['25,926', '']","['53,233', '']","['79,127', '']","['0', '']","['470,630', '']","['0', '']","['0', '']","['207,539', '']","['31,785', '']"
12495,r139,All agencies -> Department of Defense -> Department of the Navy -> Office of Naval Research -> Naval Research Laboratory,All agencies,Department of Defense,Department of the Navy,Office of Naval Research,Naval Research Laboratory,,5,"['868,240', '']","['0', '']","['25,926', '']","['53,233', '']","['79,127', '']","['0', '']","['470,630', '']","['0', '']","['0', '']","['207,539', '']","['31,785', '']"
12495,r140,All agencies -> Department of Defense -> Missile Defense Agency,All agencies,Department of Defense,Missile Defense Agency,,,,3,"['420,524', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['420,524', '']","['0', '']"
12495,r141,All agencies -> Department of Defense -> Space Force,All agencies,Department of Defense,Space Force,,,,3,"['2,413,651', '']","['0', '']","['0', '']","['1,611', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,396,896', '']","['15,145', '']"
12495,r142,All agencies -> Department of Defense -> Space Force -> Advanced Extremely High Frequency Military Satellite Communications (MILSATCOM) Space Modernization Initiative,All agencies,Department of Defense,Space Force,Advanced Extremely High Frequency Military Satellite Communications (MILSATCOM) Space Modernization Initiative,,,4,"['27,003', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['27,003', '']","['0', '']"
12495,r143,All agencies -> Department of Defense -> Space Force -> Commercial Satellite Communications (SATCOM),All agencies,Department of Defense,Space Force,Commercial Satellite Communications (SATCOM),,,4,"['20,205', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['20,205', '']","['0', '']"
12495,r144,All agencies -> Department of Defense -> Space Force -> Counter Communications System,All agencies,Department of Defense,Space Force,Counter Communications System,,,4,"['5,895', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5,895', '']","['0', '']"
12495,r145,All agencies -> Department of Defense -> Space Force -> Electro-Optical/ Infrared Weather Systems,All agencies,Department of Defense,Space Force,Electro-Optical/ Infrared Weather Systems,,,4,"['1,862', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,862', '']"
12495,r146,All agencies -> Department of Defense -> Space Force -> Evolved Strategic SATCOM,All agencies,Department of Defense,Space Force,Evolved Strategic SATCOM,,,4,"['108,519', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['108,519', '']","['0', '']"
12495,r147,All agencies -> Department of Defense -> Space Force -> Global Positioning Systems III Follow-on,All agencies,Department of Defense,Space Force,Global Positioning Systems III Follow-on,,,4,"['138,971', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['138,971', '']","['0', '']"
12495,r148,All agencies -> Department of Defense -> Space Force -> Ground Based Optical Sensor System,All agencies,Department of Defense,Space Force,Ground Based Optical Sensor System,,,4,"['45,388', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['45,388', '']","['0', '']"
