table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_local_government,field_source_of_funds_institution_funds,field_source_of_funds_business,field_source_of_funds_nonprofit_organizations,field_source_of_funds_all_other_sources
12713,r197,United States -> Idaho -> Public -> U. Idaho,United States,Idaho,Public,U. Idaho,4,"['135,901', '']","['61,531', '']","['47,894', '']","['20,377', '']","['1,846', '']","['852', '']","['3,401', '']"
12713,r198,United States -> Illinois,United States,Illinois,,,2,"['3,476,127', '']","['2,115,612', '']","['51,323', '']","['868,708', '']","['198,082', '']","['199,884', '']","['42,518', '']"
12713,r199,United States -> Illinois -> Public,United States,Illinois,Public,,3,"['1,468,622', '']","['790,564', '']","['43,270', '']","['472,037', '']","['62,512', '']","['68,699', '']","['31,540', '']"
12713,r200,United States -> Illinois -> Public -> Chicago State U.,United States,Illinois,Public,Chicago State U.,4,"['3,756', '']","['3,756', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12713,r201,United States -> Illinois -> Public -> Illinois State U.,United States,Illinois,Public,Illinois State U.,4,"['32,961', '']","['13,612', '']","['2,429', '']","['16,099', '']","['152', '']","['664', '']","['5', '']"
12713,r202,United States -> Illinois -> Public -> Northeastern Illinois U.,United States,Illinois,Public,Northeastern Illinois U.,4,"['2,262', '']","['2,262', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12713,r203,United States -> Illinois -> Public -> Northern Illinois U.,United States,Illinois,Public,Northern Illinois U.,4,"['29,134', '']","['10,849', '']","['1,299', '']","['15,720', '']","['705', '']","['469', '']","['92', '']"
12713,r204,"United States -> Illinois -> Public -> Southern Illinois U., Carbondale",United States,Illinois,Public,"Southern Illinois U., Carbondale",4,"['58,291', '']","['17,209', '']","['3,522', '']","['29,972', '']","['6,916', '']","['672', '']","['0', '']"
12713,r205,"United States -> Illinois -> Public -> Southern Illinois U., Edwardsville",United States,Illinois,Public,"Southern Illinois U., Edwardsville",4,"['21,927', '']","['3,621', '']","['1,684', '']","['15,854', '']","['752', '']","['14', '']","['2', '']"
12713,r206,"United States -> Illinois -> Public -> U. Illinois, Chicago",United States,Illinois,Public,"U. Illinois, Chicago",4,"['492,936', '']","['274,424', '']","['9,293', '']","['158,846', '']","['9,469', '']","['30,905', '']","['9,999', '']"
12713,r207,"United States -> Illinois -> Public -> U. Illinois, Springfield",United States,Illinois,Public,"U. Illinois, Springfield",4,"['2,508', '']","['1,057', '']","['426', '']","['818', '']","['0', '']","['207', '']","['0', '']"
12713,r208,"United States -> Illinois -> Public -> U. Illinois, Urbana-Champaign",United States,Illinois,Public,"U. Illinois, Urbana-Champaign",4,"['821,023', '']","['460,491', '']","['24,473', '']","['234,686', '']","['44,275', '']","['35,768', '']","['21,330', '']"
12713,r209,United States -> Illinois -> Public -> Western Illinois U.,United States,Illinois,Public,Western Illinois U.,4,"['3,824', '']","['3,283', '']","['144', '']","['42', '']","['243', '']","['0', '']","['112', '']"
12713,r210,United States -> Illinois -> Private,United States,Illinois,Private,,3,"['2,007,505', '']","['1,325,048', '']","['8,053', '']","['396,671', '']","['135,570', '']","['131,185', '']","['10,978', '']"
12713,r211,United States -> Illinois -> Private -> DePaul U.,United States,Illinois,Private,DePaul U.,4,"['13,267', '']","['5,592', '']","['807', '']","['3,512', '']","['372', '']","['2,911', '']","['73', '']"
12713,r212,United States -> Illinois -> Private -> Erikson Institute,United States,Illinois,Private,Erikson Institute,4,"['2,414', '']","['1,245', '']","['0', '']","['178', '']","['0', '']","['991', '']","['0', '']"
12713,r213,United States -> Illinois -> Private -> Illinois Institute of Technology,United States,Illinois,Private,Illinois Institute of Technology,4,"['33,021', '']","['28,027', '']","['154', '']","['2,045', '']","['1,292', '']","['858', '']","['645', '']"
12713,r214,"United States -> Illinois -> Private -> Loyola U., Chicago",United States,Illinois,Private,"Loyola U., Chicago",4,"['52,445', '']","['29,712', '']","['242', '']","['12,892', '']","['4,302', '']","['4,062', '']","['1,235', '']"
12713,r215,United States -> Illinois -> Private -> Midwestern U.,United States,Illinois,Private,Midwestern U.,4,"['12,725', '']","['2,862', '']","['92', '']","['9,430', '']","['76', '']","['265', '']","['0', '']"
12713,r216,United States -> Illinois -> Private -> Northwestern U.,United States,Illinois,Private,Northwestern U.,4,"['1,114,269', '']","['678,062', '']","['586', '']","['303,778', '']","['67,114', '']","['58,196', '']","['6,533', '']"
12713,r217,United States -> Illinois -> Private -> Rosalind Franklin U. of Medicine and Science,United States,Illinois,Private,Rosalind Franklin U. of Medicine and Science,4,"['11,629', '']","['7,124', '']","['62', '']","['3,270', '']","['565', '']","['608', '']","['0', '']"
12713,r218,United States -> Illinois -> Private -> Rush U.,United States,Illinois,Private,Rush U.,4,"['132,394', '']","['93,180', '']","['2,208', '']","['12,316', '']","['16,533', '']","['8,157', '']","['0', '']"
12713,r219,"United States -> Illinois -> Private -> Toyota Technological Institute, Chicago",United States,Illinois,Private,"Toyota Technological Institute, Chicago",4,"['4,636', '']","['2,127', '']","['0', '']","['1,633', '']","['321', '']","['463', '']","['92', '']"
12713,r220,United States -> Illinois -> Private -> U. Chicago,United States,Illinois,Private,U. Chicago,4,"['628,302', '']","['476,689', '']","['3,902', '']","['46,651', '']","['44,990', '']","['53,670', '']","['2,400', '']"
12713,r221,"United States -> Illinois -> Private -> Wheaton C., Wheaton",United States,Illinois,Private,"Wheaton C., Wheaton",4,"['2,403', '']","['428', '']","['0', '']","['966', '']","['5', '']","['1,004', '']","['0', '']"
12713,r222,United States -> Indiana,United States,Indiana,,,2,"['2,146,500', '']","['1,019,200', '']","['53,597', '']","['730,182', '']","['134,786', '']","['134,862', '']","['73,873', '']"
12713,r223,United States -> Indiana -> Public,United States,Indiana,Public,,3,"['1,810,152', '']","['869,220', '']","['52,885', '']","['612,368', '']","['120,108', '']","['109,141', '']","['46,430', '']"
12713,r224,United States -> Indiana -> Public -> Ball State U.,United States,Indiana,Public,Ball State U.,4,"['11,650', '']","['6,355', '']","['396', '']","['3,956', '']","['637', '']","['306', '']","['0', '']"
12713,r225,United States -> Indiana -> Public -> Indiana State U.,United States,Indiana,Public,Indiana State U.,4,"['1,327', '']","['980', '']","['83', '']","['212', '']","['32', '']","['11', '']","['9', '']"
12713,r226,"United States -> Indiana -> Public -> Indiana U., Bloomington",United States,Indiana,Public,"Indiana U., Bloomington",4,"['853,056', '']","['432,223', '']","['5,804', '']","['303,085', '']","['36,938', '']","['69,773', '']","['5,233', '']"
12713,r227,"United States -> Indiana -> Public -> Indiana U., South Bend",United States,Indiana,Public,"Indiana U., South Bend",4,"['1,593', '']","['420', '']","['3', '']","['875', '']","['0', '']","['295', '']","['0', '']"
12713,r228,"United States -> Indiana -> Public -> Indiana U.-Purdue U., Indianapolis",United States,Indiana,Public,"Indiana U.-Purdue U., Indianapolis",4,"['87,648', '']","['39,869', '']","['3,029', '']","['34,236', '']","['3,434', '']","['6,776', '']","['304', '']"
12713,r229,"United States -> Indiana -> Public -> Purdue U., Fort Wayne",United States,Indiana,Public,"Purdue U., Fort Wayne",4,"['2,804', '']","['226', '']","['455', '']","['1,087', '']","['172', '']","['291', '']","['573', '']"
12713,r230,"United States -> Indiana -> Public -> Purdue U., Northwest",United States,Indiana,Public,"Purdue U., Northwest",4,"['7,504', '']","['3,409', '']","['996', '']","['1,604', '']","['597', '']","['236', '']","['662', '']"
12713,r231,"United States -> Indiana -> Public -> Purdue U., West Lafayette",United States,Indiana,Public,"Purdue U., West Lafayette",4,"['844,570', '']","['385,738', '']","['42,119', '']","['267,313', '']","['78,298', '']","['31,453', '']","['39,649', '']"
12713,r232,United States -> Indiana -> Private,United States,Indiana,Private,,3,"['336,348', '']","['149,980', '']","['712', '']","['117,814', '']","['14,678', '']","['25,721', '']","['27,443', '']"
12713,r233,United States -> Indiana -> Private -> Butler U.,United States,Indiana,Private,Butler U.,4,"['1,396', '']","['1,077', '']","['0', '']","['199', '']","['20', '']","['100', '']","['0', '']"
12713,r234,"United States -> Indiana -> Private -> Marian U., Indianapolis",United States,Indiana,Private,"Marian U., Indianapolis",4,"['3,009', '']","['918', '']","['0', '']","['1,709', '']","['18', '']","['172', '']","['192', '']"
12713,r235,United States -> Indiana -> Private -> U. Notre Dame,United States,Indiana,Private,U. Notre Dame,4,"['331,943', '']","['147,985', '']","['712', '']","['115,906', '']","['14,640', '']","['25,449', '']","['27,251', '']"
12713,r236,United States -> Iowa,United States,Iowa,,,2,"['1,102,499', '']","['534,285', '']","['42,726', '']","['395,602', '']","['55,319', '']","['37,995', '']","['36,572', '']"
12713,r237,United States -> Iowa -> Public,United States,Iowa,Public,,3,"['1,087,521', '']","['530,193', '']","['42,351', '']","['385,996', '']","['55,285', '']","['37,586', '']","['36,110', '']"
12713,r238,United States -> Iowa -> Public -> Iowa State U.,United States,Iowa,Public,Iowa State U.,4,"['420,823', '']","['195,394', '']","['34,183', '']","['156,282', '']","['21,246', '']","['13,084', '']","['634', '']"
12713,r239,United States -> Iowa -> Public -> U. Iowa,United States,Iowa,Public,U. Iowa,4,"['662,134', '']","['331,824', '']","['7,627', '']","['228,803', '']","['34,039', '']","['24,365', '']","['35,476', '']"
12713,r240,United States -> Iowa -> Public -> U. Northern Iowa,United States,Iowa,Public,U. Northern Iowa,4,"['4,564', '']","['2,975', '']","['541', '']","['911', '']","['0', '']","['137', '']","['0', '']"
12713,r241,United States -> Iowa -> Private,United States,Iowa,Private,,3,"['14,978', '']","['4,092', '']","['375', '']","['9,606', '']","['34', '']","['409', '']","['462', '']"
12713,r242,United States -> Iowa -> Private -> Des Moines U.,United States,Iowa,Private,Des Moines U.,4,"['3,932', '']","['556', '']","['7', '']","['3,225', '']","['0', '']","['144', '']","['0', '']"
12713,r243,United States -> Iowa -> Private -> Drake U.,United States,Iowa,Private,Drake U.,4,"['1,724', '']","['954', '']","['368', '']","['340', '']","['34', '']","['26', '']","['2', '']"
12713,r244,United States -> Iowa -> Private -> Grinnell C.,United States,Iowa,Private,Grinnell C.,4,"['7,597', '']","['1,082', '']","['0', '']","['5,816', '']","['0', '']","['239', '']","['460', '']"
12713,r245,"United States -> Iowa -> Private -> Palmer C. of Chiropractic, Davenport",United States,Iowa,Private,"Palmer C. of Chiropractic, Davenport",4,"['1,725', '']","['1,500', '']","['0', '']","['225', '']","['0', '']","['0', '']","['0', '']"
12713,r246,United States -> Kansas,United States,Kansas,,,2,"['1,054,041', '']","['437,683', '']","['107,614', '']","['259,770', '']","['210,400', '']","['23,800', '']","['14,774', '']"
12713,r247,United States -> Kansas -> Public,United States,Kansas,Public,,3,"['1,054,041', '']","['437,683', '']","['107,614', '']","['259,770', '']","['210,400', '']","['23,800', '']","['14,774', '']"
12713,r248,United States -> Kansas -> Public -> Kansas State U.,United States,Kansas,Public,Kansas State U.,4,"['217,992', '']","['82,610', '']","['43,122', '']","['73,427', '']","['7,647', '']","['9,860', '']","['1,326', '']"
12713,r249,United States -> Kansas -> Public -> Pittsburg State U.,United States,Kansas,Public,Pittsburg State U.,4,"['2,979', '']","['1,591', '']","['633', '']","['NA', '']","['755', '']","['0', '']","['0', '']"
12713,r250,United States -> Kansas -> Public -> U. Kansas,United States,Kansas,Public,U. Kansas,4,"['466,222', '']","['211,111', '']","['44,851', '']","['152,432', '']","['30,988', '']","['13,436', '']","['13,404', '']"
12713,r251,United States -> Kansas -> Public -> Wichita State U.,United States,Kansas,Public,Wichita State U.,4,"['366,848', '']","['142,371', '']","['19,008', '']","['33,911', '']","['171,010', '']","['504', '']","['44', '']"
12713,r252,United States -> Kentucky,United States,Kentucky,,,2,"['756,549', '']","['384,426', '']","['49,123', '']","['231,812', '']","['22,083', '']","['19,128', '']","['49,977', '']"
12713,r253,United States -> Kentucky -> Public,United States,Kentucky,Public,,3,"['756,549', '']","['384,426', '']","['49,123', '']","['231,812', '']","['22,083', '']","['19,128', '']","['49,977', '']"
12713,r254,United States -> Kentucky -> Public -> Eastern Kentucky U.,United States,Kentucky,Public,Eastern Kentucky U.,4,"['1,446', '']","['798', '']","['124', '']","['468', '']","['56', '']","['0', '']","['0', '']"
12713,r255,United States -> Kentucky -> Public -> Kentucky State U.,United States,Kentucky,Public,Kentucky State U.,4,"['11,591', '']","['7,605', '']","['3,969', '']","['NA', '']","['17', '']","['0', '']","['0', '']"
12713,r256,United States -> Kentucky -> Public -> Morehead State U.,United States,Kentucky,Public,Morehead State U.,4,"['2,658', '']","['1,718', '']","['381', '']","['11', '']","['530', '']","['18', '']","['0', '']"
12713,r257,United States -> Kentucky -> Public -> Murray State U.,United States,Kentucky,Public,Murray State U.,4,"['3,193', '']","['2,058', '']","['29', '']","['993', '']","['79', '']","['34', '']","['0', '']"
12713,r258,United States -> Kentucky -> Public -> Northern Kentucky U.,United States,Kentucky,Public,Northern Kentucky U.,4,"['3,790', '']","['2,413', '']","['77', '']","['1,113', '']","['6', '']","['181', '']","['0', '']"
12713,r259,United States -> Kentucky -> Public -> U. Kentucky,United States,Kentucky,Public,U. Kentucky,4,"['504,005', '']","['265,543', '']","['34,829', '']","['151,066', '']","['11,737', '']","['12,511', '']","['28,319', '']"
12713,r260,United States -> Kentucky -> Public -> U. Louisville,United States,Kentucky,Public,U. Louisville,4,"['220,568', '']","['100,890', '']","['8,924', '']","['73,255', '']","['9,580', '']","['6,261', '']","['21,658', '']"
12713,r261,United States -> Kentucky -> Public -> Western Kentucky U.,United States,Kentucky,Public,Western Kentucky U.,4,"['9,298', '']","['3,401', '']","['790', '']","['4,906', '']","['78', '']","['123', '']","['0', '']"
12713,r262,United States -> Louisiana,United States,Louisiana,,,2,"['1,064,385', '']","['460,634', '']","['99,284', '']","['331,518', '']","['114,996', '']","['33,805', '']","['24,148', '']"
12713,r263,United States -> Louisiana -> Public,United States,Louisiana,Public,,3,"['788,131', '']","['294,105', '']","['94,324', '']","['268,428', '']","['106,568', '']","['16,293', '']","['8,413', '']"
12713,r264,United States -> Louisiana -> Public -> Grambling State U.,United States,Louisiana,Public,Grambling State U.,4,"['449', '']","['377', '']","['52', '']","['20', '']","['0', '']","['0', '']","['0', '']"
12713,r265,"United States -> Louisiana -> Public -> Louisiana State U., Baton Rouge",United States,Louisiana,Public,"Louisiana State U., Baton Rouge",4,"['384,268', '']","['127,243', '']","['73,829', '']","['156,614', '']","['14,807', '']","['6,295', '']","['5,480', '']"
12713,r266,"United States -> Louisiana -> Public -> Louisiana State U., Health Sciences Center, New Orleans",United States,Louisiana,Public,"Louisiana State U., Health Sciences Center, New Orleans",4,"['68,707', '']","['35,933', '']","['447', '']","['24,332', '']","['3,478', '']","['4,235', '']","['282', '']"
12713,r267,"United States -> Louisiana -> Public -> Louisiana State U., Health Sciences Center, Shreveport",United States,Louisiana,Public,"Louisiana State U., Health Sciences Center, Shreveport",4,"['35,624', '']","['18,742', '']","['158', '']","['8,014', '']","['3,715', '']","['4,995', '']","['0', '']"
12713,r268,United States -> Louisiana -> Public -> Louisiana Tech U.,United States,Louisiana,Public,Louisiana Tech U.,4,"['31,676', '']","['8,118', '']","['2,220', '']","['19,098', '']","['722', '']","['0', '']","['1,518', '']"
12713,r269,United States -> Louisiana -> Public -> Northwestern State U. Louisiana,United States,Louisiana,Public,Northwestern State U. Louisiana,4,"['2,057', 'i']","['822', 'i']","['936', 'i']","['299', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12713,r270,United States -> Louisiana -> Public -> Southeastern Louisiana U.,United States,Louisiana,Public,Southeastern Louisiana U.,4,"['2,858', '']","['1,366', '']","['237', '']","['758', '']","['472', '']","['25', '']","['0', '']"
12713,r271,"United States -> Louisiana -> Public -> Southern U. and A&M C., Agricultural Research and Extension Center",United States,Louisiana,Public,"Southern U. and A&M C., Agricultural Research and Extension Center",4,"['7,764', '']","['4,688', '']","['3,037', '']","['24', '']","['0', '']","['15', '']","['0', '']"
12713,r272,"United States -> Louisiana -> Public -> Southern U. and A&M C., Baton Rouge",United States,Louisiana,Public,"Southern U. and A&M C., Baton Rouge",4,"['5,201', '']","['4,444', '']","['75', '']","['34', '']","['648', '']","['0', '']","['0', '']"
12713,r273,"United States -> Louisiana -> Public -> Southern U., New Orleans",United States,Louisiana,Public,"Southern U., New Orleans",4,"['1,004', '']","['536', '']","['460', '']","['0', '']","['8', '']","['0', '']","['0', '']"
12713,r274,"United States -> Louisiana -> Public -> U. Louisiana, Lafayette",United States,Louisiana,Public,"U. Louisiana, Lafayette",4,"['225,924', '']","['84,898', '']","['11,605', '']","['46,907', '']","['82,197', '']","['317', '']","['0', '']"
12713,r275,"United States -> Louisiana -> Public -> U. Louisiana, Monroe",United States,Louisiana,Public,"U. Louisiana, Monroe",4,"['2,203', '']","['1,655', '']","['371', '']","['3', '']","['30', '']","['144', '']","['0', '']"
12713,r276,United States -> Louisiana -> Public -> U. New Orleans,United States,Louisiana,Public,U. New Orleans,4,"['20,396', '']","['5,283', '']","['897', '']","['12,325', '']","['491', '']","['267', '']","['1,133', '']"
12713,r277,United States -> Louisiana -> Private,United States,Louisiana,Private,,3,"['276,254', '']","['166,529', '']","['4,960', '']","['63,090', '']","['8,428', '']","['17,512', '']","['15,735', '']"
12713,r278,United States -> Louisiana -> Private -> Dillard U.,United States,Louisiana,Private,Dillard U.,4,"['2,296', '']","['1,228', '']","['117', '']","['951', '']","['0', '']","['0', '']","['0', '']"
12713,r279,United States -> Louisiana -> Private -> Tulane U.,United States,Louisiana,Private,Tulane U.,4,"['258,439', '']","['152,468', '']","['4,121', '']","['60,978', '']","['8,428', '']","['16,709', '']","['15,735', '']"
12713,r280,United States -> Louisiana -> Private -> Xavier U. Louisiana,United States,Louisiana,Private,Xavier U. Louisiana,4,"['15,519', '']","['12,833', '']","['722', '']","['1,161', '']","['0', '']","['803', '']","['0', '']"
12713,r281,United States -> Maine,United States,Maine,,,2,"['211,287', '']","['106,897', '']","['20,837', '']","['71,504', '']","['5,072', '']","['4,457', '']","['2,520', '']"
12713,r282,United States -> Maine -> Public,United States,Maine,Public,,3,"['194,620', '']","['95,468', '']","['20,764', '']","['68,126', '']","['5,043', '']","['3,332', '']","['1,887', '']"
12713,r283,United States -> Maine -> Public -> U. Maine,United States,Maine,Public,U. Maine,4,"['188,690', '']","['92,870', '']","['17,694', '']","['67,941', '']","['5,043', '']","['3,260', '']","['1,882', '']"
12713,r284,United States -> Maine -> Public -> U. Southern Maine,United States,Maine,Public,U. Southern Maine,4,"['5,930', '']","['2,598', '']","['3,070', '']","['185', '']","['0', '']","['72', '']","['5', '']"
12713,r285,United States -> Maine -> Private,United States,Maine,Private,,3,"['16,667', '']","['11,429', '']","['73', '']","['3,378', '']","['29', '']","['1,125', '']","['633', '']"
12713,r286,United States -> Maine -> Private -> Bates C.,United States,Maine,Private,Bates C.,4,"['2,118', '']","['1,455', '']","['0', '']","['349', '']","['0', '']","['272', '']","['42', '']"
12713,r287,United States -> Maine -> Private -> Bowdoin C.,United States,Maine,Private,Bowdoin C.,4,"['3,339', '']","['2,186', '']","['71', '']","['901', '']","['0', '']","['102', '']","['79', '']"
12713,r288,United States -> Maine -> Private -> Colby C.,United States,Maine,Private,Colby C.,4,"['4,454', '']","['3,011', '']","['0', '']","['580', '']","['0', '']","['356', '']","['507', '']"
12713,r289,United States -> Maine -> Private -> U. New England,United States,Maine,Private,U. New England,4,"['6,756', '']","['4,777', '']","['2', '']","['1,548', '']","['29', '']","['395', '']","['5', '']"
12713,r290,United States -> Maryland,United States,Maryland,,,2,"['5,987,528', '']","['4,722,204', '']","['115,606', '']","['728,844', '']","['167,183', '']","['234,170', '']","['19,521', '']"
12713,r291,United States -> Maryland -> Public,United States,Maryland,Public,,3,"['2,185,943', '']","['1,397,653', '']","['105,335', '']","['564,086', '']","['40,498', '']","['65,769', '']","['12,602', '']"
12713,r292,United States -> Maryland -> Public -> Bowie State U.,United States,Maryland,Public,Bowie State U.,4,"['2,612', '']","['2,469', '']","['143', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12713,r293,United States -> Maryland -> Public -> Morgan State U.,United States,Maryland,Public,Morgan State U.,4,"['43,868', '']","['30,451', '']","['5,582', '']","['5,635', '']","['721', '']","['644', '']","['835', '']"
12713,r294,United States -> Maryland -> Public -> Salisbury U.,United States,Maryland,Public,Salisbury U.,4,"['14,557', '']","['5,049', '']","['5,551', '']","['3,904', '']","['0', '']","['53', '']","['0', '']"
12713,r295,United States -> Maryland -> Public -> St. Mary's C. Maryland,United States,Maryland,Public,St. Mary's C. Maryland,4,"['205', '']","['152', '']","['31', '']","['0', '']","['0', '']","['22', '']","['0', '']"
12713,r296,United States -> Maryland -> Public -> Towson U.,United States,Maryland,Public,Towson U.,4,"['17,198', '']","['3,653', '']","['369', '']","['12,449', '']","['79', '']","['622', '']","['26', '']"
12713,r297,United States -> Maryland -> Public -> U. Baltimore,United States,Maryland,Public,U. Baltimore,4,"['6,615', '']","['4,250', '']","['1,819', '']","['NA', '']","['20', '']","['422', '']","['104', '']"
12713,r298,United States -> Maryland -> Public -> U. Maryland<sup>a</sup>,United States,Maryland,Public,U. Maryland<sup>a</sup>,4,"['1,385,302', '']","['825,546', '']","['57,007', '']","['401,833', '']","['37,011', '']","['54,377', '']","['9,528', '']"
12713,r299,United States -> Maryland -> Public -> U. Maryland Center for Environmental Science,United States,Maryland,Public,U. Maryland Center for Environmental Science,4,"['53,233', '']","['15,378', '']","['26,509', '']","['9,309', '']","['198', '']","['1,563', '']","['276', '']"
12713,r300,"United States -> Maryland -> Public -> U. Maryland, Baltimore County",United States,Maryland,Public,"U. Maryland, Baltimore County",4,"['144,262', '']","['86,573', '']","['8,087', '']","['42,409', '']","['2,469', '']","['3,332', '']","['1,392', '']"
12713,r301,"United States -> Maryland -> Public -> U. Maryland, Eastern Shore",United States,Maryland,Public,"U. Maryland, Eastern Shore",4,"['10,730', '']","['10,201', '']","['237', '']","['266', '']","['0', '']","['24', '']","['2', '']"
12713,r302,United States -> Maryland -> Public -> U.S. Naval Academy,United States,Maryland,Public,U.S. Naval Academy,4,"['10,920', '']","['10,260', '']","['0', '']","['0', '']","['0', '']","['221', '']","['439', '']"
12713,r303,United States -> Maryland -> Public -> Uniformed Services U. of the Health Sciences,United States,Maryland,Public,Uniformed Services U. of the Health Sciences,4,"['496,441', '']","['403,671', '']","['0', '']","['88,281', '']","['0', '']","['4,489', '']","['0', '']"
12713,r304,United States -> Maryland -> Private,United States,Maryland,Private,,3,"['3,801,585', '']","['3,324,551', '']","['10,271', '']","['164,758', '']","['126,685', '']","['168,401', '']","['6,919', '']"
12713,r305,United States -> Maryland -> Private -> Johns Hopkins U.<sup>b</sup>,United States,Maryland,Private,Johns Hopkins U.<sup>b</sup>,4,"['3,801,585', '']","['3,324,551', '']","['10,271', '']","['164,758', '']","['126,685', '']","['168,401', '']","['6,919', '']"
12713,r306,United States -> Massachusetts,United States,Massachusetts,,,2,"['5,174,742', '']","['2,803,574', '']","['49,060', '']","['1,239,635', '']","['353,929', '']","['551,075', '']","['177,469', '']"
12713,r307,United States -> Massachusetts -> Public,United States,Massachusetts,Public,,3,"['826,455', '']","['465,292', '']","['28,969', '']","['229,887', '']","['42,924', '']","['43,195', '']","['16,188', '']"
12713,r308,United States -> Massachusetts -> Public -> Framingham State U.,United States,Massachusetts,Public,Framingham State U.,4,"['735', '']","['700', '']","['0', '']","['35', '']","['0', '']","['0', '']","['0', '']"
12713,r309,"United States -> Massachusetts -> Public -> U. Massachusetts, Amherst",United States,Massachusetts,Public,"U. Massachusetts, Amherst",4,"['268,657', '']","['138,849', '']","['11,465', '']","['90,429', '']","['9,220', '']","['12,373', '']","['6,321', '']"
12713,r310,"United States -> Massachusetts -> Public -> U. Massachusetts, Boston",United States,Massachusetts,Public,"U. Massachusetts, Boston",4,"['70,978', '']","['27,098', '']","['7,176', '']","['27,225', '']","['2,400', '']","['6,733', '']","['346', '']"
12713,r311,"United States -> Massachusetts -> Public -> U. Massachusetts, Dartmouth",United States,Massachusetts,Public,"U. Massachusetts, Dartmouth",4,"['42,018', '']","['13,742', '']","['2,933', '']","['21,993', '']","['1,808', '']","['1,267', '']","['275', '']"
12713,r312,"United States -> Massachusetts -> Public -> U. Massachusetts, Lowell",United States,Massachusetts,Public,"U. Massachusetts, Lowell",4,"['117,336', '']","['61,413', '']","['4,420', '']","['39,726', '']","['7,554', '']","['2,527', '']","['1,696', '']"
12713,r313,"United States -> Massachusetts -> Public -> U. Massachusetts, Medical School",United States,Massachusetts,Public,"U. Massachusetts, Medical School",4,"['326,731', '']","['223,490', '']","['2,975', '']","['50,479', '']","['21,942', '']","['20,295', '']","['7,550', '']"
12713,r314,United States -> Massachusetts -> Private,United States,Massachusetts,Private,,3,"['4,348,287', '']","['2,338,282', '']","['20,091', '']","['1,009,748', '']","['311,005', '']","['507,880', '']","['161,281', '']"
12713,r315,United States -> Massachusetts -> Private -> Amherst C.,United States,Massachusetts,Private,Amherst C.,4,"['8,152', '']","['2,869', '']","['0', '']","['3,104', '']","['0', '']","['235', '']","['1,944', '']"
12713,r316,United States -> Massachusetts -> Private -> Babson C.,United States,Massachusetts,Private,Babson C.,4,"['1,957', '']","['224', '']","['0', '']","['758', '']","['78', '']","['131', '']","['766', '']"
12713,r317,United States -> Massachusetts -> Private -> Bentley U.,United States,Massachusetts,Private,Bentley U.,4,"['1,589', '']","['802', '']","['0', '']","['0', '']","['18', '']","['751', '']","['18', '']"
12713,r318,United States -> Massachusetts -> Private -> Boston C.,United States,Massachusetts,Private,Boston C.,4,"['81,425', '']","['39,356', '']","['2,517', '']","['18,254', '']","['974', '']","['19,273', '']","['1,051', '']"
12713,r319,United States -> Massachusetts -> Private -> Boston U.,United States,Massachusetts,Private,Boston U.,4,"['773,200', '']","['409,551', '']","['500', '']","['230,370', '']","['23,362', '']","['93,532', '']","['15,885', '']"
12713,r320,United States -> Massachusetts -> Private -> Brandeis U.,United States,Massachusetts,Private,Brandeis U.,4,"['103,653', '']","['46,654', '']","['406', '']","['41,318', '']","['661', '']","['10,730', '']","['3,884', '']"
12713,r321,United States -> Massachusetts -> Private -> Clark U.,United States,Massachusetts,Private,Clark U.,4,"['11,539', '']","['2,235', '']","['231', '']","['5,610', '']","['81', '']","['1,804', '']","['1,578', '']"
12713,r322,United States -> Massachusetts -> Private -> Franklin W. Olin C. of Engineering,United States,Massachusetts,Private,Franklin W. Olin C. of Engineering,4,"['2,450', '']","['641', '']","['0', '']","['639', '']","['230', '']","['837', '']","['103', '']"
12713,r323,United States -> Massachusetts -> Private -> Harvard U.,United States,Massachusetts,Private,Harvard U.,4,"['1,435,218', '']","['639,953', '']","['4,250', '']","['488,906', '']","['71,497', '']","['202,605', '']","['28,007', '']"
12713,r324,United States -> Massachusetts -> Private -> Massachusetts Institute of Technology,United States,Massachusetts,Private,Massachusetts Institute of Technology,4,"['1,000,081', '']","['559,766', '']","['2,079', '']","['73,497', '']","['176,277', '']","['112,591', '']","['75,871', '']"
12713,r325,United States -> Massachusetts -> Private -> Merrimack C.,United States,Massachusetts,Private,Merrimack C.,4,"['1,560', '']","['892', '']","['0', '']","['336', '']","['0', '']","['247', '']","['85', '']"
12713,r326,United States -> Massachusetts -> Private -> MGH Institute of Health Professions,United States,Massachusetts,Private,MGH Institute of Health Professions,4,"['7,426', '']","['6,200', '']","['0', '']","['20', '']","['0', '']","['1,206', '']","['0', '']"
