table_id,row_id,time_period,all_employed_level_1,all_employed_level_2,all_employed_level_3,all_employed_hierarchy_depth,value
8169,r256,On postdoc in February 2021 -> Citizenship -> U.S. citizen,Science,Mathematics and statistics,SE,3,75
8169,r257,On postdoc in February 2021 -> Citizenship -> U.S. citizen,Science,Physical sciences,Number,3,2550
8169,r258,On postdoc in February 2021 -> Citizenship -> U.S. citizen,Science,Physical sciences,SE,3,250
8169,r259,On postdoc in February 2021 -> Citizenship -> U.S. citizen,Science,Psychology,Number,3,700
8169,r260,On postdoc in February 2021 -> Citizenship -> U.S. citizen,Science,Psychology,SE,3,125
8169,r261,On postdoc in February 2021 -> Citizenship -> U.S. citizen,Science,Social sciences,Number,3,600
8169,r262,On postdoc in February 2021 -> Citizenship -> U.S. citizen,Science,Social sciences,SE,3,100
8169,r263,On postdoc in February 2021 -> Citizenship -> U.S. citizen,Engineering,Number,,2,1200
8169,r264,On postdoc in February 2021 -> Citizenship -> U.S. citizen,Engineering,SE,,2,150
8169,r265,On postdoc in February 2021 -> Citizenship -> U.S. citizen,Health,Number,,2,650
8169,r266,On postdoc in February 2021 -> Citizenship -> U.S. citizen,Health,SE,,2,125
8169,r267,On postdoc in February 2021 -> Citizenship -> Non-U.S. citizen,All employed,Number,,2,12700
8169,r268,On postdoc in February 2021 -> Citizenship -> Non-U.S. citizen,All employed,SE,,2,575
8169,r269,On postdoc in February 2021 -> Citizenship -> Non-U.S. citizen,Science,Total,Number,3,9500
8169,r270,On postdoc in February 2021 -> Citizenship -> Non-U.S. citizen,Science,Total,SE,3,525
8169,r271,On postdoc in February 2021 -> Citizenship -> Non-U.S. citizen,Science,"Biological, agricultural, and environmental life sciences",Number,3,5350
8169,r272,On postdoc in February 2021 -> Citizenship -> Non-U.S. citizen,Science,"Biological, agricultural, and environmental life sciences",SE,3,425
8169,r273,On postdoc in February 2021 -> Citizenship -> Non-U.S. citizen,Science,Computer and information sciences,Number,3,100
8169,r274,On postdoc in February 2021 -> Citizenship -> Non-U.S. citizen,Science,Computer and information sciences,SE,3,50
8169,r275,On postdoc in February 2021 -> Citizenship -> Non-U.S. citizen,Science,Mathematics and statistics,Number,3,550
8169,r276,On postdoc in February 2021 -> Citizenship -> Non-U.S. citizen,Science,Mathematics and statistics,SE,3,150
8169,r277,On postdoc in February 2021 -> Citizenship -> Non-U.S. citizen,Science,Physical sciences,Number,3,3000
8169,r278,On postdoc in February 2021 -> Citizenship -> Non-U.S. citizen,Science,Physical sciences,SE,3,325
8169,r279,On postdoc in February 2021 -> Citizenship -> Non-U.S. citizen,Science,Psychology,Number,3,150
8169,r280,On postdoc in February 2021 -> Citizenship -> Non-U.S. citizen,Science,Psychology,SE,3,75
8169,r281,On postdoc in February 2021 -> Citizenship -> Non-U.S. citizen,Science,Social sciences,Number,3,300
8169,r282,On postdoc in February 2021 -> Citizenship -> Non-U.S. citizen,Science,Social sciences,SE,3,125
8169,r283,On postdoc in February 2021 -> Citizenship -> Non-U.S. citizen,Engineering,Number,,2,2800
8169,r284,On postdoc in February 2021 -> Citizenship -> Non-U.S. citizen,Engineering,SE,,2,300
8169,r285,On postdoc in February 2021 -> Citizenship -> Non-U.S. citizen,Health,Number,,2,450
8169,r286,On postdoc in February 2021 -> Citizenship -> Non-U.S. citizen,Health,SE,,2,100
8169,r287,On postdoc in February 2021 -> Sector of employment -> Educational institution<sup>d</sup>,All employed,Number,,2,19800
8169,r288,On postdoc in February 2021 -> Sector of employment -> Educational institution<sup>d</sup>,All employed,SE,,2,700
8169,r289,On postdoc in February 2021 -> Sector of employment -> Educational institution<sup>d</sup>,Science,Total,Number,3,16050
8169,r290,On postdoc in February 2021 -> Sector of employment -> Educational institution<sup>d</sup>,Science,Total,SE,3,600
8169,r291,On postdoc in February 2021 -> Sector of employment -> Educational institution<sup>d</sup>,Science,"Biological, agricultural, and environmental life sciences",Number,3,9550
8169,r292,On postdoc in February 2021 -> Sector of employment -> Educational institution<sup>d</sup>,Science,"Biological, agricultural, and environmental life sciences",SE,3,475
8169,r293,On postdoc in February 2021 -> Sector of employment -> Educational institution<sup>d</sup>,Science,Computer and information sciences,Number,3,200
8169,r294,On postdoc in February 2021 -> Sector of employment -> Educational institution<sup>d</sup>,Science,Computer and information sciences,SE,3,75
8169,r295,On postdoc in February 2021 -> Sector of employment -> Educational institution<sup>d</sup>,Science,Mathematics and statistics,Number,3,650
8169,r296,On postdoc in February 2021 -> Sector of employment -> Educational institution<sup>d</sup>,Science,Mathematics and statistics,SE,3,125
8169,r297,On postdoc in February 2021 -> Sector of employment -> Educational institution<sup>d</sup>,Science,Physical sciences,Number,3,4100
8169,r298,On postdoc in February 2021 -> Sector of employment -> Educational institution<sup>d</sup>,Science,Physical sciences,SE,3,325
8169,r299,On postdoc in February 2021 -> Sector of employment -> Educational institution<sup>d</sup>,Science,Psychology,Number,3,700
8169,r300,On postdoc in February 2021 -> Sector of employment -> Educational institution<sup>d</sup>,Science,Psychology,SE,3,125
8169,r301,On postdoc in February 2021 -> Sector of employment -> Educational institution<sup>d</sup>,Science,Social sciences,Number,3,800
8169,r302,On postdoc in February 2021 -> Sector of employment -> Educational institution<sup>d</sup>,Science,Social sciences,SE,3,125
8169,r303,On postdoc in February 2021 -> Sector of employment -> Educational institution<sup>d</sup>,Engineering,Number,,2,2950
8169,r304,On postdoc in February 2021 -> Sector of employment -> Educational institution<sup>d</sup>,Engineering,SE,,2,300
8169,r305,On postdoc in February 2021 -> Sector of employment -> Educational institution<sup>d</sup>,Health,Number,,2,850
8169,r306,On postdoc in February 2021 -> Sector of employment -> Educational institution<sup>d</sup>,Health,SE,,2,125
8169,r307,On postdoc in February 2021 -> Sector of employment -> Business/ industry<sup>e</sup>,All employed,Number,,2,5150
8169,r308,On postdoc in February 2021 -> Sector of employment -> Business/ industry<sup>e</sup>,All employed,SE,,2,375
8169,r309,On postdoc in February 2021 -> Sector of employment -> Business/ industry<sup>e</sup>,Science,Total,Number,3,4400
8169,r310,On postdoc in February 2021 -> Sector of employment -> Business/ industry<sup>e</sup>,Science,Total,SE,3,350
8169,r311,On postdoc in February 2021 -> Sector of employment -> Business/ industry<sup>e</sup>,Science,"Biological, agricultural, and environmental life sciences",Number,3,3050
8169,r312,On postdoc in February 2021 -> Sector of employment -> Business/ industry<sup>e</sup>,Science,"Biological, agricultural, and environmental life sciences",SE,3,300
8169,r313,On postdoc in February 2021 -> Sector of employment -> Business/ industry<sup>e</sup>,Science,Computer and information sciences,Number,3,S
8169,r314,On postdoc in February 2021 -> Sector of employment -> Business/ industry<sup>e</sup>,Science,Computer and information sciences,SE,3,S
8169,r315,On postdoc in February 2021 -> Sector of employment -> Business/ industry<sup>e</sup>,Science,Physical sciences,Number,3,1050
8169,r316,On postdoc in February 2021 -> Sector of employment -> Business/ industry<sup>e</sup>,Science,Physical sciences,SE,3,175
8169,r317,On postdoc in February 2021 -> Sector of employment -> Business/ industry<sup>e</sup>,Engineering,Number,,2,600
8169,r318,On postdoc in February 2021 -> Sector of employment -> Business/ industry<sup>e</sup>,Engineering,SE,,2,125
8169,r319,On postdoc in February 2021 -> Sector of employment -> Business/ industry<sup>e</sup>,Health,Number,,2,150
8169,r320,On postdoc in February 2021 -> Sector of employment -> Business/ industry<sup>e</sup>,Health,SE,,2,75
8169,r321,On postdoc in February 2021 -> Sector of employment -> Government<sup>f</sup>,All employed,Number,,2,2200
8169,r322,On postdoc in February 2021 -> Sector of employment -> Government<sup>f</sup>,All employed,SE,,2,225
8169,r323,On postdoc in February 2021 -> Sector of employment -> Government<sup>f</sup>,Science,Total,Number,3,1650
8169,r324,On postdoc in February 2021 -> Sector of employment -> Government<sup>f</sup>,Science,Total,SE,3,150
8169,r325,On postdoc in February 2021 -> Sector of employment -> Government<sup>f</sup>,Science,"Biological, agricultural, and environmental life sciences",Number,3,1000
8169,r326,On postdoc in February 2021 -> Sector of employment -> Government<sup>f</sup>,Science,"Biological, agricultural, and environmental life sciences",SE,3,150
8169,r327,On postdoc in February 2021 -> Sector of employment -> Government<sup>f</sup>,Science,Mathematics and statistics,Number,3,100
8169,r328,On postdoc in February 2021 -> Sector of employment -> Government<sup>f</sup>,Science,Mathematics and statistics,SE,3,50
8169,r329,On postdoc in February 2021 -> Sector of employment -> Government<sup>f</sup>,Science,Physical sciences,Number,3,400
8169,r330,On postdoc in February 2021 -> Sector of employment -> Government<sup>f</sup>,Science,Physical sciences,SE,3,100
8169,r331,On postdoc in February 2021 -> Sector of employment -> Government<sup>f</sup>,Science,Psychology,Number,3,100
8169,r332,On postdoc in February 2021 -> Sector of employment -> Government<sup>f</sup>,Science,Psychology,SE,3,50
8169,r333,On postdoc in February 2021 -> Sector of employment -> Government<sup>f</sup>,Science,Social sciences,Number,3,50
8169,r334,On postdoc in February 2021 -> Sector of employment -> Government<sup>f</sup>,Science,Social sciences,SE,3,25
8169,r335,On postdoc in February 2021 -> Sector of employment -> Government<sup>f</sup>,Engineering,Number,,2,450
8169,r336,On postdoc in February 2021 -> Sector of employment -> Government<sup>f</sup>,Engineering,SE,,2,125
8169,r337,On postdoc in February 2021 -> Sector of employment -> Government<sup>f</sup>,Health,Number,,2,100
8169,r338,On postdoc in February 2021 -> Sector of employment -> Government<sup>f</sup>,Health,SE,,2,50
