table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_total_all_r_d_expenditures,field_total_clinical_trials,field_federal_all_r_d_expenditures,field_federal_clinical_trials,field_nonfederal_all_r_d_expenditures,field_nonfederal_clinical_trials
3186,r172,New York -> Public,New York,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r173,"New York -> Public -> SUNY, C. of Optometry",New York,Public,"SUNY, C. of Optometry",3,"['2,968', '']","['714', '']","['1,823', '']","['3', '']","['1,145', '']","['711', '']"
3186,r174,"New York -> Public -> SUNY, Downstate Medical Center",New York,Public,"SUNY, Downstate Medical Center",3,"['36,015', '']","['691', '']","['26,914', '']","['156', '']","['9,101', '']","['535', '']"
3186,r175,"New York -> Public -> SUNY, Stony Brook U.",New York,Public,"SUNY, Stony Brook U.",3,"['260,813', '']","['3,555', '']","['144,618', '']","['1,067', '']","['116,195', '']","['2,488', '']"
3186,r176,"New York -> Public -> SUNY, U. Buffalo",New York,Public,"SUNY, U. Buffalo",3,"['413,817', '']","['7,815', '']","['182,983', '']","['274', '']","['230,834', '']","['7,541', '']"
3186,r177,"New York -> Public -> SUNY, Upstate Medical U.",New York,Public,"SUNY, Upstate Medical U.",3,"['38,091', '']","['3,068', '']","['22,028', '']","['191', '']","['16,063', '']","['2,877', '']"
3186,r178,New York -> Private,New York,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r179,New York -> Private -> Albany Medical C.,New York,Private,Albany Medical C.,3,"['23,028', '']","['3,418', '']","['11,827', '']","['390', '']","['11,201', '']","['3,028', '']"
3186,r180,New York -> Private -> Albert Einstein C. of Medicine,New York,Private,Albert Einstein C. of Medicine,3,"['298,824', '']","['217', '']","['202,513', '']","['217', '']","['96,311', '']","['0', '']"
3186,r181,New York -> Private -> Columbia U. in the City of New York,New York,Private,Columbia U. in the City of New York,3,"['1,003,615', '']","['77,387', '']","['736,536', '']","['31,215', '']","['267,079', '']","['46,172', '']"
3186,r182,New York -> Private -> Cornell U.,New York,Private,Cornell U.,3,"['1,144,534', '']","['26,619', '']","['525,182', '']","['6,720', '']","['619,352', '']","['19,899', '']"
3186,r183,New York -> Private -> Fordham U.,New York,Private,Fordham U.,3,"['20,287', '']","['8', '']","['4,218', '']","['8', '']","['16,069', '']","['0', '']"
3186,r184,New York -> Private -> Icahn School of Medicine at Mount Sinai,New York,Private,Icahn School of Medicine at Mount Sinai,3,"['722,241', '']","['82,507', '']","['443,745', '']","['33,400', '']","['278,496', '']","['49,107', '']"
3186,r185,New York -> Private -> New York Medical C.,New York,Private,New York Medical C.,3,"['19,398', '']","['3,967', 'i']","['11,061', '']","['291', 'i']","['8,337', '']","['3,676', 'i']"
3186,r186,New York -> Private -> New York U.,New York,Private,New York U.,3,"['934,720', '']","['28,873', '']","['436,850', '']","['3,438', '']","['497,870', '']","['25,435', '']"
3186,r187,New York -> Private -> Rockefeller U.,New York,Private,Rockefeller U.,3,"['351,089', '']","['261', '']","['84,566', '']","['29', '']","['266,523', '']","['232', '']"
3186,r188,New York -> Private -> Syracuse U.,New York,Private,Syracuse U.,3,"['154,366', '']","['552', '']","['37,803', '']","['452', '']","['116,563', '']","['100', '']"
3186,r189,New York -> Private -> U. Rochester,New York,Private,U. Rochester,3,"['393,960', '']","['29,569', '']","['306,551', '']","['4,774', '']","['87,409', '']","['24,795', '']"
3186,r190,North Carolina,North Carolina,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r191,North Carolina -> Public,North Carolina,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r192,North Carolina -> Public -> East Carolina U.,North Carolina,Public,East Carolina U.,3,"['55,611', '']","['3,272', '']","['17,428', '']","['197', '']","['38,183', '']","['3,075', '']"
3186,r193,"North Carolina -> Public -> U. North Carolina, Chapel Hill",North Carolina,Public,"U. North Carolina, Chapel Hill",3,"['1,153,773', '']","['38,108', '']","['720,613', '']","['6,913', '']","['433,160', '']","['31,195', '']"
3186,r194,"North Carolina -> Public -> U. North Carolina, Greensboro",North Carolina,Public,"U. North Carolina, Greensboro",3,"['26,325', '']","['497', '']","['18,923', '']","['481', '']","['7,402', '']","['16', '']"
3186,r195,North Carolina -> Private,North Carolina,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r196,North Carolina -> Private -> Duke U.,North Carolina,Private,Duke U.,3,"['1,226,517', '']","['613,383', '']","['709,705', '']","['369,235', '']","['516,812', '']","['244,148', '']"
3186,r197,North Carolina -> Private -> Wake Forest U.,North Carolina,Private,Wake Forest U.,3,"['238,933', '']","['22,530', '']","['165,702', '']","['12,166', '']","['73,231', '']","['10,364', '']"
3186,r198,North Dakota,North Dakota,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r199,North Dakota -> Public,North Dakota,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r200,North Dakota -> Public -> North Dakota State U.,North Dakota,Public,North Dakota State U.,3,"['152,381', '']","['74', '']","['35,322', '']","['74', '']","['117,059', '']","['0', '']"
3186,r201,Ohio,Ohio,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r202,Ohio -> Public,Ohio,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r203,Ohio -> Public -> Cleveland State U.,Ohio,Public,Cleveland State U.,3,"['80,077', '']","['1,162', 'i']","['51,475', '']","['955', 'i']","['28,602', '']","['207', 'i']"
3186,r204,Ohio -> Public -> Kent State U.,Ohio,Public,Kent State U.,3,"['47,188', '']","['1,213', '']","['13,350', '']","['1,179', '']","['33,838', '']","['34', '']"
3186,r205,Ohio -> Public -> Miami U.,Ohio,Public,Miami U.,3,"['22,380', '']","['1,945', '']","['9,755', '']","['1,940', '']","['12,625', '']","['5', '']"
3186,r206,Ohio -> Public -> Ohio State U.,Ohio,Public,Ohio State U.,3,"['929,250', '']","['61,782', '']","['497,651', '']","['14,625', '']","['431,599', '']","['47,157', '']"
3186,r207,Ohio -> Public -> Ohio U.,Ohio,Public,Ohio U.,3,"['53,735', '']","['239', '']","['14,802', '']","['172', '']","['38,933', '']","['67', '']"
3186,r208,Ohio -> Public -> U. Cincinnati,Ohio,Public,U. Cincinnati,3,"['529,796', '']","['26,796', '']","['252,892', '']","['11,680', '']","['276,904', '']","['15,116', '']"
3186,r209,Ohio -> Public -> U. Toledo,Ohio,Public,U. Toledo,3,"['55,006', '']","['1,281', '']","['28,273', '']","['26', '']","['26,733', '']","['1,255', '']"
3186,r210,Ohio -> Public -> Wright State U.,Ohio,Public,Wright State U.,3,"['64,208', '']","['877', '']","['41,428', '']","['69', '']","['22,780', '']","['808', '']"
3186,r211,Ohio -> Private,Ohio,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r212,Ohio -> Private -> Case Western Reserve U.,Ohio,Private,Case Western Reserve U.,3,"['438,994', '']","['5,512', '']","['357,549', '']","['4,718', '']","['81,445', '']","['794', '']"
3186,r213,Oklahoma,Oklahoma,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r214,Oklahoma -> Public,Oklahoma,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r215,"Oklahoma -> Public -> Oklahoma State U., Center for Health Sciences",Oklahoma,Public,"Oklahoma State U., Center for Health Sciences",3,"['5,408', '']","['113', '']","['985', '']","['7', '']","['4,423', '']","['106', '']"
3186,r216,"Oklahoma -> Public -> U. Oklahoma, Norman and Health Science Center",Oklahoma,Public,"U. Oklahoma, Norman and Health Science Center",3,"['302,679', '']","['9,426', '']","['164,855', '']","['47', '']","['137,824', '']","['9,379', '']"
3186,r217,"Oklahoma -> Public -> U. Oklahoma, Tulsa",Oklahoma,Public,"U. Oklahoma, Tulsa",3,"['6,373', '']","['115', '']","['1,803', '']","['0', '']","['4,570', '']","['115', '']"
3186,r218,Oklahoma -> Private,Oklahoma,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r219,Oklahoma -> Private -> U. Tulsa,Oklahoma,Private,U. Tulsa,3,"['18,648', '']","['137', '']","['4,142', '']","['0', '']","['14,506', '']","['137', '']"
3186,r220,Oregon,Oregon,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r221,Oregon -> Public,Oregon,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r222,Oregon -> Public -> Oregon Health and Science U.,Oregon,Public,Oregon Health and Science U.,3,"['415,629', '']","['50,650', '']","['298,227', '']","['21,327', '']","['117,402', '']","['29,323', '']"
3186,r223,Oregon -> Public -> U. Oregon,Oregon,Public,U. Oregon,3,"['110,664', '']","['6,015', '']","['80,083', '']","['5,887', '']","['30,581', '']","['128', '']"
3186,r224,Oregon -> Private,Oregon,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r225,Oregon -> Private -> National U. of Natural Medicine,Oregon,Private,National U. of Natural Medicine,3,"['1,245', '']","['195', '']","['760', '']","['136', '']","['485', '']","['59', '']"
3186,r226,Oregon -> Private -> Pacific U.,Oregon,Private,Pacific U.,3,"['8,753', '']","['761', '']","['3,917', '']","['721', '']","['4,836', '']","['40', '']"
3186,r227,Pennsylvania,Pennsylvania,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r228,Pennsylvania -> Public,Pennsylvania,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r229,"Pennsylvania -> Public -> Pennsylvania State U., University Park and Hershey Medical Center",Pennsylvania,Public,"Pennsylvania State U., University Park and Hershey Medical Center",3,"['949,679', '']","['7,709', '']","['600,489', '']","['2,031', '']","['349,190', '']","['5,678', '']"
3186,r230,Pennsylvania -> Public -> Temple U.,Pennsylvania,Public,Temple U.,3,"['284,301', '']","['16,243', '']","['161,673', '']","['1,875', '']","['122,628', '']","['14,368', '']"
3186,r231,"Pennsylvania -> Public -> U. Pittsburgh, Pittsburgh",Pennsylvania,Public,"U. Pittsburgh, Pittsburgh",3,"['1,080,951', '']","['13,910', '']","['677,559', '']","['1,104', '']","['403,392', '']","['12,806', '']"
3186,r232,Pennsylvania -> Private,Pennsylvania,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r233,Pennsylvania -> Private -> Drexel U.,Pennsylvania,Private,Drexel U.,3,"['149,481', '']","['2,355', '']","['85,278', '']","['502', '']","['64,203', '']","['1,853', '']"
3186,r234,Pennsylvania -> Private -> Salus U.,Pennsylvania,Private,Salus U.,3,"['854', '']","['285', '']","['696', '']","['225', '']","['158', '']","['60', '']"
3186,r235,Pennsylvania -> Private -> Thomas Jefferson U.,Pennsylvania,Private,Thomas Jefferson U.,3,"['170,458', '']","['20,641', '']","['74,816', '']","['5,722', '']","['95,642', '']","['14,919', '']"
3186,r236,Pennsylvania -> Private -> U. Pennsylvania,Pennsylvania,Private,U. Pennsylvania,3,"['1,506,285', '']","['68,357', '']","['717,359', '']","['6,436', '']","['788,926', '']","['61,921', '']"
3186,r237,South Carolina,South Carolina,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r238,South Carolina -> Public,South Carolina,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r239,South Carolina -> Public -> Medical U. South Carolina,South Carolina,Public,Medical U. South Carolina,3,"['295,600', '']","['37,588', '']","['153,226', '']","['21,641', '']","['142,374', '']","['15,947', '']"
3186,r240,"South Carolina -> Public -> U. South Carolina, Columbia",South Carolina,Public,"U. South Carolina, Columbia",3,"['205,940', '']","['939', '']","['102,992', '']","['0', '']","['102,948', '']","['939', '']"
3186,r241,Tennessee,Tennessee,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r242,Tennessee -> Public,Tennessee,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r243,Tennessee -> Public -> East Tennessee State U.,Tennessee,Public,East Tennessee State U.,3,"['14,197', '']","['1,491', '']","['7,688', '']","['1,209', '']","['6,509', '']","['282', '']"
3186,r244,"Tennessee -> Public -> U. Tennessee, Chattanooga",Tennessee,Public,"U. Tennessee, Chattanooga",3,"['9,280', '']","['30', '']","['2,393', '']","['0', '']","['6,887', '']","['30', '']"
3186,r245,"Tennessee -> Public -> U. Tennessee, Health Science Center",Tennessee,Public,"U. Tennessee, Health Science Center",3,"['96,979', '']","['1,712', '']","['42,396', '']","['38', '']","['54,583', '']","['1,674', '']"
3186,r246,Tennessee -> Private,Tennessee,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r247,Tennessee -> Private -> Meharry Medical C.,Tennessee,Private,Meharry Medical C.,3,"['18,286', '']","['128', '']","['16,443', '']","['0', '']","['1,843', '']","['128', '']"
3186,r248,Tennessee -> Private -> Vanderbilt U. and Vanderbilt U. Medical Center,Tennessee,Private,Vanderbilt U. and Vanderbilt U. Medical Center,3,"['776,937', '']","['52,272', '']","['492,808', '']","['18,418', '']","['284,129', '']","['33,854', '']"
3186,r249,Texas,Texas,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r250,Texas -> Public,Texas,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r251,"Texas -> Public -> Texas A&M U., College Station and Health Science Center",Texas,Public,"Texas A&M U., College Station and Health Science Center",3,"['952,156', '']","['292', '']","['359,609', '']","['0', '']","['592,547', '']","['292', '']"
3186,r252,"Texas -> Public -> Texas Tech U., Health Sciences Center",Texas,Public,"Texas Tech U., Health Sciences Center",3,"['44,072', '']","['232', '']","['11,345', '']","['19', '']","['32,727', '']","['213', '']"
3186,r253,"Texas -> Public -> Texas Tech U., Health Sciences Center, El Paso",Texas,Public,"Texas Tech U., Health Sciences Center, El Paso",3,"['11,883', '']","['515', '']","['2,279', '']","['12', '']","['9,604', '']","['503', '']"
3186,r254,Texas -> Public -> Texas Woman's U.,Texas,Public,Texas Woman's U.,3,"['4,477', '']","['238', '']","['1,864', '']","['184', '']","['2,613', '']","['54', '']"
3186,r255,Texas -> Public -> U. Houston,Texas,Public,U. Houston,3,"['195,398', '']","['171', '']","['68,523', '']","['74', '']","['126,875', '']","['97', '']"
3186,r256,"Texas -> Public -> U. North Texas, Health Science Center",Texas,Public,"U. North Texas, Health Science Center",3,"['50,124', '']","['72', '']","['27,260', '']","['0', '']","['22,864', '']","['72', '']"
3186,r257,"Texas -> Public -> U. Texas Health Science Center, Houston",Texas,Public,"U. Texas Health Science Center, Houston",3,"['271,525', '']","['18,092', '']","['132,647', '']","['5,139', '']","['138,878', '']","['12,953', '']"
3186,r258,"Texas -> Public -> U. Texas Health Science Center, San Antonio",Texas,Public,"U. Texas Health Science Center, San Antonio",3,"['188,483', '']","['7,721', '']","['96,502', '']","['380', '']","['91,981', '']","['7,341', '']"
3186,r259,Texas -> Public -> U. Texas M. D. Anderson Cancer Center,Texas,Public,U. Texas M. D. Anderson Cancer Center,3,"['969,496', '']","['137,598', '']","['176,156', '']","['734', '']","['793,340', '']","['136,864', '']"
3186,r260,Texas -> Public -> U. Texas Medical Branch,Texas,Public,U. Texas Medical Branch,3,"['175,372', '']","['1,864', '']","['107,806', '']","['648', '']","['67,566', '']","['1,216', '']"
3186,r261,Texas -> Public -> U. Texas Southwestern Medical Center,Texas,Public,U. Texas Southwestern Medical Center,3,"['496,697', '']","['31,564', '']","['203,544', '']","['12,115', '']","['293,153', '']","['19,449', '']"
3186,r262,"Texas -> Public -> U. Texas, Arlington",Texas,Public,"U. Texas, Arlington",3,"['123,207', '']","['771', '']","['41,764', '']","['722', '']","['81,443', '']","['49', '']"
3186,r263,"Texas -> Public -> U. Texas, Austin",Texas,Public,"U. Texas, Austin",3,"['696,111', '']","['8,104', '']","['407,981', '']","['7,754', '']","['288,130', '']","['350', '']"
3186,r264,"Texas -> Public -> U. Texas, El Paso",Texas,Public,"U. Texas, El Paso",3,"['106,809', '']","['999', '']","['41,261', '']","['999', '']","['65,548', '']","['0', '']"
3186,r265,Texas -> Private,Texas,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r266,Texas -> Private -> Baylor C. of Medicine,Texas,Private,Baylor C. of Medicine,3,"['651,920', '']","['32,032', '']","['309,354', '']","['13,703', '']","['342,566', '']","['18,329', '']"
3186,r267,Texas -> Private -> Baylor U.,Texas,Private,Baylor U.,3,"['33,304', '']","['640', '']","['6,955', '']","['640', '']","['26,349', '']","['0', '']"
3186,r268,Texas -> Private -> Rice U.,Texas,Private,Rice U.,3,"['182,564', '']","['753', '']","['83,584', '']","['350', '']","['98,980', '']","['403', '']"
3186,r269,Texas -> Private -> Southern Methodist U.,Texas,Private,Southern Methodist U.,3,"['42,562', '']","['357', '']","['17,869', '']","['353', '']","['24,693', '']","['4', '']"
3186,r270,Texas -> Private -> Texas Christian U.,Texas,Private,Texas Christian U.,3,"['6,552', '']","['130', '']","['2,866', '']","['130', '']","['3,686', '']","['0', '']"
3186,r271,Utah,Utah,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r272,Utah -> Public,Utah,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r273,Utah -> Public -> U. Utah,Utah,Public,U. Utah,3,"['601,133', '']","['30,820', '']","['302,585', '']","['0', '']","['298,548', '']","['30,820', '']"
3186,r274,Vermont,Vermont,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r275,Vermont -> Public,Vermont,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r276,Vermont -> Public -> U. Vermont,Vermont,Public,U. Vermont,3,"['135,859', '']","['50,563', '']","['90,405', '']","['38,896', '']","['45,454', '']","['11,667', '']"
3186,r277,Vermont -> Private,Vermont,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r278,Vermont -> Private -> Saint Michael's C.,Vermont,Private,Saint Michael's C.,3,"['1,200', '']","['130', '']","['964', '']","['130', '']","['236', '']","['0', '']"
3186,r279,Virginia,Virginia,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r280,Virginia -> Public,Virginia,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r281,Virginia -> Public -> Eastern Virginia Medical School,Virginia,Public,Eastern Virginia Medical School,3,"['27,064', '']","['3,236', '']","['19,408', '']","['1,895', '']","['7,656', '']","['1,341', '']"
3186,r282,"Virginia -> Public -> U. Virginia, Charlottesville",Virginia,Public,"U. Virginia, Charlottesville",3,"['613,938', '']","['4,624', '']","['276,335', '']","['499', '']","['337,603', '']","['4,125', '']"
3186,r283,Virginia -> Public -> Virginia Commonwealth U.,Virginia,Public,Virginia Commonwealth U.,3,"['255,648', '']","['3,765', '']","['142,293', '']","['974', '']","['113,355', '']","['2,791', '']"
3186,r284,Virginia -> Public -> Virginia Polytechnic Institute and State U.,Virginia,Public,Virginia Polytechnic Institute and State U.,3,"['541,969', '']","['4,541', '']","['209,607', '']","['4,351', '']","['332,362', '']","['190', '']"
3186,r285,Washington,Washington,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r286,Washington -> Public,Washington,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r287,"Washington -> Public -> U. Washington, Bothell",Washington,Public,"U. Washington, Bothell",3,"['7,950', '']","['103', '']","['3,353', '']","['103', '']","['4,597', '']","['0', '']"
3186,r288,"Washington -> Public -> U. Washington, Seattle",Washington,Public,"U. Washington, Seattle",3,"['1,425,601', '']","['37,335', '']","['992,643', '']","['10,357', '']","['432,958', '']","['26,978', '']"
3186,r289,Washington -> Public -> Washington State U.,Washington,Public,Washington State U.,3,"['369,333', '']","['1,132', '']","['158,982', '']","['1,091', '']","['210,351', '']","['41', '']"
3186,r290,West Virginia,West Virginia,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r291,West Virginia -> Public,West Virginia,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r292,West Virginia -> Public -> Marshall U.,West Virginia,Public,Marshall U.,3,"['19,622', '']","['81', '']","['9,617', '']","['1', '']","['10,005', '']","['80', '']"
3186,r293,West Virginia -> Public -> West Virginia U.,West Virginia,Public,West Virginia U.,3,"['187,512', '']","['2,080', '']","['82,353', '']","['48', '']","['105,159', '']","['2,032', '']"
3186,r294,Wisconsin,Wisconsin,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r295,Wisconsin -> Public,Wisconsin,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r296,Wisconsin -> Public -> U. Wisconsin-Madison,Wisconsin,Public,U. Wisconsin-Madison,3,"['1,297,331', '']","['13,512', '']","['608,925', '']","['913', '']","['688,406', '']","['12,599', '']"
3186,r297,Wisconsin -> Private,Wisconsin,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r298,Wisconsin -> Private -> Marquette U.,Wisconsin,Private,Marquette U.,3,"['37,777', '']","['1,760', '']","['12,792', '']","['1,436', '']","['24,985', '']","['324', '']"
3186,r299,Wisconsin -> Private -> Medical C. Wisconsin,Wisconsin,Private,Medical C. Wisconsin,3,"['244,752', '']","['18,205', '']","['119,036', '']","['2,023', '']","['125,716', '']","['16,182', '']"
3186,r300,Puerto Rico,Puerto Rico,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r301,Puerto Rico -> Public,Puerto Rico,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r302,"Puerto Rico -> Public -> U. Puerto Rico, Medical Sciences Campus",Puerto Rico,Public,"U. Puerto Rico, Medical Sciences Campus",3,"['45,014', '']","['3,466', '']","['34,570', '']","['2,333', '']","['10,444', '']","['1,133', '']"
3186,r303,Puerto Rico -> Private,Puerto Rico,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r304,Puerto Rico -> Private -> Ponce Health Sciences U.,Puerto Rico,Private,Ponce Health Sciences U.,3,"['11,390', '']","['821', '']","['8,339', '']","['0', '']","['3,051', '']","['821', '']"
