table_id,row_id,state_or_territory_control_and_institution_full_path,state_or_territory_control_and_institution_level_1,state_or_territory_control_and_institution_level_2,state_or_territory_control_and_institution_level_3,state_or_territory_control_and_institution_hierarchy_depth,field_all_fields,field_agricultural_sciences,field_biological_and_biomedical_sciences,field_computer_and_information_sciences,field_engineering,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_health_sciences,field_mathematics_and_statistics,field_natural_resources_and_conservation,field_physical_sciences,field_psychology,field_social_sciences,field_other
3027,r113,Connecticut -> Private -> Wesleyan U.,Connecticut,Private,Wesleyan U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r114,Connecticut -> Private -> Yale U.,Connecticut,Private,Yale U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r115,Delaware,Delaware,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3027,r116,Delaware -> Public,Delaware,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3027,r117,Delaware -> Public -> Delaware State U.,Delaware,Public,Delaware State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r118,Delaware -> Public -> U. Delaware,Delaware,Public,U. Delaware,3,"['56', '']","['0', '']","['0', '']","['0', '']","['45', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['7', '']"
3027,r119,District of Columbia,District of Columbia,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3027,r120,District of Columbia -> Public,District of Columbia,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3027,r121,District of Columbia -> Public -> U. of the District of Columbia,District of Columbia,Public,U. of the District of Columbia,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r122,District of Columbia -> Private,District of Columbia,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3027,r123,District of Columbia -> Private -> American U.,District of Columbia,Private,American U.,3,"['26', '']","['0', '']","['13', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['6', '']","['5', '']","['2', '']","['0', '']","['0', '']"
3027,r124,District of Columbia -> Private -> Catholic U. of America,District of Columbia,Private,Catholic U. of America,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r125,District of Columbia -> Private -> Gallaudet U.,District of Columbia,Private,Gallaudet U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r126,District of Columbia -> Private -> George Washington U.,District of Columbia,Private,George Washington U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r127,District of Columbia -> Private -> Georgetown U.,District of Columbia,Private,Georgetown U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r128,District of Columbia -> Private -> Howard U.,District of Columbia,Private,Howard U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r129,Florida,Florida,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3027,r130,Florida -> Public,Florida,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3027,r131,Florida -> Public -> Florida A&M U.,Florida,Public,Florida A&M U.,3,"['1', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r132,Florida -> Public -> Florida Atlantic U.,Florida,Public,Florida Atlantic U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r133,Florida -> Public -> Florida Gulf Coast U.,Florida,Public,Florida Gulf Coast U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r134,Florida -> Public -> Florida International U.,Florida,Public,Florida International U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r135,Florida -> Public -> Florida Polytechnic U.,Florida,Public,Florida Polytechnic U.,3,"['22', '']","['0', '']","['3', '']","['4', '']","['13', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2', '']","['0', '']","['0', '']","['0', '']"
3027,r136,Florida -> Public -> Florida State U.,Florida,Public,Florida State U.,3,"['8', '']","['0', '']","['0', '']","['0', '']","['8', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r137,Florida -> Public -> U. Central Florida,Florida,Public,U. Central Florida,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r138,Florida -> Public -> U. Florida,Florida,Public,U. Florida,3,"['30', '']","['30', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r139,Florida -> Public -> U. North Florida,Florida,Public,U. North Florida,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r140,"Florida -> Public -> U. South Florida, Saint Petersburg",Florida,Public,"U. South Florida, Saint Petersburg",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r141,"Florida -> Public -> U. South Florida, Tampa",Florida,Public,"U. South Florida, Tampa",3,"['90', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['90', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r142,Florida -> Public -> U. West Florida,Florida,Public,U. West Florida,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r143,Florida -> Private,Florida,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3027,r144,Florida -> Private -> Bethune-Cookman U. ,Florida,Private,Bethune-Cookman U. ,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r145,Florida -> Private -> Embry-Riddle Aeronautical U.,Florida,Private,Embry-Riddle Aeronautical U.,3,"['15', '']","['0', '']","['0', '']","['0', '']","['15', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r146,Florida -> Private -> Florida Institute of Technology,Florida,Private,Florida Institute of Technology,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r147,Florida -> Private -> Nova Southeastern U.,Florida,Private,Nova Southeastern U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r148,Florida -> Private -> U. Miami,Florida,Private,U. Miami,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r149,Georgia,Georgia,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3027,r150,Georgia -> Public,Georgia,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3027,r151,Georgia -> Public -> Albany State U.,Georgia,Public,Albany State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r152,Georgia -> Public -> Augusta U.,Georgia,Public,Augusta U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r153,Georgia -> Public -> Fort Valley State U.,Georgia,Public,Fort Valley State U.,3,"['13', '']","['13', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r154,Georgia -> Public -> Georgia Institute of Technology,Georgia,Public,Georgia Institute of Technology,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r155,Georgia -> Public -> Georgia Southern U.,Georgia,Public,Georgia Southern U.,3,"['42', '']","['0', '']","['0', '']","['0', '']","['42', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r156,Georgia -> Public -> Georgia State U.,Georgia,Public,Georgia State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r157,Georgia -> Public -> Kennesaw State U.,Georgia,Public,Kennesaw State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r158,Georgia -> Public -> Savannah State U.,Georgia,Public,Savannah State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r159,Georgia -> Public -> U. Georgia,Georgia,Public,U. Georgia,3,"['67', '']","['3', '']","['0', '']","['0', '']","['27', '']","['0', '']","['0', '']","['0', '']","['0', '']","['37', '']","['0', '']","['0', '']","['0', '']"
3027,r160,Georgia -> Private,Georgia,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3027,r161,Georgia -> Private -> Clark Atlanta U.,Georgia,Private,Clark Atlanta U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r162,Georgia -> Private -> Emory U.,Georgia,Private,Emory U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r163,Georgia -> Private -> Mercer U.,Georgia,Private,Mercer U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r164,Georgia -> Private -> Morehouse C.,Georgia,Private,Morehouse C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r165,Georgia -> Private -> Morehouse School of Medicine,Georgia,Private,Morehouse School of Medicine,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r166,Georgia -> Private -> Spelman C.,Georgia,Private,Spelman C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r167,Hawaii,Hawaii,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3027,r168,Hawaii -> Public,Hawaii,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3027,r169,"Hawaii -> Public -> U. Hawaii, Hilo",Hawaii,Public,"U. Hawaii, Hilo",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r170,"Hawaii -> Public -> U. Hawaii, Manoa",Hawaii,Public,"U. Hawaii, Manoa",3,"['30', '']","['0', '']","['30', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r171,Hawaii -> Private,Hawaii,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3027,r172,Hawaii -> Private -> Hawaii Pacific U.,Hawaii,Private,Hawaii Pacific U.,3,"['*', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r173,Idaho,Idaho,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3027,r174,Idaho -> Public,Idaho,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3027,r175,Idaho -> Public -> Boise State U.,Idaho,Public,Boise State U.,3,"['17', '']","['0', '']","['0', '']","['0', '']","['17', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r176,Idaho -> Public -> Idaho State U.,Idaho,Public,Idaho State U.,3,"['4', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r177,Idaho -> Public -> U. Idaho,Idaho,Public,U. Idaho,3,"['33', '']","['17', '']","['8', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['8', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r178,Illinois,Illinois,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3027,r179,Illinois -> Public,Illinois,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3027,r180,Illinois -> Public -> Chicago State U.,Illinois,Public,Chicago State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r181,Illinois -> Public -> Illinois State U.,Illinois,Public,Illinois State U.,3,"['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
3027,r182,Illinois -> Public -> Northeastern Illinois U.,Illinois,Public,Northeastern Illinois U.,3,"['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
3027,r183,Illinois -> Public -> Northern Illinois U.,Illinois,Public,Northern Illinois U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r184,"Illinois -> Public -> Southern Illinois U., Carbondale",Illinois,Public,"Southern Illinois U., Carbondale",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r185,"Illinois -> Public -> Southern Illinois U., Edwardsville",Illinois,Public,"Southern Illinois U., Edwardsville",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r186,"Illinois -> Public -> U. Illinois, Chicago",Illinois,Public,"U. Illinois, Chicago",3,"['8', '']","['0', '']","['0', '']","['0', '']","['8', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r187,"Illinois -> Public -> U. Illinois, Springfield",Illinois,Public,"U. Illinois, Springfield",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r188,"Illinois -> Public -> U. Illinois, Urbana-Champaign",Illinois,Public,"U. Illinois, Urbana-Champaign",3,"['43', '']","['17', '']","['0', '']","['0', '']","['10', '']","['0', '']","['6', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['10', '']"
3027,r189,Illinois -> Public -> Western Illinois U.,Illinois,Public,Western Illinois U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r190,Illinois -> Private,Illinois,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3027,r191,Illinois -> Private -> Bradley U.,Illinois,Private,Bradley U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r192,Illinois -> Private -> DePaul U.,Illinois,Private,DePaul U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r193,Illinois -> Private -> Illinois Institute of Technology,Illinois,Private,Illinois Institute of Technology,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r194,"Illinois -> Private -> Loyola U., Chicago",Illinois,Private,"Loyola U., Chicago",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r195,Illinois -> Private -> Midwestern U.,Illinois,Private,Midwestern U.,3,"['7', '']","['0', '']","['6', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r196,Illinois -> Private -> Northwestern U.,Illinois,Private,Northwestern U.,3,"['19', '']","['0', '']","['0', '']","['0', '']","['19', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r197,Illinois -> Private -> Rosalind Franklin U. of Medicine and Science,Illinois,Private,Rosalind Franklin U. of Medicine and Science,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r198,Illinois -> Private -> Rush U.,Illinois,Private,Rush U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r199,"Illinois -> Private -> Toyota Technological Institute, Chicago",Illinois,Private,"Toyota Technological Institute, Chicago",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r200,Illinois -> Private -> U. Chicago,Illinois,Private,U. Chicago,3,"['3', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3', '']","['0', '']"
3027,r201,"Illinois -> Private -> Wheaton C., Wheaton",Illinois,Private,"Wheaton C., Wheaton",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r202,Indiana,Indiana,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3027,r203,Indiana -> Public,Indiana,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3027,r204,Indiana -> Public -> Ball State U.,Indiana,Public,Ball State U.,3,"['43', '']","['0', '']","['26', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['16', '']","['0', '']","['0', '']","['0', '']"
3027,r205,"Indiana -> Public -> Indiana U., Bloomington",Indiana,Public,"Indiana U., Bloomington",3,"['37', '']","['0', '']","['0', '']","['0', '']","['37', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r206,"Indiana -> Public -> Indiana U.-Purdue U., Indianapolis",Indiana,Public,"Indiana U.-Purdue U., Indianapolis",3,"['54', '']","['0', '']","['24', '']","['0', '']","['30', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r207,"Indiana -> Public -> Purdue U., Fort Wayne",Indiana,Public,"Purdue U., Fort Wayne",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r208,"Indiana -> Public -> Purdue U., Northwest",Indiana,Public,"Purdue U., Northwest",3,"['3', '']","['0', '']","['3', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r209,"Indiana -> Public -> Purdue U., West Lafayette",Indiana,Public,"Purdue U., West Lafayette",3,"['52', '']","['0', '']","['0', '']","['0', '']","['52', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r210,Indiana -> Private,Indiana,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3027,r211,Indiana -> Private -> U. Notre Dame,Indiana,Private,U. Notre Dame,3,"['5', '']","['0', '']","['0', '']","['0', '']","['5', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r212,Iowa,Iowa,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3027,r213,Iowa -> Public,Iowa,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3027,r214,Iowa -> Public -> Iowa State U.,Iowa,Public,Iowa State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r215,Iowa -> Public -> U. Iowa,Iowa,Public,U. Iowa,3,"['10', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['10', '']","['0', '']","['0', '']"
3027,r216,Iowa -> Public -> U. Northern Iowa,Iowa,Public,U. Northern Iowa,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r217,Iowa -> Private,Iowa,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3027,r218,Iowa -> Private -> Des Moines U.,Iowa,Private,Des Moines U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r219,Iowa -> Private -> Grinnell C.,Iowa,Private,Grinnell C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r220,"Iowa -> Private -> Palmer C. of Chiropractic, Davenport",Iowa,Private,"Palmer C. of Chiropractic, Davenport",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r221,Kansas,Kansas,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3027,r222,Kansas -> Public,Kansas,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3027,r223,Kansas -> Public -> Kansas State U.,Kansas,Public,Kansas State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r224,Kansas -> Public -> Pittsburg State U.,Kansas,Public,Pittsburg State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r225,Kansas -> Public -> U. Kansas,Kansas,Public,U. Kansas,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r226,Kansas -> Public -> Wichita State U.,Kansas,Public,Wichita State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3027,r227,Kentucky,Kentucky,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3027,r228,Kentucky -> Public,Kentucky,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
