table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020
5460,r155,All institutions -> Augusta U.,All institutions,Augusta U.,2,154,"['na', '']","['na', '']","['na', '']","['64,033', '']","['64,116', '']","['67,736', '']","['71,338', '']","['99,637', '']","['99,043', '']","['96,396', '']","['103,886', '']"
5460,r156,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,155,"['84,523', '']","['101,202', '']","['97,845', '']","['94,381', '']","['84,393', '']","['86,139', '']","['90,562', '']","['95,197', '']","['98,271', '']","['107,429', '']","['102,059', '']"
5460,r157,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,156,"['76,262', '']","['74,636', '']","['79,792', '']","['68,636', '']","['67,199', '']","['63,590', '']","['69,145', '']","['91,958', '']","['100,061', '']","['100,841', '']","['102,047', '']"
5460,r158,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,157,"['62,814', '']","['59,617', '']","['58,735', '']","['59,809', '']","['54,808', '']","['60,282', '']","['69,994', '']","['84,109', '']","['86,096', '']","['96,246', '']","['101,504', '']"
5460,r159,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,158,"['83,601', '']","['84,346', '']","['92,348', '']","['92,365', '']","['104,844', '']","['102,122', '']","['93,907', '']","['96,533', '']","['94,221', '']","['99,326', '']","['100,220', '']"
5460,r160,"All institutions -> U. Tennessee, Health Science Center",All institutions,"U. Tennessee, Health Science Center",2,159,"['81,900', 'i']","['81,216', '']","['77,749', '']","['71,897', '']","['67,841', '']","['65,771', '']","['71,547', '']","['73,393', '']","['79,460', '']","['96,979', '']","['99,716', '']"
5460,r161,All institutions -> Rush U.,All institutions,Rush U.,2,160,"['73,398', '']","['79,212', '']","['80,300', '']","['81,770', '']","['80,551', '']","['79,048', '']","['73,351', '']","['74,062', '']","['89,101', '']","['96,267', '']","['94,438', '']"
5460,r162,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,161,"['53,957', '']","['55,320', '']","['63,812', '']","['63,149', '']","['48,736', '']","['54,928', '']","['108,552', '']","['121,927', '']","['112,857', '']","['79,928', '']","['91,738', '']"
5460,r163,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,162,"['51,480', '']","['50,496', '']","['48,700', '']","['48,599', '']","['42,318', '']","['50,012', '']","['49,383', '']","['64,143', '']","['66,192', '']","['75,719', '']","['91,606', '']"
5460,r164,All institutions -> U. Oregon,All institutions,U. Oregon,2,163,"['83,545', '']","['87,161', '']","['87,656', '']","['78,654', '']","['77,655', '']","['65,226', '']","['68,631', '']","['72,517', '']","['83,132', '']","['82,231', '']","['88,598', '']"
5460,r165,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,164,"['64,134', '']","['67,576', '']","['72,033', '']","['73,005', '']","['70,475', '']","['77,515', '']","['80,981', '']","['83,892', '']","['80,824', '']","['92,205', '']","['87,437', '']"
5460,r166,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,165,"['55,120', '']","['55,257', '']","['53,980', '']","['51,465', '']","['52,595', '']","['57,435', '']","['58,437', '']","['60,735', '']","['65,060', '']","['76,770', '']","['85,346', '']"
5460,r167,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,166,"['81,894', '']","['83,155', '']","['65,628', '']","['62,887', '']","['64,329', '']","['67,944', '']","['69,404', '']","['69,926', '']","['70,358', '']","['76,918', '']","['79,669', '']"
5460,r168,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,167,"['95,064', '']","['91,789', '']","['75,670', '']","['69,338', '']","['77,474', '']","['76,131', '']","['74,504', '']","['70,862', '']","['69,858', '']","['74,733', '']","['78,865', '']"
5460,r169,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,168,"['76,808', '']","['56,598', '']","['56,192', '']","['48,195', '']","['48,034', '']","['49,384', '']","['53,864', '']","['78,329', '']","['78,642', '']","['83,679', '']","['77,690', '']"
5460,r170,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,169,"['42,202', '']","['37,711', '']","['33,130', '']","['34,299', '']","['38,229', '']","['39,564', '']","['49,405', '']","['53,073', '']","['62,711', '']","['73,777', '']","['77,606', '']"
5460,r171,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,170,"['43,403', '']","['45,816', '']","['55,925', '']","['57,778', '']","['58,498', '']","['57,425', '']","['59,576', '']","['58,175', '']","['58,288', '']","['67,310', '']","['74,763', '']"
5460,r172,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,171,"['60,183', '']","['66,812', '']","['67,977', '']","['66,192', '']","['64,791', '']","['66,135', '']","['68,863', '']","['68,681', '']","['75,194', '']","['76,853', '']","['74,731', '']"
5460,r173,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,172,"['39,992', '']","['52,601', '']","['52,021', '']","['49,728', '']","['47,920', '']","['51,555', '']","['53,395', '']","['52,151', '']","['59,911', '']","['68,032', '']","['72,260', '']"
5460,r174,All institutions -> Cleveland State U.,All institutions,Cleveland State U.,2,173,"['33,857', '']","['55,044', '']","['60,481', '']","['67,137', '']","['61,291', '']","['56,683', 'i']","['70,665', '']","['77,518', '']","['77,203', '']","['73,854', '']","['72,092', '']"
5460,r175,All institutions -> Saint Louis U.,All institutions,Saint Louis U.,2,174,"['46,589', '']","['52,134', '']","['48,303', '']","['47,174', '']","['42,316', '']","['40,831', '']","['40,426', '']","['53,643', '']","['55,913', '']","['61,907', '']","['66,858', '']"
5460,r176,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,175,"['41,480', '']","['45,207', '']","['54,151', '']","['44,912', '']","['45,127', '']","['41,432', '']","['47,195', '']","['49,769', '']","['49,785', '']","['65,249', '']","['64,496', '']"
5460,r177,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,176,"['290,490', '']","['314,004', '']","['308,101', '']","['325,562', '']","['316,650', '']","['51,479', '']","['52,050', '']","['51,783', '']","['54,270', '']","['58,150', '']","['62,791', '']"
5460,r178,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,177,"['27,281', '']","['28,581', '']","['27,078', '']","['30,134', '']","['30,903', '']","['34,731', '']","['38,800', '']","['45,572', '']","['52,105', '']","['57,763', '']","['62,548', '']"
5460,r179,"All institutions -> U. California, Office of the President",All institutions,"U. California, Office of the President",2,178,"['72,542', '']","['63,420', '']","['65,627', '']","['67,447', '']","['50,103', '']","['48,233', '']","['39,051', '']","['46,399', '']","['55,676', '']","['67,702', '']","['60,686', '']"
5460,r180,All institutions -> South Dakota State U.,All institutions,South Dakota State U.,2,179,"['67,269', '']","['69,646', '']","['68,554', '']","['63,751', '']","['58,199', '']","['57,433', '']","['60,582', '']","['63,328', '']","['63,287', '']","['66,462', '']","['60,600', '']"
5460,r181,All institutions -> Van Andel Research Institute,All institutions,Van Andel Research Institute,2,180,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['40,502', 'i']","['40,040', 'i']","['44,578', 'i']","['55,171', '']","['61,738', '']","['58,982', '']"
5460,r182,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,181,"['76,710', '']","['80,696', '']","['79,305', '']","['76,187', '']","['52,832', '']","['48,418', '']","['53,097', '']","['54,635', '']","['51,747', '']","['59,858', '']","['58,862', '']"
5460,r183,All institutions -> Naval Postgraduate School,All institutions,Naval Postgraduate School,2,182,"['96,067', '']","['95,153', '']","['124,531', '']","['89,616', '']","['91,400', '']","['74,293', '']","['54,558', '']","['52,404', '']","['52,551', '']","['60,522', '']","['58,276', '']"
5460,r184,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,183,"['22,762', '']","['34,421', '']","['40,796', '']","['43,342', '']","['39,453', '']","['38,001', '']","['30,858', '']","['35,443', '']","['37,731', '']","['54,523', '']","['57,764', '']"
5460,r185,All institutions -> William & Mary,All institutions,William & Mary,2,184,"['51,453', '']","['48,835', '']","['46,547', '']","['48,183', '']","['49,428', '']","['52,642', '']","['54,491', '']","['54,197', '']","['54,508', '']","['55,687', '']","['55,857', '']"
5460,r186,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,185,"['58,417', '']","['56,845', '']","['52,271', '']","['47,568', '']","['51,316', '']","['55,883', '']","['50,661', '']","['48,017', '']","['53,585', '']","['50,950', '']","['54,782', '']"
5460,r187,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,186,"['67,672', '']","['71,638', '']","['69,489', '']","['69,398', '']","['67,048', 'i']","['68,690', 'i']","['56,871', '']","['62,745', 'i']","['56,750', '']","['56,738', '']","['54,662', '']"
5460,r188,All institutions -> U. Memphis,All institutions,U. Memphis,2,187,"['40,589', '']","['39,315', '']","['41,841', '']","['39,306', '']","['44,351', '']","['37,539', '']","['40,374', '']","['41,192', '']","['50,819', '']","['47,225', '']","['54,193', '']"
5460,r189,All institutions -> U. Maryland Center for Environmental Science,All institutions,U. Maryland Center for Environmental Science,2,188,"['42,670', '']","['50,007', '']","['48,224', '']","['53,683', '']","['50,814', '']","['49,341', '']","['52,861', '']","['54,491', '']","['53,398', '']","['55,121', '']","['53,676', '']"
5460,r190,All institutions -> U. Toledo,All institutions,U. Toledo,2,189,"['66,839', '']","['70,164', '']","['63,348', '']","['63,119', '']","['56,710', '']","['48,391', '']","['45,687', '']","['46,697', '']","['48,184', '']","['52,655', '']","['51,843', '']"
5460,r191,All institutions -> U. South Alabama,All institutions,U. South Alabama,2,190,"['30,012', '']","['36,975', '']","['34,194', '']","['34,737', '']","['33,994', '']","['38,245', '']","['42,466', '']","['40,629', '']","['40,519', '']","['51,968', '']","['50,571', '']"
5460,r192,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,191,"['41,896', '']","['47,027', '']","['46,782', '']","['22,594', '']","['21,760', '']","['19,718', '']","['25,158', '']","['42,918', '']","['44,634', '']","['46,399', '']","['50,002', '']"
5460,r193,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,192,"['33,537', '']","['29,709', '']","['31,893', '']","['32,199', '']","['31,471', '']","['36,030', '']","['39,952', '']","['45,563', '']","['43,679', '']","['49,949', '']","['49,572', '']"
5460,r194,All institutions -> Wright State U.,All institutions,Wright State U.,2,193,"['48,396', '']","['47,795', '']","['45,901', '']","['49,760', '']","['54,456', '']","['53,881', '']","['55,241', '']","['59,263', '']","['67,615', '']","['63,779', '']","['48,974', '']"
5460,r195,All institutions -> Mercer U.,All institutions,Mercer U.,2,194,"['26,862', '']","['28,998', '']","['31,352', '']","['28,876', '']","['30,162', '']","['32,771', '']","['31,653', '']","['29,366', '']","['34,098', '']","['44,037', '']","['48,955', '']"
5460,r196,All institutions -> U. Texas Rio Grande Valley,All institutions,U. Texas Rio Grande Valley,2,195,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['27,400', '']","['28,547', '']","['25,623', '']","['42,714', '']","['47,610', '']"
5460,r197,"All institutions -> U. North Texas, Health Science Center",All institutions,"U. North Texas, Health Science Center",2,196,"['38,862', '']","['45,943', '']","['46,865', '']","['44,904', '']","['47,002', '']","['46,335', '']","['50,567', '']","['48,476', '']","['49,503', '']","['50,124', '']","['47,392', '']"
5460,r198,All institutions -> East Carolina U.,All institutions,East Carolina U.,2,197,"['23,370', '']","['25,727', '']","['29,468', '']","['36,425', '']","['29,169', '']","['26,248', '']","['25,251', '']","['25,551', '']","['36,066', '']","['47,612', '']","['47,123', '']"
5460,r199,All institutions -> Missouri U. of Science and Technology,All institutions,Missouri U. of Science and Technology,2,198,"['37,259', '']","['36,325', '']","['33,797', '']","['35,400', '']","['38,509', '']","['35,144', '']","['35,531', '']","['37,958', '']","['42,657', '']","['47,521', '']","['46,813', '']"
5460,r200,"All institutions -> U. North Carolina, Charlotte",All institutions,"U. North Carolina, Charlotte",2,199,"['28,216', '']","['24,323', '']","['22,504', '']","['21,744', '']","['20,646', '']","['21,836', '']","['23,610', '']","['24,190', '']","['34,870', '']","['42,697', '']","['45,181', '']"
5460,r201,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,200,"['45,050', '']","['56,734', '']","['56,618', '']","['54,316', '']","['52,072', '']","['51,905', '']","['61,354', '']","['53,738', '']","['53,132', '']","['51,305', '']","['44,175', '']"
5460,r202,All institutions -> Howard U.,All institutions,Howard U.,2,201,"['38,626', '']","['41,471', '']","['44,587', '']","['41,351', '']","['38,366', '']","['45,764', '']","['40,412', '']","['44,613', '']","['44,592', '']","['43,227', '']","['44,077', '']"
5460,r203,"All institutions -> U. California, Merced",All institutions,"U. California, Merced",2,202,"['20,730', '']","['20,307', '']","['21,826', '']","['21,730', '']","['22,612', '']","['28,278', '']","['27,185', '']","['32,448', '']","['35,753', '']","['42,611', '']","['43,421', '']"
5460,r204,"All institutions -> Louisiana State U., Health Sciences Center, New Orleans",All institutions,"Louisiana State U., Health Sciences Center, New Orleans",2,203,"['59,776', '']","['57,007', '']","['53,712', '']","['49,443', '']","['45,486', '']","['46,840', '']","['43,067', '']","['40,785', '']","['38,989', '']","['40,914', '']","['43,419', '']"
5460,r205,All institutions -> Boston C.,All institutions,Boston C.,2,204,"['36,960', 'i']","['30,446', '']","['30,436', '']","['30,700', '']","['28,326', '']","['26,123', '']","['40,724', '']","['43,825', '']","['42,801', '']","['44,768', '']","['43,168', '']"
5460,r206,"All institutions -> Texas Tech U., Health Sciences Center",All institutions,"Texas Tech U., Health Sciences Center",2,205,"['51,282', '']","['58,774', '']","['61,219', '']","['61,309', '']","['36,932', '']","['39,261', '']","['38,717', '']","['38,657', '']","['36,784', '']","['42,959', '']","['43,102', '']"
5460,r207,All institutions -> Stevens Institute of Technology,All institutions,Stevens Institute of Technology,2,206,"['32,230', '']","['39,973', '']","['29,893', '']","['26,788', '']","['28,917', '']","['33,042', '']","['34,413', '']","['34,018', '']","['31,565', '']","['35,477', '']","['42,640', '']"
5460,r208,All institutions -> Ohio U.,All institutions,Ohio U.,2,207,"['44,428', '']","['43,399', '']","['42,798', '']","['44,746', '']","['58,238', 'i']","['57,786', 'i']","['55,828', 'i']","['57,321', 'i']","['49,518', 'i']","['45,581', '']","['42,369', '']"
5460,r209,All institutions -> Worcester Polytechnic Institute,All institutions,Worcester Polytechnic Institute,2,208,"['17,154', '']","['20,647', '']","['18,558', '']","['23,780', '']","['26,544', '']","['33,910', '']","['34,921', '']","['31,662', '']","['31,477', '']","['37,822', '']","['41,949', '']"
5460,r210,"All institutions -> Southern Illinois U., Carbondale",All institutions,"Southern Illinois U., Carbondale",2,209,"['69,924', '']","['71,130', '']","['71,097', '']","['70,854', '']","['65,256', '']","['57,509', '']","['53,172', '']","['48,416', '']","['49,636', '']","['41,729', '']","['41,617', '']"
5460,r211,"All institutions -> SUNY, Upstate Medical U.",All institutions,"SUNY, Upstate Medical U.",2,210,"['43,824', '']","['39,988', '']","['35,897', '']","['34,286', '']","['33,460', '']","['32,453', '']","['31,892', '']","['35,551', '']","['36,674', '']","['38,091', '']","['41,557', '']"
5460,r212,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,211,"['32,947', '']","['34,075', '']","['29,554', '']","['32,100', '']","['36,354', '']","['39,833', '']","['38,326', '']","['36,594', '']","['38,252', '']","['39,818', '']","['40,474', '']"
5460,r213,All institutions -> Texas State U.,All institutions,Texas State U.,2,212,"['19,496', '']","['19,243', '']","['24,285', '']","['26,671', '']","['25,910', '']","['29,934', '']","['30,064', '']","['28,479', '']","['29,444', '']","['35,440', '']","['39,242', '']"
5460,r214,All institutions -> Boise State U.,All institutions,Boise State U.,2,213,"['18,045', '']","['23,519', '']","['26,885', '']","['24,027', '']","['25,351', '']","['29,955', '']","['30,384', '']","['32,279', '']","['37,959', '']","['35,528', '']","['38,919', '']"
5460,r215,"All institutions -> Loyola U., Chicago",All institutions,"Loyola U., Chicago",2,214,"['42,120', '']","['40,994', '']","['44,785', '']","['50,150', '']","['48,996', '']","['47,000', '']","['41,152', '']","['38,070', '']","['37,049', '']","['37,210', '']","['38,210', '']"
5460,r216,All institutions -> American U.,All institutions,American U.,2,215,"['16,809', '']","['18,212', '']","['18,404', '']","['23,794', '']","['38,038', '']","['25,350', '']","['28,170', '']","['26,551', '']","['31,906', '']","['39,531', '']","['37,505', '']"
5460,r217,"All institutions -> U. Puerto Rico, Medical Sciences Campus",All institutions,"U. Puerto Rico, Medical Sciences Campus",2,216,"['39,134', '']","['64,017', '']","['45,649', '']","['43,374', '']","['40,444', '']","['43,316', '']","['46,232', '']","['42,423', '']","['41,216', '']","['45,014', '']","['37,217', '']"
5460,r218,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,217,"['39,387', '']","['31,864', '']","['28,869', '']","['29,875', '']","['30,021', '']","['30,305', '']","['35,220', '']","['37,929', '']","['33,865', '']","['38,998', '']","['36,827', '']"
5460,r219,All institutions -> Lehigh U.,All institutions,Lehigh U.,2,218,"['34,897', '']","['29,639', '']","['28,949', '']","['31,003', '']","['32,860', '']","['33,693', '']","['30,375', '']","['33,752', '']","['35,849', '']","['35,414', '']","['36,427', '']"
5460,r220,All institutions -> Air Force Institute of Technology,All institutions,Air Force Institute of Technology,2,219,"['28,318', '']","['30,090', '']","['30,609', '']","['26,234', '']","['23,335', '']","['26,323', '']","['29,722', '']","['35,703', '']","['33,360', '']","['34,016', '']","['35,584', '']"
5460,r221,"All institutions -> U. Missouri, Kansas City",All institutions,"U. Missouri, Kansas City",2,220,"['24,461', '']","['27,000', '']","['23,902', '']","['23,521', '']","['26,452', '']","['24,097', '']","['23,955', '']","['22,806', '']","['22,857', '']","['30,096', '']","['34,695', '']"
5460,r222,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,221,"['30,282', '']","['33,719', '']","['31,375', '']","['33,538', '']","['29,895', '']","['31,676', '']","['32,856', '']","['33,024', '']","['34,437', '']","['36,605', '']","['34,194', '']"
5460,r223,"All institutions -> CUNY, Hunter C.",All institutions,"CUNY, Hunter C.",2,222,"['35,751', '']","['35,645', '']","['36,085', '']","['36,741', '']","['35,702', '']","['33,483', '']","['33,508', '']","['26,496', '']","['29,752', '']","['32,773', '']","['33,951', '']"
5460,r224,All institutions -> Kent State U.,All institutions,Kent State U.,2,223,"['24,616', '']","['24,388', '']","['23,353', '']","['19,962', '']","['21,785', '']","['25,917', '']","['21,951', '']","['27,413', '']","['26,703', '']","['32,867', '']","['33,929', '']"
5460,r225,"All institutions -> Brigham Young U., Provo",All institutions,"Brigham Young U., Provo",2,224,"['27,766', '']","['29,980', '']","['26,499', '']","['30,076', '']","['30,797', '']","['31,849', '']","['35,512', '']","['36,791', '']","['34,276', '']","['33,275', '']","['33,810', '']"
5460,r226,All institutions -> Portland State U.,All institutions,Portland State U.,2,225,"['40,203', '']","['41,692', '']","['40,939', '']","['38,785', '']","['39,134', '']","['36,355', '']","['38,717', '']","['36,595', '']","['36,526', '']","['38,726', '']","['33,654', '']"
5460,r227,All institutions -> U.S. Air Force Academy,All institutions,U.S. Air Force Academy,2,226,"['54,509', '']","['70,285', '']","['43,512', '']","['49,471', '']","['41,539', 'i']","['35,157', '']","['50,659', '']","['40,635', '']","['33,467', '']","['34,940', '']","['33,308', '']"
5460,r228,"All institutions -> SUNY, Downstate Medical Center",All institutions,"SUNY, Downstate Medical Center",2,227,"['32,512', '']","['41,993', '']","['43,257', '']","['39,354', '']","['33,331', '']","['28,652', '']","['33,735', '']","['31,873', '']","['34,661', '']","['36,015', '']","['33,204', '']"
5460,r229,All institutions -> North Carolina Agricultural and Technical State U.,All institutions,North Carolina Agricultural and Technical State U.,2,228,"['35,216', '']","['34,725', '']","['33,963', '']","['33,251', '']","['34,160', '']","['34,514', '']","['31,782', '']","['35,285', '']","['34,714', '']","['33,297', '']","['31,382', '']"
5460,r230,All institutions -> Baylor U.,All institutions,Baylor U.,2,229,"['8,452', '']","['10,277', '']","['8,184', '']","['11,877', '']","['17,877', '']","['20,721', '']","['22,237', '']","['25,052', '']","['25,289', '']","['26,291', '']","['31,313', '']"
5460,r231,All institutions -> San Francisco State U.,All institutions,San Francisco State U.,2,230,"['24,959', '']","['25,772', '']","['29,447', '']","['31,948', '']","['28,710', '']","['26,178', '']","['25,149', '']","['26,712', '']","['27,841', '']","['29,667', '']","['30,779', 'i']"
5460,r232,All institutions -> Morehouse School of Medicine,All institutions,Morehouse School of Medicine,2,231,"['30,669', 'i']","['33,946', '']","['37,586', '']","['36,638', 'i']","['41,858', '']","['33,367', '']","['38,774', '']","['35,454', '']","['33,215', '']","['31,289', '']","['29,813', '']"
5460,r233,All institutions -> Marquette U.,All institutions,Marquette U.,2,232,"['13,124', '']","['16,525', '']","['15,208', '']","['16,257', '']","['17,267', '']","['19,985', '']","['21,968', '']","['23,692', '']","['24,623', '']","['28,856', '']","['29,152', '']"
5460,r234,All institutions -> Illinois Institute of Technology,All institutions,Illinois Institute of Technology,2,233,"['34,348', '']","['40,199', '']","['32,148', '']","['36,426', '']","['30,938', '']","['33,810', '']","['29,430', '']","['32,362', '']","['32,566', '']","['34,220', '']","['29,003', '']"
5460,r235,"All institutions -> SUNY, C. of Environmental Science and Forestry",All institutions,"SUNY, C. of Environmental Science and Forestry",2,234,"['26,916', '']","['25,007', 'i']","['23,117', 'i']","['21,225', 'i']","['19,013', 'i']","['22,036', '']","['24,221', '']","['27,755', '']","['26,559', '']","['28,979', '']","['29,000', '']"
5460,r236,All institutions -> Texas A&M U.-Corpus Christi,All institutions,Texas A&M U.-Corpus Christi,2,235,"['15,034', '']","['15,146', '']","['13,626', '']","['15,161', '']","['19,058', '']","['22,985', '']","['21,911', '']","['25,644', '']","['28,077', '']","['29,296', '']","['28,246', '']"
5460,r237,All institutions -> Southern Methodist U.,All institutions,Southern Methodist U.,2,236,"['16,121', '']","['22,008', '']","['20,917', '']","['17,972', '']","['24,443', '']","['20,538', '']","['22,729', '']","['21,128', '']","['21,505', '']","['27,503', '']","['26,882', '']"
5460,r238,All institutions -> Desert Research Institute,All institutions,Desert Research Institute,2,237,"['34,367', '']","['35,331', '']","['33,056', '']","['27,695', '']","['23,778', '']","['22,103', '']","['29,422', '']","['29,440', '']","['27,875', '']","['26,991', '']","['26,428', '']"
5460,r239,"All institutions -> U. Puerto Rico, Mayaguez",All institutions,"U. Puerto Rico, Mayaguez",2,238,"['25,536', '']","['33,509', '']","['31,143', '']","['28,041', '']","['25,920', '']","['26,986', '']","['24,908', '']","['25,328', '']","['23,764', '']","['26,092', '']","['25,896', '']"
5460,r240,"All institutions -> U. Minnesota, Duluth",All institutions,"U. Minnesota, Duluth",2,239,"['20,237', '']","['22,301', '']","['20,863', '']","['20,818', '']","['21,122', '']","['26,958', '']","['26,949', '']","['24,452', '']","['24,693', '']","['26,859', '']","['25,634', '']"
5460,r241,All institutions -> Nova Southeastern U.,All institutions,Nova Southeastern U.,2,240,"['9,740', '']","['11,912', '']","['12,599', '']","['12,415', '']","['13,532', '']","['14,439', '']","['18,991', '']","['22,021', '']","['22,406', '']","['24,277', '']","['25,476', '']"
5460,r242,"All institutions -> U. Massachusetts, Dartmouth",All institutions,"U. Massachusetts, Dartmouth",2,241,"['24,312', '']","['23,708', '']","['21,556', '']","['25,559', '']","['25,879', '']","['23,875', '']","['24,363', '']","['24,336', '']","['24,536', '']","['26,554', '']","['25,326', '']"
5460,r243,"All institutions -> Louisiana State U., Health Sciences Center, Shreveport",All institutions,"Louisiana State U., Health Sciences Center, Shreveport",2,242,"['30,817', '']","['31,021', '']","['29,365', '']","['28,266', '']","['25,004', '']","['24,069', '']","['23,353', '']","['22,560', '']","['24,463', '']","['26,262', '']","['25,321', '']"
5460,r244,All institutions -> Rowan U.,All institutions,Rowan U.,2,243,"['2,610', '']","['3,185', '']","['3,657', '']","['2,729', '']","['8,118', '']","['7,921', '']","['10,113', '']","['12,710', '']","['15,818', '']","['21,980', '']","['25,269', '']"
5460,r245,All institutions -> Loma Linda U.,All institutions,Loma Linda U.,2,244,"['32,915', '']","['37,169', '']","['29,762', '']","['29,799', '']","['23,120', '']","['25,417', '']","['22,956', '']","['21,846', '']","['22,922', 'i']","['24,408', 'i']","['25,077', 'i']"
5460,r246,All institutions -> U. South Dakota,All institutions,U. South Dakota,2,245,"['27,511', '']","['25,321', '']","['27,060', '']","['30,364', '']","['27,367', '']","['21,671', '']","['22,543', '']","['24,830', '']","['27,168', '']","['28,456', '']","['24,766', '']"
5460,r247,All institutions -> New Mexico Institute of Mining and Technology,All institutions,New Mexico Institute of Mining and Technology,2,246,"['51,696', '']","['43,857', '']","['37,875', '']","['32,442', 'i']","['48,260', '']","['26,222', '']","['19,238', '']","['20,404', '']","['21,260', '']","['24,523', '']","['24,267', '']"
5460,r248,All institutions -> Catholic U. of America,All institutions,Catholic U. of America,2,247,"['20,871', '']","['24,933', '']","['24,275', '']","['22,795', '']","['22,009', '']","['23,817', '']","['24,360', '']","['23,337', '']","['24,269', '']","['23,402', '']","['24,099', '']"
5460,r249,"All institutions -> California Polytechnic State U., San Luis Obispo",All institutions,"California Polytechnic State U., San Luis Obispo",2,248,"['19,148', '']","['15,489', '']","['15,939', '']","['15,098', '']","['14,648', '']","['15,666', '']","['17,559', '']","['17,304', '']","['15,860', '']","['24,954', '']","['23,679', '']"
5460,r250,All institutions -> Albany Medical C.,All institutions,Albany Medical C.,2,249,"['22,953', '']","['20,876', '']","['17,735', '']","['15,093', '']","['16,093', '']","['18,043', '']","['20,166', '']","['20,443', '']","['21,187', '']","['23,028', '']","['23,510', '']"
5460,r251,All institutions -> Delaware State U.,All institutions,Delaware State U.,2,250,"['14,723', '']","['17,993', '']","['15,416', '']","['17,260', '']","['17,654', '']","['15,964', '']","['20,384', '']","['19,136', '']","['18,916', '']","['22,512', '']","['23,353', 'i']"
5460,r252,"All institutions -> Rutgers, State U. New Jersey, Newark",All institutions,"Rutgers, State U. New Jersey, Newark",2,251,"['25,953', '']","['31,714', '']","['31,287', '']","['29,110', '']","['23,235', '']","['19,913', '']","['18,412', '']","['21,586', '']","['23,190', '']","['21,291', '']","['23,118', '']"
5460,r253,"All institutions -> U. Nebraska, central administration",All institutions,"U. Nebraska, central administration",2,252,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['12,713', '']","['17,697', '']","['22,814', '']"
5460,r254,All institutions -> U. Denver,All institutions,U. Denver,2,253,"['12,348', '']","['13,018', '']","['11,575', '']","['12,716', '']","['11,216', '']","['10,614', '']","['16,858', '']","['18,327', '']","['21,618', '']","['21,642', '']","['22,612', '']"
5460,r255,All institutions -> U. Akron,All institutions,U. Akron,2,254,"['47,558', '']","['52,881', '']","['59,765', '']","['62,331', '']","['64,270', '']","['54,089', '']","['57,351', '']","['39,566', '']","['31,789', '']","['29,090', '']","['22,595', '']"
5460,r256,"All institutions -> Teachers C., Columbia U.",All institutions,"Teachers C., Columbia U.",2,255,"['15,149', '']","['17,459', '']","['19,829', '']","['18,538', '']","['19,457', '']","['22,359', '']","['22,868', '']","['23,189', '']","['23,261', '']","['24,234', '']","['22,170', '']"
5460,r257,"All institutions -> U. Alaska, Anchorage",All institutions,"U. Alaska, Anchorage",2,256,"['11,328', '']","['12,380', '']","['13,004', '']","['13,022', '']","['15,112', '']","['15,396', '']","['18,382', '']","['18,646', '']","['19,254', '']","['20,655', '']","['22,123', '']"
