table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
10171,r152,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,151,"['39,992', '']","['52,601', '']","['52,021', '']","['49,728', '']","['47,920', '']","['51,555', '']","['53,395', '']","['52,151', '']","['59,911', '']","['68,032', '']","['72,260', '']","['99,710', '']","['122,764', '']"
10171,r153,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,152,"['75,236', '']","['89,767', '']","['83,124', '']","['93,582', '']","['94,961', '']","['92,374', '']","['99,328', '']","['105,140', '']","['100,950', '']","['113,560', '']","['119,531', '']","['112,959', '']","['120,737', '']"
10171,r154,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,153,"['146,364', '']","['137,301', '']","['135,214', '']","['136,254', '']","['129,124', '']","['127,000', '']","['103,871', '']","['99,975', '']","['93,993', '']","['100,033', '']","['105,817', '']","['109,520', '']","['120,064', '']"
10171,r155,All institutions -> Cold Spring Harbor Laboratory,All institutions,Cold Spring Harbor Laboratory,2,154,"['ne', '']","['89,913', '']","['84,072', '']","['78,236', '']","['76,733', '']","['84,653', '']","['88,943', '']","['97,288', '']","['115,870', '']","['126,773', '']","['115,051', '']","['114,885', '']","['118,034', '']"
10171,r156,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,155,"['84,523', '']","['101,202', '']","['97,845', '']","['94,381', '']","['84,393', '']","['86,139', '']","['90,562', '']","['95,197', '']","['98,271', '']","['107,429', '']","['102,059', '']","['120,266', '']","['115,189', '']"
10171,r157,"All institutions -> U. Tennessee, Health Science Center",All institutions,"U. Tennessee, Health Science Center",2,156,"['81,900', 'i']","['81,216', '']","['77,749', '']","['71,897', '']","['67,841', '']","['65,771', '']","['71,547', '']","['73,393', '']","['79,460', '']","['96,979', '']","['99,716', '']","['109,562', '']","['115,161', '']"
10171,r158,All institutions -> Rush U.,All institutions,Rush U.,2,157,"['73,398', '']","['79,212', '']","['80,300', '']","['81,770', '']","['80,551', '']","['79,048', '']","['73,351', '']","['74,062', '']","['89,101', '']","['96,267', '']","['94,438', '']","['107,398', '']","['114,874', '']"
10171,r159,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,158,"['83,601', '']","['84,346', '']","['92,348', '']","['92,365', '']","['104,844', '']","['102,122', '']","['93,907', '']","['96,533', '']","['94,221', '']","['99,326', '']","['114,386', '']","['110,580', '']","['114,332', '']"
10171,r160,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,159,"['62,814', '']","['59,617', '']","['58,735', '']","['59,809', '']","['54,808', '']","['60,282', '']","['69,994', '']","['84,109', '']","['86,096', '']","['96,246', '']","['101,504', '']","['112,294', '']","['113,897', '']"
10171,r161,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,160,"['62,410', '']","['60,003', '']","['64,684', '']","['72,571', '']","['74,261', '']","['74,702', '']","['82,355', '']","['82,065', '']","['87,257', '']","['100,734', '']","['107,017', '']","['105,993', '']","['113,736', '']"
10171,r162,All institutions -> U. Idaho,All institutions,U. Idaho,2,161,"['85,475', '']","['94,345', '']","['95,327', '']","['93,941', '']","['92,512', '']","['95,459', '']","['99,354', '']","['105,475', '']","['105,578', '']","['107,351', '']","['109,184', '']","['102,636', '']","['112,198', '']"
10171,r163,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,162,"['51,480', '']","['50,496', '']","['48,700', '']","['48,599', '']","['42,318', '']","['50,012', '']","['49,383', '']","['64,143', '']","['66,192', '']","['75,719', '']","['91,606', '']","['98,032', '']","['111,983', '']"
10171,r164,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,163,"['66,512', '']","['65,816', '']","['73,098', '']","['67,892', '']","['63,960', '']","['70,367', '']","['75,332', '']","['88,735', '']","['105,017', '']","['93,446', '']","['105,920', '']","['110,490', '']","['110,499', '']"
10171,r165,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,164,"['64,134', '']","['67,576', '']","['72,033', '']","['73,005', '']","['70,475', '']","['77,515', '']","['80,981', '']","['83,892', '']","['80,824', '']","['92,205', '']","['87,437', '']","['86,892', '']","['106,992', '']"
10171,r166,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,165,"['356,517', '']","['146,987', '']","['135,673', '']","['135,879', '']","['129,434', '']","['110,284', '']","['105,605', '']","['140,392', '']","['151,303', '']","['161,613', '']","['120,484', '']","['100,353', '']","['104,873', '']"
10171,r167,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,166,"['55,120', '']","['55,257', '']","['53,980', '']","['51,465', '']","['52,595', '']","['57,435', '']","['58,437', '']","['60,735', '']","['65,060', '']","['76,770', '']","['85,346', '']","['87,311', '']","['102,312', '']"
10171,r168,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,167,"['81,894', '']","['83,155', '']","['65,628', '']","['62,887', '']","['64,329', '']","['67,944', '']","['69,404', '']","['69,926', '']","['70,358', '']","['76,918', '']","['79,669', '']","['81,658', '']","['100,757', '']"
10171,r169,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,168,"['95,064', '']","['91,789', '']","['75,670', '']","['69,338', '']","['77,474', '']","['76,131', '']","['74,504', '']","['70,862', '']","['69,858', '']","['74,733', '']","['78,865', '']","['86,282', '']","['97,311', '']"
10171,r170,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,169,"['43,403', '']","['45,816', '']","['55,925', '']","['57,778', '']","['58,498', '']","['57,425', '']","['59,576', '']","['58,175', '']","['58,288', '']","['67,310', '']","['74,763', '']","['79,464', '']","['90,864', '']"
10171,r171,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,170,"['60,183', '']","['66,812', '']","['67,977', '']","['66,192', '']","['64,791', '']","['66,135', '']","['68,863', '']","['68,681', '']","['75,194', '']","['76,853', '']","['74,731', '']","['78,507', '']","['87,980', '']"
10171,r172,All institutions -> New Mexico Institute of Mining and Technology,All institutions,New Mexico Institute of Mining and Technology,2,171,"['51,696', '']","['43,857', '']","['37,875', '']","['32,442', 'i']","['48,260', '']","['26,222', '']","['19,238', '']","['20,404', '']","['21,260', '']","['24,523', '']","['24,267', '']","['28,487', '']","['87,527', '']"
10171,r173,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,172,"['67,672', '']","['71,638', '']","['69,489', '']","['69,398', '']","['67,048', 'i']","['68,690', 'i']","['56,871', '']","['62,745', 'i']","['56,750', '']","['56,738', '']","['77,912', '']","['80,095', '']","['86,979', '']"
10171,r174,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,173,"['76,808', '']","['56,598', '']","['56,192', '']","['48,195', '']","['48,034', '']","['49,384', '']","['53,864', '']","['78,329', '']","['78,642', '']","['83,679', '']","['77,690', '']","['79,680', '']","['79,843', '']"
10171,r175,All institutions -> Saint Louis U.,All institutions,Saint Louis U.,2,174,"['46,589', '']","['52,134', '']","['48,303', '']","['47,174', '']","['42,316', '']","['40,831', '']","['40,426', '']","['53,643', '']","['55,913', '']","['61,907', '']","['66,858', '']","['75,470', '']","['79,565', '']"
10171,r176,All institutions -> Van Andel Research Institute,All institutions,Van Andel Research Institute,2,175,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['40,502', 'i']","['40,040', 'i']","['44,578', 'i']","['55,171', '']","['61,738', '']","['58,982', '']","['65,789', '']","['78,626', '']"
10171,r177,All institutions -> Cleveland State U.,All institutions,Cleveland State U.,2,176,"['33,857', '']","['55,044', '']","['60,481', '']","['67,137', '']","['61,291', '']","['56,683', 'i']","['70,665', '']","['77,518', '']","['77,203', '']","['73,854', '']","['72,092', '']","['65,974', '']","['73,255', '']"
10171,r178,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,177,"['42,202', '']","['37,711', '']","['33,130', '']","['34,299', '']","['38,229', '']","['39,564', '']","['49,405', '']","['53,073', '']","['62,711', '']","['73,777', '']","['77,606', '']","['74,115', '']","['72,478', '']"
10171,r179,All institutions -> Howard U.,All institutions,Howard U.,2,178,"['38,626', '']","['41,471', '']","['44,587', '']","['41,351', '']","['38,366', '']","['45,764', '']","['40,412', '']","['44,613', '']","['44,592', '']","['43,227', '']","['44,077', '']","['51,442', '']","['66,646', '']"
10171,r180,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,179,"['22,762', '']","['34,421', '']","['40,796', '']","['43,342', '']","['39,453', '']","['38,001', '']","['30,858', '']","['35,443', '']","['37,731', '']","['54,523', '']","['57,764', '']","['56,738', '']","['66,521', '']"
10171,r181,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,180,"['41,480', '']","['45,207', '']","['54,151', '']","['44,912', '']","['45,127', '']","['41,432', '']","['47,195', '']","['49,769', '']","['49,785', '']","['65,249', '']","['64,496', '']","['60,447', '']","['64,443', '']"
10171,r182,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,181,"['27,281', '']","['28,581', '']","['27,078', '']","['30,134', '']","['30,903', '']","['34,731', '']","['38,800', '']","['45,572', '']","['52,105', '']","['57,763', '']","['62,548', '']","['67,558', '']","['64,332', '']"
10171,r183,All institutions -> William & Mary,All institutions,William & Mary,2,182,"['51,453', '']","['48,835', '']","['46,547', '']","['48,183', '']","['49,428', '']","['52,642', '']","['54,491', '']","['54,197', '']","['54,508', '']","['55,687', '']","['55,857', '']","['58,063', '']","['64,142', '']"
10171,r184,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,183,"['45,050', '']","['56,734', '']","['56,618', '']","['54,316', '']","['52,072', '']","['51,905', '']","['61,354', '']","['53,738', '']","['53,132', '']","['51,305', '']","['44,175', '']","['55,178', '']","['60,571', '']"
10171,r185,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,184,"['76,710', '']","['80,696', '']","['79,305', '']","['76,187', '']","['52,832', '']","['48,418', '']","['53,097', '']","['54,635', '']","['51,747', '']","['59,858', '']","['58,862', '']","['58,478', '']","['59,895', '']"
10171,r186,All institutions -> U. Toledo,All institutions,U. Toledo,2,185,"['66,839', '']","['70,164', '']","['63,348', '']","['63,119', '']","['56,710', '']","['48,391', '']","['45,687', '']","['46,697', '']","['48,184', '']","['52,655', '']","['51,843', '']","['51,629', '']","['59,820', '']"
10171,r187,All institutions -> South Dakota State U.,All institutions,South Dakota State U.,2,186,"['67,269', '']","['69,646', '']","['68,554', '']","['63,751', '']","['58,199', '']","['57,433', '']","['60,582', '']","['63,328', '']","['63,287', '']","['66,462', '']","['60,600', '']","['51,153', '']","['59,064', '']"
10171,r188,All institutions -> Naval Postgraduate School,All institutions,Naval Postgraduate School,2,187,"['96,067', '']","['95,153', '']","['124,531', '']","['89,616', '']","['91,400', '']","['74,293', '']","['54,558', '']","['52,404', '']","['52,551', '']","['60,522', '']","['58,276', '']","['58,240', '']","['58,894', '']"
10171,r189,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,188,"['41,896', '']","['47,027', '']","['46,782', '']","['22,594', '']","['21,760', '']","['19,718', '']","['25,158', '']","['42,918', '']","['44,634', '']","['46,399', '']","['50,002', '']","['54,980', '']","['58,593', '']"
10171,r190,All institutions -> Texas State U.,All institutions,Texas State U.,2,189,"['19,496', '']","['19,243', '']","['24,285', '']","['26,671', '']","['25,910', '']","['29,934', '']","['30,064', '']","['28,479', '']","['29,444', '']","['35,440', '']","['39,242', '']","['40,513', '']","['57,743', '']"
10171,r191,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,190,"['290,490', '']","['314,004', '']","['308,101', '']","['325,562', '']","['316,650', '']","['51,479', '']","['52,050', '']","['51,783', '']","['54,270', '']","['58,150', '']","['63,477', '']","['58,855', '']","['56,684', '']"
10171,r192,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,191,"['32,947', '']","['34,075', '']","['29,554', '']","['32,100', '']","['36,354', '']","['39,833', '']","['38,326', '']","['36,594', '']","['38,252', '']","['39,818', '']","['40,474', '']","['48,531', '']","['55,187', '']"
10171,r193,"All institutions -> U. California, Office of the President",All institutions,"U. California, Office of the President",2,192,"['72,542', '']","['63,420', '']","['65,627', '']","['67,447', '']","['50,103', '']","['48,233', '']","['39,051', '']","['46,399', '']","['55,676', '']","['67,702', '']","['60,686', '']","['50,462', '']","['54,568', '']"
10171,r194,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,193,"['33,537', '']","['29,709', '']","['31,893', '']","['32,199', '']","['31,471', '']","['36,030', '']","['39,952', '']","['45,563', '']","['43,679', '']","['49,949', '']","['49,572', '']","['48,513', '']","['54,566', '']"
10171,r195,All institutions -> U. Memphis,All institutions,U. Memphis,2,194,"['40,589', '']","['39,315', '']","['41,841', '']","['39,306', '']","['44,351', '']","['37,539', '']","['40,374', '']","['41,192', '']","['50,819', '']","['47,225', '']","['54,193', '']","['50,121', '']","['54,238', '']"
10171,r196,"All institutions -> Louisiana State U., Health Sciences Center, New Orleans",All institutions,"Louisiana State U., Health Sciences Center, New Orleans",2,195,"['59,776', '']","['57,007', '']","['53,712', '']","['49,443', '']","['45,486', '']","['46,840', '']","['43,067', '']","['40,785', '']","['38,989', '']","['40,914', '']","['43,419', '']","['44,370', '']","['53,995', '']"
10171,r197,All institutions -> Worcester Polytechnic Institute,All institutions,Worcester Polytechnic Institute,2,196,"['17,154', '']","['20,647', '']","['18,558', '']","['23,780', '']","['26,544', '']","['33,910', '']","['34,921', '']","['31,662', '']","['31,477', '']","['37,822', '']","['41,949', '']","['47,250', '']","['53,527', '']"
10171,r198,All institutions -> U. Maryland Center for Environmental Science,All institutions,U. Maryland Center for Environmental Science,2,197,"['42,670', '']","['50,007', '']","['48,224', '']","['53,683', '']","['50,814', '']","['49,341', '']","['52,861', '']","['54,491', '']","['53,398', '']","['55,121', '']","['53,676', '']","['50,322', '']","['52,814', '']"
10171,r199,All institutions -> U. Texas Rio Grande Valley,All institutions,U. Texas Rio Grande Valley,2,198,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['27,400', '']","['28,547', '']","['25,623', '']","['42,714', '']","['47,610', '']","['48,450', '']","['52,702', '']"
10171,r200,All institutions -> Stevens Institute of Technology,All institutions,Stevens Institute of Technology,2,199,"['32,230', '']","['39,973', '']","['29,893', '']","['26,788', '']","['28,917', '']","['33,042', '']","['34,413', '']","['34,018', '']","['31,565', '']","['35,477', '']","['42,640', '']","['41,313', '']","['51,988', '']"
10171,r201,All institutions -> Baylor U.,All institutions,Baylor U.,2,200,"['8,452', '']","['10,277', '']","['8,184', '']","['11,877', '']","['17,877', '']","['20,721', '']","['22,237', '']","['25,052', '']","['25,289', '']","['26,291', '']","['31,313', '']","['42,087', '']","['51,527', '']"
10171,r202,All institutions -> Missouri U. of Science and Technology,All institutions,Missouri U. of Science and Technology,2,201,"['37,259', '']","['36,325', '']","['33,797', '']","['35,400', '']","['38,509', '']","['35,144', '']","['35,531', '']","['37,958', '']","['42,657', '']","['47,521', '']","['46,813', '']","['51,669', '']","['51,242', '']"
10171,r203,"All institutions -> U. Missouri, Kansas City",All institutions,"U. Missouri, Kansas City",2,202,"['24,461', '']","['27,000', '']","['23,902', '']","['23,521', '']","['26,452', '']","['24,097', '']","['23,955', '']","['22,806', '']","['22,857', '']","['30,096', '']","['34,695', '']","['31,756', '']","['50,685', '']"
10171,r204,"All institutions -> SUNY, Upstate Medical U.",All institutions,"SUNY, Upstate Medical U.",2,203,"['43,824', '']","['39,988', '']","['35,897', '']","['34,286', '']","['33,460', '']","['32,453', '']","['31,892', '']","['35,551', '']","['36,674', '']","['38,091', '']","['41,557', '']","['44,870', '']","['50,586', '']"
10171,r205,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,204,"['58,417', '']","['56,845', '']","['52,271', '']","['47,568', '']","['51,316', '']","['55,883', '']","['50,661', '']","['48,017', '']","['53,585', '']","['50,950', '']","['54,782', '']","['49,581', '']","['50,505', '']"
10171,r206,All institutions -> Mercer U.,All institutions,Mercer U.,2,205,"['26,862', '']","['28,998', '']","['31,352', '']","['28,876', '']","['30,162', '']","['32,771', '']","['31,653', '']","['29,366', '']","['34,098', '']","['44,037', '']","['48,955', '']","['51,895', '']","['50,073', '']"
10171,r207,All institutions -> Lehigh U.,All institutions,Lehigh U.,2,206,"['34,897', '']","['29,639', '']","['28,949', '']","['31,003', '']","['32,860', '']","['33,693', '']","['30,375', '']","['33,752', '']","['35,849', '']","['35,414', '']","['36,427', '']","['39,118', '']","['48,362', '']"
10171,r208,"All institutions -> U. Puerto Rico, Medical Sciences Campus",All institutions,"U. Puerto Rico, Medical Sciences Campus",2,207,"['39,134', '']","['64,017', '']","['45,649', '']","['43,374', '']","['40,444', '']","['43,316', '']","['46,232', '']","['42,423', '']","['41,216', '']","['45,014', '']","['37,217', '']","['44,111', '']","['47,578', '']"
10171,r209,All institutions -> Ohio U.,All institutions,Ohio U.,2,208,"['44,428', '']","['43,399', '']","['42,798', '']","['44,746', '']","['58,238', 'i']","['57,786', 'i']","['55,828', 'i']","['57,321', 'i']","['49,518', 'i']","['45,581', '']","['42,369', '']","['44,199', '']","['47,490', '']"
10171,r210,All institutions -> East Carolina U.,All institutions,East Carolina U.,2,209,"['23,370', '']","['25,727', '']","['29,468', '']","['36,425', '']","['29,169', '']","['26,248', '']","['25,251', '']","['25,551', '']","['36,066', '']","['47,612', '']","['47,123', '']","['42,053', '']","['46,984', '']"
10171,r211,"All institutions -> Southern Illinois U., Carbondale",All institutions,"Southern Illinois U., Carbondale",2,210,"['69,924', '']","['71,130', '']","['71,097', '']","['70,854', '']","['65,256', '']","['57,509', '']","['53,172', '']","['48,416', '']","['49,636', '']","['41,729', '']","['41,617', '']","['47,210', '']","['46,967', '']"
10171,r212,All institutions -> Boston C.,All institutions,Boston C.,2,211,"['36,960', 'i']","['30,446', '']","['30,436', '']","['30,700', '']","['28,326', '']","['26,123', '']","['40,724', '']","['43,825', '']","['42,801', '']","['44,768', '']","['43,168', '']","['45,726', '']","['46,563', '']"
10171,r213,"All institutions -> Texas Tech U., Health Sciences Center",All institutions,"Texas Tech U., Health Sciences Center",2,212,"['51,282', '']","['58,774', '']","['61,219', '']","['61,309', '']","['36,932', '']","['39,261', '']","['38,717', '']","['38,657', '']","['36,784', '']","['42,959', '']","['43,102', '']","['40,567', '']","['44,961', '']"
10171,r214,All institutions -> Boise State U.,All institutions,Boise State U.,2,213,"['18,045', '']","['23,519', '']","['26,885', '']","['24,027', '']","['25,351', '']","['29,955', '']","['30,384', '']","['32,279', '']","['37,959', '']","['35,528', '']","['38,919', '']","['43,167', '']","['44,696', '']"
10171,r215,All institutions -> Air Force Institute of Technology,All institutions,Air Force Institute of Technology,2,214,"['28,318', '']","['30,090', '']","['30,609', '']","['26,234', '']","['23,335', '']","['26,323', '']","['29,722', '']","['35,703', '']","['33,360', '']","['34,016', '']","['35,584', '']","['45,703', '']","['44,391', '']"
10171,r216,"All institutions -> Loyola U., Chicago",All institutions,"Loyola U., Chicago",2,215,"['42,120', '']","['40,994', '']","['44,785', '']","['50,150', '']","['48,996', '']","['47,000', '']","['41,152', '']","['38,070', '']","['37,049', '']","['37,210', '']","['38,210', '']","['42,342', '']","['44,182', '']"
10171,r217,"All institutions -> U. California, Merced",All institutions,"U. California, Merced",2,216,"['20,730', '']","['20,307', '']","['21,826', '']","['21,730', '']","['22,612', '']","['28,278', '']","['27,185', '']","['32,448', '']","['35,753', '']","['42,611', '']","['43,421', '']","['39,867', '']","['43,445', '']"
10171,r218,All institutions -> Morehouse School of Medicine,All institutions,Morehouse School of Medicine,2,217,"['30,669', 'i']","['33,946', '']","['37,586', '']","['36,638', 'i']","['41,858', '']","['33,367', '']","['38,774', '']","['35,454', '']","['33,215', '']","['31,289', '']","['29,813', '']","['32,637', '']","['42,489', '']"
10171,r219,All institutions -> U. South Alabama,All institutions,U. South Alabama,2,218,"['30,012', '']","['36,975', '']","['34,194', '']","['34,737', '']","['33,994', '']","['38,245', '']","['42,466', '']","['40,629', '']","['40,519', '']","['51,968', '']","['50,571', '']","['46,500', '']","['41,920', '']"
10171,r220,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,219,"['30,282', '']","['33,719', '']","['31,375', '']","['33,538', '']","['29,895', '']","['31,676', '']","['32,856', '']","['33,024', '']","['34,437', '']","['36,605', '']","['34,194', '']","['35,945', '']","['41,786', '']"
10171,r221,All institutions -> North Carolina A&T State U.,All institutions,North Carolina A&T State U.,2,220,"['35,216', '']","['34,725', '']","['33,963', '']","['33,251', '']","['34,160', '']","['34,514', '']","['31,782', '']","['35,285', '']","['34,714', '']","['33,297', '']","['31,382', '']","['35,189', '']","['41,426', '']"
10171,r222,"All institutions -> Brigham Young U., Provo",All institutions,"Brigham Young U., Provo",2,221,"['27,766', '']","['29,980', '']","['26,499', '']","['30,076', '']","['30,797', '']","['31,849', '']","['35,512', '']","['36,791', '']","['34,276', '']","['33,275', '']","['33,810', '']","['39,753', '']","['40,734', '']"
10171,r223,"All institutions -> U. North Carolina, Charlotte",All institutions,"U. North Carolina, Charlotte",2,222,"['28,216', '']","['24,323', '']","['22,504', '']","['21,744', '']","['20,646', '']","['21,836', '']","['23,610', '']","['24,190', '']","['34,870', '']","['42,697', '']","['45,181', '']","['47,458', '']","['38,264', '']"
10171,r224,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,223,"['39,387', '']","['31,864', '']","['28,869', '']","['29,875', '']","['30,021', '']","['30,305', '']","['35,220', '']","['37,929', '']","['33,865', '']","['38,998', '']","['36,827', '']","['37,121', '']","['37,753', '']"
10171,r225,All institutions -> Southern Methodist U.,All institutions,Southern Methodist U.,2,224,"['16,121', '']","['22,008', '']","['20,917', '']","['17,972', '']","['24,443', '']","['20,538', '']","['22,729', '']","['21,128', '']","['21,505', '']","['27,503', '']","['26,882', '']","['25,998', '']","['37,318', '']"
10171,r226,All institutions -> Oakland U.,All institutions,Oakland U.,2,225,"['11,796', '']","['14,725', '']","['15,439', '']","['14,033', '']","['12,515', '']","['15,015', '']","['14,083', '']","['12,757', '']","['11,961', '']","['17,226', '']","['12,851', '']","['19,663', '']","['37,108', '']"
10171,r227,All institutions -> U.S. Air Force Academy,All institutions,U.S. Air Force Academy,2,226,"['54,509', '']","['70,285', '']","['43,512', '']","['49,471', '']","['41,539', 'i']","['35,157', '']","['50,659', '']","['40,635', '']","['33,467', '']","['34,940', '']","['33,308', '']","['32,086', '']","['36,504', '']"
10171,r228,All institutions -> Kent State U.,All institutions,Kent State U.,2,227,"['24,616', '']","['24,388', '']","['23,353', '']","['19,962', '']","['21,785', '']","['25,917', '']","['21,951', '']","['27,413', '']","['26,703', '']","['32,867', '']","['33,929', '']","['36,040', '']","['36,440', '']"
10171,r229,All institutions -> San Francisco State U.,All institutions,San Francisco State U.,2,228,"['24,959', '']","['25,772', '']","['29,447', '']","['31,948', '']","['28,710', '']","['26,178', '']","['25,149', '']","['26,712', '']","['27,841', '']","['29,667', '']","['31,177', 'i']","['32,882', '']","['34,059', '']"
10171,r230,"All institutions -> U. Texas Health Science Center, Tyler",All institutions,"U. Texas Health Science Center, Tyler",2,229,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['12,191', '']","['11,799', '']","['16,292', '']","['17,949', 'i']","['19,606', 'i']","['21,265', '']","['27,928', '']","['33,872', '']"
10171,r231,All institutions -> Portland State U.,All institutions,Portland State U.,2,230,"['40,203', '']","['41,692', '']","['40,939', '']","['38,785', '']","['39,134', '']","['36,355', '']","['38,717', '']","['36,595', '']","['36,526', '']","['38,726', '']","['33,654', '']","['33,096', '']","['33,017', '']"
10171,r232,"All institutions -> SUNY, C. of Environmental Science and Forestry",All institutions,"SUNY, C. of Environmental Science and Forestry",2,231,"['26,916', '']","['25,007', 'i']","['23,117', 'i']","['21,225', 'i']","['19,013', 'i']","['22,036', '']","['24,221', '']","['27,755', '']","['26,559', '']","['28,979', '']","['29,000', '']","['28,145', '']","['32,606', 'i']"
10171,r233,All institutions -> Texas A&M U.-Corpus Christi,All institutions,Texas A&M U.-Corpus Christi,2,232,"['15,034', '']","['15,146', '']","['13,626', '']","['15,161', '']","['19,058', '']","['22,985', '']","['21,911', '']","['25,644', '']","['28,077', '']","['29,296', '']","['28,246', '']","['27,070', '']","['31,991', '']"
10171,r234,"All institutions -> U. Massachusetts, Dartmouth",All institutions,"U. Massachusetts, Dartmouth",2,233,"['24,312', '']","['23,708', '']","['21,556', '']","['25,559', '']","['25,879', '']","['23,875', '']","['24,363', '']","['24,336', '']","['24,536', '']","['26,554', '']","['25,326', '']","['27,986', '']","['31,852', '']"
10171,r235,All institutions -> American U.,All institutions,American U.,2,234,"['16,809', '']","['18,212', '']","['18,404', '']","['23,794', '']","['38,038', '']","['25,350', '']","['28,170', '']","['26,551', '']","['31,906', '']","['39,531', '']","['37,505', '']","['29,508', '']","['31,685', '']"
10171,r236,"All institutions -> Teachers C., Columbia U.",All institutions,"Teachers C., Columbia U.",2,235,"['15,149', '']","['17,459', '']","['19,829', '']","['18,538', '']","['19,457', '']","['22,359', '']","['22,868', '']","['23,189', '']","['23,261', '']","['24,234', '']","['22,170', '']","['24,303', '']","['30,921', '']"
10171,r237,"All institutions -> SUNY, Downstate Health Sciences U.",All institutions,"SUNY, Downstate Health Sciences U.",2,236,"['32,512', '']","['41,993', '']","['43,257', '']","['39,354', '']","['33,331', '']","['28,652', '']","['33,735', '']","['31,873', '']","['34,661', '']","['36,015', '']","['33,204', '']","['34,459', '']","['30,918', '']"
10171,r238,All institutions -> Marquette U.,All institutions,Marquette U.,2,237,"['13,124', '']","['16,525', '']","['15,208', '']","['16,257', '']","['17,267', '']","['19,985', '']","['21,968', '']","['23,692', '']","['24,623', '']","['28,856', '']","['29,152', '']","['29,369', '']","['30,871', '']"
10171,r239,All institutions -> Catholic U. of America,All institutions,Catholic U. of America,2,238,"['20,871', '']","['24,933', '']","['24,275', '']","['22,795', '']","['22,009', '']","['23,817', '']","['24,360', '']","['23,337', '']","['24,269', '']","['23,402', '']","['24,099', '']","['26,557', '']","['30,035', '']"
10171,r240,All institutions -> Rowan U.,All institutions,Rowan U.,2,239,"['2,610', '']","['3,185', '']","['3,657', '']","['2,729', '']","['8,118', '']","['7,921', '']","['10,113', '']","['12,710', '']","['15,818', '']","['21,980', '']","['25,269', '']","['26,086', '']","['29,723', '']"
10171,r241,All institutions -> Illinois Institute of Technology,All institutions,Illinois Institute of Technology,2,240,"['34,348', '']","['40,199', '']","['32,148', '']","['36,426', '']","['30,938', '']","['33,810', '']","['29,430', '']","['32,362', '']","['32,566', '']","['34,220', '']","['29,003', '']","['29,542', '']","['29,710', '']"
10171,r242,"All institutions -> Louisiana State U., Health Sciences Center, Shreveport",All institutions,"Louisiana State U., Health Sciences Center, Shreveport",2,241,"['30,817', '']","['31,021', '']","['29,365', '']","['28,266', '']","['25,004', '']","['24,069', '']","['23,353', '']","['22,560', '']","['24,463', '']","['26,262', '']","['25,321', '']","['24,600', '']","['29,502', '']"
