table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_hhs_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
8008,r111,All institutions -> U. Oregon,All institutions,U. Oregon,2,110,"['44,837', '']","['0', '']","['33', '']","['26,454', '']","['0', '']","['1,665', '']","['14,665', '']","['39', '']","['0', '']","['0', '']","['1,981', '']"
8008,r112,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,111,"['42,874', '']","['490', '']","['1,350', '']","['22,276', '']","['2,398', '']","['4,687', '']","['217', '']","['1,507', '']","['733', '']","['9,092', '']","['124', '']"
8008,r113,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,112,"['41,751', '']","['53', '']","['60', '']","['38,037', '']","['22', '']","['1,273', '']","['1,501', '']","['43', '']","['0', '']","['724', '']","['38', '']"
8008,r114,All institutions -> Cleveland State U.,All institutions,Cleveland State U.,2,113,"['41,691', '']","['0', '']","['0', '']","['36,059', '']","['57', '']","['127', '']","['0', '']","['200', '']","['0', '']","['5,216', '']","['32', '']"
8008,r115,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,114,"['40,865', '']","['259', '']","['0', '']","['33,319', '']","['312', '']","['856', '']","['442', '']","['639', '']","['10', '']","['4,959', '']","['69', '']"
8008,r116,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,115,"['40,527', '']","['0', '']","['0', '']","['36,862', '']","['0', '']","['2,038', '']","['1,028', '']","['336', '']","['0', '']","['263', '']","['0', '']"
8008,r117,All institutions -> Florida State U.,All institutions,Florida State U.,2,116,"['39,153', '']","['289', '']","['0', '']","['24,362', '']","['639', '']","['3,194', '']","['5,015', '']","['564', '']","['539', '']","['1,845', '']","['2,706', '']"
8008,r118,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,117,"['38,510', '']","['12,741', '']","['83', '']","['7,724', '']","['686', '']","['1,886', '']","['5,609', '']","['1,058', '']","['375', '']","['8,300', '']","['48', '']"
8008,r119,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,118,"['38,102', '']","['1,302', '']","['0', '']","['22,841', '']","['934', '']","['5,045', '']","['4,373', '']","['303', '']","['310', '']","['2,812', '']","['182', '']"
8008,r120,All institutions -> U. Houston,All institutions,U. Houston,2,119,"['37,957', '']","['119', '']","['0', '']","['17,621', '']","['50', '']","['2,257', '']","['4,835', '']","['2', '']","['1,059', '']","['9,516', '']","['2,498', '']"
8008,r121,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,120,"['37,089', '']","['0', '']","['504', '']","['33,859', '']","['0', '']","['1,711', '']","['8', '']","['21', '']","['0', '']","['604', '']","['382', '']"
8008,r122,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,121,"['37,048', '']","['46', '']","['430', '']","['27,156', '']","['481', '']","['4,488', '']","['1,827', '']","['303', '']","['708', '']","['1,435', '']","['174', '']"
8008,r123,All institutions -> Florida International U.,All institutions,Florida International U.,2,122,"['36,876', '']","['628', '']","['0', '']","['16,022', '']","['0', '']","['3,244', '']","['14,889', '']","['383', '']","['0', '']","['1,710', '']","['0', '']"
8008,r124,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,123,"['36,299', '']","['739', '']","['0', '']","['26,543', '']","['39', '']","['4,864', '']","['467', '']","['27', '']","['0', '']","['0', '']","['3,620', '']"
8008,r125,All institutions -> Saint Louis U.,All institutions,Saint Louis U.,2,124,"['34,263', '']","['0', '']","['0', '']","['32,825', '']","['162', '']","['961', '']","['76', '']","['0', '']","['0', '']","['83', '']","['156', '']"
8008,r126,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,125,"['33,748', '']","['108', '']","['0', '']","['21,614', '']","['0', '']","['5,126', '']","['2,870', '']","['4,002', '']","['0', '']","['0', '']","['28', '']"
8008,r127,"All institutions -> Louisiana State U., Health Sciences Center, New Orleans",All institutions,"Louisiana State U., Health Sciences Center, New Orleans",2,126,"['32,938', '']","['0', '']","['0', '']","['32,938', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8008,r128,"All institutions -> U. Puerto Rico, Medical Sciences Campus",All institutions,"U. Puerto Rico, Medical Sciences Campus",2,127,"['30,815', '']","['0', '']","['0', '']","['30,815', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8008,r129,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,128,"['30,530', '']","['0', '']","['101', '']","['26,687', '']","['159', '']","['529', '']","['24', '']","['538', '']","['0', '']","['2,177', '']","['315', '']"
8008,r130,"All institutions -> U. North Texas, Health Science Center",All institutions,"U. North Texas, Health Science Center",2,129,"['29,933', '']","['0', '']","['0', '']","['29,933', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8008,r131,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,130,"['29,519', '']","['0', '']","['0', '']","['24,931', '']","['4', '']","['845', '']","['3,051', '']","['0', '']","['0', '']","['471', '']","['217', '']"
8008,r132,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,131,"['27,311', '']","['0', '']","['0', '']","['12,967', '']","['42', '']","['2,977', '']","['4,343', '']","['4,647', '']","['0', '']","['2,259', '']","['76', '']"
8008,r133,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,132,"['27,182', '']","['0', '']","['0', '']","['13,720', '']","['0', '']","['1,196', '']","['11,466', '']","['18', '']","['0', '']","['0', '']","['782', '']"
8008,r134,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,133,"['27,114', '']","['229', '']","['0', '']","['8,253', '']","['123', '']","['9,591', '']","['2,851', '']","['32', '']","['2,034', '']","['3,691', '']","['310', '']"
8008,r135,"All institutions -> SUNY, Downstate Health Sciences U.",All institutions,"SUNY, Downstate Health Sciences U.",2,134,"['26,289', '']","['0', '']","['0', '']","['26,289', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8008,r136,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,135,"['25,506', '']","['108', '']","['0', '']","['11,496', '']","['202', '']","['2,211', '']","['1,640', '']","['27', '']","['0', '']","['9,822', '']","['0', '']"
8008,r137,All institutions -> Howard U.,All institutions,Howard U.,2,136,"['24,932', '']","['0', '']","['0', '']","['18,219', '']","['0', '']","['4,032', '']","['777', '']","['204', '']","['0', '']","['1,164', '']","['536', '']"
8008,r138,All institutions -> Morehouse School of Medicine,All institutions,Morehouse School of Medicine,2,137,"['24,533', '']","['0', '']","['0', '']","['24,533', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8008,r139,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,138,"['23,707', '']","['0', '']","['0', '']","['15,780', '']","['526', '']","['2,522', '']","['84', '']","['93', '']","['3,238', '']","['1,362', '']","['102', '']"
8008,r140,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,139,"['23,219', '']","['16', '']","['0', '']","['14,639', '']","['0', '']","['86', '']","['177', '']","['6,950', '']","['0', '']","['372', '']","['979', '']"
8008,r141,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,140,"['23,135', '']","['77', '']","['0', '']","['17,204', '']","['0', '']","['1,534', '']","['15', '']","['113', '']","['0', '']","['4,013', '']","['179', '']"
8008,r142,"All institutions -> SUNY, Upstate Medical U.",All institutions,"SUNY, Upstate Medical U.",2,141,"['22,895', '']","['0', '']","['0', '']","['22,895', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8008,r143,All institutions -> Rice U.,All institutions,Rice U.,2,142,"['22,430', '']","['1,377', '']","['0', '']","['4,004', '']","['993', '']","['1,539', '']","['1,771', '']","['29', '']","['0', '']","['12,717', '']","['0', '']"
8008,r144,"All institutions -> Loyola U., Chicago",All institutions,"Loyola U., Chicago",2,143,"['22,428', '']","['90', '']","['0', '']","['20,809', '']","['0', '']","['148', '']","['630', '']","['39', '']","['0', '']","['0', '']","['712', '']"
8008,r145,All institutions -> Van Andel Research Institute,All institutions,Van Andel Research Institute,2,144,"['21,365', '']","['0', '']","['0', '']","['21,365', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8008,r146,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,145,"['20,897', '']","['40', '']","['54', '']","['15,799', '']","['0', '']","['125', '']","['1,752', '']","['299', '']","['2,681', '']","['147', '']","['0', '']"
8008,r147,"All institutions -> CUNY, Hunter C.",All institutions,"CUNY, Hunter C.",2,146,"['19,542', '']","['1,023', '']","['0', '']","['4,292', '']","['161', '']","['2,682', '']","['9,974', '']","['0', '']","['0', '']","['0', '']","['1,410', '']"
8008,r148,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,147,"['18,940', '']","['71', '']","['12', '']","['18,797', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['16', '']","['44', '']"
8008,r149,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,148,"['18,835', '']","['611', '']","['0', '']","['11,867', '']","['0', '']","['692', '']","['1,719', '']","['174', '']","['0', '']","['3,081', '']","['691', '']"
8008,r150,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,149,"['18,586', '']","['309', '']","['0', '']","['10,578', '']","['31', '']","['648', '']","['3,270', '']","['721', '']","['968', '']","['1,664', '']","['397', '']"
8008,r151,All institutions -> Ponce Health Sciences U.,All institutions,Ponce Health Sciences U.,2,150,"['18,284', '']","['0', '']","['0', '']","['16,996', '']","['0', '']","['0', '']","['1,288', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8008,r152,All institutions -> Boston C.,All institutions,Boston C.,2,151,"['16,891', '']","['243', '']","['0', '']","['7,042', '']","['0', '']","['4,924', '']","['1,312', '']","['49', '']","['0', '']","['0', '']","['3,321', '']"
8008,r153,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,152,"['16,720', '']","['127', '']","['338', '']","['7,863', '']","['0', '']","['4,135', '']","['1,162', '']","['12', '']","['0', '']","['2,971', '']","['112', '']"
8008,r154,All institutions -> U. Denver,All institutions,U. Denver,2,153,"['16,284', '']","['0', '']","['0', '']","['2,591', '']","['0', '']","['1,674', '']","['4,573', '']","['0', '']","['0', '']","['608', '']","['6,838', '']"
8008,r155,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,154,"['16,119', '']","['0', '']","['0', '']","['15,600', '']","['0', '']","['107', '']","['196', '']","['0', '']","['0', '']","['155', '']","['61', '']"
8008,r156,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,155,"['15,778', '']","['0', '']","['0', '']","['10,511', '']","['0', '']","['287', '']","['328', '']","['2,653', '']","['0', '']","['1,679', '']","['320', '']"
8008,r157,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,156,"['15,633', '']","['0', '']","['0', '']","['11,941', '']","['0', '']","['948', '']","['1,963', '']","['9', '']","['119', '']","['559', '']","['94', '']"
8008,r158,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,157,"['15,208', '']","['182', '']","['57', '']","['6,310', '']","['0', '']","['1,008', '']","['833', '']","['5,781', '']","['0', '']","['1,002', '']","['35', '']"
8008,r159,All institutions -> Clemson U.,All institutions,Clemson U.,2,158,"['15,079', '']","['0', '']","['0', '']","['6,939', '']","['16', '']","['764', '']","['239', '']","['94', '']","['0', '']","['7,026', '']","['1', '']"
8008,r160,All institutions -> George Mason U.,All institutions,George Mason U.,2,159,"['15,039', '']","['469', '']","['44', '']","['5,839', '']","['186', '']","['303', '']","['635', '']","['4,182', '']","['0', '']","['3,051', '']","['330', '']"
8008,r161,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,160,"['14,768', '']","['0', '']","['0', '']","['13,957', '']","['663', '']","['0', '']","['0', '']","['0', '']","['148', '']","['0', '']","['0', '']"
8008,r162,All institutions -> U. Toledo,All institutions,U. Toledo,2,161,"['14,760', '']","['0', '']","['44', '']","['11,954', '']","['0', '']","['2,025', '']","['114', '']","['4', '']","['0', '']","['570', '']","['49', '']"
8008,r163,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,162,"['14,720', '']","['0', '']","['0', '']","['9,043', '']","['675', '']","['2,437', '']","['1,077', '']","['338', '']","['0', '']","['529', '']","['621', '']"
8008,r164,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,163,"['14,320', '']","['95', '']","['0', '']","['9,942', '']","['0', '']","['1,579', '']","['447', '']","['492', '']","['0', '']","['1,557', '']","['208', '']"
8008,r165,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,164,"['13,709', '']","['1,976', '']","['0', '']","['4,757', '']","['0', '']","['659', '']","['123', '']","['2,016', '']","['0', '']","['4,082', '']","['96', '']"
8008,r166,All institutions -> Meharry Medical C.,All institutions,Meharry Medical C.,2,165,"['13,310', '']","['0', '']","['0', '']","['13,310', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8008,r167,All institutions -> Albany Medical C.,All institutions,Albany Medical C.,2,166,"['13,006', '']","['0', '']","['0', '']","['13,006', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8008,r168,All institutions -> East Carolina U.,All institutions,East Carolina U.,2,167,"['12,999', '']","['0', '']","['0', '']","['11,921', '']","['0', '']","['694', '']","['59', '']","['17', '']","['0', '']","['234', '']","['74', '']"
8008,r169,All institutions -> U. South Alabama,All institutions,U. South Alabama,2,168,"['12,786', '']","['2', '']","['127', '']","['12,251', '']","['46', '']","['23', '']","['281', '']","['0', '']","['0', '']","['56', '']","['0', '']"
8008,r170,"All institutions -> Louisiana State U., Health Sciences Center, Shreveport",All institutions,"Louisiana State U., Health Sciences Center, Shreveport",2,169,"['12,110', '']","['0', '']","['0', '']","['12,110', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8008,r171,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,170,"['11,882', '']","['304', '']","['0', '']","['2,972', '']","['164', '']","['1,068', '']","['6', '']","['0', '']","['0', '']","['6,547', '']","['821', '']"
8008,r172,All institutions -> Illinois Institute of Technology,All institutions,Illinois Institute of Technology,2,171,"['11,865', '']","['23', '']","['0', '']","['7,114', '']","['0', '']","['51', '']","['0', '']","['0', '']","['0', '']","['4,677', '']","['0', '']"
8008,r173,"All institutions -> U. Texas Health Science Center, Tyler",All institutions,"U. Texas Health Science Center, Tyler",2,172,"['11,743', '']","['0', '']","['0', '']","['11,743', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8008,r174,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,173,"['11,713', '']","['300', '']","['0', '']","['3,167', '']","['0', '']","['2,049', '']","['1,695', '']","['1,527', '']","['0', '']","['746', '']","['2,229', '']"
8008,r175,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,174,"['11,545', '']","['83', '']","['0', '']","['3,605', '']","['0', '']","['969', '']","['2,177', '']","['149', '']","['0', '']","['1,052', '']","['3,510', '']"
8008,r176,"All institutions -> U. Missouri, Kansas City",All institutions,"U. Missouri, Kansas City",2,175,"['11,302', '']","['0', '']","['0', '']","['11,082', '']","['0', '']","['118', '']","['102', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8008,r177,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,176,"['11,135', '']","['147', '']","['0', '']","['7,228', '']","['59', '']","['324', '']","['0', '']","['0', '']","['0', '']","['3,343', '']","['34', '']"
8008,r178,"All institutions -> CUNY, Graduate School of Public Health and Health Policy",All institutions,"CUNY, Graduate School of Public Health and Health Policy",2,177,"['11,078', '']","['0', '']","['0', '']","['10,068', '']","['0', '']","['0', '']","['1,010', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8008,r179,All institutions -> Portland State U.,All institutions,Portland State U.,2,178,"['11,037', '']","['0', '']","['0', '']","['7,888', '']","['144', '']","['692', '']","['641', '']","['243', '']","['0', '']","['0', '']","['1,429', '']"
8008,r180,All institutions -> Uniformed Services U. of the Health Sciences,All institutions,Uniformed Services U. of the Health Sciences,2,179,"['10,751', '']","['0', '']","['0', '']","['10,751', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8008,r181,"All institutions -> Texas Tech U., Health Sciences Center",All institutions,"Texas Tech U., Health Sciences Center",2,180,"['10,565', '']","['0', '']","['0', '']","['10,550', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['15', '']"
8008,r182,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,181,"['10,356', '']","['0', '']","['0', '']","['9,813', '']","['0', '']","['115', '']","['0', '']","['0', '']","['12', '']","['366', '']","['50', '']"
8008,r183,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,182,"['10,353', '']","['22', '']","['0', '']","['6,494', '']","['308', '']","['1,310', '']","['41', '']","['0', '']","['0', '']","['1,847', '']","['331', '']"
8008,r184,All institutions -> New York Medical C.,All institutions,New York Medical C.,2,183,"['10,230', '']","['0', '']","['0', '']","['10,230', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8008,r185,"All institutions -> U. North Carolina, Greensboro",All institutions,"U. North Carolina, Greensboro",2,184,"['10,068', '']","['29', '']","['0', '']","['4,108', '']","['0', '']","['2,426', '']","['1,990', '']","['323', '']","['0', '']","['0', '']","['1,192', '']"
8008,r186,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,185,"['10,062', '']","['304', '']","['0', '']","['3,623', '']","['70', '']","['406', '']","['1,116', '']","['1,451', '']","['0', '']","['63', '']","['3,029', '']"
8008,r187,All institutions -> U. Memphis,All institutions,U. Memphis,2,186,"['10,023', '']","['1,259', '']","['2', '']","['3,703', '']","['0', '']","['335', '']","['1,227', '']","['937', '']","['0', '']","['376', '']","['2,184', '']"
8008,r188,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,187,"['9,780', '']","['0', '']","['0', '']","['5,231', '']","['0', '']","['1,329', '']","['0', '']","['0', '']","['0', '']","['3,220', '']","['0', '']"
8008,r189,All institutions -> Northeast Ohio Medical U.,All institutions,Northeast Ohio Medical U.,2,188,"['9,712', '']","['0', '']","['0', '']","['9,710', '']","['0', '']","['0', '']","['0', '']","['2', '']","['0', '']","['0', '']","['0', '']"
8008,r190,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,189,"['9,647', '']","['0', '']","['0', '']","['6,168', '']","['0', '']","['802', '']","['834', '']","['440', '']","['233', '']","['956', '']","['214', '']"
8008,r191,All institutions -> Utah State U.,All institutions,Utah State U.,2,190,"['9,357', '']","['0', '']","['0', '']","['5,700', '']","['0', '']","['599', '']","['2,123', '']","['164', '']","['0', '']","['398', '']","['373', '']"
8008,r192,All institutions -> Xavier U. Louisiana,All institutions,Xavier U. Louisiana,2,191,"['9,353', '']","['480', '']","['0', '']","['1,812', '']","['0', '']","['6,953', '']","['0', '']","['0', '']","['0', '']","['3', '']","['105', '']"
8008,r193,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,192,"['9,313', '']","['4', '']","['0', '']","['5,931', '']","['0', '']","['148', '']","['2,205', '']","['60', '']","['0', '']","['589', '']","['376', '']"
8008,r194,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,193,"['9,238', '']","['0', '']","['99', '']","['3,993', '']","['0', '']","['235', '']","['2,713', '']","['1,662', '']","['0', '']","['524', '']","['12', '']"
8008,r195,All institutions -> San Francisco State U.,All institutions,San Francisco State U.,2,194,"['9,172', '']","['27', '']","['9', '']","['6,516', '']","['0', '']","['344', '']","['144', '']","['1,067', '']","['824', '']","['203', '']","['38', '']"
8008,r196,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,195,"['9,163', '']","['0', '']","['0', '']","['8,059', '']","['0', '']","['678', '']","['0', '']","['34', '']","['195', '']","['6', '']","['191', '']"
8008,r197,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,196,"['9,107', '']","['0', '']","['0', '']","['4,613', '']","['0', '']","['299', '']","['171', '']","['3,608', '']","['124', '']","['292', '']","['0', '']"
8008,r198,All institutions -> Marshall U.,All institutions,Marshall U.,2,197,"['9,011', '']","['0', '']","['0', '']","['8,951', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['60', '']"
8008,r199,All institutions -> U. Idaho,All institutions,U. Idaho,2,198,"['8,987', '']","['0', '']","['0', '']","['8,763', '']","['0', '']","['0', '']","['0', '']","['15', '']","['52', '']","['92', '']","['65', '']"
8008,r200,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,199,"['8,977', '']","['412', '']","['0', '']","['5,915', '']","['48', '']","['689', '']","['1,006', '']","['37', '']","['0', '']","['734', '']","['136', '']"
8008,r201,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,200,"['8,792', '']","['14', '']","['0', '']","['1,384', '']","['0', '']","['1,983', '']","['4,167', '']","['0', '']","['0', '']","['1,153', '']","['91', '']"
8008,r202,All institutions -> Loma Linda U.,All institutions,Loma Linda U.,2,201,"['8,751', '']","['0', '']","['0', '']","['8,079', '']","['0', '']","['0', '']","['595', '']","['0', '']","['0', '']","['0', '']","['77', '']"
8008,r203,All institutions -> Charles R. Drew U. of Medicine and Science,All institutions,Charles R. Drew U. of Medicine and Science,2,202,"['8,664', '']","['0', '']","['0', '']","['8,664', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8008,r204,All institutions -> Rosalind Franklin U. of Medicine and Science,All institutions,Rosalind Franklin U. of Medicine and Science,2,203,"['8,443', '']","['0', '']","['0', '']","['8,152', '']","['0', '']","['0', '']","['291', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8008,r205,"All institutions -> Rutgers, State U. New Jersey, Newark",All institutions,"Rutgers, State U. New Jersey, Newark",2,204,"['8,362', '']","['165', '']","['0', '']","['6,969', '']","['0', '']","['302', '']","['352', '']","['0', '']","['0', '']","['0', '']","['574', '']"
8008,r206,All institutions -> Marquette U.,All institutions,Marquette U.,2,205,"['8,237', '']","['130', '']","['0', '']","['4,853', '']","['349', '']","['869', '']","['168', '']","['0', '']","['0', '']","['1,686', '']","['182', '']"
8008,r207,All institutions -> Rowan U.,All institutions,Rowan U.,2,206,"['8,228', '']","['0', '']","['0', '']","['5,971', '']","['10', '']","['208', '']","['608', '']","['0', '']","['3', '']","['1,428', '']","['0', '']"
8008,r208,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,207,"['8,028', '']","['0', '']","['0', '']","['7,092', '']","['0', '']","['346', '']","['109', '']","['4', '']","['0', '']","['477', '']","['0', '']"
8008,r209,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,208,"['7,990', '']","['0', '']","['11', '']","['6,774', '']","['47', '']","['0', '']","['0', '']","['587', '']","['0', '']","['0', '']","['571', '']"
8008,r210,"All institutions -> California State U., Northridge",All institutions,"California State U., Northridge",2,209,"['7,537', '']","['0', '']","['42', '']","['2,044', '']","['0', '']","['4,586', '']","['177', '']","['370', '']","['12', '']","['137', '']","['169', '']"
8008,r211,All institutions -> U. South Dakota,All institutions,U. South Dakota,2,210,"['7,429', '']","['0', '']","['0', '']","['6,822', '']","['0', '']","['17', '']","['461', '']","['0', '']","['0', '']","['41', '']","['88', '']"
8008,r212,"All institutions -> Brigham Young U., Provo",All institutions,"Brigham Young U., Provo",2,211,"['7,274', '']","['0', '']","['0', '']","['3,611', '']","['0', '']","['1,418', '']","['174', '']","['16', '']","['0', '']","['1,818', '']","['237', '']"
8008,r213,All institutions -> East Tennessee State U.,All institutions,East Tennessee State U.,2,212,"['7,220', '']","['0', '']","['0', '']","['7,187', '']","['0', '']","['0', '']","['14', '']","['0', '']","['0', '']","['0', '']","['19', '']"
8008,r214,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,213,"['7,105', '']","['0', '']","['0', '']","['5,351', '']","['14', '']","['515', '']","['685', '']","['149', '']","['147', '']","['238', '']","['6', '']"
8008,r215,All institutions -> Eastern Virginia Medical School,All institutions,Eastern Virginia Medical School,2,214,"['6,998', '']","['0', '']","['0', '']","['6,998', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8008,r216,All institutions -> Lehigh U.,All institutions,Lehigh U.,2,215,"['6,853', '']","['125', '']","['0', '']","['3,520', '']","['0', '']","['1,261', '']","['71', '']","['38', '']","['0', '']","['1,812', '']","['26', '']"
8008,r217,All institutions -> Ohio U.,All institutions,Ohio U.,2,216,"['6,824', '']","['202', '']","['0', '']","['5,808', '']","['0', '']","['357', '']","['173', '']","['0', '']","['0', '']","['283', '']","['1', '']"
8008,r218,All institutions -> Kent State U.,All institutions,Kent State U.,2,217,"['6,795', '']","['0', '']","['0', '']","['2,930', '']","['0', '']","['425', '']","['2,059', '']","['673', '']","['12', '']","['87', '']","['609', '']"
8008,r219,All institutions -> North Carolina Central U.,All institutions,North Carolina Central U.,2,218,"['6,676', '']","['0', '']","['0', '']","['5,699', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['654', '']","['323', '']"
8008,r220,All institutions -> Creighton U.,All institutions,Creighton U.,2,219,"['6,626', 'i']","['38', 'i']","['0', 'i']","['6,177', 'i']","['17', 'i']","['173', 'i']","['91', 'i']","['75', 'i']","['0', 'i']","['0', 'i']","['55', 'i']"
8008,r221,"All institutions -> California State U., Long Beach",All institutions,"California State U., Long Beach",2,220,"['6,608', '']","['81', '']","['0', '']","['2,233', '']","['0', '']","['1,918', '']","['1,081', '']","['257', '']","['0', '']","['988', '']","['50', '']"
8008,r222,All institutions -> Wright State U.,All institutions,Wright State U.,2,221,"['6,185', '']","['362', '']","['0', '']","['5,073', '']","['29', '']","['404', '']","['97', '']","['0', '']","['0', '']","['220', '']","['0', '']"
8008,r223,All institutions -> U. Texas Rio Grande Valley,All institutions,U. Texas Rio Grande Valley,2,222,"['6,094', '']","['78', '']","['0', '']","['5,664', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['352', '']","['0', '']"
8008,r224,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,223,"['6,050', '']","['0', '']","['0', '']","['1,864', '']","['0', '']","['429', '']","['0', '']","['0', '']","['0', '']","['128', '']","['3,629', '']"
8008,r225,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,224,"['5,899', '']","['0', '']","['0', '']","['1,368', '']","['0', '']","['1,910', '']","['802', '']","['0', '']","['0', '']","['1,819', '']","['0', '']"
