table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_level_5,_b_characteristic_b_hierarchy_depth,field_all_social_sciences_fields,field_anthropology,field_area_ethnic_cultural_gender_and_group_studies,field_economics,field_political_science_and_government,field_public_policy_analysis,field_sociology_demography_and_population_studies,field_social_sciences_other
7610,r084,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Academe,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Academe,,4,53.9,67.1,70.2,47.8,59.2,41.2,54.9,53.8
7610,r085,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Academe -> In tenure track faculty position (%),Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Academe,In tenure track faculty position (%),5,49.0,24.5,32.2,74.2,50.0,29.8,55.6,44.0
7610,r086,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Academe -> Not in tenure track position (%),Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Academe,Not in tenure track position (%),5,49.5,73.6,66.1,24.2,50.0,68.1,43.3,53.9
7610,r087,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Government,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Government,,4,13.5,,,15.3,10.2,22.8,15.2,14.1
7610,r088,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Industry or business<sup>e</sup>,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Industry or business<sup>e</sup>,,4,18.2,,,29.9,16.3,12.3,,16.4
7610,r089,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Nonprofit organization,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Nonprofit organization,,4,10.5,,,5.6,8.2,16.7,,11.8
7610,r090,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Other or unknown<sup>f</sup>,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Other or unknown<sup>f</sup>,,4,3.9,2.5,9.5,1.5,6.1,7.0,2.4,3.8
7610,r091,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Primary activity<sup>g</sup>,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Primary activity<sup>g</sup>,,4,,,,,,,,
7610,r092,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Primary activity<sup>g</sup> -> Research and development,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Primary activity<sup>g</sup>,Research and development,5,40.6,25.6,7.5,56.3,37.4,43.5,45.2,37.1
7610,r093,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Primary activity<sup>g</sup> -> Teaching,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Primary activity<sup>g</sup>,Teaching,5,32.3,48.7,67.5,19.9,36.3,13.0,33.8,34.4
7610,r094,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Primary activity<sup>g</sup> -> Management or administration,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Primary activity<sup>g</sup>,Management or administration,5,9.9,,,2.0,6.6,27.8,,10.9
7610,r095,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Primary activity<sup>g</sup> -> Professional services and other,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Primary activity<sup>g</sup>,Professional services and other,5,17.2,,,21.9,19.8,15.7,,17.6
7610,r096,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Secondary activity<sup>g</sup>,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Secondary activity<sup>g</sup>,,4,,,,,,,,
7610,r097,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Secondary activity<sup>g</sup> -> Research and development,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Secondary activity<sup>g</sup>,Research and development,5,30.1,33.3,46.3,27.7,27.5,18.5,33.1,30.5
7610,r098,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Secondary activity<sup>g</sup> -> Teaching,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Secondary activity<sup>g</sup>,Teaching,5,19.1,,,26.6,25.3,16.7,17.8,17.2
7610,r099,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Secondary activity<sup>g</sup> -> Management or administration,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Secondary activity<sup>g</sup>,Management or administration,5,,,,10.9,,14.8,16.6,13.3
7610,r100,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Secondary activity<sup>g</sup> -> Professional services and other,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Secondary activity<sup>g</sup>,Professional services and other,5,,,6.3,11.7,,10.2,7.6,9.0
7610,r101,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Secondary activity<sup>g</sup> -> No secondary activity,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Secondary activity<sup>g</sup>,No secondary activity,5,30.0,37.2,37.5,23.0,34.1,39.8,24.8,30.1
7610,r102,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Activity unknown,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Activity unknown,,4,4.0,1.3,4.8,4.5,7.1,5.3,4.3,2.3
7610,r103,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Postgraduation location (%)<sup>h</sup>,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Postgraduation location (%)<sup>h</sup>,,,3,,,,,,,,
7610,r104,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Postgraduation location (%)<sup>h</sup> -> United States<sup>i</sup>,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Postgraduation location (%)<sup>h</sup>,United States<sup>i</sup>,,4,85.4,88.7,93.7,74.4,81.0,92.6,92.6,85.4
7610,r105,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Postgraduation location (%)<sup>h</sup> -> United States<sup>i</sup> -> Midwest,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Postgraduation location (%)<sup>h</sup>,United States<sup>i</sup>,Midwest,5,14.3,19.9,20.5,11.3,10.5,16.2,14.3,13.5
7610,r106,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Postgraduation location (%)<sup>h</sup> -> United States<sup>i</sup> -> Northeast,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Postgraduation location (%)<sup>h</sup>,United States<sup>i</sup>,Northeast,5,19.5,19.9,22.8,22.6,20.9,17.6,20.9,14.4
7610,r107,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Postgraduation location (%)<sup>h</sup> -> United States<sup>i</sup> -> South,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Postgraduation location (%)<sup>h</sup>,United States<sup>i</sup>,South,5,30.2,22.0,25.2,24.7,27.5,40.5,35.7,33.4
7610,r108,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Postgraduation location (%)<sup>h</sup> -> United States<sup>i</sup> -> West,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Postgraduation location (%)<sup>h</sup>,United States<sup>i</sup>,West,5,20.3,24.8,22.0,15.2,21.6,18.2,20.5,22.9
7610,r109,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Postgraduation location (%)<sup>h</sup> -> Outside the United States,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Postgraduation location (%)<sup>h</sup>,Outside the United States,,4,14.6,11.3,6.3,25.6,19.0,7.4,7.4,14.6
7610,r110,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Postgraduation location (%)<sup>h</sup> -> Location unknown,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Postgraduation location (%)<sup>h</sup>,Location unknown,,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7610,r111,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Postgraduation location in same state as doctorate institution (%),Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Postgraduation location in same state as doctorate institution (%),,,3,32.8,32.6,39.4,17.6,29.4,43.2,38.9,37.8
