table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
10116,r143,All institutions -> Rush U.,All institutions,Rush U.,2,142,"['51,304', '']","['57,978', '']","['57,512', '']","['57,063', '']","['53,501', '']","['52,193', '']","['50,332', '']","['51,532', '']","['64,178', '']","['68,941', '']","['65,343', '']","['73,279', '']","['79,647', '']"
10116,r144,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,143,"['12,881', '']","['14,659', '']","['13,848', '']","['11,090', '']","['10,666', '']","['15,799', '']","['16,893', '']","['23,895', '']","['28,874', '']","['34,400', '']","['40,044', '']","['65,436', '']","['77,110', '']"
10116,r145,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,144,"['40,760', '']","['38,565', '']","['35,984', '']","['34,021', '']","['30,319', '']","['33,718', '']","['38,753', '']","['44,534', '']","['54,708', '']","['55,566', '']","['62,067', '']","['70,686', '']","['73,507', '']"
10116,r146,All institutions -> New Mexico Institute of Mining and Technology,All institutions,New Mexico Institute of Mining and Technology,2,145,"['42,243', '']","['37,316', '']","['29,894', '']","['23,581', '']","['33,245', '']","['20,018', '']","['17,017', '']","['18,358', '']","['19,560', '']","['22,864', '']","['22,922', '']","['24,900', '']","['72,594', '']"
10116,r147,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,146,"['98,399', '']","['90,598', '']","['90,722', '']","['86,806', '']","['80,599', '']","['78,903', '']","['62,292', '']","['59,885', '']","['54,009', '']","['58,022', '']","['60,971', '']","['64,699', '']","['71,718', '']"
10116,r148,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,147,"['50,051', '']","['54,250', '']","['59,398', '']","['57,466', '']","['54,655', '']","['55,094', '']","['67,490', '']","['79,397', '']","['91,999', '']","['89,846', '']","['85,746', '']","['77,057', '']","['71,326', '']"
10116,r149,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,148,"['45,323', '']","['48,932', '']","['57,441', '']","['53,971', '']","['42,280', '']","['48,970', '']","['63,951', '']","['56,410', '']","['42,595', '']","['52,082', '']","['57,353', '']","['54,444', '']","['68,772', '']"
10116,r150,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,149,"['26,364', '']","['32,999', '']","['33,023', '']","['28,375', '']","['26,161', '']","['28,988', '']","['28,425', '']","['27,692', '']","['30,447', '']","['37,916', '']","['43,017', '']","['53,880', '']","['67,986', '']"
10116,r151,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,150,"['29,892', '']","['33,789', '']","['33,481', '']","['32,399', '']","['34,781', '']","['34,266', '']","['35,677', '']","['37,505', '']","['40,161', '']","['49,603', '']","['55,560', '']","['61,421', '']","['66,200', '']"
10116,r152,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,151,"['59,448', '']","['61,172', '']","['45,014', '']","['44,662', '']","['47,538', '']","['47,954', '']","['50,984', '']","['52,014', '']","['53,522', '']","['56,993', '']","['59,391', '']","['59,882', '']","['65,368', '']"
10116,r153,All institutions -> Augusta U.,All institutions,Augusta U.,2,152,"['na', '']","['na', '']","['na', '']","['47,913', '']","['47,771', '']","['50,585', '']","['50,294', '']","['48,921', '']","['48,800', '']","['47,031', '']","['55,797', '']","['61,943', '']","['64,609', '']"
10116,r154,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,153,"['33,674', '']","['37,587', '']","['34,189', '']","['30,625', '']","['26,111', '']","['34,288', '']","['40,642', '']","['46,490', '']","['52,937', '']","['50,875', '']","['47,454', '']","['48,534', '']","['64,252', '']"
10116,r155,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,154,"['52,504', '']","['54,058', '']","['54,476', '']","['46,491', '']","['40,340', '']","['37,697', '']","['42,425', '']","['43,262', '']","['51,050', '']","['49,700', '']","['44,153', '']","['58,463', '']","['62,737', '']"
10116,r156,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,155,"['25,550', '']","['27,960', '']","['26,786', '']","['27,360', '']","['28,654', '']","['31,059', '']","['27,694', '']","['29,471', '']","['30,086', '']","['35,309', '']","['41,304', '']","['48,179', '']","['62,195', '']"
10116,r157,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,156,"['30,754', '']","['33,216', '']","['35,297', '']","['33,920', '']","['32,699', '']","['31,068', '']","['35,451', '']","['36,097', '']","['40,046', '']","['48,466', '']","['55,983', '']","['58,249', '']","['60,706', '']"
10116,r158,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,157,"['34,617', '']","['35,399', '']","['40,024', '']","['38,253', '']","['35,304', '']","['41,897', '']","['42,423', '']","['44,811', '']","['44,352', '']","['41,261', '']","['39,126', '']","['43,930', '']","['60,387', '']"
10116,r159,"All institutions -> U. Tennessee, Health Science Center",All institutions,"U. Tennessee, Health Science Center",2,158,"['52,652', '']","['51,842', '']","['48,473', '']","['42,269', '']","['41,830', '']","['39,356', '']","['38,374', '']","['39,138', '']","['39,421', '']","['42,396', '']","['48,264', '']","['56,021', '']","['60,221', '']"
10116,r160,All institutions -> Cold Spring Harbor Laboratory,All institutions,Cold Spring Harbor Laboratory,2,159,"['ne', '']","['51,529', '']","['43,874', '']","['41,002', '']","['41,845', '']","['49,063', '']","['50,478', '']","['54,260', '']","['67,139', '']","['73,854', '']","['62,215', '']","['56,907', '']","['59,163', '']"
10116,r161,All institutions -> U. Idaho,All institutions,U. Idaho,2,160,"['46,303', '']","['54,243', '']","['55,115', '']","['53,986', '']","['50,638', '']","['50,559', '']","['51,295', '']","['50,935', '']","['51,172', '']","['51,529', '']","['51,450', '']","['51,021', '']","['56,160', '']"
10116,r162,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,161,"['31,628', '']","['30,659', '']","['33,150', '']","['30,815', '']","['24,857', '']","['27,712', '']","['26,664', '']","['33,111', '']","['36,027', '']","['41,764', '']","['44,950', '']","['46,946', '']","['56,025', '']"
10116,r163,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,162,"['28,717', '']","['31,972', '']","['32,672', '']","['29,078', '']","['23,066', '']","['23,511', '']","['25,813', '']","['29,947', '']","['29,824', '']","['34,588', '']","['34,334', '']","['42,952', '']","['54,384', '']"
10116,r164,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,163,"['56,998', '']","['81,855', '']","['85,876', '']","['44,200', '']","['36,687', '']","['38,585', '']","['42,976', '']","['44,977', '']","['43,421', '']","['39,880', '']","['39,873', '']","['47,428', '']","['53,885', '']"
10116,r165,All institutions -> Cleveland State U.,All institutions,Cleveland State U.,2,164,"['25,024', '']","['42,575', '']","['46,645', '']","['50,243', '']","['44,233', '']","['41,851', '']","['49,925', '']","['52,541', '']","['55,468', '']","['51,475', '']","['53,756', '']","['47,402', '']","['53,395', '']"
10116,r166,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,165,"['124,324', '']","['125,189', '']","['112,989', '']","['114,158', '']","['105,333', '']","['79,681', '']","['77,734', '']","['85,469', '']","['87,451', '']","['92,709', '']","['67,039', '']","['56,425', '']","['51,492', '']"
10116,r167,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,166,"['54,847', '']","['59,284', '']","['62,341', '']","['60,870', '']","['59,070', '']","['59,528', '']","['52,163', '']","['51,130', '']","['50,120', '']","['50,448', '']","['52,150', '']","['52,465', '']","['50,605', '']"
10116,r168,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,167,"['56,504', '']","['64,056', '']","['56,797', '']","['51,274', '']","['50,542', '']","['46,870', '']","['44,495', '']","['39,417', '']","['39,453', '']","['39,515', '']","['41,117', '']","['43,473', '']","['50,540', '']"
10116,r169,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,168,"['27,676', '']","['32,724', '']","['33,189', '']","['32,086', '']","['30,588', '']","['28,692', '']","['29,774', '']","['28,483', '']","['32,606', '']","['34,709', '']","['36,172', '']","['41,505', '']","['48,766', '']"
10116,r170,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,169,"['37,054', '']","['40,984', '']","['37,524', '']","['28,694', '']","['26,163', '']","['25,005', '']","['25,482', '']","['27,661', '']","['31,815', '']","['46,924', '']","['42,870', '']","['44,401', '']","['48,368', '']"
10116,r171,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,170,"['51,883', '']","['53,451', '']","['46,490', '']","['38,453', '']","['36,277', '']","['35,482', '']","['35,590', '']","['34,923', '']","['35,122', '']","['35,322', '']","['31,614', '']","['42,824', '']","['45,343', '']"
10116,r172,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,171,"['35,970', '']","['35,191', '']","['29,969', '']","['28,827', '']","['33,137', '']","['32,987', '']","['32,405', '']","['31,347', '']","['31,357', '']","['35,136', '']","['31,475', '']","['33,938', '']","['45,136', '']"
10116,r173,All institutions -> Naval Postgraduate School,All institutions,Naval Postgraduate School,2,172,"['93,605', '']","['94,278', '']","['127,049', '']","['91,134', '']","['96,573', '']","['78,780', '']","['56,045', '']","['47,082', '']","['44,140', '']","['54,358', '']","['51,870', '']","['54,855', '']","['44,852', '']"
10116,r174,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,173,"['43,669', '']","['48,235', '']","['44,532', '']","['45,337', '']","['47,532', '']","['47,841', '']","['48,273', '']","['46,108', '']","['38,632', '']","['41,475', '']","['41,440', '']","['43,471', '']","['44,205', '']"
10116,r175,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,174,"['15,070', '']","['17,765', '']","['16,015', '']","['15,638', '']","['18,209', '']","['20,285', '']","['23,442', '']","['26,035', '']","['29,648', '']","['35,980', '']","['39,387', '']","['41,744', '']","['43,453', '']"
10116,r176,All institutions -> Saint Louis U.,All institutions,Saint Louis U.,2,175,"['33,728', '']","['38,323', '']","['35,873', '']","['31,645', '']","['30,071', '']","['27,580', '']","['26,813', '']","['27,436', '']","['28,121', '']","['34,275', '']","['34,419', '']","['41,411', '']","['42,170', '']"
10116,r177,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,176,"['45,856', '']","['44,905', '']","['42,937', '']","['39,675', '']","['36,570', '']","['36,975', '']","['37,363', '']","['30,383', '']","['32,422', '']","['35,362', '']","['33,136', '']","['36,761', '']","['41,943', '']"
10116,r178,All institutions -> Stevens Institute of Technology,All institutions,Stevens Institute of Technology,2,177,"['29,370', '']","['32,570', '']","['27,420', '']","['24,812', '']","['23,656', '']","['25,980', '']","['28,999', '']","['26,855', '']","['26,281', '']","['28,342', '']","['33,461', '']","['33,998', '']","['41,836', '']"
10116,r179,All institutions -> Texas State U.,All institutions,Texas State U.,2,178,"['8,904', '']","['10,319', '']","['11,950', '']","['14,908', '']","['14,243', '']","['18,289', '']","['21,049', '']","['25,132', '']","['30,314', '']","['29,614', '']","['26,950', '']","['31,116', '']","['38,936', '']"
10116,r180,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,179,"['32,900', '']","['40,595', '']","['39,572', '']","['40,094', '']","['40,095', '']","['38,434', '']","['37,525', '']","['35,429', '']","['36,866', '']","['33,065', '']","['30,106', '']","['34,218', '']","['38,596', '']"
10116,r181,All institutions -> Howard U.,All institutions,Howard U.,2,180,"['33,017', '']","['36,060', '']","['37,690', '']","['33,966', '']","['32,663', '']","['38,820', '']","['33,441', '']","['34,762', '']","['33,602', '']","['29,978', '']","['29,256', '']","['35,443', '']","['37,331', '']"
10116,r182,All institutions -> U. Toledo,All institutions,U. Toledo,2,181,"['38,389', '']","['44,881', '']","['41,072', '']","['40,497', '']","['34,684', '']","['27,085', '']","['27,802', '']","['24,167', '']","['25,323', '']","['28,273', '']","['27,770', '']","['32,601', '']","['36,694', '']"
10116,r183,All institutions -> Boston C.,All institutions,Boston C.,2,182,"['33,290', '']","['31,953', '']","['30,855', '']","['27,975', '']","['25,115', '']","['23,352', '']","['27,033', '']","['30,448', '']","['30,541', '']","['32,475', '']","['31,038', '']","['34,257', '']","['36,560', '']"
10116,r184,All institutions -> Lehigh U.,All institutions,Lehigh U.,2,183,"['23,721', '']","['22,390', '']","['23,312', '']","['24,831', '']","['24,271', '']","['22,910', '']","['21,429', '']","['25,228', '']","['25,834', '']","['26,554', '']","['26,816', '']","['29,051', '']","['36,535', '']"
10116,r185,All institutions -> U.S. Air Force Academy,All institutions,U.S. Air Force Academy,2,184,"['49,711', '']","['62,118', '']","['43,431', '']","['45,169', '']","['34,669', '']","['30,637', '']","['46,958', '']","['40,062', '']","['27,973', '']","['35,294', '']","['33,554', '']","['31,818', '']","['35,826', '']"
10116,r186,"All institutions -> U. Puerto Rico, Medical Sciences Campus",All institutions,"U. Puerto Rico, Medical Sciences Campus",2,185,"['29,813', '']","['54,381', '']","['35,173', '']","['31,037', '']","['30,197', '']","['31,889', '']","['33,348', '']","['29,869', '']","['30,597', '']","['34,570', '']","['27,033', '']","['33,262', '']","['35,050', '']"
10116,r187,All institutions -> Worcester Polytechnic Institute,All institutions,Worcester Polytechnic Institute,2,186,"['13,582', '']","['15,714', '']","['12,968', '']","['17,003', '']","['19,643', '']","['26,327', '']","['25,976', '']","['19,566', '']","['18,635', '']","['22,964', '']","['26,074', '']","['30,166', '']","['34,004', '']"
10116,r188,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,187,"['33,796', '']","['33,850', '']","['33,156', '']","['27,729', '']","['29,404', '']","['32,378', '']","['36,106', '']","['39,781', '']","['39,538', '']","['37,803', '']","['31,861', '']","['34,200', '']","['33,976', '']"
10116,r189,All institutions -> William & Mary,All institutions,William & Mary,2,188,"['27,685', '']","['30,361', '']","['32,526', '']","['31,628', '']","['33,320', '']","['33,129', '']","['34,133', '']","['32,760', '']","['33,503', '']","['31,983', '']","['30,436', '']","['29,928', '']","['33,730', '']"
10116,r190,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,189,"['23,254', '']","['20,396', '']","['19,394', '']","['18,379', '']","['19,465', '']","['20,147', '']","['26,149', '']","['27,311', '']","['25,990', '']","['26,359', '']","['28,092', '']","['31,187', '']","['33,373', '']"
10116,r191,"All institutions -> Louisiana State U., Health Sciences Center, New Orleans",All institutions,"Louisiana State U., Health Sciences Center, New Orleans",2,190,"['46,142', '']","['45,581', '']","['40,637', '']","['36,886', '']","['34,637', '']","['36,027', '']","['31,526', '']","['28,018', '']","['26,988', '']","['31,290', '']","['31,381', '']","['34,272', '']","['33,087', '']"
10116,r192,All institutions -> Mercer U.,All institutions,Mercer U.,2,191,"['18,778', '']","['17,904', '']","['19,963', '']","['19,411', '']","['19,666', '']","['21,563', '']","['21,120', '']","['19,772', '']","['18,999', '']","['27,035', '']","['31,572', '']","['34,413', '']","['32,504', '']"
10116,r193,All institutions -> Air Force Institute of Technology,All institutions,Air Force Institute of Technology,2,192,"['15,474', '']","['20,196', '']","['19,579', '']","['18,739', '']","['16,782', '']","['16,727', '']","['19,796', '']","['25,588', '']","['23,393', '']","['21,856', '']","['22,854', '']","['27,025', '']","['32,479', '']"
10116,r194,"All institutions -> SUNY, Polytechnic Institute",All institutions,"SUNY, Polytechnic Institute",2,193,"['na', '']","['na', '']","['na', '']","['na', '']","['21,208', '']","['14,641', '']","['21,380', '']","['41,252', '']","['41,795', '']","['38,245', '']","['27,998', '']","['25,427', '']","['32,396', '']"
10116,r195,All institutions -> Boise State U.,All institutions,Boise State U.,2,194,"['14,614', '']","['18,811', '']","['20,070', '']","['16,117', '']","['15,746', '']","['18,296', '']","['16,953', '']","['19,806', '']","['24,918', '']","['24,493', '']","['26,914', '']","['31,357', '']","['32,015', '']"
10116,r196,"All institutions -> Brigham Young U., Provo",All institutions,"Brigham Young U., Provo",2,195,"['22,115', '']","['24,273', '']","['22,069', '']","['23,639', '']","['24,490', '']","['24,250', '']","['28,453', '']","['26,441', '']","['23,892', '']","['23,901', '']","['24,632', '']","['30,439', '']","['31,636', '']"
10116,r197,All institutions -> Morehouse School of Medicine,All institutions,Morehouse School of Medicine,2,196,"['25,855', 'i']","['28,128', '']","['31,786', '']","['34,511', '']","['33,020', '']","['30,012', '']","['28,678', '']","['28,792', '']","['24,326', '']","['22,461', '']","['22,500', '']","['25,181', '']","['31,339', '']"
10116,r198,"All institutions -> U. Missouri, Kansas City",All institutions,"U. Missouri, Kansas City",2,197,"['16,391', '']","['18,988', '']","['17,522', '']","['15,774', '']","['15,178', '']","['13,327', '']","['13,081', '']","['11,296', '']","['10,596', '']","['18,624', '']","['22,320', '']","['21,203', '']","['31,134', '']"
10116,r199,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,198,"['24,292', '']","['26,389', '']","['24,153', '']","['27,780', '']","['32,901', '']","['33,782', '']","['31,318', '']","['31,396', '']","['33,886', '']","['35,143', '']","['34,102', '']","['30,877', '']","['30,984', '']"
10116,r200,All institutions -> Portland State U.,All institutions,Portland State U.,2,199,"['36,996', '']","['41,580', '']","['42,662', '']","['40,377', '']","['33,523', '']","['29,987', '']","['32,021', '']","['32,727', '']","['31,234', '']","['33,055', '']","['31,315', '']","['29,842', '']","['30,922', '']"
10116,r201,"All institutions -> U. North Carolina, Greensboro",All institutions,"U. North Carolina, Greensboro",2,200,"['19,477', '']","['20,868', '']","['16,530', '']","['13,658', '']","['13,489', '']","['14,978', '']","['17,902', '']","['17,354', '']","['17,016', '']","['18,923', '']","['20,447', '']","['24,423', '']","['29,822', '']"
10116,r202,All institutions -> East Carolina U.,All institutions,East Carolina U.,2,201,"['16,113', '']","['19,675', '']","['17,838', '']","['18,227', '']","['17,409', '']","['15,079', '']","['13,073', '']","['11,526', '']","['12,611', '']","['17,428', '']","['20,168', '']","['22,813', '']","['29,648', '']"
10116,r203,All institutions -> Van Andel Research Institute,All institutions,Van Andel Research Institute,2,202,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['8,138', '']","['11,970', '']","['13,108', '']","['14,285', '']","['18,259', '']","['18,538', '']","['22,231', '']","['29,424', '']"
10116,r204,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,203,"['148,672', '']","['156,607', '']","['166,825', '']","['152,578', '']","['143,386', '']","['18,479', '']","['19,954', '']","['20,035', '']","['22,834', '']","['27,349', '']","['31,862', '']","['30,290', '']","['29,353', '']"
10116,r205,All institutions -> North Carolina A&T State U.,All institutions,North Carolina A&T State U.,2,204,"['23,883', '']","['22,652', '']","['22,477', '']","['21,663', '']","['23,373', '']","['22,413', '']","['21,112', '']","['24,496', '']","['24,874', '']","['23,863', '']","['22,338', '']","['25,755', '']","['29,094', '']"
10116,r206,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,205,"['32,441', '']","['30,457', '']","['25,068', '']","['24,502', '']","['26,950', '']","['27,493', '']","['25,613', '']","['29,172', '']","['33,727', '']","['28,381', '']","['29,252', '']","['27,178', '']","['28,867', '']"
10116,r207,All institutions -> Missouri U. of Science and Technology,All institutions,Missouri U. of Science and Technology,2,206,"['28,239', '']","['27,961', '']","['23,731', '']","['25,571', '']","['21,811', '']","['17,632', '']","['18,833', '']","['19,567', '']","['21,835', '']","['22,426', '']","['22,860', '']","['26,164', '']","['28,792', '']"
10116,r208,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,207,"['17,268', '']","['15,579', '']","['17,226', '']","['13,555', '']","['13,234', '']","['11,574', '']","['15,356', '']","['17,172', '']","['18,771', '']","['21,667', '']","['23,695', '']","['28,510', '']","['28,641', '']"
10116,r209,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,208,"['34,687', '']","['39,534', '']","['38,555', '']","['39,963', '']","['41,270', '']","['40,002', '']","['39,743', '']","['42,412', '']","['32,584', '']","['31,355', '']","['30,330', '']","['25,514', '']","['27,804', '']"
10116,r210,"All institutions -> SUNY, Upstate Medical U.",All institutions,"SUNY, Upstate Medical U.",2,209,"['27,959', '']","['28,663', '']","['27,013', '']","['23,730', '']","['21,334', '']","['19,213', '']","['18,942', '']","['19,991', '']","['20,391', '']","['22,028', '']","['23,940', '']","['24,974', '']","['27,737', '']"
10116,r211,"All institutions -> Loyola U., Chicago",All institutions,"Loyola U., Chicago",2,210,"['28,995', '']","['28,633', '']","['28,530', '']","['33,074', '']","['31,189', '']","['28,200', '']","['25,363', '']","['23,324', '']","['21,994', '']","['23,562', '']","['24,018', '']","['26,793', '']","['26,972', '']"
10116,r212,"All institutions -> U. North Carolina, Charlotte",All institutions,"U. North Carolina, Charlotte",2,211,"['17,284', '']","['15,930', '']","['19,230', '']","['20,994', '']","['19,069', '']","['19,132', '']","['20,269', '']","['20,462', '']","['22,386', '']","['26,199', '']","['27,618', '']","['27,145', '']","['26,871', '']"
10116,r213,All institutions -> Catholic U. of America,All institutions,Catholic U. of America,2,212,"['15,878', '']","['19,890', '']","['17,608', '']","['17,310', '']","['17,205', '']","['19,900', '']","['19,928', '']","['19,857', '']","['20,749', '']","['21,642', '']","['22,503', '']","['23,128', '']","['26,285', '']"
10116,r214,All institutions -> U. Denver,All institutions,U. Denver,2,213,"['13,364', '']","['14,042', '']","['11,779', '']","['15,089', '']","['14,202', '']","['12,048', '']","['11,029', '']","['11,648', '']","['15,713', '']","['22,012', '']","['24,753', '']","['23,415', '']","['26,040', '']"
10116,r215,All institutions -> Illinois Institute of Technology,All institutions,Illinois Institute of Technology,2,214,"['28,349', '']","['34,858', '']","['27,767', '']","['28,319', '']","['25,679', '']","['25,826', '']","['23,821', '']","['26,330', '']","['28,265', '']","['28,827', '']","['24,244', '']","['24,762', '']","['25,963', '']"
10116,r216,"All institutions -> SUNY, Downstate Health Sciences U.",All institutions,"SUNY, Downstate Health Sciences U.",2,215,"['25,023', '']","['33,964', '']","['34,884', '']","['31,972', '']","['25,802', '']","['20,779', '']","['25,941', '']","['22,496', '']","['26,302', '']","['26,914', '']","['26,454', '']","['27,620', '']","['25,081', '']"
10116,r217,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,216,"['20,979', '']","['21,244', '']","['21,162', '']","['17,715', '']","['14,843', '']","['16,171', '']","['18,562', '']","['20,639', '']","['23,392', '']","['24,213', '']","['24,564', '']","['23,225', '']","['24,888', '']"
10116,r218,All institutions -> U. Memphis,All institutions,U. Memphis,2,217,"['20,654', '']","['20,348', '']","['22,142', '']","['18,619', '']","['21,898', '']","['18,825', '']","['18,098', '']","['18,185', '']","['25,166', '']","['18,370', '']","['18,063', '']","['21,578', '']","['24,686', '']"
10116,r219,All institutions -> Morgan State U.,All institutions,Morgan State U.,2,218,"['10,039', '']","['9,884', '']","['15,408', '']","['13,357', '']","['14,144', '']","['12,805', '']","['14,343', '']","['13,328', '']","['11,603', '']","['11,952', '']","['14,101', '']","['16,319', '']","['24,670', '']"
10116,r220,All institutions -> Delaware State U.,All institutions,Delaware State U.,2,219,"['10,154', '']","['12,822', '']","['11,305', '']","['11,837', '']","['12,464', '']","['12,091', '']","['15,260', '']","['14,693', '']","['13,007', '']","['12,179', '']","['14,319', 'i']","['16,460', '']","['24,361', '']"
10116,r221,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,220,"['29,042', '']","['30,479', '']","['28,862', '']","['26,450', '']","['25,377', '']","['25,587', '']","['25,651', '']","['23,916', '']","['24,612', '']","['23,342', '']","['25,354', '']","['24,397', '']","['24,036', '']"
10116,r222,"All institutions -> U. Nebraska, central administration",All institutions,"U. Nebraska, central administration",2,221,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['13,200', '']","['18,523', '']","['23,104', '']","['20,675', '']","['23,872', '']"
10116,r223,All institutions -> Embry-Riddle Aeronautical U.,All institutions,Embry-Riddle Aeronautical U.,2,222,"['8,241', '']","['11,444', '']","['14,048', '']","['11,456', '']","['13,030', '']","['10,049', '']","['14,135', '']","['10,525', '']","['12,661', '']","['8,970', '']","['11,542', '']","['14,859', '']","['23,863', '']"
10116,r224,All institutions -> U. South Alabama,All institutions,U. South Alabama,2,223,"['14,730', '']","['16,758', '']","['13,816', '']","['13,743', '']","['14,353', '']","['15,106', '']","['17,628', '']","['16,627', '']","['15,098', '']","['19,947', '']","['21,825', '']","['23,758', '']","['23,762', '']"
10116,r225,"All institutions -> U. California, Merced",All institutions,"U. California, Merced",2,224,"['9,392', '']","['10,140', '']","['11,052', '']","['10,983', '']","['10,509', '']","['12,648', '']","['12,206', '']","['14,923', '']","['14,385', '']","['16,850', '']","['20,000', '']","['18,621', '']","['23,421', '']"
10116,r226,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,225,"['24,527', '']","['26,958', '']","['33,275', '']","['24,924', '']","['27,715', '']","['28,653', '']","['30,608', '']","['29,934', '']","['30,412', '']","['25,083', '']","['27,575', '']","['23,673', '']","['23,131', '']"
10116,r227,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,226,"['14,444', '']","['14,754', '']","['18,043', '']","['16,515', '']","['16,318', '']","['15,470', '']","['12,621', '']","['15,668', '']","['19,026', '']","['17,345', '']","['13,653', '']","['18,702', '']","['23,056', '']"
10116,r228,All institutions -> South Dakota State U.,All institutions,South Dakota State U.,2,227,"['38,368', '']","['41,904', '']","['41,975', '']","['33,231', '']","['29,524', '']","['28,670', '']","['29,633', '']","['28,003', '']","['27,129', '']","['29,683', '']","['22,531', '']","['18,607', '']","['22,991', '']"
10116,r229,"All institutions -> CUNY, Hunter C.",All institutions,"CUNY, Hunter C.",2,228,"['18,498', '']","['22,901', '']","['24,265', '']","['22,512', '']","['19,268', '']","['19,193', '']","['20,037', '']","['18,705', '']","['21,766', '']","['23,485', '']","['26,025', '']","['23,166', '']","['21,142', '']"
10116,r230,All institutions -> Ohio U.,All institutions,Ohio U.,2,229,"['18,466', '']","['23,051', '']","['20,780', '']","['20,203', '']","['16,597', '']","['17,303', '']","['14,678', '']","['16,393', '']","['13,961', '']","['14,802', '']","['15,543', '']","['19,164', '']","['20,587', '']"
10116,r231,All institutions -> Wright State U.,All institutions,Wright State U.,2,230,"['24,785', '']","['27,422', '']","['25,552', '']","['26,888', '']","['27,838', '']","['26,931', '']","['30,162', '']","['35,533', '']","['43,644', '']","['41,428', '']","['35,321', '']","['19,617', '']","['20,529', '']"
10116,r232,All institutions -> U.S. Military Academy,All institutions,U.S. Military Academy,2,231,"['22,146', '']","['13,799', '']","['12,227', '']","['11,630', '']","['14,819', '']","['15,312', '']","['13,500', '']","['13,430', '']","['13,393', '']","['10,528', '']","['8,406', '']","['13,708', '']","['19,708', '']"
10116,r233,All institutions -> U. of the Virgin Islands,All institutions,U. of the Virgin Islands,2,232,"['28,369', '']","['16,338', '']","['22,605', '']","['15,627', '']","['14,992', '']","['19,456', '']","['20,951', '']","['10,968', '']","['10,852', '']","['10,445', '']","['11,787', '']","['13,099', '']","['19,127', '']"
10116,r234,All institutions -> Rowan U.,All institutions,Rowan U.,2,233,"['2,062', '']","['2,108', '']","['2,349', '']","['1,926', '']","['4,591', '']","['4,674', '']","['5,252', '']","['7,110', '']","['9,602', '']","['12,064', '']","['15,551', '']","['17,400', '']","['18,613', '']"
