table_id,row_id,_b_sex_and_field_b_full_path,_b_sex_and_field_b_level_1,_b_sex_and_field_b_level_2,_b_sex_and_field_b_level_3,_b_sex_and_field_b_level_4,_b_sex_and_field_b_hierarchy_depth,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field__change_2010_20
4652,r123,All doctorate recipients<sup>a</sup> -> Female -> Education -> Other education,All doctorate recipients<sup>a</sup>,Female,Education,Other education,4,244,203,186,190,195,215,425,328,248,282,309,26.6
4652,r124,All doctorate recipients<sup>a</sup> -> Female -> Humanities and arts,All doctorate recipients<sup>a</sup>,Female,Humanities and arts,,3,2552,2654,2818,2885,2760,2830,2842,2705,2572,2571,2423,-5.1
4652,r125,All doctorate recipients<sup>a</sup> -> Female -> Humanities and arts -> Foreign languages and literature,All doctorate recipients<sup>a</sup>,Female,Humanities and arts,Foreign languages and literature,4,382,396,446,430,424,418,371,381,370,394,341,-10.7
4652,r126,All doctorate recipients<sup>a</sup> -> Female -> Humanities and arts -> History,All doctorate recipients<sup>a</sup>,Female,Humanities and arts,History,4,449,479,484,516,521,514,527,464,435,383,375,-16.5
4652,r127,All doctorate recipients<sup>a</sup> -> Female -> Humanities and arts -> Letters,All doctorate recipients<sup>a</sup>,Female,Humanities and arts,Letters,4,891,898,978,941,894,936,931,871,853,826,803,-9.9
4652,r128,All doctorate recipients<sup>a</sup> -> Female -> Humanities and arts -> Other humanities and arts,All doctorate recipients<sup>a</sup>,Female,Humanities and arts,Other humanities and arts,4,830,881,910,998,921,962,1013,989,914,968,904,8.9
4652,r129,All doctorate recipients<sup>a</sup> -> Female -> Other<sup>b</sup>,All doctorate recipients<sup>a</sup>,Female,Other<sup>b</sup>,,3,1400,1400,1369,1543,1553,1558,1465,1726,1528,1617,1589,13.5
4652,r130,All doctorate recipients<sup>a</sup> -> Female -> Other<sup>b</sup> -> Business management and administration,All doctorate recipients<sup>a</sup>,Female,Other<sup>b</sup>,Business management and administration,4,550,535,564,641,669,648,575,692,608,660,615,11.8
4652,r131,All doctorate recipients<sup>a</sup> -> Female -> Other<sup>b</sup> -> Communication,All doctorate recipients<sup>a</sup>,Female,Other<sup>b</sup>,Communication,4,390,417,350,401,383,411,410,425,395,338,363,-6.9
4652,r132,All doctorate recipients<sup>a</sup> -> Female -> Other<sup>b</sup> -> Non-S&E fields nec,All doctorate recipients<sup>a</sup>,Female,Other<sup>b</sup>,Non-S&E fields nec,4,460,448,455,501,501,499,480,609,525,619,611,32.8
