table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_total_all_r_d_expenditures_received,field_total_from_higher_education_pass_through_entities,field_total_from_businesses,field_total_from_nonprofit_organizations,field_total_from_other_pass_through_entities,field_federally_financed_all_r_d_expenditures_received,field_federally_financed_from_higher_education_pass_through_entities,field_federally_financed_from_businesses,field_federally_financed_from_nonprofit_organizations,field_federally_financed_from_other_pass_through_entities
5457,r198,United States -> Illinois -> Public,United States,Illinois,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r199,United States -> Illinois -> Public -> Illinois State U.,United States,Illinois,Public,Illinois State U.,4,"['438', '']","['249', '']","['97', '']","['0', '']","['92', '']","['340', '']","['249', '']","['0', '']","['0', '']","['91', '']"
5457,r200,United States -> Illinois -> Public -> Northeastern Illinois U.,United States,Illinois,Public,Northeastern Illinois U.,4,"['193', '']","['193', '']","['0', '']","['0', '']","['0', '']","['193', '']","['193', '']","['0', '']","['0', '']","['0', '']"
5457,r201,United States -> Illinois -> Public -> Northern Illinois U.,United States,Illinois,Public,Northern Illinois U.,4,"['2,809', '']","['679', '']","['53', '']","['1,405', '']","['672', '']","['2,714', '']","['664', '']","['53', '']","['1,327', '']","['670', '']"
5457,r202,"United States -> Illinois -> Public -> Southern Illinois U., Carbondale",United States,Illinois,Public,"Southern Illinois U., Carbondale",4,"['3,814', 'i']","['1,281', 'i']","['416', 'i']","['117', 'i']","['2,000', 'i']","['3,238', '']","['1,126', '']","['249', '']","['0', '']","['1,863', '']"
5457,r203,"United States -> Illinois -> Public -> Southern Illinois U., Edwardsville",United States,Illinois,Public,"Southern Illinois U., Edwardsville",4,"['819', '']","['273', '']","['0', '']","['157', '']","['389', '']","['815', '']","['269', '']","['0', '']","['157', '']","['389', '']"
5457,r204,"United States -> Illinois -> Public -> U. Illinois, Chicago",United States,Illinois,Public,"U. Illinois, Chicago",4,"['38,363', '']","['23,649', '']","['3,560', '']","['8,116', '']","['3,038', '']","['37,668', '']","['23,156', '']","['3,418', '']","['8,056', '']","['3,038', '']"
5457,r205,"United States -> Illinois -> Public -> U. Illinois, Springfield",United States,Illinois,Public,"U. Illinois, Springfield",4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5457,r206,"United States -> Illinois -> Public -> U. Illinois, Urbana-Champaign",United States,Illinois,Public,"U. Illinois, Urbana-Champaign",4,"['43,623', '']","['27,338', '']","['10,718', '']","['4,244', '']","['1,323', '']","['38,314', '']","['23,313', '']","['10,610', '']","['3,530', '']","['861', '']"
5457,r207,United States -> Illinois -> Public -> Western Illinois U.,United States,Illinois,Public,Western Illinois U.,4,"['495', '']","['88', '']","['7', '']","['0', '']","['400', '']","['95', '']","['88', '']","['7', '']","['0', '']","['0', '']"
5457,r208,United States -> Illinois -> Private,United States,Illinois,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r209,United States -> Illinois -> Private -> Bradley U.,United States,Illinois,Private,Bradley U.,4,"['220', '']","['220', '']","['0', '']","['0', '']","['0', '']","['220', '']","['220', '']","['0', '']","['0', '']","['0', '']"
5457,r210,United States -> Illinois -> Private -> DePaul U.,United States,Illinois,Private,DePaul U.,4,"['954', '']","['764', '']","['0', '']","['190', '']","['0', '']","['954', '']","['764', '']","['0', '']","['190', '']","['0', '']"
5457,r211,United States -> Illinois -> Private -> Erikson Institute,United States,Illinois,Private,Erikson Institute,4,"['86', '']","['0', '']","['0', '']","['86', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5457,r212,United States -> Illinois -> Private -> Illinois Institute of Technology,United States,Illinois,Private,Illinois Institute of Technology,4,"['4,974', '']","['2,105', '']","['523', '']","['347', '']","['1,999', '']","['4,586', '']","['1,950', '']","['523', '']","['114', '']","['1,999', '']"
5457,r213,"United States -> Illinois -> Private -> Loyola U., Chicago",United States,Illinois,Private,"Loyola U., Chicago",4,"['6,005', '']","['4,973', '']","['303', '']","['489', '']","['240', '']","['5,006', '']","['4,107', '']","['302', '']","['357', '']","['240', '']"
5457,r214,United States -> Illinois -> Private -> Midwestern U.,United States,Illinois,Private,Midwestern U.,4,"['30', '']","['30', '']","['0', '']","['0', '']","['0', '']","['30', '']","['30', '']","['0', '']","['0', '']","['0', '']"
5457,r215,United States -> Illinois -> Private -> Northwestern U.,United States,Illinois,Private,Northwestern U.,4,"['78,852', '']","['44,382', '']","['20,187', '']","['13,974', '']","['309', '']","['54,562', '']","['39,410', '']","['4,823', '']","['10,285', '']","['44', '']"
5457,r216,United States -> Illinois -> Private -> Rosalind Franklin U. of Medicine and Science,United States,Illinois,Private,Rosalind Franklin U. of Medicine and Science,4,"['707', '']","['707', '']","['0', '']","['0', '']","['0', '']","['707', '']","['707', '']","['0', '']","['0', '']","['0', '']"
5457,r217,United States -> Illinois -> Private -> Rush U.,United States,Illinois,Private,Rush U.,4,"['18,654', '']","['13,938', '']","['0', '']","['2,754', '']","['1,962', '']","['16,804', '']","['12,530', '']","['0', '']","['2,313', '']","['1,961', '']"
5457,r218,"United States -> Illinois -> Private -> Toyota Technological Institute, Chicago",United States,Illinois,Private,"Toyota Technological Institute, Chicago",4,"['626', '']","['617', '']","['0', '']","['9', '']","['0', '']","['617', '']","['617', '']","['0', '']","['0', '']","['0', '']"
5457,r219,United States -> Illinois -> Private -> U. Chicago,United States,Illinois,Private,U. Chicago,4,"['77,217', '']","['50,932', '']","['16,888', '']","['6,983', '']","['2,414', '']","['73,563', '']","['48,693', '']","['16,814', '']","['6,301', '']","['1,755', '']"
5457,r220,"United States -> Illinois -> Private -> Wheaton C., Wheaton",United States,Illinois,Private,"Wheaton C., Wheaton",4,"['175', '']","['175', '']","['0', '']","['0', '']","['0', '']","['14', '']","['14', '']","['0', '']","['0', '']","['0', '']"
5457,r221,United States -> Indiana,United States,Indiana,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r222,United States -> Indiana -> Public,United States,Indiana,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r223,United States -> Indiana -> Public -> Ball State U.,United States,Indiana,Public,Ball State U.,4,"['1,444', '']","['755', '']","['394', '']","['28', '']","['267', '']","['755', '']","['755', '']","['0', '']","['0', '']","['0', '']"
5457,r224,United States -> Indiana -> Public -> Indiana State U.,United States,Indiana,Public,Indiana State U.,4,"['326', '']","['26', '']","['0', '']","['14', '']","['286', '']","['326', '']","['26', '']","['0', '']","['14', '']","['286', '']"
5457,r225,"United States -> Indiana -> Public -> Indiana U., Bloomington",United States,Indiana,Public,"Indiana U., Bloomington",4,"['49,393', '']","['29,332', '']","['4,361', '']","['12,376', '']","['3,324', '']","['40,612', '']","['24,593', '']","['3,610', '']","['9,293', '']","['3,116', '']"
5457,r226,"United States -> Indiana -> Public -> Indiana U.-Purdue U., Indianapolis",United States,Indiana,Public,"Indiana U.-Purdue U., Indianapolis",4,"['6,021', '']","['3,109', '']","['470', '']","['1,162', '']","['1,280', '']","['4,949', '']","['2,550', '']","['445', '']","['1,133', '']","['821', '']"
5457,r227,"United States -> Indiana -> Public -> Purdue U., Fort Wayne",United States,Indiana,Public,"Purdue U., Fort Wayne",4,"['448', '']","['29', '']","['73', '']","['3', '']","['343', '']","['8', '']","['0', '']","['5', '']","['3', '']","['0', '']"
5457,r228,"United States -> Indiana -> Public -> Purdue U., Northwest",United States,Indiana,Public,"Purdue U., Northwest",4,"['949', '']","['288', '']","['96', '']","['2', '']","['563', '']","['237', '']","['69', '']","['96', '']","['0', '']","['72', '']"
5457,r229,"United States -> Indiana -> Public -> Purdue U., West Lafayette",United States,Indiana,Public,"Purdue U., West Lafayette",4,"['71,684', '']","['30,925', '']","['9,877', '']","['7,102', '']","['23,780', '']","['42,142', '']","['28,180', '']","['9,179', '']","['2,977', '']","['1,806', '']"
5457,r230,United States -> Indiana -> Private,United States,Indiana,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r231,United States -> Indiana -> Private -> U. Notre Dame,United States,Indiana,Private,U. Notre Dame,4,"['29,894', '']","['10,913', '']","['11,856', '']","['2,963', '']","['4,162', '']","['26,744', '']","['9,519', '']","['11,525', '']","['1,908', '']","['3,792', '']"
5457,r232,United States -> Iowa,United States,Iowa,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r233,United States -> Iowa -> Public,United States,Iowa,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r234,United States -> Iowa -> Public -> Iowa State U.,United States,Iowa,Public,Iowa State U.,4,"['29,005', '']","['11,989', '']","['5,502', '']","['2,622', '']","['8,892', '']","['25,898', '']","['10,343', '']","['4,555', '']","['2,508', '']","['8,492', '']"
5457,r235,United States -> Iowa -> Public -> U. Iowa,United States,Iowa,Public,U. Iowa,4,"['17,337', '']","['3,698', '']","['1,419', '']","['2,292', '']","['9,928', '']","['17,337', '']","['3,698', '']","['1,419', '']","['2,292', '']","['9,928', '']"
5457,r236,United States -> Iowa -> Public -> U. Northern Iowa,United States,Iowa,Public,U. Northern Iowa,4,"['606', '']","['264', '']","['0', '']","['0', '']","['342', '']","['606', '']","['264', '']","['0', '']","['0', '']","['342', '']"
5457,r237,United States -> Iowa -> Private,United States,Iowa,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r238,United States -> Iowa -> Private -> Des Moines U.,United States,Iowa,Private,Des Moines U.,4,"['334', '']","['125', '']","['189', '']","['20', '']","['0', '']","['129', '']","['125', '']","['0', '']","['4', '']","['0', '']"
5457,r239,United States -> Iowa -> Private -> Grinnell C.,United States,Iowa,Private,Grinnell C.,4,"['238', '']","['238', '']","['0', '']","['0', '']","['0', '']","['77', '']","['77', '']","['0', '']","['0', '']","['0', '']"
5457,r240,"United States -> Iowa -> Private -> Palmer C. of Chiropractic, Davenport",United States,Iowa,Private,"Palmer C. of Chiropractic, Davenport",4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5457,r241,United States -> Kansas,United States,Kansas,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r242,United States -> Kansas -> Public,United States,Kansas,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r243,United States -> Kansas -> Public -> Fort Hays State U.,United States,Kansas,Public,Fort Hays State U.,4,"['980', '']","['274', '']","['138', '']","['4', '']","['564', '']","['764', '']","['252', '']","['0', '']","['0', '']","['512', '']"
5457,r244,United States -> Kansas -> Public -> Kansas State U.,United States,Kansas,Public,Kansas State U.,4,"['13,030', '']","['5,939', '']","['1,982', '']","['3,002', '']","['2,107', '']","['11,354', '']","['5,195', '']","['1,982', '']","['2,161', '']","['2,016', '']"
5457,r245,United States -> Kansas -> Public -> Pittsburg State U.,United States,Kansas,Public,Pittsburg State U.,4,"['237', '']","['138', '']","['0', '']","['0', '']","['99', '']","['237', '']","['138', '']","['0', '']","['0', '']","['99', '']"
5457,r246,United States -> Kansas -> Public -> U. Kansas,United States,Kansas,Public,U. Kansas,4,"['32,231', '']","['11,788', '']","['3,568', '']","['4,956', '']","['11,919', '']","['31,216', '']","['11,307', '']","['3,543', '']","['4,678', '']","['11,688', '']"
5457,r247,United States -> Kansas -> Public -> Wichita State U.,United States,Kansas,Public,Wichita State U.,4,"['4,624', '']","['1,544', '']","['1,058', '']","['1,110', '']","['912', '']","['3,964', '']","['1,491', '']","['899', '']","['694', '']","['880', '']"
5457,r248,United States -> Kentucky,United States,Kentucky,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r249,United States -> Kentucky -> Public,United States,Kentucky,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r250,United States -> Kentucky -> Public -> Eastern Kentucky U.,United States,Kentucky,Public,Eastern Kentucky U.,4,"['338', '']","['279', '']","['4', '']","['0', '']","['55', '']","['334', '']","['279', '']","['0', '']","['0', '']","['55', '']"
5457,r251,United States -> Kentucky -> Public -> Kentucky State U.,United States,Kentucky,Public,Kentucky State U.,4,"['61', '']","['61', '']","['0', '']","['0', '']","['0', '']","['61', '']","['61', '']","['0', '']","['0', '']","['0', '']"
5457,r252,United States -> Kentucky -> Public -> Morehead State U.,United States,Kentucky,Public,Morehead State U.,4,"['753', '']","['705', '']","['0', '']","['0', '']","['48', '']","['753', '']","['705', '']","['0', '']","['0', '']","['48', '']"
5457,r253,United States -> Kentucky -> Public -> Murray State U.,United States,Kentucky,Public,Murray State U.,4,"['591', '']","['488', '']","['27', '']","['25', '']","['51', '']","['508', '']","['475', '']","['0', '']","['19', '']","['14', '']"
5457,r254,United States -> Kentucky -> Public -> Northern Kentucky U.,United States,Kentucky,Public,Northern Kentucky U.,4,"['442', '']","['351', '']","['0', '']","['0', '']","['91', '']","['442', '']","['351', '']","['0', '']","['0', '']","['91', '']"
5457,r255,United States -> Kentucky -> Public -> U. Kentucky,United States,Kentucky,Public,U. Kentucky,4,"['35,763', 'i']","['14,516', '']","['3,797', 'i']","['3,181', 'i']","['14,269', 'i']","['32,767', '']","['12,521', '']","['3,429', '']","['2,801', '']","['14,016', '']"
5457,r256,United States -> Kentucky -> Public -> U. Louisville,United States,Kentucky,Public,U. Louisville,4,"['17,907', '']","['6,652', '']","['5,082', '']","['3,183', '']","['2,990', '']","['12,940', '']","['5,943', '']","['1,108', '']","['2,911', '']","['2,978', '']"
5457,r257,United States -> Kentucky -> Public -> Western Kentucky U.,United States,Kentucky,Public,Western Kentucky U.,4,"['1,909', '']","['1,320', '']","['217', '']","['371', '']","['1', '']","['1,194', '']","['842', '']","['64', '']","['288', '']","['0', '']"
5457,r258,United States -> Louisiana,United States,Louisiana,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r259,United States -> Louisiana -> Public,United States,Louisiana,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r260,United States -> Louisiana -> Public -> Grambling State U.,United States,Louisiana,Public,Grambling State U.,4,"['617', '']","['511', '']","['0', '']","['43', '']","['63', '']","['57', '']","['14', '']","['0', '']","['43', '']","['0', '']"
5457,r261,"United States -> Louisiana -> Public -> Louisiana State U., Baton Rouge",United States,Louisiana,Public,"Louisiana State U., Baton Rouge",4,"['25,000', '']","['17,010', '']","['2,450', '']","['2,236', '']","['3,304', '']","['21,675', '']","['14,748', '']","['2,210', '']","['1,915', '']","['2,802', '']"
5457,r262,"United States -> Louisiana -> Public -> Louisiana State U., Health Sciences Center, New Orleans",United States,Louisiana,Public,"Louisiana State U., Health Sciences Center, New Orleans",4,"['4,930', '']","['3,166', '']","['275', '']","['482', '']","['1,007', '']","['4,828', '']","['3,128', '']","['275', '']","['437', '']","['988', '']"
5457,r263,"United States -> Louisiana -> Public -> Louisiana State U., Health Sciences Center, Shreveport",United States,Louisiana,Public,"Louisiana State U., Health Sciences Center, Shreveport",4,"['321', '']","['310', '']","['11', '']","['0', '']","['0', '']","['285', '']","['284', '']","['1', '']","['0', '']","['0', '']"
5457,r264,United States -> Louisiana -> Public -> Louisiana Tech U.,United States,Louisiana,Public,Louisiana Tech U.,4,"['5,119', 'i']","['853', 'i']","['746', 'i']","['2,040', 'i']","['1,480', 'i']","['4,601', '']","['699', '']","['633', '']","['1,879', '']","['1,390', '']"
5457,r265,United States -> Louisiana -> Public -> Northwestern State U. Louisiana,United States,Louisiana,Public,Northwestern State U. Louisiana,4,"['1', '']","['0', '']","['0', '']","['1', '']","['0', '']","['1', '']","['0', '']","['0', '']","['1', '']","['0', '']"
5457,r266,United States -> Louisiana -> Public -> Southeastern Louisiana U.,United States,Louisiana,Public,Southeastern Louisiana U.,4,"['764', '']","['636', '']","['0', '']","['15', '']","['113', '']","['764', '']","['636', '']","['0', '']","['15', '']","['113', '']"
5457,r267,"United States -> Louisiana -> Public -> Southern U. and A&M C., Agricultural Research and Extension Center",United States,Louisiana,Public,"Southern U. and A&M C., Agricultural Research and Extension Center",4,"['86', '']","['86', '']","['0', '']","['0', '']","['0', '']","['86', '']","['86', '']","['0', '']","['0', '']","['0', '']"
5457,r268,"United States -> Louisiana -> Public -> Southern U. and A&M C., Baton Rouge",United States,Louisiana,Public,"Southern U. and A&M C., Baton Rouge",4,"['311', '']","['0', '']","['311', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5457,r269,"United States -> Louisiana -> Public -> U. Louisiana, Lafayette",United States,Louisiana,Public,"U. Louisiana, Lafayette",4,"['9,331', '']","['3,441', '']","['573', '']","['529', '']","['4,788', '']","['7,714', '']","['2,347', '']","['550', '']","['29', '']","['4,788', '']"
5457,r270,"United States -> Louisiana -> Public -> U. Louisiana, Monroe",United States,Louisiana,Public,"U. Louisiana, Monroe",4,"['1,269', '']","['1,058', '']","['0', '']","['0', '']","['211', '']","['1,264', '']","['1,053', '']","['0', '']","['0', '']","['211', '']"
5457,r271,United States -> Louisiana -> Public -> U. New Orleans,United States,Louisiana,Public,U. New Orleans,4,"['1,479', '']","['251', '']","['46', '']","['532', '']","['650', '']","['1,331', '']","['251', '']","['46', '']","['384', '']","['650', '']"
5457,r272,United States -> Louisiana -> Private,United States,Louisiana,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r273,United States -> Louisiana -> Private -> Dillard U.,United States,Louisiana,Private,Dillard U.,4,"['68', '']","['22', '']","['0', '']","['0', '']","['46', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5457,r274,United States -> Louisiana -> Private -> Tulane U.,United States,Louisiana,Private,Tulane U.,4,"['24,536', '']","['16,218', '']","['2,483', '']","['4,637', '']","['1,198', '']","['21,468', '']","['15,437', '']","['2,146', '']","['3,058', '']","['827', '']"
5457,r275,United States -> Louisiana -> Private -> Xavier U. Louisiana,United States,Louisiana,Private,Xavier U. Louisiana,4,"['1,428', '']","['606', '']","['20', '']","['11', '']","['791', '']","['653', '']","['606', '']","['0', '']","['11', '']","['36', '']"
5457,r276,United States -> Maine,United States,Maine,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r277,United States -> Maine -> Public,United States,Maine,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r278,United States -> Maine -> Public -> U. Maine,United States,Maine,Public,U. Maine,4,"['17,110', '']","['4,098', '']","['5,686', '']","['22', '']","['7,304', '']","['15,781', '']","['3,967', '']","['5,686', '']","['7', '']","['6,121', '']"
5457,r279,United States -> Maine -> Public -> U. Southern Maine,United States,Maine,Public,U. Southern Maine,4,"['936', '']","['786', '']","['0', '']","['150', '']","['0', '']","['923', '']","['773', '']","['0', '']","['150', '']","['0', '']"
5457,r280,United States -> Maine -> Private,United States,Maine,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r281,United States -> Maine -> Private -> Bates C.,United States,Maine,Private,Bates C.,4,"['537', '']","['130', '']","['0', '']","['407', '']","['0', '']","['537', '']","['130', '']","['0', '']","['407', '']","['0', '']"
5457,r282,United States -> Maine -> Private -> Bowdoin C.,United States,Maine,Private,Bowdoin C.,4,"['280', '']","['120', '']","['0', '']","['160', '']","['0', '']","['280', '']","['120', '']","['0', '']","['160', '']","['0', '']"
5457,r283,United States -> Maine -> Private -> Colby C.,United States,Maine,Private,Colby C.,4,"['364', '']","['55', '']","['0', '']","['0', '']","['309', '']","['364', '']","['55', '']","['0', '']","['0', '']","['309', '']"
5457,r284,United States -> Maine -> Private -> U. New England,United States,Maine,Private,U. New England,4,"['349', '']","['264', '']","['0', '']","['59', '']","['26', '']","['332', '']","['263', '']","['0', '']","['43', '']","['26', '']"
5457,r285,United States -> Maryland,United States,Maryland,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r286,United States -> Maryland -> Public,United States,Maryland,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r287,United States -> Maryland -> Public -> Bowie State U.,United States,Maryland,Public,Bowie State U.,4,"['515', '']","['515', '']","['0', '']","['0', '']","['0', '']","['515', '']","['515', '']","['0', '']","['0', '']","['0', '']"
5457,r288,United States -> Maryland -> Public -> Morgan State U.,United States,Maryland,Public,Morgan State U.,4,"['4,527', '']","['1,097', '']","['710', '']","['2,720', '']","['0', '']","['4,511', '']","['1,081', '']","['710', '']","['2,720', '']","['0', '']"
5457,r289,United States -> Maryland -> Public -> Salisbury U.,United States,Maryland,Public,Salisbury U.,4,"['716', '']","['487', '']","['0', '']","['229', '']","['0', '']","['564', '']","['335', '']","['0', '']","['229', '']","['0', '']"
5457,r290,United States -> Maryland -> Public -> Towson U.,United States,Maryland,Public,Towson U.,4,"['302', '']","['91', '']","['112', '']","['67', '']","['32', '']","['205', '']","['46', '']","['101', '']","['26', '']","['32', '']"
5457,r291,United States -> Maryland -> Public -> U. Baltimore,United States,Maryland,Public,U. Baltimore,4,"['4,080', '']","['308', '']","['0', '']","['1,165', '']","['2,607', '']","['4,080', '']","['308', '']","['0', '']","['1,165', '']","['2,607', '']"
5457,r292,United States -> Maryland -> Public -> U. Maryland<sup>a</sup>,United States,Maryland,Public,U. Maryland<sup>a</sup>,4,"['77,354', '']","['35,296', '']","['6,119', '']","['20,094', '']","['15,845', '']","['66,989', '']","['33,061', '']","['5,567', '']","['13,825', '']","['14,536', '']"
5457,r293,United States -> Maryland -> Public -> U. Maryland Center for Environmental Science,United States,Maryland,Public,U. Maryland Center for Environmental Science,4,"['3,488', '']","['1,476', '']","['136', '']","['792', '']","['1,084', '']","['2,370', '']","['1,299', '']","['29', '']","['172', '']","['870', '']"
5457,r294,"United States -> Maryland -> Public -> U. Maryland, Baltimore County",United States,Maryland,Public,"U. Maryland, Baltimore County",4,"['18,626', '']","['12,836', '']","['209', '']","['775', '']","['4,806', '']","['18,586', '']","['12,796', '']","['209', '']","['775', '']","['4,806', '']"
5457,r295,"United States -> Maryland -> Public -> U. Maryland, Eastern Shore",United States,Maryland,Public,"U. Maryland, Eastern Shore",4,"['37', '']","['37', '']","['0', '']","['0', '']","['0', '']","['37', '']","['37', '']","['0', '']","['0', '']","['0', '']"
5457,r296,United States -> Maryland -> Public -> U.S. Naval Academy,United States,Maryland,Public,U.S. Naval Academy,4,"['2,546', '']","['349', '']","['0', '']","['2,197', '']","['0', '']","['2,197', '']","['0', '']","['0', '']","['2,197', '']","['0', '']"
5457,r297,United States -> Maryland -> Public -> Uniformed Services U. of the Health Sciences,United States,Maryland,Public,Uniformed Services U. of the Health Sciences,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5457,r298,United States -> Maryland -> Private,United States,Maryland,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r299,United States -> Maryland -> Private -> Johns Hopkins U.<sup>b</sup>,United States,Maryland,Private,Johns Hopkins U.<sup>b</sup>,4,"['122,796', '']","['68,823', '']","['9,825', '']","['33,119', '']","['11,029', '']","['97,895', '']","['57,395', '']","['8,562', '']","['22,373', '']","['9,565', '']"
5457,r300,United States -> Massachusetts,United States,Massachusetts,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r301,United States -> Massachusetts -> Public,United States,Massachusetts,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r302,United States -> Massachusetts -> Public -> Framingham State U.,United States,Massachusetts,Public,Framingham State U.,4,"['10', '']","['10', '']","['0', '']","['0', '']","['0', '']","['10', '']","['10', '']","['0', '']","['0', '']","['0', '']"
5457,r303,"United States -> Massachusetts -> Public -> U. Massachusetts, Amherst",United States,Massachusetts,Public,"U. Massachusetts, Amherst",4,"['19,988', '']","['9,983', '']","['3,486', '']","['2,381', '']","['4,138', '']","['18,533', '']","['9,268', '']","['3,414', '']","['2,157', '']","['3,694', '']"
5457,r304,"United States -> Massachusetts -> Public -> U. Massachusetts, Boston",United States,Massachusetts,Public,"U. Massachusetts, Boston",4,"['11,756', '']","['3,313', '']","['650', '']","['3,950', '']","['3,843', '']","['9,533', '']","['2,596', '']","['650', '']","['2,444', '']","['3,843', '']"
5457,r305,"United States -> Massachusetts -> Public -> U. Massachusetts, central office",United States,Massachusetts,Public,"U. Massachusetts, central office",4,"['606', '']","['448', '']","['2', '']","['138', '']","['18', '']","['202', '']","['75', '']","['2', '']","['125', '']","['0', '']"
5457,r306,"United States -> Massachusetts -> Public -> U. Massachusetts, Dartmouth",United States,Massachusetts,Public,"U. Massachusetts, Dartmouth",4,"['2,130', '']","['669', '']","['134', '']","['1,072', '']","['255', '']","['2,123', '']","['662', '']","['134', '']","['1,072', '']","['255', '']"
5457,r307,"United States -> Massachusetts -> Public -> U. Massachusetts, Lowell",United States,Massachusetts,Public,"U. Massachusetts, Lowell",4,"['8,328', 'i']","['3,909', 'i']","['1,726', 'i']","['2,002', 'i']","['691', 'i']","['7,625', '']","['3,668', '']","['1,609', '']","['1,883', '']","['465', '']"
5457,r308,"United States -> Massachusetts -> Public -> U. Massachusetts, Medical School",United States,Massachusetts,Public,"U. Massachusetts, Medical School",4,"['23,731', '']","['11,630', '']","['3,266', '']","['8,744', '']","['91', '']","['21,697', '']","['10,427', '']","['3,027', '']","['8,152', '']","['91', '']"
5457,r309,United States -> Massachusetts -> Private,United States,Massachusetts,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r310,United States -> Massachusetts -> Private -> Amherst C.,United States,Massachusetts,Private,Amherst C.,4,"['52', '']","['52', '']","['0', '']","['0', '']","['0', '']","['52', '']","['52', '']","['0', '']","['0', '']","['0', '']"
5457,r311,United States -> Massachusetts -> Private -> Babson C.,United States,Massachusetts,Private,Babson C.,4,"['29', 'i']","['29', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['14', '']","['14', '']","['0', '']","['0', '']","['0', '']"
5457,r312,United States -> Massachusetts -> Private -> Boston C.,United States,Massachusetts,Private,Boston C.,4,"['3,858', '']","['1,362', '']","['362', '']","['1,444', '']","['690', '']","['2,524', '']","['875', '']","['357', '']","['614', '']","['678', '']"
5457,r313,United States -> Massachusetts -> Private -> Boston U.,United States,Massachusetts,Private,Boston U.,4,"['56,498', '']","['31,255', '']","['3,634', '']","['17,855', '']","['3,754', '']","['53,036', '']","['29,209', '']","['3,274', '']","['17,301', '']","['3,252', '']"
