table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_nsf_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
12712,r108,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,107,"['14,900', '']","['673', '']","['722', '']","['1,988', '']","['578', '']","['2,834', '']","['110', '']","['461', '']","['0', '']","['6,629', '']","['905', '']"
12712,r109,All institutions -> Lehigh U.,All institutions,Lehigh U.,2,108,"['14,720', '']","['1,315', '']","['801', '']","['1,103', '']","['355', '']","['1,559', '']","['461', '']","['0', '']","['0', '']","['8,860', '']","['266', '']"
12712,r110,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,109,"['14,273', '']","['508', '']","['308', '']","['3,518', '']","['632', '']","['683', '']","['161', '']","['163', '']","['3,865', '']","['3,402', '']","['1,033', '']"
12712,r111,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,109,"['14,273', '']","['1,557', '']","['396', '']","['1,368', '']","['718', '']","['800', '']","['80', '']","['133', '']","['0', '']","['8,214', '']","['1,007', '']"
12712,r112,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,111,"['14,155', '']","['1,306', '']","['247', '']","['1,604', '']","['128', '']","['4,323', '']","['124', '']","['408', '']","['422', '']","['4,785', '']","['808', '']"
12712,r113,All institutions -> U. Miami,All institutions,U. Miami,2,112,"['13,748', '']","['556', '']","['8,205', '']","['1,125', '']","['368', '']","['1,364', '']","['284', '']","['181', '']","['0', '']","['1,223', '']","['442', '']"
12712,r114,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,113,"['13,639', '']","['727', '']","['1,164', '']","['794', '']","['353', '']","['5,004', '']","['79', '']","['830', '']","['674', '']","['3,628', '']","['386', '']"
12712,r115,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,114,"['13,537', '']","['5,205', '']","['1,281', '']","['2,038', '']","['325', '']","['1,505', '']","['0', '']","['178', '']","['1,130', '']","['1,183', '']","['692', '']"
12712,r116,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,115,"['13,523', '']","['3,215', '']","['0', '']","['844', '']","['882', '']","['4,268', '']","['0', '']","['82', '']","['64', '']","['3,933', '']","['235', '']"
12712,r117,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,116,"['13,377', '']","['1,671', '']","['717', '']","['1,870', '']","['500', '']","['4,243', '']","['261', '']","['1,420', '']","['0', '']","['0', '']","['2,695', '']"
12712,r118,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,117,"['13,209', '']","['1,112', '']","['139', '']","['2,070', '']","['108', '']","['1,361', '']","['2', '']","['177', '']","['0', '']","['7,477', '']","['763', '']"
12712,r119,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,118,"['13,143', '']","['1,303', '']","['1,082', '']","['1,861', '']","['899', '']","['1,354', '']","['112', '']","['24', '']","['0', '']","['5,451', '']","['1,057', '']"
12712,r120,All institutions -> Worcester Polytechnic Institute,All institutions,Worcester Polytechnic Institute,2,119,"['13,042', '']","['4,396', '']","['0', '']","['436', '']","['504', '']","['877', '']","['0', '']","['202', '']","['0', '']","['5,400', '']","['1,227', '']"
12712,r121,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,120,"['12,984', '']","['3,785', '']","['370', '']","['1,827', '']","['21', '']","['2,186', '']","['0', '']","['131', '']","['1,476', '']","['3,062', '']","['126', '']"
12712,r122,All institutions -> Temple U.,All institutions,Temple U.,2,121,"['12,823', '']","['4,267', '']","['430', '']","['1,753', '']","['627', '']","['2,964', '']","['1,037', '']","['401', '']","['0', '']","['519', '']","['825', '']"
12712,r123,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,122,"['12,822', '']","['2,611', '']","['42', '']","['1,735', '']","['645', '']","['3,786', '']","['28', '']","['76', '']","['0', '']","['3,439', '']","['460', '']"
12712,r124,All institutions -> Emory U.,All institutions,Emory U.,2,123,"['12,370', '']","['1,543', '']","['285', '']","['2,519', '']","['1,125', '']","['5,066', '']","['57', '']","['987', '']","['0', '']","['589', '']","['199', '']"
12712,r125,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,124,"['12,241', '']","['140', '']","['1,502', '']","['8,192', '']","['414', '']","['1,204', '']","['0', '']","['742', '']","['0', '']","['0', '']","['47', '']"
12712,r126,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,125,"['12,196', '']","['609', '']","['593', '']","['2,545', '']","['1,347', '']","['2,249', '']","['711', '']","['869', '']","['0', '']","['1,849', '']","['1,424', '']"
12712,r127,All institutions -> Tufts U.,All institutions,Tufts U.,2,126,"['12,117', '']","['1,496', '']","['240', '']","['2,280', '']","['962', '']","['2,146', '']","['142', '']","['220', '']","['10', '']","['4,203', '']","['418', '']"
12712,r128,All institutions -> U. Iowa,All institutions,U. Iowa,2,127,"['12,035', '']","['963', '']","['911', '']","['1,760', '']","['456', '']","['2,990', '']","['255', '']","['671', '']","['27', '']","['2,859', '']","['1,143', '']"
12712,r129,All institutions -> Boise State U.,All institutions,Boise State U.,2,128,"['11,813', '']","['1,133', '']","['1,085', '']","['3,488', '']","['478', '']","['749', '']","['0', '']","['298', '']","['182', '']","['3,276', '']","['1,124', '']"
12712,r130,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,129,"['11,770', '']","['137', '']","['239', '']","['1,085', '']","['217', '']","['6,159', '']","['0', '']","['0', '']","['4', '']","['3,683', '']","['246', '']"
12712,r131,"All institutions -> U. North Carolina, Charlotte",All institutions,"U. North Carolina, Charlotte",2,130,"['11,761', '']","['4,101', '']","['356', '']","['708', '']","['969', '']","['1,444', '']","['91', '']","['591', '']","['0', '']","['2,140', '']","['1,361', '']"
12712,r132,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,131,"['11,658', '']","['1,527', '']","['1,949', '']","['4,849', '']","['0', '']","['1,190', '']","['0', '']","['130', '']","['141', '']","['986', '']","['886', '']"
12712,r133,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,132,"['11,449', '']","['3,514', '']","['0', '']","['321', '']","['1,182', '']","['2,339', '']","['389', '']","['137', '']","['0', '']","['2,555', '']","['1,012', '']"
12712,r134,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,133,"['10,746', '']","['0', '']","['0', '']","['6,641', '']","['0', '']","['4,105', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12712,r135,"All institutions -> U. California, Merced",All institutions,"U. California, Merced",2,134,"['10,735', '']","['524', '']","['857', '']","['2,377', '']","['571', '']","['2,524', '']","['0', '']","['272', '']","['411', '']","['2,856', '']","['343', '']"
12712,r136,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,135,"['10,710', '']","['1,870', '']","['705', '']","['346', '']","['4', '']","['7,122', '']","['0', '']","['0', '']","['0', '']","['660', '']","['3', '']"
12712,r137,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,136,"['10,647', '']","['759', '']","['143', '']","['2,893', '']","['0', '']","['1,190', '']","['94', '']","['201', '']","['2,200', '']","['2,953', '']","['214', '']"
12712,r138,All institutions -> U. Vermont,All institutions,U. Vermont,2,137,"['10,563', '']","['598', '']","['840', '']","['4,505', '']","['92', '']","['1,366', '']","['11', '']","['681', '']","['850', '']","['1,391', '']","['229', '']"
12712,r139,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,138,"['10,356', '']","['1,515', '']","['150', '']","['1,050', '']","['415', '']","['1,257', '']","['41', '']","['61', '']","['0', '']","['5,654', '']","['213', '']"
12712,r140,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,139,"['10,093', '']","['2,145', '']","['53', '']","['680', '']","['490', '']","['3,260', '']","['134', '']","['333', '']","['199', '']","['2,741', '']","['58', '']"
12712,r141,All institutions -> North Carolina A&T State U.,All institutions,North Carolina A&T State U.,2,140,"['9,842', '']","['0', '']","['0', '']","['2,153', '']","['964', '']","['1,538', '']","['0', '']","['0', '']","['196', '']","['4,213', '']","['778', '']"
12712,r142,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,141,"['9,785', '']","['1,547', '']","['4,137', '']","['1,257', '']","['175', '']","['704', '']","['130', '']","['214', '']","['227', '']","['1,319', '']","['75', '']"
12712,r143,All institutions -> U. Louisville,All institutions,U. Louisville,2,142,"['9,497', '']","['0', '']","['46', '']","['620', '']","['19', '']","['841', '']","['353', '']","['68', '']","['0', '']","['7,477', '']","['73', '']"
12712,r144,All institutions -> Tulane U.,All institutions,Tulane U.,2,143,"['9,465', '']","['827', '']","['2,906', '']","['185', '']","['410', '']","['3,080', '']","['50', '']","['362', '']","['0', '']","['1,570', '']","['75', '']"
12712,r145,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,144,"['9,406', '']","['1,510', '']","['186', '']","['332', '']","['191', '']","['2,449', '']","['140', '']","['314', '']","['0', '']","['3,574', '']","['710', '']"
12712,r146,"All institutions -> Brigham Young U., Provo",All institutions,"Brigham Young U., Provo",2,145,"['9,148', '']","['1,214', '']","['291', '']","['963', '']","['744', '']","['1,531', '']","['49', '']","['133', '']","['0', '']","['4,067', '']","['156', '']"
12712,r147,All institutions -> Boston C.,All institutions,Boston C.,2,146,"['9,110', '']","['541', '']","['632', '']","['474', '']","['1,121', '']","['3,001', '']","['1,428', '']","['300', '']","['0', '']","['0', '']","['1,613', '']"
12712,r148,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,147,"['8,972', '']","['1,125', '']","['428', '']","['1,914', '']","['261', '']","['1,538', '']","['0', '']","['277', '']","['0', '']","['2,515', '']","['914', '']"
12712,r149,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,148,"['8,876', '']","['2,661', '']","['659', '']","['648', '']","['412', '']","['883', '']","['0', '']","['363', '']","['677', '']","['2,032', '']","['541', '']"
12712,r150,"All institutions -> U. Puerto Rico, Rio Piedras",All institutions,"U. Puerto Rico, Rio Piedras",2,149,"['8,653', '']","['299', '']","['1,576', '']","['1,211', '']","['35', '']","['1,294', '']","['0', '']","['72', '']","['1,492', '']","['2,580', '']","['94', '']"
12712,r151,All institutions -> U. of the Virgin Islands,All institutions,U. of the Virgin Islands,2,150,"['8,640', '']","['117', '']","['5,575', '']","['837', '']","['679', '']","['1,130', '']","['0', '']","['302', '']","['0', '']","['0', '']","['0', '']"
12712,r152,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,151,"['8,497', '']","['0', '']","['633', '']","['315', '']","['43', '']","['5,670', '']","['0', '']","['143', '']","['0', '']","['917', '']","['776', '']"
12712,r153,All institutions -> Portland State U.,All institutions,Portland State U.,2,152,"['8,319', '']","['1,338', '']","['625', '']","['2,108', '']","['1,075', '']","['333', '']","['66', '']","['448', '']","['53', '']","['1,040', '']","['1,233', '']"
12712,r154,All institutions -> William & Mary,All institutions,William & Mary,2,153,"['8,199', '']","['1,522', '']","['3,171', '']","['619', '']","['108', '']","['2,066', '']","['52', '']","['11', '']","['0', '']","['0', '']","['650', '']"
12712,r155,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,154,"['8,173', '']","['3,081', '']","['635', '']","['378', '']","['316', '']","['998', '']","['7', '']","['568', '']","['23', '']","['2,015', '']","['152', '']"
12712,r156,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,155,"['8,163', '']","['1,683', '']","['569', '']","['485', '']","['122', '']","['538', '']","['70', '']","['63', '']","['0', '']","['4,426', '']","['207', '']"
12712,r157,All institutions -> New Mexico Institute of Mining and Technology,All institutions,New Mexico Institute of Mining and Technology,2,156,"['8,111', '']","['889', '']","['5,296', '']","['336', '']","['39', '']","['923', '']","['0', '']","['0', '']","['0', '']","['582', '']","['46', '']"
12712,r158,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,157,"['7,969', '']","['691', '']","['0', '']","['2,937', '']","['169', '']","['2,630', '']","['0', '']","['0', '']","['0', '']","['705', '']","['837', '']"
12712,r159,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,158,"['7,849', '']","['902', '']","['0', '']","['1,030', '']","['540', '']","['5,207', '']","['0', '']","['170', '']","['0', '']","['0', '']","['0', '']"
12712,r160,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,159,"['7,489', '']","['1,843', '']","['0', '']","['1,090', '']","['227', '']","['1,885', '']","['71', '']","['221', '']","['0', '']","['1,933', '']","['219', '']"
12712,r161,"All institutions -> California State U., Northridge",All institutions,"California State U., Northridge",2,160,"['7,385', '']","['192', '']","['1,561', '']","['1,981', '']","['189', '']","['2,628', '']","['50', '']","['176', '']","['0', '']","['381', '']","['227', '']"
12712,r162,All institutions -> U. Texas Rio Grande Valley,All institutions,U. Texas Rio Grande Valley,2,161,"['7,382', '']","['116', '']","['378', '']","['8', '']","['1,279', '']","['1,355', '']","['0', '']","['95', '']","['0', '']","['3,272', '']","['879', '']"
12712,r163,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,162,"['7,351', '']","['484', '']","['1,709', '']","['1,736', '']","['233', '']","['721', '']","['62', '']","['88', '']","['0', '']","['1,830', '']","['488', '']"
12712,r164,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,163,"['7,064', '']","['82', '']","['1,155', '']","['1,455', '']","['0', '']","['365', '']","['10', '']","['0', '']","['0', '']","['3,539', '']","['458', '']"
12712,r165,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,164,"['6,997', '']","['1,091', '']","['29', '']","['1,068', '']","['482', '']","['1,404', '']","['95', '']","['161', '']","['0', '']","['2,239', '']","['428', '']"
12712,r166,All institutions -> Texas State U.,All institutions,Texas State U.,2,165,"['6,987', '']","['805', '']","['28', '']","['412', '']","['1,484', '']","['1,784', '']","['0', '']","['451', '']","['45', '']","['340', '']","['1,638', '']"
12712,r167,All institutions -> East Carolina U.,All institutions,East Carolina U.,2,166,"['6,791', '']","['571', '']","['1,805', '']","['1,643', '']","['77', '']","['757', '']","['0', '']","['566', '']","['0', '']","['966', '']","['406', '']"
12712,r168,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,167,"['6,624', '']","['923', '']","['2,911', '']","['757', '']","['137', '']","['381', '']","['36', '']","['392', '']","['0', '']","['520', '']","['567', '']"
12712,r169,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,168,"['6,541', '']","['1,958', '']","['727', '']","['1,428', '']","['174', '']","['142', '']","['0', '']","['11', '']","['0', '']","['1,719', '']","['382', '']"
12712,r170,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,169,"['6,527', '']","['1,248', '']","['0', '']","['1,714', '']","['53', '']","['1,813', '']","['474', '']","['1,173', '']","['0', '']","['0', '']","['52', '']"
12712,r171,All institutions -> South Dakota School of Mines and Technology,All institutions,South Dakota School of Mines and Technology,2,170,"['6,263', '']","['145', '']","['0', '']","['0', '']","['0', '']","['1,292', '']","['0', '']","['0', '']","['0', '']","['4,826', '']","['0', '']"
12712,r172,All institutions -> Stevens Institute of Technology,All institutions,Stevens Institute of Technology,2,171,"['6,241', '']","['1,439', '']","['0', '']","['0', '']","['191', '']","['246', '']","['0', '']","['86', '']","['0', '']","['4,037', '']","['242', '']"
12712,r173,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,172,"['6,106', '']","['444', '']","['316', '']","['1,070', '']","['0', '']","['1,720', '']","['751', '']","['807', '']","['0', '']","['474', '']","['524', '']"
12712,r174,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,173,"['6,028', '']","['1,453', '']","['120', '']","['1,077', '']","['273', '']","['357', '']","['0', '']","['0', '']","['0', '']","['2,562', '']","['186', '']"
12712,r175,All institutions -> Howard U.,All institutions,Howard U.,2,174,"['5,937', '']","['411', '']","['0', '']","['1,142', '']","['189', '']","['805', '']","['64', '']","['195', '']","['0', '']","['3,131', '']","['0', '']"
12712,r176,All institutions -> San Francisco State U.,All institutions,San Francisco State U.,2,175,"['5,871', '']","['963', '']","['563', '']","['2,347', '']","['203', '']","['114', '']","['0', '']","['339', '']","['538', '']","['523', '']","['281', '']"
12712,r177,All institutions -> U. Memphis,All institutions,U. Memphis,2,176,"['5,771', '']","['2,378', '']","['737', '']","['350', '']","['375', '']","['599', '']","['0', '']","['155', '']","['0', '']","['842', '']","['335', '']"
12712,r178,All institutions -> Western Washington U.,All institutions,Western Washington U.,2,177,"['5,695', '']","['90', '']","['1,148', '']","['364', '']","['342', '']","['1,695', '']","['8', '']","['204', '']","['623', '']","['421', '']","['800', '']"
12712,r179,All institutions -> Kent State U.,All institutions,Kent State U.,2,178,"['5,691', '']","['1,108', '']","['158', '']","['642', '']","['129', '']","['1,938', '']","['214', '']","['271', '']","['60', '']","['450', '']","['721', '']"
12712,r180,All institutions -> American U.,All institutions,American U.,2,179,"['5,629', '']","['6', '']","['328', '']","['133', '']","['73', '']","['293', '']","['0', '']","['370', '']","['0', '']","['0', '']","['4,426', '']"
12712,r181,All institutions -> Western Michigan U. and Homer Stryker M.D. School of Medicine,All institutions,Western Michigan U. and Homer Stryker M.D. School of Medicine,2,180,"['5,536', '']","['83', '']","['166', '']","['770', '']","['10', '']","['487', '']","['0', '']","['62', '']","['73', '']","['672', '']","['3,213', '']"
12712,r182,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,181,"['5,527', '']","['0', '']","['0', '']","['5,527', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12712,r183,All institutions -> Southern Methodist U.,All institutions,Southern Methodist U.,2,182,"['5,520', '']","['105', '']","['260', '']","['0', '']","['1,060', '']","['1,408', '']","['0', '']","['260', '']","['568', '']","['986', '']","['873', '']"
12712,r184,All institutions -> U. South Alabama,All institutions,U. South Alabama,2,183,"['5,486', '']","['559', '']","['1,032', '']","['506', '']","['493', '']","['232', '']","['0', '']","['73', '']","['0', '']","['1,676', '']","['915', '']"
12712,r185,All institutions -> Missouri U. of Science and Technology,All institutions,Missouri U. of Science and Technology,2,184,"['5,360', '']","['514', '']","['0', '']","['24', '']","['193', '']","['1,322', '']","['70', '']","['6', '']","['0', '']","['3,231', '']","['0', '']"
12712,r186,All institutions -> Jackson State U.,All institutions,Jackson State U.,2,185,"['5,241', '']","['113', '']","['0', '']","['222', '']","['31', '']","['3,898', '']","['107', '']","['158', '']","['0', '']","['597', '']","['115', '']"
12712,r187,All institutions -> U. Guam,All institutions,U. Guam,2,186,"['5,195', '']","['0', '']","['4,551', '']","['0', '']","['71', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['573', '']"
12712,r188,All institutions -> Clarkson U.,All institutions,Clarkson U.,2,187,"['5,081', '']","['746', '']","['0', '']","['124', '']","['135', '']","['1,010', '']","['0', '']","['55', '']","['0', '']","['2,886', '']","['125', '']"
12712,r189,All institutions -> Texas A&M U.-Corpus Christi,All institutions,Texas A&M U.-Corpus Christi,2,188,"['4,994', '']","['381', '']","['2,576', '']","['348', '']","['35', '']","['319', '']","['0', '']","['294', '']","['0', '']","['809', '']","['232', '']"
12712,r190,"All institutions -> U. Puerto Rico, Mayaguez",All institutions,"U. Puerto Rico, Mayaguez",2,189,"['4,972', '']","['170', '']","['156', '']","['120', '']","['0', '']","['466', '']","['0', '']","['0', '']","['0', '']","['3,818', '']","['242', '']"
12712,r191,"All institutions -> Rutgers, State U. New Jersey, Newark",All institutions,"Rutgers, State U. New Jersey, Newark",2,190,"['4,904', '']","['152', '']","['1,513', '']","['411', '']","['0', '']","['2,066', '']","['0', '']","['333', '']","['0', '']","['0', '']","['429', '']"
12712,r192,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,191,"['4,847', '']","['0', '']","['1,694', '']","['346', '']","['243', '']","['1,195', '']","['18', '']","['67', '']","['0', '']","['1,174', '']","['110', '']"
12712,r193,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,192,"['4,799', '']","['107', '']","['245', '']","['1,307', '']","['169', '']","['1,911', '']","['0', '']","['148', '']","['0', '']","['783', '']","['129', '']"
12712,r194,"All institutions -> California State U., Los Angeles",All institutions,"California State U., Los Angeles",2,193,"['4,755', '']","['187', '']","['100', '']","['805', '']","['10', '']","['1,309', '']","['15', '']","['207', '']","['0', '']","['1,715', '']","['407', '']"
12712,r195,All institutions -> Morgan State U.,All institutions,Morgan State U.,2,194,"['4,738', '']","['404', '']","['29', '']","['366', '']","['310', '']","['735', '']","['236', '']","['43', '']","['0', '']","['1,113', '']","['1,502', '']"
12712,r196,All institutions -> Illinois Institute of Technology,All institutions,Illinois Institute of Technology,2,195,"['4,722', '']","['2,064', '']","['79', '']","['88', '']","['354', '']","['129', '']","['0', '']","['7', '']","['152', '']","['1,849', '']","['0', '']"
12712,r197,All institutions -> Baylor U.,All institutions,Baylor U.,2,196,"['4,529', '']","['367', '']","['244', '']","['831', '']","['511', '']","['1,816', '']","['0', '']","['35', '']","['0', '']","['710', '']","['15', '']"
12712,r198,All institutions -> Cold Spring Harbor Laboratory,All institutions,Cold Spring Harbor Laboratory,2,197,"['4,522', '']","['0', '']","['0', '']","['4,522', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12712,r199,"All institutions -> California State U., San Bernardino",All institutions,"California State U., San Bernardino",2,198,"['4,485', '']","['649', '']","['172', '']","['150', '']","['188', '']","['2,761', '']","['326', '']","['31', '']","['0', '']","['0', '']","['208', '']"
12712,r200,All institutions -> U. Denver,All institutions,U. Denver,2,199,"['4,403', '']","['0', '']","['25', '']","['1,131', '']","['64', '']","['1,081', '']","['535', '']","['166', '']","['84', '']","['481', '']","['836', '']"
12712,r201,All institutions -> Marquette U.,All institutions,Marquette U.,2,200,"['4,396', '']","['501', '']","['0', '']","['1,147', '']","['303', '']","['745', '']","['0', '']","['0', '']","['0', '']","['1,423', '']","['277', '']"
12712,r202,All institutions -> U. Akron,All institutions,U. Akron,2,201,"['4,369', '']","['80', '']","['131', '']","['366', '']","['58', '']","['1,884', '']","['0', '']","['0', '']","['0', '']","['1,785', '']","['65', '']"
12712,r203,All institutions -> U. Colorado Denver,All institutions,U. Colorado Denver,2,202,"['4,345', '']","['153', '']","['689', '']","['370', '']","['757', '']","['947', '']","['0', '']","['78', '']","['0', '']","['963', '']","['388', '']"
12712,r204,All institutions -> Tuskegee U.,All institutions,Tuskegee U.,2,203,"['4,314', '']","['919', '']","['0', '']","['82', '']","['616', '']","['2,114', '']","['0', '']","['0', '']","['472', '']","['111', '']","['0', '']"
12712,r205,All institutions -> Villanova U.,All institutions,Villanova U.,2,204,"['4,300', '']","['59', '']","['276', '']","['812', '']","['107', '']","['492', '']","['294', '']","['0', '']","['0', '']","['1,425', '']","['835', '']"
12712,r206,"All institutions -> California Polytechnic State U., San Luis Obispo",All institutions,"California Polytechnic State U., San Luis Obispo",2,205,"['4,267', '']","['92', '']","['203', '']","['381', '']","['1,274', '']","['1,145', '']","['0', '']","['29', '']","['0', '']","['534', '']","['609', '']"
12712,r207,All institutions -> Miami U.,All institutions,Miami U.,2,206,"['4,056', '']","['11', '']","['553', '']","['1,181', '']","['70', '']","['1,206', '']","['7', '']","['0', '']","['0', '']","['447', '']","['581', '']"
12712,r208,"All institutions -> U. Massachusetts, Dartmouth",All institutions,"U. Massachusetts, Dartmouth",2,207,"['3,949', '']","['592', '']","['988', '']","['53', '']","['292', '']","['32', '']","['0', '']","['10', '']","['0', '']","['1,047', '']","['935', '']"
12712,r209,"All institutions -> U. North Carolina, Greensboro",All institutions,"U. North Carolina, Greensboro",2,208,"['3,856', '']","['107', '']","['31', '']","['1,422', '']","['382', '']","['336', '']","['117', '']","['219', '']","['0', '']","['0', '']","['1,242', '']"
12712,r210,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,209,"['3,841', '']","['260', '']","['225', '']","['1,029', '']","['0', '']","['987', '']","['0', '']","['82', '']","['24', '']","['562', '']","['672', '']"
12712,r211,"All institutions -> U. Nebraska, Omaha",All institutions,"U. Nebraska, Omaha",2,210,"['3,766', '']","['1,224', '']","['44', '']","['542', '']","['513', '']","['446', '']","['129', '']","['25', '']","['0', '']","['506', '']","['337', '']"
12712,r212,"All institutions -> Southern U. and A&M C., Baton Rouge",All institutions,"Southern U. and A&M C., Baton Rouge",2,211,"['3,730', '']","['107', '']","['0', '']","['1,057', '']","['100', '']","['395', '']","['0', '']","['10', '']","['0', '']","['1,994', '']","['67', '']"
12712,r213,All institutions -> U. Maryland Center for Environmental Science,All institutions,U. Maryland Center for Environmental Science,2,212,"['3,719', '']","['0', '']","['1,951', '']","['983', '']","['0', '']","['76', '']","['0', '']","['172', '']","['0', '']","['0', '']","['537', '']"
12712,r214,"All institutions -> U. Alaska, Anchorage",All institutions,"U. Alaska, Anchorage",2,213,"['3,691', '']","['4', '']","['202', '']","['952', '']","['0', '']","['149', '']","['0', '']","['612', '']","['1,171', '']","['274', '']","['327', '']"
12712,r215,All institutions -> Embry-Riddle Aeronautical U.,All institutions,Embry-Riddle Aeronautical U.,2,214,"['3,619', '']","['981', '']","['174', '']","['80', '']","['604', '']","['1,338', '']","['0', '']","['0', '']","['0', '']","['442', '']","['0', '']"
12712,r216,All institutions -> Illinois State U.,All institutions,Illinois State U.,2,215,"['3,570', '']","['104', '']","['353', '']","['695', '']","['197', '']","['1,661', '']","['0', '']","['0', '']","['0', '']","['0', '']","['560', '']"
12712,r217,All institutions -> Rowan U.,All institutions,Rowan U.,2,216,"['3,562', '']","['63', '']","['64', '']","['387', '']","['43', '']","['1,048', '']","['0', '']","['39', '']","['139', '']","['1,779', '']","['0', '']"
12712,r218,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,217,"['3,557', '']","['0', '']","['924', '']","['441', '']","['0', '']","['1,811', '']","['0', '']","['14', '']","['0', '']","['0', '']","['367', '']"
12712,r219,"All institutions -> California State U., Long Beach",All institutions,"California State U., Long Beach",2,218,"['3,518', '']","['165', '']","['317', '']","['433', '']","['265', '']","['1,102', '']","['130', '']","['179', '']","['0', '']","['674', '']","['253', '']"
12712,r220,All institutions -> Chicago State U.,All institutions,Chicago State U.,2,219,"['3,463', '']","['0', '']","['0', '']","['1,984', '']","['0', '']","['1,479', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12712,r221,All institutions -> Clark Atlanta U.,All institutions,Clark Atlanta U.,2,220,"['3,377', '']","['60', '']","['0', '']","['297', '']","['710', '']","['2,115', '']","['0', '']","['0', '']","['0', '']","['0', '']","['195', '']"
12712,r222,All institutions -> Morehouse C.,All institutions,Morehouse C.,2,221,"['3,350', '']","['549', '']","['0', '']","['280', '']","['0', '']","['1,131', '']","['46', '']","['0', '']","['1,344', '']","['0', '']","['0', '']"
12712,r223,All institutions -> Northern Illinois U.,All institutions,Northern Illinois U.,2,222,"['3,345', '']","['270', '']","['740', '']","['260', '']","['78', '']","['1,609', '']","['113', '']","['43', '']","['0', '']","['72', '']","['160', '']"
