table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_worldwide_r_d_performance_total,field_worldwide_r_d_performance_paid_for_by_company,field_worldwide_r_d_performance_paid_for_by_others,field_domestic_r_d_performance_total,field_domestic_r_d_performance_paid_for_by_company,field_domestic_r_d_performance_paid_for_by_others,field_foreign_r_d_performance_total,field_foreign_r_d_performance_paid_for_by_company,field_foreign_r_d_performance_paid_for_by_others
727,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['4,157', '&nbsp;']","['3,674', '&nbsp;']","['483', '&nbsp;']","['3,835', '&nbsp;']","['3,354', '&nbsp;']","['481', '&nbsp;']","['322', '&nbsp;']","['321', '&nbsp;']","['1', '&nbsp;']"
727,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['771', 'i']","['463', '&nbsp;']","['308', 'i']","['758', 'i']","['460', '&nbsp;']","['298', 'i']","['12', 'i']","['2', '&nbsp;']","['10', 'i']"
727,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['D', '&nbsp;']","['D', '&nbsp;']","['69', '&nbsp;']","['930', '&nbsp;']","['861', '&nbsp;']","['69', '&nbsp;']","['D', ' ']","['D', ' ']","['0', '&nbsp;']"
727,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['429,512', '&nbsp;']","['364,500', '&nbsp;']","['65,012', '&nbsp;']","['355,821', '&nbsp;']","['296,677', '&nbsp;']","['59,144', '&nbsp;']","['73,691', '&nbsp;']","['67,822', '&nbsp;']","['5,868', '&nbsp;']"
727,r074,All companies (number of domestic employees) -> Micro companies<sup>a</sup>,All companies (number of domestic employees),Micro companies<sup>a</sup>,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
727,r075,All companies (number of domestic employees) -> Micro companies<sup>a</sup> -> 5&#8211;9,All companies (number of domestic employees),Micro companies<sup>a</sup>,5&#8211;9,,,3,–,"['3,107', 'i']","['2,085', 'i']","['1,022', 'i']","['2,988', 'i']","['1,972', 'i']","['1,016', 'i']","['118', 'i']","['113', 'i']","['5', '&nbsp;']"
727,r076,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
727,r077,All companies (number of domestic employees) -> Small companies -> 10&#8211;19,All companies (number of domestic employees),Small companies,10&#8211;19,,,3,–,"['5,756', 'i']","['4,501', 'i']","['1,255', 'i']","['5,680', 'i']","['4,434', 'i']","['1,246', 'i']","['76', '&nbsp;']","['67', '&nbsp;']","['8', 'i']"
727,r078,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['10,624', 'i']","['8,279', 'i']","['2,344', 'i']","['10,249', 'i']","['7,933', 'i']","['2,316', 'i']","['375', '&nbsp;']","['346', '&nbsp;']","['29', '&nbsp;']"
727,r079,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
727,r080,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['11,916', '&nbsp;']","['9,119', '&nbsp;']","['2,797', '&nbsp;']","['11,509', '&nbsp;']","['8,803', '&nbsp;']","['2,706', '&nbsp;']","['406', '&nbsp;']","['316', '&nbsp;']","['91', '&nbsp;']"
727,r081,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['14,991', '&nbsp;']","['12,348', '&nbsp;']","['2,643', '&nbsp;']","['13,602', '&nbsp;']","['11,037', '&nbsp;']","['2,566', '&nbsp;']","['1,389', '&nbsp;']","['1,311', '&nbsp;']","['78', '&nbsp;']"
727,r082,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
727,r083,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['14,675', '&nbsp;']","['12,451', '&nbsp;']","['2,224', '&nbsp;']","['13,553', '&nbsp;']","['11,368', '&nbsp;']","['2,185', '&nbsp;']","['1,122', '&nbsp;']","['1,083', '&nbsp;']","['40', '&nbsp;']"
727,r084,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['17,643', '&nbsp;']","['15,602', '&nbsp;']","['2,041', 'i']","['15,217', '&nbsp;']","['13,194', '&nbsp;']","['2,023', 'i']","['2,426', '&nbsp;']","['2,407', '&nbsp;']","['19', '&nbsp;']"
727,r085,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['71,610', '&nbsp;']","['61,019', '&nbsp;']","['10,592', '&nbsp;']","['58,094', '&nbsp;']","['48,264', '&nbsp;']","['9,830', '&nbsp;']","['13,516', '&nbsp;']","['12,754', '&nbsp;']","['762', 'i']"
727,r086,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['48,336', '&nbsp;']","['43,593', '&nbsp;']","['4,743', '&nbsp;']","['38,838', '&nbsp;']","['34,660', '&nbsp;']","['4,178', '&nbsp;']","['9,498', '&nbsp;']","['8,933', '&nbsp;']","['565', '&nbsp;']"
727,r087,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['70,870', '&nbsp;']","['57,444', '&nbsp;']","['13,427', '&nbsp;']","['59,328', '&nbsp;']","['48,450', '&nbsp;']","['10,878', '&nbsp;']","['11,543', '&nbsp;']","['8,994', '&nbsp;']","['2,549', '&nbsp;']"
727,r088,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['159,984', '&nbsp;']","['138,060', '&nbsp;']","['21,924', '&nbsp;']","['126,763', '&nbsp;']","['106,562', '&nbsp;']","['20,201', '&nbsp;']","['33,221', '&nbsp;']","['31,498', '&nbsp;']","['1,723', '&nbsp;']"
