table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_fields,field_agricultural_sciences,field_biological_and_biomedical_sciences,field_computer_and_information_sciences,field_engineering,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_health_sciences,field_mathematics_and_statistics,field_natural_resources_and_conservation,field_physical_sciences,field_psychology,field_social_sciences,field_other
7843,r108,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,107,"['681', '']","['6', '']","['254', '']","['5', '']","['48', '']","['157', '']","['124', '']","['*', '']","['8', '']","['66', '']","['1', '']","['12', '']","['0', '']"
7843,r109,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,108,"['664', '']","['0', '']","['111', '']","['8', '']","['117', '']","['135', '']","['0', '']","['12', '']","['0', '']","['179', '']","['24', '']","['51', '']","['28', '']"
7843,r110,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,109,"['661', '']","['0', '']","['134', '']","['22', '']","['303', '']","['27', '']","['18', '']","['*', '']","['0', '']","['116', '']","['11', '']","['8', '']","['22', '']"
7843,r111,All institutions -> South Dakota State U.,All institutions,South Dakota State U.,2,110,"['655', '']","['489', '']","['46', '']","['*', '']","['45', '']","['7', '']","['12', '']","['0', '']","['27', '']","['24', '']","['2', '']","['2', '']","['0', '']"
7843,r112,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,111,"['641', '']","['0', '']","['171', '']","['23', '']","['133', '']","['31', '']","['191', '']","['3', '']","['6', '']","['26', '']","['14', '']","['35', '']","['7', '']"
7843,r113,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,112,"['639', '']","['2', '']","['291', '']","['4', '']","['60', '']","['46', '']","['19', '']","['3', '']","['93', '']","['96', '']","['7', '']","['12', '']","['5', '']"
7843,r114,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,113,"['631', '']","['0', '']","['163', '']","['6', '']","['158', '']","['11', '']","['46', '']","['8', '']","['0', '']","['175', '']","['22', '']","['18', '']","['25', '']"
7843,r115,"All institutions -> SUNY, Polytechnic Institute",All institutions,"SUNY, Polytechnic Institute",2,114,"['630', '']","['0', '']","['6', '']","['*', '']","['609', '']","['0', '']","['0', '']","['0', '']","['*', '']","['14', '']","['1', '']","['0', '']","['0', '']"
7843,r116,"All institutions -> U. Texas Health Science Center, San Antonio",All institutions,"U. Texas Health Science Center, San Antonio",2,115,"['627', '']","['0', '']","['342', '']","['0', '']","['0', '']","['0', '']","['285', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r117,All institutions -> George Washington U.,All institutions,George Washington U.,2,116,"['622', '']","['0', '']","['205', '']","['29', '']","['98', '']","['0', '']","['167', '']","['4', '']","['1', '']","['72', '']","['4', '']","['10', '']","['32', '']"
7843,r118,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,117,"['621', '']","['0', '']","['130', '']","['2', '']","['227', '']","['7', '']","['28', '']","['25', '']","['0', '']","['178', '']","['14', '']","['11', '']","['0', '']"
7843,r119,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,118,"['613', '']","['231', '']","['75', '']","['3', '']","['112', '']","['8', '']","['64', '']","['1', '']","['45', '']","['46', '']","['3', '']","['12', '']","['14', '']"
7843,r120,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,119,"['592', '']","['0', '']","['240', '']","['0', '']","['109', '']","['5', '']","['157', '']","['1', '']","['0', '']","['42', '']","['5', '']","['1', '']","['32', '']"
7843,r121,All institutions -> U. Louisville,All institutions,U. Louisville,2,120,"['592', '']","['*', '']","['95', '']","['0', '']","['103', '']","['0', '']","['327', '']","['0', '']","['0', '']","['46', '']","['16', '']","['3', '']","['1', '']"
7843,r122,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,121,"['573', '']","['0', '']","['148', '']","['13', '']","['16', '']","['35', '']","['59', '']","['0', '']","['19', '']","['171', '']","['75', '']","['17', '']","['22', '']"
7843,r123,All institutions -> Dillard U.,All institutions,Dillard U.,2,122,"['565', '']","['0', '']","['110', '']","['42', '']","['10', '']","['150', '']","['42', '']","['46', '']","['50', '']","['68', '']","['23', '']","['23', '']","['0', '']"
7843,r124,All institutions -> Illinois State U.,All institutions,Illinois State U.,2,123,"['563', '']","['168', '']","['71', '']","['65', '']","['0', '']","['20', '']","['117', '']","['13', '']","['0', '']","['58', '']","['22', '']","['28', '']","['0', '']"
7843,r125,All institutions -> Florida International U.,All institutions,Florida International U.,2,124,"['562', '']","['0', '']","['183', '']","['19', '']","['96', '']","['19', '']","['27', '']","['*', '']","['16', '']","['51', '']","['146', '']","['3', '']","['1', '']"
7843,r126,All institutions -> Rockefeller U.,All institutions,Rockefeller U.,2,125,"['561', '']","['0', '']","['512', '']","['0', '']","['0', '']","['0', '']","['35', '']","['0', '']","['0', '']","['13', '']","['0', '']","['0', '']","['0', '']"
7843,r127,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,126,"['558', '']","['102', '']","['143', '']","['19', '']","['111', '']","['35', '']","['7', '']","['0', '']","['15', '']","['97', '']","['16', '']","['13', '']","['0', '']"
7843,r128,"All institutions -> U. Nebraska, Medical Center",All institutions,"U. Nebraska, Medical Center",2,127,"['555', '']","['0', '']","['197', '']","['0', '']","['7', '']","['0', '']","['351', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r129,All institutions -> Albert Einstein C. of Medicine,All institutions,Albert Einstein C. of Medicine,2,128,"['555', '']","['0', '']","['300', '']","['0', '']","['0', '']","['0', '']","['203', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['52', '']"
7843,r130,All institutions -> Saint Louis U.,All institutions,Saint Louis U.,2,129,"['536', '']","['0', '']","['179', '']","['8', '']","['29', '']","['12', '']","['265', '']","['1', '']","['0', '']","['18', '']","['19', '']","['4', '']","['0', '']"
7843,r131,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,130,"['526', '']","['0', '']","['50', '']","['41', '']","['187', '']","['18', '']","['55', '']","['2', '']","['0', '']","['82', '']","['30', '']","['29', '']","['32', '']"
7843,r132,All institutions -> U. Oregon,All institutions,U. Oregon,2,131,"['522', '']","['0', '']","['242', '']","['13', '']","['0', '']","['41', '']","['5', '']","['1', '']","['3', '']","['120', '']","['65', '']","['27', '']","['6', '']"
7843,r133,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,132,"['515', '']","['0', '']","['83', '']","['41', '']","['205', '']","['14', '']","['56', '']","['2', '']","['0', '']","['98', '']","['15', '']","['1', '']","['0', '']"
7843,r134,All institutions -> U. Toledo,All institutions,U. Toledo,2,133,"['513', '']","['8', '']","['146', '']","['0', '']","['88', '']","['21', '']","['101', '']","['4', '']","['45', '']","['70', '']","['18', '']","['12', '']","['0', '']"
7843,r135,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,134,"['505', '']","['0', '']","['360', '']","['*', '']","['20', '']","['2', '']","['73', '']","['0', '']","['0', '']","['45', '']","['1', '']","['4', '']","['0', '']"
7843,r136,"All institutions -> U. California, Merced",All institutions,"U. California, Merced",2,135,"['499', '']","['27', '']","['70', '']","['18', '']","['114', '']","['3', '']","['16', '']","['13', '']","['29', '']","['128', '']","['16', '']","['25', '']","['42', '']"
7843,r137,"All institutions -> Southern Illinois U., Carbondale",All institutions,"Southern Illinois U., Carbondale",2,136,"['499', '']","['129', '']","['99', '']","['5', '']","['30', '']","['59', '']","['31', '']","['1', '']","['41', '']","['69', '']","['15', '']","['16', '']","['5', '']"
7843,r138,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,137,"['497', '']","['304', '']","['25', '']","['20', '']","['81', '']","['1', '']","['3', '']","['2', '']","['13', '']","['34', '']","['3', '']","['9', '']","['2', '']"
7843,r139,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,138,"['496', '']","['0', '']","['294', '']","['0', '']","['0', '']","['0', '']","['189', '']","['0', '']","['0', '']","['0', '']","['13', '']","['0', '']","['0', '']"
7843,r140,All institutions -> Long Island U.,All institutions,Long Island U.,2,139,"['492', '']","['326', '']","['23', '']","['6', '']","['1', '']","['4', '']","['105', '']","['7', '']","['2', '']","['5', '']","['8', '']","['5', '']","['0', '']"
7843,r141,All institutions -> Howard U.,All institutions,Howard U.,2,140,"['492', '']","['0', '']","['142', '']","['10', '']","['55', '']","['14', '']","['174', '']","['8', '']","['0', '']","['19', '']","['16', '']","['46', '']","['8', '']"
7843,r142,All institutions -> U. Dayton,All institutions,U. Dayton,2,141,"['488', '']","['0', '']","['1', '']","['1', '']","['484', '']","['*', '']","['*', '']","['0', '']","['0', '']","['1', '']","['*', '']","['*', '']","['0', '']"
7843,r143,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,142,"['484', '']","['5', '']","['63', '']","['4', '']","['47', '']","['32', '']","['118', '']","['5', '']","['0', '']","['38', '']","['64', '']","['55', '']","['54', '']"
7843,r144,All institutions -> U. Idaho,All institutions,U. Idaho,2,143,"['483', '']","['191', '']","['135', '']","['4', '']","['54', '']","['12', '']","['16', '']","['1', '']","['32', '']","['33', '']","['*', '']","['4', '']","['0', '']"
7843,r145,All institutions -> U. Delaware,All institutions,U. Delaware,2,144,"['478', '']","['100', '']","['12', '']","['5', '']","['149', '']","['40', '']","['38', '']","['1', '']","['17', '']","['62', '']","['16', '']","['15', '']","['22', '']"
7843,r146,All institutions -> Florida State U.,All institutions,Florida State U.,2,145,"['462', '']","['0', '']","['69', '']","['7', '']","['125', '']","['55', '']","['27', '']","['2', '']","['3', '']","['131', '']","['34', '']","['10', '']","['0', '']"
7843,r147,All institutions -> Fort Valley State U.,All institutions,Fort Valley State U.,2,146,"['461', '']","['188', '']","['57', '']","['18', '']","['20', '']","['0', '']","['33', '']","['55', '']","['0', '']","['63', '']","['14', '']","['14', '']","['0', '']"
7843,r148,All institutions -> Temple U.,All institutions,Temple U.,2,147,"['453', '']","['0', '']","['104', '']","['6', '']","['42', '']","['8', '']","['169', '']","['*', '']","['0', '']","['76', '']","['35', '']","['13', '']","['0', '']"
7843,r149,All institutions -> Medical C. Wisconsin,All institutions,Medical C. Wisconsin,2,148,"['452', '']","['0', '']","['164', '']","['0', '']","['17', '']","['0', '']","['179', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['93', '']"
7843,r150,All institutions -> U. Texas Medical Branch,All institutions,U. Texas Medical Branch,2,149,"['448', '']","['0', '']","['341', '']","['0', '']","['0', '']","['0', '']","['107', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r151,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,150,"['443', '']","['0', '']","['52', '']","['22', '']","['108', '']","['105', '']","['35', '']","['3', '']","['0', '']","['72', '']","['23', '']","['23', '']","['0', '']"
7843,r152,"All institutions -> U. Puerto Rico, Medical Sciences Campus",All institutions,"U. Puerto Rico, Medical Sciences Campus",2,151,"['431', '']","['0', '']","['345', '']","['0', '']","['0', '']","['0', '']","['81', '']","['0', '']","['0', '']","['0', '']","['5', '']","['0', '']","['0', '']"
7843,r153,All institutions -> Drexel U.,All institutions,Drexel U.,2,152,"['423', '']","['0', '']","['132', '']","['7', '']","['133', '']","['0', '']","['84', '']","['7', '']","['13', '']","['28', '']","['12', '']","['1', '']","['6', '']"
7843,r154,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,153,"['419', '']","['0', '']","['69', '']","['2', '']","['0', '']","['0', '']","['175', '']","['1', '']","['1', '']","['44', '']","['2', '']","['124', '']","['0', '']"
7843,r155,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,154,"['416', '']","['104', '']","['22', '']","['9', '']","['164', '']","['1', '']","['16', '']","['*', '']","['48', '']","['48', '']","['4', '']","['0', '']","['0', '']"
7843,r156,All institutions -> U. Miami,All institutions,U. Miami,2,155,"['390', '']","['0', '']","['118', '']","['1', '']","['14', '']","['22', '']","['180', '']","['0', '']","['14', '']","['27', '']","['13', '']","['*', '']","['0', '']"
7843,r157,All institutions -> Duquesne U.,All institutions,Duquesne U.,2,156,"['387', '']","['0', '']","['76', '']","['5', '']","['9', '']","['0', '']","['134', '']","['5', '']","['0', '']","['100', '']","['7', '']","['50', '']","['0', '']"
7843,r158,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,157,"['384', '']","['93', '']","['59', '']","['17', '']","['57', '']","['82', '']","['5', '']","['*', '']","['17', '']","['33', '']","['9', '']","['5', '']","['7', '']"
7843,r159,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,158,"['365', '']","['0', '']","['45', '']","['8', '']","['180', '']","['5', '']","['18', '']","['*', '']","['0', '']","['101', '']","['6', '']","['1', '']","['0', '']"
7843,r160,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,159,"['362', '']","['0', '']","['86', '']","['12', '']","['107', '']","['20', '']","['15', '']","['4', '']","['8', '']","['40', '']","['18', '']","['10', '']","['43', '']"
7843,r161,All institutions -> Brown U.,All institutions,Brown U.,2,160,"['360', '']","['0', '']","['132', '']","['12', '']","['76', '']","['12', '']","['44', '']","['20', '']","['3', '']","['36', '']","['20', '']","['5', '']","['0', '']"
7843,r162,All institutions -> Cold Spring Harbor Laboratory,All institutions,Cold Spring Harbor Laboratory,2,161,"['360', '']","['36', '']","['311', '']","['7', '']","['0', '']","['0', '']","['2', '']","['0', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']"
7843,r163,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,162,"['355', '']","['0', '']","['49', '']","['37', '']","['65', '']","['19', '']","['14', '']","['8', '']","['5', '']","['64', '']","['20', '']","['25', '']","['50', '']"
7843,r164,"All institutions -> Brigham Young U., Provo",All institutions,"Brigham Young U., Provo",2,163,"['354', '']","['0', '']","['63', '']","['5', '']","['85', '']","['13', '']","['16', '']","['*', '']","['57', '']","['80', '']","['11', '']","['14', '']","['12', '']"
7843,r165,"All institutions -> Loyola U., Chicago",All institutions,"Loyola U., Chicago",2,164,"['354', '']","['0', '']","['269', '']","['6', '']","['3', '']","['0', '']","['59', '']","['6', '']","['0', '']","['3', '']","['2', '']","['6', '']","['0', '']"
7843,r166,All institutions -> George Mason U.,All institutions,George Mason U.,2,165,"['352', '']","['0', '']","['104', '']","['32', '']","['50', '']","['19', '']","['24', '']","['18', '']","['19', '']","['36', '']","['23', '']","['27', '']","['0', '']"
7843,r167,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,166,"['349', '']","['0', '']","['60', '']","['8', '']","['109', '']","['112', '']","['0', '']","['5', '']","['0', '']","['52', '']","['0', '']","['4', '']","['0', '']"
7843,r168,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,167,"['349', '']","['0', '']","['25', '']","['5', '']","['210', '']","['43', '']","['8', '']","['2', '']","['0', '']","['31', '']","['2', '']","['3', '']","['20', '']"
7843,r169,All institutions -> U. Vermont,All institutions,U. Vermont,2,168,"['347', '']","['19', '']","['126', '']","['2', '']","['27', '']","['7', '']","['98', '']","['1', '']","['17', '']","['17', '']","['8', '']","['3', '']","['21', '']"
7843,r170,All institutions -> Rice U.,All institutions,Rice U.,2,169,"['340', '']","['0', '']","['50', '']","['7', '']","['148', '']","['11', '']","['0', '']","['7', '']","['0', '']","['84', '']","['6', '']","['6', '']","['20', '']"
7843,r171,"All institutions -> U. Tennessee, Health Science Center",All institutions,"U. Tennessee, Health Science Center",2,170,"['338', '']","['0', '']","['277', '']","['19', '']","['1', '']","['0', '']","['40', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r172,All institutions -> U. Akron,All institutions,U. Akron,2,171,"['335', '']","['0', '']","['51', '']","['1', '']","['235', '']","['9', '']","['1', '']","['1', '']","['0', '']","['29', '']","['5', '']","['3', '']","['0', '']"
7843,r173,"All institutions -> U. North Texas, Health Science Center",All institutions,"U. North Texas, Health Science Center",2,172,"['321', '']","['0', '']","['203', '']","['0', '']","['0', '']","['0', '']","['117', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r174,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,173,"['320', '']","['146', '']","['35', '']","['3', '']","['55', '']","['7', '']","['1', '']","['1', '']","['7', '']","['62', '']","['0', '']","['4', '']","['0', '']"
7843,r175,"All institutions -> U. North Carolina, Charlotte",All institutions,"U. North Carolina, Charlotte",2,174,"['316', '']","['0', '']","['39', '']","['22', '']","['118', '']","['18', '']","['19', '']","['4', '']","['0', '']","['60', '']","['13', '']","['23', '']","['0', '']"
7843,r176,All institutions -> William & Mary,All institutions,William & Mary,2,175,"['315', '']","['0', '']","['42', '']","['2', '']","['0', '']","['167', '']","['3', '']","['0', '']","['8', '']","['47', '']","['12', '']","['19', '']","['15', '']"
7843,r177,All institutions -> Tuskegee U.,All institutions,Tuskegee U.,2,176,"['309', '']","['96', '']","['28', '']","['13', '']","['153', '']","['0', '']","['19', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r178,All institutions -> Alabama State U.,All institutions,Alabama State U.,2,177,"['308', '']","['0', '']","['70', '']","['35', '']","['5', '']","['0', '']","['80', '']","['35', '']","['0', '']","['25', '']","['33', '']","['25', '']","['0', '']"
7843,r179,All institutions -> U. Memphis,All institutions,U. Memphis,2,178,"['298', '']","['8', '']","['57', '']","['23', '']","['42', '']","['20', '']","['19', '']","['7', '']","['0', '']","['46', '']","['29', '']","['31', '']","['17', '']"
7843,r180,All institutions -> Central Michigan U.,All institutions,Central Michigan U.,2,179,"['296', '']","['14', '']","['118', '']","['5', '']","['29', '']","['9', '']","['36', '']","['9', '']","['5', '']","['32', '']","['26', '']","['13', '']","['0', '']"
7843,r181,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,180,"['291', '']","['39', '']","['123', '']","['7', '']","['32', '']","['10', '']","['1', '']","['0', '']","['3', '']","['23', '']","['10', '']","['5', '']","['38', '']"
7843,r182,All institutions -> Thomas Jefferson U.,All institutions,Thomas Jefferson U.,2,181,"['290', 'i']","['0', 'i']","['277', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['14', 'i']","['*', 'i']","['0', 'i']","['0', 'i']","['*', 'i']","['0', 'i']","['0', 'i']"
7843,r183,All institutions -> East Carolina U.,All institutions,East Carolina U.,2,182,"['287', '']","['0', '']","['99', '']","['4', '']","['3', '']","['19', '']","['120', '']","['0', '']","['0', '']","['30', '']","['5', '']","['7', '']","['0', '']"
7843,r184,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,183,"['286', '']","['0', '']","['62', '']","['0', '']","['164', '']","['10', '']","['13', '']","['0', '']","['0', '']","['26', '']","['6', '']","['4', '']","['0', '']"
7843,r185,All institutions -> North Carolina Agricultural and Technical State U.,All institutions,North Carolina Agricultural and Technical State U.,2,184,"['285', '']","['55', '']","['10', '']","['3', '']","['83', '']","['0', '']","['54', '']","['30', '']","['46', '']","['5', '']","['0', '']","['0', '']","['0', '']"
7843,r186,All institutions -> Delaware State U.,All institutions,Delaware State U.,2,185,"['284', '']","['30', '']","['30', '']","['19', '']","['2', '']","['2', '']","['16', '']","['2', '']","['8', '']","['111', '']","['36', '']","['27', '']","['1', '']"
7843,r187,"All institutions -> SUNY, Upstate Medical U.",All institutions,"SUNY, Upstate Medical U.",2,186,"['281', '']","['0', '']","['273', '']","['0', '']","['0', '']","['0', '']","['9', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r188,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,187,"['281', '']","['0', '']","['65', '']","['6', '']","['106', '']","['12', '']","['4', '']","['*', '']","['7', '']","['62', '']","['8', '']","['10', '']","['0', '']"
7843,r189,All institutions -> Augusta U.,All institutions,Augusta U.,2,188,"['281', '']","['0', '']","['195', '']","['2', '']","['0', '']","['0', '']","['79', '']","['1', '']","['1', '']","['1', '']","['1', '']","['1', '']","['0', '']"
7843,r190,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,189,"['278', '']","['1', '']","['15', '']","['24', '']","['136', '']","['22', '']","['2', '']","['5', '']","['1', '']","['71', '']","['1', '']","['1', '']","['0', '']"
7843,r191,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,190,"['278', '']","['0', '']","['0', '']","['4', '']","['183', '']","['34', '']","['0', '']","['2', '']","['0', '']","['55', '']","['0', '']","['0', '']","['0', '']"
7843,r192,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,191,"['278', '']","['59', '']","['92', '']","['2', '']","['0', '']","['19', '']","['61', '']","['3', '']","['4', '']","['19', '']","['1', '']","['6', '']","['13', '']"
7843,r193,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,192,"['277', '']","['0', '']","['4', '']","['7', '']","['215', '']","['9', '']","['0', '']","['4', '']","['0', '']","['16', '']","['6', '']","['9', '']","['6', '']"
7843,r194,All institutions -> Baylor U.,All institutions,Baylor U.,2,193,"['275', '']","['1', '']","['59', '']","['4', '']","['50', '']","['31', '']","['20', '']","['9', '']","['7', '']","['73', '']","['8', '']","['13', '']","['0', '']"
7843,r195,All institutions -> Missouri U. of Science and Technology,All institutions,Missouri U. of Science and Technology,2,194,"['274', '']","['0', '']","['12', '']","['9', '']","['185', '']","['23', '']","['0', '']","['*', '']","['5', '']","['39', '']","['1', '']","['0', '']","['0', '']"
7843,r196,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,195,"['272', '']","['26', '']","['49', '']","['1', '']","['26', '']","['86', '']","['19', '']","['*', '']","['34', '']","['14', '']","['1', '']","['8', '']","['8', '']"
7843,r197,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,196,"['272', '']","['0', '']","['19', '']","['12', '']","['105', '']","['8', '']","['16', '']","['1', '']","['*', '']","['38', '']","['32', '']","['20', '']","['21', '']"
7843,r198,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,197,"['263', '']","['0', '']","['43', '']","['20', '']","['46', '']","['15', '']","['39', '']","['*', '']","['1', '']","['43', '']","['16', '']","['11', '']","['28', '']"
7843,r199,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,198,"['261', '']","['9', '']","['36', '']","['5', '']","['64', '']","['42', '']","['10', '']","['0', '']","['0', '']","['50', '']","['11', '']","['2', '']","['32', '']"
7843,r200,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,199,"['258', '']","['0', '']","['117', '']","['6', '']","['0', '']","['0', '']","['0', '']","['6', '']","['0', '']","['56', '']","['13', '']","['58', '']","['2', '']"
7843,r201,"All institutions -> U. Puerto Rico, Mayaguez",All institutions,"U. Puerto Rico, Mayaguez",2,200,"['258', '']","['61', '']","['34', '']","['1', '']","['70', '']","['33', '']","['0', '']","['2', '']","['0', '']","['54', '']","['1', '']","['1', '']","['0', '']"
7843,r202,All institutions -> Meharry Medical C.,All institutions,Meharry Medical C.,2,201,"['258', '']","['0', '']","['183', '']","['0', '']","['0', '']","['0', '']","['75', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r203,All institutions -> Georgia Southern U.,All institutions,Georgia Southern U.,2,202,"['257', '']","['5', '']","['44', '']","['2', '']","['170', '']","['2', '']","['4', '']","['2', '']","['0', '']","['14', '']","['8', '']","['6', '']","['0', '']"
7843,r204,All institutions -> U. Maryland Center for Environmental Science,All institutions,U. Maryland Center for Environmental Science,2,203,"['257', '']","['20', '']","['76', '']","['0', '']","['0', '']","['147', '']","['0', '']","['7', '']","['0', '']","['0', '']","['0', '']","['7', '']","['0', '']"
7843,r205,"All institutions -> CUNY, Hunter C.",All institutions,"CUNY, Hunter C.",2,204,"['250', '']","['0', '']","['36', '']","['2', '']","['0', '']","['8', '']","['54', '']","['5', '']","['0', '']","['41', '']","['27', '']","['65', '']","['11', '']"
7843,r206,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,205,"['250', '']","['0', '']","['117', '']","['12', '']","['18', '']","['18', '']","['16', '']","['2', '']","['25', '']","['22', '']","['7', '']","['13', '']","['0', '']"
7843,r207,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,206,"['246', '']","['*', '']","['6', '']","['32', '']","['134', '']","['*', '']","['3', '']","['5', '']","['*', '']","['46', '']","['0', '']","['2', '']","['17', '']"
7843,r208,All institutions -> Kent State U.,All institutions,Kent State U.,2,207,"['242', '']","['0', '']","['61', '']","['10', '']","['4', '']","['10', '']","['14', '']","['3', '']","['0', '']","['92', '']","['27', '']","['21', '']","['0', '']"
7843,r209,All institutions -> Texas State U.,All institutions,Texas State U.,2,208,"['242', '']","['4', '']","['43', '']","['6', '']","['33', '']","['2', '']","['31', '']","['1', '']","['14', '']","['45', '']","['5', '']","['58', '']","['0', '']"
7843,r210,All institutions -> U. Arkansas for Medical Sciences,All institutions,U. Arkansas for Medical Sciences,2,209,"['241', '']","['0', '']","['154', '']","['0', '']","['0', '']","['0', '']","['88', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r211,"All institutions -> Texas Tech U., Health Sciences Center",All institutions,"Texas Tech U., Health Sciences Center",2,210,"['238', '']","['0', '']","['61', '']","['0', '']","['0', '']","['0', '']","['177', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r212,All institutions -> Florida Institute of Technology,All institutions,Florida Institute of Technology,2,211,"['235', '']","['0', '']","['40', '']","['15', '']","['86', '']","['10', '']","['0', '']","['2', '']","['0', '']","['60', '']","['22', '']","['0', '']","['0', '']"
7843,r213,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,212,"['234', '']","['9', '']","['24', '']","['7', '']","['86', '']","['9', '']","['0', '']","['2', '']","['9', '']","['46', '']","['14', '']","['28', '']","['0', '']"
7843,r214,All institutions -> Prairie View A&M U.,All institutions,Prairie View A&M U.,2,213,"['234', '']","['188', '']","['4', '']","['1', '']","['3', '']","['0', '']","['15', '']","['1', '']","['1', '']","['17', '']","['1', '']","['1', '']","['2', '']"
7843,r215,All institutions -> West Virginia School of Osteopathic Medicine,All institutions,West Virginia School of Osteopathic Medicine,2,214,"['232', 'i']","['0', 'i']","['100', 'i']","['8', 'i']","['0', 'i']","['0', 'i']","['84', 'i']","['2', 'i']","['0', 'i']","['22', 'i']","['8', 'i']","['8', 'i']","['0', 'i']"
7843,r216,All institutions -> Morgan State U.,All institutions,Morgan State U.,2,215,"['232', '']","['2', '']","['49', '']","['3', '']","['59', '']","['22', '']","['4', '']","['3', '']","['3', '']","['35', '']","['7', '']","['43', '']","['2', '']"
7843,r217,All institutions -> Marshall U.,All institutions,Marshall U.,2,216,"['231', '']","['2', '']","['97', '']","['2', '']","['47', '']","['3', '']","['27', '']","['4', '']","['0', '']","['22', '']","['2', '']","['7', '']","['17', '']"
7843,r218,All institutions -> Louisiana Tech U.,All institutions,Louisiana Tech U.,2,217,"['231', '']","['13', '']","['2', '']","['13', '']","['133', '']","['0', '']","['11', '']","['5', '']","['1', '']","['38', '']","['4', '']","['9', '']","['2', '']"
