table_id,row_id,level_and_field_of_highest_degree_full_path,level_and_field_of_highest_degree_level_1,level_and_field_of_highest_degree_level_2,level_and_field_of_highest_degree_level_3,level_and_field_of_highest_degree_level_4,level_and_field_of_highest_degree_level_5,level_and_field_of_highest_degree_hierarchy_depth,field_total,field_business_or_industry_total,field_business_or_industry_for_profit_business_or_industry,field_business_or_industry_nonprofit_business_or_industry,field_business_or_industry_self_employed_not_incorporated,field_education_total,field_education_4_year_educational_institutiona,field_education_2_year_college_or_precollege_educational_institution,field_government_total,field_government_federal_government,field_government_state_or_local_government
7764,r130,All degrees -> Doctorate -> S&E fields -> Physical and related sciences,All degrees,Doctorate,S&E fields,Physical and related sciences,,4,215000,116000,99000,10000,7000,75000,70000,5000,24000,21000,3000
7764,r131,"All degrees -> Doctorate -> S&E fields -> Physical and related sciences -> Chemistry, except biochemistry",All degrees,Doctorate,S&E fields,Physical and related sciences,"Chemistry, except biochemistry",5,97000,60000,54000,3000,3000,31000,27000,4000,7000,6000,0.05
7764,r132,"All degrees -> Doctorate -> S&E fields -> Physical and related sciences -> Earth, atmospheric, and ocean sciences",All degrees,Doctorate,S&E fields,Physical and related sciences,"Earth, atmospheric, and ocean sciences",5,33000,11000,8000,3000,,16000,15000,S,6000,5000,
7764,r133,All degrees -> Doctorate -> S&E fields -> Physical and related sciences -> Physics and astronomy,All degrees,Doctorate,S&E fields,Physical and related sciences,Physics and astronomy,5,82000,44000,36000,4000,3000,29000,28000,1000,10000,8000,1000
7764,r134,All degrees -> Doctorate -> S&E fields -> Physical and related sciences -> Other physical sciences,All degrees,Doctorate,S&E fields,Physical and related sciences,Other physical sciences,5,2000,S,S,,,,,,,,
7764,r135,All degrees -> Doctorate -> S&E fields -> Social and related sciences,All degrees,Doctorate,S&E fields,Social and related sciences,,4,325000,132000,67000,35000,30000,169000,143000,25000,25000,14000,11000
7764,r136,All degrees -> Doctorate -> S&E fields -> Social and related sciences -> Economics,All degrees,Doctorate,S&E fields,Social and related sciences,Economics,5,42000,19000,16000,2000,S,19000,17000,S,4000,3000,S
7764,r137,All degrees -> Doctorate -> S&E fields -> Social and related sciences -> Political and related sciences,All degrees,Doctorate,S&E fields,Social and related sciences,Political and related sciences,5,32000,8000,4000,3000,,20000,19000,1000,4000,1000,S
7764,r138,All degrees -> Doctorate -> S&E fields -> Social and related sciences -> Psychology,All degrees,Doctorate,S&E fields,Social and related sciences,Psychology,5,165000,85000,38000,22000,26000,66000,52000,14000,14000,9000,5000
7764,r139,All degrees -> Doctorate -> S&E fields -> Social and related sciences -> Sociology and anthropology,All degrees,Doctorate,S&E fields,Social and related sciences,Sociology and anthropology,5,46000,7000,3000,3000,1000,37000,34000,S,2000,1000,S
7764,r140,All degrees -> Doctorate -> S&E fields -> Social and related sciences -> Other social sciences,All degrees,Doctorate,S&E fields,Social and related sciences,Other social sciences,5,40000,12000,5000,5000,,26000,22000,4000,S,0.05,S
7764,r141,All degrees -> Doctorate -> S&E fields -> Engineering,All degrees,Doctorate,S&E fields,Engineering,,4,256000,171000,152000,8000,11000,67000,65000,2000,18000,12000,6000
7764,r142,"All degrees -> Doctorate -> S&E fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All degrees,Doctorate,S&E fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",5,11000,5000,4000,,,4000,4000,,2000,2000,
7764,r143,All degrees -> Doctorate -> S&E fields -> Engineering -> Chemical engineering,All degrees,Doctorate,S&E fields,Engineering,Chemical engineering,5,30000,23000,20000,,S,6000,6000,,S,,
7764,r144,All degrees -> Doctorate -> S&E fields -> Engineering -> Civil and architectural engineering,All degrees,Doctorate,S&E fields,Engineering,Civil and architectural engineering,5,22000,11000,9000,,1000,8000,7000,,3000,1000,2000
7764,r145,All degrees -> Doctorate -> S&E fields -> Engineering -> Electrical and computer engineering,All degrees,Doctorate,S&E fields,Engineering,Electrical and computer engineering,5,79000,58000,54000,2000,S,18000,17000,S,3000,3000,0.05
7764,r146,All degrees -> Doctorate -> S&E fields -> Engineering -> Industrial engineering,All degrees,Doctorate,S&E fields,Engineering,Industrial engineering,5,11000,7000,7000,,,2000,2000,,,,
7764,r147,All degrees -> Doctorate -> S&E fields -> Engineering -> Mechanical engineering,All degrees,Doctorate,S&E fields,Engineering,Mechanical engineering,5,29000,20000,18000,1000,S,8000,7000,0.05,1000,0.05,
7764,r148,All degrees -> Doctorate -> S&E fields -> Engineering -> Other engineering,All degrees,Doctorate,S&E fields,Engineering,Other engineering,5,75000,46000,40000,3000,2000,22000,21000,S,7000,6000,2000
7764,r149,All degrees -> Doctorate -> S&E-related fields,All degrees,Doctorate,S&E-related fields,,,3,304000,185000,126000,41000,18000,88000,78000,10000,32000,20000,12000
7764,r150,All degrees -> Doctorate -> S&E-related fields -> Health,All degrees,Doctorate,S&E-related fields,Health,,4,275000,174000,118000,38000,18000,69000,62000,7000,31000,19000,12000
7764,r151,All degrees -> Doctorate -> S&E-related fields -> Science and mathematics teacher education,All degrees,Doctorate,S&E-related fields,Science and mathematics teacher education,,4,14000,,,,,12000,10000,2000,,,
7764,r152,All degrees -> Doctorate -> S&E-related fields -> Technology and technical fields,All degrees,Doctorate,S&E-related fields,Technology and technical fields,,4,9000,6000,5000,,,3000,2000,,,,
7764,r153,All degrees -> Doctorate -> S&E-related fields -> Other S&E-related fields,All degrees,Doctorate,S&E-related fields,Other S&E-related fields,,4,7000,3000,3000,,,3000,3000,,,,
7764,r154,All degrees -> Doctorate -> Non-S&E fields,All degrees,Doctorate,Non-S&E fields,,,3,534000,163000,65000,67000,31000,346000,232000,114000,25000,13000,12000
7764,r155,All degrees -> Doctorate -> Non-S&E fields -> Management and administration fields,All degrees,Doctorate,Non-S&E fields,Management and administration fields,,4,56000,25000,13000,,7000,24000,22000,S,7000,S,
7764,r156,"All degrees -> Doctorate -> Non-S&E fields -> Education, except science and math teacher education",All degrees,Doctorate,Non-S&E fields,"Education, except science and math teacher education",,4,171000,26000,9000,13000,S,141000,63000,78000,5000,S,4000
7764,r157,All degrees -> Doctorate -> Non-S&E fields -> Social service and related fields,All degrees,Doctorate,Non-S&E fields,Social service and related fields,,4,83000,42000,6000,32000,4000,37000,31000,6000,S,,
7764,r158,All degrees -> Doctorate -> Non-S&E fields -> Sales and marketing fields,All degrees,Doctorate,Non-S&E fields,Sales and marketing fields,,4,4000,,,,,3000,3000,,,,
7764,r159,All degrees -> Doctorate -> Non-S&E fields -> Art and humanities fields,All degrees,Doctorate,Non-S&E fields,Art and humanities fields,,4,160000,52000,21000,15000,16000,105000,84000,21000,S,S,
7764,r160,All degrees -> Doctorate -> Non-S&E fields -> Other non-S&E fields,All degrees,Doctorate,Non-S&E fields,Other non-S&E fields,,4,60000,18000,16000,2000,,36000,29000,7000,6000,3000,S
7764,r161,All degrees -> Professional,All degrees,Professional,,,,2,3246000,2459000,1650000,457000,352000,347000,281000,66000,440000,195000,245000
7764,r162,All degrees -> Professional -> S&E fields,All degrees,Professional,S&E fields,,,3,49000,27000,14000,7000,6000,17000,9000,S,4000,2000,3000
7764,r163,All degrees -> Professional -> S&E-related fields,All degrees,Professional,S&E-related fields,,,3,1616000,1293000,807000,336000,150000,241000,230000,11000,82000,53000,29000
7764,r164,All degrees -> Professional -> Non-S&E fields,All degrees,Professional,Non-S&E fields,,,3,1582000,1139000,829000,114000,197000,89000,42000,47000,354000,140000,213000
