table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_total_all_r_d_expenditures_passed_through,field_total_to_higher_education_subrecipients,field_total_to_businesses,field_total_to_nonprofit_organizations,field_total_to_other_subrecipients,field_federally_financed_all_r_d_expenditures_passed_through,field_federally_financed_to_higher_education_subrecipients,field_federally_financed_to_businesses,field_federally_financed_to_nonprofit_organizations,field_federally_financed_to_other_subrecipients
10169,r191,United States -> Idaho -> Public -> Idaho State U.,United States,Idaho,Public,Idaho State U.,4,"['495', '']","['370', '']","['0', '']","['14', '']","['111', '']","['495', '']","['370', '']","['0', '']","['14', '']","['111', '']"
10169,r192,United States -> Idaho -> Public -> U. Idaho,United States,Idaho,Public,U. Idaho,4,"['9,271', '']","['8,400', '']","['256', '']","['313', '']","['302', '']","['8,761', '']","['7,938', '']","['256', '']","['313', '']","['254', '']"
10169,r193,United States -> Illinois,United States,Illinois,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10169,r194,United States -> Illinois -> Public,United States,Illinois,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10169,r195,United States -> Illinois -> Public -> Chicago State U.,United States,Illinois,Public,Chicago State U.,4,"['314', '']","['314', '']","['0', '']","['0', '']","['0', '']","['314', '']","['314', '']","['0', '']","['0', '']","['0', '']"
10169,r196,United States -> Illinois -> Public -> Illinois State U.,United States,Illinois,Public,Illinois State U.,4,"['3,804', '']","['1,458', '']","['197', '']","['849', '']","['1,300', '']","['3,732', '']","['1,458', '']","['125', '']","['849', '']","['1,300', '']"
10169,r197,United States -> Illinois -> Public -> Northeastern Illinois U.,United States,Illinois,Public,Northeastern Illinois U.,4,"['65', '']","['65', '']","['0', '']","['0', '']","['0', '']","['65', '']","['65', '']","['0', '']","['0', '']","['0', '']"
10169,r198,United States -> Illinois -> Public -> Northern Illinois U.,United States,Illinois,Public,Northern Illinois U.,4,"['545', '']","['494', '']","['43', '']","['0', '']","['8', '']","['514', '']","['463', '']","['43', '']","['0', '']","['8', '']"
10169,r199,"United States -> Illinois -> Public -> Southern Illinois U., Carbondale",United States,Illinois,Public,"Southern Illinois U., Carbondale",4,"['1,089', '']","['495', '']","['0', '']","['0', '']","['594', '']","['374', '']","['125', '']","['0', '']","['0', '']","['249', '']"
10169,r200,"United States -> Illinois -> Public -> Southern Illinois U., Edwardsville",United States,Illinois,Public,"Southern Illinois U., Edwardsville",4,"['192', '']","['3', '']","['0', '']","['0', '']","['189', '']","['189', '']","['0', '']","['0', '']","['0', '']","['189', '']"
10169,r201,"United States -> Illinois -> Public -> U. Illinois, Chicago",United States,Illinois,Public,"U. Illinois, Chicago",4,"['27,061', '']","['16,596', '']","['3,016', '']","['4,308', '']","['3,141', '']","['20,685', '']","['14,238', '']","['1,259', '']","['3,464', '']","['1,724', '']"
10169,r202,"United States -> Illinois -> Public -> U. Illinois, Springfield",United States,Illinois,Public,"U. Illinois, Springfield",4,"['222', '']","['0', '']","['0', '']","['0', '']","['222', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10169,r203,"United States -> Illinois -> Public -> U. Illinois, Urbana-Champaign",United States,Illinois,Public,"U. Illinois, Urbana-Champaign",4,"['90,557', '']","['53,022', '']","['24,759', '']","['6,495', '']","['6,281', '']","['82,990', '']","['52,150', '']","['23,550', '']","['4,743', '']","['2,547', '']"
10169,r204,United States -> Illinois -> Public -> Western Illinois U.,United States,Illinois,Public,Western Illinois U.,4,"['1,630', '']","['1,224', '']","['183', '']","['121', '']","['102', '']","['1,630', '']","['1,224', '']","['183', '']","['121', '']","['102', '']"
10169,r205,United States -> Illinois -> Private,United States,Illinois,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10169,r206,United States -> Illinois -> Private -> DePaul U.,United States,Illinois,Private,DePaul U.,4,"['1,274', '']","['896', '']","['12', '']","['366', '']","['0', '']","['298', '']","['62', '']","['12', '']","['224', '']","['0', '']"
10169,r207,United States -> Illinois -> Private -> Erikson Institute,United States,Illinois,Private,Erikson Institute,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10169,r208,United States -> Illinois -> Private -> Illinois Institute of Technology,United States,Illinois,Private,Illinois Institute of Technology,4,"['3,622', '']","['2,502', '']","['488', '']","['632', '']","['0', '']","['3,622', '']","['2,502', '']","['488', '']","['632', '']","['0', '']"
10169,r209,"United States -> Illinois -> Private -> Loyola U., Chicago",United States,Illinois,Private,"Loyola U., Chicago",4,"['3,040', '']","['2,237', '']","['59', '']","['26', '']","['718', '']","['2,700', '']","['1,914', '']","['57', '']","['26', '']","['703', '']"
10169,r210,United States -> Illinois -> Private -> Midwestern U.,United States,Illinois,Private,Midwestern U.,4,"['47', '']","['21', '']","['0', '']","['5', '']","['21', '']","['47', '']","['21', '']","['0', '']","['5', '']","['21', '']"
10169,r211,United States -> Illinois -> Private -> Northwestern U.,United States,Illinois,Private,Northwestern U.,4,"['93,707', '']","['1,458', '']","['2,898', '']","['89,351', '']","['0', '']","['86,626', '']","['697', '']","['0', '']","['85,929', '']","['0', '']"
10169,r212,United States -> Illinois -> Private -> Rosalind Franklin U. of Medicine and Science,United States,Illinois,Private,Rosalind Franklin U. of Medicine and Science,4,"['426', '']","['129', '']","['23', '']","['235', '']","['39', '']","['426', '']","['129', '']","['23', '']","['235', '']","['39', '']"
10169,r213,United States -> Illinois -> Private -> Rush U.,United States,Illinois,Private,Rush U.,4,"['15,261', '']","['9,901', '']","['466', '']","['4,362', '']","['532', '']","['13,559', '']","['8,944', '']","['387', '']","['3,706', '']","['522', '']"
10169,r214,"United States -> Illinois -> Private -> Toyota Technological Institute, Chicago",United States,Illinois,Private,"Toyota Technological Institute, Chicago",4,"['157', '']","['157', '']","['0', '']","['0', '']","['0', '']","['157', '']","['157', '']","['0', '']","['0', '']","['0', '']"
10169,r215,United States -> Illinois -> Private -> U. Chicago,United States,Illinois,Private,U. Chicago,4,"['80,617', '']","['48,324', '']","['509', '']","['26,276', '']","['5,508', '']","['74,951', '']","['46,970', '']","['419', '']","['25,470', '']","['2,092', '']"
10169,r216,United States -> Indiana,United States,Indiana,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10169,r217,United States -> Indiana -> Public,United States,Indiana,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10169,r218,United States -> Indiana -> Public -> Ball State U.,United States,Indiana,Public,Ball State U.,4,"['2,090', '']","['1,482', '']","['0', '']","['608', '']","['0', '']","['1,963', '']","['1,355', '']","['0', '']","['608', '']","['0', '']"
10169,r219,United States -> Indiana -> Public -> Indiana State U.,United States,Indiana,Public,Indiana State U.,4,"['84', '']","['84', '']","['0', '']","['0', '']","['0', '']","['57', '']","['57', '']","['0', '']","['0', '']","['0', '']"
10169,r220,"United States -> Indiana -> Public -> Indiana U., Bloomington",United States,Indiana,Public,"Indiana U., Bloomington",4,"['61,589', '']","['35,603', '']","['3,122', '']","['17,088', '']","['5,776', '']","['57,327', '']","['33,222', '']","['2,879', '']","['15,965', '']","['5,261', '']"
10169,r221,"United States -> Indiana -> Public -> Indiana U.-Purdue U., Indianapolis",United States,Indiana,Public,"Indiana U.-Purdue U., Indianapolis",4,"['3,204', '']","['1,827', '']","['77', '']","['1,267', '']","['33', '']","['2,533', '']","['1,658', '']","['77', '']","['765', '']","['33', '']"
10169,r222,"United States -> Indiana -> Public -> Purdue U., Fort Wayne",United States,Indiana,Public,"Purdue U., Fort Wayne",4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10169,r223,"United States -> Indiana -> Public -> Purdue U., Northwest",United States,Indiana,Public,"Purdue U., Northwest",4,"['108', '']","['75', '']","['33', '']","['0', '']","['0', '']","['108', '']","['75', '']","['33', '']","['0', '']","['0', '']"
10169,r224,"United States -> Indiana -> Public -> Purdue U., West Lafayette",United States,Indiana,Public,"Purdue U., West Lafayette",4,"['60,396', '']","['43,243', '']","['6,364', '']","['4,391', '']","['6,398', '']","['52,291', '']","['36,330', '']","['5,728', '']","['4,295', '']","['5,938', '']"
10169,r225,United States -> Indiana -> Private,United States,Indiana,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10169,r226,United States -> Indiana -> Private -> Butler U.,United States,Indiana,Private,Butler U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10169,r227,United States -> Indiana -> Private -> U. Notre Dame,United States,Indiana,Private,U. Notre Dame,4,"['30,184', '']","['18,145', '']","['558', '']","['6,734', '']","['4,747', '']","['21,708', '']","['15,890', '']","['448', '']","['3,855', '']","['1,515', '']"
10169,r228,United States -> Iowa,United States,Iowa,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10169,r229,United States -> Iowa -> Public,United States,Iowa,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10169,r230,United States -> Iowa -> Public -> Iowa State U.,United States,Iowa,Public,Iowa State U.,4,"['20,390', '']","['14,534', '']","['4,478', '']","['1,076', '']","['302', '']","['16,226', '']","['12,453', '']","['2,672', '']","['911', '']","['190', '']"
10169,r231,United States -> Iowa -> Public -> U. Iowa,United States,Iowa,Public,U. Iowa,4,"['58,365', '']","['55,447', '']","['0', '']","['0', '']","['2,918', '']","['56,208', '']","['53,398', '']","['0', '']","['0', '']","['2,810', '']"
10169,r232,United States -> Iowa -> Public -> U. Northern Iowa,United States,Iowa,Public,U. Northern Iowa,4,"['271', '']","['271', '']","['0', '']","['0', '']","['0', '']","['271', '']","['271', '']","['0', '']","['0', '']","['0', '']"
10169,r233,United States -> Iowa -> Private,United States,Iowa,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10169,r234,United States -> Iowa -> Private -> Des Moines U.,United States,Iowa,Private,Des Moines U.,4,"['52', '']","['52', '']","['0', '']","['0', '']","['0', '']","['52', '']","['52', '']","['0', '']","['0', '']","['0', '']"
10169,r235,United States -> Iowa -> Private -> Drake U.,United States,Iowa,Private,Drake U.,4,"['59', '']","['0', '']","['0', '']","['59', '']","['0', '']","['59', '']","['0', '']","['0', '']","['59', '']","['0', '']"
10169,r236,United States -> Iowa -> Private -> Grinnell C.,United States,Iowa,Private,Grinnell C.,4,"['13', '']","['13', '']","['0', '']","['0', '']","['0', '']","['8', '']","['8', '']","['0', '']","['0', '']","['0', '']"
10169,r237,"United States -> Iowa -> Private -> Palmer C. of Chiropractic, Davenport",United States,Iowa,Private,"Palmer C. of Chiropractic, Davenport",4,"['950', '']","['950', '']","['0', '']","['0', '']","['0', '']","['950', '']","['950', '']","['0', '']","['0', '']","['0', '']"
10169,r238,United States -> Kansas,United States,Kansas,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10169,r239,United States -> Kansas -> Public,United States,Kansas,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10169,r240,United States -> Kansas -> Public -> Kansas State U.,United States,Kansas,Public,Kansas State U.,4,"['9,635', '']","['7,335', '']","['200', '']","['447', '']","['1,653', '']","['8,751', '']","['6,972', '']","['166', '']","['322', '']","['1,291', '']"
10169,r241,United States -> Kansas -> Public -> Pittsburg State U.,United States,Kansas,Public,Pittsburg State U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10169,r242,United States -> Kansas -> Public -> U. Kansas,United States,Kansas,Public,U. Kansas,4,"['25,760', '']","['17,632', '']","['3,627', '']","['1,678', '']","['2,823', '']","['23,403', '']","['16,811', '']","['2,291', '']","['1,560', '']","['2,741', '']"
10169,r243,United States -> Kansas -> Public -> Wichita State U.,United States,Kansas,Public,Wichita State U.,4,"['14,986', '']","['8,439', '']","['603', '']","['5,944', '']","['0', '']","['9,897', '']","['3,350', '']","['603', '']","['5,944', '']","['0', '']"
10169,r244,United States -> Kentucky,United States,Kentucky,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10169,r245,United States -> Kentucky -> Public,United States,Kentucky,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10169,r246,United States -> Kentucky -> Public -> Kentucky State U.,United States,Kentucky,Public,Kentucky State U.,4,"['260', '']","['225', '']","['11', '']","['24', '']","['0', '']","['260', '']","['225', '']","['11', '']","['24', '']","['0', '']"
10169,r247,United States -> Kentucky -> Public -> Morehead State U.,United States,Kentucky,Public,Morehead State U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10169,r248,United States -> Kentucky -> Public -> Murray State U.,United States,Kentucky,Public,Murray State U.,4,"['449', '']","['142', '']","['0', '']","['307', '']","['0', '']","['449', '']","['142', '']","['0', '']","['307', '']","['0', '']"
10169,r249,United States -> Kentucky -> Public -> Northern Kentucky U.,United States,Kentucky,Public,Northern Kentucky U.,4,"['125', '']","['9', '']","['0', '']","['116', '']","['0', '']","['125', '']","['9', '']","['0', '']","['116', '']","['0', '']"
10169,r250,United States -> Kentucky -> Public -> U. Kentucky,United States,Kentucky,Public,U. Kentucky,4,"['24,170', '']","['18,727', '']","['1,979', '']","['2,996', '']","['468', '']","['21,325', '']","['16,816', '']","['1,137', '']","['2,904', '']","['468', '']"
10169,r251,United States -> Kentucky -> Public -> U. Louisville,United States,Kentucky,Public,U. Louisville,4,"['9,067', '']","['5,512', 'i']","['1,425', 'i']","['1,307', 'i']","['823', 'i']","['7,801', '']","['4,891', 'i']","['1,152', 'i']","['1,084', 'i']","['674', 'i']"
10169,r252,United States -> Kentucky -> Public -> Western Kentucky U.,United States,Kentucky,Public,Western Kentucky U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10169,r253,United States -> Louisiana,United States,Louisiana,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10169,r254,United States -> Louisiana -> Public,United States,Louisiana,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10169,r255,United States -> Louisiana -> Public -> Grambling State U.,United States,Louisiana,Public,Grambling State U.,4,"['23', 'i']","['23', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['23', 'i']","['23', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
10169,r256,"United States -> Louisiana -> Public -> Louisiana State U., Baton Rouge",United States,Louisiana,Public,"Louisiana State U., Baton Rouge",4,"['15,206', '']","['13,926', '']","['180', '']","['976', '']","['124', '']","['14,259', '']","['13,040', '']","['167', '']","['928', '']","['124', '']"
10169,r257,"United States -> Louisiana -> Public -> Louisiana State U., Health Sciences Center, New Orleans",United States,Louisiana,Public,"Louisiana State U., Health Sciences Center, New Orleans",4,"['5,309', '']","['1,715', '']","['0', '']","['2,215', '']","['1,379', '']","['4,538', '']","['1,556', '']","['0', '']","['1,603', '']","['1,379', '']"
10169,r258,"United States -> Louisiana -> Public -> Louisiana State U., Health Sciences Center, Shreveport",United States,Louisiana,Public,"Louisiana State U., Health Sciences Center, Shreveport",4,"['374', '']","['374', '']","['0', '']","['0', '']","['0', '']","['251', '']","['251', '']","['0', '']","['0', '']","['0', '']"
10169,r259,United States -> Louisiana -> Public -> Louisiana Tech U.,United States,Louisiana,Public,Louisiana Tech U.,4,"['83', '']","['78', '']","['5', '']","['0', '']","['0', '']","['71', '']","['71', '']","['0', '']","['0', '']","['0', '']"
10169,r260,United States -> Louisiana -> Public -> Northwestern State U. Louisiana,United States,Louisiana,Public,Northwestern State U. Louisiana,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10169,r261,United States -> Louisiana -> Public -> Southeastern Louisiana U.,United States,Louisiana,Public,Southeastern Louisiana U.,4,"['24', '']","['24', '']","['0', '']","['0', '']","['0', '']","['24', '']","['24', '']","['0', '']","['0', '']","['0', '']"
10169,r262,"United States -> Louisiana -> Public -> Southern U. and A&M C., Agricultural Research and Extension Center",United States,Louisiana,Public,"Southern U. and A&M C., Agricultural Research and Extension Center",4,"['375', '']","['375', '']","['0', '']","['0', '']","['0', '']","['375', '']","['375', '']","['0', '']","['0', '']","['0', '']"
10169,r263,"United States -> Louisiana -> Public -> Southern U. and A&M C., Baton Rouge",United States,Louisiana,Public,"Southern U. and A&M C., Baton Rouge",4,"['102', '']","['0', '']","['70', '']","['5', '']","['27', '']","['102', '']","['0', '']","['70', '']","['5', '']","['27', '']"
10169,r264,"United States -> Louisiana -> Public -> U. Louisiana, Lafayette",United States,Louisiana,Public,"U. Louisiana, Lafayette",4,"['5,823', '']","['4,113', '']","['1,710', '']","['0', '']","['0', '']","['5,555', '']","['3,845', '']","['1,710', '']","['0', '']","['0', '']"
10169,r265,"United States -> Louisiana -> Public -> U. Louisiana, Monroe",United States,Louisiana,Public,"U. Louisiana, Monroe",4,"['120', '']","['0', '']","['0', '']","['120', '']","['0', '']","['120', '']","['0', '']","['0', '']","['120', '']","['0', '']"
10169,r266,United States -> Louisiana -> Public -> U. New Orleans,United States,Louisiana,Public,U. New Orleans,4,"['1,235', '']","['81', '']","['170', '']","['382', '']","['602', '']","['957', '']","['81', '']","['12', '']","['262', '']","['602', '']"
10169,r267,United States -> Louisiana -> Private,United States,Louisiana,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10169,r268,United States -> Louisiana -> Private -> Dillard U.,United States,Louisiana,Private,Dillard U.,4,"['86', '']","['0', '']","['0', '']","['86', '']","['0', '']","['86', '']","['0', '']","['0', '']","['86', '']","['0', '']"
10169,r269,United States -> Louisiana -> Private -> Tulane U.,United States,Louisiana,Private,Tulane U.,4,"['17,906', '']","['11,888', '']","['2,536', '']","['1,784', '']","['1,698', '']","['13,877', '']","['9,476', '']","['1,574', '']","['1,503', '']","['1,324', '']"
10169,r270,United States -> Louisiana -> Private -> Xavier U. Louisiana,United States,Louisiana,Private,Xavier U. Louisiana,4,"['265', '']","['265', '']","['0', '']","['0', '']","['0', '']","['265', '']","['265', '']","['0', '']","['0', '']","['0', '']"
10169,r271,United States -> Maine,United States,Maine,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10169,r272,United States -> Maine -> Public,United States,Maine,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10169,r273,United States -> Maine -> Public -> U. Maine,United States,Maine,Public,U. Maine,4,"['3,768', '']","['2,769', '']","['262', '']","['691', '']","['46', '']","['3,725', '']","['2,726', '']","['262', '']","['691', '']","['46', '']"
10169,r274,United States -> Maine -> Public -> U. Southern Maine,United States,Maine,Public,U. Southern Maine,4,"['30', '']","['0', '']","['0', '']","['30', '']","['0', '']","['30', '']","['0', '']","['0', '']","['30', '']","['0', '']"
10169,r275,United States -> Maine -> Private,United States,Maine,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10169,r276,United States -> Maine -> Private -> Bates C.,United States,Maine,Private,Bates C.,4,"['462', '']","['447', '']","['0', '']","['8', '']","['7', '']","['447', '']","['447', '']","['0', '']","['0', '']","['0', '']"
10169,r277,United States -> Maine -> Private -> Bowdoin C.,United States,Maine,Private,Bowdoin C.,4,"['81', '']","['28', '']","['0', '']","['53', '']","['0', '']","['81', '']","['28', '']","['0', '']","['53', '']","['0', '']"
10169,r278,United States -> Maine -> Private -> Colby C.,United States,Maine,Private,Colby C.,4,"['150', '']","['25', '']","['0', '']","['77', '']","['48', '']","['109', '']","['25', '']","['0', '']","['36', '']","['48', '']"
10169,r279,United States -> Maine -> Private -> U. New England,United States,Maine,Private,U. New England,4,"['66', '']","['0', '']","['59', '']","['7', '']","['0', '']","['59', '']","['0', '']","['59', '']","['0', '']","['0', '']"
10169,r280,United States -> Maryland,United States,Maryland,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10169,r281,United States -> Maryland -> Public,United States,Maryland,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10169,r282,United States -> Maryland -> Public -> Bowie State U.,United States,Maryland,Public,Bowie State U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10169,r283,United States -> Maryland -> Public -> Morgan State U.,United States,Maryland,Public,Morgan State U.,4,"['2,601', '']","['2,332', '']","['269', '']","['0', '']","['0', '']","['2,569', '']","['2,300', '']","['269', '']","['0', '']","['0', '']"
10169,r284,United States -> Maryland -> Public -> Salisbury U.,United States,Maryland,Public,Salisbury U.,4,"['157', '']","['80', '']","['0', '']","['77', '']","['0', '']","['77', '']","['0', '']","['0', '']","['77', '']","['0', '']"
10169,r285,United States -> Maryland -> Public -> Towson U.,United States,Maryland,Public,Towson U.,4,"['591', '']","['265', '']","['193', '']","['0', '']","['133', '']","['442', '']","['231', '']","['103', '']","['0', '']","['108', '']"
10169,r286,United States -> Maryland -> Public -> U. Baltimore,United States,Maryland,Public,U. Baltimore,4,"['3,437', '']","['845', '']","['345', '']","['1,510', '']","['737', '']","['3,437', '']","['845', '']","['345', '']","['1,510', '']","['737', '']"
10169,r287,United States -> Maryland -> Public -> U. Maryland<sup>c</sup>,United States,Maryland,Public,U. Maryland<sup>c</sup>,4,"['128,004', '']","['96,700', '']","['13,434', '']","['3,862', '']","['14,008', '']","['107,664', '']","['81,739', '']","['11,572', '']","['3,754', '']","['10,599', '']"
10169,r288,United States -> Maryland -> Public -> U. Maryland Center for Environmental Science,United States,Maryland,Public,U. Maryland Center for Environmental Science,4,"['3,264', '']","['2,847', '']","['197', '']","['7', '']","['213', '']","['2,747', '']","['2,330', '']","['197', '']","['7', '']","['213', '']"
10169,r289,"United States -> Maryland -> Public -> U. Maryland, Baltimore County",United States,Maryland,Public,"U. Maryland, Baltimore County",4,"['5,025', '']","['3,910', '']","['491', '']","['581', '']","['43', '']","['4,478', '']","['3,483', '']","['382', '']","['581', '']","['32', '']"
10169,r290,"United States -> Maryland -> Public -> U. Maryland, Eastern Shore",United States,Maryland,Public,"U. Maryland, Eastern Shore",4,"['2,561', '']","['2,538', '']","['0', '']","['0', '']","['23', '']","['2,561', '']","['2,538', '']","['0', '']","['0', '']","['23', '']"
10169,r291,United States -> Maryland -> Public -> U.S. Naval Academy,United States,Maryland,Public,U.S. Naval Academy,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10169,r292,United States -> Maryland -> Public -> Uniformed Services U. of the Health Sciences,United States,Maryland,Public,Uniformed Services U. of the Health Sciences,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10169,r293,United States -> Maryland -> Private,United States,Maryland,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10169,r294,United States -> Maryland -> Private -> Johns Hopkins U.<sup>d</sup>,United States,Maryland,Private,Johns Hopkins U.<sup>d</sup>,4,"['202,632', '']","['114,886', 'i']","['20,120', 'i']","['41,555', 'i']","['26,071', 'i']","['168,043', '']","['99,888', 'i']","['15,514', 'i']","['32,171', 'i']","['20,470', 'i']"
10169,r295,United States -> Massachusetts,United States,Massachusetts,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10169,r296,United States -> Massachusetts -> Public,United States,Massachusetts,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10169,r297,United States -> Massachusetts -> Public -> Framingham State U.,United States,Massachusetts,Public,Framingham State U.,4,"['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
10169,r298,"United States -> Massachusetts -> Public -> U. Massachusetts, Amherst",United States,Massachusetts,Public,"U. Massachusetts, Amherst",4,"['13,795', '']","['7,872', '']","['850', '']","['2,921', '']","['2,152', '']","['9,550', '']","['6,580', '']","['448', '']","['1,876', '']","['646', '']"
10169,r299,"United States -> Massachusetts -> Public -> U. Massachusetts, Boston",United States,Massachusetts,Public,"U. Massachusetts, Boston",4,"['7,047', '']","['3,698', '']","['877', '']","['2,222', '']","['250', '']","['2,269', '']","['1,329', '']","['118', '']","['630', '']","['192', '']"
10169,r300,"United States -> Massachusetts -> Public -> U. Massachusetts, Dartmouth",United States,Massachusetts,Public,"U. Massachusetts, Dartmouth",4,"['378', '']","['139', '']","['81', '']","['138', '']","['20', '']","['314', '']","['139', '']","['17', '']","['138', '']","['20', '']"
10169,r301,"United States -> Massachusetts -> Public -> U. Massachusetts, Lowell",United States,Massachusetts,Public,"U. Massachusetts, Lowell",4,"['7,558', '']","['3,422', '']","['1,462', '']","['2,626', '']","['48', '']","['6,572', '']","['3,101', '']","['1,024', '']","['2,426', '']","['21', '']"
10169,r302,"United States -> Massachusetts -> Public -> U. Massachusetts, Medical School",United States,Massachusetts,Public,"U. Massachusetts, Medical School",4,"['42,059', '']","['26,896', '']","['3,675', '']","['9,842', '']","['1,646', '']","['40,175', '']","['26,678', '']","['3,643', '']","['9,365', '']","['489', '']"
10169,r303,United States -> Massachusetts -> Private,United States,Massachusetts,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10169,r304,United States -> Massachusetts -> Private -> Amherst C.,United States,Massachusetts,Private,Amherst C.,4,"['264', '']","['264', '']","['0', '']","['0', '']","['0', '']","['264', '']","['264', '']","['0', '']","['0', '']","['0', '']"
10169,r305,United States -> Massachusetts -> Private -> Babson C.,United States,Massachusetts,Private,Babson C.,4,"['NA', '']","['NA', '']","['NA', '']","['NA', '']","['NA', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10169,r306,United States -> Massachusetts -> Private -> Bentley U.,United States,Massachusetts,Private,Bentley U.,4,"['158', '']","['158', '']","['0', '']","['0', '']","['0', '']","['158', '']","['158', '']","['0', '']","['0', '']","['0', '']"
10169,r307,United States -> Massachusetts -> Private -> Boston C.,United States,Massachusetts,Private,Boston C.,4,"['6,882', '']","['2,112', '']","['49', '']","['2,513', '']","['2,208', '']","['4,219', '']","['1,694', '']","['0', '']","['1,995', '']","['530', '']"
