table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_doe_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
10153,r115,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,114,"['4,470', '']","['61', '']","['1', '']","['0', '']","['0', '']","['1,112', '']","['0', '']","['0', '']","['0', '']","['3,296', '']","['0', '']"
10153,r116,All institutions -> Utah State U.,All institutions,Utah State U.,2,115,"['4,455', '']","['0', '']","['0', '']","['382', '']","['0', '']","['950', '']","['0', '']","['0', '']","['0', '']","['3,123', '']","['0', '']"
10153,r117,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,116,"['4,298', '']","['0', '']","['0', '']","['353', '']","['33', '']","['613', '']","['0', '']","['76', '']","['0', '']","['3,223', '']","['0', '']"
10153,r118,All institutions -> Ohio U.,All institutions,Ohio U.,2,117,"['4,255', '']","['0', '']","['1,762', '']","['0', '']","['0', '']","['2,431', '']","['0', '']","['0', '']","['0', '']","['62', '']","['0', '']"
10153,r119,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,118,"['4,206', '']","['347', '']","['191', '']","['76', '']","['0', '']","['713', '']","['0', '']","['0', '']","['0', '']","['2,879', '']","['0', '']"
10153,r120,All institutions -> Catholic U. of America,All institutions,Catholic U. of America,2,119,"['4,180', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4,180', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r121,All institutions -> Tufts U.,All institutions,Tufts U.,2,120,"['4,042', '']","['0', '']","['0', '']","['108', '']","['0', '']","['2,541', '']","['0', '']","['0', '']","['0', '']","['1,393', '']","['0', '']"
10153,r122,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,121,"['3,998', '']","['19', '']","['1,628', '']","['40', '']","['0', '']","['962', '']","['0', '']","['502', '']","['0', '']","['847', '']","['0', '']"
10153,r123,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,122,"['3,965', '']","['300', '']","['175', '']","['232', '']","['0', '']","['2,181', '']","['0', '']","['0', '']","['0', '']","['1,077', '']","['0', '']"
10153,r124,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,123,"['3,942', '']","['52', '']","['0', '']","['0', '']","['0', '']","['826', '']","['0', '']","['0', '']","['0', '']","['3,064', '']","['0', '']"
10153,r125,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,124,"['3,812', '']","['0', '']","['0', '']","['0', '']","['0', '']","['794', '']","['23', '']","['0', '']","['0', '']","['2,995', '']","['0', '']"
10153,r126,All institutions -> Boise State U.,All institutions,Boise State U.,2,125,"['3,775', '']","['73', '']","['2', '']","['37', '']","['0', '']","['2,192', '']","['0', '']","['80', '']","['0', '']","['1,384', '']","['7', '']"
10153,r127,All institutions -> Emory U.,All institutions,Emory U.,2,126,"['3,772', '']","['42', '']","['95', '']","['823', '']","['191', '']","['2,462', '']","['0', '']","['0', '']","['0', '']","['159', '']","['0', '']"
10153,r128,All institutions -> U. Iowa,All institutions,U. Iowa,2,127,"['3,726', '']","['122', '']","['0', '']","['18', '']","['0', '']","['3,169', '']","['0', '']","['0', '']","['0', '']","['417', '']","['0', '']"
10153,r129,All institutions -> Temple U.,All institutions,Temple U.,2,128,"['3,360', '']","['301', '']","['5', '']","['0', '']","['103', '']","['2,579', '']","['0', '']","['0', '']","['0', '']","['372', '']","['0', '']"
10153,r130,"All institutions -> U. North Carolina, Charlotte",All institutions,"U. North Carolina, Charlotte",2,129,"['3,330', '']","['49', '']","['0', '']","['0', '']","['0', '']","['26', '']","['0', '']","['0', '']","['0', '']","['3,255', '']","['0', '']"
10153,r131,All institutions -> Idaho State U.,All institutions,Idaho State U.,2,130,"['3,304', '']","['188', '']","['284', '']","['43', '']","['0', '']","['468', '']","['32', '']","['0', '']","['0', '']","['2,284', '']","['5', '']"
10153,r132,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,131,"['3,287', '']","['0', '']","['122', '']","['216', '']","['0', '']","['1,165', '']","['0', '']","['0', '']","['0', '']","['1,773', '']","['11', '']"
10153,r133,All institutions -> Worcester Polytechnic Institute,All institutions,Worcester Polytechnic Institute,2,132,"['3,184', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,184', '']","['0', '']"
10153,r134,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,133,"['3,097', '']","['0', '']","['0', '']","['1,413', '']","['0', '']","['1,107', '']","['0', '']","['0', '']","['0', '']","['577', '']","['0', '']"
10153,r135,All institutions -> Northern Illinois U.,All institutions,Northern Illinois U.,2,134,"['3,075', '']","['244', '']","['19', '']","['0', '']","['0', '']","['2,647', '']","['0', '']","['0', '']","['0', '']","['165', '']","['0', '']"
10153,r136,All institutions -> George Washington U.,All institutions,George Washington U.,2,135,"['2,967', '']","['190', '']","['0', '']","['56', '']","['0', '']","['2,005', '']","['0', '']","['159', '']","['0', '']","['557', '']","['0', '']"
10153,r137,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,136,"['2,931', '']","['0', '']","['97', '']","['0', '']","['0', '']","['2,654', '']","['0', '']","['0', '']","['0', '']","['180', '']","['0', '']"
10153,r138,All institutions -> Drexel U.,All institutions,Drexel U.,2,137,"['2,861', '']","['24', '']","['0', '']","['0', '']","['0', '']","['560', '']","['0', '']","['0', '']","['0', '']","['2,277', '']","['0', '']"
10153,r139,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,138,"['2,652', '']","['0', '']","['11', '']","['0', '']","['0', '']","['1,714', '']","['0', '']","['0', '']","['0', '']","['927', '']","['0', '']"
10153,r140,All institutions -> Western Michigan U. and Homer Stryker M.D. School of Medicine,All institutions,Western Michigan U. and Homer Stryker M.D. School of Medicine,2,139,"['2,596', '']","['0', '']","['104', '']","['0', '']","['0', '']","['40', '']","['0', '']","['0', '']","['0', '']","['2,452', '']","['0', '']"
10153,r141,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,140,"['2,571', '']","['0', '']","['7', '']","['0', '']","['0', '']","['823', '']","['0', '']","['0', '']","['0', '']","['1,597', '']","['144', '']"
10153,r142,"All institutions -> U. California, Merced",All institutions,"U. California, Merced",2,141,"['2,559', '']","['75', '']","['103', '']","['8', '']","['79', '']","['1,503', '']","['0', '']","['41', '']","['222', '']","['528', '']","['0', '']"
10153,r143,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,142,"['2,484', '']","['0', '']","['62', '']","['741', '']","['0', '']","['802', '']","['0', '']","['0', '']","['0', '']","['879', '']","['0', '']"
10153,r144,All institutions -> William & Mary,All institutions,William & Mary,2,143,"['2,419', '']","['354', '']","['157', '']","['0', '']","['0', '']","['1,656', '']","['0', '']","['0', '']","['0', '']","['0', '']","['252', '']"
10153,r145,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,144,"['2,396', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,167', '']","['0', '']","['0', '']","['0', '']","['229', '']","['0', '']"
10153,r146,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,145,"['2,361', '']","['0', '']","['79', '']","['0', '']","['0', '']","['42', '']","['0', '']","['0', '']","['0', '']","['2,240', '']","['0', '']"
10153,r147,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,146,"['2,146', '']","['105', '']","['179', '']","['1,728', '']","['0', '']","['126', '']","['0', '']","['0', '']","['0', '']","['0', '']","['8', '']"
10153,r148,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,147,"['2,092', '']","['0', '']","['0', '']","['0', '']","['0', '']","['509', '']","['0', '']","['0', '']","['0', '']","['1,241', '']","['342', '']"
10153,r149,All institutions -> U. South Florida<sup>c</sup>,All institutions,U. South Florida<sup>c</sup>,2,148,"['2,056', '']","['44', '']","['0', '']","['0', '']","['0', '']","['623', '']","['0', '']","['0', '']","['0', '']","['1,124', '']","['265', '']"
10153,r150,All institutions -> U. Louisville,All institutions,U. Louisville,2,149,"['2,052', '']","['0', '']","['0', '']","['0', '']","['0', '']","['220', '']","['0', '']","['0', '']","['0', '']","['1,832', '']","['0', '']"
10153,r151,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,150,"['2,009', '']","['0', '']","['531', '']","['658', '']","['0', '']","['269', '']","['0', '']","['0', '']","['0', '']","['551', '']","['0', '']"
10153,r152,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,151,"['1,991', '']","['70', '']","['0', '']","['29', '']","['0', '']","['844', '']","['0', '']","['0', '']","['0', '']","['1,048', '']","['0', '']"
10153,r153,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,152,"['1,956', '']","['121', '']","['268', '']","['42', '']","['0', '']","['1,525', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r154,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,153,"['1,921', '']","['129', '']","['0', '']","['0', '']","['0', '']","['596', '']","['0', '']","['0', '']","['0', '']","['1,196', '']","['0', '']"
10153,r155,All institutions -> Marquette U.,All institutions,Marquette U.,2,154,"['1,901', '']","['0', '']","['0', '']","['0', '']","['0', '']","['132', '']","['0', '']","['0', '']","['0', '']","['1,769', '']","['0', '']"
10153,r156,All institutions -> South Dakota School of Mines and Technology,All institutions,South Dakota School of Mines and Technology,2,155,"['1,845', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,073', '']","['0', '']","['0', '']","['0', '']","['772', '']","['0', '']"
10153,r157,All institutions -> Stevens Institute of Technology,All institutions,Stevens Institute of Technology,2,156,"['1,775', '']","['37', '']","['0', '']","['0', '']","['0', '']","['130', '']","['0', '']","['0', '']","['0', '']","['1,546', '']","['62', '']"
10153,r158,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,157,"['1,661', 'i']","['0', 'i']","['658', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,003', 'i']","['0', '']"
10153,r159,All institutions -> Central Michigan U.,All institutions,Central Michigan U.,2,158,"['1,651', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,651', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r160,"All institutions -> SUNY, Polytechnic Institute",All institutions,"SUNY, Polytechnic Institute",2,159,"['1,640', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,640', '']","['0', '']"
10153,r161,All institutions -> Tulane U.,All institutions,Tulane U.,2,160,"['1,639', '']","['786', '']","['0', '']","['35', '']","['105', '']","['369', '']","['0', '']","['0', '']","['0', '']","['191', '']","['153', '']"
10153,r162,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,161,"['1,575', '']","['0', '']","['0', '']","['936', '']","['0', '']","['639', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r163,All institutions -> North Carolina A&T State U.,All institutions,North Carolina A&T State U.,2,162,"['1,557', '']","['204', '']","['0', '']","['38', '']","['0', '']","['267', '']","['0', '']","['0', '']","['0', '']","['1,027', '']","['21', '']"
10153,r164,All institutions -> Baylor U.,All institutions,Baylor U.,2,163,"['1,484', '']","['0', '']","['148', '']","['251', '']","['75', '']","['921', '']","['0', '']","['0', '']","['0', '']","['89', '']","['0', '']"
10153,r165,All institutions -> Illinois State U.,All institutions,Illinois State U.,2,164,"['1,449', '']","['0', '']","['0', '']","['1,449', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r166,All institutions -> Southern Methodist U.,All institutions,Southern Methodist U.,2,165,"['1,431', '']","['0', '']","['0', '']","['0', '']","['104', '']","['1,122', '']","['0', '']","['0', '']","['0', '']","['205', '']","['0', '']"
10153,r167,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,166,"['1,392', '']","['276', '']","['0', '']","['0', '']","['0', '']","['216', '']","['0', '']","['0', '']","['0', '']","['801', '']","['99', '']"
10153,r168,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,167,"['1,322', '']","['0', '']","['200', '']","['535', '']","['0', '']","['392', '']","['0', '']","['0', '']","['0', '']","['195', '']","['0', '']"
10153,r169,All institutions -> Tennessee Technological U.,All institutions,Tennessee Technological U.,2,168,"['1,319', '']","['0', '']","['0', '']","['0', '']","['0', '']","['162', '']","['0', '']","['0', '']","['0', '']","['883', '']","['274', '']"
10153,r170,All institutions -> Prairie View A&M U.,All institutions,Prairie View A&M U.,2,169,"['1,313', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,154', '']","['0', '']","['0', '']","['0', '']","['159', '']","['0', '']"
10153,r171,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,170,"['1,300', '']","['0', '']","['405', '']","['0', '']","['0', '']","['299', '']","['0', '']","['0', '']","['0', '']","['596', '']","['0', '']"
10153,r172,All institutions -> U. Miami,All institutions,U. Miami,2,171,"['1,284', '']","['54', '']","['713', '']","['155', '']","['0', '']","['111', '']","['0', '']","['0', '']","['0', '']","['251', '']","['0', '']"
10153,r173,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,172,"['1,278', '']","['0', '']","['0', '']","['163', '']","['0', '']","['1,115', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r174,All institutions -> Portland State U.,All institutions,Portland State U.,2,173,"['1,262', '']","['25', '']","['73', '']","['0', '']","['12', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,152', '']","['0', '']"
10153,r175,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,174,"['1,253', '']","['0', '']","['0', '']","['0', '']","['0', '']","['560', '']","['0', '']","['11', '']","['0', '']","['682', '']","['0', '']"
10153,r176,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,175,"['1,214', '']","['1', '']","['17', '']","['0', '']","['0', '']","['1,196', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r177,All institutions -> U. Dayton,All institutions,U. Dayton,2,176,"['1,209', '']","['43', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,166', '']","['0', '']"
10153,r178,"All institutions -> Purdue U., Northwest",All institutions,"Purdue U., Northwest",2,177,"['1,193', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,193', '']","['0', '']"
10153,r179,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,178,"['1,180', '']","['0', '']","['91', '']","['152', '']","['0', '']","['528', '']","['0', '']","['0', '']","['0', '']","['409', '']","['0', '']"
10153,r180,All institutions -> George Mason U.,All institutions,George Mason U.,2,179,"['1,151', '']","['52', '']","['92', '']","['0', '']","['0', '']","['114', '']","['0', '']","['0', '']","['0', '']","['893', '']","['0', '']"
10153,r181,All institutions -> Cold Spring Harbor Laboratory,All institutions,Cold Spring Harbor Laboratory,2,180,"['1,143', '']","['0', '']","['0', '']","['1,143', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r182,All institutions -> North Carolina Central U.,All institutions,North Carolina Central U.,2,181,"['1,116', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,116', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r183,All institutions -> Kent State U.,All institutions,Kent State U.,2,182,"['1,095', '']","['3', '']","['40', '']","['0', '']","['0', '']","['946', '']","['0', '']","['0', '']","['0', '']","['106', '']","['0', '']"
10153,r184,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,183,"['1,092', '']","['398', '']","['344', '']","['290', '']","['0', '']","['60', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r185,All institutions -> U. Akron,All institutions,U. Akron,2,184,"['1,061', '']","['0', '']","['8', '']","['0', '']","['0', '']","['1,027', '']","['0', '']","['0', '']","['0', '']","['26', '']","['0', '']"
10153,r186,All institutions -> U. South Alabama,All institutions,U. South Alabama,2,185,"['1,036', '']","['0', '']","['0', '']","['0', '']","['0', '']","['146', '']","['0', '']","['0', '']","['0', '']","['890', '']","['0', '']"
10153,r187,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,186,"['1,009', '']","['36', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['17', '']","['0', '']","['845', '']","['111', '']"
10153,r188,"All institutions -> U. Puerto Rico, Mayaguez",All institutions,"U. Puerto Rico, Mayaguez",2,187,"['983', '']","['0', '']","['73', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['910', '']","['0', '']"
10153,r189,All institutions -> Boston C.,All institutions,Boston C.,2,188,"['940', '']","['0', '']","['0', '']","['0', '']","['0', '']","['940', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r190,All institutions -> Abilene Christian U.,All institutions,Abilene Christian U.,2,189,"['905', '']","['0', '']","['0', '']","['0', '']","['0', '']","['905', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r191,All institutions -> U. Texas Rio Grande Valley,All institutions,U. Texas Rio Grande Valley,2,190,"['903', '']","['0', '']","['0', '']","['0', '']","['0', '']","['103', '']","['0', '']","['0', '']","['0', '']","['800', '']","['0', '']"
10153,r192,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,191,"['869', '']","['0', '']","['414', '']","['0', '']","['0', '']","['274', '']","['0', '']","['0', '']","['0', '']","['181', '']","['0', '']"
10153,r193,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,192,"['856', '']","['0', '']","['0', '']","['0', '']","['0', '']","['705', '']","['0', '']","['0', '']","['0', '']","['151', '']","['0', '']"
10153,r194,All institutions -> South Carolina State U.,All institutions,South Carolina State U.,2,193,"['845', 'i']","['0', 'i']","['0', 'i']","['216', 'i']","['0', 'i']","['185', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['444', 'i']","['0', 'i']"
10153,r195,All institutions -> U. of the District of Columbia,All institutions,U. of the District of Columbia,2,193,"['845', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['845', '']","['0', '']"
10153,r196,All institutions -> U. Tulsa,All institutions,U. Tulsa,2,195,"['841', '']","['46', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['795', '']","['0', '']"
10153,r197,"All institutions -> CUNY, Hunter C.",All institutions,"CUNY, Hunter C.",2,196,"['833', '']","['0', '']","['0', '']","['0', '']","['0', '']","['833', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r198,All institutions -> Hampton U.,All institutions,Hampton U.,2,197,"['832', '']","['0', '']","['0', '']","['117', '']","['163', '']","['541', '']","['0', '']","['0', '']","['0', '']","['11', '']","['0', '']"
10153,r199,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,198,"['785', '']","['0', '']","['19', '']","['0', '']","['0', '']","['766', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r200,"All institutions -> U. Ana G. Mendez, Gurabo",All institutions,"U. Ana G. Mendez, Gurabo",2,199,"['783', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['701', 'i']","['82', 'i']"
10153,r201,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,200,"['779', '']","['0', '']","['310', '']","['109', '']","['99', '']","['169', '']","['0', '']","['0', '']","['0', '']","['12', '']","['80', '']"
10153,r202,"All institutions -> U. Tennessee, Chattanooga",All institutions,"U. Tennessee, Chattanooga",2,201,"['762', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['497', '']","['265', '']","['0', '']"
10153,r203,All institutions -> West Texas A&M U.,All institutions,West Texas A&M U.,2,202,"['739', '']","['0', '']","['147', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['592', '']","['0', '']"
10153,r204,All institutions -> Naval Postgraduate School,All institutions,Naval Postgraduate School,2,203,"['737', '']","['151', '']","['90', '']","['0', '']","['13', '']","['0', '']","['0', '']","['420', '']","['0', '']","['0', '']","['63', '']"
10153,r205,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,203,"['737', '']","['0', '']","['0', '']","['0', '']","['0', '']","['395', '']","['0', '']","['7', '']","['0', '']","['268', '']","['67', '']"
10153,r206,All institutions -> East Carolina U.,All institutions,East Carolina U.,2,205,"['734', '']","['0', '']","['734', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r207,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,206,"['700', '']","['0', '']","['20', '']","['27', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['653', '']","['0', '']"
10153,r208,All institutions -> Tennessee State U.,All institutions,Tennessee State U.,2,207,"['661', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['661', '']","['0', '']"
10153,r209,All institutions -> Morehouse C.,All institutions,Morehouse C.,2,208,"['631', '']","['79', '']","['0', '']","['0', '']","['0', '']","['492', '']","['0', '']","['0', '']","['60', '']","['0', '']","['0', '']"
10153,r210,All institutions -> U. Maryland Center for Environmental Science,All institutions,U. Maryland Center for Environmental Science,2,209,"['608', '']","['0', '']","['51', '']","['557', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r211,All institutions -> U. Vermont,All institutions,U. Vermont,2,210,"['600', '']","['0', '']","['0', '']","['0', '']","['0', '']","['17', '']","['0', '']","['0', '']","['0', '']","['583', '']","['0', '']"
10153,r212,All institutions -> Alabama A&M U.,All institutions,Alabama A&M U.,2,211,"['564', 'i']","['14', 'i']","['0', 'i']","['71', 'i']","['1', 'i']","['196', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['278', 'i']","['4', 'i']"
10153,r213,All institutions -> Morgan State U.,All institutions,Morgan State U.,2,211,"['564', '']","['241', '']","['0', '']","['0', '']","['0', '']","['66', '']","['0', '']","['0', '']","['0', '']","['237', '']","['20', '']"
10153,r214,"All institutions -> CUNY, York C.",All institutions,"CUNY, York C.",2,213,"['557', '']","['0', '']","['557', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r215,All institutions -> Saginaw Valley State U.,All institutions,Saginaw Valley State U.,2,214,"['543', 'i']","['1', 'i']","['0', 'i']","['542', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
10153,r216,All institutions -> Pace U.,All institutions,Pace U.,2,215,"['529', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['529', '']","['0', '']"
10153,r217,All institutions -> Lawrence Technological U.,All institutions,Lawrence Technological U.,2,216,"['520', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['520', '']"
10153,r218,"All institutions -> SUNY, Geneseo",All institutions,"SUNY, Geneseo",2,217,"['507', '']","['0', '']","['0', '']","['0', '']","['0', '']","['507', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r219,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,218,"['496', '']","['0', '']","['0', '']","['0', '']","['0', '']","['479', '']","['0', '']","['0', '']","['0', '']","['0', '']","['17', '']"
10153,r220,All institutions -> Bowling Green State U.,All institutions,Bowling Green State U.,2,219,"['488', '']","['0', '']","['0', '']","['44', '']","['0', '']","['444', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r221,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,220,"['485', '']","['0', '']","['0', '']","['0', '']","['0', '']","['50', '']","['0', '']","['0', '']","['0', '']","['435', '']","['0', '']"
10153,r222,"All institutions -> California Polytechnic State U., San Luis Obispo",All institutions,"California Polytechnic State U., San Luis Obispo",2,221,"['471', '']","['0', '']","['0', '']","['29', '']","['0', '']","['315', '']","['0', '']","['0', '']","['0', '']","['127', '']","['0', '']"
10153,r223,All institutions -> South Dakota State U.,All institutions,South Dakota State U.,2,222,"['460', '']","['0', '']","['0', '']","['74', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['386', '']","['0', '']"
10153,r224,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,223,"['457', '']","['0', '']","['0', '']","['0', '']","['0', '']","['408', '']","['0', '']","['0', '']","['0', '']","['49', '']","['0', '']"
10153,r225,"All institutions -> Rutgers, State U. New Jersey, Newark",All institutions,"Rutgers, State U. New Jersey, Newark",2,224,"['455', '']","['0', '']","['8', '']","['0', '']","['0', '']","['447', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r226,All institutions -> Claflin U.,All institutions,Claflin U.,2,225,"['450', '']","['361', '']","['89', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r227,All institutions -> U.S. Air Force Academy,All institutions,U.S. Air Force Academy,2,225,"['450', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['450', '']","['0', '']"
10153,r228,All institutions -> Barnard C.,All institutions,Barnard C.,2,227,"['425', '']","['0', '']","['0', '']","['0', '']","['0', '']","['425', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r229,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,228,"['404', '']","['0', '']","['0', '']","['404', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r230,All institutions -> U. Memphis,All institutions,U. Memphis,2,229,"['397', '']","['0', '']","['6', '']","['0', '']","['0', '']","['69', '']","['0', '']","['0', '']","['0', '']","['322', '']","['0', '']"
10153,r231,"All institutions -> U. Massachusetts, Medical School",All institutions,"U. Massachusetts, Medical School",2,230,"['396', '']","['0', '']","['0', '']","['396', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r232,All institutions -> Florida Institute of Technology,All institutions,Florida Institute of Technology,2,231,"['349', '']","['0', '']","['0', '']","['0', '']","['0', '']","['349', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r233,"All institutions -> U. Michigan, Dearborn",All institutions,"U. Michigan, Dearborn",2,232,"['347', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['347', '']","['0', '']"
10153,r234,"All institutions -> U. Minnesota, Duluth",All institutions,"U. Minnesota, Duluth",2,233,"['344', '']","['0', '']","['0', '']","['334', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['10', '']","['0', '']"
10153,r235,"All institutions -> California State U., East Bay",All institutions,"California State U., East Bay",2,234,"['341', '']","['0', '']","['0', '']","['93', '']","['0', '']","['248', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
