table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_2017,field_2018,field_2019,field_2020
5463,r214,"New York -> Public -> SUNY, Oneonta",New York,Public,"SUNY, Oneonta",3,"['397', '']","['834', '']","['623', '']","['214', '']"
5463,r215,New York -> Private,New York,Private,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r216,New York -> Private -> Adelphi U.,New York,Private,Adelphi U.,3,"['347', '']","['330', '']","['359', '']","['369', 'i']"
5463,r217,New York -> Private -> Bard C.,New York,Private,Bard C.,3,"['228', '']","['234', '']","['235', '']","['242', '']"
5463,r218,New York -> Private -> Canisius C.,New York,Private,Canisius C.,3,"['1,546', '']","['1,069', '']","['950', '']","['1,094', '']"
5463,r219,New York -> Private -> Cooper Union for the Advancement of Science and Art,New York,Private,Cooper Union for the Advancement of Science and Art,3,"['341', '']","['418', '']","['710', '']","['501', '']"
5463,r220,New York -> Private -> D'Youville C.,New York,Private,D'Youville C.,3,"['ne', '']","['ne', '']","['383', '']","['382', '']"
5463,r221,New York -> Private -> Iona C.,New York,Private,Iona C.,3,"['166', '']","['ne', '']","['ne', '']","['239', '']"
5463,r222,New York -> Private -> Le Moyne C.,New York,Private,Le Moyne C.,3,"['ne', '']","['ne', '']","['163', '']","['167', 'i']"
5463,r223,New York -> Private -> Marist C.,New York,Private,Marist C.,3,"['692', '']","['613', '']","['320', '']","['156', '']"
5463,r224,New York -> Private -> New York Law School,New York,Private,New York Law School,3,"['233', '']","['257', '']","['173', '']","['225', '']"
5463,r225,New York -> Private -> Northeast C. of Health Sciences,New York,Private,Northeast C. of Health Sciences,3,"['348', '']","['395', '']","['334', '']","['234', '']"
5463,r226,New York -> Private -> Sarah Lawrence C.,New York,Private,Sarah Lawrence C.,3,"['ne', '']","['269', '']","['532', '']","['355', '']"
5463,r227,New York -> Private -> Siena C.,New York,Private,Siena C.,3,"['1,425', '']","['941', '']","['944', '']","['884', '']"
5463,r228,New York -> Private -> St. Lawrence U.,New York,Private,St. Lawrence U.,3,"['639', '']","['280', '']","['194', '']","['441', '']"
5463,r229,New York -> Private -> Touro C.,New York,Private,Touro C.,3,"['679', '']","['546', '']","['470', '']","['439', '']"
5463,r230,New York -> Private -> Utica C.,New York,Private,Utica C.,3,"['370', '']","['420', '']","['598', '']","['549', '']"
5463,r231,North Carolina,North Carolina,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r232,North Carolina -> Public,North Carolina,Public,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r233,"North Carolina -> Public -> U. North Carolina, Pembroke",North Carolina,Public,"U. North Carolina, Pembroke",3,"['554', '']","['814', '']","['620', '']","['344', '']"
5463,r234,North Dakota,North Dakota,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r235,North Dakota -> Public,North Dakota,Public,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r236,North Dakota -> Public -> Mayville State U.,North Dakota,Public,Mayville State U.,3,"['262', '']","['267', '']","['292', '']","['509', '']"
5463,r237,North Dakota -> Public -> Minot State U.,North Dakota,Public,Minot State U.,3,"['436', '']","['418', '']","['251', '']","['253', '']"
5463,r238,North Dakota -> Private,North Dakota,Private,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r239,North Dakota -> Private -> United Tribes Technical C.,North Dakota,Private,United Tribes Technical C.,3,"['ne', '']","['ne', '']","['379', '']","['976', '']"
5463,r240,Ohio,Ohio,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r241,Ohio -> Private,Ohio,Private,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r242,Ohio -> Private -> Denison U.,Ohio,Private,Denison U.,3,"['ne', '']","['585', 'i']","['577', '']","['727', '']"
5463,r243,Ohio -> Private -> John Carroll U.,Ohio,Private,John Carroll U.,3,"['367', '']","['370', '']","['658', '']","['1,865', '']"
5463,r244,Ohio -> Private -> Ohio Northern U.,Ohio,Private,Ohio Northern U.,3,"['399', '']","['405', '']","['316', '']","['348', '']"
5463,r245,Ohio -> Private -> Ohio Wesleyan U.,Ohio,Private,Ohio Wesleyan U.,3,"['405', '']","['509', '']","['325', '']","['323', '']"
5463,r246,Ohio -> Private -> Wittenberg U.,Ohio,Private,Wittenberg U.,3,"['270', '']","['273', '']","['267', '']","['297', '']"
5463,r247,Oklahoma,Oklahoma,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r248,Oklahoma -> Public,Oklahoma,Public,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r249,Oklahoma -> Public -> East Central U.,Oklahoma,Public,East Central U.,3,"['493', '']","['368', '']","['310', 'i']","['251', '']"
5463,r250,Oklahoma -> Public -> Northeastern State U.,Oklahoma,Public,Northeastern State U.,3,"['475', '']","['245', '']","['432', '']","['406', '']"
5463,r251,Oklahoma -> Public -> Southwestern Oklahoma State U.,Oklahoma,Public,Southwestern Oklahoma State U.,3,"['274', '']","['527', '']","['504', '']","['484', '']"
5463,r252,Oregon,Oregon,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r253,Oregon -> Public,Oregon,Public,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r254,Oregon -> Public -> Eastern Oregon U.,Oregon,Public,Eastern Oregon U.,3,"['493', '']","['562', '']","['472', '']","['172', '']"
5463,r255,Oregon -> Public -> Southern Oregon U.,Oregon,Public,Southern Oregon U.,3,"['776', '']","['660', '']","['424', '']","['493', '']"
5463,r256,Oregon -> Private,Oregon,Private,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r257,Oregon -> Private -> Linfield C.,Oregon,Private,Linfield C.,3,"['249', '']","['326', '']","['464', '']","['319', '']"
5463,r258,Oregon -> Private -> U. Portland,Oregon,Private,U. Portland,3,"['934', '']","['1,061', '']","['942', '']","['737', '']"
5463,r259,Pennsylvania,Pennsylvania,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r260,Pennsylvania -> Public,Pennsylvania,Public,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r261,Pennsylvania -> Public -> Bloomsburg U. Pennsylvania,Pennsylvania,Public,Bloomsburg U. Pennsylvania,3,"['797', '']","['727', '']","['734', '']","['735', '']"
5463,r262,Pennsylvania -> Public -> East Stroudsburg U. Pennsylvania,Pennsylvania,Public,East Stroudsburg U. Pennsylvania,3,"['324', '']","['813', '']","['677', '']","['797', '']"
5463,r263,Pennsylvania -> Public -> Kutztown U. Pennsylvania,Pennsylvania,Public,Kutztown U. Pennsylvania,3,"['463', '']","['415', '']","['464', '']","['472', '']"
5463,r264,Pennsylvania -> Public -> Millersville U. Pennsylvania,Pennsylvania,Public,Millersville U. Pennsylvania,3,"['673', '']","['862', '']","['782', '']","['402', '']"
5463,r265,"Pennsylvania -> Public -> Pennsylvania State U., Altoona",Pennsylvania,Public,"Pennsylvania State U., Altoona",3,"['870', '']","['708', '']","['680', '']","['714', '']"
5463,r266,"Pennsylvania -> Public -> Pennsylvania State U., Berks",Pennsylvania,Public,"Pennsylvania State U., Berks",3,"['342', '']","['562', '']","['273', '']","['372', '']"
5463,r267,"Pennsylvania -> Public -> Pennsylvania State U., Lehigh Valley",Pennsylvania,Public,"Pennsylvania State U., Lehigh Valley",3,"['ne', '']","['ne', '']","['ne', '']","['150', '']"
5463,r268,Pennsylvania -> Public -> Shippensburg U. Pennsylvania,Pennsylvania,Public,Shippensburg U. Pennsylvania,3,"['727', '']","['315', '']","['347', '']","['204', '']"
5463,r269,Pennsylvania -> Public -> Slippery Rock U. Pennsylvania,Pennsylvania,Public,Slippery Rock U. Pennsylvania,3,"['ne', '']","['218', '']","['213', '']","['390', '']"
5463,r270,Pennsylvania -> Public -> U.S. Army War C.,Pennsylvania,Public,U.S. Army War C.,3,"['ne', '']","['ne', '']","['4,418', 'i']","['4,500', '']"
5463,r271,Pennsylvania -> Private,Pennsylvania,Private,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r272,Pennsylvania -> Private -> Allegheny C.,Pennsylvania,Private,Allegheny C.,3,"['1,243', '']","['1,069', '']","['632', '']","['449', '']"
5463,r273,Pennsylvania -> Private -> Arcadia U.,Pennsylvania,Private,Arcadia U.,3,"['566', '']","['430', '']","['522', '']","['1,072', '']"
5463,r274,Pennsylvania -> Private -> Bryn Athyn C.,Pennsylvania,Private,Bryn Athyn C.,3,"['255', '']","['420', '']","['305', '']","['432', '']"
5463,r275,Pennsylvania -> Private -> Gannon U.,Pennsylvania,Private,Gannon U.,3,"['424', '']","['409', '']","['555', '']","['351', '']"
5463,r276,Pennsylvania -> Private -> Geisinger Commonwealth School of Medicine,Pennsylvania,Private,Geisinger Commonwealth School of Medicine,3,"['ne', '']","['ne', '']","['ne', '']","['150', 'i']"
5463,r277,Pennsylvania -> Private -> Juniata C.,Pennsylvania,Private,Juniata C.,3,"['421', '']","['605', '']","['560', '']","['937', '']"
5463,r278,Pennsylvania -> Private -> Lake Erie C. of Osteopathic Medicine,Pennsylvania,Private,Lake Erie C. of Osteopathic Medicine,3,"['639', '']","['704', '']","['565', '']","['472', '']"
5463,r279,Pennsylvania -> Private -> Moravian C.,Pennsylvania,Private,Moravian C.,3,"['184', '']","['271', '']","['273', '']","['309', '']"
5463,r280,Pennsylvania -> Private -> Muhlenberg C.,Pennsylvania,Private,Muhlenberg C.,3,"['721', '']","['472', '']","['539', '']","['398', '']"
5463,r281,Pennsylvania -> Private -> Saint Francis U.,Pennsylvania,Private,Saint Francis U.,3,"['ne', '']","['650', '']","['829', '']","['878', '']"
5463,r282,Pennsylvania -> Private -> Salus U.,Pennsylvania,Private,Salus U.,3,"['1,566', '']","['1,286', '']","['854', '']","['650', '']"
5463,r283,Pennsylvania -> Private -> Susquehanna U.,Pennsylvania,Private,Susquehanna U.,3,"['971', '']","['511', '']","['368', '']","['496', '']"
5463,r284,Pennsylvania -> Private -> U. Scranton,Pennsylvania,Private,U. Scranton,3,"['314', '']","['290', '']","['450', '']","['595', '']"
5463,r285,Pennsylvania -> Private -> Ursinus C.,Pennsylvania,Private,Ursinus C.,3,"['982', '']","['925', '']","['768', '']","['497', '']"
5463,r286,"Pennsylvania -> Private -> Widener U., Chester",Pennsylvania,Private,"Widener U., Chester",3,"['541', '']","['534', '']","['764', '']","['586', '']"
5463,r287,Pennsylvania -> Private -> Wilkes U.,Pennsylvania,Private,Wilkes U.,3,"['598', '']","['653', '']","['549', '']","['968', '']"
5463,r288,Rhode Island,Rhode Island,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r289,Rhode Island -> Private,Rhode Island,Private,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r290,Rhode Island -> Private -> Bryant U.,Rhode Island,Private,Bryant U.,3,"['316', '']","['347', '']","['353', '']","['302', '']"
5463,r291,Rhode Island -> Private -> Salve Regina U.,Rhode Island,Private,Salve Regina U.,3,"['283', '']","['419', '']","['495', '']","['591', '']"
5463,r292,South Carolina,South Carolina,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r293,South Carolina -> Public,South Carolina,Public,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r294,South Carolina -> Public -> Francis Marion U.,South Carolina,Public,Francis Marion U.,3,"['202', '']","['258', '']","['362', '']","['216', '']"
5463,r295,South Carolina -> Public -> U. South Carolina Upstate,South Carolina,Public,U. South Carolina Upstate,3,"['203', '']","['ne', '']","['257', '']","['437', '']"
5463,r296,"South Carolina -> Public -> U. South Carolina, Beaufort",South Carolina,Public,"U. South Carolina, Beaufort",3,"['555', '']","['497', '']","['532', '']","['599', '']"
5463,r297,South Carolina -> Private,South Carolina,Private,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r298,South Carolina -> Private -> Coker U.,South Carolina,Private,Coker U.,3,"['ne', '']","['ne', '']","['434', '']","['485', '']"
5463,r299,South Carolina -> Private -> Converse C.,South Carolina,Private,Converse C.,3,"['175', '']","['235', '']","['317', '']","['185', '']"
5463,r300,South Dakota,South Dakota,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r301,South Dakota -> Public,South Dakota,Public,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r302,South Dakota -> Public -> Northern State U.,South Dakota,Public,Northern State U.,3,"['ne', '']","['248', '']","['225', '']","['240', '']"
5463,r303,South Dakota -> Public -> Oglala Lakota C.,South Dakota,Public,Oglala Lakota C.,3,"['659', '']","['692', '']","['683', '']","['516', '']"
5463,r304,South Dakota -> Private,South Dakota,Private,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r305,South Dakota -> Private -> Augustana U.,South Dakota,Private,Augustana U.,3,"['1,212', '']","['1,170', '']","['841', '']","['1,038', '']"
5463,r306,Tennessee,Tennessee,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r307,Tennessee -> Public,Tennessee,Public,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r308,"Tennessee -> Public -> U. Tennessee, Martin",Tennessee,Public,"U. Tennessee, Martin",3,"['347', '']","['338', '']","['363', '']","['305', '']"
5463,r309,Tennessee -> Private,Tennessee,Private,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r310,Tennessee -> Private -> Sewanee: U. of the South,Tennessee,Private,Sewanee: U. of the South,3,"['714', '']","['676', '']","['867', '']","['864', '']"
5463,r311,Tennessee -> Private -> Southern C. of Optometry,Tennessee,Private,Southern C. of Optometry,3,"['272', '']","['231', '']","['212', '']","['446', '']"
5463,r312,Texas,Texas,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r313,Texas -> Public,Texas,Public,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r314,Texas -> Public -> Angelo State U.,Texas,Public,Angelo State U.,3,"['807', '']","['774', '']","['815', '']","['798', '']"
5463,r315,Texas -> Public -> Texas A&M U.-Central Texas,Texas,Public,Texas A&M U.-Central Texas,3,"['1,348', '']","['1,122', '']","['428', '']","['623', '']"
5463,r316,Texas -> Public -> Texas A&M U.-San Antonio,Texas,Public,Texas A&M U.-San Antonio,3,"['426', '']","['333', '']","['308', '']","['567', '']"
5463,r317,Texas -> Public -> U. Houston system administration,Texas,Public,U. Houston system administration,3,"['1,099', '']","['971', '']","['965', '']","['514', '']"
5463,r318,Texas -> Private,Texas,Private,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r319,Texas -> Private -> Abilene Christian U.,Texas,Private,Abilene Christian U.,3,"['634', '']","['581', '']","['979', '']","['2,631', '']"
5463,r320,Texas -> Private -> Austin C.,Texas,Private,Austin C.,3,"['365', '']","['384', '']","['376', '']","['342', '']"
5463,r321,Texas -> Private -> LeTourneau U.,Texas,Private,LeTourneau U.,3,"['805', '']","['737', '']","['239', '']","['271', '']"
5463,r322,Texas -> Private -> Southwestern U.,Texas,Private,Southwestern U.,3,"['446', '']","['386', '']","['334', '']","['261', '']"
5463,r323,"Texas -> Private -> St. Mary's U., San Antonio",Texas,Private,"St. Mary's U., San Antonio",3,"['692', '']","['622', '']","['865', '']","['374', '']"
5463,r324,Texas -> Private -> Texas Chiropractic C.,Texas,Private,Texas Chiropractic C.,3,"['224', 'i']","['215', 'i']","['212', 'i']","['201', 'i']"
5463,r325,Utah,Utah,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r326,Utah -> Public,Utah,Public,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r327,Utah -> Public -> Southern Utah U.,Utah,Public,Southern Utah U.,3,"['657', '']","['763', '']","['812', '']","['955', '']"
5463,r328,Utah -> Public -> Utah Valley U.,Utah,Public,Utah Valley U.,3,"['348', '']","['281', '']","['151', '']","['336', '']"
5463,r329,Vermont,Vermont,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r330,Vermont -> Private,Vermont,Private,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r331,Vermont -> Private -> Norwich U.,Vermont,Private,Norwich U.,3,"['878', '']","['867', '']","['992', '']","['749', '']"
5463,r332,Virginia,Virginia,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r333,Virginia -> Public,Virginia,Public,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r334,Virginia -> Public -> Longwood U.,Virginia,Public,Longwood U.,3,"['ne', '']","['388', '']","['353', '']","['368', '']"
5463,r335,Virginia -> Public -> Radford U.,Virginia,Public,Radford U.,3,"['653', '']","['604', '']","['879', '']","['774', '']"
5463,r336,Virginia -> Public -> U. Virginia's C. Wise,Virginia,Public,U. Virginia's C. Wise,3,"['ne', '']","['ne', '']","['ne', '']","['2,434', '']"
5463,r337,Virginia -> Public -> Virginia Military Institute,Virginia,Public,Virginia Military Institute,3,"['534', '']","['499', '']","['727', '']","['712', '']"
5463,r338,Virginia -> Private,Virginia,Private,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r339,Virginia -> Private -> Eastern Mennonite U.,Virginia,Private,Eastern Mennonite U.,3,"['257', '']","['299', '']","['209', '']","['236', '']"
5463,r340,Virginia -> Private -> Ferrum C.,Virginia,Private,Ferrum C.,3,"['ne', '']","['ne', '']","['184', '']","['150', '']"
5463,r341,Virginia -> Private -> Roanoke C.,Virginia,Private,Roanoke C.,3,"['539', '']","['954', '']","['826', '']","['606', '']"
5463,r342,Virginia -> Private -> Washington and Lee U.,Virginia,Private,Washington and Lee U.,3,"['ne', '']","['ne', '']","['241', '']","['214', '']"
5463,r343,Washington,Washington,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r344,Washington -> Public,Washington,Public,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r345,Washington -> Public -> Evergreen State C.,Washington,Public,Evergreen State C.,3,"['409', '']","['486', 'i']","['563', '']","['390', '']"
5463,r346,Washington -> Private,Washington,Private,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r347,Washington -> Private -> Bastyr U.,Washington,Private,Bastyr U.,3,"['464', '']","['232', '']","['389', '']","['250', '']"
5463,r348,Washington -> Private -> Gonzaga U.,Washington,Private,Gonzaga U.,3,"['618', '']","['396', '']","['187', '']","['506', '']"
5463,r349,Washington -> Private -> Pacific Lutheran U.,Washington,Private,Pacific Lutheran U.,3,"['238', '']","['257', '']","['342', '']","['449', '']"
5463,r350,Washington -> Private -> Pacific Northwest U. of Health Sciences,Washington,Private,Pacific Northwest U. of Health Sciences,3,"['427', '']","['829', '']","['833', '']","['808', '']"
5463,r351,Washington -> Private -> Saint Martin's U.,Washington,Private,Saint Martin's U.,3,"['ne', '']","['ne', '']","['ne', '']","['201', '']"
5463,r352,Washington -> Private -> Seattle Pacific U.,Washington,Private,Seattle Pacific U.,3,"['996', '']","['870', '']","['724', '']","['643', '']"
5463,r353,Washington -> Private -> Whitworth U.,Washington,Private,Whitworth U.,3,"['792', '']","['806', '']","['421', '']","['660', '']"
5463,r354,West Virginia,West Virginia,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r355,West Virginia -> Public,West Virginia,Public,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r356,West Virginia -> Public -> Bluefield State C.,West Virginia,Public,Bluefield State C.,3,"['458', '']","['443', '']","['595', '']","['485', '']"
5463,r357,West Virginia -> Public -> West Liberty U.,West Virginia,Public,West Liberty U.,3,"['ne', '']","['688', '']","['908', '']","['738', '']"
5463,r358,West Virginia -> Private,West Virginia,Private,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r359,West Virginia -> Private -> Future Generations U.,West Virginia,Private,Future Generations U.,3,"['ne', '']","['ne', '']","['286', '']","['271', 'i']"
5463,r360,West Virginia -> Private -> U. Charleston,West Virginia,Private,U. Charleston,3,"['ne', '']","['ne', '']","['ne', '']","['150', 'i']"
5463,r361,West Virginia -> Private -> Wheeling U.,West Virginia,Private,Wheeling U.,3,"['400', '']","['431', '']","['328', '']","['248', '']"
5463,r362,Wisconsin,Wisconsin,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r363,Wisconsin -> Public,Wisconsin,Public,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r364,Wisconsin -> Public -> U. Wisconsin-Parkside,Wisconsin,Public,U. Wisconsin-Parkside,3,"['ne', '']","['168', '']","['213', '']","['169', '']"
5463,r365,Wisconsin -> Public -> U. Wisconsin-Stout,Wisconsin,Public,U. Wisconsin-Stout,3,"['821', '']","['902', '']","['668', '']","['555', '']"
5463,r366,Wisconsin -> Public -> U. Wisconsin-Whitewater,Wisconsin,Public,U. Wisconsin-Whitewater,3,"['782', '']","['685', '']","['757', '']","['736', '']"
5463,r367,Wisconsin -> Private,Wisconsin,Private,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r368,Wisconsin -> Private -> Alverno C.,Wisconsin,Private,Alverno C.,3,"['213', '']","['219', '']","['216', '']","['237', '']"
5463,r369,"Wisconsin -> Private -> Concordia U., Wisconsin",Wisconsin,Private,"Concordia U., Wisconsin",3,"['493', '']","['352', '']","['248', '']","['293', '']"
5463,r370,Wisconsin -> Private -> Lawrence U.,Wisconsin,Private,Lawrence U.,3,"['378', '']","['439', '']","['508', '']","['423', '']"
5463,r371,Wisconsin -> Private -> Northland C.,Wisconsin,Private,Northland C.,3,"['ne', '']","['ne', '']","['ne', '']","['1,101', '']"
5463,r372,Wisconsin -> Private -> St. Norbert C.,Wisconsin,Private,St. Norbert C.,3,"['281', '']","['411', '']","['354', '']","['304', '']"
5463,r373,American Samoa,American Samoa,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r374,American Samoa -> Public,American Samoa,Public,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r375,American Samoa -> Public -> American Samoa Community C.,American Samoa,Public,American Samoa Community C.,3,"['975', '']","['1,158', '']","['860', '']","['1,536', '']"
5463,r376,Puerto Rico,Puerto Rico,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r377,Puerto Rico -> Public,Puerto Rico,Public,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r378,"Puerto Rico -> Public -> U. Puerto Rico, Aguadilla",Puerto Rico,Public,"U. Puerto Rico, Aguadilla",3,"['ne', '']","['512', '']","['465', '']","['562', '']"
5463,r379,"Puerto Rico -> Public -> U. Puerto Rico, Ponce",Puerto Rico,Public,"U. Puerto Rico, Ponce",3,"['744', '']","['698', 'i']","['651', '']","['663', 'i']"
5463,r380,Puerto Rico -> Private,Puerto Rico,Private,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r381,Puerto Rico -> Private -> Carlos Albizu U.,Puerto Rico,Private,Carlos Albizu U.,3,"['ne', '']","['ne', '']","['ne', '']","['3,679', '']"
5463,r382,"Puerto Rico -> Private -> Pontifical Catholic U. Puerto Rico, Ponce",Puerto Rico,Private,"Pontifical Catholic U. Puerto Rico, Ponce",3,"['206', '']","['150', '']","['287', '']","['239', '']"
5463,r383,Puerto Rico -> Private -> San Juan Bautista School of Medicine,Puerto Rico,Private,San Juan Bautista School of Medicine,3,"['570', '']","['754', '']","['896', '']","['612', '']"
5463,r384,"Puerto Rico -> Private -> U. Ana G. Mendez, Cupey",Puerto Rico,Private,"U. Ana G. Mendez, Cupey",3,"['5,568', '']","['3,926', '']","['624', '']","['818', '']"
