table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_doe_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
5442,r116,All institutions -> Utah State U.,All institutions,Utah State U.,2,115,"['3,749', '']","['0', '']","['0', '']","['248', '']","['0', '']","['1,231', '']","['0', '']","['0', '']","['0', '']","['2,270', '']","['0', '']"
5442,r117,All institutions -> Illinois Institute of Technology,All institutions,Illinois Institute of Technology,2,116,"['3,673', '']","['307', '']","['0', '']","['57', '']","['0', '']","['1,935', '']","['0', '']","['0', '']","['0', '']","['1,374', '']","['0', '']"
5442,r118,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,117,"['3,351', '']","['0', '']","['1,104', '']","['560', '']","['0', '']","['1,027', '']","['0', '']","['0', '']","['0', '']","['658', '']","['2', '']"
5442,r119,All institutions -> Idaho State U.,All institutions,Idaho State U.,2,118,"['3,310', '']","['0', '']","['335', '']","['52', '']","['0', '']","['441', '']","['18', '']","['107', '']","['0', '']","['2,357', '']","['0', '']"
5442,r120,All institutions -> U. Iowa,All institutions,U. Iowa,2,119,"['3,249', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,814', '']","['0', '']","['0', '']","['0', '']","['435', '']","['0', '']"
5442,r121,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,120,"['3,198', '']","['0', '']","['0', '']","['55', '']","['0', '']","['583', '']","['0', '']","['0', '']","['0', '']","['2,560', '']","['0', '']"
5442,r122,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,121,"['3,035', '']","['0', '']","['7', '']","['0', '']","['0', '']","['1,514', '']","['0', '']","['0', '']","['0', '']","['1,514', '']","['0', '']"
5442,r123,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,122,"['2,999', '']","['0', '']","['966', '']","['224', '']","['0', '']","['1,010', '']","['0', '']","['26', '']","['0', '']","['773', '']","['0', '']"
5442,r124,All institutions -> Norfolk State U.,All institutions,Norfolk State U.,2,123,"['2,920', '']","['2,920', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5442,r125,All institutions -> Southern Methodist U.,All institutions,Southern Methodist U.,2,124,"['2,899', '']","['0', '']","['163', '']","['0', '']","['147', '']","['1,464', '']","['0', '']","['0', '']","['0', '']","['1,125', '']","['0', '']"
5442,r126,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,125,"['2,863', '']","['0', '']","['178', '']","['0', '']","['0', '']","['2,500', '']","['0', '']","['0', '']","['0', '']","['185', '']","['0', '']"
5442,r127,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,126,"['2,776', '']","['0', '']","['163', '']","['245', '']","['0', '']","['1,511', '']","['0', '']","['0', '']","['0', '']","['857', '']","['0', '']"
5442,r128,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,127,"['2,756', '']","['168', '']","['0', '']","['202', '']","['0', '']","['217', '']","['0', '']","['0', '']","['0', '']","['2,052', '']","['117', '']"
5442,r129,All institutions -> U. Maine,All institutions,U. Maine,2,128,"['2,708', '']","['0', '']","['110', '']","['44', '']","['0', '']","['558', '']","['0', '']","['0', '']","['0', '']","['1,996', '']","['0', '']"
5442,r130,All institutions -> Northern Illinois U.,All institutions,Northern Illinois U.,2,129,"['2,568', '']","['284', '']","['0', '']","['0', '']","['0', '']","['2,160', '']","['0', '']","['0', '']","['0', '']","['124', '']","['0', '']"
5442,r131,All institutions -> Ohio U.,All institutions,Ohio U.,2,130,"['2,560', '']","['0', '']","['545', '']","['0', '']","['0', '']","['1,955', '']","['0', '']","['0', '']","['0', '']","['60', '']","['0', '']"
5442,r132,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,131,"['2,518', '']","['0', '']","['114', '']","['0', '']","['0', '']","['2,404', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5442,r133,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,132,"['2,367', '']","['0', '']","['0', '']","['956', '']","['457', '']","['449', '']","['0', '']","['0', '']","['0', '']","['505', '']","['0', '']"
5442,r134,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,133,"['2,359', '']","['0', '']","['678', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,681', '']","['0', '']"
5442,r135,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,134,"['2,340', '']","['52', '']","['724', '']","['948', '']","['0', '']","['524', '']","['0', '']","['0', '']","['0', '']","['92', '']","['0', '']"
5442,r136,All institutions -> Drexel U.,All institutions,Drexel U.,2,135,"['2,338', '']","['0', '']","['0', '']","['293', '']","['0', '']","['619', '']","['0', '']","['0', '']","['0', '']","['1,426', '']","['0', '']"
5442,r137,"All institutions -> Brigham Young U., Provo",All institutions,"Brigham Young U., Provo",2,136,"['2,334', '']","['0', '']","['49', '']","['0', '']","['0', '']","['317', '']","['0', '']","['0', '']","['0', '']","['1,968', '']","['0', '']"
5442,r138,"All institutions -> U. North Carolina, Charlotte",All institutions,"U. North Carolina, Charlotte",2,137,"['2,325', '']","['79', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,246', '']","['0', '']"
5442,r139,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,138,"['2,295', '']","['0', '']","['71', '']","['209', '']","['0', '']","['1,095', '']","['0', '']","['0', '']","['0', '']","['914', '']","['6', '']"
5442,r140,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,139,"['2,279', '']","['7', '']","['106', '']","['0', '']","['0', '']","['446', '']","['0', '']","['0', '']","['0', '']","['1,720', '']","['0', '']"
5442,r141,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,140,"['2,231', '']","['211', '']","['0', '']","['180', '']","['0', '']","['724', '']","['0', '']","['6', '']","['0', '']","['1,110', '']","['0', '']"
5442,r142,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,141,"['2,229', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,784', '']","['0', '']","['11', '']","['0', '']","['434', '']","['0', '']"
5442,r143,"All institutions -> U. South Florida, Tampa",All institutions,"U. South Florida, Tampa",2,142,"['2,180', '']","['0', '']","['0', '']","['0', '']","['25', '']","['796', '']","['0', '']","['0', '']","['0', '']","['1,184', '']","['175', '']"
5442,r144,All institutions -> Tufts U.,All institutions,Tufts U.,2,143,"['2,172', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,714', '']","['0', '']","['0', '']","['0', '']","['458', '']","['0', '']"
5442,r145,All institutions -> William & Mary,All institutions,William & Mary,2,144,"['2,091', '']","['550', '']","['144', '']","['0', '']","['0', '']","['1,048', '']","['0', '']","['0', '']","['0', '']","['0', '']","['349', '']"
5442,r146,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,145,"['2,034', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,574', '']","['0', '']","['0', '']","['0', '']","['460', '']","['0', '']"
5442,r147,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,146,"['2,029', '']","['0', '']","['9', '']","['0', '']","['0', '']","['773', '']","['0', '']","['0', '']","['0', '']","['1,247', '']","['0', '']"
5442,r148,All institutions -> Emory U.,All institutions,Emory U.,2,147,"['2,025', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,025', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5442,r149,"All institutions -> U. California, Merced",All institutions,"U. California, Merced",2,148,"['2,023', '']","['0', '']","['327', '']","['17', '']","['153', '']","['777', '']","['0', '']","['0', '']","['0', '']","['749', '']","['0', '']"
5442,r150,All institutions -> Cold Spring Harbor Laboratory,All institutions,Cold Spring Harbor Laboratory,2,149,"['1,880', '']","['0', '']","['0', '']","['1,880', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5442,r151,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,150,"['1,870', '']","['0', '']","['450', '']","['1,060', '']","['0', '']","['51', '']","['0', '']","['0', '']","['0', '']","['233', '']","['76', '']"
5442,r152,All institutions -> Central Michigan U.,All institutions,Central Michigan U.,2,151,"['1,812', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,812', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5442,r153,All institutions -> South Dakota School of Mines and Technology,All institutions,South Dakota School of Mines and Technology,2,152,"['1,802', '']","['0', '']","['0', '']","['0', '']","['0', '']","['884', '']","['0', '']","['0', '']","['0', '']","['918', '']","['0', '']"
5442,r154,"All institutions -> SUNY, Polytechnic Institute",All institutions,"SUNY, Polytechnic Institute",2,153,"['1,788', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,788', '']","['0', '']"
5442,r155,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,154,"['1,772', '']","['0', '']","['663', '']","['0', '']","['0', '']","['1,054', '']","['0', '']","['0', '']","['0', '']","['55', '']","['0', '']"
5442,r156,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,155,"['1,767', '']","['123', '']","['0', '']","['0', '']","['0', '']","['586', '']","['0', '']","['0', '']","['0', '']","['1,058', '']","['0', '']"
5442,r157,All institutions -> Worcester Polytechnic Institute,All institutions,Worcester Polytechnic Institute,2,156,"['1,706', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,706', '']","['0', '']"
5442,r158,All institutions -> North Carolina Agricultural and Technical State U.,All institutions,North Carolina Agricultural and Technical State U.,2,157,"['1,653', '']","['332', '']","['0', '']","['5', '']","['0', '']","['107', '']","['0', '']","['0', '']","['0', '']","['1,209', '']","['0', '']"
5442,r159,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,158,"['1,540', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,540', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5442,r160,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,159,"['1,503', '']","['3', '']","['0', '']","['44', '']","['0', '']","['1,022', '']","['0', '']","['94', '']","['0', '']","['334', '']","['6', '']"
5442,r161,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,160,"['1,500', '']","['0', '']","['6', '']","['490', '']","['14', '']","['494', '']","['0', '']","['0', '']","['0', '']","['496', '']","['0', '']"
5442,r162,All institutions -> Kent State U.,All institutions,Kent State U.,2,161,"['1,487', '']","['153', '']","['0', '']","['0', '']","['0', '']","['934', '']","['0', '']","['0', '']","['0', '']","['400', '']","['0', '']"
5442,r163,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,162,"['1,380', '']","['0', '']","['107', '']","['0', '']","['0', '']","['647', '']","['0', '']","['0', '']","['0', '']","['626', '']","['0', '']"
5442,r164,"All institutions -> U. South Carolina, Aiken",All institutions,"U. South Carolina, Aiken",2,163,"['1,339', '']","['0', '']","['0', '']","['0', '']","['0', '']","['8', '']","['0', '']","['0', '']","['0', '']","['1,331', '']","['0', '']"
5442,r165,All institutions -> Tennessee Technological U.,All institutions,Tennessee Technological U.,2,164,"['1,326', '']","['128', '']","['0', '']","['0', '']","['0', '']","['291', '']","['0', '']","['0', '']","['0', '']","['907', '']","['0', '']"
5442,r166,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,165,"['1,262', '']","['0', '']","['0', '']","['587', '']","['0', '']","['579', '']","['0', '']","['0', '']","['0', '']","['96', '']","['0', '']"
5442,r167,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,166,"['1,223', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,223', '']","['0', '']"
5442,r168,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,167,"['1,197', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,177', '']","['0', '']","['20', '']","['0', '']","['0', '']","['0', '']"
5442,r169,All institutions -> U. Vermont,All institutions,U. Vermont,2,168,"['1,175', '']","['0', '']","['0', '']","['0', '']","['0', '']","['77', '']","['0', '']","['0', '']","['0', '']","['1,098', '']","['0', '']"
5442,r170,All institutions -> U. Toledo,All institutions,U. Toledo,2,169,"['1,146', '']","['0', '']","['0', '']","['0', '']","['0', '']","['606', '']","['0', '']","['0', '']","['0', '']","['540', '']","['0', '']"
5442,r171,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,170,"['1,107', '']","['0', '']","['0', '']","['657', '']","['0', '']","['450', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5442,r172,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,171,"['1,035', '']","['62', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['973', '']","['0', '']"
5442,r173,All institutions -> U. Miami,All institutions,U. Miami,2,172,"['1,020', '']","['0', '']","['434', '']","['0', '']","['0', '']","['353', '']","['0', '']","['0', '']","['0', '']","['233', '']","['0', '']"
5442,r174,All institutions -> Baylor U.,All institutions,Baylor U.,2,173,"['998', '']","['0', '']","['202', '']","['28', '']","['0', '']","['602', '']","['0', '']","['0', '']","['0', '']","['166', '']","['0', '']"
5442,r175,All institutions -> U. Louisville,All institutions,U. Louisville,2,174,"['951', '']","['0', '']","['0', '']","['0', '']","['0', '']","['208', '']","['0', '']","['0', '']","['0', '']","['743', '']","['0', '']"
5442,r176,All institutions -> U. South Alabama,All institutions,U. South Alabama,2,175,"['919', '']","['0', '']","['0', '']","['0', '']","['0', '']","['59', '']","['0', '']","['0', '']","['0', '']","['860', '']","['0', '']"
5442,r177,All institutions -> Portland State U.,All institutions,Portland State U.,2,176,"['871', '']","['0', '']","['175', '']","['24', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['672', '']","['0', '']"
5442,r178,All institutions -> Hampton U.,All institutions,Hampton U.,2,177,"['836', '']","['0', '']","['0', '']","['59', '']","['226', '']","['439', '']","['0', '']","['0', '']","['0', '']","['112', '']","['0', '']"
5442,r179,"All institutions -> California Polytechnic State U., San Luis Obispo",All institutions,"California Polytechnic State U., San Luis Obispo",2,178,"['832', '']","['0', '']","['43', '']","['0', '']","['0', '']","['335', '']","['0', '']","['0', '']","['0', '']","['454', '']","['0', '']"
5442,r180,All institutions -> Tulane U.,All institutions,Tulane U.,2,179,"['774', '']","['0', '']","['0', '']","['0', '']","['0', '']","['564', '']","['0', '']","['0', '']","['0', '']","['210', '']","['0', '']"
5442,r181,All institutions -> Naval Postgraduate School,All institutions,Naval Postgraduate School,2,180,"['772', '']","['0', '']","['199', '']","['0', '']","['0', '']","['80', '']","['0', '']","['331', '']","['0', '']","['0', '']","['162', '']"
5442,r182,All institutions -> South Carolina State U.,All institutions,South Carolina State U.,2,181,"['751', 'i']","['0', 'i']","['0', 'i']","['192', 'i']","['0', 'i']","['164', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['395', 'i']","['0', 'i']"
5442,r183,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,182,"['748', '']","['0', '']","['21', '']","['0', '']","['0', '']","['694', '']","['0', '']","['33', '']","['0', '']","['0', '']","['0', '']"
5442,r184,All institutions -> U. Tulsa,All institutions,U. Tulsa,2,183,"['675', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['671', '']","['0', '']"
5442,r185,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,184,"['654', '']","['0', '']","['0', '']","['0', '']","['0', '']","['654', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5442,r186,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,185,"['645', '']","['0', '']","['0', '']","['0', '']","['0', '']","['156', '']","['0', '']","['0', '']","['0', '']","['415', '']","['74', '']"
5442,r187,All institutions -> Boston C.,All institutions,Boston C.,2,186,"['620', '']","['0', '']","['0', '']","['0', '']","['0', '']","['620', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5442,r188,All institutions -> Marquette U.,All institutions,Marquette U.,2,187,"['600', '']","['0', '']","['0', '']","['7', '']","['0', '']","['3', '']","['0', '']","['0', '']","['0', '']","['590', '']","['0', '']"
5442,r189,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,188,"['555', '']","['0', '']","['203', '']","['0', '']","['3', '']","['349', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5442,r190,All institutions -> Miami U.,All institutions,Miami U.,2,189,"['545', '']","['0', '']","['0', '']","['267', '']","['0', '']","['232', '']","['0', '']","['0', '']","['0', '']","['46', '']","['0', '']"
5442,r191,All institutions -> George Mason U.,All institutions,George Mason U.,2,190,"['527', '']","['180', '']","['49', '']","['0', '']","['7', '']","['151', '']","['0', '']","['0', '']","['0', '']","['140', '']","['0', '']"
5442,r192,All institutions -> Tennessee State U.,All institutions,Tennessee State U.,2,191,"['524', '']","['0', '']","['0', '']","['27', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['497', '']","['0', '']"
5442,r193,"All institutions -> Rutgers, State U. New Jersey, Newark",All institutions,"Rutgers, State U. New Jersey, Newark",2,192,"['515', '']","['0', '']","['7', '']","['0', '']","['0', '']","['508', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5442,r194,All institutions -> Morehouse C.,All institutions,Morehouse C.,2,193,"['502', '']","['0', '']","['0', '']","['0', '']","['0', '']","['222', '']","['0', '']","['0', '']","['280', '']","['0', '']","['0', '']"
5442,r195,All institutions -> Bowling Green State U.,All institutions,Bowling Green State U.,2,194,"['497', '']","['0', '']","['0', '']","['0', '']","['0', '']","['497', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5442,r196,"All institutions -> U. Michigan, Dearborn",All institutions,"U. Michigan, Dearborn",2,195,"['476', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['476', '']","['0', '']"
5442,r197,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,196,"['473', '']","['0', '']","['405', '']","['15', '']","['0', '']","['53', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5442,r198,All institutions -> Pace U.,All institutions,Pace U.,2,197,"['464', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['464', '']","['0', '']"
5442,r199,"All institutions -> SUNY, C. of Environmental Science and Forestry",All institutions,"SUNY, C. of Environmental Science and Forestry",2,198,"['454', '']","['0', '']","['0', '']","['410', '']","['0', '']","['44', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5442,r200,All institutions -> Cleveland State U.,All institutions,Cleveland State U.,2,199,"['436', '']","['0', '']","['0', '']","['0', '']","['0', '']","['334', '']","['69', '']","['0', '']","['0', '']","['33', '']","['0', '']"
5442,r201,"All institutions -> CUNY, Hunter C.",All institutions,"CUNY, Hunter C.",2,200,"['424', '']","['0', '']","['0', '']","['0', '']","['0', '']","['424', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5442,r202,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,201,"['416', '']","['0', '']","['314', '']","['0', '']","['2', '']","['48', '']","['0', '']","['0', '']","['0', '']","['52', '']","['0', '']"
5442,r203,All institutions -> U. Akron,All institutions,U. Akron,2,202,"['405', '']","['0', '']","['0', '']","['0', '']","['0', '']","['187', '']","['0', '']","['0', '']","['0', '']","['218', '']","['0', '']"
5442,r204,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,203,"['393', '']","['0', '']","['0', '']","['67', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['326', '']","['0', '']"
5442,r205,All institutions -> West Texas A&M U.,All institutions,West Texas A&M U.,2,204,"['372', '']","['8', '']","['32', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['332', '']","['0', '']"
5442,r206,"All institutions -> U. Arkansas, Little Rock",All institutions,"U. Arkansas, Little Rock",2,205,"['365', '']","['266', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['99', '']","['0', '']"
5442,r207,"All institutions -> SUNY, Geneseo",All institutions,"SUNY, Geneseo",2,206,"['363', '']","['0', '']","['0', '']","['0', '']","['0', '']","['363', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5442,r208,All institutions -> U. West Florida,All institutions,U. West Florida,2,207,"['353', '']","['89', '']","['0', '']","['79', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['185', '']","['0', '']"
5442,r209,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,208,"['352', '']","['15', '']","['0', '']","['0', '']","['0', '']","['264', '']","['0', '']","['0', '']","['0', '']","['73', '']","['0', '']"
5442,r210,All institutions -> Saint Louis U.,All institutions,Saint Louis U.,2,209,"['311', '']","['78', '']","['233', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5442,r211,All institutions -> Alabama A&M U.,All institutions,Alabama A&M U.,2,210,"['310', 'i']","['8', 'i']","['0', 'i']","['45', 'i']","['1', 'i']","['117', 'i']","['0', 'i']","['1', 'i']","['0', 'i']","['136', 'i']","['2', 'i']"
5442,r212,All institutions -> Florida Institute of Technology,All institutions,Florida Institute of Technology,2,211,"['304', '']","['0', '']","['0', '']","['0', '']","['0', '']","['304', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5442,r213,All institutions -> Stevens Institute of Technology,All institutions,Stevens Institute of Technology,2,212,"['294', '']","['79', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['215', '']","['0', '']"
5442,r214,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,212,"['294', '']","['20', '']","['110', '']","['88', '']","['0', '']","['76', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5442,r215,All institutions -> Morehead State U.,All institutions,Morehead State U.,2,214,"['288', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['288', '']","['0', '']"
5442,r216,"All institutions -> CUNY, Baruch C.",All institutions,"CUNY, Baruch C.",2,215,"['275', '']","['0', '']","['0', '']","['0', '']","['0', '']","['275', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5442,r217,All institutions -> Western Washington U.,All institutions,Western Washington U.,2,216,"['274', '']","['274', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5442,r218,All institutions -> Jackson State U.,All institutions,Jackson State U.,2,217,"['271', '']","['0', '']","['0', '']","['0', '']","['0', '']","['271', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5442,r219,All institutions -> U. South Dakota,All institutions,U. South Dakota,2,218,"['270', '']","['0', '']","['0', '']","['0', '']","['0', '']","['270', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5442,r220,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,218,"['270', '']","['0', '']","['0', '']","['0', '']","['0', '']","['17', '']","['0', '']","['0', '']","['0', '']","['253', '']","['0', '']"
5442,r221,All institutions -> Delaware State U.,All institutions,Delaware State U.,2,220,"['269', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['194', 'i']","['75', 'i']","['0', 'i']"
5442,r222,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,221,"['256', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['208', '']","['48', '']"
5442,r223,All institutions -> San Francisco State U.,All institutions,San Francisco State U.,2,221,"['256', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['225', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['31', 'i']","['0', 'i']"
5442,r224,All institutions -> U. New England,All institutions,U. New England,2,221,"['256', '']","['0', '']","['256', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5442,r225,All institutions -> Claflin U.,All institutions,Claflin U.,2,224,"['247', '']","['247', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5442,r226,"All institutions -> U. Puerto Rico, Mayaguez",All institutions,"U. Puerto Rico, Mayaguez",2,225,"['246', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['246', '']","['0', '']"
5442,r227,All institutions -> Clark Atlanta U.,All institutions,Clark Atlanta U.,2,226,"['239', '']","['135', '']","['0', '']","['0', '']","['0', '']","['104', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5442,r228,All institutions -> South Dakota State U.,All institutions,South Dakota State U.,2,227,"['234', '']","['0', '']","['0', '']","['102', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['132', '']","['0', '']"
5442,r229,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,228,"['230', '']","['0', '']","['0', '']","['16', '']","['0', '']","['94', '']","['0', '']","['0', '']","['0', '']","['120', '']","['0', '']"
5442,r230,All institutions -> Howard U.,All institutions,Howard U.,2,229,"['225', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['225', '']","['0', '']"
5442,r231,"All institutions -> California State U., Long Beach",All institutions,"California State U., Long Beach",2,230,"['221', '']","['0', '']","['20', '']","['0', '']","['0', '']","['201', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5442,r232,"All institutions -> California State U., East Bay",All institutions,"California State U., East Bay",2,231,"['216', '']","['0', '']","['3', '']","['0', '']","['0', '']","['213', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5442,r233,All institutions -> Missouri State U.,All institutions,Missouri State U.,2,232,"['213', '']","['0', '']","['0', '']","['0', '']","['0', '']","['213', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5442,r234,All institutions -> Air Force Institute of Technology,All institutions,Air Force Institute of Technology,2,233,"['208', '']","['0', '']","['0', '']","['0', '']","['0', '']","['208', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5442,r235,All institutions -> Creighton U.,All institutions,Creighton U.,2,233,"['208', 'i']","['7', 'i']","['4', 'i']","['10', 'i']","['1', 'i']","['186', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
5442,r236,All institutions -> Prairie View A&M U.,All institutions,Prairie View A&M U.,2,235,"['205', '']","['0', '']","['0', '']","['0', '']","['0', '']","['205', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5442,r237,All institutions -> Montana Technological U.,All institutions,Montana Technological U.,2,236,"['199', '']","['0', '']","['11', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['188', '']","['0', '']"
