table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_local_government,field_source_of_funds_institution_funds,field_source_of_funds_business,field_source_of_funds_nonprofit_organizations,field_source_of_funds_all_other_sources
8014,r200,United States -> Illinois -> Public -> Illinois State U.,United States,Illinois,Public,Illinois State U.,4,"['24,152', '']","['9,787', '']","['746', '']","['12,813', '']","['25', '']","['772', '']","['9', '']"
8014,r201,United States -> Illinois -> Public -> Northeastern Illinois U.,United States,Illinois,Public,Northeastern Illinois U.,4,"['1,913', '']","['1,913', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8014,r202,United States -> Illinois -> Public -> Northern Illinois U.,United States,Illinois,Public,Northern Illinois U.,4,"['25,261', '']","['9,080', '']","['899', '']","['14,630', '']","['155', '']","['467', '']","['30', '']"
8014,r203,"United States -> Illinois -> Public -> Southern Illinois U., Carbondale",United States,Illinois,Public,"Southern Illinois U., Carbondale",4,"['47,210', '']","['12,655', '']","['492', '']","['25,725', '']","['7,901', '']","['437', '']","['0', '']"
8014,r204,"United States -> Illinois -> Public -> Southern Illinois U., Edwardsville",United States,Illinois,Public,"Southern Illinois U., Edwardsville",4,"['18,044', '']","['3,844', '']","['71', '']","['13,848', '']","['221', '']","['22', '']","['38', '']"
8014,r205,"United States -> Illinois -> Public -> U. Illinois, Chicago",United States,Illinois,Public,"U. Illinois, Chicago",4,"['429,585', '']","['237,949', '']","['8,027', '']","['137,227', '']","['13,998', '']","['25,065', '']","['7,319', '']"
8014,r206,"United States -> Illinois -> Public -> U. Illinois, Springfield",United States,Illinois,Public,"U. Illinois, Springfield",4,"['2,612', '']","['1,071', '']","['670', '']","['839', '']","['0', '']","['32', '']","['0', '']"
8014,r207,"United States -> Illinois -> Public -> U. Illinois, Urbana-Champaign",United States,Illinois,Public,"U. Illinois, Urbana-Champaign",4,"['731,268', '']","['406,612', '']","['26,853', '']","['206,718', '']","['41,455', '']","['33,562', '']","['16,068', '']"
8014,r208,United States -> Illinois -> Public -> Western Illinois U.,United States,Illinois,Public,Western Illinois U.,4,"['3,532', '']","['3,163', '']","['4', '']","['86', '']","['176', '']","['48', '']","['55', '']"
8014,r209,United States -> Illinois -> Private,United States,Illinois,Private,,3,"['1,630,821', '']","['1,111,475', '']","['2,149', '']","['295,898', '']","['113,998', '']","['94,597', '']","['12,704', '']"
8014,r210,United States -> Illinois -> Private -> DePaul U.,United States,Illinois,Private,DePaul U.,4,"['6,675', '']","['4,518', '']","['150', '']","['1,120', '']","['203', '']","['666', '']","['18', '']"
8014,r211,United States -> Illinois -> Private -> Erikson Institute,United States,Illinois,Private,Erikson Institute,4,"['1,723', '']","['772', '']","['16', '']","['31', '']","['0', '']","['904', '']","['0', '']"
8014,r212,United States -> Illinois -> Private -> Illinois Institute of Technology,United States,Illinois,Private,Illinois Institute of Technology,4,"['29,698', '']","['24,762', '']","['291', '']","['2,080', '']","['1,074', '']","['861', '']","['630', '']"
8014,r213,"United States -> Illinois -> Private -> Loyola U., Chicago",United States,Illinois,Private,"Loyola U., Chicago",4,"['44,036', '']","['26,793', '']","['188', '']","['8,941', '']","['3,359', '']","['3,695', '']","['1,060', '']"
8014,r214,United States -> Illinois -> Private -> Midwestern U.,United States,Illinois,Private,Midwestern U.,4,"['10,961', '']","['1,506', '']","['22', '']","['9,040', '']","['178', '']","['215', '']","['0', '']"
8014,r215,United States -> Illinois -> Private -> Northwestern U.,United States,Illinois,Private,Northwestern U.,4,"['913,178', '']","['572,975', '']","['141', '']","['227,719', '']","['54,888', '']","['47,280', '']","['10,175', '']"
8014,r216,United States -> Illinois -> Private -> Rosalind Franklin U. of Medicine and Science,United States,Illinois,Private,Rosalind Franklin U. of Medicine and Science,4,"['13,805', '']","['9,357', '']","['0', '']","['3,219', '']","['520', '']","['705', '']","['4', '']"
8014,r217,United States -> Illinois -> Private -> Rush U.,United States,Illinois,Private,Rush U.,4,"['107,398', '']","['73,279', '']","['1,338', '']","['9,645', '']","['15,329', '']","['7,807', '']","['0', '']"
8014,r218,"United States -> Illinois -> Private -> Toyota Technological Institute, Chicago",United States,Illinois,Private,"Toyota Technological Institute, Chicago",4,"['4,967', '']","['3,090', '']","['0', '']","['1,602', '']","['232', '']","['43', '']","['0', '']"
8014,r219,United States -> Illinois -> Private -> U. Chicago,United States,Illinois,Private,U. Chicago,4,"['497,651', '']","['394,275', '']","['3', '']","['32,174', '']","['38,215', '']","['32,167', '']","['817', '']"
8014,r220,"United States -> Illinois -> Private -> Wheaton C., Wheaton",United States,Illinois,Private,"Wheaton C., Wheaton",4,"['729', '']","['148', '']","['0', '']","['327', '']","['0', '']","['254', '']","['0', '']"
8014,r221,United States -> Indiana,United States,Indiana,,,2,"['1,699,302', '']","['767,854', '']","['44,138', '']","['595,282', '']","['110,373', '']","['118,866', '']","['62,789', '']"
8014,r222,United States -> Indiana -> Public,United States,Indiana,Public,,3,"['1,458,978', '']","['657,963', '']","['43,473', '']","['511,074', '']","['96,874', '']","['101,573', '']","['48,021', '']"
8014,r223,United States -> Indiana -> Public -> Ball State U.,United States,Indiana,Public,Ball State U.,4,"['8,826', '']","['2,469', '']","['266', '']","['5,153', '']","['702', '']","['236', '']","['0', '']"
8014,r224,United States -> Indiana -> Public -> Indiana State U.,United States,Indiana,Public,Indiana State U.,4,"['1,042', '']","['582', '']","['244', '']","['135', '']","['68', '']","['13', '']","['0', '']"
8014,r225,"United States -> Indiana -> Public -> Indiana U., Bloomington",United States,Indiana,Public,"Indiana U., Bloomington",4,"['695,258', '']","['326,326', '']","['3,863', '']","['264,093', '']","['29,077', '']","['70,216', '']","['1,683', '']"
8014,r226,"United States -> Indiana -> Public -> Indiana U., South Bend",United States,Indiana,Public,"Indiana U., South Bend",4,"['898', '']","['337', '']","['0', '']","['423', '']","['0', '']","['138', '']","['0', '']"
8014,r227,"United States -> Indiana -> Public -> Indiana U.-Purdue U., Indianapolis",United States,Indiana,Public,"Indiana U.-Purdue U., Indianapolis",4,"['65,330', '']","['30,290', '']","['687', '']","['27,359', '']","['1,855', '']","['4,970', '']","['169', '']"
8014,r228,"United States -> Indiana -> Public -> Purdue U., Fort Wayne",United States,Indiana,Public,"Purdue U., Fort Wayne",4,"['2,495', '']","['401', '']","['513', '']","['818', '']","['141', '']","['50', '']","['572', '']"
8014,r229,"United States -> Indiana -> Public -> Purdue U., Northwest",United States,Indiana,Public,"Purdue U., Northwest",4,"['5,647', '']","['2,280', '']","['531', '']","['1,536', '']","['667', '']","['93', '']","['540', '']"
8014,r230,"United States -> Indiana -> Public -> Purdue U., West Lafayette",United States,Indiana,Public,"Purdue U., West Lafayette",4,"['679,482', '']","['295,278', '']","['37,369', '']","['211,557', '']","['64,364', '']","['25,857', '']","['45,057', '']"
8014,r231,United States -> Indiana -> Private,United States,Indiana,Private,,3,"['240,324', '']","['109,891', '']","['665', '']","['84,208', '']","['13,499', '']","['17,293', '']","['14,768', '']"
8014,r232,United States -> Indiana -> Private -> U. Notre Dame,United States,Indiana,Private,U. Notre Dame,4,"['240,324', '']","['109,891', '']","['665', '']","['84,208', '']","['13,499', '']","['17,293', '']","['14,768', '']"
8014,r233,United States -> Iowa,United States,Iowa,,,2,"['931,207', '']","['459,107', '']","['40,296', '']","['352,448', '']","['45,609', '']","['28,862', '']","['4,885', '']"
8014,r234,United States -> Iowa -> Public,United States,Iowa,Public,,3,"['917,410', '']","['454,935', '']","['40,022', '']","['344,077', '']","['45,373', '']","['28,325', '']","['4,678', '']"
8014,r235,United States -> Iowa -> Public -> Iowa State U.,United States,Iowa,Public,Iowa State U.,4,"['360,275', '']","['169,177', '']","['34,097', '']","['122,844', '']","['19,837', '']","['9,644', '']","['4,676', '']"
8014,r236,United States -> Iowa -> Public -> U. Iowa,United States,Iowa,Public,U. Iowa,4,"['553,876', '']","['283,763', '']","['5,395', '']","['220,579', '']","['25,536', '']","['18,601', '']","['2', '']"
8014,r237,United States -> Iowa -> Public -> U. Northern Iowa,United States,Iowa,Public,U. Northern Iowa,4,"['3,259', '']","['1,995', '']","['530', '']","['654', '']","['0', '']","['80', '']","['0', '']"
8014,r238,United States -> Iowa -> Private,United States,Iowa,Private,,3,"['13,797', '']","['4,172', '']","['274', '']","['8,371', '']","['236', '']","['537', '']","['207', '']"
8014,r239,United States -> Iowa -> Private -> Des Moines U.,United States,Iowa,Private,Des Moines U.,4,"['5,258', 'i']","['485', 'i']","['266', 'i']","['4,247', 'i']","['3', 'i']","['257', 'i']","['0', 'i']"
8014,r240,United States -> Iowa -> Private -> Dordt U.,United States,Iowa,Private,Dordt U.,4,"['696', '']","['594', '']","['0', '']","['88', '']","['0', '']","['14', '']","['0', '']"
8014,r241,United States -> Iowa -> Private -> Drake U.,United States,Iowa,Private,Drake U.,4,"['1,488', '']","['1,016', '']","['8', '']","['157', '']","['233', '']","['74', '']","['0', '']"
8014,r242,United States -> Iowa -> Private -> Grinnell C.,United States,Iowa,Private,Grinnell C.,4,"['4,122', '']","['344', '']","['0', '']","['3,379', '']","['0', '']","['192', '']","['207', '']"
8014,r243,"United States -> Iowa -> Private -> Palmer C. of Chiropractic, Davenport",United States,Iowa,Private,"Palmer C. of Chiropractic, Davenport",4,"['2,233', '']","['1,733', '']","['0', '']","['500', '']","['0', '']","['0', '']","['0', '']"
8014,r244,United States -> Kansas,United States,Kansas,,,2,"['785,055', '']","['343,696', '']","['83,259', '']","['201,262', '']","['121,826', '']","['19,949', '']","['15,063', '']"
8014,r245,United States -> Kansas -> Public,United States,Kansas,Public,,3,"['785,055', '']","['343,696', '']","['83,259', '']","['201,262', '']","['121,826', '']","['19,949', '']","['15,063', '']"
8014,r246,United States -> Kansas -> Public -> Fort Hays State U.,United States,Kansas,Public,Fort Hays State U.,4,"['800', '']","['482', '']","['37', '']","['185', '']","['48', '']","['6', '']","['42', '']"
8014,r247,United States -> Kansas -> Public -> Kansas State U.,United States,Kansas,Public,Kansas State U.,4,"['203,846', '']","['77,779', '']","['42,139', '']","['68,224', '']","['6,671', '']","['7,814', '']","['1,219', '']"
8014,r248,United States -> Kansas -> Public -> Pittsburg State U.,United States,Kansas,Public,Pittsburg State U.,4,"['2,730', '']","['759', '']","['1,001', '']","['NA', '']","['969', '']","['1', '']","['0', '']"
8014,r249,United States -> Kansas -> Public -> U. Kansas,United States,Kansas,Public,U. Kansas,4,"['385,637', '']","['187,249', '']","['33,921', '']","['112,360', '']","['27,517', '']","['11,831', '']","['12,759', '']"
8014,r250,United States -> Kansas -> Public -> Wichita State U.,United States,Kansas,Public,Wichita State U.,4,"['192,042', '']","['77,427', '']","['6,161', '']","['20,493', '']","['86,621', '']","['297', '']","['1,043', '']"
8014,r251,United States -> Kentucky,United States,Kentucky,,,2,"['655,290', '']","['331,080', '']","['45,998', '']","['199,017', '']","['18,685', '']","['19,409', '']","['41,101', '']"
8014,r252,United States -> Kentucky -> Public,United States,Kentucky,Public,,3,"['655,290', '']","['331,080', '']","['45,998', '']","['199,017', '']","['18,685', '']","['19,409', '']","['41,101', '']"
8014,r253,United States -> Kentucky -> Public -> Eastern Kentucky U.,United States,Kentucky,Public,Eastern Kentucky U.,4,"['986', '']","['530', '']","['76', '']","['351', '']","['0', '']","['29', '']","['0', '']"
8014,r254,United States -> Kentucky -> Public -> Kentucky State U.,United States,Kentucky,Public,Kentucky State U.,4,"['8,756', '']","['3,716', '']","['4,870', '']","['0', '']","['72', '']","['98', '']","['0', '']"
8014,r255,United States -> Kentucky -> Public -> Morehead State U.,United States,Kentucky,Public,Morehead State U.,4,"['1,754', '']","['1,727', '']","['3', '']","['12', '']","['11', '']","['1', '']","['0', '']"
8014,r256,United States -> Kentucky -> Public -> Murray State U.,United States,Kentucky,Public,Murray State U.,4,"['3,844', '']","['2,721', '']","['21', '']","['982', '']","['120', '']","['0', '']","['0', '']"
8014,r257,United States -> Kentucky -> Public -> Northern Kentucky U.,United States,Kentucky,Public,Northern Kentucky U.,4,"['3,403', '']","['2,156', '']","['13', '']","['774', '']","['2', '']","['458', '']","['0', '']"
8014,r258,United States -> Kentucky -> Public -> U. Kentucky,United States,Kentucky,Public,U. Kentucky,4,"['429,241', '']","['220,703', '']","['33,287', '']","['127,488', '']","['8,529', '']","['11,078', '']","['28,156', '']"
8014,r259,United States -> Kentucky -> Public -> U. Louisville,United States,Kentucky,Public,U. Louisville,4,"['200,362', '']","['97,179', '']","['7,351', '']","['65,375', '']","['9,846', '']","['7,685', '']","['12,926', '']"
8014,r260,United States -> Kentucky -> Public -> Western Kentucky U.,United States,Kentucky,Public,Western Kentucky U.,4,"['6,944', '']","['2,348', '']","['377', '']","['4,035', '']","['105', '']","['60', '']","['19', '']"
8014,r261,United States -> Louisiana,United States,Louisiana,,,2,"['830,787', '']","['362,723', '']","['91,071', '']","['231,144', '']","['92,424', '']","['29,624', '']","['23,801', '']"
8014,r262,United States -> Louisiana -> Public,United States,Louisiana,Public,,3,"['610,254', '']","['236,434', '']","['85,920', '']","['179,511', '']","['84,145', '']","['13,880', '']","['10,364', '']"
8014,r263,United States -> Louisiana -> Public -> Grambling State U.,United States,Louisiana,Public,Grambling State U.,4,"['2,124', '']","['731', '']","['595', '']","['798', '']","['0', '']","['0', '']","['0', '']"
8014,r264,"United States -> Louisiana -> Public -> Louisiana State U., Baton Rouge",United States,Louisiana,Public,"Louisiana State U., Baton Rouge",4,"['296,673', '']","['103,178', '']","['70,166', '']","['98,424', '']","['11,492', '']","['5,959', '']","['7,454', '']"
8014,r265,"United States -> Louisiana -> Public -> Louisiana State U., Health Sciences Center, New Orleans",United States,Louisiana,Public,"Louisiana State U., Health Sciences Center, New Orleans",4,"['44,370', '']","['34,272', '']","['244', '']","['3,743', '']","['2,800', '']","['3,178', '']","['133', '']"
8014,r266,"United States -> Louisiana -> Public -> Louisiana State U., Health Sciences Center, Shreveport",United States,Louisiana,Public,"Louisiana State U., Health Sciences Center, Shreveport",4,"['24,600', '']","['12,359', '']","['19', '']","['8,765', '']","['297', '']","['3,160', '']","['0', '']"
8014,r267,United States -> Louisiana -> Public -> Louisiana Tech U.,United States,Louisiana,Public,Louisiana Tech U.,4,"['27,417', '']","['6,428', '']","['2,767', '']","['15,465', '']","['937', '']","['0', '']","['1,820', '']"
8014,r268,United States -> Louisiana -> Public -> Northwestern State U. Louisiana,United States,Louisiana,Public,Northwestern State U. Louisiana,4,"['1,663', '']","['738', '']","['634', '']","['291', '']","['0', '']","['0', '']","['0', '']"
8014,r269,United States -> Louisiana -> Public -> Southeastern Louisiana U.,United States,Louisiana,Public,Southeastern Louisiana U.,4,"['1,723', '']","['795', '']","['55', '']","['663', '']","['197', '']","['13', '']","['0', '']"
8014,r270,"United States -> Louisiana -> Public -> Southern U. and A&M C., Agricultural Research and Extension Center",United States,Louisiana,Public,"Southern U. and A&M C., Agricultural Research and Extension Center",4,"['6,164', '']","['3,588', '']","['2,556', '']","['20', '']","['0', '']","['0', '']","['0', '']"
8014,r271,"United States -> Louisiana -> Public -> Southern U. and A&M C., Baton Rouge",United States,Louisiana,Public,"Southern U. and A&M C., Baton Rouge",4,"['4,943', '']","['3,770', '']","['95', '']","['374', '']","['704', '']","['0', '']","['0', '']"
8014,r272,"United States -> Louisiana -> Public -> U. Louisiana, Lafayette",United States,Louisiana,Public,"U. Louisiana, Lafayette",4,"['181,400', '']","['65,436', '']","['7,472', '']","['40,891', '']","['67,346', '']","['255', '']","['0', '']"
8014,r273,"United States -> Louisiana -> Public -> U. Louisiana, Monroe",United States,Louisiana,Public,"U. Louisiana, Monroe",4,"['2,198', '']","['1,465', '']","['569', '']","['8', '']","['0', '']","['156', '']","['0', '']"
8014,r274,United States -> Louisiana -> Public -> U. New Orleans,United States,Louisiana,Public,U. New Orleans,4,"['16,979', '']","['3,674', '']","['748', '']","['10,069', '']","['372', '']","['1,159', '']","['957', '']"
8014,r275,United States -> Louisiana -> Private,United States,Louisiana,Private,,3,"['220,533', '']","['126,289', '']","['5,151', '']","['51,633', '']","['8,279', '']","['15,744', '']","['13,437', '']"
8014,r276,United States -> Louisiana -> Private -> Dillard U.,United States,Louisiana,Private,Dillard U.,4,"['2,528', '']","['1,257', '']","['0', '']","['1,271', '']","['0', '']","['0', '']","['0', '']"
8014,r277,United States -> Louisiana -> Private -> Tulane U.,United States,Louisiana,Private,Tulane U.,4,"['205,206', '']","['113,819', '']","['4,442', '']","['49,660', '']","['8,279', '']","['15,569', '']","['13,437', '']"
8014,r278,United States -> Louisiana -> Private -> Xavier U. Louisiana,United States,Louisiana,Private,Xavier U. Louisiana,4,"['12,799', '']","['11,213', '']","['709', '']","['702', '']","['0', '']","['175', '']","['0', '']"
8014,r279,United States -> Maine,United States,Maine,,,2,"['165,224', '']","['75,798', '']","['20,790', '']","['59,785', '']","['3,701', '']","['4,095', '']","['1,055', '']"
8014,r280,United States -> Maine -> Public,United States,Maine,Public,,3,"['152,281', '']","['67,269', '']","['20,778', '']","['56,708', '']","['3,612', '']","['3,047', '']","['867', '']"
8014,r281,United States -> Maine -> Public -> U. Maine,United States,Maine,Public,U. Maine,4,"['146,801', '']","['65,249', '']","['17,875', '']","['56,407', '']","['3,612', '']","['2,857', '']","['801', '']"
8014,r282,United States -> Maine -> Public -> U. Southern Maine,United States,Maine,Public,U. Southern Maine,4,"['5,480', '']","['2,020', '']","['2,903', '']","['301', '']","['0', '']","['190', '']","['66', '']"
8014,r283,United States -> Maine -> Private,United States,Maine,Private,,3,"['12,943', '']","['8,529', '']","['12', '']","['3,077', '']","['89', '']","['1,048', '']","['188', '']"
8014,r284,United States -> Maine -> Private -> Bates C.,United States,Maine,Private,Bates C.,4,"['2,620', '']","['2,079', '']","['0', '']","['188', '']","['0', '']","['165', '']","['188', '']"
8014,r285,United States -> Maine -> Private -> Bowdoin C.,United States,Maine,Private,Bowdoin C.,4,"['2,417', '']","['1,836', '']","['6', '']","['440', '']","['0', '']","['135', '']","['0', '']"
8014,r286,United States -> Maine -> Private -> Colby C.,United States,Maine,Private,Colby C.,4,"['1,672', '']","['750', '']","['0', '']","['427', '']","['0', '']","['495', '']","['0', '']"
8014,r287,United States -> Maine -> Private -> U. New England,United States,Maine,Private,U. New England,4,"['6,234', '']","['3,864', '']","['6', '']","['2,022', '']","['89', '']","['253', '']","['0', '']"
8014,r288,United States -> Maryland,United States,Maryland,,,2,"['4,914,256', '']","['3,890,484', '']","['88,833', '']","['563,641', '']","['136,450', '']","['220,952', '']","['13,896', '']"
8014,r289,United States -> Maryland -> Public,United States,Maryland,Public,,3,"['1,732,871', '']","['1,115,841', '']","['84,156', '']","['416,286', '']","['33,288', '']","['75,925', '']","['7,375', '']"
8014,r290,United States -> Maryland -> Public -> Bowie State U.,United States,Maryland,Public,Bowie State U.,4,"['1,398', '']","['1,398', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8014,r291,United States -> Maryland -> Public -> Morgan State U.,United States,Maryland,Public,Morgan State U.,4,"['20,628', '']","['16,319', '']","['2,782', '']","['389', '']","['225', '']","['571', '']","['342', '']"
8014,r292,United States -> Maryland -> Public -> Salisbury U.,United States,Maryland,Public,Salisbury U.,4,"['10,552', '']","['3,271', '']","['3,604', '']","['3,567', '']","['8', '']","['102', '']","['0', '']"
8014,r293,United States -> Maryland -> Public -> Towson U.,United States,Maryland,Public,Towson U.,4,"['3,794', '']","['1,758', '']","['153', '']","['1,608', '']","['42', '']","['181', '']","['52', '']"
8014,r294,United States -> Maryland -> Public -> U. Baltimore,United States,Maryland,Public,U. Baltimore,4,"['14,672', '']","['11,692', '']","['1,907', '']","['NA', '']","['0', '']","['745', '']","['328', '']"
8014,r295,United States -> Maryland -> Public -> U. Maryland<sup>c</sup>,United States,Maryland,Public,U. Maryland<sup>c</sup>,4,"['1,142,264', '']","['713,283', '']","['42,597', '']","['307,481', '']","['30,638', '']","['43,450', '']","['4,815', '']"
8014,r296,United States -> Maryland -> Public -> U. Maryland Center for Environmental Science,United States,Maryland,Public,U. Maryland Center for Environmental Science,4,"['51,201', '']","['14,072', '']","['25,740', '']","['8,670', '']","['496', '']","['1,636', '']","['587', '']"
8014,r297,"United States -> Maryland -> Public -> U. Maryland, Baltimore County",United States,Maryland,Public,"U. Maryland, Baltimore County",4,"['84,418', '']","['59,882', '']","['7,220', '']","['12,334', '']","['1,860', '']","['1,979', '']","['1,143', '']"
8014,r298,"United States -> Maryland -> Public -> U. Maryland, Eastern Shore",United States,Maryland,Public,"U. Maryland, Eastern Shore",4,"['8,636', '']","['8,346', '']","['153', '']","['10', '']","['19', '']","['0', '']","['108', '']"
8014,r299,United States -> Maryland -> Public -> U.S. Naval Academy,United States,Maryland,Public,U.S. Naval Academy,4,"['10,818', '']","['10,247', '']","['0', '']","['169', '']","['0', '']","['402', '']","['0', '']"
8014,r300,United States -> Maryland -> Public -> Uniformed Services U. of the Health Sciences,United States,Maryland,Public,Uniformed Services U. of the Health Sciences,4,"['384,490', '']","['275,573', '']","['0', '']","['82,058', '']","['0', '']","['26,859', '']","['0', '']"
8014,r301,United States -> Maryland -> Private,United States,Maryland,Private,,3,"['3,181,385', '']","['2,774,643', '']","['4,677', '']","['147,355', '']","['103,162', '']","['145,027', '']","['6,521', '']"
8014,r302,United States -> Maryland -> Private -> Johns Hopkins U.<sup>d</sup>,United States,Maryland,Private,Johns Hopkins U.<sup>d</sup>,4,"['3,181,385', '']","['2,774,643', '']","['4,677', '']","['147,355', '']","['103,162', '']","['145,027', '']","['6,521', '']"
8014,r303,United States -> Massachusetts,United States,Massachusetts,,,2,"['4,568,999', '']","['2,615,651', '']","['48,120', '']","['1,005,685', '']","['311,606', '']","['424,453', '']","['163,484', '']"
8014,r304,United States -> Massachusetts -> Public,United States,Massachusetts,Public,,3,"['754,263', '']","['445,827', '']","['29,153', '']","['200,347', '']","['31,615', '']","['34,663', '']","['12,658', '']"
8014,r305,United States -> Massachusetts -> Public -> Framingham State U.,United States,Massachusetts,Public,Framingham State U.,4,"['2,401', 'i']","['188', 'i']","['0', 'i']","['0', 'i']","['81', 'i']","['2,132', 'i']","['0', 'i']"
8014,r306,"United States -> Massachusetts -> Public -> U. Massachusetts, Amherst",United States,Massachusetts,Public,"U. Massachusetts, Amherst",4,"['213,824', '']","['116,349', '']","['8,595', '']","['71,954', '']","['7,710', '']","['5,479', '']","['3,737', '']"
8014,r307,"United States -> Massachusetts -> Public -> U. Massachusetts, Boston",United States,Massachusetts,Public,"U. Massachusetts, Boston",4,"['63,723', '']","['23,673', '']","['7,113', '']","['25,532', '']","['2,222', '']","['4,829', '']","['354', '']"
8014,r308,"United States -> Massachusetts -> Public -> U. Massachusetts, central office",United States,Massachusetts,Public,"U. Massachusetts, central office",4,"['3,541', '']","['342', '']","['2,417', '']","['256', '']","['1', '']","['504', '']","['21', '']"
8014,r309,"United States -> Massachusetts -> Public -> U. Massachusetts, Dartmouth",United States,Massachusetts,Public,"U. Massachusetts, Dartmouth",4,"['28,729', '']","['8,223', '']","['1,422', '']","['16,908', '']","['1,488', '']","['513', '']","['175', '']"
8014,r310,"United States -> Massachusetts -> Public -> U. Massachusetts, Lowell",United States,Massachusetts,Public,"U. Massachusetts, Lowell",4,"['94,708', '']","['48,179', '']","['4,201', '']","['36,562', '']","['3,444', '']","['1,664', '']","['658', '']"
8014,r311,"United States -> Massachusetts -> Public -> U. Massachusetts, Medical School",United States,Massachusetts,Public,"U. Massachusetts, Medical School",4,"['347,337', '']","['248,873', '']","['5,405', '']","['49,135', '']","['16,669', '']","['19,542', '']","['7,713', '']"
8014,r312,United States -> Massachusetts -> Private,United States,Massachusetts,Private,,3,"['3,814,736', '']","['2,169,824', '']","['18,967', '']","['805,338', '']","['279,991', '']","['389,790', '']","['150,826', '']"
8014,r313,United States -> Massachusetts -> Private -> Amherst C.,United States,Massachusetts,Private,Amherst C.,4,"['4,636', '']","['1,375', '']","['0', '']","['1,895', '']","['0', '']","['71', '']","['1,295', '']"
8014,r314,United States -> Massachusetts -> Private -> Babson C.,United States,Massachusetts,Private,Babson C.,4,"['1,286', '']","['0', '']","['0', '']","['566', '']","['160', '']","['293', '']","['267', '']"
8014,r315,United States -> Massachusetts -> Private -> Boston C.,United States,Massachusetts,Private,Boston C.,4,"['65,156', '']","['34,257', '']","['1,632', '']","['12,870', '']","['522', '']","['15,071', '']","['804', '']"
8014,r316,United States -> Massachusetts -> Private -> Boston U.,United States,Massachusetts,Private,Boston U.,4,"['652,096', '']","['402,443', '']","['501', '']","['160,347', '']","['20,071', '']","['45,146', '']","['23,588', '']"
8014,r317,United States -> Massachusetts -> Private -> Brandeis U.,United States,Massachusetts,Private,Brandeis U.,4,"['107,549', '']","['52,147', '']","['404', '']","['34,998', '']","['1,418', '']","['9,045', '']","['9,537', '']"
8014,r318,United States -> Massachusetts -> Private -> Clark U.,United States,Massachusetts,Private,Clark U.,4,"['7,931', '']","['2,754', '']","['74', '']","['3,633', '']","['0', '']","['1,431', '']","['39', '']"
8014,r319,United States -> Massachusetts -> Private -> Franklin W. Olin C. of Engineering,United States,Massachusetts,Private,Franklin W. Olin C. of Engineering,4,"['1,627', '']","['636', '']","['0', '']","['478', '']","['15', '']","['481', '']","['17', '']"
8014,r320,United States -> Massachusetts -> Private -> Harvard U.,United States,Massachusetts,Private,Harvard U.,4,"['1,254,008', '']","['616,589', '']","['5,137', '']","['384,197', '']","['55,357', '']","['172,327', '']","['20,401', '']"
8014,r321,United States -> Massachusetts -> Private -> Massachusetts Institute of Technology,United States,Massachusetts,Private,Massachusetts Institute of Technology,4,"['949,076', '']","['483,526', '']","['3,213', '']","['116,258', '']","['177,759', '']","['92,386', '']","['75,934', '']"
8014,r322,United States -> Massachusetts -> Private -> MGH Institute of Health Professions,United States,Massachusetts,Private,MGH Institute of Health Professions,4,"['3,037', '']","['2,500', '']","['0', '']","['30', '']","['0', '']","['507', '']","['0', '']"
8014,r323,United States -> Massachusetts -> Private -> Mount Holyoke C.,United States,Massachusetts,Private,Mount Holyoke C.,4,"['2,026', '']","['1,539', '']","['0', '']","['200', '']","['0', '']","['287', '']","['0', '']"
8014,r324,United States -> Massachusetts -> Private -> New England C. of Optometry,United States,Massachusetts,Private,New England C. of Optometry,4,"['1,978', '']","['1,623', '']","['26', '']","['149', '']","['175', '']","['5', '']","['0', '']"
8014,r325,United States -> Massachusetts -> Private -> Northeastern U.,United States,Massachusetts,Private,Northeastern U.,4,"['211,342', '']","['143,421', '']","['2,227', '']","['44,964', '']","['9,547', '']","['10,718', '']","['465', '']"
8014,r326,United States -> Massachusetts -> Private -> Smith C.,United States,Massachusetts,Private,Smith C.,4,"['4,085', '']","['2,433', '']","['16', '']","['1,118', '']","['74', '']","['436', '']","['8', '']"
8014,r327,United States -> Massachusetts -> Private -> Suffolk U.,United States,Massachusetts,Private,Suffolk U.,4,"['2,043', '']","['634', '']","['0', '']","['1,261', '']","['0', '']","['148', '']","['0', '']"
8014,r328,United States -> Massachusetts -> Private -> Tufts U.,United States,Massachusetts,Private,Tufts U.,4,"['224,956', '']","['166,809', '']","['3,242', '']","['15,442', '']","['8,655', '']","['26,955', '']","['3,853', '']"
8014,r329,United States -> Massachusetts -> Private -> Wellesley C.,United States,Massachusetts,Private,Wellesley C.,4,"['6,252', '']","['3,469', '']","['204', '']","['NA', '']","['138', '']","['2,024', '']","['417', '']"
