table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_usda_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
5446,r117,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,116,"['830', '']","['0', '']","['13', '']","['611', '']","['0', '']","['0', '']","['0', '']","['194', '']","['0', '']","['10', '']","['2', '']"
5446,r118,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,117,"['802', '']","['0', '']","['0', '']","['634', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['168', '']","['0', '']"
5446,r119,All institutions -> U. Iowa,All institutions,U. Iowa,2,118,"['798', '']","['0', '']","['0', '']","['423', '']","['0', '']","['14', '']","['0', '']","['17', '']","['0', '']","['317', '']","['27', '']"
5446,r120,All institutions -> Duke U.,All institutions,Duke U.,2,119,"['719', '']","['0', '']","['144', '']","['395', '']","['0', '']","['0', '']","['0', '']","['169', '']","['0', '']","['0', '']","['11', '']"
5446,r121,All institutions -> Missouri State U.,All institutions,Missouri State U.,2,120,"['713', '']","['0', '']","['0', '']","['639', '']","['0', '']","['0', '']","['0', '']","['74', '']","['0', '']","['0', '']","['0', '']"
5446,r122,"All institutions -> U. South Florida, Tampa",All institutions,"U. South Florida, Tampa",2,121,"['688', '']","['0', '']","['42', '']","['0', '']","['0', '']","['0', '']","['0', '']","['352', '']","['0', '']","['173', '']","['121', '']"
5446,r123,All institutions -> Baylor U.,All institutions,Baylor U.,2,122,"['665', '']","['0', '']","['20', '']","['582', '']","['0', '']","['0', '']","['0', '']","['60', '']","['0', '']","['0', '']","['3', '']"
5446,r124,All institutions -> Hawaii Pacific U.,All institutions,Hawaii Pacific U.,2,123,"['654', '']","['0', '']","['0', '']","['654', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r125,All institutions -> U. Utah,All institutions,U. Utah,2,124,"['635', '']","['0', '']","['14', '']","['438', '']","['0', '']","['0', '']","['0', '']","['38', '']","['0', '']","['135', '']","['10', '']"
5446,r126,All institutions -> Desert Research Institute,All institutions,Desert Research Institute,2,125,"['634', '']","['0', '']","['634', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r127,"All institutions -> U. Puerto Rico, Mayaguez",All institutions,"U. Puerto Rico, Mayaguez",2,126,"['626', '']","['0', '']","['9', '']","['557', '']","['0', '']","['0', '']","['0', '']","['12', '']","['0', '']","['48', '']","['0', '']"
5446,r128,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,127,"['625', '']","['0', '']","['0', '']","['75', '']","['0', '']","['104', '']","['0', '']","['0', '']","['0', '']","['446', '']","['0', '']"
5446,r129,All institutions -> St. Edward's U.,All institutions,St. Edward's U.,2,128,"['615', '']","['0', '']","['0', '']","['525', '']","['0', '']","['0', '']","['0', '']","['40', '']","['0', '']","['0', '']","['50', '']"
5446,r130,All institutions -> U. Toledo,All institutions,U. Toledo,2,129,"['605', '']","['0', '']","['113', '']","['356', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['136', '']","['0', '']"
5446,r131,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,130,"['600', '']","['0', '']","['76', '']","['105', '']","['0', '']","['0', '']","['0', '']","['10', '']","['0', '']","['409', '']","['0', '']"
5446,r132,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,131,"['588', '']","['0', '']","['83', '']","['440', '']","['0', '']","['35', '']","['0', '']","['0', '']","['0', '']","['0', '']","['30', '']"
5446,r133,All institutions -> Stephen F. Austin State U.,All institutions,Stephen F. Austin State U.,2,132,"['585', '']","['0', '']","['0', '']","['518', '']","['0', '']","['0', '']","['0', '']","['67', '']","['0', '']","['0', '']","['0', '']"
5446,r134,All institutions -> Indiana U. Pennsylvania,All institutions,Indiana U. Pennsylvania,2,133,"['581', '']","['0', '']","['0', '']","['581', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r135,"All institutions -> U. North Carolina, Greensboro",All institutions,"U. North Carolina, Greensboro",2,134,"['569', '']","['0', '']","['0', '']","['526', '']","['0', '']","['0', '']","['0', '']","['43', '']","['0', '']","['0', '']","['0', '']"
5446,r136,All institutions -> Sam Houston State U.,All institutions,Sam Houston State U.,2,135,"['561', '']","['0', '']","['0', '']","['428', '']","['22', '']","['0', '']","['0', '']","['111', '']","['0', '']","['0', '']","['0', '']"
5446,r137,All institutions -> Boston U.,All institutions,Boston U.,2,136,"['560', '']","['0', '']","['358', '']","['202', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r138,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,137,"['558', '']","['0', '']","['0', '']","['390', '']","['0', '']","['0', '']","['0', '']","['141', '']","['0', '']","['12', '']","['15', '']"
5446,r139,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,138,"['557', '']","['0', '']","['0', '']","['245', '']","['0', '']","['0', '']","['0', '']","['70', '']","['0', '']","['242', '']","['0', '']"
5446,r140,All institutions -> Middle Tennessee State U.,All institutions,Middle Tennessee State U.,2,139,"['547', '']","['0', '']","['0', '']","['532', '']","['0', '']","['15', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r141,"All institutions -> U. Puerto Rico, Rio Piedras",All institutions,"U. Puerto Rico, Rio Piedras",2,139,"['547', '']","['0', '']","['413', '']","['134', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r142,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,141,"['538', '']","['111', '']","['0', '']","['427', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r143,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,142,"['534', '']","['0', '']","['217', '']","['285', '']","['0', '']","['0', '']","['0', '']","['20', '']","['12', '']","['0', '']","['0', '']"
5446,r144,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,143,"['531', '']","['0', '']","['0', '']","['350', '']","['0', '']","['0', '']","['0', '']","['181', '']","['0', '']","['0', '']","['0', '']"
5446,r145,All institutions -> Tennessee Technological U.,All institutions,Tennessee Technological U.,2,144,"['512', '']","['0', '']","['0', '']","['435', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['77', '']","['0', '']"
5446,r146,"All institutions -> U. Hawaii, Hilo",All institutions,"U. Hawaii, Hilo",2,145,"['511', '']","['0', '']","['0', '']","['363', '']","['0', '']","['0', '']","['0', '']","['12', '']","['136', '']","['0', '']","['0', '']"
5446,r147,All institutions -> U. Oregon,All institutions,U. Oregon,2,146,"['499', '']","['0', '']","['0', '']","['227', '']","['0', '']","['0', '']","['0', '']","['164', '']","['0', '']","['0', '']","['108', '']"
5446,r148,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,147,"['489', '']","['23', '']","['163', '']","['295', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['8', '']"
5446,r149,All institutions -> U. Wisconsin-Stevens Point,All institutions,U. Wisconsin-Stevens Point,2,147,"['489', '']","['0', '']","['3', '']","['439', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['47', '']","['0', '']"
5446,r150,"All institutions -> Brigham Young U., Provo",All institutions,"Brigham Young U., Provo",2,149,"['483', '']","['0', '']","['0', '']","['308', '']","['0', '']","['0', '']","['0', '']","['66', '']","['0', '']","['109', '']","['0', '']"
5446,r151,"All institutions -> U. Minnesota, Duluth",All institutions,"U. Minnesota, Duluth",2,150,"['480', '']","['0', '']","['60', '']","['420', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r152,"All institutions -> California State U., Fresno",All institutions,"California State U., Fresno",2,151,"['477', '']","['0', '']","['0', '']","['477', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r153,All institutions -> Illinois Institute of Technology,All institutions,Illinois Institute of Technology,2,152,"['466', '']","['0', '']","['0', '']","['466', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r154,All institutions -> Ohio U.,All institutions,Ohio U.,2,153,"['461', '']","['0', '']","['8', '']","['126', '']","['0', '']","['252', '']","['0', '']","['31', '']","['0', '']","['0', '']","['44', '']"
5446,r155,All institutions -> Western U. of Health Sciences,All institutions,Western U. of Health Sciences,2,154,"['456', '']","['0', '']","['0', '']","['456', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r156,All institutions -> Humboldt State U.,All institutions,Humboldt State U.,2,155,"['453', '']","['0', '']","['0', '']","['401', '']","['0', '']","['0', '']","['0', '']","['52', '']","['0', '']","['0', '']","['0', '']"
5446,r157,All institutions -> U. Southern California,All institutions,U. Southern California,2,156,"['449', '']","['281', '']","['0', '']","['20', '']","['0', '']","['23', '']","['3', '']","['71', '']","['0', '']","['51', '']","['0', '']"
5446,r158,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,157,"['448', '']","['0', '']","['0', '']","['136', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['312', '']","['0', '']"
5446,r159,All institutions -> Texas State U.,All institutions,Texas State U.,2,158,"['445', '']","['0', '']","['0', '']","['331', '']","['0', '']","['0', '']","['0', '']","['2', '']","['0', '']","['112', '']","['0', '']"
5446,r160,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,159,"['436', '']","['0', '']","['0', '']","['0', '']","['0', '']","['131', '']","['0', '']","['0', '']","['0', '']","['305', '']","['0', '']"
5446,r161,All institutions -> Western Kentucky U.,All institutions,Western Kentucky U.,2,160,"['430', '']","['0', '']","['30', '']","['273', '']","['0', '']","['127', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r162,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,161,"['412', '']","['74', '']","['0', '']","['142', '']","['0', '']","['0', '']","['0', '']","['148', '']","['0', '']","['0', '']","['48', '']"
5446,r163,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,162,"['410', '']","['0', '']","['162', '']","['215', '']","['0', '']","['0', '']","['0', '']","['33', '']","['0', '']","['0', '']","['0', '']"
5446,r164,All institutions -> Missouri U. of Science and Technology,All institutions,Missouri U. of Science and Technology,2,163,"['408', '']","['248', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['160', '']","['0', '']"
5446,r165,All institutions -> West Texas A&M U.,All institutions,West Texas A&M U.,2,164,"['401', '']","['0', '']","['0', '']","['401', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r166,All institutions -> Illinois State U.,All institutions,Illinois State U.,2,165,"['388', '']","['0', '']","['0', '']","['388', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r167,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,166,"['384', '']","['0', '']","['211', '']","['12', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['161', '']","['0', '']"
5446,r168,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,167,"['378', '']","['0', '']","['0', '']","['192', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['186', '']"
5446,r169,"All institutions -> U. Nebraska, Medical Center",All institutions,"U. Nebraska, Medical Center",2,168,"['376', '']","['0', '']","['0', '']","['376', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r170,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,169,"['374', '']","['0', '']","['0', '']","['348', '']","['0', '']","['0', '']","['0', '']","['26', '']","['0', '']","['0', '']","['0', '']"
5446,r171,"All institutions -> U. Massachusetts, Medical School",All institutions,"U. Massachusetts, Medical School",2,170,"['369', '']","['0', '']","['0', '']","['369', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r172,All institutions -> Louisiana Tech U.,All institutions,Louisiana Tech U.,2,171,"['365', '']","['0', '']","['0', '']","['350', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['15', '']","['0', '']"
5446,r173,"All institutions -> California State U., San Bernardino",All institutions,"California State U., San Bernardino",2,172,"['346', '']","['0', '']","['0', '']","['346', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r174,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,173,"['339', '']","['0', '']","['0', '']","['122', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['40', '']","['177', '']"
5446,r175,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,174,"['333', '']","['0', '']","['0', '']","['92', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['241', '']"
5446,r176,All institutions -> U. Maryland Center for Environmental Science,All institutions,U. Maryland Center for Environmental Science,2,175,"['330', '']","['0', '']","['2', '']","['269', '']","['0', '']","['0', '']","['0', '']","['59', '']","['0', '']","['0', '']","['0', '']"
5446,r177,"All institutions -> California State Polytechnic U., Pomona",All institutions,"California State Polytechnic U., Pomona",2,176,"['327', '']","['0', '']","['0', '']","['327', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r178,All institutions -> Stanford U.,All institutions,Stanford U.,2,177,"['319', '']","['0', '']","['118', '']","['41', '']","['0', '']","['0', '']","['0', '']","['106', '']","['0', '']","['54', '']","['0', '']"
5446,r179,All institutions -> U. South Alabama,All institutions,U. South Alabama,2,178,"['306', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['306', '']","['0', '']","['0', '']","['0', '']"
5446,r180,All institutions -> George Washington U.,All institutions,George Washington U.,2,179,"['305', '']","['11', '']","['0', '']","['101', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['128', '']","['65', '']"
5446,r181,All institutions -> Chapman U.,All institutions,Chapman U.,2,180,"['293', '']","['0', '']","['6', '']","['263', '']","['0', '']","['24', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r182,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,181,"['288', '']","['0', '']","['288', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r183,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,182,"['287', '']","['0', '']","['0', '']","['226', '']","['0', '']","['61', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r184,"All institutions -> California State U., Northridge",All institutions,"California State U., Northridge",2,183,"['285', '']","['0', '']","['0', '']","['262', '']","['0', '']","['0', '']","['0', '']","['0', '']","['23', '']","['0', '']","['0', '']"
5446,r185,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,184,"['280', '']","['0', '']","['0', '']","['118', '']","['0', '']","['152', '']","['0', '']","['10', '']","['0', '']","['0', '']","['0', '']"
5446,r186,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,185,"['274', '']","['0', '']","['65', '']","['113', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['96', '']","['0', '']"
5446,r187,"All institutions -> California State U., Fullerton",All institutions,"California State U., Fullerton",2,186,"['272', '']","['33', '']","['0', '']","['231', '']","['0', '']","['0', '']","['0', '']","['0', '']","['8', '']","['0', '']","['0', '']"
5446,r188,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,186,"['272', '']","['0', '']","['0', '']","['223', '']","['0', '']","['41', '']","['0', '']","['0', '']","['0', '']","['8', '']","['0', '']"
5446,r189,All institutions -> Princeton U.,All institutions,Princeton U.,2,188,"['271', '']","['0', '']","['0', '']","['271', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r190,All institutions -> Albany State U.,All institutions,Albany State U.,2,189,"['270', '']","['0', '']","['0', '']","['270', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r191,"All institutions -> California State U., Monterey Bay",All institutions,"California State U., Monterey Bay",2,190,"['248', '']","['0', '']","['0', '']","['248', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r192,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,191,"['240', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['240', '']"
5446,r193,All institutions -> Long Island U.,All institutions,Long Island U.,2,192,"['235', '']","['0', '']","['0', '']","['235', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r194,"All institutions -> U. South Florida, Saint Petersburg",All institutions,"U. South Florida, Saint Petersburg",2,193,"['230', '']","['0', '']","['0', '']","['230', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r195,All institutions -> South Dakota School of Mines and Technology,All institutions,South Dakota School of Mines and Technology,2,194,"['229', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['229', '']","['0', '']"
5446,r196,All institutions -> Alabama A&M U.,All institutions,Alabama A&M U.,2,195,"['227', 'i']","['2', 'i']","['0', 'i']","['198', 'i']","['2', 'i']","['2', 'i']","['3', 'i']","['3', 'i']","['0', 'i']","['8', 'i']","['9', 'i']"
5446,r197,All institutions -> Northwest Indian C.,All institutions,Northwest Indian C.,2,196,"['224', 'i']","['0', 'i']","['209', 'i']","['15', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
5446,r198,All institutions -> Western Carolina U.,All institutions,Western Carolina U.,2,196,"['224', '']","['0', '']","['0', '']","['66', '']","['0', '']","['0', '']","['0', '']","['158', '']","['0', '']","['0', '']","['0', '']"
5446,r199,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,198,"['223', '']","['0', '']","['0', '']","['80', '']","['0', '']","['119', '']","['0', '']","['0', '']","['0', '']","['24', '']","['0', '']"
5446,r200,"All institutions -> U. Texas, Tyler",All institutions,"U. Texas, Tyler",2,199,"['218', '']","['0', '']","['0', '']","['218', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r201,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,200,"['216', '']","['0', '']","['56', '']","['160', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r202,"All institutions -> California State U., San Marcos",All institutions,"California State U., San Marcos",2,201,"['215', '']","['0', '']","['0', '']","['47', '']","['0', '']","['0', '']","['0', '']","['168', '']","['0', '']","['0', '']","['0', '']"
5446,r203,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,202,"['201', '']","['0', '']","['4', '']","['92', '']","['0', '']","['0', '']","['0', '']","['91', '']","['14', '']","['0', '']","['0', '']"
5446,r204,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,203,"['200', '']","['133', '']","['31', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['36', '']"
5446,r205,"All institutions -> Loyola U., Chicago",All institutions,"Loyola U., Chicago",2,204,"['199', '']","['0', '']","['0', '']","['199', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r206,All institutions -> Harvard U.,All institutions,Harvard U.,2,205,"['196', '']","['0', '']","['100', '']","['96', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r207,"All institutions -> California State U., Chico",All institutions,"California State U., Chico",2,206,"['191', '']","['0', '']","['0', '']","['191', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r208,"All institutions -> California State U., Bakersfield",All institutions,"California State U., Bakersfield",2,207,"['190', '']","['0', '']","['0', '']","['48', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['142', '']","['0', '']"
5446,r209,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,208,"['189', '']","['0', '']","['101', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['88', '']","['0', '']"
5446,r210,"All institutions -> California State U., Sacramento",All institutions,"California State U., Sacramento",2,209,"['186', '']","['0', '']","['0', '']","['29', '']","['0', '']","['0', '']","['0', '']","['55', '']","['66', '']","['0', '']","['36', '']"
5446,r211,All institutions -> Worcester Polytechnic Institute,All institutions,Worcester Polytechnic Institute,2,210,"['185', '']","['0', '']","['0', '']","['0', '']","['106', '']","['0', '']","['0', '']","['0', '']","['0', '']","['79', '']","['0', '']"
5446,r212,"All institutions -> U. North Carolina, Asheville",All institutions,"U. North Carolina, Asheville",2,211,"['184', '']","['0', '']","['4', '']","['0', '']","['0', '']","['173', '']","['0', '']","['0', '']","['0', '']","['0', '']","['7', '']"
5446,r213,All institutions -> Fort Hays State U.,All institutions,Fort Hays State U.,2,212,"['183', '']","['0', '']","['0', '']","['183', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r214,All institutions -> Towson U.,All institutions,Towson U.,2,213,"['181', '']","['21', '']","['0', '']","['160', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r215,All institutions -> Rice U.,All institutions,Rice U.,2,214,"['179', '']","['0', '']","['0', '']","['131', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['48', '']","['0', '']"
5446,r216,All institutions -> American U.,All institutions,American U.,2,215,"['174', '']","['0', '']","['0', '']","['0', '']","['0', '']","['17', '']","['0', '']","['0', '']","['157', '']","['0', '']","['0', '']"
5446,r217,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,215,"['174', '']","['0', '']","['0', '']","['136', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['38', '']","['0', '']"
5446,r218,All institutions -> Salish Kootenai C.,All institutions,Salish Kootenai C.,2,217,"['173', '']","['0', '']","['0', '']","['150', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['23', '']"
5446,r219,All institutions -> Benedict C.,All institutions,Benedict C.,2,218,"['168', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['168', '']","['0', '']"
5446,r220,All institutions -> Lamar U.,All institutions,Lamar U.,2,218,"['168', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['168', '']","['0', '']"
5446,r221,All institutions -> Emory U.,All institutions,Emory U.,2,220,"['166', '']","['0', '']","['33', '']","['133', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r222,"All institutions -> U. Alaska, Anchorage",All institutions,"U. Alaska, Anchorage",2,221,"['163', '']","['0', '']","['0', '']","['163', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r223,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,222,"['160', '']","['0', '']","['0', '']","['27', '']","['60', '']","['0', '']","['0', '']","['0', '']","['0', '']","['73', '']","['0', '']"
5446,r224,All institutions -> U. Rochester,All institutions,U. Rochester,2,223,"['157', '']","['0', '']","['0', '']","['157', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r225,All institutions -> William & Mary,All institutions,William & Mary,2,224,"['155', '']","['0', '']","['144', '']","['11', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r226,All institutions -> Embry-Riddle Aeronautical U.,All institutions,Embry-Riddle Aeronautical U.,2,225,"['153', '']","['0', '']","['115', '']","['0', '']","['0', '']","['0', '']","['0', '']","['38', '']","['0', '']","['0', '']","['0', '']"
5446,r227,All institutions -> George Mason U.,All institutions,George Mason U.,2,225,"['153', '']","['93', '']","['60', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r228,All institutions -> Hobart and William Smith Colleges,All institutions,Hobart and William Smith Colleges,2,225,"['153', '']","['0', '']","['0', '']","['153', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r229,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,225,"['153', '']","['0', '']","['0', '']","['138', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['15', '']"
5446,r230,All institutions -> Smith C.,All institutions,Smith C.,2,229,"['150', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['150', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r231,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,230,"['147', '']","['0', '']","['0', '']","['147', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r232,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,231,"['146', '']","['0', '']","['35', '']","['73', '']","['0', '']","['0', '']","['38', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r233,All institutions -> U. Houston,All institutions,U. Houston,2,232,"['143', '']","['12', '']","['27', '']","['56', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['48', '']"
5446,r234,"All institutions -> U. Arkansas, Little Rock",All institutions,"U. Arkansas, Little Rock",2,233,"['142', '']","['0', '']","['0', '']","['142', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r235,All institutions -> Wright State U.,All institutions,Wright State U.,2,234,"['141', '']","['0', '']","['0', '']","['141', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r236,All institutions -> C. Charleston,All institutions,C. Charleston,2,235,"['136', '']","['0', '']","['50', '']","['86', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5446,r237,All institutions -> Clarkson U.,All institutions,Clarkson U.,2,236,"['134', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['134', '']","['0', '']"
5446,r238,All institutions -> U. Central Arkansas,All institutions,U. Central Arkansas,2,237,"['132', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['131', '']","['0', '']","['0', '']"
5446,r239,All institutions -> U. New England,All institutions,U. New England,2,238,"['131', '']","['0', '']","['0', '']","['131', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
