table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_nasa_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
3174,r117,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,116,"['1,658', '']","['0', '']","['201', '']","['320', '']","['0', '']","['647', '']","['0', '']","['0', '']","['0', '']","['490', '']","['0', '']"
3174,r118,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,117,"['1,645', '']","['164', '']","['348', '']","['0', '']","['0', '']","['335', '']","['0', '']","['23', '']","['0', '']","['746', '']","['29', '']"
3174,r119,All institutions -> C. Charleston,All institutions,C. Charleston,2,118,"['1,644', '']","['0', '']","['529', '']","['25', '']","['0', '']","['475', '']","['0', '']","['0', '']","['589', '']","['0', '']","['26', '']"
3174,r120,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,119,"['1,602', '']","['0', '']","['610', '']","['0', '']","['0', '']","['286', '']","['0', '']","['0', '']","['0', '']","['706', '']","['0', '']"
3174,r121,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,120,"['1,583', '']","['0', '']","['0', '']","['1,583', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r122,All institutions -> Desert Research Institute,All institutions,Desert Research Institute,2,121,"['1,582', '']","['0', '']","['1,582', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r123,All institutions -> South Dakota School of Mines and Technology,All institutions,South Dakota School of Mines and Technology,2,122,"['1,514', '']","['0', '']","['0', '']","['0', '']","['21', '']","['4', '']","['0', '']","['0', '']","['0', '']","['1,489', '']","['0', '']"
3174,r124,All institutions -> Portland State U.,All institutions,Portland State U.,2,123,"['1,494', '']","['0', '']","['190', '']","['575', '']","['0', '']","['300', '']","['0', '']","['0', '']","['0', '']","['429', '']","['0', '']"
3174,r125,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,124,"['1,463', '']","['0', '']","['61', '']","['0', '']","['0', '']","['463', '']","['0', '']","['111', '']","['0', '']","['828', '']","['0', '']"
3174,r126,All institutions -> U. Georgia,All institutions,U. Georgia,2,124,"['1,463', '']","['0', '']","['347', '']","['37', '']","['0', '']","['315', '']","['93', '']","['671', '']","['0', '']","['0', '']","['0', '']"
3174,r127,All institutions -> South Dakota State U.,All institutions,South Dakota State U.,2,126,"['1,427', '']","['0', '']","['1,044', '']","['13', '']","['0', '']","['53', '']","['0', '']","['0', '']","['0', '']","['317', '']","['0', '']"
3174,r128,"All institutions -> U. Puerto Rico, Rio Piedras",All institutions,"U. Puerto Rico, Rio Piedras",2,127,"['1,387', '']","['0', '']","['74', '']","['0', '']","['0', '']","['1,285', '']","['0', '']","['28', '']","['0', '']","['0', '']","['0', '']"
3174,r129,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,128,"['1,365', '']","['0', '']","['1,141', '']","['0', '']","['0', '']","['201', '']","['0', '']","['0', '']","['0', '']","['23', '']","['0', '']"
3174,r130,All institutions -> New York U.,All institutions,New York U.,2,129,"['1,353', '']","['223', '']","['0', '']","['0', '']","['265', '']","['409', '']","['0', '']","['193', '']","['0', '']","['263', '']","['0', '']"
3174,r131,All institutions -> U. Maine,All institutions,U. Maine,2,130,"['1,331', '']","['0', '']","['1,047', '']","['44', '']","['0', '']","['14', '']","['0', '']","['0', '']","['66', '']","['139', '']","['21', '']"
3174,r132,All institutions -> U. Texas Medical Branch,All institutions,U. Texas Medical Branch,2,131,"['1,323', '']","['0', '']","['0', '']","['1,323', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r133,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,132,"['1,321', '']","['0', '']","['387', '']","['98', '']","['0', '']","['218', '']","['0', '']","['0', '']","['0', '']","['603', '']","['15', '']"
3174,r134,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,133,"['1,309', '']","['0', '']","['214', '']","['321', '']","['0', '']","['199', '']","['0', '']","['0', '']","['0', '']","['575', '']","['0', '']"
3174,r135,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,133,"['1,309', '']","['0', '']","['494', '']","['335', '']","['0', '']","['237', '']","['0', '']","['0', '']","['0', '']","['243', '']","['0', '']"
3174,r136,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,135,"['1,272', '']","['188', '']","['79', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,005', '']","['0', '']"
3174,r137,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,135,"['1,272', '']","['38', '']","['181', '']","['0', '']","['0', '']","['80', '']","['0', '']","['0', '']","['0', '']","['973', '']","['0', '']"
3174,r138,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,137,"['1,270', '']","['0', '']","['42', '']","['0', '']","['0', '']","['125', '']","['0', '']","['0', '']","['0', '']","['1,103', '']","['0', '']"
3174,r139,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,138,"['1,215', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,186', '']","['0', '']","['0', '']","['0', '']","['29', '']","['0', '']"
3174,r140,All institutions -> Clemson U.,All institutions,Clemson U.,2,139,"['1,202', '']","['0', '']","['0', '']","['5', '']","['0', '']","['1,012', '']","['0', '']","['0', '']","['0', '']","['185', '']","['0', '']"
3174,r141,All institutions -> U. Vermont,All institutions,U. Vermont,2,140,"['1,165', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,165', '']","['0', '']"
3174,r142,"All institutions -> California State U., Los Angeles",All institutions,"California State U., Los Angeles",2,141,"['1,123', '']","['0', '']","['0', '']","['0', '']","['0', '']","['43', '']","['0', '']","['1,028', '']","['0', '']","['52', '']","['0', '']"
3174,r143,All institutions -> Missouri U. of Science and Technology,All institutions,Missouri U. of Science and Technology,2,142,"['1,114', '']","['0', '']","['6', '']","['0', '']","['0', '']","['5', '']","['0', '']","['0', '']","['0', '']","['1,103', '']","['0', '']"
3174,r144,"All institutions -> U. Arkansas, Little Rock",All institutions,"U. Arkansas, Little Rock",2,143,"['1,112', '']","['0', '']","['0', '']","['24', '']","['0', '']","['2', '']","['0', '']","['0', '']","['0', '']","['1,086', '']","['0', '']"
3174,r145,All institutions -> George Washington U.,All institutions,George Washington U.,2,144,"['1,102', '']","['0', '']","['0', '']","['148', '']","['0', '']","['530', '']","['0', '']","['0', '']","['0', '']","['424', '']","['0', '']"
3174,r146,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,145,"['1,075', '']","['257', '']","['220', '']","['143', '']","['0', '']","['317', '']","['0', '']","['138', '']","['0', '']","['0', '']","['0', '']"
3174,r147,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,146,"['1,047', '']","['0', '']","['895', '']","['152', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r148,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,147,"['1,035', '']","['77', '']","['698', '']","['12', '']","['0', '']","['7', '']","['0', '']","['0', '']","['0', '']","['221', '']","['20', '']"
3174,r149,All institutions -> U. Louisville,All institutions,U. Louisville,2,148,"['1,024', '']","['0', '']","['38', '']","['177', '']","['0', '']","['83', '']","['0', '']","['89', '']","['0', '']","['632', '']","['5', '']"
3174,r150,All institutions -> Delaware State U.,All institutions,Delaware State U.,2,149,"['1,014', '']","['0', '']","['0', '']","['5', '']","['0', '']","['859', '']","['0', '']","['0', '']","['0', '']","['150', '']","['0', '']"
3174,r151,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,150,"['1,013', '']","['13', '']","['77', '']","['493', '']","['0', '']","['8', '']","['1', '']","['0', '']","['0', '']","['420', '']","['1', '']"
3174,r152,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,151,"['952', '']","['0', '']","['0', '']","['895', '']","['0', '']","['57', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r153,All institutions -> U. Maryland Center for Environmental Science,All institutions,U. Maryland Center for Environmental Science,2,152,"['940', '']","['0', '']","['442', '']","['498', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r154,All institutions -> U. of the Virgin Islands,All institutions,U. of the Virgin Islands,2,153,"['915', '']","['8', '']","['0', '']","['167', '']","['740', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r155,All institutions -> Southern Methodist U.,All institutions,Southern Methodist U.,2,154,"['898', '']","['0', '']","['722', '']","['0', '']","['62', '']","['0', '']","['0', '']","['0', '']","['0', '']","['114', '']","['0', '']"
3174,r156,All institutions -> Temple U.,All institutions,Temple U.,2,155,"['888', '']","['78', '']","['0', '']","['310', '']","['0', '']","['208', '']","['0', '']","['177', '']","['0', '']","['71', '']","['44', '']"
3174,r157,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,156,"['856', '']","['0', '']","['201', '']","['0', '']","['0', '']","['488', '']","['0', '']","['3', '']","['0', '']","['155', '']","['9', '']"
3174,r158,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,157,"['849', '']","['0', '']","['0', '']","['0', '']","['0', '']","['569', '']","['0', '']","['0', '']","['0', '']","['280', '']","['0', '']"
3174,r159,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,158,"['844', '']","['51', '']","['0', '']","['0', '']","['0', '']","['491', '']","['0', '']","['0', '']","['0', '']","['302', '']","['0', '']"
3174,r160,All institutions -> Langston U.,All institutions,Langston U.,2,159,"['837', '']","['0', '']","['0', '']","['835', '']","['2', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r161,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,160,"['830', '']","['0', '']","['0', '']","['0', '']","['0', '']","['450', '']","['0', '']","['0', '']","['0', '']","['380', '']","['0', '']"
3174,r162,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,161,"['822', '']","['0', '']","['244', '']","['56', '']","['0', '']","['55', '']","['0', '']","['87', '']","['0', '']","['380', '']","['0', '']"
3174,r163,All institutions -> Xavier U. Louisiana,All institutions,Xavier U. Louisiana,2,162,"['820', '']","['0', '']","['0', '']","['0', '']","['0', '']","['780', '']","['0', '']","['0', '']","['0', '']","['40', '']","['0', '']"
3174,r164,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,163,"['782', '']","['0', '']","['609', '']","['84', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['89', '']","['0', '']"
3174,r165,"All institutions -> U. California, Merced",All institutions,"U. California, Merced",2,164,"['776', '']","['0', '']","['0', '']","['0', '']","['0', '']","['636', '']","['0', '']","['0', '']","['0', '']","['140', '']","['0', '']"
3174,r166,All institutions -> Florida Institute of Technology,All institutions,Florida Institute of Technology,2,165,"['774', '']","['0', '']","['0', '']","['16', '']","['49', '']","['480', '']","['0', '']","['0', '']","['0', '']","['229', '']","['0', '']"
3174,r167,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,166,"['771', '']","['0', '']","['0', '']","['198', '']","['89', '']","['38', '']","['0', '']","['13', '']","['0', '']","['429', '']","['4', '']"
3174,r168,All institutions -> U. Hartford,All institutions,U. Hartford,2,166,"['771', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['771', '']","['0', '']"
3174,r169,All institutions -> Florida International U.,All institutions,Florida International U.,2,168,"['764', '']","['0', '']","['142', '']","['436', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['186', '']","['0', '']"
3174,r170,All institutions -> Morehead State U.,All institutions,Morehead State U.,2,169,"['754', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['754', '']","['0', '']"
3174,r171,All institutions -> U. Dayton,All institutions,U. Dayton,2,169,"['754', '']","['0', '']","['51', '']","['0', '']","['0', '']","['176', '']","['0', '']","['0', '']","['0', '']","['527', '']","['0', '']"
3174,r172,All institutions -> Embry-Riddle Aeronautical U.,All institutions,Embry-Riddle Aeronautical U.,2,171,"['750', '']","['0', '']","['17', '']","['0', '']","['0', '']","['710', '']","['0', '']","['0', '']","['0', '']","['23', '']","['0', '']"
3174,r173,All institutions -> Wellesley C.,All institutions,Wellesley C.,2,172,"['724', '']","['0', '']","['0', '']","['0', '']","['0', '']","['724', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r174,All institutions -> U. Akron,All institutions,U. Akron,2,173,"['721', '']","['0', '']","['0', '']","['0', '']","['13', '']","['39', '']","['0', '']","['0', '']","['0', '']","['669', '']","['0', '']"
3174,r175,All institutions -> Icahn School of Medicine at Mount Sinai,All institutions,Icahn School of Medicine at Mount Sinai,2,174,"['694', '']","['0', '']","['0', '']","['694', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r176,All institutions -> Villanova U.,All institutions,Villanova U.,2,175,"['687', '']","['0', '']","['0', '']","['0', '']","['0', '']","['687', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r177,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,176,"['654', '']","['0', '']","['413', '']","['231', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['10', '']","['0', '']"
3174,r178,All institutions -> New Mexico Institute of Mining and Technology,All institutions,New Mexico Institute of Mining and Technology,2,177,"['650', '']","['0', '']","['58', '']","['0', '']","['0', '']","['174', '']","['0', '']","['0', '']","['0', '']","['418', '']","['0', '']"
3174,r179,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,178,"['638', '']","['0', '']","['52', '']","['204', '']","['0', '']","['89', '']","['0', '']","['0', '']","['43', '']","['250', '']","['0', '']"
3174,r180,All institutions -> Eastern Virginia Medical School,All institutions,Eastern Virginia Medical School,2,179,"['631', '']","['0', '']","['0', '']","['631', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r181,All institutions -> Washington State U.,All institutions,Washington State U.,2,180,"['622', '']","['0', '']","['39', '']","['180', '']","['0', '']","['140', '']","['0', '']","['0', '']","['0', '']","['223', '']","['40', '']"
3174,r182,"All institutions -> California Polytechnic State U., San Luis Obispo",All institutions,"California Polytechnic State U., San Luis Obispo",2,181,"['597', '']","['242', '']","['0', '']","['60', '']","['108', '']","['73', '']","['0', '']","['7', '']","['0', '']","['107', '']","['0', '']"
3174,r183,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,182,"['592', '']","['0', '']","['38', '']","['0', '']","['0', '']","['457', '']","['0', '']","['0', '']","['0', '']","['31', '']","['66', '']"
3174,r184,"All institutions -> U. Nebraska, Omaha",All institutions,"U. Nebraska, Omaha",2,183,"['585', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['585', '']","['0', '']"
3174,r185,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,184,"['581', '']","['0', '']","['0', '']","['0', '']","['0', '']","['179', '']","['0', '']","['0', '']","['0', '']","['402', '']","['0', '']"
3174,r186,All institutions -> Drexel U.,All institutions,Drexel U.,2,185,"['537', '']","['0', '']","['0', '']","['0', '']","['0', '']","['336', '']","['0', '']","['0', '']","['0', '']","['201', '']","['0', '']"
3174,r187,All institutions -> U. Denver,All institutions,U. Denver,2,186,"['536', '']","['0', '']","['0', '']","['270', '']","['0', '']","['53', '']","['0', '']","['0', '']","['0', '']","['213', '']","['0', '']"
3174,r188,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,187,"['529', '']","['0', '']","['0', '']","['0', '']","['0', '']","['63', '']","['0', '']","['0', '']","['0', '']","['201', '']","['265', '']"
3174,r189,All institutions -> Christopher Newport U.,All institutions,Christopher Newport U.,2,188,"['514', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['514', '']","['0', '']"
3174,r190,All institutions -> Tufts U.,All institutions,Tufts U.,2,189,"['512', '']","['0', '']","['0', '']","['0', '']","['150', '']","['0', '']","['0', '']","['0', '']","['0', '']","['362', '']","['0', '']"
3174,r191,All institutions -> Skidmore C.,All institutions,Skidmore C.,2,190,"['496', '']","['0', '']","['496', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r192,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,191,"['481', '']","['0', '']","['72', '']","['248', '']","['5', '']","['30', '']","['0', '']","['0', '']","['0', '']","['126', '']","['0', '']"
3174,r193,All institutions -> U. Guam,All institutions,U. Guam,2,192,"['467', '']","['0', '']","['467', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r194,All institutions -> William & Mary,All institutions,William & Mary,2,193,"['462', '']","['0', '']","['378', '']","['6', '']","['3', '']","['38', '']","['0', '']","['0', '']","['0', '']","['0', '']","['37', '']"
3174,r195,"All institutions -> California State U., Northridge",All institutions,"California State U., Northridge",2,194,"['461', '']","['0', '']","['128', '']","['169', '']","['0', '']","['161', '']","['0', '']","['0', '']","['0', '']","['3', '']","['0', '']"
3174,r196,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,195,"['450', '']","['0', '']","['0', '']","['239', '']","['0', '']","['211', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r197,All institutions -> Northwest Indian C.,All institutions,Northwest Indian C.,2,196,"['443', '']","['0', '']","['391', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['52', '']"
3174,r198,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,197,"['422', '']","['0', '']","['0', '']","['19', '']","['0', '']","['177', '']","['0', '']","['0', '']","['0', '']","['226', '']","['0', '']"
3174,r199,"All institutions -> CUNY, Advanced Science Research Center",All institutions,"CUNY, Advanced Science Research Center",2,198,"['420', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['420', '']","['0', '']"
3174,r200,All institutions -> Ohio U.,All institutions,Ohio U.,2,199,"['417', '']","['0', '']","['0', '']","['71', '']","['0', '']","['84', '']","['0', '']","['0', '']","['0', '']","['262', '']","['0', '']"
3174,r201,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,200,"['416', '']","['0', '']","['0', '']","['187', '']","['68', '']","['0', '']","['0', '']","['0', '']","['0', '']","['161', '']","['0', '']"
3174,r202,All institutions -> Worcester Polytechnic Institute,All institutions,Worcester Polytechnic Institute,2,201,"['407', '']","['0', '']","['0', '']","['0', '']","['50', '']","['0', '']","['0', '']","['0', '']","['0', '']","['357', '']","['0', '']"
3174,r203,All institutions -> Wesleyan U.,All institutions,Wesleyan U.,2,202,"['403', '']","['0', '']","['242', '']","['0', '']","['0', '']","['161', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r204,All institutions -> North Carolina Agricultural and Technical State U.,All institutions,North Carolina Agricultural and Technical State U.,2,203,"['389', '']","['0', '']","['15', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['374', '']","['0', '']"
3174,r205,All institutions -> Wright State U.,All institutions,Wright State U.,2,204,"['387', '']","['0', '']","['0', '']","['23', '']","['0', '']","['254', '']","['0', '']","['0', '']","['0', '']","['110', '']","['0', '']"
3174,r206,All institutions -> Illinois Institute of Technology,All institutions,Illinois Institute of Technology,2,205,"['379', '']","['0', '']","['138', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['241', '']","['0', '']"
3174,r207,All institutions -> U. South Alabama,All institutions,U. South Alabama,2,206,"['346', '']","['0', '']","['17', '']","['0', '']","['0', '']","['7', '']","['0', '']","['0', '']","['0', '']","['322', '']","['0', '']"
3174,r208,All institutions -> Cleveland State U.,All institutions,Cleveland State U.,2,207,"['328', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['37', '']","['0', '']","['291', '']","['0', '']"
3174,r209,All institutions -> Scripps Research Institute,All institutions,Scripps Research Institute,2,208,"['317', '']","['0', '']","['0', '']","['317', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r210,All institutions -> Bowdoin C.,All institutions,Bowdoin C.,2,209,"['314', '']","['0', '']","['280', '']","['17', '']","['0', '']","['17', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r211,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,210,"['312', '']","['0', '']","['0', '']","['175', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['137', '']","['0', '']"
3174,r212,All institutions -> Kent State U.,All institutions,Kent State U.,2,211,"['306', '']","['0', '']","['153', '']","['0', '']","['0', '']","['111', '']","['0', '']","['0', '']","['0', '']","['42', '']","['0', '']"
3174,r213,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,212,"['305', '']","['0', '']","['4', '']","['216', '']","['0', '']","['43', '']","['0', '']","['0', '']","['0', '']","['42', '']","['0', '']"
3174,r214,"All institutions -> Southern U. and A&M C., Baton Rouge",All institutions,"Southern U. and A&M C., Baton Rouge",2,213,"['301', '']","['26', '']","['0', '']","['54', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['221', '']","['0', '']"
3174,r215,All institutions -> Idaho State U.,All institutions,Idaho State U.,2,214,"['294', '']","['0', '']","['294', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r216,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,215,"['293', '']","['0', '']","['0', '']","['0', '']","['0', '']","['293', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r217,All institutions -> Medical C. Wisconsin,All institutions,Medical C. Wisconsin,2,216,"['286', '']","['0', '']","['0', '']","['286', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r218,All institutions -> Boston C.,All institutions,Boston C.,2,217,"['285', '']","['0', '']","['278', '']","['0', '']","['0', '']","['7', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r219,All institutions -> DePaul U.,All institutions,DePaul U.,2,218,"['281', '']","['0', '']","['0', '']","['0', '']","['0', '']","['59', '']","['222', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r220,"All institutions -> U. Arkansas, Pine Bluff",All institutions,"U. Arkansas, Pine Bluff",2,219,"['280', '']","['0', '']","['0', '']","['0', '']","['0', '']","['280', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r221,All institutions -> Central Washington U.,All institutions,Central Washington U.,2,220,"['275', '']","['0', '']","['174', '']","['0', '']","['0', '']","['101', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r222,All institutions -> U. Colorado Denver and Anschutz Medical Campus,All institutions,U. Colorado Denver and Anschutz Medical Campus,2,220,"['275', '']","['0', '']","['0', '']","['154', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['11', '']","['110', '']"
3174,r223,All institutions -> U. Oregon,All institutions,U. Oregon,2,222,"['265', '']","['0', '']","['223', '']","['14', '']","['0', '']","['28', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r224,All institutions -> Clark U.,All institutions,Clark U.,2,223,"['262', '']","['0', '']","['194', '']","['68', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r225,"All institutions -> U. Missouri, Kansas City",All institutions,"U. Missouri, Kansas City",2,224,"['258', '']","['0', '']","['15', '']","['0', '']","['0', '']","['237', '']","['0', '']","['0', '']","['0', '']","['6', '']","['0', '']"
3174,r226,"All institutions -> CUNY, New York City C. of Technology",All institutions,"CUNY, New York City C. of Technology",2,225,"['256', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['256', '']","['0', '']"
3174,r227,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,226,"['237', '']","['0', '']","['16', '']","['63', '']","['0', '']","['0', '']","['0', '']","['0', '']","['12', '']","['146', '']","['0', '']"
3174,r228,"All institutions -> U. Puerto Rico, Mayaguez",All institutions,"U. Puerto Rico, Mayaguez",2,226,"['237', '']","['0', '']","['142', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['95', '']","['0', '']"
3174,r229,All institutions -> Western Michigan U. and Homer Stryker M.D. School of Medicine,All institutions,Western Michigan U. and Homer Stryker M.D. School of Medicine,2,228,"['236', '']","['0', '']","['30', '']","['0', '']","['0', '']","['194', '']","['0', '']","['0', '']","['0', '']","['0', '']","['12', '']"
3174,r230,All institutions -> Rowan U.,All institutions,Rowan U.,2,229,"['231', '']","['0', '']","['166', '']","['0', '']","['37', '']","['10', '']","['0', '']","['0', '']","['0', '']","['18', '']","['0', '']"
3174,r231,"All institutions -> SUNY, C. Plattsburgh",All institutions,"SUNY, C. Plattsburgh",2,230,"['222', '']","['0', '']","['0', '']","['0', '']","['0', '']","['222', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r232,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,231,"['216', '']","['0', '']","['0', '']","['0', '']","['0', '']","['71', '']","['0', '']","['0', '']","['0', '']","['145', '']","['0', '']"
3174,r233,"All institutions -> U. Nebraska, Medical Center",All institutions,"U. Nebraska, Medical Center",2,232,"['212', '']","['0', '']","['0', '']","['212', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r234,All institutions -> Colgate U.,All institutions,Colgate U.,2,233,"['210', '']","['0', '']","['191', '']","['0', '']","['0', '']","['19', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r235,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,234,"['202', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['202', '']","['0', '']"
3174,r236,"All institutions -> SUNY, C. of Environmental Science and Forestry",All institutions,"SUNY, C. of Environmental Science and Forestry",2,235,"['200', '']","['0', '']","['0', '']","['200', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r237,All institutions -> Prairie View A&M U.,All institutions,Prairie View A&M U.,2,236,"['199', '']","['18', '']","['0', '']","['70', '']","['0', '']","['111', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r238,"All institutions -> U. Massachusetts, Dartmouth",All institutions,"U. Massachusetts, Dartmouth",2,237,"['197', '']","['0', '']","['69', '']","['0', '']","['1', '']","['40', '']","['0', '']","['0', '']","['0', '']","['87', '']","['0', '']"
3174,r239,All institutions -> U. Tulsa,All institutions,U. Tulsa,2,237,"['197', '']","['0', '']","['0', '']","['0', '']","['0', '']","['129', '']","['0', '']","['0', '']","['0', '']","['68', '']","['0', '']"
