table_id,row_id,sector_and_occupation_full_path,sector_and_occupation_level_1,sector_and_occupation_level_2,sector_and_occupation_level_3,sector_and_occupation_level_4,sector_and_occupation_level_5,sector_and_occupation_hierarchy_depth,field_total,field_job_satisfaction_very_satisfied,field_job_satisfaction_somewhat_satisfied,field_job_satisfaction_somewhat_dissatisfied,field_job_satisfaction_very_dissatisfied
6847,r155,All sectors -> Government -> S&E occupations -> Computer and mathematical scientists -> Postsecondary teachers - computer and math sciences,All sectors,Government,S&E occupations,Computer and mathematical scientists,Postsecondary teachers - computer and math sciences,5,,,,,
6847,r156,All sectors -> Government -> S&E occupations -> Physical and related scientists,All sectors,Government,S&E occupations,Physical and related scientists,,4,76000,38000,30000,3000,5000
6847,r157,"All sectors -> Government -> S&E occupations -> Physical and related scientists -> Chemists, except biochemists",All sectors,Government,S&E occupations,Physical and related scientists,"Chemists, except biochemists",5,15000,8000,7000,1000,
6847,r158,"All sectors -> Government -> S&E occupations -> Physical and related scientists -> Earth scientists, geologists and oceanographers",All sectors,Government,S&E occupations,Physical and related scientists,"Earth scientists, geologists and oceanographers",5,16000,9000,6000,0.05,
6847,r159,All sectors -> Government -> S&E occupations -> Physical and related scientists -> Physicists and astronomers,All sectors,Government,S&E occupations,Physical and related scientists,Physicists and astronomers,5,12000,5000,6000,,
6847,r160,All sectors -> Government -> S&E occupations -> Physical and related scientists -> Other physical and related scientists,All sectors,Government,S&E occupations,Physical and related scientists,Other physical and related scientists,5,34000,17000,11000,S,4000
6847,r161,All sectors -> Government -> S&E occupations -> Physical and related scientists -> Postsecondary teachers - physical and related sciences,All sectors,Government,S&E occupations,Physical and related scientists,Postsecondary teachers - physical and related sciences,5,,,,,
6847,r162,All sectors -> Government -> S&E occupations -> Social and related scientists,All sectors,Government,S&E occupations,Social and related scientists,,4,95000,59000,32000,4000,
6847,r163,All sectors -> Government -> S&E occupations -> Social and related scientists -> Economists,All sectors,Government,S&E occupations,Social and related scientists,Economists,5,S,S,3000,S,
6847,r164,All sectors -> Government -> S&E occupations -> Social and related scientists -> Political scientists,All sectors,Government,S&E occupations,Social and related scientists,Political scientists,5,16000,S,S,,
6847,r165,All sectors -> Government -> S&E occupations -> Social and related scientists -> Psychologists,All sectors,Government,S&E occupations,Social and related scientists,Psychologists,5,19000,11000,7000,,
6847,r166,All sectors -> Government -> S&E occupations -> Social and related scientists -> Sociologists and anthropologists,All sectors,Government,S&E occupations,Social and related scientists,Sociologists and anthropologists,5,5000,4000,1000,,
6847,r167,All sectors -> Government -> S&E occupations -> Social and related scientists -> Other social and related scientists,All sectors,Government,S&E occupations,Social and related scientists,Other social and related scientists,5,33000,17000,14000,S,
6847,r168,All sectors -> Government -> S&E occupations -> Social and related scientists -> Postsecondary teachers - social and related sciences,All sectors,Government,S&E occupations,Social and related scientists,Postsecondary teachers - social and related sciences,5,,,,,
6847,r169,All sectors -> Government -> S&E occupations -> Engineers,All sectors,Government,S&E occupations,Engineers,,4,218000,100000,104000,12000,2000
6847,r170,"All sectors -> Government -> S&E occupations -> Engineers -> Aerospace, aeronautical, and astronautical engineers",All sectors,Government,S&E occupations,Engineers,"Aerospace, aeronautical, and astronautical engineers",5,24000,13000,11000,,
6847,r171,All sectors -> Government -> S&E occupations -> Engineers -> Chemical engineers,All sectors,Government,S&E occupations,Engineers,Chemical engineers,5,3000,S,2000,,
6847,r172,"All sectors -> Government -> S&E occupations -> Engineers -> Civil, architectural, and sanitary engineers",All sectors,Government,S&E occupations,Engineers,"Civil, architectural, and sanitary engineers",5,84000,36000,41000,6000,1000
6847,r173,All sectors -> Government -> S&E occupations -> Engineers -> Electrical and computer hardware engineers,All sectors,Government,S&E occupations,Engineers,Electrical and computer hardware engineers,5,34000,19000,13000,S,S
6847,r174,All sectors -> Government -> S&E occupations -> Engineers -> Industrial engineers,All sectors,Government,S&E occupations,Engineers,Industrial engineers,5,8000,3000,5000,,
6847,r175,All sectors -> Government -> S&E occupations -> Engineers -> Mechanical engineers,All sectors,Government,S&E occupations,Engineers,Mechanical engineers,5,16000,6000,9000,1000,
6847,r176,All sectors -> Government -> S&E occupations -> Engineers -> Other engineers,All sectors,Government,S&E occupations,Engineers,Other engineers,5,48000,22000,24000,2000,
6847,r177,All sectors -> Government -> S&E occupations -> Engineers -> Postsecondary teachers - engineering,All sectors,Government,S&E occupations,Engineers,Postsecondary teachers - engineering,5,,,,,
6847,r178,All sectors -> Government -> S&E-related occupations,All sectors,Government,S&E-related occupations,,,3,643000,333000,242000,60000,8000
6847,r179,All sectors -> Government -> S&E-related occupations -> Health-related occupations,All sectors,Government,S&E-related occupations,Health-related occupations,,4,392000,203000,139000,44000,S
6847,r180,All sectors -> Government -> S&E-related occupations -> S&E managers,All sectors,Government,S&E-related occupations,S&E managers,,4,141000,71000,58000,10000,
6847,r181,All sectors -> Government -> S&E-related occupations -> S&E precollege teachers,All sectors,Government,S&E-related occupations,S&E precollege teachers,,4,,,,,
6847,r182,All sectors -> Government -> S&E-related occupations -> S&E technicians and technologists,All sectors,Government,S&E-related occupations,S&E technicians and technologists,,4,92000,45000,41000,5000,
6847,r183,All sectors -> Government -> S&E-related occupations -> Other S&E-related occupations,All sectors,Government,S&E-related occupations,Other S&E-related occupations,,4,19000,15000,S,,
6847,r184,All sectors -> Government -> Non-S&E occupations,All sectors,Government,Non-S&E occupations,,,3,3379000,1657000,1382000,253000,88000
6847,r185,All sectors -> Government -> Non-S&E occupations -> Non-S&E managers,All sectors,Government,Non-S&E occupations,Non-S&E managers,,4,457000,281000,165000,8000,S
6847,r186,All sectors -> Government -> Non-S&E occupations -> Management-related occupations,All sectors,Government,Non-S&E occupations,Management-related occupations,,4,773000,368000,338000,51000,16000
6847,r187,All sectors -> Government -> Non-S&E occupations -> Non-S&E precollege teachers,All sectors,Government,Non-S&E occupations,Non-S&E precollege teachers,,4,,,,,
6847,r188,All sectors -> Government -> Non-S&E occupations -> Non-S&E postsecondary teachers,All sectors,Government,Non-S&E occupations,Non-S&E postsecondary teachers,,4,,,,,
6847,r189,All sectors -> Government -> Non-S&E occupations -> Social services and related occupations,All sectors,Government,Non-S&E occupations,Social services and related occupations,,4,347000,146000,156000,34000,12000
6847,r190,All sectors -> Government -> Non-S&E occupations -> Sales and marketing occupations,All sectors,Government,Non-S&E occupations,Sales and marketing occupations,,4,46000,S,26000,S,
6847,r191,"All sectors -> Government -> Non-S&E occupations -> Art, humanities, and related occupations",All sectors,Government,Non-S&E occupations,"Art, humanities, and related occupations",,4,35000,19000,15000,S,
6847,r192,All sectors -> Government -> Non-S&E occupations -> Other non-S&E occupations,All sectors,Government,Non-S&E occupations,Other non-S&E occupations,,4,1722000,833000,683000,150000,56000
