table_id,row_id,time_period,all_scientists_and_engineers_level_1,all_scientists_and_engineers_level_2,all_scientists_and_engineers_level_3,all_scientists_and_engineers_hierarchy_depth,value
6340,r276,Total -> Years since degree -> 21&#8211;30 years,Changes in location (number),0,SE,3,1275
6340,r277,Total -> Years since degree -> 21&#8211;30 years,Changes in location (number),1,Total,3,4450
6340,r278,Total -> Years since degree -> 21&#8211;30 years,Changes in location (number),1,SE,3,375
6340,r279,Total -> Years since degree -> 21&#8211;30 years,Changes in location (number),2,Total,3,1350
6340,r280,Total -> Years since degree -> 21&#8211;30 years,Changes in location (number),2,SE,3,250
6340,r281,Total -> Years since degree -> 21&#8211;30 years,Changes in location (%),0,Percent,3,97.61
6340,r282,Total -> Years since degree -> 21&#8211;30 years,Changes in location (%),0,SE,3,0.2
6340,r283,Total -> Years since degree -> 21&#8211;30 years,Changes in location (%),1,Percent,3,1.84
6340,r284,Total -> Years since degree -> 21&#8211;30 years,Changes in location (%),1,SE,3,0.2
6340,r285,Total -> Years since degree -> 21&#8211;30 years,Changes in location (%),2,Percent,3,0.55
6340,r286,Total -> Years since degree -> 21&#8211;30 years,Changes in location (%),2,SE,3,0.1
6340,r287,Total -> Years since degree -> > 30 years,All scientists and engineers,Number,,2,156600
6340,r288,Total -> Years since degree -> > 30 years,All scientists and engineers,SE,,2,1225
6340,r289,Total -> Years since degree -> > 30 years,Changes in location (number),0,Total,3,154150
6340,r290,Total -> Years since degree -> > 30 years,Changes in location (number),0,SE,3,1250
6340,r291,Total -> Years since degree -> > 30 years,Changes in location (number),1,Total,3,2000
6340,r292,Total -> Years since degree -> > 30 years,Changes in location (number),1,SE,3,325
6340,r293,Total -> Years since degree -> > 30 years,Changes in location (number),2,Total,3,450
6340,r294,Total -> Years since degree -> > 30 years,Changes in location (number),2,SE,3,150
6340,r295,Total -> Years since degree -> > 30 years,Changes in location (%),0,Percent,3,98.44
6340,r296,Total -> Years since degree -> > 30 years,Changes in location (%),0,SE,3,0.25
6340,r297,Total -> Years since degree -> > 30 years,Changes in location (%),1,Percent,3,1.27
6340,r298,Total -> Years since degree -> > 30 years,Changes in location (%),1,SE,3,0.2
6340,r299,Total -> Years since degree -> > 30 years,Changes in location (%),2,Percent,3,0.29
6340,r300,Total -> Years since degree -> > 30 years,Changes in location (%),2,SE,3,0.1
6340,r301,Total -> Residence location in 2015 -> U.S. residing,All scientists and engineers,Number,,2,742750
6340,r302,Total -> Residence location in 2015 -> U.S. residing,All scientists and engineers,SE,,2,1850
6340,r303,Total -> Residence location in 2015 -> U.S. residing,Changes in location (number),0,Total,3,730300
6340,r304,Total -> Residence location in 2015 -> U.S. residing,Changes in location (number),0,SE,3,2000
6340,r305,Total -> Residence location in 2015 -> U.S. residing,Changes in location (number),1,Total,3,9450
6340,r306,Total -> Residence location in 2015 -> U.S. residing,Changes in location (number),1,SE,3,525
6340,r307,Total -> Residence location in 2015 -> U.S. residing,Changes in location (number),2,Total,3,3000
6340,r308,Total -> Residence location in 2015 -> U.S. residing,Changes in location (number),2,SE,3,325
6340,r309,Total -> Residence location in 2015 -> U.S. residing,Changes in location (%),0,Percent,3,98.32
6340,r310,Total -> Residence location in 2015 -> U.S. residing,Changes in location (%),0,SE,3,0.1
6340,r311,Total -> Residence location in 2015 -> U.S. residing,Changes in location (%),1,Percent,3,1.27
6340,r312,Total -> Residence location in 2015 -> U.S. residing,Changes in location (%),1,SE,3,0.1
6340,r313,Total -> Residence location in 2015 -> U.S. residing,Changes in location (%),2,Percent,3,0.4
6340,r314,Total -> Residence location in 2015 -> U.S. residing,Changes in location (%),2,SE,3,0.05
6340,r315,Total -> Residence location in 2015 -> Non-U.S. residing,All scientists and engineers,Number,,2,113300
6340,r316,Total -> Residence location in 2015 -> Non-U.S. residing,All scientists and engineers,SE,,2,1250
6340,r317,Total -> Residence location in 2015 -> Non-U.S. residing,Changes in location (number),0,Total,3,101050
6340,r318,Total -> Residence location in 2015 -> Non-U.S. residing,Changes in location (number),0,SE,3,1200
6340,r319,Total -> Residence location in 2015 -> Non-U.S. residing,Changes in location (number),1,Total,3,10700
6340,r320,Total -> Residence location in 2015 -> Non-U.S. residing,Changes in location (number),1,SE,3,550
6340,r321,Total -> Residence location in 2015 -> Non-U.S. residing,Changes in location (number),2,Total,3,1550
6340,r322,Total -> Residence location in 2015 -> Non-U.S. residing,Changes in location (number),2,SE,3,250
6340,r323,Total -> Residence location in 2015 -> Non-U.S. residing,Changes in location (%),0,Percent,3,89.21
6340,r324,Total -> Residence location in 2015 -> Non-U.S. residing,Changes in location (%),0,SE,3,0.5
6340,r325,Total -> Residence location in 2015 -> Non-U.S. residing,Changes in location (%),1,Percent,3,9.43
6340,r326,Total -> Residence location in 2015 -> Non-U.S. residing,Changes in location (%),1,SE,3,0.5
6340,r327,Total -> Residence location in 2015 -> Non-U.S. residing,Changes in location (%),2,Percent,3,1.36
6340,r328,Total -> Residence location in 2015 -> Non-U.S. residing,Changes in location (%),2,SE,3,0.25
6340,r329,Total -> Disability status in 2015 -> With disability,All scientists and engineers,Number,,2,71700
6340,r330,Total -> Disability status in 2015 -> With disability,All scientists and engineers,SE,,2,1250
6340,r331,Total -> Disability status in 2015 -> With disability,Changes in location (number),0,Total,3,69700
6340,r332,Total -> Disability status in 2015 -> With disability,Changes in location (number),0,SE,3,1225
6340,r333,Total -> Disability status in 2015 -> With disability,Changes in location (number),1,Total,3,1550
6340,r334,Total -> Disability status in 2015 -> With disability,Changes in location (number),1,SE,3,250
6340,r335,Total -> Disability status in 2015 -> With disability,Changes in location (number),2,Total,3,450
6340,r336,Total -> Disability status in 2015 -> With disability,Changes in location (number),2,SE,3,150
6340,r337,Total -> Disability status in 2015 -> With disability,Changes in location (%),0,Percent,3,97.19
6340,r338,Total -> Disability status in 2015 -> With disability,Changes in location (%),0,SE,3,0.4
6340,r339,Total -> Disability status in 2015 -> With disability,Changes in location (%),1,Percent,3,2.17
6340,r340,Total -> Disability status in 2015 -> With disability,Changes in location (%),1,SE,3,0.35
6340,r341,Total -> Disability status in 2015 -> With disability,Changes in location (%),2,Percent,3,0.63
6340,r342,Total -> Disability status in 2015 -> With disability,Changes in location (%),2,SE,3,0.2
6340,r343,Total -> Disability status in 2015 -> Without disability,All scientists and engineers,Number,,2,784350
6340,r344,Total -> Disability status in 2015 -> Without disability,All scientists and engineers,SE,,2,1950
6340,r345,Total -> Disability status in 2015 -> Without disability,Changes in location (number),0,Total,3,761650
6340,r346,Total -> Disability status in 2015 -> Without disability,Changes in location (number),0,SE,3,2050
6340,r347,Total -> Disability status in 2015 -> Without disability,Changes in location (number),1,Total,3,18600
6340,r348,Total -> Disability status in 2015 -> Without disability,Changes in location (number),1,SE,3,700
6340,r349,Total -> Disability status in 2015 -> Without disability,Changes in location (number),2,Total,3,4100
6340,r350,Total -> Disability status in 2015 -> Without disability,Changes in location (number),2,SE,3,425
6340,r351,Total -> Disability status in 2015 -> Without disability,Changes in location (%),0,Percent,3,97.11
6340,r352,Total -> Disability status in 2015 -> Without disability,Changes in location (%),0,SE,3,0.15
6340,r353,Total -> Disability status in 2015 -> Without disability,Changes in location (%),1,Percent,3,2.37
6340,r354,Total -> Disability status in 2015 -> Without disability,Changes in location (%),1,SE,3,0.1
6340,r355,Total -> Disability status in 2015 -> Without disability,Changes in location (%),2,Percent,3,0.52
6340,r356,Total -> Disability status in 2015 -> Without disability,Changes in location (%),2,SE,3,0.1
6340,r357,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,All scientists and engineers,Number,,2,598950
6340,r358,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,All scientists and engineers,SE,,2,2075
6340,r359,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Changes in location (number),0,Total,3,587050
6340,r360,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Changes in location (number),0,SE,3,2050
6340,r361,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Changes in location (number),1,Total,3,9950
6340,r362,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Changes in location (number),1,SE,3,500
6340,r363,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Changes in location (number),2,Total,3,1950
6340,r364,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Changes in location (number),2,SE,3,225
6340,r365,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Changes in location (%),0,Percent,3,98.01
6340,r366,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Changes in location (%),0,SE,3,0.1
6340,r367,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Changes in location (%),1,Percent,3,1.66
6340,r368,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Changes in location (%),1,SE,3,0.1
6340,r369,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Changes in location (%),2,Percent,3,0.33
6340,r370,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Changes in location (%),2,SE,3,0.05
6340,r371,Total -> Citizenship at graduation -> Temporary visa holder,All scientists and engineers,Number,,2,257100
6340,r372,Total -> Citizenship at graduation -> Temporary visa holder,All scientists and engineers,SE,,2,1600
6340,r373,Total -> Citizenship at graduation -> Temporary visa holder,Changes in location (number),0,Total,3,244300
6340,r374,Total -> Citizenship at graduation -> Temporary visa holder,Changes in location (number),0,SE,3,1625
6340,r375,Total -> Citizenship at graduation -> Temporary visa holder,Changes in location (number),1,Total,3,10200
6340,r376,Total -> Citizenship at graduation -> Temporary visa holder,Changes in location (number),1,SE,3,575
6340,r377,Total -> Citizenship at graduation -> Temporary visa holder,Changes in location (number),2,Total,3,2600
6340,r378,Total -> Citizenship at graduation -> Temporary visa holder,Changes in location (number),2,SE,3,325
6340,r379,Total -> Citizenship at graduation -> Temporary visa holder,Changes in location (%),0,Percent,3,95.03
6340,r380,Total -> Citizenship at graduation -> Temporary visa holder,Changes in location (%),0,SE,3,0.25
6340,r381,Total -> Citizenship at graduation -> Temporary visa holder,Changes in location (%),1,Percent,3,3.96
6340,r382,Total -> Citizenship at graduation -> Temporary visa holder,Changes in location (%),1,SE,3,0.25
6340,r383,Total -> Citizenship at graduation -> Temporary visa holder,Changes in location (%),2,Percent,3,1.01
6340,r384,Total -> Citizenship at graduation -> Temporary visa holder,Changes in location (%),2,SE,3,0.15
