table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_federal_r_d_expenditures,field_dod,field_doe,field_hhs,field_nasa,field_nsf,field_usda,field_othera
5407,r128,All institutions -> Drexel U.,All institutions,Drexel U.,2,127,"['82,576', '']","['7,803', '']","['2,338', '']","['51,587', '']","['480', '']","['13,275', '']","['1,336', '']","['5,757', '']"
5407,r129,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,128,"['82,361', '']","['9,899', '']","['654', '']","['51,423', '']","['535', '']","['4,426', '']","['6,060', '']","['9,364', '']"
5407,r130,All institutions -> Clemson U.,All institutions,Clemson U.,2,129,"['82,203', '']","['5,394', '']","['7,990', '']","['15,201', '']","['1,547', '']","['18,435', '']","['4,869', '']","['28,767', '']"
5407,r131,All institutions -> U. Oregon,All institutions,U. Oregon,2,130,"['81,278', '']","['3,325', '']","['5,534', '']","['42,851', '']","['803', '']","['15,062', '']","['499', '']","['13,204', '']"
5407,r132,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,131,"['79,657', '']","['4,636', '']","['15,101', '']","['32,046', '']","['4,020', '']","['10,599', '']","['7,612', '']","['5,643', '']"
5407,r133,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,132,"['79,100', '']","['4,948', '']","['8,040', '']","['15,066', '']","['528', '']","['14,852', '']","['24,157', '']","['11,509', '']"
5407,r134,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,133,"['78,199', '']","['2,517', '']","['2,518', '']","['54,675', '']","['674', '']","['8,620', '']","['412', '']","['8,783', '']"
5407,r135,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,134,"['76,468', '']","['4,135', '']","['4,289', '']","['37,603', '']","['3,449', '']","['15,818', '']","['951', '']","['10,223', '']"
5407,r136,All institutions -> Thomas Jefferson U.,All institutions,Thomas Jefferson U.,2,135,"['74,676', '']","['3,229', '']","['159', '']","['70,883', '']","['132', '']","['0', '']","['47', '']","['226', '']"
5407,r137,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,136,"['73,468', '']","['10,945', '']","['5,006', '']","['16,001', '']","['6,019', '']","['9,435', '']","['12,104', '']","['13,958', '']"
5407,r138,All institutions -> U. Houston,All institutions,U. Houston,2,137,"['71,779', '']","['4,371', '']","['6,376', '']","['33,269', '']","['3,765', '']","['16,703', '']","['143', '']","['7,152', '']"
5407,r139,All institutions -> U. Arkansas for Medical Sciences,All institutions,U. Arkansas for Medical Sciences,2,138,"['70,508', '']","['931', '']","['0', '']","['68,271', '']","['339', '']","['360', '']","['41', '']","['566', '']"
5407,r140,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,139,"['67,242', '']","['4,913', '']","['1,262', '']","['19,303', '']","['1,031', '']","['18,523', '']","['5,328', '']","['16,882', '']"
5407,r141,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,140,"['67,039', '']","['2,724', '']","['555', '']","['48,378', '']","['539', '']","['8,569', '']","['287', '']","['5,987', '']"
5407,r142,All institutions -> Rush U.,All institutions,Rush U.,2,141,"['65,343', '']","['457', '']","['0', '']","['64,886', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5407,r143,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,142,"['64,793', '']","['5,334', '']","['5,361', '']","['26,180', '']","['1,478', '']","['10,997', '']","['6,038', '']","['9,405', '']"
5407,r144,All institutions -> Cold Spring Harbor Laboratory,All institutions,Cold Spring Harbor Laboratory,2,143,"['62,215', '']","['917', '']","['1,880', '']","['50,792', '']","['0', '']","['6,631', '']","['1,785', '']","['210', '']"
5407,r145,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,144,"['62,067', '']","['2,296', '']","['473', '']","['30,733', '']","['2,566', '']","['12,725', '']","['5,802', '']","['7,472', '']"
5407,r146,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,145,"['60,971', '']","['19,336', '']","['6,159', '']","['7,544', '']","['4,170', '']","['11,316', '']","['9,204', '']","['3,242', '']"
5407,r147,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,146,"['59,391', '']","['3,410', '']","['294', '']","['15,355', '']","['25,503', '']","['11,350', '']","['534', '']","['2,945', '']"
5407,r148,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,147,"['57,353', '']","['1,800', '']","['7,547', '']","['13,053', '']","['1,066', '']","['19,828', '']","['7,435', '']","['6,624', '']"
5407,r149,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,148,"['55,983', '']","['13,592', '']","['3,198', '']","['24,730', '']","['1,289', '']","['12,782', '']","['0', '']","['392', '']"
5407,r150,All institutions -> Augusta U.,All institutions,Augusta U.,2,149,"['55,797', '']","['1,380', '']","['0', '']","['52,952', '']","['0', '']","['208', '']","['0', '']","['1,257', '']"
5407,r151,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,150,"['55,560', '']","['9,593', '']","['20,441', '']","['2,785', '']","['2,160', '']","['16,181', '']","['600', '']","['3,800', '']"
5407,r152,All institutions -> U. Maine,All institutions,U. Maine,2,151,"['54,376', '']","['12,392', '']","['2,708', '']","['2,495', '']","['809', '']","['11,554', '']","['15,677', '']","['8,741', '']"
5407,r153,All institutions -> Cleveland State U.,All institutions,Cleveland State U.,2,152,"['53,756', '']","['3,490', '']","['436', '']","['47,469', '']","['490', '']","['1,456', '']","['0', '']","['415', '']"
5407,r154,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,153,"['53,540', '']","['23,795', '']","['270', '']","['5,412', '']","['1,795', '']","['1,398', '']","['113', '']","['20,757', '']"
5407,r155,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,154,"['52,150', '']","['10,332', '']","['12,839', '']","['11,326', '']","['2,624', '']","['12,507', '']","['240', '']","['2,282', '']"
5407,r156,All institutions -> Naval Postgraduate School,All institutions,Naval Postgraduate School,2,155,"['51,870', '']","['46,777', '']","['772', '']","['29', '']","['773', '']","['1,449', '']","['0', '']","['2,070', '']"
5407,r157,All institutions -> U. Idaho,All institutions,U. Idaho,2,156,"['51,450', '']","['1,915', '']","['5,330', '']","['8,897', '']","['2,700', '']","['14,093', '']","['14,375', '']","['4,140', '']"
5407,r158,"All institutions -> U. Tennessee, Health Science Center",All institutions,"U. Tennessee, Health Science Center",2,157,"['48,264', '']","['2,943', '']","['0', '']","['44,904', '']","['0', '']","['60', '']","['0', '']","['357', '']"
5407,r159,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,158,"['47,454', '']","['4,854', '']","['6,344', '']","['3,805', '']","['1,078', '']","['13,559', '']","['13,303', '']","['4,511', '']"
5407,r160,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,159,"['44,950', '']","['8,647', '']","['2,863', '']","['9,470', '']","['1,568', '']","['9,087', '']","['160', '']","['13,155', '']"
5407,r161,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,160,"['44,153', '']","['1,863', '']","['18,047', '']","['15,079', '']","['2,095', '']","['3,889', '']","['1,936', '']","['1,244', '']"
5407,r162,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,161,"['43,017', '']","['6,693', '']","['4,496', '']","['7,514', '']","['1,391', '']","['10,698', '']","['558', '']","['11,667', '']"
5407,r163,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,162,"['42,870', '']","['11,057', '']","['748', '']","['6,315', '']","['1,389', '']","['4,231', '']","['1,158', '']","['17,972', '']"
5407,r164,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,163,"['41,440', '']","['545', '']","['1,540', '']","['32,395', '']","['72', '']","['6,511', '']","['0', '']","['377', '']"
5407,r165,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,164,"['41,304', '']","['17,086', '']","['3,035', '']","['10,650', '']","['1,856', '']","['5,669', '']","['147', '']","['2,861', '']"
5407,r166,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,165,"['41,117', '']","['3,318', '']","['1,500', '']","['26,500', '']","['760', '']","['7,132', '']","['201', '']","['1,706', '']"
5407,r167,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,166,"['40,044', '']","['634', '']","['1,223', '']","['18,677', '']","['555', '']","['3,670', '']","['339', '']","['14,946', '']"
5407,r168,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,167,"['39,873', '']","['2,798', '']","['3,982', '']","['9,307', '']","['782', '']","['8,336', '']","['8,853', '']","['5,815', '']"
5407,r169,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,168,"['39,387', '']","['6,850', '']","['1,870', '']","['9,638', '']","['3,669', '']","['9,101', '']","['4,379', '']","['3,880', '']"
5407,r170,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,169,"['39,126', '']","['2,802', '']","['2,279', '']","['14,008', '']","['2,808', '']","['10,527', '']","['1,260', '']","['5,442', '']"
5407,r171,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,170,"['36,172', '']","['12,512', '']","['4,788', '']","['2,894', '']","['4,496', '']","['6,007', '']","['1,559', '']","['3,916', '']"
5407,r172,All institutions -> Wright State U.,All institutions,Wright State U.,2,171,"['35,321', '']","['25,512', '']","['76', '']","['7,076', '']","['264', '']","['764', '']","['141', '']","['1,488', '']"
5407,r173,All institutions -> Saint Louis U.,All institutions,Saint Louis U.,2,172,"['34,419', '']","['1,763', '']","['311', '']","['26,777', '']","['62', '']","['4,139', '']","['79', '']","['1,288', '']"
5407,r174,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,173,"['34,334', '']","['4,451', '']","['1,503', '']","['13,096', '']","['1,722', '']","['6,456', '']","['625', '']","['6,481', '']"
5407,r175,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,174,"['34,102', '']","['1,044', '']","['230', '']","['2,047', '']","['21,470', '']","['2,399', '']","['288', '']","['6,624', '']"
5407,r176,All institutions -> U.S. Air Force Academy,All institutions,U.S. Air Force Academy,2,175,"['33,554', '']","['33,115', '']","['0', '']","['0', '']","['103', '']","['90', '']","['0', '']","['246', '']"
5407,r177,All institutions -> Stevens Institute of Technology,All institutions,Stevens Institute of Technology,2,176,"['33,461', '']","['21,663', '']","['294', '']","['1,813', '']","['286', '']","['5,515', '']","['0', '']","['3,890', '']"
5407,r178,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,177,"['33,136', '']","['663', '']","['1,772', '']","['5,428', '']","['165', '']","['4,114', '']","['8,820', '']","['12,174', '']"
5407,r179,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,178,"['31,861', '']","['3,044', '']","['2,029', '']","['9,089', '']","['315', '']","['12,593', '']","['858', '']","['3,933', '']"
5407,r180,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,179,"['31,622', '']","['1,315', '']","['1,035', '']","['18,771', '']","['95', '']","['6,840', '']","['200', '']","['3,366', '']"
5407,r181,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,180,"['31,614', '']","['1,413', '']","['256', '']","['6,822', '']","['134', '']","['6,758', '']","['11,153', '']","['5,078', '']"
5407,r182,All institutions -> Mercer U.,All institutions,Mercer U.,2,181,"['31,572', '']","['29,687', '']","['0', '']","['1,821', '']","['29', '']","['35', '']","['0', '']","['0', '']"
5407,r183,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,182,"['31,475', '']","['6,022', '']","['3,878', '']","['5,923', '']","['2,102', '']","['7,778', '']","['2,095', '']","['3,677', '']"
5407,r184,"All institutions -> Louisiana State U., Health Sciences Center, New Orleans",All institutions,"Louisiana State U., Health Sciences Center, New Orleans",2,183,"['31,381', '']","['145', '']","['0', '']","['30,914', '']","['0', '']","['66', '']","['0', '']","['256', '']"
5407,r185,All institutions -> Portland State U.,All institutions,Portland State U.,2,184,"['31,315', '']","['2,512', '']","['871', '']","['11,165', '']","['1,500', '']","['6,868', '']","['945', '']","['7,454', '']"
5407,r186,All institutions -> Boston C.,All institutions,Boston C.,2,185,"['31,038', '']","['3,386', '']","['620', '']","['16,628', '']","['285', '']","['6,491', '']","['0', '']","['3,628', '']"
5407,r187,All institutions -> William & Mary,All institutions,William & Mary,2,186,"['30,436', '']","['2,057', '']","['2,091', '']","['1,787', '']","['436', '']","['7,153', '']","['155', '']","['16,757', '']"
5407,r188,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,187,"['30,330', '']","['7,549', '']","['4,368', '']","['5,519', '']","['2,488', '']","['5,985', '']","['223', '']","['4,198', '']"
5407,r189,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,188,"['30,106', '']","['1,893', '']","['1,380', '']","['8,554', '']","['1,864', '']","['10,122', '']","['5', '']","['6,288', '']"
5407,r190,All institutions -> Howard U.,All institutions,Howard U.,2,189,"['29,256', '']","['2,569', '']","['225', '']","['20,121', '']","['188', '']","['4,974', '']","['0', '']","['1,179', '']"
5407,r191,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,190,"['29,252', '']","['1,403', '']","['2,776', '']","['10,929', '']","['1,600', '']","['4,897', '']","['2,033', '']","['5,614', '']"
5407,r192,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,191,"['28,092', '']","['6,494', '']","['1,767', '']","['4,649', '']","['2,364', '']","['10,792', '']","['26', '']","['2,000', '']"
5407,r193,"All institutions -> SUNY, Polytechnic Institute",All institutions,"SUNY, Polytechnic Institute",2,192,"['27,998', '']","['22,879', '']","['1,788', '']","['1,235', '']","['28', '']","['1,456', '']","['0', '']","['612', '']"
5407,r194,All institutions -> U. Toledo,All institutions,U. Toledo,2,193,"['27,770', '']","['2,828', '']","['1,146', '']","['13,084', '']","['4,363', '']","['3,814', '']","['605', '']","['1,930', '']"
5407,r195,"All institutions -> U. North Carolina, Charlotte",All institutions,"U. North Carolina, Charlotte",2,194,"['27,618', '']","['4,714', '']","['2,325', '']","['5,158', '']","['213', '']","['11,143', '']","['4', '']","['4,061', '']"
5407,r196,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,195,"['27,575', '']","['827', '']","['50', '']","['10,419', '']","['754', '']","['4,408', '']","['0', '']","['11,117', '']"
5407,r197,"All institutions -> U. Puerto Rico, Medical Sciences Campus",All institutions,"U. Puerto Rico, Medical Sciences Campus",2,196,"['27,033', '']","['0', '']","['0', '']","['24,411', '']","['136', '']","['1,328', '']","['0', '']","['1,158', '']"
5407,r198,All institutions -> Texas State U.,All institutions,Texas State U.,2,197,"['26,950', '']","['3,102', '']","['56', '']","['3,813', '']","['4,011', '']","['3,232', '']","['445', '']","['12,291', '']"
5407,r199,All institutions -> Boise State U.,All institutions,Boise State U.,2,198,"['26,914', '']","['2,338', '']","['4,568', '']","['4,719', '']","['1,570', '']","['9,894', '']","['831', '']","['2,994', '']"
5407,r200,All institutions -> Lehigh U.,All institutions,Lehigh U.,2,199,"['26,816', '']","['3,470', '']","['3,882', '']","['4,605', '']","['69', '']","['12,443', '']","['14', '']","['2,333', '']"
5407,r201,"All institutions -> SUNY, Downstate Medical Center",All institutions,"SUNY, Downstate Medical Center",2,200,"['26,454', '']","['946', '']","['0', '']","['25,020', '']","['0', '']","['358', '']","['0', '']","['130', '']"
5407,r202,All institutions -> Worcester Polytechnic Institute,All institutions,Worcester Polytechnic Institute,2,201,"['26,074', '']","['6,870', '']","['1,706', '']","['4,317', '']","['169', '']","['10,551', '']","['185', '']","['2,276', '']"
5407,r203,"All institutions -> CUNY, Hunter C.",All institutions,"CUNY, Hunter C.",2,202,"['26,025', '']","['342', '']","['424', '']","['21,271', '']","['47', '']","['3,483', '']","['0', '']","['458', '']"
5407,r204,"All institutions -> U. North Texas, Health Science Center",All institutions,"U. North Texas, Health Science Center",2,203,"['25,917', '']","['548', '']","['0', '']","['23,466', '']","['306', '']","['38', '']","['33', '']","['1,526', '']"
5407,r205,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,204,"['25,354', '']","['616', '']","['2,367', '']","['9,505', '']","['181', '']","['10,529', '']","['216', '']","['1,940', '']"
5407,r206,All institutions -> U. Denver,All institutions,U. Denver,2,205,"['24,753', '']","['588', '']","['0', '']","['16,293', '']","['553', '']","['3,099', '']","['0', '']","['4,220', '']"
5407,r207,"All institutions -> Brigham Young U., Provo",All institutions,"Brigham Young U., Provo",2,206,"['24,632', '']","['4,112', '']","['2,334', '']","['6,857', '']","['1,553', '']","['7,547', '']","['483', '']","['1,746', '']"
5407,r208,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,207,"['24,564', '']","['5,485', '']","['2,229', '']","['8,308', '']","['0', '']","['7,577', '']","['0', '']","['965', '']"
5407,r209,All institutions -> Illinois Institute of Technology,All institutions,Illinois Institute of Technology,2,208,"['24,244', '']","['970', '']","['3,673', '']","['11,470', '']","['611', '']","['6,490', '']","['466', '']","['564', '']"
5407,r210,"All institutions -> Loyola U., Chicago",All institutions,"Loyola U., Chicago",2,209,"['24,018', '']","['1,041', '']","['0', '']","['20,003', '']","['40', '']","['1,522', '']","['199', '']","['1,213', '']"
5407,r211,"All institutions -> SUNY, Upstate Medical U.",All institutions,"SUNY, Upstate Medical U.",2,210,"['23,940', '']","['1,715', '']","['0', '']","['21,976', '']","['0', '']","['61', '']","['20', '']","['168', '']"
5407,r212,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,211,"['23,695', '']","['3,964', '']","['393', '']","['7,931', '']","['515', '']","['4,130', '']","['857', '']","['5,905', '']"
5407,r213,"All institutions -> U. Nebraska, central administration",All institutions,"U. Nebraska, central administration",2,212,"['23,104', '']","['21,430', '']","['0', '']","['0', '']","['0', '']","['1,674', '']","['0', '']","['0', '']"
5407,r214,All institutions -> New Mexico Institute of Mining and Technology,All institutions,New Mexico Institute of Mining and Technology,2,213,"['22,922', '']","['7,835', '']","['4,968', '']","['560', '']","['804', '']","['7,040', '']","['0', '']","['1,715', '']"
5407,r215,All institutions -> Missouri U. of Science and Technology,All institutions,Missouri U. of Science and Technology,2,214,"['22,860', '']","['4,238', '']","['4,746', '']","['428', '']","['927', '']","['7,046', '']","['408', '']","['5,067', '']"
5407,r216,All institutions -> Air Force Institute of Technology,All institutions,Air Force Institute of Technology,2,215,"['22,854', '']","['21,467', '']","['208', '']","['0', '']","['16', '']","['0', '']","['0', '']","['1,163', '']"
5407,r217,All institutions -> South Dakota State U.,All institutions,South Dakota State U.,2,216,"['22,531', '']","['435', '']","['234', '']","['3,551', '']","['1,029', '']","['2,635', '']","['11,354', '']","['3,293', '']"
5407,r218,All institutions -> Catholic U. of America,All institutions,Catholic U. of America,2,217,"['22,503', '']","['363', '']","['5,027', '']","['2,341', '']","['11,992', '']","['1,823', '']","['0', '']","['957', '']"
5407,r219,All institutions -> Morehouse School of Medicine,All institutions,Morehouse School of Medicine,2,218,"['22,500', '']","['0', '']","['0', '']","['22,489', '']","['0', '']","['11', '']","['0', '']","['0', '']"
5407,r220,All institutions -> North Carolina Agricultural and Technical State U.,All institutions,North Carolina Agricultural and Technical State U.,2,219,"['22,338', '']","['3,140', '']","['1,653', '']","['1,721', '']","['608', '']","['8,725', '']","['4,600', '']","['1,891', '']"
5407,r221,"All institutions -> U. Missouri, Kansas City",All institutions,"U. Missouri, Kansas City",2,220,"['22,320', '']","['6,854', '']","['130', '']","['12,774', '']","['267', '']","['1,468', '']","['0', '']","['827', '']"
5407,r222,All institutions -> U. South Alabama,All institutions,U. South Alabama,2,221,"['21,825', '']","['359', '']","['919', '']","['12,181', '']","['399', '']","['3,510', '']","['306', '']","['4,151', '']"
5407,r223,"All institutions -> U. North Carolina, Greensboro",All institutions,"U. North Carolina, Greensboro",2,222,"['20,447', '']","['402', '']","['0', '']","['8,494', '']","['63', '']","['2,468', '']","['569', '']","['8,451', '']"
5407,r224,All institutions -> East Carolina U.,All institutions,East Carolina U.,2,223,"['20,168', '']","['1,176', '']","['34', '']","['11,380', '']","['99', '']","['3,850', '']","['93', '']","['3,536', '']"
5407,r225,"All institutions -> U. California, Merced",All institutions,"U. California, Merced",2,224,"['20,000', '']","['3,018', '']","['2,023', '']","['5,330', '']","['890', '']","['7,204', '']","['1,252', '']","['283', '']"
5407,r226,All institutions -> Van Andel Research Institute,All institutions,Van Andel Research Institute,2,225,"['18,538', '']","['730', '']","['184', '']","['17,588', '']","['0', '']","['36', '']","['0', '']","['0', '']"
5407,r227,All institutions -> U. Memphis,All institutions,U. Memphis,2,226,"['18,063', '']","['1,028', '']","['126', '']","['7,826', '']","['134', '']","['3,627', '']","['36', '']","['5,286', '']"
5407,r228,All institutions -> Southern Methodist U.,All institutions,Southern Methodist U.,2,227,"['17,752', '']","['4,503', '']","['2,899', '']","['3,207', '']","['829', '']","['4,626', '']","['0', '']","['1,688', '']"
5407,r229,All institutions -> Loma Linda U.,All institutions,Loma Linda U.,2,228,"['17,457', 'i']","['2,331', 'i']","['0', 'i']","['13,112', 'i']","['1,975', 'i']","['0', 'i']","['0', 'i']","['39', 'i']"
5407,r230,"All institutions -> California State U., Northridge",All institutions,"California State U., Northridge",2,229,"['17,261', '']","['1,316', '']","['189', '']","['8,733', '']","['609', '']","['5,291', '']","['285', '']","['838', '']"
5407,r231,All institutions -> San Francisco State U.,All institutions,San Francisco State U.,2,230,"['16,331', 'i']","['331', 'i']","['256', 'i']","['10,040', 'i']","['3', 'i']","['4,221', 'i']","['19', 'i']","['1,461', 'i']"
5407,r232,"All institutions -> Rutgers, State U. New Jersey, Newark",All institutions,"Rutgers, State U. New Jersey, Newark",2,231,"['16,196', '']","['1,634', '']","['515', '']","['8,018', '']","['0', '']","['5,446', '']","['29', '']","['554', '']"
5407,r233,All institutions -> American U.,All institutions,American U.,2,232,"['16,123', '']","['1,092', '']","['42', '']","['3,228', '']","['3,211', '']","['1,121', '']","['174', '']","['7,255', '']"
5407,r234,"All institutions -> U. Puerto Rico, Mayaguez",All institutions,"U. Puerto Rico, Mayaguez",2,233,"['15,842', '']","['884', '']","['246', '']","['1,275', '']","['269', '']","['5,805', '']","['626', '']","['6,737', '']"
5407,r235,All institutions -> Desert Research Institute,All institutions,Desert Research Institute,2,234,"['15,791', '']","['5,097', '']","['5,184', '']","['308', '']","['1,375', '']","['1,163', '']","['634', '']","['2,030', '']"
5407,r236,All institutions -> Eastern Virginia Medical School,All institutions,Eastern Virginia Medical School,2,235,"['15,748', '']","['646', '']","['0', '']","['6,864', '']","['507', '']","['0', '']","['0', '']","['7,731', '']"
5407,r237,All institutions -> Rowan U.,All institutions,Rowan U.,2,236,"['15,551', '']","['4,659', '']","['11', '']","['7,469', '']","['163', '']","['1,865', '']","['86', '']","['1,298', '']"
5407,r238,All institutions -> Ohio U.,All institutions,Ohio U.,2,237,"['15,543', '']","['1,061', '']","['2,560', '']","['5,003', '']","['437', '']","['2,372', '']","['461', '']","['3,649', '']"
5407,r239,All institutions -> U. Maryland Center for Environmental Science,All institutions,U. Maryland Center for Environmental Science,2,238,"['15,498', '']","['955', '']","['9', '']","['44', '']","['752', '']","['4,079', '']","['330', '']","['9,329', '']"
5407,r240,"All institutions -> U. Alaska, Anchorage",All institutions,"U. Alaska, Anchorage",2,239,"['15,290', '']","['2,078', '']","['8', '']","['2,987', '']","['186', '']","['2,726', '']","['163', '']","['7,142', '']"
5407,r241,All institutions -> Tuskegee U.,All institutions,Tuskegee U.,2,240,"['15,122', '']","['217', '']","['0', '']","['3,394', '']","['6', '']","['5,718', '']","['5,475', '']","['312', '']"
5407,r242,All institutions -> Kent State U.,All institutions,Kent State U.,2,241,"['15,004', '']","['1,081', '']","['1,487', '']","['6,507', '']","['216', '']","['4,082', '']","['8', '']","['1,623', '']"
5407,r243,All institutions -> Morgan State U.,All institutions,Morgan State U.,2,242,"['14,101', '']","['1,572', '']","['0', '']","['4,554', '']","['3,707', '']","['2,357', '']","['52', '']","['1,859', '']"
5407,r244,"All institutions -> U. Puerto Rico, Rio Piedras",All institutions,"U. Puerto Rico, Rio Piedras",2,243,"['14,071', '']","['276', '']","['0', '']","['4,732', '']","['1,287', '']","['5,862', '']","['547', '']","['1,367', '']"
5407,r245,All institutions -> Jackson State U.,All institutions,Jackson State U.,2,244,"['13,662', '']","['645', '']","['271', '']","['2,660', '']","['35', '']","['7,733', '']","['0', '']","['2,318', '']"
5407,r246,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,245,"['13,653', '']","['2,320', '']","['2,340', '']","['2,057', '']","['722', '']","['5,024', '']","['174', '']","['1,016', '']"
5407,r247,"All institutions -> U. Hawaii, system office",All institutions,"U. Hawaii, system office",2,246,"['13,367', '']","['11,673', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,694', '']"
5407,r248,All institutions -> Texas A&M U.-Corpus Christi,All institutions,Texas A&M U.-Corpus Christi,2,247,"['13,349', '']","['91', '']","['73', '']","['771', '']","['1,878', '']","['1,538', '']","['17', '']","['8,981', '']"
5407,r249,All institutions -> Marquette U.,All institutions,Marquette U.,2,248,"['13,187', '']","['380', '']","['600', '']","['8,251', '']","['124', '']","['3,318', '']","['127', '']","['387', '']"
5407,r250,All institutions -> Western Michigan U. and Homer Stryker M.D. School of Medicine,All institutions,Western Michigan U. and Homer Stryker M.D. School of Medicine,2,248,"['13,187', '']","['451', '']","['140', '']","['2,520', '']","['464', '']","['3,071', '']","['16', '']","['6,525', '']"
5407,r251,All institutions -> U. Texas Rio Grande Valley,All institutions,U. Texas Rio Grande Valley,2,250,"['13,093', '']","['1,209', '']","['23', '']","['5,932', '']","['16', '']","['3,117', '']","['1,905', '']","['891', '']"
5407,r252,"All institutions -> Texas Tech U., Health Sciences Center",All institutions,"Texas Tech U., Health Sciences Center",2,251,"['13,043', '']","['792', '']","['0', '']","['12,126', '']","['0', '']","['87', '']","['0', '']","['38', '']"
5407,r253,All institutions -> U. South Dakota,All institutions,U. South Dakota,2,252,"['13,034', '']","['247', '']","['270', '']","['8,010', '']","['38', '']","['4,124', '']","['0', '']","['345', '']"
5407,r254,All institutions -> Albany Medical C.,All institutions,Albany Medical C.,2,253,"['12,940', '']","['357', '']","['0', '']","['12,583', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5407,r255,All institutions -> North Carolina Central U.,All institutions,North Carolina Central U.,2,254,"['12,787', '']","['66', '']","['141', '']","['8,172', '']","['0', '']","['3,329', '']","['10', '']","['1,069', '']"
5407,r256,"All institutions -> Southern Illinois U., Carbondale",All institutions,"Southern Illinois U., Carbondale",2,255,"['12,735', '']","['824', '']","['177', '']","['6,021', '']","['55', '']","['1,495', '']","['1,327', '']","['2,836', '']"
5407,r257,"All institutions -> CUNY, Queens C.",All institutions,"CUNY, Queens C.",2,256,"['12,726', '']","['176', '']","['7,815', '']","['2,960', '']","['0', '']","['1,737', '']","['3', '']","['35', '']"
5407,r258,All institutions -> Delaware State U.,All institutions,Delaware State U.,2,257,"['12,689', 'i']","['315', 'i']","['269', 'i']","['4,775', 'i']","['1,057', 'i']","['2,456', 'i']","['3,326', 'i']","['491', 'i']"
5407,r259,All institutions -> U.S. Naval Academy,All institutions,U.S. Naval Academy,2,258,"['12,577', '']","['11,379', '']","['0', '']","['0', '']","['25', '']","['1,173', '']","['0', '']","['0', '']"
